geo,time,se_prm_tchr_fe_zs
cyp,2014,83.74086
cyp,2015,82.40638
cyp,2016,83.42397
cyp,2017,83.64224
cyp,2018,83.9532
cyp,2019,85.40391
cze,1993,91.82241
cze,1994,92.47265
cze,1995,93.00836
cze,1996,93.14078
cze,1998,84.60985
cze,1999,84.53306
cze,2000,84.41198
cze,2001,84.35596
cze,2002,84.17014
cze,2003,84.03237
cze,2004,83.749
cze,2005,83.56487
cze,2006,94.67677
cze,2007,94.20548
cze,2008,97.55353
cze,2009,97.62957
cze,2010,97.52513
cze,2011,97.47186
cze,2012,97.17022
deu,1993,83.93791
deu,1994,85.00127
deu,1995,85.08167
deu,1996,80.92503
deu,1997,81.25264
deu,1999,81.52839
deu,2000,81.18191
deu,2001,82.03193
deu,2002,82.44185
deu,2003,82.82712
deu,2004,82.92242
deu,2005,83.65491
deu,2006,84.02201
deu,2007,84.03335
deu,2008,85.19984
deu,2009,84.96837
deu,2010,85.53784
deu,2011,84.43394
deu,2012,85.02138
deu,2013,85.67732
deu,2014,86.76722
deu,2015,86.80146
deu,2016,87.07704
deu,2017,87.29305
deu,2018,87.34036
deu,2019,87.35416
dji,1971,32.22222
dji,1972,35.96491
dji,1973,50.97087
dji,1974,51.0917
dji,1975,33.06773
dji,1976,35.44776
dji,1991,37.06199
dji,1994,37.35705
dji,1996,32.73632
dji,1997,29.92701
dji,1999,27.74327
dji,2004,27.23404
dji,2006,26.90864
dji,2007,26.04884
dji,2008,25.76946
dji,2009,26.73632
dji,2011,24.49451
dji,2012,24.82153
dji,2013,24.29806
dji,2014,25.37468
dji,2015,25.60336
dji,2016,26.38469
dji,2017,27.00443
dji,2018,28.6847
dji,2020,30.60606
dji,2021,32.66311
dma,1973,77.38095
dma,1974,74.77679
dma,1975,74.67811
dma,1977,71.42857
dma,1991,80.63781
dma,1992,80.43478
dma,1999,75.49342
dma,2000,80.06645
dma,2001,79.09238
dma,2002,79.11715
dma,2003,83.81818
dma,2004,82.65896
dma,2005,84.9711
dma,2006,84.33269
dma,2007,84.36874
dma,2008,85
dma,2009,86.27451
dma,2010,86.81102
dma,2011,85.90998
dma,2012,85.85271
dma,2013,85.06616
dma,2014,87.03704
dma,2015,85.68773
dma,2016,86.78571
dma,2019,88.38095
dma,2020,89.03846
dnk,1985,56.41394
dnk,1986,56.63424
dnk,1987,57.22888
dnk,1993,58.05471
dnk,1994,58.05471
dnk,1995,58.00604
dnk,1998,62.91209
dnk,1999,62.99595
dnk,2000,64.00306
dnk,2001,64.00361
dnk,2014,69.1419
dnk,2018,68.38382
dnk,2019,68.35983
dom,1973,72.20032
dom,1998,74.5554
dom,1999,74.78902
dom,2000,75.17808
dom,2002,82.49435
dom,2004,75.35193
dom,2005,75.98416
dom,2006,76.04398
dom,2007,75.98336
dom,2008,69.21956
dom,2009,77.9417
dom,2010,76.40027
dom,2011,78.30522
dom,2012,76.37421
dom,2013,78.32566
dom,2014,79.02009
dom,2015,79.09268
dom,2016,79.73667
dom,2017,81.22557
dom,2018,81.2066
dom,2019,81.33628
dom,2020,81.46106
dza,1971,25.99941
dza,1981,36.73783
dza,1982,36.59145
dza,1983,37.13705
dza,1984,37.41493
dza,1985,38.09722
dza,1986,39.83476
dza,1987,40.20638
dza,1988,39.29223
dza,1989,40.41182
dza,1990,39.75163
dza,1991,39.05409
dza,1992,40.26247
dza,1993,40.48899
dza,1994,42.72709
dza,1995,43.06324
dza,1996,43.96722
dza,1997,44.75713
dza,1999,45.91403
dza,2000,46.1193
dza,2001,46.6463
dza,2002,47.86431
dza,2003,48.62621
dza,2004,49.75446
dza,2005,50.49484
dza,2006,51.5134
dza,2007,52.9697
dza,2008,53.23363
dza,2009,50.6912
dza,2010,52.53673
dza,2011,54.91743
dza,2012,57.12512
dza,2013,61.04264
dza,2014,65.10951
dza,2015,69.29939
dza,2016,72.02394
dza,2017,76.09907
dza,2018,80.53504
dza,2019,81.72843
dza,2020,82.33715
ecu,1971,63.50859
ecu,1972,64.15493
ecu,1973,64.70049
ecu,1974,65.03771
ecu,1975,64.28801
ecu,1976,64.93386
ecu,1977,65.27901
ecu,1978,65.65533
ecu,1979,65.57547
ecu,1980,64.94602
ecu,1981,65.29765
ecu,1982,64.91344
ecu,1983,65.3864
ecu,1984,64.60365
ecu,1985,64.70521
ecu,1986,65.26461
ecu,1987,65.28578
ecu,1988,65.35164
ecu,1993,64.99597
ecu,1994,66.97953
ecu,1995,67.93138
ecu,1996,68.05678
ecu,1997,67.2377
ecu,1998,67.47427
ecu,1999,67.65366
ecu,2000,67.64482
ecu,2001,67.88858
ecu,2002,69.15121
ecu,2003,69.36921
ecu,2004,69.68097
ecu,2005,69.64251
ecu,2006,69.82214
ecu,2007,70.04294
ecu,2009,72.122
ecu,2010,72.51118
ecu,2011,72.51024
ecu,2012,72.74668
ecu,2013,73.44035
ecu,2014,73.94501
ecu,2015,74.57559
ecu,2016,75.78692
ecu,2017,76.72978
ecu,2018,77.42903
ecu,2019,77.8094
ecu,2020,78.37925
egy,1971,53.03449
egy,1976,47.63004
egy,1977,46.79779
egy,1978,46.09337
egy,1979,45.72
egy,1982,47.25588
egy,1983,46.62267
egy,1984,46.94039
egy,1986,47.83947
egy,1987,49.12692
egy,1988,49.21727
egy,1989,48.27878
egy,1990,51.28606
egy,1991,51.6263
egy,1992,53.64963
egy,1993,53.56519
egy,1994,53.6705
egy,1995,53.56932
egy,1996,52.62647
egy,1997,49.46634
egy,1999,52.3312
egy,2000,52.43792
egy,2001,52.91986
egy,2002,53.30544
egy,2003,53.92531
egy,2004,55.03986
egy,2005,55.03961
egy,2006,55.17815
egy,2007,55.79674
egy,2009,51.75561
egy,2010,52.87561
egy,2016,59.86829
egy,2017,60.50622
egy,2018,61.37732
egy,2019,62.29399
eri,1989,44.89409
eri,1990,46.0626
eri,1991,45.28497
eri,1992,38.68933
eri,1993,37.16189
eri,1994,35.37557
eri,1995,35.35733
eri,1996,34.74605
eri,1997,36.10299
eri,1999,34.98924
eri,2000,37.40568
eri,2001,40.64187
eri,2002,38.31688
eri,2003,35.83409
eri,2004,35.93925
eri,2005,39.86401
eri,2006,42.74413
eri,2007,47.94461
eri,2008,44.33046
eri,2009,40.29736
eri,2010,40.86264
eri,2011,40.55036
eri,2012,40.63189
eri,2013,37.46544
eri,2014,36.73517
eri,2015,35.96933
eri,2016,38.42093
eri,2017,38.65641
eri,2018,39.02304
esp,1971,58.07866
esp,1981,67.46215
esp,1982,70.24163
esp,1983,67.67026
esp,1984,68.46848
esp,1986,68.63585
esp,1987,70.46253
esp,1988,69.96857
esp,1990,72.88079
esp,1991,72.7135
esp,1992,74.99444
esp,1993,73.32068
esp,1994,72.00585
esp,1995,71.36973
esp,1998,68.97946
esp,1999,68.27897
esp,2000,69.05026
esp,2001,70.82936
esp,2002,70.96801
esp,2003,70.48638
esp,2004,68.99777
esp,2005,69.44275
esp,2006,70.49857
esp,2007,71.98579
esp,2008,75.1997
esp,2009,74.3059
esp,2010,75.01834
esp,2011,75.33044
esp,2012,75.81929
esp,2013,75.88087
esp,2014,75.98976
esp,2015,76.18649
esp,2016,76.32377
esp,2017,76.79502
esp,2018,76.97323
esp,2019,77.19654
est,1994,95.74468
est,1999,85.75315
est,2000,85.74745
est,2001,85.98918
est,2006,89.42257
est,2007,93.62241
est,2008,94.04006
est,2009,93.46596
est,2010,93.12229
est,2011,92.93548
est,2013,91.92764
est,2016,90.57271
est,2017,90.50047
est,2018,90.43331
est,2019,90.15788
eth,1971,12.42415
eth,1972,12.99684
eth,1973,13.79651
eth,1974,14.00837
eth,1975,14.618
eth,1976,15.44403
eth,1977,16.42322
eth,1978,17.45558
eth,1979,18.16775
eth,1980,20.45492
eth,1981,21.89544
eth,1982,22.74264
eth,1983,23.64276
eth,1984,24.47557
eth,1985,24.81631
eth,1986,25.63921
eth,1987,24.26787
eth,1988,23.98459
eth,1989,23.00244
eth,1990,23.72956
eth,1991,23.90083
eth,1992,24.9682
eth,1993,25.55095
eth,1994,26.62142
eth,1995,27.32064
eth,1996,27.62336
eth,1997,28.18971
eth,1998,27.27538
eth,2000,29.36902
eth,2008,39.07621
eth,2009,38.01038
eth,2010,36.32767
eth,2011,37.22365
eth,2020,41.11675
fin,1972,60.83663
fin,1973,60.02698
fin,1974,63.47421
fin,1976,61.19866
fin,1996,68.11625
fin,1997,68.95941
fin,1998,70.69181
fin,1999,71.21328
fin,2000,71.69641
fin,2001,73.16065
fin,2002,74.22011
fin,2003,74.8002
fin,2004,75.50282
fin,2005,75.96126
fin,2006,77.00964
fin,2007,76.95699
fin,2008,78.34877
fin,2009,78.4787
fin,2010,78.62629
fin,2011,78.81413
fin,2012,78.85899
fin,2013,79.33869
fin,2014,79.48835
fin,2016,79.37102
fin,2017,79.5667
fin,2018,79.79891
fin,2019,79.98032
fji,1981,55.80723
fji,1992,56.11542
fji,1994,56.04552
fji,1995,56.04968
fji,1996,57.9765
fji,1997,59.24965
fji,1998,56.7867
fji,2000,56.28831
fji,2001,56.89697
fji,2002,56.44022
fji,2003,56.90169
fji,2004,56.88757
fji,2008,55.21706
fji,2011,60.61893
fji,2012,59.49333
fji,2019,61.43938
fra,1975,68.56827
fra,1976,68.46278
fra,1977,67.81331
fra,1982,59.03613
fra,1984,67.33332
fra,1985,67.10087
fra,1986,67.59307
fra,1987,67.43008
fra,1988,66.98065
fra,1989,67.21479
fra,1993,77.35809
fra,1994,77.8501
fra,1995,77.87447
fra,1996,78.6704
fra,1997,78.61946
fra,1999,77.71935
fra,2000,79.84084
fra,2001,79.84096
fra,2002,78.68391
fra,2003,80.62069
fra,2004,81.20313
fra,2005,81.55038
fra,2006,81.73876
fra,2007,82.08665
fra,2008,82.36198
fra,2009,82.59628
fra,2010,82.7679
fra,2011,82.7178
fra,2012,82.8116
fra,2013,83.0362
fra,2018,83.03235
fra,2019,83.47327
fsm,2015,55.87393
fsm,2016,98.36601
fsm,2019,68.13725
fsm,2020,69.15423
gab,1971,14.78969
gab,1972,17.35708
gab,1973,19.10112
gab,1974,18.89696
gab,1975,21.0199
gab,1976,20.08258
gab,1977,22.1413
gab,1978,22.26099
gab,1979,25.03238
gab,1980,28.794
gab,1981,27.28858
gab,1982,28.36075
gab,1983,29.5689
gab,1984,29.95792
gab,1985,33.95882
gab,1986,35.15469
gab,1987,34.68038
gab,1988,36.65169
gab,1989,36.46538
gab,1995,44.04332
gab,1996,39.20696
gab,1997,41.41151
gab,1999,43.25436
gab,2001,47.82367
gab,2002,46.23412
gab,2003,44.65482
gab,2011,52.85086
gab,2019,56.84891
gbr,1971,77.30125
gbr,1972,77.6006
gbr,1973,78.12627
gbr,1974,78.46157
gbr,1975,78.62147
gbr,1976,80.71039
gbr,1977,78.18454
gbr,1978,78.0893
gbr,1979,78.18668
gbr,1980,78.40064
gbr,1982,78.07433
gbr,1983,78.36735
gbr,1984,78.60082
gbr,1985,79.09836
gbr,1987,78.40376
gbr,1988,78.13953
gbr,1989,77.77778
gbr,1990,78.07018
gbr,1991,78.04452
gbr,1992,78.19288
gbr,1999,80.99437
gbr,2000,81.10644
gbr,2001,81.84243
gbr,2002,81.78796
gbr,2003,81.39068
gbr,2004,81.45703
gbr,2005,81.61481
gbr,2006,81.3377
gbr,2007,81.28398
gbr,2008,81.44081
gbr,2009,80.76086
gbr,2010,86.97531
gbr,2011,86.97548
gbr,2012,86.97542
gbr,2013,86.98446
gbr,2016,84.67658
gbr,2017,85.23908
gbr,2018,86.2421
gbr,2019,86.14618
geo,1981,88.8161
geo,1986,89.04513
geo,1991,92.2581
geo,1992,93.39776
geo,1993,92.28261
geo,1994,93.83858
geo,1995,91.6269
geo,1996,94.22841
geo,1997,94.53512
geo,1998,94.07992
geo,1999,91.82839
geo,2000,94.67088
geo,2001,92.1949
geo,2002,84.89623
geo,2003,95.01212
geo,2008,85.1952
geo,2009,86.16574
geo,2013,90.02374
geo,2014,90.35255
geo,2015,90.61904
geo,2016,90.60872
geo,2017,90.73897
geo,2018,90.66416
geo,2019,90.85805
geo,2020,90.86951
gha,1974,32.39512
gha,1975,32.64278
gha,1976,33.02155
gha,1977,34.9168
gha,1978,37.9574
gha,1979,39.03134
gha,1980,40.37926
gha,1981,41.99203
gha,1982,43.79994
gha,1985,45.50089
gha,1986,40.25774
gha,1987,41.92827
gha,1988,39.46815
gha,1990,36.60255
gha,1991,35.75419
gha,1992,35.27902
gha,1993,35.52243
gha,1994,34.91882
gha,1995,34.40992
gha,1996,36.94812
gha,1997,35.96299
gha,1999,31.76301
gha,2000,34.30916
gha,2001,34.79031
gha,2002,32.08859
gha,2003,32.41999
gha,2004,38.98929
gha,2005,31.07821
gha,2006,43.69609
gha,2007,33.48946
gha,2008,33.03274
gha,2009,33.68082
gha,2010,36.71932
gha,2011,36.70904
gha,2012,36.7218
gha,2013,37.91387
gha,2014,38.27861
gha,2015,38.89713
gha,2016,39.70671
gha,2017,40.88257
gha,2018,41.63231
gha,2019,42.95326
gha,2020,44.5376
gib,1972,88.16568
gib,1973,88.37209
gib,1974,91.72414
gib,1975,89.33333
gib,1976,87.97468
gib,1977,89.33333
gib,1978,86.95652
gib,1979,85.71429
gib,1980,85.2349
gib,1981,83.43949
gib,1982,79.7619
gib,1984,76.83616
gib,1985,77.04918
gib,1997,69.18605
gib,1999,90.21739
gib,2000,82.85714
gib,2001,73.91304
gib,2008,76.68394
gib,2009,77.83251
gib,2016,81.37255
gib,2017,83
gib,2019,83.90244
gib,2020,84.64912
gin,1975,11.67645
gin,1976,9.68455
gin,1977,13.52426
gin,1978,12.38891
gin,1980,14.54041
gin,1981,13.74738
gin,1983,15.73019
gin,1984,17.24927
gin,1985,21.1023
gin,1986,18.89546
gin,1987,18.56399
gin,1988,19.65741
gin,1989,21.73525
gin,1990,22.39615
gin,1991,22.49684
gin,1992,21.07404
gin,1993,23.36481
gin,1994,22.47376
gin,1995,24.29233
gin,1996,25.17895
gin,1997,24.7922
gin,1998,24.5264
gin,1999,24.96777
gin,2000,25.94002
gin,2001,25.01039
gin,2002,23.56923
gin,2003,24.0119
gin,2004,24.1276
gin,2005,24.31498
gin,2006,25.10602
gin,2007,26.08696
gin,2008,27.64362
gin,2009,27.56995
gin,2010,28.7742
gin,2011,29.21029
gin,2012,29.68337
gin,2013,29.99708
gin,2014,30.00949
gin,2015,29.98331
gin,2016,30.59448
gin,2020,40.94139
gmb,1971,33.17308
gmb,1972,29.85318
gmb,1973,38.55244
gmb,1977,30.42553
gmb,1978,30.34735
gmb,1979,33.27961
gmb,1980,33.40595
gmb,1983,31.0827
gmb,1984,31.94122
gmb,1985,32.64192
gmb,1986,36.18664
gmb,1989,31.98925
gmb,1992,30.59805
gmb,1993,31.16192
gmb,1994,31.00063
gmb,1995,31.0089
gmb,1996,28.99466
gmb,1997,28.74061
gmb,1998,29.10482
gmb,1999,32.21258
gmb,2000,32.07547
gmb,2001,32.12083
gmb,2002,32.1057
gmb,2003,31.81545
gmb,2004,32.18521
gmb,2005,33.5292
gmb,2006,34.56973
gmb,2007,32.25599
gmb,2008,33.38
gmb,2010,28.55974
gmb,2011,28.63023
gmb,2012,30.30808
gmb,2013,29.44664
gmb,2014,33.89142
gmb,2015,33.08023
gmb,2016,33.82589
gmb,2017,35.63555
gmb,2018,35.51681
gmb,2019,36.19444
gmb,2020,39.96289
gmb,2021,41.30901
gnb,1979,22.96734
gnb,1981,24.00982
gnb,1982,23.34842
gnb,1983,23.84775
gnb,1984,22.85801
gnb,1985,22.98217
gnb,1987,22.84524
gnb,1988,21.56607
gnb,2000,20.23495
gnb,2010,21.78365
gnq,1974,26.19048
gnq,1993,27.44083
gnq,1994,26.57495
gnq,1999,28.36611
gnq,2000,23.65464
gnq,2001,23.70166
gnq,2003,30.25574
gnq,2008,39.89655
gnq,2009,38.23097
gnq,2010,35.77132
gnq,2011,40.11572
gnq,2012,38.92522
gnq,2015,44.39194
grc,1971,47.37524
grc,1972,47.99182
grc,1973,48.52191
grc,1974,48.03009
grc,1975,47.35702
grc,1976,47.05521
grc,1977,47.77958
grc,1978,47.79021
grc,1979,47.65636
grc,1980,47.77907
grc,1981,47.82259
grc,1982,48.0565
grc,1983,48.33289
grc,1984,48.19552
grc,1985,47.93632
grc,1986,48.93931
grc,1987,49.25554
grc,1988,49.49776
grc,1989,50.34679
grc,1990,51.32164
grc,1991,52.20762
grc,1992,52.37143
grc,1993,54.37983
grc,1994,55.41803
grc,1995,54.83382
grc,1996,55.94531
grc,1997,56.62071
grc,1998,56.82724
grc,1999,56.82829
grc,2004,62.23821
grc,2005,62.99743
grc,2006,64.18671
grc,2007,65.33149
grc,2012,69.63179
grc,2013,69.94081
grc,2014,70.16724
grc,2015,69.98876
grc,2016,71.44558
grc,2017,71.45809
grc,2018,71.82356
grc,2019,72.58952
grd,1971,58.25
grd,1972,60.29412
grd,1973,57.23039
grd,1977,64.77093
grd,1978,66.55738
grd,1979,69.07895
grd,1980,71.20954
grd,1981,65.20619
grd,1982,65.78947
grd,1983,68.19372
grd,1984,69.16129
grd,1987,69.91474
grd,1988,72.20844
grd,1990,70.6422
grd,1992,69.46183
grd,1993,71.23947
grd,1994,70.21028
grd,1995,70.5814
grd,1996,72.03682
grd,1997,70.95672
grd,1998,71.47846
grd,1999,75.68807
grd,2000,75.50251
grd,2001,76.20915
grd,2003,77.81532
grd,2004,76.42458
grd,2005,76.73831
grd,2007,77.03789
grd,2008,75.28455
grd,2009,79.87952
grd,2010,79.43596
grd,2013,79.54286
grd,2014,78.6031
grd,2015,79.89886
grd,2016,79.15691
grd,2017,80.52885
grd,2018,81.53656
gtm,1970,64.51842
gtm,1971,63.48295
gtm,1972,62.77734
gtm,1973,62.10481
gtm,1974,61.78041
gtm,1975,61.56986
gtm,1977,61.52129
gtm,1981,62.33054
gtm,1983,62.0679
gtm,2006,64.49338
gtm,2007,64.85115
gtm,2008,65.39421
gtm,2009,65.27827
gtm,2010,65.52656
gtm,2011,66.00895
gtm,2012,66.19738
gtm,2013,64.64618
gtm,2014,64.95228
gtm,2016,64.43721
gtm,2017,64.43434
gtm,2018,64.66541
gtm,2019,64.9309
gtm,2020,22.94406
guy,1971,54.8495
guy,1974,65.68555
guy,1976,68.87957
guy,1977,66.80507
guy,1978,68.74439
guy,1979,68.87307
guy,1980,69.97252
guy,1981,69.6086
guy,1982,69.65359
guy,1984,74.02518
guy,1985,73.32521
guy,1991,76.09005
guy,1992,78.39759
guy,1993,79.50395
guy,1995,80.24583
guy,1997,84.80208
guy,1999,85.55445
guy,2000,84.90248
guy,2001,85.38791
guy,2003,86.2482
guy,2005,86.47935
guy,2007,87.53894
guy,2008,87.74976
guy,2009,88.17859
guy,2010,88.51402
guy,2011,88.08574
guy,2012,88.55112
hkg,1971,65.27275
hkg,1972,65.95216
hkg,1973,66.38566
hkg,1974,67.04386
hkg,1975,68.0329
hkg,1976,68.57641
hkg,1977,69.73851
hkg,1978,70.50805
hkg,1979,70.69483
hkg,1980,71.75949
hkg,1981,72.55951
hkg,1982,73.14151
hkg,1983,73.16381
hkg,1984,73.29525
hkg,1985,73.65068
hkg,1996,76.10857
hkg,1998,77.19076
hkg,1999,77.41717
hkg,2000,77.50032
hkg,2001,77.34107
hkg,2002,77.43584
hkg,2003,77.96974
hkg,2004,78.07143
hkg,2005,78.26441
hkg,2006,78.12616
hkg,2007,77.83636
hkg,2008,77.8867
hkg,2009,77.89329
hkg,2010,78.0543
hkg,2011,78.12445
hkg,2012,78.11408
hkg,2013,77.99791
hkg,2014,77.98949
hkg,2015,77.78873
hkg,2016,77.50191
hkg,2017,77.34286
hkg,2018,76.90511
hkg,2019,76.57948
hkg,2020,76.45333
hnd,1976,69.47762
hnd,1979,74.16218
hnd,1980,74.37901
hnd,1982,74.4841
hnd,1983,74.05884
hnd,1984,74.10076
hnd,1990,73.44845
hnd,1991,73.91924
hnd,1992,73.33932
hnd,1993,73.32179
hnd,1994,70.92218
hnd,1995,73.3522
hnd,1996,73.35099
hnd,1997,73.34946
hnd,1998,73.32329
hnd,1999,73.01946
hnd,2004,74.72522
hnd,2008,74.79821
hnd,2009,73.38774
hnd,2015,74.27208
hnd,2016,74.22576
hnd,2017,74.21427
hnd,2019,74.24273
hnd,2020,71.11572
hrv,1996,88.64686
hrv,1997,88.60807
hrv,1998,88.95321
hrv,1999,89.31681
hrv,2000,89.34465
hrv,2001,89.4088
hrv,2002,89.42433
hrv,2003,89.86337
hrv,2005,90.12324
hrv,2006,90.3986
hrv,2007,91.10566
hrv,2008,91.34793
hrv,2009,91.99627
hrv,2010,92.46552
hrv,2011,92.45267
hrv,2012,92.87791
hrv,2013,93.13826
hrv,2014,93.29699
hrv,2015,93.56908
hrv,2016,93.50952
hrv,2018,93.3703
hrv,2019,93.54376
hti,1972,57.30728
hti,1978,50.82842
hti,1979,51.61948
hti,1980,49.27257
hti,1981,48.8581
hti,1983,52.40787
hti,1984,49.75924
hti,1987,52.25571
hti,1992,44.67096
hti,1993,44.56249
hti,1994,44.56427
hti,1995,44.56391
hti,1996,44.56805
hti,1997,32.64334
hti,1998,32.42265
hun,1994,80.84398
hun,1995,91.55321
hun,1997,84.52156
hun,1999,85.4507
hun,2000,84.92421
hun,2001,86.15385
hun,2002,85.71306
hun,2003,84.26012
hun,2004,95.89147
hun,2005,95.94955
hun,2006,96.01281
hun,2007,96.0132
hun,2008,95.89895
hun,2009,96.05476
hun,2010,95.89366
hun,2011,95.79475
hun,2012,95.68888
hun,2013,95.58482
hun,2014,96.95036
hun,2015,96.84421
hun,2016,96.60133
hun,2019,95.7671
idn,1970,31.79996
idn,1976,36.49862
idn,1977,36.13615
idn,1978,36.55499
idn,1983,32.78242
idn,1988,49.30506
idn,1989,49.70134
idn,1990,49.95918
idn,1991,50.53687
idn,1992,50.47939
idn,1993,51.4284
idn,1994,52.05613
idn,1995,52.25443
idn,1996,52.26082
idn,1999,51.34862
idn,2000,51.99521
idn,2001,52.23754
idn,2002,52.03871
idn,2003,54.08093
idn,2004,52.29685
idn,2005,61.02205
idn,2006,59.00026
idn,2007,57.58028
idn,2008,60.05563
idn,2009,61.55173
idn,2010,62.46611
idn,2011,62.9981
idn,2012,63.58642
idn,2013,62.41847
idn,2014,62.08749
idn,2016,62.06588
idn,2017,66.0027
idn,2018,68.43486
idn,2019,67.02357
ind,1971,24.33206
ind,1972,24.36151
ind,1973,24.70902
ind,1974,24.50207
ind,1975,24.46007
ind,1976,24.82925
ind,1999,35.59
ind,2000,35.59001
ind,2001,36.00001
ind,2002,35.99999
ind,2003,43.99997
ind,2013,48.18409
ind,2014,49.48842
ind,2015,49.49015
ind,2017,51.21055
ind,2019,54.36596
ind,2020,55.36112
irl,1976,64.86983
irl,1977,72.35393
irl,1978,72.75336
irl,1979,72.99138
irl,1980,73.91976
irl,1981,73.75649
irl,1982,74.48918
irl,1983,75.12734
irl,1984,75.47791
irl,1985,75.72966
irl,1986,75.96657
irl,1987,76.2112
irl,1988,76.34131
irl,1989,76.31391
irl,1990,76.31019
irl,1991,76.62995
irl,1992,76.85578
irl,1993,77.00469
irl,1994,77.28843
irl,1995,77.94847
irl,1996,77.91061
irl,1997,78.43476
irl,1998,80.15221
irl,1999,84.75506
irl,2004,83.3777
irl,2005,84.12417
irl,2006,84.66068
irl,2007,84.04462
irl,2008,84.46428
irl,2009,84.66195
irl,2010,84.87657
irl,2011,84.91537
irl,2012,84.89478
irn,1971,45.18353
irn,1972,46.89421
irn,1973,53.2878
irn,1974,47.47327
irn,1975,49.45601
irn,1976,52.26092
irn,1977,53.77739
irn,1978,64.45655
irn,1982,57.03485
irn,1984,52.49447
irn,1985,52.53024
irn,1986,51.73147
irn,1987,53.19458
irn,1988,53.04654
irn,1989,52.8643
irn,1991,52.92192
irn,1992,54.0511
irn,1993,55.37441
irn,1994,55.39224
irn,1995,54.88604
irn,1996,54.25988
irn,1997,54.56258
irn,1998,53.85756
irn,1999,52.69366
irn,2000,54.47862
irn,2001,54.3702
irn,2002,54.19613
irn,2003,54.37286
irn,2009,57.49107
irn,2013,65.48769
irn,2014,66.46662
irn,2015,65.33579
irn,2016,66.89223
irn,2017,67.42554
irq,1971,34.03517
irq,1972,33.682
irq,1973,34.31856
irq,1974,35.40672
irq,1975,37.3284
irq,1976,36.60832
irq,1977,41.22667
irq,1978,40.80963
irq,1979,43.31482
irq,1980,45.5644
irq,1981,48.42128
irq,1982,48.25039
irq,1983,57.82618
irq,1984,60.51873
irq,1985,63.41295
irq,1986,66.7525
irq,1987,66.21361
irq,1988,66.99111
irq,1989,69.00755
irq,1991,70.1285
irq,1992,71.32006
irq,1993,68.31974
irq,1996,70.9979
irq,1999,71.92799
irq,2000,72.46695
irq,2003,72.15541
irq,2004,72.15539
irq,2007,68.81383
isl,1971,50.18077
isl,1972,52.4109
isl,1973,52.1146
isl,1974,54.09277
isl,1975,54.45975
isl,1976,54.42029
isl,2011,80.68556
isl,2012,81.14865
isl,2013,81.73942
isl,2014,81.7118
isl,2015,81.89396
isl,2018,82.56071
isl,2019,82.75442
isr,1977,75.60658
isr,1978,76.66164
isr,1979,77.44961
isr,1980,76.68841
isr,1988,81.20033
isr,1989,81.48874
isr,1990,81.66476
isr,1991,82.19171
isr,1992,82.83389
isr,1993,83.78824
isr,1994,83.84712
isr,1999,84.81533
isr,2000,84.67601
isr,2001,84.46511
isr,2002,84.36709
isr,2003,84.47822
isr,2004,84.43985
isr,2005,84.42064
isr,2006,84.40287
isr,2007,84.54549
isr,2008,84.18611
isr,2009,84.06782
isr,2010,85.16901
isr,2013,84.99909
isr,2014,85.28769
isr,2015,85.27486
isr,2016,85.43575
isr,2018,85.69122
isr,2019,85.51513
ita,1971,77.14894
ita,1972,78.48133
ita,1976,82.79057
ita,1977,83.78295
ita,1978,84.83847
ita,1979,85.73858
ita,1980,86.66274
ita,1981,87.05177
ita,1982,86.76697
ita,1983,87.66714
ita,1984,88.55075
ita,1985,88.88278
ita,1986,89.3466
ita,1987,89.79312
ita,1988,89.79289
ita,1989,89.79287
ita,1990,89.86669
ita,1991,90.55292
ita,1992,90.70896
ita,1993,90.70507
ita,1994,92.90032
ita,1995,93.13083
ita,1996,93.58687
ita,1999,94.57862
ita,2000,94.77296
ita,2001,94.80917
ita,2002,95.25892
ita,2003,95.2858
ita,2004,95.37445
ita,2005,95.55141
ita,2006,95.67854
ita,2007,95.25215
ita,2013,95.94086
ita,2014,95.8822
ita,2015,95.87213
ita,2016,95.87504
ita,2017,95.62392
ita,2018,95.53281
ita,2019,95.44435
jam,1977,81.60582
jam,1981,86.51452
jam,1983,87.12029
jam,1984,87.1983
jam,1985,87.26495
jam,1986,87.83167
jam,1987,87.98986
jam,1988,85.89199
jam,1989,82.72364
jam,1990,88.41802
jam,2003,90.38111
jam,2004,89.27859
jam,2011,89.6042
jam,2012,89.1208
jam,2013,88.77122
jam,2014,88.85939
jam,2015,88.84466
jam,2016,88.94454
jam,2017,88.73971
jam,2018,89.81666
jam,2019,88.92218
jam,2020,89.16932
jor,1971,45.84615
jor,1972,48.55091
jor,1973,49.97652
jor,1974,50.15927
jor,1975,50.58553
jor,1976,51.35596
jor,1977,54.08627
jor,1978,56.5807
jor,1979,57.22297
jor,1980,58.33214
jor,1981,58.8408
jor,1982,61.20475
jor,1983,65.13145
jor,1984,66.60518
jor,1985,65.03576
jor,1986,65.92261
jor,1987,67.47073
jor,1988,67.21371
jor,1989,68.48261
jor,1991,66.05398
jor,1995,65.2926
jor,1998,67.87767
jor,2002,63.98021
jor,2003,63.97911
jor,2014,83.09461
jor,2016,70.44365
jor,2017,78.40222
jor,2018,79.05973
jor,2019,77.86088
jor,2020,78.03547
jpn,1971,52.58121
jpn,1972,52.08486
jpn,1973,52.64452
jpn,1974,53.2686
