geo,time,se_prm_tchr_fe_zs
tun,2011,56.45994
tun,2012,57.30203
tun,2013,58.06695
tun,2014,59.31192
tun,2015,60.01389
tun,2016,62.15997
tun,2017,62.61645
tun,2018,63.97484
tun,2020,67.05803
tur,1971,34.08283
tur,1972,34.92306
tur,1973,35.47527
tur,1974,36.90598
tur,1975,37.66246
tur,1976,39.07164
tur,1978,41.19257
tur,1979,41.83086
tur,1981,40.57546
tur,1982,41.53058
tur,1984,41.22293
tur,1985,41.16526
tur,1986,41.77146
tur,1987,41.76539
tur,1988,41.58086
tur,1989,41.87384
tur,1990,42.20419
tur,1991,43.30402
tur,1992,42.33639
tur,1993,42.77175
tur,1994,43.03173
tur,1995,43.57304
tur,2012,55.00002
tur,2013,57.83019
tur,2014,58.16831
tur,2015,58.62043
tur,2017,61.12989
tur,2018,61.94847
tur,2019,64.02278
tuv,1994,78.26087
tuv,2001,80.76923
tuv,2002,80.51948
tuv,2003,80
tuv,2015,96.5812
tuv,2016,81.81818
tuv,2018,80
tuv,2019,79.24528
tza,1970,26.01431
tza,1971,27.06778
tza,1972,29.36494
tza,1973,30.27971
tza,1974,31.10402
tza,1975,32.65176
tza,1976,34.8452
tza,1978,36.54623
tza,1979,37.1801
tza,1981,37.1692
tza,1982,38.75523
tza,1986,39.31611
tza,1987,39.47625
tza,1988,40.5036
tza,1989,41.00028
tza,1990,41.26588
tza,1991,40.49748
tza,1992,41.46546
tza,1994,43.15881
tza,1995,43.20099
tza,1996,43.65689
tza,1997,43.68087
tza,1998,44.06136
tza,1999,45.26854
tza,2001,45.2036
tza,2002,46.08542
tza,2003,46.03173
tza,2004,47.06207
tza,2005,47.9265
tza,2006,48.28419
tza,2007,49.01126
tza,2008,50.25506
tza,2009,49.06257
tza,2010,50.45702
tza,2012,51.59818
tza,2013,51.84208
tza,2014,51.45766
tza,2015,52.03779
tza,2016,51.29116
tza,2017,51.21202
tza,2018,50.36329
tza,2019,49.6826
tza,2020,49.21997
uga,1975,28.64614
uga,1976,29.09793
uga,1977,29.65841
uga,1978,27.75845
uga,1979,29.26294
uga,1981,29.42281
uga,1982,28.81646
uga,1986,30.70508
uga,1990,29.84825
uga,1993,31.34868
uga,1994,32.00029
uga,1999,32.63467
uga,2000,35.88605
uga,2001,36.16792
uga,2002,36.99421
uga,2003,36.31977
uga,2004,37.65675
uga,2005,38.6756
uga,2006,38.67586
uga,2007,39.19756
uga,2008,39.82735
uga,2009,40.45232
uga,2010,40.90648
uga,2011,40.90665
uga,2012,41.21311
uga,2013,41.68625
uga,2014,41.80852
uga,2015,42.26551
uga,2016,42.69533
uga,2017,43.06932
ukr,1993,97.93262
ukr,1994,97.75449
ukr,1998,97.13891
ukr,1999,98.48437
ukr,2000,98.39011
ukr,2001,98.36953
ukr,2002,98.56912
ukr,2003,98.69079
ukr,2004,98.26961
ukr,2005,98.92913
ukr,2006,98.75693
ukr,2007,98.87169
ukr,2008,98.78571
ukr,2009,98.93805
ukr,2010,98.57987
ukr,2011,98.83634
ukr,2012,98.8466
ukr,2013,98.8136
ukr,2015,94.31867
ukr,2016,96.68525
ukr,2017,96.71158
ukr,2018,96.64145
ukr,2019,98.47991
ukr,2020,98.49911
ury,1984,78.89621
ury,1990,96.9988
ury,1991,97.0026
ury,1992,97.00208
ury,1993,96.99841
ury,1994,96.99867
ury,1995,96.99841
ury,1996,97.00024
ury,1997,97.00041
usa,1993,86.49238
usa,1994,86.47916
usa,1995,86.48243
usa,1996,86.4824
usa,1998,86.47264
usa,2014,87.1597
usa,2015,87.14786
usa,2017,87.07237
usa,2019,86.79277
uzb,1981,77.81629
uzb,1986,77.87743
uzb,1989,77.92398
uzb,1990,78.30986
uzb,1991,79.56805
uzb,1992,79.60296
uzb,1993,79.5964
uzb,1994,80.3109
uzb,1995,80.54181
uzb,1996,80.4194
uzb,1997,83.73099
uzb,1998,85.17196
uzb,1999,83.74884
uzb,2000,83.40943
uzb,2001,85.12691
uzb,2002,84.40289
uzb,2003,84.63714
uzb,2004,83.69127
uzb,2005,84.45339
uzb,2006,85.64887
uzb,2007,84.9304
uzb,2008,84.92758
uzb,2009,89.15122
uzb,2010,90.49945
uzb,2011,86.8244
uzb,2012,85.97642
uzb,2013,86.37042
uzb,2014,86.81575
uzb,2015,90.13989
uzb,2016,90.76502
uzb,2017,90.57945
uzb,2018,91.68873
uzb,2019,91.29802
uzb,2020,91.63838
vct,1972,35.12748
vct,1976,42.80992
vct,1982,62.16216
vct,1987,63.91097
vct,1991,66.66667
vct,1994,66.8566
vct,1998,69.51341
vct,1999,70.01992
vct,2000,70.73643
vct,2001,72.31076
vct,2002,70.92469
vct,2003,73.13855
vct,2004,72.39686
vct,2007,77.06324
vct,2008,86.57205
vct,2009,78.157
vct,2010,77.90304
vct,2012,80.15964
vct,2013,80
vct,2014,80.25701
vct,2015,81.82832
vct,2016,82.70925
vct,2017,83.9779
vct,2018,83.96947
ven,1971,85.82307
ven,1972,85.39523
ven,1973,85.5833
ven,1974,85.65441
ven,1975,85.14193
ven,1980,94.71145
ven,1982,82.68432
ven,1983,83.04546
ven,1984,83.22708
ven,1985,83.50641
ven,1986,83.46728
ven,1987,83.24135
vgb,1971,81.91489
vgb,1972,81.91489
vgb,1973,81.91489
vgb,1975,88
vgb,1976,90.26549
vgb,1979,85.71429
vgb,1981,84.40367
vgb,1983,76.8595
vgb,1984,82.90598
vgb,1994,88.55422
vgb,1995,84.61538
vgb,1999,85.62092
vgb,2000,87.19512
vgb,2001,89.22156
vgb,2002,87.5
vgb,2003,88.55721
vgb,2004,93.59606
vgb,2005,88.14433
vgb,2006,88.14433
vgb,2007,90.23256
vgb,2009,86.2069
vgb,2010,92.14876
vgb,2011,92.77567
vgb,2014,89.24731
vgb,2015,90.20979
vgb,2016,91.0828
vgb,2017,90.94077
vgb,2018,94.73684
vgb,2019,95.52239
vgb,2020,91.25874
vir,1991,86.13861
vnm,1976,55.77176
vnm,1977,64.66434
vnm,1978,50.72461
vnm,1979,62.55178
vnm,1980,64.32621
vnm,1981,65.4823
vnm,1985,70.81945
vnm,1986,70.32711
vnm,1991,74.15862
vnm,1995,76.48843
vnm,1998,77.40005
vnm,1999,77.525
vnm,2000,77.90366
vnm,2001,78.30769
vnm,2002,77.83258
vnm,2003,77.9683
vnm,2004,78.32842
vnm,2005,78.02975
vnm,2006,78.10824
vnm,2007,77.66255
vnm,2008,77.33034
vnm,2009,77.96645
vnm,2010,77.88408
vnm,2011,77.12143
vnm,2012,77.41152
vnm,2013,76.35122
vnm,2014,74.82123
vnm,2015,77.57102
vnm,2016,77.83506
vnm,2018,78.11775
vnm,2019,77.67777
vnm,2020,78.56069
vut,1970,29.43445
vut,1971,30.94629
vut,1972,30.88608
vut,1973,31.19015
vut,1974,31.57248
vut,1981,39.21933
vut,1989,37.62887
vut,1991,40.27618
vut,1998,47.14286
vut,1999,49.19071
vut,2000,50.37927
vut,2001,50.87833
vut,2002,53.65551
vut,2003,53.14223
vut,2004,53.67232
vut,2007,54.64824
vut,2010,53.90989
vut,2013,55.63017
vut,2015,57.25853
vut,2019,58.55809
vut,2020,62.10376
wsm,1975,63.56908
wsm,1976,64.52345
wsm,1977,67.31055
wsm,1978,68.38885
wsm,1979,70.16461
wsm,1980,71.3491
wsm,1982,71.91781
wsm,1983,71.77097
wsm,1986,73.79219
wsm,1995,71.05085
wsm,1996,71.87289
wsm,1999,71.24011
wsm,2000,71.20823
wsm,2001,72.64151
wsm,2010,77.27718
yem,1999,19.83563
yem,2010,25.16026
yem,2011,27.39095
yem,2016,33.29973
zaf,1991,58.48316
zaf,1994,58.40806
zaf,1995,73.54422
zaf,1997,72.90002
zaf,1999,78.13987
zaf,2000,75.16971
zaf,2001,77.76752
zaf,2002,79.83459
zaf,2003,74.38186
zaf,2004,76.202
zaf,2005,75.54796
zaf,2006,76.42111
zaf,2007,76.51697
zaf,2008,76.88644
zaf,2009,77.15218
zaf,2010,77.11904
zaf,2011,78.5907
zaf,2012,78.98494
zaf,2013,78.90081
zaf,2014,78.56034
zaf,2015,78.81037
zmb,1970,33.59817
zmb,1971,34.31466
zmb,1972,34.7341
zmb,1973,36.01655
zmb,1974,36.28432
zmb,1975,37.21817
zmb,1976,37.94856
zmb,1977,37.47235
zmb,1978,37.59815
zmb,1979,38.17534
zmb,1980,40.00932
zmb,1981,39.81041
zmb,1982,41.18476
zmb,1984,41.62851
zmb,1985,43.28621
zmb,1986,44.15184
zmb,1988,44.75393
zmb,1994,44.23795
zmb,1995,43.33212
zmb,1996,43.27727
zmb,1998,48.49941
zmb,1999,48.89196
zmb,2000,50.42987
zmb,2001,48.31019
zmb,2002,48.9419
zmb,2004,47.68689
zmb,2005,47.98261
zmb,2006,47.58023
zmb,2007,48.03706
zmb,2008,50.135
zmb,2010,50.99057
zmb,2011,51.17158
zmb,2012,53.1014
zmb,2013,52.21417
zmb,2014,53.94477
zmb,2015,54.45398
zmb,2016,54.34151
zmb,2017,50.45775
zwe,1973,32.57834
zwe,1974,33.83155
zwe,1975,34.02509
zwe,1976,34.87518
zwe,1977,35.99082
zwe,1978,34.92352
zwe,1979,35.32976
zwe,1981,37.83126
zwe,1982,39.75191
zwe,1983,40.24037
zwe,1984,41.84817
zwe,1985,43.42483
zwe,1986,42.54768
zwe,1987,42.07808
zwe,1988,40.2029
zwe,1989,39.77417
zwe,1990,39.24164
zwe,1991,40.38093
zwe,1992,40.88832
zwe,1995,43.87869
zwe,1996,44.11469
zwe,1999,47.25293
zwe,2000,48.31126
zwe,2001,48.16847
zwe,2002,49.38803
zwe,2003,50.63428
zwe,2012,54.77238
zwe,2013,55.66523
zwe,2014,56.74972
zwe,2015,57.983
zwe,2016,58.6275
zwe,2017,59.09014
zwe,2018,59.55152
zwe,2019,60.59881
zwe,2020,61.35466
