geo,time,gc_nld_totl_gd_zs
usa,1977,-2.05397
usa,1978,-1.74349
usa,1979,-0.66607
usa,1980,-1.7695
usa,1981,-1.48891
usa,1982,-3.13925
usa,1983,-5.20523
usa,1984,-4.0467
usa,1985,-4.27773
usa,1986,-4.57089
usa,1987,-2.96877
usa,1988,-2.98142
usa,1989,-2.62161
usa,1990,-3.66652
usa,1991,-4.37032
usa,1992,-4.42355
usa,1993,-3.69655
usa,1994,-2.79104
usa,1995,-1.97873
usa,1996,-1.38088
usa,1997,-0.23107
usa,1998,0.80063
usa,1999,1.28683
usa,2000,2.23334
usa,2001,0.01399
usa,2002,-2.84311
usa,2003,-4.07781
usa,2004,-3.82793
usa,2005,-3.03725
usa,2006,-2.10587
usa,2007,-2.44249
usa,2008,-5.26182
usa,2009,-10.21052
usa,2010,-10.03175
usa,2011,-8.97911
usa,2012,-7.33008
usa,2013,-4.15455
usa,2014,-3.72681
usa,2015,-3.20413
usa,2016,-3.82506
usa,2017,-2.76289
usa,2018,-4.85438
usa,2019,-5.30661
usa,2020,-15.51832
uzb,2011,7.05065
uzb,2012,8.78817
uzb,2013,4.40798
uzb,2014,3.86869
uzb,2015,2.62471
uzb,2016,3.48159
uzb,2017,1.38805
uzb,2018,2.72082
uzb,2019,0.50239
vct,2000,-0.38779
vct,2001,-1.32838
vct,2002,-1.09808
vct,2003,-1.82415
vct,2004,-1.11386
vct,2005,-3.72421
vct,2006,-3.33727
vct,2007,-2.47956
vct,2008,-0.63692
vct,2009,-1.69553
vct,2010,-2.85916
vct,2011,-2.69153
vct,2012,-2.05646
vct,2013,-6.16872
vct,2014,-2.0587
vct,2015,-1.28556
vct,2016,2.18895
vct,2017,-1.64292
vut,1990,4.81714
vut,1995,1.40235
vut,1996,-0.66781
vut,1997,-0.68974
vut,1998,-0.25413
vut,1999,-0.13297
vut,2009,-0.8456
vut,2010,-2.61647
vut,2011,-2.39344
vut,2012,-1.59389
vut,2013,-0.24554
vut,2014,1.02857
vut,2015,8.49742
vut,2016,7.2825
vut,2017,-1.72822
vut,2018,6.38241
vut,2019,5.33435
wsm,2012,-8.13271
wsm,2013,-3.9116
wsm,2014,-4.76431
wsm,2015,-3.66865
wsm,2016,0.71656
wsm,2017,-1.16781
wsm,2018,1.30665
wsm,2019,4.57082
zaf,1972,-0.37154
zaf,1973,1.23463
zaf,1974,0.08397
zaf,1975,-1.16015
zaf,1976,-2.4286
zaf,1977,-1.93216
zaf,1978,-1.11704
zaf,1979,-0.87558
zaf,1980,1.37711
zaf,1981,-1.1041
zaf,1982,-2.07039
zaf,1983,-4.22323
zaf,1984,-3.40304
zaf,1985,-2.98384
zaf,1986,-5.04119
zaf,1987,-5.45528
zaf,1988,-4.68664
zaf,1989,-0.64761
zaf,1990,-3.4388
zaf,1991,-3.49983
zaf,1992,-8.49102
zaf,1993,-8.07868
zaf,1994,-4.8412
zaf,1995,-4.8043
zaf,1996,-4.66611
zaf,1997,-3.36196
zaf,1998,-2.64729
zaf,1999,-1.59283
zaf,2000,-1.71684
zaf,2001,-0.80193
zaf,2002,-1.3921
zaf,2003,-2.26456
zaf,2004,-1.68237
zaf,2005,-0.16184
zaf,2006,0.78179
zaf,2007,0.92468
zaf,2008,-0.5891
zaf,2009,-4.41235
zaf,2010,-3.5651
zaf,2011,-4.14329
zaf,2012,-4.66819
zaf,2013,-5.15597
zaf,2014,-3.51148
zaf,2015,-4.39661
zaf,2016,-3.43675
zaf,2017,-4.65543
zaf,2018,-6.1306
zaf,2019,-5.24634
zmb,1998,-2.83567
zmb,1999,-0.36411
zmb,2001,1.62707
zmb,2002,-1.48779
zmb,2003,0.94008
zmb,2004,1.72939
zmb,2005,-4.00857
zmb,2006,1.8373
zmb,2007,2.14164
zmb,2008,-0.25027
zmb,2009,-0.74171
zmb,2010,-1.12668
zmb,2011,-1.00694
zmb,2012,0.23591
zmb,2013,-4.41115
zmb,2014,-5.65803
zmb,2015,-8.02844
zmb,2016,-5.66341
zmb,2017,-5.27859
zmb,2018,-8.77926
zmb,2019,-7.87404
zwe,2009,0.18121
zwe,2010,2.67686
zwe,2011,0.82487
zwe,2012,-0.452
zwe,2015,-3.03157
zwe,2016,-8.55872
zwe,2017,-11.76717
zwe,2018,-6.83247
