geo,time,se_xpd_totl_gd_zs
tca,2002,5.06914
tca,2003,4.72878
tca,2005,2.541
tca,2015,3.09325
tca,2016,3.06549
tca,2017,2.97729
tca,2018,2.74377
tca,2019,3.4884
tcd,1997,2.27335
tcd,1998,1.64903
tcd,1999,3.22786
tcd,2000,2.64671
tcd,2001,2.42614
tcd,2004,1.59295
tcd,2005,1.69477
tcd,2009,2.31174
tcd,2010,1.98194
tcd,2011,2.2579
tcd,2012,2.20615
tcd,2013,2.85071
tcd,2014,2.6
tcd,2015,2.4
tcd,2016,2.3
tcd,2017,2.45482
tcd,2018,2.25948
tcd,2019,2.37246
tgo,1970,2.1138
tgo,1979,6.67914
tgo,1981,5.88208
tgo,1984,5.39358
tgo,1987,4.71763
tgo,1992,5.67514
tgo,1996,4.41244
tgo,1998,3.98424
tgo,1999,4.18572
tgo,2000,3.9209
tgo,2001,3.76704
tgo,2002,3.48745
tgo,2003,3.32609
tgo,2004,3.10963
tgo,2005,3.15978
tgo,2006,3.43501
tgo,2007,3.51063
tgo,2008,3.2853
tgo,2009,3.86788
tgo,2010,4.09635
tgo,2011,4.3093
tgo,2012,4.7192
tgo,2013,4.42365
tgo,2014,4.78455
tgo,2015,5.1086
tgo,2016,3.68649
tgo,2017,3.76053
tgo,2018,4.04394
tgo,2019,4.96938
tha,1971,3.06622
tha,1972,3.02915
tha,1973,2.55425
tha,1974,2.14687
tha,1975,2.38088
tha,1976,3.01672
tha,1977,3.21512
tha,1979,2.84529
tha,1980,2.57454
tha,1981,2.88314
tha,1982,3.27388
tha,1983,3.46387
tha,1984,3.43722
tha,1986,3.40798
tha,1987,3.11582
tha,1988,2.75342
tha,1989,2.50243
tha,1991,3.0886
tha,1992,3.04541
tha,1994,3.40523
tha,1995,3.14498
tha,1996,3.49961
tha,1997,4.57719
tha,1998,4.6257
tha,1999,4.83267
tha,2000,5.25346
tha,2001,4.81787
tha,2002,3.86492
tha,2003,3.72561
tha,2004,4.03089
tha,2005,3.93859
tha,2006,4.05038
tha,2007,3.60315
tha,2008,3.5085
tha,2009,3.86194
tha,2010,3.50844
tha,2011,4.80555
tha,2012,4.53671
tha,2013,4.12402
tha,2014,3.72356
tha,2015,3.75967
tha,2016,3.63752
tha,2017,3.35573
tha,2018,3.05677
tha,2019,2.96898
tjk,1993,8.18559
tjk,1995,2.0659
tjk,1996,2.04345
tjk,1998,2.52849
tjk,1999,2.07652
tjk,2000,2.32871
tjk,2001,2.37659
tjk,2002,2.77579
tjk,2003,2.42079
tjk,2004,2.77203
tjk,2005,3.51213
tjk,2006,3.4035
tjk,2007,3.41327
tjk,2008,3.45983
tjk,2009,4.09831
tjk,2010,4.00675
tjk,2011,3.93511
tjk,2012,4.01803
tjk,2015,4.96774
tjk,2016,5.76368
tjk,2017,5.83797
tjk,2018,5.55836
tjk,2019,5.7129
tkm,2012,3.04925
tkm,2019,3.12065
tls,2008,8.67057
tls,2009,12.90348
tls,2010,11.10762
tls,2011,10.0757
tls,2012,7.24187
tls,2013,5.66715
tls,2014,7.51547
tls,2015,8.44515
tls,2016,8.07843
tls,2017,7.1061
tls,2018,6.83091
ton,1984,10.34651
ton,1998,5.51713
ton,1999,5.38056
ton,2000,4.87808
ton,2001,4.47756
ton,2002,3.795
ton,2003,4.15951
ton,2004,3.91377
ton,2018,6.37291
ton,2019,7.95963
tto,1980,3.76808
tto,1982,5.4574
tto,1983,5.7666
tto,1984,5.87391
tto,1985,5.76775
tto,1989,4.19987
tto,1990,3.65413
tto,1994,3.43181
tto,1995,3.55855
tto,1996,3.24877
tto,1997,3.32521
tto,1998,2.43892
tto,1999,2.75612
tto,2000,2.75565
tto,2001,3.06529
tto,2002,3.54301
tto,2003,3.1366
tto,2011,4.29602
tto,2012,4.54983
tto,2013,5.1188
tto,2014,5.33194
tto,2015,3.37328
tto,2016,3.97192
tto,2017,3.56127
tto,2018,3.28624
tto,2019,3.56124
tun,1980,5.23516
tun,1981,4.88936
tun,1982,5.28605
tun,1983,5.45763
tun,1984,5.51745
tun,1985,5.53972
tun,1986,5.87949
tun,1990,5.79086
tun,1991,6.02747
tun,1992,5.75489
tun,1993,5.98377
tun,1994,6.17647
tun,1995,6.42976
tun,1996,6.28781
tun,1997,6.67903
tun,1999,6.27099
tun,2000,6.20196
tun,2001,6.20185
tun,2002,5.79006
tun,2003,6.81675
tun,2004,6.72079
tun,2005,6.45157
tun,2006,6.4388
tun,2007,6.46452
tun,2008,6.27157
tun,2009,6.52848
tun,2010,6.25481
tun,2011,7.55437
tun,2012,6.25036
tun,2013,6.96745
tun,2014,6.88187
tun,2015,6.596
tun,2016,7.32435
tur,1978,4.34774
tur,1979,2.9152
tur,1981,2.2083
tur,1982,1.75491
tur,1983,2.6476
tur,1984,2.02923
tur,1985,1.73811
tur,1986,1.50957
tur,1993,3.36547
tur,1994,3.42483
tur,1995,2.25111
tur,1998,0
tur,1999,2.88099
tur,2000,2.51688
tur,2001,2.63462
tur,2002,2.72806
tur,2003,2.85131
tur,2004,2.98999
tur,2006,2.72806
tur,2018,4.2946
tuv,1990,7.55418
tuv,1997,3.73083
tza,1989,2.24927
tza,1990,2.13807
tza,1996,2.53283
tza,1997,2.45859
tza,1998,2.17591
tza,2004,3.56123
tza,2005,3.54625
tza,2006,3.00992
tza,2007,4.03342
tza,2008,4.18591
tza,2009,3.96076
tza,2010,4.5417
tza,2011,3.55829
tza,2012,3.47093
tza,2013,3.35796
tza,2014,3.38488
tza,2015,4.19487
tza,2016,4.10197
tza,2017,4.43051
tza,2018,3.69644
tza,2019,3.53498
tza,2020,3.10434
uga,1971,3.16105
uga,1973,3.35023
uga,1974,3.39092
uga,1975,3.22103
uga,1976,2.67659
uga,1982,2.51552
uga,1983,1.68909
uga,1984,2.42836
uga,1985,3.43196
uga,1988,5.10365
uga,2000,2.46167
uga,2004,4.95237
uga,2010,1.73485
uga,2011,2.30882
uga,2012,1.80523
uga,2013,1.87921
uga,2014,1.92298
uga,2015,2.33153
uga,2016,2.14711
uga,2017,2.26336
uga,2018,2.13052
uga,2019,2.64981
uga,2020,3.01393
ukr,1970,4.57293
ukr,1997,5.45601
ukr,1998,4.44884
ukr,1999,3.61808
ukr,2000,4.16623
ukr,2001,4.68506
ukr,2002,5.43863
ukr,2003,5.60786
ukr,2004,5.31351
ukr,2005,6.06441
ukr,2006,6.2148
ukr,2007,6.15721
ukr,2008,6.43621
ukr,2009,7.31802
ukr,2010,7.39708
ukr,2011,6.16237
ukr,2012,6.69233
ukr,2013,6.67166
ukr,2014,5.87494
ukr,2015,5.74256
ukr,2016,5.00978
ukr,2017,5.41226
ukr,2018,5.31948
ukr,2019,5.43965
ury,1979,1.98713
ury,1980,2.15951
ury,1984,2.37339
ury,1985,2.56679
ury,1986,3.10283
ury,1991,2.47908
ury,1992,2.41153
ury,1994,2.27172
ury,1995,2.5214
ury,1996,2.86987
ury,1998,2.24337
ury,2000,2.42255
ury,2001,2.80096
ury,2002,2.3222
ury,2003,2.06821
ury,2004,2.49954
ury,2005,2.71475
ury,2006,2.88026
ury,2011,4.35527
ury,2016,4.38086
ury,2017,4.48584
ury,2018,4.6628
ury,2019,4.68332
uzb,2011,6.19586
uzb,2012,6.39523
uzb,2013,6.09001
uzb,2014,6.02527
uzb,2015,5.78638
uzb,2016,5.66773
uzb,2017,5.28134
uzb,2018,5.9
uzb,2019,7.00186
uzb,2020,5.11241
vct,1986,4.42911
vct,1989,4.46869
vct,1991,4.87377
vct,1998,4.03337
vct,1999,5.75269
vct,2000,7.91378
vct,2002,7.80196
vct,2003,8.63781
vct,2005,6.3508
vct,2007,5.67104
vct,2009,5.68978
vct,2010,5.08523
vct,2016,5.7334
vct,2017,5.73196
vct,2018,5.69378
ven,1970,4.16287
ven,1971,4.17992
ven,1972,4.83729
ven,1974,3.94796
ven,1975,5.19851
ven,1977,5.25666
ven,1980,4.40072
ven,1981,5.18744
ven,1982,5.00895
ven,1983,6.05982
ven,1984,4.06373
ven,1987,3.92751
ven,1988,3.62941
ven,1990,2.44671
ven,1992,4.31068
ven,1993,3.81783
ven,1994,5.00603
ven,2006,3.66906
ven,2007,3.62732
ven,2009,6.87468
ven,2015,1.93018
ven,2016,1.19023
ven,2017,1.34408
vgb,1970,10.57367
vgb,1971,8.93536
vgb,1973,7.24023
vgb,2001,2.90477
vgb,2005,3.04633
vgb,2006,3.57675
vgb,2007,3.1519
vgb,2009,3.47629
vgb,2010,3.817
vgb,2015,5.13479
vgb,2016,3.79742
vgb,2017,2.66543
vgb,2018,2.69413
vgb,2019,2.91879
vnm,2008,4.88674
vnm,2009,4.8165
vnm,2010,5.13722
vnm,2011,4.81372
vnm,2012,5.53329
vnm,2013,5.652
vnm,2015,4.46576
vnm,2016,4.34481
vnm,2017,4.08554
vnm,2018,4.16745
vnm,2019,4.06197
vut,1994,4.11688
vut,1998,7.64105
vut,1999,6.16265
vut,2000,7.00363
vut,2001,8.95115
vut,2002,8.13198
vut,2003,8.44151
vut,2008,5.95151
vut,2009,5.16051
vut,2014,5.18195
vut,2015,5.60338
vut,2017,4.53353
vut,2019,1.78588
vut,2020,2.3125
wsm,1999,4.01625
wsm,2000,3.58293
wsm,2001,3.82629
wsm,2002,3.84139
wsm,2008,5.14421
wsm,2015,4.85773
wsm,2016,4.16222
wsm,2017,4.18316
wsm,2018,4.53215
wsm,2019,4.70625
wsm,2020,4.80916
yem,2000,9.64552
yem,2001,9.23766
yem,2008,5.15143
zaf,1987,5.16433
zaf,1988,5.29059
zaf,1989,4.85255
zaf,1990,5.12579
zaf,1991,5.73735
zaf,1993,5.88602
zaf,1994,5.80609
zaf,1996,5.57575
zaf,1999,5.87523
zaf,2000,5.44358
zaf,2001,5.15948
zaf,2002,5.06622
zaf,2003,4.86485
zaf,2004,5.06891
zaf,2005,5.0632
zaf,2006,5.07257
zaf,2007,4.97414
zaf,2008,4.866
zaf,2009,5.24869
zaf,2010,5.72174
zaf,2011,5.88102
zaf,2012,6.07742
zaf,2013,5.86466
zaf,2014,5.99946
zaf,2015,5.95619
zaf,2016,5.94285
zaf,2017,6.11306
zaf,2018,6.15899
zaf,2019,6.50505
zaf,2020,6.83613
zmb,1970,4.38781
zmb,1971,6.09535
zmb,1972,5.94579
zmb,1973,5.48807
zmb,1974,4.87801
zmb,1975,6.23854
zmb,1976,6.02694
zmb,1977,5.69251
zmb,1978,4.74075
zmb,1979,4.15494
zmb,1980,4.12671
zmb,1981,4.00072
zmb,1982,5.15487
zmb,1983,5.38802
zmb,1984,4.98856
zmb,1985,4.14584
zmb,1986,3.33899
zmb,1987,2.66226
zmb,1991,2.74057
zmb,1992,2.0916
zmb,1993,1.94208
zmb,1994,1.79352
zmb,1995,1.83853
zmb,1998,2.11823
zmb,1999,1.77495
zmb,2000,1.78819
zmb,2004,2.46343
zmb,2005,1.73553
zmb,2007,1.24076
zmb,2008,1.09972
zmb,2010,3.7
zmb,2011,3.8
zmb,2012,4.2
zmb,2013,4.3
zmb,2014,5.2
zmb,2015,4.62433
zmb,2016,3.74792
zmb,2017,3.72964
zmb,2018,4.73974
zmb,2019,4.46518
zwe,1979,2.31784
zwe,1980,2.54418
zwe,1981,3.35154
zwe,1983,4.14548
zwe,1984,5.7915
zwe,1985,7.41926
zwe,1987,11.64476
zwe,1988,12.33729
zwe,1989,12.28423
zwe,1990,12.45426
zwe,1992,22.32221
zwe,1994,44.33398
zwe,2010,1.54406
zwe,2012,6.07021
zwe,2013,5.99598
zwe,2014,6.13835
zwe,2015,5.81279
zwe,2016,5.47262
zwe,2017,5.38106
zwe,2018,3.58728
