geo,time,gc_xpn_gsrv_cn
fji,1994,88870000
fji,1995,161510000
fji,1996,146780000
fji,2004,182700000
fji,2005,200740000
fji,2006,234170617
fji,2010,184879746.29
fji,2011,217280830.9
fji,2012,248904747.43
fji,2013,290955944.08
fji,2014,288037595.91
fji,2015,311441681.05
fji,2016,326720718.96
fji,2017,397985742.85
fji,2018,585603133.01378
fji,2019,494063892.44
fra,1972,4603960320.56979
fra,1973,5198511487.79569
fra,1974,5610123834.3367
fra,1975,6707756758.44606
fra,1976,7576716156.6993
fra,1977,7790144780.83167
fra,1978,8720083785.97987
fra,1979,10290308663.5252
fra,1980,17455412473.6835
fra,1981,20717821442.56409
fra,1982,24117434526.9583
fra,1983,26983476051.0216
fra,1984,29331190916.4778
fra,1985,31755130290.5526
fra,1986,30596517759.5483
fra,1987,32852763214.6619
fra,1988,35977968068.0288
fra,1989,36054192576.6476
fra,1990,37609172552.4691
fra,1991,39575764874.8317
fra,1992,42091173659.249
fra,1993,45612745957.4332
fra,1994,44515113033.3238
fra,1995,38778201293.1396
fra,1996,40830114485.8236
fra,1997,41642566613.17609
fra,1998,36359476263.4218
fra,1999,36970355791.2554
fra,2000,38133564777.032
fra,2001,38390777880.5636
fra,2002,41487089938.4792
fra,2003,41092162719.5358
fra,2004,43890372466.9102
fra,2005,45843306398.0736
fra,2006,46479282657.2242
fra,2007,48038285802.1956
fra,2008,48956145180.1133
fra,2009,51893569845.38689
fra,2010,52547819000.201
fra,2011,53287130141.7692
fra,2012,54936366335.1797
fra,2013,55781702410.714
fra,2014,54931856814.7355
fra,2015,56976415447.3952
fra,2016,57459942380.2892
fra,2017,59902193349.14831
fra,2018,60958528010.4055
fra,2019,62822349413.1307
fsm,2008,26315987.49
fsm,2009,22492297
fsm,2010,22402808
fsm,2011,21281193
fsm,2012,24119038
fsm,2013,20687670
fsm,2014,24512549
fsm,2015,31326581
fsm,2016,36563306
fsm,2017,43924702
fsm,2018,45832388
fsm,2019,47836684
gab,2012,327878613463.16693
gab,2013,238833203186.871
gab,2014,264999900000
gab,2015,241229392011
gab,2016,251736374307
gab,2017,167447655409
gab,2018,139613714339.25
gab,2019,155952738037.26001
gbr,1972,3583000000
gbr,1973,3954000000
gbr,1974,5067000000
gbr,1975,6447000000
gbr,1976,7898000000
gbr,1977,9091000000
gbr,1978,10559000000
gbr,1979,12360000000
gbr,1980,15805000000
gbr,1981,18064000000
gbr,1982,20342000000
gbr,1983,22245000000
gbr,1984,23631000000
gbr,1985,24259000000
gbr,1986,25420000000
gbr,1987,24937000000
gbr,1988,26586000000
gbr,1989,29021000000
gbr,1990,31748000000
gbr,1991,36225000000
gbr,1992,41199000000
gbr,1993,46596000000
gbr,1994,55796000000
gbr,1995,30154678288.2046
gbr,1996,32016696165.1917
gbr,1997,31493452172.35229
gbr,1998,33992914339.202
gbr,1999,37558066419.5274
gbr,2000,40757383587.7863
gbr,2001,43437182652.1433
gbr,2002,48538247884.6091
gbr,2003,51788932027.9762
gbr,2004,58151354463.1569
gbr,2005,63343550929.0323
gbr,2006,68002723606.4189
gbr,2007,72929184108.1692
gbr,2008,82779167247.5862
gbr,2009,89378940363.93269
gbr,2010,90329251954.5437
gbr,2011,90322043942.5399
gbr,2012,93893002143.07027
gbr,2013,99346178958.0827
gbr,2014,103522083932.269
gbr,2015,102589926046.297
gbr,2016,103404213213.91499
gbr,2017,103415688357.814
gbr,2018,107648418087.94099
gbr,2019,117344188677.795
geo,1995,123900000
geo,1996,274800000
geo,1997,373300000
geo,1998,253500000
geo,1999,288400000
geo,2000,116000000
geo,2001,162000000
geo,2002,183100000
geo,2003,169300000
geo,2004,319200000
geo,2005,420200000
geo,2006,678500000
geo,2007,1483800000
geo,2008,1508700000
geo,2009,1055200000
geo,2010,881600000
geo,2011,989000000
geo,2012,1061000000
geo,2013,946400000
geo,2014,1129200000
geo,2015,1355300000
geo,2016,1463700000
geo,2017,1623900000
geo,2018,1640700000
geo,2019,1718700000
geo,2020,1924200000
gha,1990,4498000
gha,1991,6053800
gha,1992,6920800
gha,1993,14120200
gha,2003,206113651
gha,2004,246278284
gha,2005,402314530
gha,2006,457183424
gha,2007,615831711
gha,2008,743845940
gha,2009,1087495098
gha,2010,1371686689
gha,2011,2001901052
gha,2012,1321832677.32575
gha,2013,1449109496
gha,2014,3874797714.18
gha,2015,6967926725
gha,2016,3220757139.47
gha,2017,2482109266
gha,2018,5127862371
gha,2019,6169604335.42003
gin,1989,62088000000
gin,1990,81312000000
gin,1991,95473000000
gin,1992,86040000000
gmb,1990,121410000
gnb,2017,28949003991
gnb,2019,27515653000
gnq,2006,87836000000
gnq,2007,85582000000
gnq,2008,140165000000
gnq,2009,157170000000
gnq,2010,187614700000
gnq,2011,211882514000
gnq,2012,433208105098.26202
gnq,2013,488641962086.922
gnq,2014,417879996299
gnq,2015,260064389611.64301
gnq,2016,262957993113.96701
gnq,2017,269534000000
gnq,2018,284897336996.45001
gnq,2019,285364012687.67603
grc,1972,49126925.89875
grc,1973,87688921.4967
grc,1974,110110051.3573
grc,1975,125311812.17902
grc,1976,193631694.7909
grc,1977,222626559.06089
grc,1980,279442406.45635
grc,1981,352105649.30301
grc,1982,461834189.28834
grc,1983,617989728.53998
grc,1984,858371239.91196
grc,1985,986969919.29567
grc,1986,1261540719.0022
grc,1987,1501922230.37417
grc,1988,1853030080.70433
grc,1989,2208539985.32649
grc,1990,2193484959.64784
grc,1995,13744345583.0346
grc,1996,14998612355.7498
grc,1997,4712634135.70493
grc,1998,5253818815.01794
grc,1999,6023678189.49914
grc,2000,6160621339.72967
grc,2001,7667734408.42011
grc,2002,7657234000.84265
grc,2003,8641366674.70081
grc,2004,10219818913.9886
grc,2005,9393203259.35499
grc,2006,11130762978.3132
grc,2007,12936375193.4633
grc,2008,12112521022.3118
grc,2009,12565113915.1179
grc,2010,10744149299.338
grc,2011,7980240808.59637
grc,2012,7579579129.36926
grc,2013,6400894828.27307
grc,2014,6653003186.25381
grc,2015,6644321657.26819
grc,2016,6879274762.80123
grc,2017,6853808393.6117
grc,2018,5944546068.4822
grc,2019,6018062825.61634
gtm,1990,808320000
gtm,1991,725280000
gtm,1992,912300000
gtm,1993,885750000
gtm,1994,813840000
gtm,1995,942552000
gtm,2000,2409630000
gtm,2001,3100170000
gtm,2002,3013920000
gtm,2003,3405660000
gtm,2004,2883960000
gtm,2005,3171340000
gtm,2006,2876600000
gtm,2007,3447100000
gtm,2008,5255500000
gtm,2009,5707984548.13001
gtm,2010,6241539601.92008
gtm,2011,7160881288.35
gtm,2012,8716481609.94
gtm,2013,8595830271
gtm,2014,9213632604.07
gtm,2015,7842343940.95
gtm,2016,7165889311.41
gtm,2017,6963224374.46
gtm,2018,8160092088.61
gtm,2019,8271986586.13
hnd,1972,75400000
hnd,1973,77900000
hnd,1974,82400000
hnd,1975,104500000
hnd,1976,127800000
hnd,2003,4012500000
hnd,2004,4132500000
hnd,2005,5772100000
hnd,2006,7043780000
hnd,2007,8739080000
hnd,2008,9081200000
hnd,2009,10881350000
hnd,2010,9529600000
hnd,2011,10608625588
hnd,2012,13061930000
hnd,2013,14951771851
hnd,2014,14257856021.0335
hnd,2015,18001626858.0904
hrv,1991,52980000
hrv,1992,430030000
hrv,1993,5583100000
hrv,1994,12710300000
hrv,1995,5915858000
hrv,1996,5891250000
hrv,1997,6962012000
hrv,1998,7879015000
hrv,1999,9186891000
hrv,2000,9297099000
hrv,2001,7947871000
hrv,2002,7962198000
hrv,2003,7634009000
hrv,2004,8915359000
hrv,2005,9637010000
hrv,2006,10590132000
hrv,2007,13531318000
hrv,2008,15148869000
hrv,2009,13975045000
hrv,2010,14498704000
hrv,2011,14861267000
hrv,2012,14919297000
hrv,2013,15422899000
hrv,2014,16135915000
hrv,2015,16105182000
hrv,2016,16459740000
hrv,2017,16806518000
hrv,2018,17293990000
hrv,2019,18747342000
hun,1981,56000000000
hun,1982,59100000000
hun,1983,53400000000
hun,1984,58000000000
hun,1985,60300000000
hun,1986,58100000000
hun,1987,78600000000
hun,1988,107700000000
hun,1989,121000000000
hun,1990,219200000000
hun,1991,116200000000
hun,1992,161500000000
hun,1993,233800000000
hun,1994,252900000000
hun,1995,231236696518.492
hun,1996,238696670656.92999
hun,1997,297309348424.68201
hun,1998,324967140061.578
hun,1999,390263828862.73602
hun,2000,452279046895.87598
hun,2001,511201208684.54498
hun,2002,570785810691.99597
hun,2003,644624648139.35706
hun,2004,661806871448.82703
hun,2005,700861921581.46802
hun,2006,797136036255.28699
hun,2007,887497336958.82495
hun,2008,1116387375224.56006
hun,2009,1156683830842.40991
hun,2010,1172013193690.44995
hun,2011,1168469865857.36011
hun,2012,1422372569550.81006
hun,2013,1590818015086.67993
hun,2014,1792381555133
hun,2015,1982244079982.27002
hun,2016,1989478059035.32007
hun,2017,2271356722164.75977
hun,2018,2434557834209.18945
hun,2019,2705829152607.52979
idn,1972,138000000000
idn,1973,176000000000
idn,1974,345000000000
idn,1975,609000000000
idn,1976,679000000000
idn,1977,594000000000
idn,1978,642000000000
idn,1979,894000000000
idn,1980,1144000000000
idn,1981,1417000000000
idn,1982,1586000000000
idn,1983,1664000000000
idn,1984,1861000000000
idn,1985,2069000000000
idn,1986,2062000000000
idn,1987,2079000000000
idn,1988,2337000000000
idn,1989,2663000000000
idn,1990,2852000000000
idn,1991,3688000000000
idn,1992,4231400000000
idn,1993,4445400000000
idn,1994,7741000000000
idn,1995,9401000000000
idn,1996,10709000000000
idn,1997,15357400000000
idn,1998,18675000000000
idn,1999,20452500000000
idn,2002,26129200000000
idn,2003,30033200000000
idn,2004,29579600000000
idn,2008,55887800000000
idn,2009,80664400000000
idn,2010,97587900000000
idn,2011,124159000000000
idn,2012,140021000000000
idn,2013,155339000000000
idn,2014,166945950909410
idn,2015,201206219154032
idn,2016,235999503738683
idn,2017,284585672938489
idn,2018,285191476125483
idn,2019,250978906560545
ind,1974,12470000000
ind,1975,15930000000
ind,1976,17710000000
ind,1977,17760000000
ind,1978,19540000000
ind,1979,23350000000
ind,1980,27160000000
ind,1981,33060000000
ind,1982,38340000000
ind,1983,43780000000
ind,1984,49460000000
ind,1985,61160000000
ind,1986,82280000000
ind,1987,90550000000
ind,1988,103350000000
ind,1989,117020000000
ind,1990,123890000000
ind,1991,133970000000
ind,1992,142410000000
ind,1993,184570000000
ind,1994,203810000000
ind,1995,248450000000
ind,1996,246890000000
ind,1997,265440000000
ind,1998,305290000000
ind,1999,366730000000
ind,2000,381130000000
ind,2001,440950000000
ind,2002,465080000000
ind,2003,480120000000
ind,2004,628880000000
ind,2005,698320000000
ind,2006,722660000000
ind,2007,785590000000
ind,2008,927530000000
ind,2009,965370000000
ind,2010,1183500000000
ind,2011,1183500000000
ind,2012,1514420000000
ind,2013,1633920000000
ind,2014,1568600323000
ind,2015,1858110000000
ind,2016,1821920000000
ind,2017,1916790000000
ind,2018,1979530000000
irl,1972,63486903.92146
irl,1973,77454022.78418
irl,1974,96500093.96062
irl,1975,123164593.60763
irl,1976,146019879.01936
irl,1977,177763330.98008
irl,1978,206967306.78396
irl,1979,251408139.52898
irl,1980,321243733.84258
irl,1981,389809590.07776
irl,1982,460914922.46979
irl,1983,548526849.88141
irl,1984,571382135.29313
irl,1985,614553229.95972
irl,1986,695816466.97919
irl,1987,683119086.1949
irl,1988,650105896.15574
irl,1989,655184848.46946
irl,1990,651375634.23417
irl,1991,703434895.44977
irl,1992,784698132.46923
irl,1993,772000751.68494
irl,1994,808823155.95939
irl,1995,873797000
irl,1996,896122000
irl,1997,1030326000
irl,1998,1312730000
irl,1999,1473825000
irl,2000,1782160000
irl,2001,2232683000
irl,2002,2342622000
irl,2003,2554718000
irl,2004,2749284000
irl,2005,5694253000
irl,2006,6278138000
irl,2007,7280647000
irl,2008,7645045000
irl,2009,7943097000
irl,2010,7268898000
irl,2011,7193650000
irl,2012,6840540000
irl,2013,6907638000
irl,2014,7194043000
irl,2015,7711505000
irl,2016,8021201000
irl,2017,8437446000
irl,2018,9083359000
irl,2019,10206310000
irn,1972,61000000000
irn,1973,87500000000
irn,1974,347800000000
irn,1975,460800000000
irn,1976,520100000000
irn,1977,508100000000
irn,1978,484200000000
irn,1979,162200000000
irn,1980,273600000000
irn,1981,409600000000
irn,1982,483700000000
irn,1983,547200000000
irn,1984,539400000000
irn,1985,553600000000
irn,1986,436500000000
irn,1987,516700000000
irn,1988,698700000000
irn,1989,661100000000
irn,1990,923300000000
irn,1991,1283000000000
irn,1992,1491000000000
irn,1993,2369000000000
irn,1994,4247000000000
irn,1995,6080000000000
irn,1996,6748000000000
irn,1997,7967000000000
irn,1998,11520000000000
irn,1999,12118700000000
irn,2000,17560100000000
irn,2001,18394200000000
irn,2002,23075358089668.60156
irn,2003,25799981091617.89453
irn,2004,32884808870698.10156
irn,2005,43259346767000
irn,2006,52197017000000
irn,2007,53727144520000
irn,2008,70312822713786.29688
irn,2009,86508600000000
irq,2014,8890940000000
irq,2015,4698411109514.38965
irq,2016,4089076338327.00977
irq,2017,4034458486122.20947
irq,2018,4327013757811.12012
irq,2019,9453210109815.31055
isl,1972,19600000
isl,1973,26500000
isl,1974,41700000
isl,1975,61200000
isl,1976,90300000
isl,1977,115800000
isl,1978,183100000
isl,1979,273600000
isl,1980,463600000
isl,1981,733600000
isl,1987,14101300000
isl,1988,17864400000
isl,1989,21336800000
isl,1990,24916600000
isl,1991,27203200000
isl,1992,27735900000
isl,1993,28525100000
isl,1994,30347700000
isl,1995,31679200000
isl,1996,33324700000
isl,1997,33722700000
isl,1998,36702700000
isl,1999,44153700000
isl,2000,50489300000
isl,2001,56610683057.2231
isl,2002,62444481038.2634
isl,2003,65111966376.2576
isl,2004,71425551284.00459
isl,2005,80874140348.57649
isl,2006,92475935900.6481
isl,2007,102488492799.649
isl,2008,121503328141.789
isl,2009,127907523986.119
isl,2010,129890110050.157
isl,2011,136306399822.901
isl,2012,140600731588.577
isl,2013,140277804706.32501
isl,2014,142921558597.08099
isl,2015,150833412715.35501
isl,2016,159325224660.12
isl,2017,170242023068.79501
isl,2018,184690428513.617
isl,2019,199000834876.70001
isr,1972,500000
isr,1973,1200000
isr,1974,1400000
isr,1975,2100000
isr,1976,2900000
isr,1977,3800000
isr,1978,5000000
isr,1979,13100000
isr,1980,29800000
isr,1981,56100000
isr,1982,115100000
isr,1983,335500000
isr,1984,1747900000
isr,1985,5609100000
isr,1986,7601600000
isr,1987,7764600000
isr,1988,8660900000
isr,1989,9953200000
isr,1990,12359100000
isr,1991,10648000000
isr,1992,16324000000
isr,1993,16811000000
isr,1994,19513000000
isr,1995,21865000000
isr,1996,27253000000
isr,1997,29439000000
isr,1998,32213000000
isr,1999,33174000000
isr,2000,43401613315.3528
isr,2001,46398401679.6335
isr,2002,53610320839.941
isr,2003,51282457654.8775
isr,2004,49273116652.224
isr,2005,52893453254.1919
isr,2006,57497930034.57649
isr,2007,58359628689.3272
isr,2008,59823446458.3909
isr,2009,61610075646.0304
isr,2010,65028974596.7171
isr,2011,69270533649.6795
isr,2012,74388894860.6893
isr,2013,77043482772.64499
isr,2014,82609744711.4823
isr,2015,83927893373.25391
isr,2016,87842204607.88449
isr,2017,89432359529.21489
isr,2018,95977442912.09081
isr,2019,98780162140.3425
ita,1973,943566754.63649
ita,1974,1207992686.97031
ita,1975,1329876515.15543
ita,1976,1478616102.0932
ita,1977,1833938448.66677
ita,1978,2513079270.96944
ita,1979,3306873524.86998
ita,1980,4245792167.41467
ita,1986,9623141400.7344
ita,1987,10414353370.1395
ita,1988,12644414260.4079
ita,1989,12009172274.5278
ita,1990,13173782581.9746
ita,1991,13200638340.7273
ita,1992,14035749146.555
ita,1993,16033920889.1322
ita,1994,16023075294.2513
ita,1995,16578881660.3266
ita,1996,16394370587.2327
ita,1997,16353384673.8365
ita,1998,17554406527.2875
ita,1999,18278858775.9697
ita,2000,19675671080.4473
ita,2001,22008442981.3735
ita,2002,21419588571.70449
ita,2003,23054915662.7601
ita,2004,23499692932.8807
ita,2005,24574227501.1397
ita,2006,22934274994.8741
ita,2007,22989681045.9933
ita,2008,24213363140.6104
ita,2009,24306372943.4294
ita,2010,24023581703.1888
ita,2011,22913627011.3508
ita,2012,22105271627.7681
ita,2013,23034325259.9151
ita,2014,22229787359.949
ita,2015,23973967315.1036
ita,2016,24465557278.6461
ita,2017,25449497767.7014
ita,2018,25807542113.4901
ita,2019,25829288055.98429
jor,1990,32470000
jor,1991,49410000
jor,1992,55700000
jor,1993,83120000
jor,1994,81520000
jor,1995,82190000
jor,1996,80100000
jor,1997,80620000
jor,1998,114030000
jor,1999,102340000
jor,2000,102470000
jor,2001,111550000
jor,2002,104020000
jor,2003,123190000
jor,2004,155670000
jor,2005,144800000
jor,2006,228290000
jor,2007,201200000
jor,2008,268800000
jor,2009,569200000
jor,2010,456200000
jor,2011,435200000
jor,2012,350100000
jor,2013,419100000
jor,2014,680200000
jor,2015,541000000
jor,2016,581700000
jor,2017,534300000
jor,2018,639400000
jor,2019,733500000
kaz,1999,58292000000
kaz,2000,90250536000
kaz,2001,134699969000
kaz,2002,132678058000
kaz,2003,163785434000
kaz,2004,202931130000
kaz,2010,794588377248.97986
kaz,2011,1009463363262.58997
kaz,2012,1251449320907.80005
kaz,2013,1001275459038.95996
kaz,2014,1179780059577.5
kaz,2015,1479071820921.1499
kaz,2016,1959528988440.30005
kaz,2017,4367924528397.64014
kaz,2018,1681531053558.73999
kaz,2019,2233589695955.74023
ken,2014,278144070534.92999
ken,2015,337418545268.27002
ken,2016,347795896908.69
ken,2017,532954531575.25
ken,2018,365512730000
ken,2019,259634589305.64999
kgz,2014,15345700000
kgz,2015,17020900000
kgz,2016,17859500000
kgz,2017,20403700000
kgz,2018,23602190000
kgz,2019,19539000000
khm,2002,551287518131
khm,2003,735655160110
khm,2004,717067641849
khm,2005,782942873851
khm,2006,1046874951564
khm,2007,1129416000000
khm,2008,1166937633970
khm,2009,1510910913635
khm,2010,1558935313204.06006
khm,2011,1673165848071
khm,2012,1740310400000
khm,2013,1965136300000
khm,2014,2118663543376
khm,2015,2156292135654
khm,2016,2423808089966
khm,2017,2807261661120.5
khm,2018,3057066300000
khm,2019,3182305200000
kir,2011,40290561.5
kir,2012,44130932.0029
kir,2013,48974416.24
kir,2014,43551721.25
kir,2015,68150860.97
kir,2016,65756626.55
kir,2017,64062845.99
kir,2018,65705751.19
kir,2019,80770323.5
kna,1990,23030000
kna,1991,19690000
kna,1992,20520000
kna,1993,32660000
kna,2000,87100000
kna,2001,79500000
kna,2002,60595000
kna,2003,57929000
kna,2004,66609000
kna,2005,70324442
kna,2006,77712029
kna,2007,74710458
kna,2008,137197055.8
kna,2009,129109543.42
kna,2010,118090000
kna,2011,176080000
kna,2012,129210000
kna,2013,158670000
kna,2014,159630000
kna,2015,167230000
kna,2016,55980000
kna,2017,149300000
kor,1972,163000000000
kor,1973,181000000000
kor,1974,318000000000
kor,1975,465000000000
kor,1976,659000000000
kor,1977,865000000000
kor,1978,1292000000000
kor,1979,1353000000000
kor,1980,1910000000000
kor,1981,2395000000000
kor,1982,2714000000000
kor,1983,2942000000000
kor,1984,3006000000000
kor,1985,3527000000000
kor,1986,3930000000000
kor,1987,4410000000000
kor,1988,4886000000000
kor,1989,5476000000000
kor,1990,6244000000000
kor,1991,7423000000000
kor,1992,8339000000000
kor,1993,8827000000000
kor,1994,9460000000000
kor,1995,8884000000000
kor,1996,10007000000000
kor,1997,11056000000000
kor,1998,11688940000000
kor,1999,9714343000000
kor,2000,13557180000000
kor,2001,13830397000000
kor,2002,14820797000000
kor,2003,14680950000000
kor,2004,15664350000000
kor,2005,16626000000000
kor,2006,18255000000000
kor,2007,12763411000000
kor,2008,14449840000000
kor,2009,25232958000000
kor,2010,25868447000000
kor,2011,27486680000000
kor,2012,42695600000000
kor,2013,47488800000000
kor,2014,49291008046498.60156
kor,2015,57491959802631
kor,2016,60568941995075.39844
kor,2017,61136039517281
kor,2018,54867998403575
kor,2019,57858814758831.10156
kwt,1972,61000000
kwt,1973,80000000
kwt,1974,140000000
kwt,1977,329000000
kwt,1978,278000000
kwt,1979,391000000
kwt,1980,486000000
kwt,1981,493000000
kwt,1982,562000000
kwt,1983,594000000
kwt,1984,598000000
kwt,1985,636000000
kwt,1986,564000000
kwt,1987,537000000
kwt,1988,532000000
kwt,1989,735000000
kwt,1990,842000000
kwt,1991,201000000
kwt,1992,1118000000
kwt,1993,1114000000
kwt,1994,1107000000
kwt,1995,1244000000
kwt,1996,1268000000
kwt,1997,1075000000
kwt,1998,959000000
kwt,2001,1061000000
kwt,2002,1196000000
kwt,2003,1436000000
kwt,2004,1421000000
kwt,2005,1442000000
kwt,2006,1578000000
lbn,1997,1201000000000
lbn,1998,761000000000
lbn,1999,631020000000
lbn,2000,205800000000
lbn,2001,237200000000
lbn,2002,232700000000
lbn,2003,242583288000
lbn,2004,250800000000
lbn,2005,232184238000
lbn,2006,291921598000
lbn,2007,331036000000
lbn,2008,459081685220
lbn,2009,494125214000
lbn,2010,527693000000
lbn,2011,581954000000
lbn,2012,539279000000
lbn,2013,792367000000
lbn,2014,767202734500
lbn,2015,747390568000
lbn,2016,678495989000
lbn,2017,977495717000
lbn,2018,967027980000
lbn,2019,773755277000
lca,2000,75119000
lca,2001,75712000
lca,2002,64670000
lca,2003,89470000
lca,2004,95511489
lca,2005,91013390
lca,2006,104254364
lca,2007,103466688
lca,2008,133081181
lca,2009,135022497
lca,2010,148709848
lca,2011,141819940
lca,2012,159814027
lca,2013,168125151
lca,2014,169705039
lca,2015,168800000
lca,2016,165650000
lca,2017,185410000
lka,1990,14419000000
lka,1991,17863000000
lka,1992,18898000000
lka,1993,19200000000
lka,1994,25391000000
lka,1995,40538000000
lka,1996,41671000000
lka,1997,39157000000
lka,1998,43886000000
lka,1999,39691000000
lka,2000,62221000000
lka,2001,65691000000
lka,2002,50115000000
lka,2003,46877000000
lka,2004,58343000000
lka,2005,56257000000
lka,2006,77994000000
lka,2007,78472000000
lka,2008,121250000000
lka,2009,108502000000
lka,2010,87728000000
lka,2011,113533000000
lka,2012,140086000000
lka,2013,119396000000
lka,2014,162652107361.51501
lka,2015,210833687633.18301
lka,2016,169778852540.16
lka,2017,168072367591.686
lka,2018,179956881027.94901
lka,2019,207943970603.94
lso,1982,27126000
lso,1983,43501000
lso,1984,55161000
lso,1985,64023000
lso,1987,129191000
lso,1988,143470000
lso,1989,123544000
lso,1991,156439918.6
lso,1992,233425334.06
lso,1993,204343432.41
lso,1994,263997651.31
lso,1995,312573386.16
lso,1996,363835357.77
lso,1997,478287798.4
lso,1998,607399645.64
lso,1999,575396768.33
lso,2000,611935630.04
lso,2001,816873412.52
lso,2002,941100176.74
lso,2003,953800000
lso,2004,974100000
lso,2005,1084000000
lso,2006,1429733252.79
lso,2007,1427362459.93
lso,2008,2111528011.85
lso,2009,1940200936
lso,2010,1499548624
lso,2011,1669093930
lso,2012,1890625104
lso,2013,2532298527
lso,2014,2534535180
lso,2015,2920199514
lso,2016,3465781148
lso,2017,2667338180.99
lso,2018,3112510370.6429
lso,2019,3161118329.12
ltu,1991,2166936.97868
ltu,1993,154280583.87396
ltu,1994,312789620.01854
ltu,1995,573910000
ltu,1996,735931000
ltu,1997,968417000
ltu,1998,964297000
ltu,1999,778283000
ltu,2000,930433000
ltu,2001,646141000
ltu,2002,757419000
ltu,2003,788324000
ltu,2004,646343707.99902
ltu,2005,769653266.83228
ltu,2006,907895693.65171
ltu,2007,970762968.99308
ltu,2008,1205536856.72266
ltu,2009,939227279.72085
ltu,2010,1045115281.53038
ltu,2011,988400542.81044
