geo,time,se_sec_enrl_gc
com,1996,21192
com,1999,28559
com,2000,28006
com,2002,33648
com,2003,38203
com,2004,42751
com,2011,52614
com,2013,67439
com,2014,69836
com,2017,67011
com,2018,73695
cpv,1972,3473
cpv,1974,4420
cpv,1975,5504
cpv,1976,2025
cpv,1977,1872
cpv,1978,2051
cpv,1979,2171
cpv,1980,2491
cpv,1981,2733
cpv,1982,3073
cpv,1984,3885
cpv,1985,4130
cpv,1986,4941
cpv,1987,5026
cpv,1988,5740
cpv,1989,6179
cpv,1990,7114
cpv,1992,10309
cpv,1994,11808
cpv,2000,43804
cpv,2001,43694
cpv,2002,46631
cpv,2003,47666
cpv,2004,47499
cpv,2005,50098
cpv,2006,59380
cpv,2007,59175
cpv,2008,60311
cpv,2009,59081
cpv,2010,59916
cpv,2011,60512
cpv,2012,60292
cpv,2013,60482
cpv,2014,58112
cpv,2015,57028
cpv,2016,56123
cpv,2017,54989
cpv,2018,52143
cri,1970,55079
cri,1971,60264
cri,1972,68499
cri,1973,80938
cri,1974,88953
cri,1975,91227
cri,1976,93862
cri,1977,94448
cri,1979,103427
cri,1980,105220
cri,1981,103196
cri,1982,100053
cri,1983,95152
cri,1984,91086
cri,1985,87038
cri,1986,88663
cri,1987,90093
cri,1988,91354
cri,1989,95040
cri,1990,101451
cri,1991,108344
cri,1992,117975
cri,1993,124660
cri,1994,132914
cri,1995,139268
cri,1996,143163
cri,1997,149219
cri,1998,182936
cri,1999,212157
cri,2000,206751
cri,2001,227925
cri,2002,235156
cri,2004,281280
cri,2005,286414
cri,2006,318571
cri,2007,320486
cri,2008,321961
cri,2009,344296
cri,2010,351947
cri,2011,355843
cri,2012,354565
cri,2013,355240
cri,2014,358465
cri,2015,349497
cri,2016,350256
cri,2017,353442
cri,2018,368090
cub,1971,186667
cub,1972,201810
cub,1973,222481
cub,1974,265589
cub,1975,337524
cub,1976,420315
cub,1977,535109
cub,1978,645588
cub,1979,759288
cub,1980,825852
cub,1981,837261
cub,1982,826477
cub,1983,774410
cub,1984,773781
cub,1985,793516
cub,1986,807597
cub,1987,800732
cub,1988,775345
cub,1989,769714
cub,1990,728614
cub,1991,672166
cub,1992,597997
cub,1993,520290
cub,1994,459140
cub,1995,445178
cub,1996,460348
cub,1997,500339
cub,1998,537229
cub,1999,556465
cub,2000,587641
cub,2001,609881
cub,2002,638342
cub,2003,666156
cub,2004,671949
cub,2005,668881
cub,2006,657380
cub,2007,645643
cub,2008,637177
cub,2009,609467
cub,2010,605758
cub,2011,583001
cub,2012,574195
cub,2013,570344
cub,2014,631057
cub,2015,630515
cub,2016,624567
cub,2017,611961
cub,2018,587467
cym,1972,907
cym,1973,1187
cym,1974,1340
cym,1975,1556
cym,1976,1495
cym,1977,1558
cym,1980,1446
cym,1981,2075
cym,1999,2151
cym,2000,2342
cym,2001,2337
cym,2002,2341
cym,2004,2701
cym,2005,2824
cym,2006,2899
cym,2007,3010
cym,2008,3198
cym,2011,3246
cym,2012,3302
cym,2013,3387
cym,2018,3476
cyp,1971,37866
cyp,1972,40339
cyp,1973,43871
cyp,1974,44996
cyp,1975,41037
cyp,1976,43261
cyp,1977,44059
cyp,1978,42635
cyp,1979,42441
cyp,1980,42957
cyp,1981,41794
cyp,1982,43338
cyp,1983,43000
cyp,1984,45599
cyp,1985,44895
cyp,1986,42285
cyp,1987,40640
cyp,1988,38709
cyp,1989,39299
cyp,1990,40073
cyp,1991,41584
cyp,1992,44736
cyp,1993,48123
cyp,1994,50870
cyp,1995,53738
cyp,1996,55435
cyp,1997,56652
cyp,1999,58789
cyp,2000,59285
cyp,2001,59568
cyp,2002,59581
cyp,2003,60348
cyp,2004,60309
cyp,2005,59985
cyp,2006,60410
cyp,2007,60649
cyp,2008,60914
cyp,2009,60451
cyp,2010,59426
cyp,2011,58716
cyp,2012,57632
cyp,2013,56433
cyp,2014,53982
cyp,2015,52476
cyp,2016,50821
cyp,2017,50394
cze,1971,599522
cze,1972,579190
cze,1973,560860
cze,1974,544345
cze,1975,555387
cze,1976,580029
cze,1977,596729
cze,1978,599269
cze,1979,590201
cze,1980,562833
cze,1982,670605
cze,1983,663834
cze,1984,678090
cze,1985,714928
cze,1986,747757
cze,1987,776826
cze,1988,785885
cze,1989,780147
cze,1990,769612
cze,1991,756643
cze,1992,740737
cze,1993,687124
cze,1994,693555
cze,1995,664284
cze,1996,643191
cze,1997,615121
cze,1998,606284
cze,1999,612515
cze,2000,610443
cze,2001,615582
cze,2002,606680
cze,2003,609835
cze,2004,600143
cze,2005,592713
cze,2006,585347
cze,2007,577074
cze,2008,554391
cze,2009,527768
cze,2010,502157
cze,2011,486747
cze,2012,477308
cze,2013,477633
cze,2014,475237
cze,2015,475741
cze,2016,479000
cze,2017,489144
deu,1991,5101924
deu,1992,5228015
deu,1993,5634662
deu,1994,5783786
deu,1995,5891319
deu,1996,5986050
deu,1997,6061870
deu,1998,6390693
deu,1999,6455170
deu,2000,6571431
deu,2001,6647052
deu,2002,6711741
deu,2003,6716720
deu,2004,6590637
deu,2005,6477468
deu,2006,6371619
deu,2007,6255188
deu,2008,6165863
deu,2009,6158257
deu,2010,6106595
deu,2011,6070384
deu,2012,5996583
deu,2013,5950879.20683
deu,2014,5852544.86526
deu,2015,5791963.34125
deu,2016,5721174.29372
deu,2017,5680849.44367
dji,1971,758
dji,1972,1067
dji,1973,1089
dji,1974,1359
dji,1975,1554
dji,1976,1398
dji,1977,1637
dji,1978,2240
dji,1979,2551
dji,1980,3144
dji,1981,3812
dji,1982,4076
dji,1983,4429
dji,1984,4791
dji,1985,4978
dji,1986,5057
dji,1987,5537
dji,1988,5799
dji,1989,6536
dji,1990,7094
dji,1991,7742
dji,1992,8130
dji,1993,8083
dji,1994,8755
dji,1995,9577
dji,1996,10008
dji,1997,11367
dji,1999,13304
dji,2000,14570
dji,2001,17528
dji,2002,19069
dji,2004,24213
dji,2005,27821
dji,2006,28534
dji,2007,32864
dji,2008,38947
dji,2009,42532
dji,2011,49099
dji,2012,52793
dji,2013,54817
dji,2014,55825
dji,2015,55085
dji,2016,55405
dji,2017,57182
dji,2018,60125
dji,2019,60822
dma,1972,4851
dma,1973,5454
dma,1974,5535
dma,1975,5434
dma,1976,5896
dma,1977,5900
dma,1978,5996
dma,1979,6343
dma,1980,7000
dma,1981,7022
dma,1982,6801
dma,1984,7186
dma,1986,7111
dma,1987,6238
dma,1988,6150
dma,1990,5030
dma,1991,4749
dma,1992,5983
dma,1993,6179
dma,1994,6431
dma,1995,6493
dma,1999,5775
dma,2000,6299
dma,2001,6499
dma,2003,7318
dma,2004,7206
dma,2005,7218
dma,2006,7270
dma,2007,7213
dma,2008,7162
dma,2009,6926
dma,2010,6581
dma,2011,6205
dma,2012,6093
dma,2014,5663
dma,2015,5561
dma,2016,5618
dnk,1971,283464
dnk,1972,290152
dnk,1973,298433
dnk,1974,309172
dnk,1975,313204
dnk,1976,327588
dnk,1977,332689
dnk,1978,349939
dnk,1979,354161
dnk,1980,370778
dnk,1981,372948
dnk,1982,368564
dnk,1983,357654
dnk,1984,345682
dnk,1985,339835
dnk,1986,336754
dnk,1987,332264
dnk,1988,329035
dnk,1989,327730
dnk,1990,324011
dnk,1991,316748
dnk,1992,310049
dnk,1993,326175
dnk,1994,325108
dnk,1995,321448
dnk,1996,316750
dnk,1998,312177
dnk,1999,308671
dnk,2000,306271
dnk,2001,313398
dnk,2002,316822
dnk,2003,328534
dnk,2004,326647
dnk,2005,339586
dnk,2006,339346
dnk,2007,349425
dnk,2008,358132
dnk,2009,365589
dnk,2010,372253
dnk,2011,380370
dnk,2012,385824
dnk,2013,420591
dnk,2014,422512
dnk,2015,420893
dnk,2016,418540
dnk,2017,419140
dom,1971,113616
dom,1972,126798
dom,1973,147061
dom,1974,159350
dom,1975,171199
dom,1976,239424
dom,1977,258195
dom,1978,276976
dom,1979,295761
dom,1980,313629
dom,1981,331471
dom,1982,353729
dom,1984,452717
dom,1985,430849
dom,1986,438922
dom,1994,404174
dom,1995,431766
dom,1998,555286
dom,1999,575035
dom,2000,617206
dom,2002,719618
dom,2004,751388
dom,2005,768351
dom,2007,885379
dom,2008,868017
dom,2009,904551
dom,2010,866525
dom,2011,859325
dom,2012,863973
dom,2013,877685
dom,2014,886739
dom,2015,883270
dom,2016,882091
dom,2017,875967
dom,2018,849143
dza,1971,186261
dza,1972,239032
dza,1973,278843
dza,1974,302519
dza,1975,406565
dza,1976,487648
dza,1977,589227
dza,1978,718122
dza,1979,821168
dza,1980,906938
dza,1981,1000486
dza,1982,1124100
dza,1983,1260862
dza,1984,1420303
dza,1985,1569167
dza,1986,1756506
dza,1987,1877553
dza,1988,1954563
dza,1989,1954869
dza,1990,1997287
dza,1991,2022220
dza,1992,2136755
dza,1993,2176076
dza,1994,2290904
dza,1995,2336114
dza,1996,2397446
dza,1997,2480168
dza,1999,2745950
dza,2000,2732268
dza,2001,2906695
dza,2002,3071700
dza,2003,3192247
dza,2004,3254812
dza,2005,3291971
dza,2006,3315701
dza,2007,3417684
dza,2008,3542924
dza,2009,4139007
dza,2010,4227264
dza,2011,4191623
dza,2012,4202919
dza,2013,4165480
dza,2014,4132124
dza,2015,4131265
dza,2016,4016153
dza,2017,4007721
dza,2018,4075023
ecu,1971,182514
ecu,1972,200247
ecu,1973,225579
ecu,1974,257194
ecu,1975,293981
ecu,1976,339771
ecu,1977,380776
ecu,1978,413151
ecu,1979,445413
ecu,1980,476206
ecu,1981,516548
ecu,1982,552847
ecu,1983,581403
ecu,1984,560473
ecu,1985,499159
ecu,1986,488078
ecu,1987,504128
ecu,1988,504481
ecu,1993,534368
ecu,1994,732196
ecu,1995,765073
ecu,1998,700766
ecu,1999,729866
ecu,2000,741066
ecu,2001,751240
ecu,2002,763183
ecu,2003,756844
ecu,2004,773831
ecu,2005,815112
ecu,2006,852139
ecu,2007,880428
ecu,2009,1241900
ecu,2010,1313293
ecu,2011,1424067
ecu,2012,1515121
ecu,2013,1591283
ecu,2014,1653890
ecu,2015,1637495
ecu,2016,1637359
ecu,2017,1624377
ecu,2018,1621831
egy,1971,1147366
egy,1972,1239017
egy,1973,1341605
egy,1974,1422894
egy,1975,1601171
egy,1976,1765853
egy,1977,1943201
egy,1978,2088109
egy,1979,2152047
egy,1980,2208708
egy,1981,2238882
egy,1982,2326209
egy,1983,2445419
egy,1984,2583545
egy,1985,2710604
egy,1986,2864615
egy,1987,3018401
egy,1988,3123233
egy,1989,3173381
egy,1990,4270967
egy,1991,4434748
egy,1992,4148655
egy,1993,4058834
egy,1994,4433060
egy,1995,4153435
egy,1996,4242245
egy,1997,4805122
egy,1998,4835938
egy,2001,5902864
egy,2002,5910734
egy,2003,5870239
egy,2004,5804507
egy,2009,5383815
egy,2011,6156440
egy,2012,6176518
egy,2013,6325626
egy,2014,6481368
egy,2016,6893137
egy,2017,6990960
egy,2018,7118450
eri,1989,59843
eri,1990,60224
eri,1991,59696
eri,1992,55544
eri,1993,59958
eri,1994,65537
eri,1995,71723
eri,1996,78902
eri,1997,88054
eri,1999,114554
eri,2000,133943
eri,2001,140515
eri,2002,151065
eri,2003,159456
eri,2004,192367
eri,2005,215080
eri,2006,225726
eri,2007,216881
eri,2008,227442
eri,2009,240892
eri,2010,246778
eri,2011,254520
eri,2012,263080
eri,2013,266164
eri,2014,267427
eri,2015,244248
eri,2017,244744
eri,2018,257599
esp,1971,1892002
esp,1972,1785976
esp,1973,2139518
esp,1974,2291203
esp,1975,2461310
esp,1976,2638551
esp,1977,2764761
esp,1978,2855230
esp,1979,2984569
esp,1980,3053784
esp,1981,3088026
esp,1982,3120490
esp,1983,3117212
esp,1984,3167562
esp,1985,3253348
esp,1986,3349211
esp,1987,3440786
esp,1988,3508047
esp,1989,3611860
esp,1990,3657391
esp,1991,3653552
esp,1992,3618326
esp,1993,3632828
esp,1994,3609693
esp,1995,3557852
esp,1996,2972766
esp,1997,2946191
esp,1998,2881620
esp,1999,2855151
esp,2000,2836761
esp,2001,2751086
esp,2002,2663112
esp,2003,2642361
esp,2004,2625398
esp,2005,2620502
esp,2006,2608816
esp,2007,2587750
esp,2008,2574910
esp,2009,2582915
esp,2010,2652426
esp,2011,2681203
esp,2012,2713093
esp,2013,2749260
esp,2014,2716240
esp,2015,2703584
esp,2016,2715242
esp,2017,2711504
est,1981,85873
est,1982,84952
est,1983,84449
est,1984,84598
est,1985,84831
est,1986,84504
est,1987,82221
est,1988,79065
est,1989,77909
est,1990,99345
est,1991,98014
est,1992,97625
est,1993,94307
est,1994,94780
est,1995,97246
est,1996,95342
est,1997,95877
est,1998,96263
est,1999,96989
est,2000,98794
est,2001,101266
est,2002,105137
est,2003,106530
est,2004,106986
est,2005,105340
est,2006,101334
est,2007,94935
est,2008,87298
est,2009,80875
est,2010,76645
est,2011,72885
est,2012,68734
est,2013,65301
est,2014,63252
est,2015,62921
est,2016,63036
est,2017,63544
eth,1971,126357
eth,1972,140691
eth,1973,161141
eth,1974,183045
eth,1975,188797
eth,1976,230908
eth,1977,281468
eth,1978,279584
eth,1979,324787
eth,1980,371306
eth,1981,426277
eth,1982,487179
eth,1983,535152
eth,1984,579834
eth,1985,602339
eth,1986,655517
eth,1987,742351
eth,1988,842750
eth,1989,873876
eth,1990,870262
eth,1991,858846
eth,1992,775211
eth,1993,712489
eth,1994,714622
eth,1995,747146
eth,1996,810604
eth,1997,889650
eth,1999,1056379
eth,2000,1186963
eth,2001,1486806
eth,2002,1695955
eth,2003,1785655
eth,2004,2053593
eth,2005,2382129
eth,2006,2869032
eth,2007,3238978
eth,2008,3467133
eth,2009,3574877
eth,2010,3853280
eth,2011,4170276
eth,2012,4535121
eth,2014,4404101
eth,2015,4676544
eth,2017,4970565
fin,1971,407978
fin,1972,417523
fin,1973,408464
fin,1974,405203
fin,1975,391905
fin,1976,337575
fin,1977,341421
fin,1978,343759
fin,1979,345603
fin,1980,344524
fin,1981,341054
fin,1982,336605
fin,1983,325763
fin,1984,316740
fin,1985,310639
fin,1986,300748
fin,1987,289998
fin,1988,287490
fin,1989,290227
fin,1990,299984
fin,1991,305979
fin,1992,315866
fin,1993,314242
fin,1994,318747
fin,1995,321699
fin,1996,325661
fin,1997,329301
fin,1998,333053
fin,1999,332797
fin,2000,328649
fin,2001,322721
fin,2002,320560
fin,2003,318790
fin,2004,305970
fin,2005,307491
fin,2006,307997
fin,2007,306618
fin,2008,304729
fin,2009,300848
fin,2010,295322
fin,2011,288779
fin,2012,281315
fin,2013,288830
fin,2014,285273
fin,2015,282303
fin,2016,281334
fin,2017,281776
fji,1970,40478
fji,1971,44165
fji,1972,48645
fji,1973,52011
fji,1974,55401
fji,1975,58093
fji,1976,60989
fji,1977,63449
fji,1978,64785
fji,1979,65233
fji,1980,64141
fji,1981,62491
fji,1983,62212
fji,1984,61441
fji,1985,59759
fji,1986,60995
fji,1987,62982
fji,1991,78565
fji,1992,84470
fji,1998,96733
fji,1999,96568
fji,2000,95107
fji,2001,93536
fji,2002,95047
fji,2003,96891
fji,2004,99183
fji,2006,98017
fji,2007,96235
fji,2008,95210
fji,2009,95550
fji,2011,98889
fji,2012,95865
fji,2015,93021
fji,2016,92262
fra,1971,3460577
fra,1972,3643124
fra,1973,3809701
fra,1974,4057579
fra,1975,4117725
fra,1976,3864720
fra,1977,3915908
fra,1978,3888963
fra,1979,3900006
fra,1980,3918069
fra,1981,3911054
fra,1982,3791497
fra,1983,3803119
fra,1984,3926016
fra,1985,4001236
fra,1986,4043246
fra,1987,4063697
fra,1988,4141825
fra,1989,4169699
fra,1990,4198175
fra,1991,4275891
fra,1992,4289886
fra,1993,4355952
fra,1994,4316446
fra,1995,4300032
fra,1996,4264417
fra,1997,4333313
fra,1998,4480691
fra,1999,4440058
fra,2000,4422962
fra,2001,4414655
fra,2002,4407801
fra,2003,4401887
fra,2004,4298467
fra,2005,4441447
fra,2006,4829313
fra,2007,4760782
fra,2008,4720698
fra,2009,4700123
fra,2010,4699970
fra,2011,4710630
fra,2012,4754127
fra,2013,4804248
fra,2014,4838587
fra,2015,4901509
fra,2016,4936517
fra,2017,4980314
fro,1971,1564
fsm,1971,11880
fsm,1972,12845
fsm,1973,13798
fsm,1974,14499
fsm,1975,15260
fsm,1976,14915
fsm,1977,14753
fsm,1978,14908
fsm,1979,15281
fsm,2007,13896
fsm,2014,11428
fsm,2015,11063
gab,1971,8244
gab,1972,9387
gab,1973,11734
gab,1974,14490
gab,1975,17575
gab,1976,19721
gab,1977,20367
gab,1978,21614
gab,1979,20344
gab,1980,19173
gab,1981,19998
gab,1982,20697
gab,1983,22350
gab,1984,24651
gab,1985,25805
gab,1986,28887
gab,1987,30766
gab,1988,32922
gab,1989,36783
gab,1992,42871
gab,1995,56457
gab,1996,72888
gab,1997,77384
gab,1999,80382
gab,2001,94113
gab,2002,97604
gab,2011,146080
gbr,1971,4006527
gbr,1972,4133008
gbr,1973,4268445
gbr,1974,4675716
gbr,1975,4815483
gbr,1976,4945770
gbr,1977,5055642
gbr,1978,5110453
gbr,1979,5134876
gbr,1980,5116354
gbr,1981,5087036
gbr,1982,5040235
gbr,1983,4977000
gbr,1984,4864000
gbr,1985,4623000
gbr,1986,4474000
gbr,1987,4270000
gbr,1988,4086000
gbr,1989,3936237
gbr,1990,3833000
gbr,1991,3855200
gbr,1992,3883500
gbr,1993,4017626
gbr,1994,3996849
gbr,1995,4062286
gbr,1996,4077942
gbr,1997,4113465
gbr,1998,4342524
gbr,1999,4193904
gbr,2000,4255837
gbr,2001,4322915
gbr,2002,4374779
gbr,2003,4474812
gbr,2004,4401785
gbr,2005,4414562
gbr,2006,4381851
gbr,2007,4317382
gbr,2008,4639448
gbr,2009,4749753
gbr,2010,4805310
gbr,2011,4549325
gbr,2012,4378872
gbr,2013,4413924
gbr,2014,4471247.27375
gbr,2015,4492280.10636
gbr,2016,4151173
gbr,2017,4174850
geo,1981,626553
geo,1986,597229
geo,1991,525803
geo,1992,494354
geo,1993,431793
geo,1994,425347
geo,1995,418332
geo,1996,422383
geo,1997,424465
geo,1999,423512
geo,2000,426884
geo,2001,434299
geo,2002,438969
geo,2003,442237
geo,2004,303037
geo,2005,307653
geo,2006,308127
geo,2007,313739
geo,2008,303808
geo,2009,336681
geo,2010,335389
geo,2011,309855
geo,2012,281241
geo,2013,271246
geo,2014,267687
geo,2015,265453
geo,2016,262467
geo,2017,263635
geo,2018,269772
gha,1971,505784
gha,1972,519141
gha,1973,515551
gha,1974,508554
gha,1975,514321
gha,1976,532520
gha,1977,551899
gha,1978,568947
gha,1979,588823
gha,1980,626168
gha,1981,654436
gha,1982,669903
gha,1983,702764
gha,1984,725831
gha,1985,723260
gha,1986,748444
gha,1987,746025
gha,1988,810651
gha,1989,763167
gha,1990,793018
gha,1991,768603
gha,1992,841722
gha,1993,902331
gha,1994,922078
gha,1995,899748
gha,1999,1001188
gha,2000,1042521
gha,2001,1017312
gha,2002,1084443
gha,2003,1146834
gha,2004,1257998
gha,2005,1348837
gha,2006,1422631
gha,2007,1547911
gha,2008,1656374
gha,2009,1762034
gha,2011,2076418
gha,2012,2143835
gha,2013,2295190
gha,2014,2224627
gha,2015,2396253
gha,2016,2458694
gha,2017,2491604
gha,2018,2605193
gha,2019,2774390
gib,1972,1364
gib,1973,1481
gib,1974,1549
gib,1975,1561
gib,1976,1587
gib,1977,1718
gib,1978,1719
gib,1979,1761
gib,1980,1771
gib,1981,1770
gib,1982,1794
gib,1983,1764
gib,1984,1749
gib,1985,1749
gib,1997,1781
gib,1999,1370
gib,2000,1471
gib,2001,1550
gib,2008,1674
gib,2009,1657
gib,2016,2100
gib,2017,2212
gin,1971,59918
gin,1972,65210
gin,1973,69236
gin,1974,70813
gin,1975,69782
gin,1976,69908
gin,1977,78460
gin,1978,85771
gin,1979,87176
gin,1980,89417
gin,1981,89900
gin,1982,86285
gin,1983,87055
gin,1984,89756
gin,1985,93815
gin,1986,86474
gin,1987,76538
gin,1988,74633
gin,1989,74693
gin,1990,71346
gin,1991,75674
gin,1992,87975
gin,1993,97533
gin,1994,108459
gin,1995,120232
gin,1996,127517
gin,1997,143243
gin,1998,153661
gin,1999,165934
gin,2000,196651
gin,2001,232567
gin,2002,271089
gin,2003,301491
gin,2004,340400
gin,2005,415711
gin,2006,478364
gin,2007,525779
gin,2008,519647
gin,2009,549094
gin,2010,573126
gin,2011,611874
gin,2012,635692
gin,2013,660441
gin,2014,689389
gin,2015,639478
gin,2016,673633
gmb,1971,4712
gmb,1972,5106
gmb,1973,5373
gmb,1974,5614
gmb,1975,5791
gmb,1976,6178
gmb,1977,6834
gmb,1978,6994
gmb,1979,7484
gmb,1980,8314
gmb,1981,9081
gmb,1982,10029
gmb,1983,11366
gmb,1984,13390
gmb,1985,14453
gmb,1986,15551
gmb,1999,47358
gmb,2000,53510
gmb,2001,56893
gmb,2002,58127
gmb,2003,72977
gmb,2004,82014
gmb,2005,95557
gmb,2006,99454
gmb,2007,102090
gmb,2008,104842
gmb,2009,111019
gmb,2010,112435
gmb,2011,115198
gmb,2012,121275
gmb,2013,129866
gmb,2014,136504
gmb,2015,141401
gmb,2016,146839
gmb,2017,154667
gmb,2018,163065
gnb,1971,3268
gnb,1972,2781
gnb,1973,514
gnb,1974,1313
gnb,1975,2191
gnb,1976,1720
gnb,1977,2785
gnb,1978,3371
gnb,1979,3666
gnb,1980,3791
gnb,1981,4068
gnb,1982,5631
gnb,1983,7667
gnb,1984,8804
gnb,1985,8149
gnb,1987,5665
gnb,1988,4648
gnb,1989,5505
gnb,2000,24911
gnb,2001,32965
gnb,2006,54199
gnb,2010,78026
gnq,1971,5198
gnq,1972,4901
gnq,1973,4713
gnq,1976,3984
gnq,1993,15180
gnq,1994,14511
gnq,1999,18802
gnq,2000,19483
gnq,2001,18555
gnq,2002,19748
gnq,2005,24064
gnq,2011,34237
gnq,2012,38670
gnq,2015,34968
grc,1971,422022
grc,1972,457008
grc,1973,470361
grc,1974,485056
grc,1975,501023
grc,1976,529205
grc,1977,546363
grc,1978,565056
grc,1979,572297
grc,1980,618688
grc,1981,639633
grc,1982,669812
grc,1983,677712
grc,1984,690382
grc,1985,701274
grc,1986,704119
grc,1987,717408
grc,1988,708549
grc,1989,713742
grc,1990,712994
grc,1991,716404
grc,1992,720511
grc,1993,709081
grc,1994,713659
grc,1995,710759
grc,1996,701263
grc,1997,682201
grc,1998,666297
grc,1999,669521
grc,2000,619100
grc,2001,608947
grc,2002,594341
grc,2003,579751
grc,2004,571242
grc,2005,578203
grc,2006,579545
grc,2007,572981
grc,2010,604863
grc,2011,577426
grc,2012,570480
grc,2013,569989
grc,2014,552547
grc,2015,555919
grc,2016,558518
grc,2017,563864
grd,1971,3039
grd,1972,4470
grd,1973,4773
grd,1974,4872
grd,1975,9910
grd,1976,10197
grd,1977,10088
grd,1978,10077
grd,1979,9797
grd,1980,9413
grd,1981,8626
grd,1982,8645
grd,1983,8578
grd,1984,9994
grd,1985,9694
grd,1986,9571
grd,1987,9669
grd,1988,9600
grd,1989,9319
grd,1990,9406
grd,1991,9776
grd,1992,9896
grd,1993,10213
grd,2002,13214
grd,2003,13808
grd,2004,12904
grd,2005,11874
grd,2007,12044
grd,2008,12469
grd,2009,10657
grd,2010,11050
grd,2013,10040
grd,2014,9736
grd,2015,9309
grd,2016,9185
grd,2017,8834
grd,2018,9135
gtm,1970,55932
gtm,1971,49632
gtm,1972,52973
gtm,1973,53806
gtm,1974,67484
gtm,1975,73947
gtm,1976,82765
gtm,1977,86493
gtm,1978,113425
gtm,1979,118208
gtm,1980,119879
gtm,1981,126039
gtm,1982,122368
gtm,1983,131283
gtm,1999,302822
gtm,2000,359126
gtm,2001,391474
gtm,2002,434830
gtm,2004,496262
gtm,2005,532701
gtm,2006,570020
gtm,2007,617511
gtm,2008,649466
gtm,2009,713422
gtm,2010,783752
gtm,2011,801324
gtm,2012,809893
gtm,2013,836999
gtm,2014,853208
gtm,2015,923441
gtm,2016,921189
gtm,2017,876039
gtm,2018,875321
gum,1971,10055
gum,1972,10602
gum,1973,11315
gum,1974,11873
gum,1975,12629
gum,1976,13242
gum,1977,13300
gum,1978,12000
gum,1979,14677
gum,1980,15308
gum,1981,14635
gum,1982,14259
gum,1983,12441
gum,1984,13195
gum,1985,13273
gum,1986,13532
gum,1987,13316
gum,1988,13395
gum,1989,14717
gum,1990,15000
gum,1991,15290
gum,1992,15300
gum,1993,15400
gum,1994,15600
gum,1995,15800
gum,1996,16000
gum,1997,16200
guy,1971,57093
guy,1972,61747
guy,1973,63256
guy,1974,64314
guy,1976,66326
guy,1977,73285
guy,1978,75144
guy,1979,74110
guy,1980,74965
guy,1981,75335
guy,1982,73762
guy,1983,68560
guy,1984,64518
guy,1985,68222
guy,1986,72679
guy,1987,73418
guy,1989,72096
guy,1991,69696
guy,1992,65029
guy,1993,62250
guy,1995,63838
guy,1996,63365
guy,1997,62043
guy,1999,58025
guy,2000,61695
guy,2001,65818
guy,2003,59365
guy,2005,63803
guy,2007,65881
guy,2008,69612
guy,2009,70813
guy,2010,75327
guy,2011,81999
guy,2012,81386
hkg,1971,216775
hkg,1972,235750
hkg,1973,257308
hkg,1974,282195
hkg,1975,317799
hkg,1976,347146
hkg,1977,372100
hkg,1978,398033
hkg,1979,425870
hkg,1980,434181
hkg,1981,437956
hkg,1982,432431
hkg,1983,428117
hkg,1984,422405
hkg,1985,416203
hkg,1986,411388
hkg,1987,413466
hkg,1988,412501
hkg,1991,431381
hkg,1992,446339
hkg,1993,445785
hkg,1994,455935
hkg,1995,458199
hkg,1996,459845
hkg,1998,458118
hkg,1999,455872
hkg,2000,453465
hkg,2001,475086
hkg,2002,474861
hkg,2003,475673
hkg,2004,481049
hkg,2005,488005
hkg,2006,491901
hkg,2007,502610
hkg,2008,507357
hkg,2009,506086
hkg,2010,502659
hkg,2011,481487
hkg,2012,480642
hkg,2013,432836
hkg,2014,408799
hkg,2015,385992
hkg,2016,364243
hkg,2017,349159
hkg,2018,341591
hnd,1970,28949
hnd,1971,35702
hnd,1972,39857
hnd,1973,45816
hnd,1974,49416
hnd,1975,36956
hnd,1976,41129
hnd,1977,68431
hnd,1978,80804
hnd,1980,93806
hnd,1982,106398
hnd,1983,110661
hnd,1984,112956
hnd,1986,109450
hnd,1991,126582
hnd,2000,310053
hnd,2013,462450
hnd,2014,422624
hnd,2015,376478
hnd,2016,398522
hnd,2017,402665
hrv,1993,272984
hrv,1994,276934
hrv,1995,273219
hrv,1996,265467
hrv,1997,262031
hrv,1998,266115
hrv,1999,265263
hrv,2000,264008
hrv,2001,260162
hrv,2002,257327
hrv,2003,254335
hrv,2005,245856
hrv,2006,244380
hrv,2007,243086
hrv,2008,244688
hrv,2009,246565
hrv,2010,244995
hrv,2011,241355
hrv,2012,235819
hrv,2013,228980
hrv,2014,221383
hrv,2015,215103
hrv,2016,210001
hrv,2017,207005
hti,1974,51174
hti,1976,55213
hti,1977,55816
hti,1978,72651
hti,1979,80860
hti,1980,87680
hti,1981,96596
hti,1982,98562
hti,1983,117081
hti,1984,134278
hti,1985,154271
hti,1986,139422
hti,1987,155242
hti,1988,155061
hti,1989,168794
hti,1990,176694
hti,1991,184968
hti,1996,307417
hti,1997,327978
hun,1971,710928
hun,1972,670688
hun,1973,636140
hun,1974,610161
hun,1975,592892
hun,1976,583420
hun,1977,582505
hun,1978,590207
hun,1979,610925
hun,1980,629479
hun,1981,649285
hun,1982,659469
hun,1983,659644
hun,1984,663400
hun,1985,682767
hun,1986,726225
hun,1987,759833
hun,1988,786268
hun,1989,789756
hun,1990,768897
hun,1991,747283
hun,1992,713820
hun,1994,706141
hun,1995,682712
hun,1996,702641
hun,1997,698626
hun,1998,973750
hun,1999,951502
hun,2000,951034
hun,2001,949704
hun,2002,948071
