geo,time,sl_tlf_intm_fe_zs
pan,2017,59.17
pan,2018,60.7
pan,2019,61.23
pan,2020,62.03
pan,2021,53.01
per,2002,60.75
per,2003,63.08
per,2004,62.36
per,2005,58.51
per,2006,62.18
per,2007,64.87
per,2008,66.07
per,2009,66.16
per,2010,68.08
per,2011,67.19
per,2012,65.93
per,2013,66.66
per,2014,64.11
per,2015,62.36
per,2016,63.89
per,2017,65.58
per,2018,65.58
per,2019,66.46
per,2020,51.56
phl,2014,61.72
phl,2015,62.11
phl,2016,63.01
plw,2000,58.46
plw,2014,52.5
png,2010,45.86
pol,1997,64.64
pol,1998,63.85
pol,1999,64.18
pol,2000,63.94
pol,2001,63.51
pol,2002,61.57
pol,2003,59.59
pol,2004,57.51
pol,2005,56.38
pol,2006,54.19
pol,2007,53.17
pol,2008,53.14
pol,2009,52.68
pol,2010,52.58
pol,2011,52.02
pol,2012,51.66
pol,2013,50.82
pol,2014,50.43
pol,2015,49.44
pol,2016,48.83
pol,2017,48.07
pol,2018,47.08
pol,2019,45.67
pol,2020,44.41
pri,2015,23.94
prt,1992,57.9
prt,1993,60.29
prt,1994,58.36
prt,1995,53.16
prt,1996,56.61
prt,1997,57.81
prt,1998,59.51
prt,1999,62.24
prt,2000,62.04
prt,2001,60.44
prt,2002,63.4
prt,2003,64.53
prt,2004,61.36
prt,2005,63.26
prt,2006,65.39
prt,2007,65.9
prt,2008,66.33
prt,2009,69.14
prt,2010,69.98
prt,2011,71.69
prt,2012,72.78
prt,2013,73.85
prt,2014,73.59
prt,2015,73.46
prt,2016,72.95
prt,2017,73.28
prt,2018,72.53
prt,2019,73.56
prt,2020,69.76
pry,1998,68.47
pry,1999,67.05
pry,2001,65.73
pry,2002,63.19
pry,2003,60.43
pry,2004,62.81
pry,2005,65.41
pry,2006,58.46
pry,2007,60.95
pry,2008,60.36
pry,2009,65.8
pry,2010,63.43
pry,2011,64.49
pry,2012,69.67
pry,2013,65.28
pry,2014,62.25
pry,2015,62.57
pry,2016,64.29
pry,2017,64.19
pse,2000,17.88
pse,2001,14.05
pse,2002,13.3
pse,2003,15.09
pse,2004,14.32
pse,2005,13.13
pse,2006,12.97
pse,2007,13.42
pse,2008,13.92
pse,2009,12.92
pse,2010,12.03
pse,2011,13.06
pse,2012,12.94
pse,2013,12.03
pse,2014,13.31
pse,2015,14.83
pse,2016,13.73
pse,2017,13.53
pse,2018,12.33
pse,2019,12.29
pse,2020,10.42
qat,2013,37.9
qat,2014,100
qat,2015,45.98
qat,2017,48.5
qat,2019,50.29
qat,2020,51.35
rou,1997,68.84
rou,1998,66.54
rou,1999,65.95
rou,2000,65.77
rou,2001,64.83
rou,2002,61.79
rou,2003,60.84
rou,2004,62.6
rou,2005,58.9
rou,2006,60.26
rou,2007,58.39
rou,2008,56.12
rou,2009,55.13
rou,2010,55.66
rou,2011,55.36
rou,2012,55.02
rou,2013,54.53
rou,2014,54.83
rou,2015,54.35
rou,2016,53.59
rou,2017,55.12
rou,2018,54.5
rou,2019,52.95
rou,2020,51.89
rus,2010,72.24
rus,2011,71.97
rus,2012,71.65
rus,2013,70.71
rus,2014,70.28
rus,2015,69.49
rus,2016,69.2
rus,2017,61.8
rus,2018,61.52
rus,2019,60.21
rus,2020,59.5
rwa,2014,73.9
rwa,2017,42.48
rwa,2018,43.83
rwa,2019,44.13
rwa,2020,48.49
sau,2014,13.69
sau,2016,14.92
sau,2017,50.68
sau,2018,54.84
sau,2019,58.12
sau,2020,53.34
sdn,2011,21.69
sen,2011,36.57
sen,2015,24.51
sen,2016,27.91
sen,2017,19.92
sen,2018,28.43
sen,2019,22.28
sgp,2009,67.98
sgp,2010,69
sgp,2014,68.35
slb,2013,86.62
sle,2014,35.27
sle,2018,53.26
slv,2010,59.16
slv,2011,56
slv,2012,57.2
slv,2013,57.57
slv,2014,55.07
slv,2015,53.16
slv,2016,55.51
slv,2017,55.64
slv,2018,54.21
slv,2019,54.7
slv,2020,56.55
smr,2019,87
som,2019,24.84
srb,2008,52.43
srb,2009,50.61
srb,2010,49.41
srb,2011,48.95
srb,2012,47.36
srb,2013,49.44
srb,2014,51.64
srb,2015,50.95
srb,2016,51.83
srb,2017,52.68
srb,2018,52.71
srb,2019,52.24
srb,2020,51.78
sur,2014,66.09
sur,2016,75.53
svk,1998,69.54
svk,1999,69.25
svk,2000,69.55
svk,2001,69.13
svk,2002,67.85
svk,2003,67.72
svk,2004,67.78
svk,2005,64.43
svk,2006,62.71
svk,2007,61.87
svk,2008,61.81
svk,2009,60.62
svk,2010,60.45
svk,2011,58.56
svk,2012,58.75
svk,2013,58.9
svk,2014,58.59
svk,2015,58.46
svk,2016,58.45
svk,2017,58.47
svk,2018,57.65
svk,2019,57.07
svk,2020,55.72
svn,1996,68.7
svn,1997,69.02
svn,1998,66.24
svn,1999,63.63
svn,2000,61.74
svn,2001,60.34
svn,2002,60.58
svn,2003,58.37
svn,2004,61.46
svn,2005,60.78
svn,2006,60.08
svn,2007,58.84
svn,2008,59.27
svn,2009,58.73
svn,2010,58.14
svn,2011,56.3
svn,2012,55.59
svn,2013,54.68
svn,2014,54.23
svn,2015,53.55
svn,2016,52.73
svn,2017,54.1
svn,2018,54.98
svn,2019,53.21
svn,2020,51.6
swe,1995,81.04
swe,1996,81.92
swe,1997,73.86
swe,1998,72.38
swe,1999,73.71
swe,2000,73.21
swe,2001,74.36
swe,2002,74.46
swe,2003,74.08
swe,2004,73.64
swe,2005,73.78
swe,2006,75.5
swe,2007,75.65
swe,2008,76.07
swe,2009,75.14
swe,2010,73.89
swe,2011,74.66
swe,2012,74.59
swe,2013,74.56
swe,2014,74.13
swe,2015,73.44
swe,2016,73.28
swe,2017,73.82
swe,2018,73.18
swe,2019,73.33
swe,2020,73.08
swz,2016,44.57
syc,2014,70.7
syc,2015,69.65
syc,2016,67.41
syc,2017,67.49
syc,2018,67.1
syc,2019,62.98
syc,2020,62.24
tcd,2018,33.81
tgo,2006,78.41
tgo,2011,76.4
tgo,2015,73.13
tgo,2017,43.26
tha,2010,65.93
tha,2011,67.11
tha,2012,66.98
tha,2013,64.11
tha,2014,63.27
tha,2015,63.69
tha,2016,63.48
tha,2017,63.47
tha,2018,63.78
tha,2019,63.74
tha,2020,64.06
tjk,2003,50.05
tjk,2007,35.9
tjk,2009,31.58
tls,2010,29.59
tls,2013,27.5
tls,2016,54.18
ton,2018,39.36
tto,2010,64.4
tto,2011,63.35
tto,2012,64.05
tto,2013,64.11
tto,2014,63.92
tto,2015,61.13
tto,2016,61.02
tun,2005,26.47
tun,2006,25.77
tun,2007,26.72
tun,2008,27.26
tun,2009,25.23
tun,2010,25.88
tun,2011,26.25
tun,2012,30.16
tun,2013,30.21
tun,2015,28.91
tun,2016,29.19
tun,2017,27.38
tur,2000,31.8
tur,2001,31.07
tur,2002,31.91
tur,2003,28.9
tur,2004,30.05
tur,2005,30.23
tur,2006,29.55
tur,2007,29.93
tur,2008,31.43
tur,2009,32.57
tur,2010,32.8
tur,2011,32.87
tur,2012,32.55
tur,2013,34.15
tur,2014,35
tur,2015,35.89
tur,2016,36.87
tur,2017,37.74
tur,2018,38.09
tur,2019,37.57
tur,2020,32.84
tuv,2016,56.03
tza,2001,83.44
tza,2006,81.21
tza,2011,87.25
tza,2012,86.98
tza,2013,64.41
tza,2014,79.68
uga,2012,43.59
uga,2013,71.79
uga,2017,11.6
ukr,2014,48.37
ukr,2015,48.1
ukr,2016,48.56
ukr,2017,48.46
ukr,2018,60.61
ukr,2019,56.76
ukr,2020,54.87
ury,1998,67.51
ury,1999,66.93
ury,2000,65.53
ury,2001,70.92
ury,2002,70.74
ury,2003,69.08
ury,2004,65.6
ury,2005,67.49
ury,2006,65.6
ury,2007,66.77
ury,2008,69.85
ury,2009,70.65
ury,2010,70.71
ury,2011,73.99
ury,2012,73.21
ury,2013,73.14
ury,2014,72.55
ury,2015,72.65
ury,2016,72.38
ury,2017,70.7
ury,2018,70.79
ury,2019,70.57
usa,1994,58.08
usa,1995,58
usa,1996,58.18
usa,1997,58.48
usa,1998,58.14
usa,1999,58.19
usa,2000,57.89
usa,2001,57.64
usa,2002,57.2
usa,2003,56.67
usa,2004,56
usa,2005,55.89
usa,2006,55.74
usa,2007,55.17
usa,2008,54.93
usa,2009,54.11
usa,2010,53.45
usa,2011,52.67
usa,2012,51.82
usa,2013,51.06
usa,2014,50.63
usa,2015,50.24
usa,2016,50.25
usa,2017,50.23
usa,2018,49.88
usa,2019,50.11
usa,2020,48.23
usa,2021,48.15
uzb,2020,74.89
ven,2005,41.35
ven,2012,47.28
ven,2016,44.12
ven,2017,50.72
vnm,2010,68.32
vnm,2011,66.72
vnm,2012,69.16
vnm,2013,69.7
vnm,2014,70.25
vnm,2015,69.91
vnm,2016,70.4
vnm,2017,70.58
vnm,2018,70.65
vnm,2019,68.65
vnm,2020,64.9
vut,2006,66.4
vut,2010,61.47
vut,2019,55.43
wsm,2012,30.07
wsm,2017,33.49
yem,2010,25.45
yem,2014,13.82
zaf,2000,54.81
zaf,2001,55.03
zaf,2002,54.56
zaf,2003,53.7
zaf,2004,51.01
zaf,2005,51.78
zaf,2006,52.86
zaf,2007,52.9
zaf,2008,66.61
zaf,2009,63.65
zaf,2010,61.44
zaf,2011,61.31
zaf,2013,61.08
zaf,2014,60.03
zaf,2015,61.19
zaf,2016,61.75
zaf,2017,61.89
zaf,2018,61
zaf,2019,60.7
zaf,2020,55.3
zmb,2017,29.07
zmb,2018,28.37
zmb,2019,30.86
zwe,2011,58.77
zwe,2014,74.82
zwe,2019,38.69
