geo,time,sl_emp_1524_sp_fe_ne_zs
lca,2006,31.4
lca,2007,31
lca,2017,33.16
lca,2018,35.98
lca,2019,35.56
lie,2000,50.22
lie,2001,48.65
lie,2002,47.72
lie,2003,47.4
lie,2004,47.36
lie,2005,45.68
lie,2006,46.02
lie,2007,46.41
lie,2008,47.21
lie,2009,46.45
lie,2010,43.85
lie,2011,47.43
lie,2012,46.41
lie,2013,45.11
lie,2014,44.81
lie,2015,44.95
lka,2010,18.87
lka,2011,17.55
lka,2012,17.28
lka,2013,17.89
lka,2014,16.72
lka,2015,18.27
lka,2016,16.52
lka,2017,18.24
lka,2018,14.5
lka,2019,15.46
lso,2008,13.7
lso,2013,21.95
lso,2019,14.02
ltu,1998,28.21
ltu,1999,29.7
ltu,2000,23.78
ltu,2001,21.04
ltu,2002,21.53
ltu,2003,19.36
ltu,2004,16.17
ltu,2005,17.41
ltu,2006,21.01
ltu,2007,20.01
ltu,2008,21.78
ltu,2009,20.07
ltu,2010,17.4
ltu,2011,17.01
ltu,2012,20.14
ltu,2013,21.52
ltu,2014,24.05
ltu,2015,25.66
ltu,2016,27.83
ltu,2017,28.42
ltu,2018,30.65
ltu,2019,32.35
ltu,2020,28.28
lux,1983,53.1
lux,1984,52.31
lux,1985,54.28
lux,1986,52.61
lux,1987,50.56
lux,1988,48.91
lux,1989,48.56
lux,1990,41.83
lux,1991,48.71
lux,1992,48.79
lux,1993,43.56
lux,1994,41.77
lux,1995,36.84
lux,1996,35.32
lux,1997,32.07
lux,1998,30.99
lux,1999,29.51
lux,2000,28.33
lux,2001,30.32
lux,2002,28.38
lux,2003,26.06
lux,2004,20.46
lux,2005,21.35
lux,2006,21.22
lux,2007,18.42
lux,2008,20.59
lux,2009,24.23
lux,2010,20.34
lux,2011,18.51
lux,2012,20.06
lux,2013,19.41
lux,2014,18.81
lux,2015,28.78
lux,2016,25.44
lux,2017,24.54
lux,2018,28.43
lux,2019,26.33
lux,2020,24.35
lva,1998,29.41
lva,1999,27.99
lva,2000,24.93
lva,2001,23.64
lva,2002,25.27
lva,2003,23.74
lva,2004,21.2
lva,2005,26.08
lva,2006,28.54
lva,2007,32.23
lva,2008,31.73
lva,2009,25.39
lva,2010,24.26
lva,2011,23.35
lva,2012,25.43
lva,2013,27.02
lva,2014,28.25
lva,2015,31.87
lva,2016,31.58
lva,2017,30.91
lva,2018,30.63
lva,2019,29.5
lva,2020,26.65
mac,1997,62.27
mac,1998,58.06
mac,2000,44.28
mac,2003,33.33
mac,2004,33.5
mac,2005,35.53
mac,2006,36.7
mac,2007,41.73
mac,2008,43.65
mac,2009,51.61
mac,2010,50.78
mac,2011,50.63
mac,2012,47.52
mac,2013,50.13
mac,2014,48.43
mac,2015,47.32
mac,2016,44.52
mar,2006,24.1
mar,2007,22.25
mar,2008,20.6
mar,2009,18.48
mar,2010,15.94
mar,2011,15.18
mar,2012,13.97
mar,2013,13.92
mar,2014,14.69
mar,2015,13.72
mar,2016,12.14
mda,2009,16.22
mda,2010,16.62
mda,2011,17.08
mda,2012,15.59
mda,2013,15.52
mda,2014,15.54
mda,2015,16.26
mda,2016,16.06
mda,2017,16.24
mda,2018,19.28
mda,2019,16.5
mda,2020,13.48
mdg,2012,89.06
mdg,2015,70.74
mdv,2009,29.96
mdv,2014,37.73
mdv,2016,36.6
mdv,2019,39.6
mex,1991,32.54
mex,1992,33.08
mex,1993,33.64
mex,1994,32.84
mex,1995,31.57
mex,1996,31.55
mex,1997,32.86
mex,1998,34.16
mex,1999,34.23
mex,2000,34.04
mex,2001,32.31
mex,2002,29.98
mex,2003,29.41
mex,2004,28.73
mex,2005,31.51
mex,2006,32.15
mex,2007,32.21
mex,2008,31.16
mex,2009,29.63
mex,2010,29.79
mex,2011,29.68
mex,2012,30.29
mex,2013,29.5
mex,2014,28.55
mex,2015,28.4
mex,2016,28.45
mex,2017,28.29
mex,2018,28.52
mex,2019,29.81
mex,2020,26.14
mhl,2019,8.12
mkd,2006,11.43
mkd,2007,11.47
mkd,2008,11.97
mkd,2009,10.64
mkd,2010,11.22
mkd,2011,10.8
mkd,2012,12.65
mkd,2013,13.26
mkd,2014,11.31
mkd,2015,14.25
mkd,2016,11.78
mkd,2017,12.01
mkd,2018,12.77
mkd,2019,15.78
mkd,2020,14.29
mli,2010,40.24
mli,2013,58.31
mli,2014,49.15
mli,2015,44.73
mli,2016,38.17
mli,2017,42.01
mli,2018,39.29
mlt,2000,52.75
mlt,2001,51.71
mlt,2002,49.95
mlt,2003,45.99
mlt,2004,41.46
mlt,2005,43.11
mlt,2006,42.01
mlt,2007,44.5
mlt,2008,45
mlt,2009,42.25
mlt,2010,42.41
mlt,2011,41.79
mlt,2012,41.83
mlt,2013,45.04
mlt,2014,47.33
mlt,2015,44.56
mlt,2016,43.34
mlt,2017,46.06
mlt,2018,52.49
mlt,2019,50.63
mlt,2020,47.95
mmr,2015,51.89
mmr,2017,41.77
mmr,2018,41.56
mmr,2019,39.08
mne,2007,16.3
mne,2008,21
mne,2010,10.74
mne,2011,10.16
mne,2012,12.86
mne,2013,12.18
mne,2014,15.79
mne,2015,17.68
mne,2016,19.31
mne,2017,18.59
mne,2018,20.61
mne,2019,23.53
mne,2020,14.98
mng,2003,31.1
mng,2007,28.3
mng,2008,26.54
mng,2009,25.72
mng,2010,23.31
mng,2011,24.48
mng,2012,30.37
mng,2013,23.37
mng,2014,22.01
mng,2015,21.05
mng,2016,17.08
mng,2017,16.81
mng,2018,18.06
mng,2019,18.38
mng,2020,19.55
moz,2015,58.59
mrt,2012,14.02
mrt,2017,10.33
mus,2001,24.4
mus,2002,26.47
mus,2003,30.12
mus,2004,26.8
mus,2005,25.34
mus,2006,27.25
mus,2007,25.79
mus,2008,26.44
mus,2009,25.36
mus,2010,26.01
mus,2011,26.06
mus,2012,25.05
mus,2013,24.82
mus,2014,24.35
mus,2015,27.1
mus,2016,27.49
mus,2017,27.07
mus,2018,29.52
mus,2019,27.22
mus,2020,46.39
mwi,2005,66.85
mwi,2011,56.87
mwi,2013,58.12
mwi,2017,28.26
mwi,2020,31.63
mys,2011,29.74
mys,2014,31.31
mys,2015,30.39
mys,2016,31.29
mys,2017,31.56
mys,2019,33.14
mys,2020,30.36
nam,2010,20.42
nam,2012,16.89
nam,2013,17.67
nam,2014,17.49
nam,2016,16.35
nam,2018,16.24
ncl,2014,24.37
ner,2011,59.94
ner,2012,17.19
ner,2014,51.08
ner,2017,7.3
nga,2011,26.52
nga,2013,18.7
nga,2019,15.33
nic,2012,51.93
nic,2014,28.26
nld,1983,39.28
nld,1985,39.57
nld,1987,48.08
nld,1988,48.02
nld,1989,49.31
nld,1990,52.15
nld,1991,52.92
nld,1992,55.91
nld,1993,54.03
nld,1994,54.25
nld,1995,53.94
nld,1996,53.86
nld,1997,55.42
nld,1998,58.9
nld,1999,62.5
nld,2000,66.73
nld,2001,69.16
nld,2002,69.22
nld,2003,68.34
nld,2004,65.93
nld,2005,59.14
nld,2006,59.6
nld,2007,62.15
nld,2008,63.77
nld,2009,63.33
nld,2010,61.65
nld,2011,62.62
nld,2012,62.52
nld,2013,61.02
nld,2014,58.85
nld,2015,61.66
nld,2016,62.11
nld,2017,63.58
nld,2018,65.15
nld,2019,65.96
nld,2020,63.56
nld_curacao,2018,16.79
nld_curacao,2020,14.71
nor,1990,50.69
nor,1991,48.94
nor,1992,47.31
nor,1993,45.79
nor,1994,46.62
nor,1995,45.27
nor,1996,51
nor,1997,52.46
nor,1998,56.22
nor,1999,55.75
nor,2000,56.55
nor,2001,56.92
nor,2002,57.89
nor,2003,56.02
nor,2004,56.89
nor,2005,53.65
nor,2006,52.96
nor,2007,56.18
nor,2008,58.13
nor,2009,54.3
nor,2010,52.58
nor,2011,52.26
nor,2012,53.8
nor,2013,53.82
nor,2014,52.13
nor,2015,51.75
nor,2016,50.06
nor,2017,49.11
nor,2018,49.82
nor,2019,50.45
nor,2020,49.84
npl,2008,73.81
npl,2017,15.44
nru,2013,22.72
nzl,1986,62.69
nzl,1987,62.43
nzl,1988,58.21
nzl,1989,53.75
nzl,1990,55.83
nzl,1991,52.56
nzl,1992,51.11
nzl,1993,50.73
nzl,1994,52.87
nzl,1995,55.3
nzl,1996,56.07
nzl,1997,55.22
nzl,1998,53.41
nzl,1999,51.52
nzl,2000,52.15
nzl,2001,52.65
nzl,2002,53.44
nzl,2003,53.19
nzl,2004,52.51
nzl,2005,53.13
nzl,2006,55.06
nzl,2007,55.61
nzl,2008,53.46
nzl,2009,48.49
nzl,2010,47.44
nzl,2011,47.4
nzl,2012,46.7
nzl,2013,47.26
nzl,2014,49.19
nzl,2015,50.84
nzl,2016,51.68
nzl,2017,52.9
nzl,2018,55.93
nzl,2019,56.02
nzl,2020,53.97
omn,2010,10.61
omn,2016,9.3
omn,2020,6.72
pak,2006,16.82
pak,2007,16.81
pak,2008,17.14
pak,2009,18.3
pak,2010,18.84
pak,2011,18.81
pak,2013,18.45
pak,2014,19.19
pak,2015,18.7
pak,2018,17.03
pak,2019,18.18
pan,2010,25.95
pan,2011,25.02
pan,2012,27.43
pan,2013,29.53
pan,2014,27.93
pan,2015,25.88
pan,2016,26.48
pan,2017,26.74
pan,2018,27
pan,2019,27.49
pan,2020,20.92
pan,2021,21.01
per,2002,70.26
per,2003,56.94
per,2004,57.63
per,2005,52.39
per,2006,54.88
per,2007,57.38
per,2008,58.45
per,2009,58.79
per,2010,59.64
per,2011,58.04
per,2012,57.11
per,2013,56.8
per,2014,54.44
per,2015,51.93
per,2016,51.2
per,2017,53.02
per,2018,52.63
per,2019,53.24
per,2020,39.97
phl,2001,30.1
phl,2003,29.06
phl,2004,29.04
phl,2005,29.49
phl,2006,28.97
phl,2007,28.85
phl,2008,27.68
phl,2009,28.12
phl,2010,28.23
phl,2011,29.29
phl,2012,28.98
phl,2013,28.4
phl,2014,29.07
phl,2015,28.22
phl,2016,27.5
phl,2017,25.05
phl,2018,24.96
phl,2019,24.76
phl,2020,21.28
plw,2000,22.79
plw,2014,25.25
png,2010,37.62
pol,1992,28.22
pol,1993,25.86
pol,1994,24.76
pol,1995,23.55
pol,1996,23.78
pol,1997,23.62
pol,1998,24.52
pol,1999,21.47
pol,2000,21.87
pol,2001,21.81
pol,2002,19.6
pol,2003,18.24
pol,2004,18.27
pol,2005,19.61
pol,2006,20.98
pol,2007,22.36
pol,2008,23.7
pol,2009,23.16
pol,2010,22.09
pol,2011,19.98
pol,2012,19.86
pol,2013,19.51
pol,2014,21.35
pol,2015,21.3
pol,2016,23.75
pol,2017,25.17
pol,2018,27.02
pol,2019,27.8
pol,2020,24.22
pri,2010,14.9
pri,2011,14.4
pri,2012,16.7
prt,1986,39.5
prt,1987,42.34
prt,1988,43.52
prt,1989,44.87
prt,1990,45.98
prt,1991,45
prt,1992,41.04
prt,1993,36.67
prt,1994,34.55
prt,1995,32.27
prt,1996,30.61
prt,1997,32.62
prt,1998,38.69
prt,1999,37.47
prt,2000,35.21
prt,2001,36.57
prt,2002,36.71
prt,2003,34.48
prt,2004,31.97
prt,2005,30.8
prt,2006,30.68
prt,2007,30.15
prt,2008,30.35
prt,2009,29.16
prt,2010,26
prt,2011,24.5
prt,2012,21.2
prt,2013,20.39
prt,2014,21.87
prt,2015,21.5
prt,2016,22.25
prt,2017,24.08
prt,2018,25.08
prt,2019,25.5
prt,2020,21.19
pry,1998,38.13
pry,1999,33.92
pry,2001,37.8
pry,2002,36.14
pry,2003,34.62
pry,2004,38.34
pry,2005,37.76
pry,2006,37.67
pry,2007,35.31
pry,2008,38.39
pry,2009,40.77
pry,2010,36.55
pry,2011,38.3
pry,2012,40.81
pry,2013,41.32
pry,2014,36.32
pry,2015,35.39
pry,2016,38.16
pry,2017,37.57
pry,2018,37.93
pry,2019,37.65
pry,2020,33.7
pse,2000,5.25
pse,2001,3.76
pse,2002,3.53
pse,2003,4.16
pse,2004,3.94
pse,2005,3.75
pse,2006,4.35
pse,2007,4.65
pse,2008,4.68
pse,2009,5.04
pse,2010,4.23
pse,2011,4.5
pse,2012,3.54
pse,2013,3.06
pse,2014,3.85
pse,2015,4.51
pse,2016,4.16
pse,2017,3.67
pse,2018,3.05
pse,2019,3.37
pse,2020,2.65
pyf,1996,20
pyf,2007,18.6
pyf,2012,14.23
qat,2009,29.77
qat,2011,27.64
qat,2012,43.33
qat,2013,29.12
qat,2014,31.79
qat,2015,46.04
qat,2016,38.6
qat,2017,40.58
qat,2018,42.43
qat,2019,39.56
qat,2020,38.8
rou,1997,34.19
rou,1998,33.27
rou,1999,31.87
rou,2000,31.11
rou,2001,29.97
rou,2002,25.82
rou,2003,23.21
rou,2004,25.74
rou,2005,21.59
rou,2006,20.64
rou,2007,20.24
rou,2008,20.17
rou,2009,20.59
rou,2010,19.9
rou,2011,19.7
rou,2012,19.59
rou,2013,18.62
rou,2014,18.04
rou,2015,19.3
rou,2016,17.07
rou,2017,20.36
rou,2018,20.26
rou,2019,19.26
rou,2020,19.72
rus,1992,44.29
rus,1993,41.58
rus,1994,38.15
rus,1995,36.81
rus,1996,34.46
rus,1997,30.51
rus,1998,27.2
rus,1999,30.24
rus,2000,30.91
rus,2001,29.67
rus,2002,30.7
rus,2003,29.02
rus,2004,28.96
rus,2005,29.8
rus,2006,29.44
rus,2007,30.82
rus,2008,31.78
rus,2009,31.09
rus,2010,30.33
rus,2011,31.06
rus,2012,29.75
rus,2013,30.28
rus,2014,29.46
rus,2015,28.05
rus,2016,27.52
rus,2017,26.01
rus,2018,25.1
rus,2019,24.94
rus,2020,23.45
rwa,2014,63.61
rwa,2017,26.9
rwa,2018,27.12
rwa,2019,27.07
rwa,2020,29.25
sau,1992,5.3
sau,1999,6.4
sau,2000,5.2
sau,2001,4.8
sau,2002,4.4
sau,2006,4.5
sau,2009,2.92
sau,2011,3.79
sau,2012,3.66
sau,2013,4.03
sau,2014,3.67
sau,2015,3.51
sau,2017,2.62
sau,2018,3.28
sau,2019,4.69
sau,2020,6.24
sdn,2008,19.6
sdn,2011,11.4
sen,2006,20.23
sen,2011,25.34
sen,2015,20.92
sen,2016,24.49
sen,2017,19.66
sen,2018,15.76
sen,2019,17.92
sgp,1992,39.48
sgp,1993,37.65
sgp,1994,37.3
sgp,1995,32.57
sgp,1996,32.94
sgp,1997,31.92
sgp,1998,25.54
sgp,2006,34.2
sgp,2007,31.28
sgp,2008,32.23
sgp,2009,28.07
sgp,2010,32.8
sgp,2011,31.39
sgp,2012,32.14
sgp,2013,29.9
sgp,2014,31.25
sgp,2015,35.34
sgp,2016,32.98
sgp,2017,30.63
sgp,2018,32.46
sgp,2019,32.3
sgp,2020,28.64
slb,2013,70.57
sle,2014,31.72
sle,2018,32.74
slv,2009,29.99
slv,2010,28.84
slv,2011,29.3
slv,2012,30.32
slv,2013,29.92
slv,2014,29.11
slv,2015,28.11
slv,2016,29.04
slv,2017,28.47
slv,2018,29.18
slv,2019,29.03
slv,2020,29.68
som,2019,6.73
srb,2006,13.4
srb,2007,14.44
srb,2008,15.89
srb,2009,13.5
srb,2010,11.51
srb,2011,8.86
srb,2012,9.4
srb,2013,9.67
srb,2014,10.64
srb,2015,11.72
srb,2016,14.18
srb,2017,15.33
srb,2018,15.84
srb,2019,15.89
srb,2020,14.87
ssd,2008,54.78
sur,2009,14.91
sur,2010,17.06
sur,2011,14.82
sur,2012,14.47
sur,2013,15.38
sur,2014,16.45
sur,2015,16.95
sur,2016,16.99
svk,1994,30.7
svk,1995,31.05
svk,1996,33.11
svk,1997,32.75
svk,1998,31.9
svk,1999,29.13
svk,2000,27.86
svk,2001,26.86
svk,2002,24.88
svk,2003,25.61
svk,2004,24.73
svk,2005,23.07
svk,2006,22.53
svk,2007,24.11
svk,2008,21.45
svk,2009,18.67
svk,2010,17.36
svk,2011,15.02
svk,2012,15.95
svk,2013,16.21
svk,2014,16.48
svk,2015,18.03
svk,2016,18.21
svk,2017,21.13
svk,2018,20.56
svk,2019,17.84
svk,2020,16.54
svn,1996,33.95
svn,1997,34.29
svn,1998,33.98
svn,1999,31.23
svn,2000,27.39
svn,2001,26.42
svn,2002,27.16
svn,2003,23.58
svn,2004,29.13
svn,2005,29.82
svn,2006,30.26
svn,2007,31.43
svn,2008,33.17
svn,2009,31.01
svn,2010,30.01
svn,2011,26.9
svn,2012,23.73
svn,2013,23.03
svn,2014,23.96
svn,2015,27.08
svn,2016,26.06
svn,2017,30.39
svn,2018,31.06
svn,2019,29.94
svn,2020,24.04
swe,1990,65.96
swe,1991,61.13
swe,1992,53.98
swe,1993,44.13
swe,1994,42.74
swe,1995,38.22
swe,1996,33.82
swe,1997,31.43
swe,1998,31.79
swe,1999,34.98
swe,2000,37.14
swe,2001,46.97
swe,2002,44.28
swe,2003,44.07
swe,2004,39.9
swe,2005,39.75
swe,2006,40.43
swe,2007,42.31
swe,2008,42.08
swe,2009,38.88
swe,2010,39.16
swe,2011,41.02
swe,2012,41.56
swe,2013,42.86
swe,2014,44.01
swe,2015,45.45
swe,2016,45.95
swe,2017,45.97
swe,2018,46.43
swe,2019,45.13
swe,2020,40.07
swz,2016,12.27
syc,2011,41.77
syc,2014,47.35
syc,2015,43.7
syc,2016,44.26
syc,2017,43.32
syc,2018,47.15
syc,2019,38.89
syc,2020,45.87
syr,2008,5.94
syr,2009,5.2
tcd,2018,35.24
tgo,2006,63.56
tgo,2011,63.23
tgo,2015,52.41
tgo,2017,25.78
tha,2009,38.07
tha,2010,37.65
tha,2011,37.98
tha,2012,37.49
tha,2013,34.35
tha,2014,33.58
tha,2015,33.11
tha,2016,32.72
tha,2017,31.7
tha,2018,32.42
tha,2019,31.59
tha,2020,31.21
tjk,2003,36.63
tjk,2009,20.64
tjk,2016,20.35
tls,2010,7.99
tls,2013,9.49
tls,2016,30.76
ton,2018,18.19
tto,2009,35.46
tto,2010,33.46
tto,2011,31.03
tto,2012,33.55
tto,2013,34.98
tto,2014,34.24
tto,2015,33.49
tto,2016,32.46
tun,2005,15.37
tun,2006,14.5
tun,2007,15.11
tun,2008,14.97
tun,2009,13.36
tun,2010,13.56
tun,2011,11.21
tun,2012,13.27
tun,2013,13.3
tun,2015,11.41
tun,2016,12.84
tun,2017,12.1
tur,1990,33.48
tur,1991,35.6
tur,1992,32.63
tur,1993,26.31
tur,1994,31.02
tur,1995,29.69
tur,1996,30.3
tur,1997,27.39
tur,1998,27.67
tur,1999,28.55
tur,2000,24.76
tur,2001,24.38
tur,2002,24.04
tur,2003,21.72
tur,2004,19.81
tur,2005,19.44
tur,2006,19.33
tur,2007,19.35
tur,2008,19.77
tur,2009,19.31
tur,2010,20.24
tur,2011,21.22
tur,2012,20.73
tur,2013,21.52
tur,2014,22.05
tur,2015,23.02
tur,2016,23.21
tur,2017,23.02
tur,2018,23.32
tur,2019,22.61
tur,2020,19.23
tuv,2016,14.25
tza,2001,73.58
tza,2006,74.05
tza,2011,61.13
tza,2012,69.56
tza,2013,55.41
tza,2014,67.16
uga,2012,48.12
uga,2017,27.16
ukr,2014,25.22
ukr,2017,24.89
ukr,2018,24.2
ukr,2019,26.82
ukr,2020,22.75
ury,1998,36.58
ury,1999,33.85
ury,2000,32.66
ury,2001,30.08
ury,2002,25.32
ury,2003,25.05
ury,2004,26.69
ury,2005,29.92
ury,2006,29.37
ury,2007,31.75
ury,2008,32.93
ury,2009,33.86
ury,2010,33.21
ury,2011,36.03
ury,2012,34.85
ury,2013,34.24
ury,2014,34.63
ury,2015,32.23
ury,2016,30.58
ury,2017,28.86
ury,2018,29.29
ury,2019,28.32
ury,2020,23.51
usa,1960,38.2
usa,1961,37.9
usa,1962,38.3
usa,1963,37.6
usa,1964,38.2
usa,1965,39.2
usa,1966,41.9
usa,1967,43
usa,1968,43.8
usa,1969,45.8
usa,1970,45.7
usa,1971,44.7
usa,1972,46.4
usa,1973,48.8
usa,1974,49.6
usa,1975,48.3
usa,1976,49.6
usa,1977,51.2
usa,1978,53.8
usa,1979,54.8
usa,1980,53.9
usa,1981,53.3
usa,1982,52
usa,1983,52.2
usa,1984,54.4
usa,1985,55.4
usa,1986,56
usa,1987,57.1
usa,1988,57.6
usa,1989,57.7
usa,1990,56.1
usa,1991,54
usa,1992,53.7
usa,1993,54.3
usa,1994,55.34
usa,1995,55.13
usa,1996,55.26
usa,1997,56.05
usa,1998,57.16
usa,1999,56.96
usa,2000,57.38
usa,2001,56.04
usa,2002,54.28
usa,2003,52.47
usa,2004,52.22
usa,2005,52.64
usa,2006,52.25
usa,2007,51.8
usa,2008,50.18
usa,2009,47.01
usa,2010,45.07
usa,2011,44.9
usa,2012,45.4
usa,2013,46.03
usa,2014,47.06
usa,2015,48.2
usa,2016,48.76
usa,2017,49.88
usa,2018,50.34
usa,2019,51.1
usa,2020,45.32
usa,2021,49.67
uzb,2020,41.75
vct,1991,23.2
vct,2001,22.6
ven,2005,26.41
ven,2006,26.36
ven,2007,26.28
ven,2008,26.41
ven,2009,25.89
ven,2010,23.88
ven,2011,23.18
ven,2012,22.28
ven,2016,19.62
ven,2017,25.73
vnm,2004,52.69
vnm,2007,51.5
vnm,2009,54.97
vnm,2010,53.45
vnm,2011,50.51
vnm,2012,49.21
vnm,2013,50.95
vnm,2014,51.21
vnm,2015,51.24
vnm,2016,49.36
vnm,2017,48.97
vnm,2018,49.35
vnm,2019,45.49
vnm,2020,41.25
vut,2006,54.18
vut,2009,44.63
vut,2010,40.33
vut,2019,22.14
wsm,2006,22.15
wsm,2008,19.4
wsm,2012,12.15
wsm,2014,12.15
wsm,2017,14.83
yem,2010,2.61
yem,2014,3.22
zaf,2000,11.01
zaf,2001,10.82
zaf,2002,9.51
zaf,2003,8.97
zaf,2004,9.14
zaf,2005,9.13
zaf,2006,10.15
zaf,2007,10.54
zaf,2008,13.8
zaf,2009,12.06
zaf,2010,10.59
zaf,2011,10.56
zaf,2012,9.93
zaf,2013,10.51
zaf,2014,10.21
zaf,2015,10.73
zaf,2016,9.59
zaf,2017,10.03
zaf,2018,9.34
zaf,2019,8.88
zaf,2020,6.85
zmb,2017,9.78
zmb,2018,9.23
zmb,2019,9.26
zwe,2004,63.44
zwe,2011,60.98
zwe,2014,65.34
zwe,2019,16.13
