geo,time,is_rrs_totl_km
prt,2009,2842
prt,2010,2842
prt,2011,2794
prt,2012,2541.254
prt,2013,2544.349
prt,2014,2545.96
prt,2015,2545.96
prt,2016,2545.96
prt,2017,2545.96
prt,2018,2545.96
prt,2019,2526.149
pry,1995,441
pry,1996,441
pry,1997,441
pry,1998,441
pry,1999,441
pry,2000,441
rou,1995,11376
rou,1996,11385
rou,1997,11380
rou,1998,11364
rou,1999,11364
rou,2000,11364
rou,2001,11364
rou,2002,11364
rou,2003,10882
rou,2004,10844
rou,2005,10781
rou,2006,10781
rou,2007,10777
rou,2008,10777
rou,2009,10776
rou,2010,10777
rou,2011,10777
rou,2012,10777
rou,2013,10768
rou,2014,10770
rou,2015,10770
rou,2016,10766
rou,2017,10766
rou,2018,10765
rou,2019,10759
rus,1995,87388
rus,1996,87086
rus,1997,86660
rus,1998,86151
rus,1999,86031
rus,2000,86075
rus,2001,85835
rus,2002,85542
rus,2003,85394
rus,2004,85286
rus,2005,85542
rus,2006,85253
rus,2007,84158
rus,2008,85194
rus,2009,85281
rus,2010,85292
rus,2011,85166
rus,2012,85248
rus,2013,85266
rus,2015,85262
rus,2016,85375
rus,2017,85545
rus,2018,85626
rus,2019,85494
sau,1995,1018
sau,1996,1018
sau,1997,1018
sau,1998,1018
sau,1999,1018
sau,2000,958
sau,2001,1078
sau,2002,1020
sau,2003,1020
sau,2004,1020
sau,2005,1020
sau,2006,1020
sau,2007,1020
sau,2008,1020
sau,2010,1412
sau,2017,2620
sau,2018,2939
sdn,1995,4595
sdn,1996,4595
sdn,1997,4595
sdn,1998,4595
sdn,1999,4595
sdn,2000,4599
sdn,2001,4578
sdn,2002,4578
sdn,2003,4578
sdn,2004,4578
sdn,2005,4578
sdn,2006,4578
sdn,2008,4508
sdn,2010,4708
sdn,2011,4313
sdn,2012,4313
sdn,2013,4313
sen,1995,906
sen,1996,906
sen,1997,906
sen,1998,906
sen,1999,906
sen,2000,906
sen,2001,906
sen,2002,906
sen,2003,906
sen,2004,906
slv,1995,564
slv,1996,564
slv,1997,564
slv,1998,547
slv,1999,547
slv,2000,547
slv,2001,547
slv,2002,547
slv,2003,547
srb,2000,3809
srb,2001,3809
srb,2002,3809
srb,2003,3809
srb,2004,3809
srb,2005,3809
srb,2006,3809
srb,2007,3809
srb,2008,3809
srb,2009,3809
srb,2010,3809
srb,2011,3809
srb,2012,3809
srb,2013,3809
srb,2014,3809
srb,2015,3809
srb,2016,3736
srb,2017,3736
srb,2018,3724.468
srb,2019,3724.468
svk,1995,3668
svk,1996,3673
svk,1997,3665
svk,1998,3667
svk,1999,3662
svk,2000,3662
svk,2001,3662
svk,2002,3657
svk,2003,3657
svk,2004,3660
svk,2005,3626
svk,2006,3626
svk,2007,3629.15
svk,2008,3622.039
svk,2009,3622.686
svk,2010,3622.418
svk,2011,3624.077
svk,2012,3631.386
svk,2013,3631.306
svk,2014,3627.102
svk,2015,3626.369
svk,2016,3626.297
svk,2017,3626.441
svk,2018,3626.611
svk,2019,3629.154
svn,1995,1201
svn,1996,1201
svn,1997,1201
svn,1998,1201
svn,1999,1201
svn,2000,1201
svn,2001,1229
svn,2002,1229
svn,2003,1229
svn,2004,1229
svn,2005,1228
svn,2006,1228
svn,2007,1228
svn,2008,1228
svn,2009,1228
svn,2010,1228.05
svn,2011,1209.14
svn,2012,1209.14
svn,2013,1209.09
svn,2014,1209.05
svn,2015,1209.044
svn,2016,1209.044
svn,2017,1209.05
svn,2018,1209
swe,1995,10884
swe,1996,10923
swe,1997,10738
swe,1998,10929
swe,1999,10705
swe,2000,10698
swe,2001,9865
swe,2002,9940
swe,2003,9882
swe,2004,9895
swe,2005,9867
swe,2006,9869
swe,2007,9821
swe,2008,9840
swe,2009,9946
swe,2010,9968
swe,2011,10014
swe,2012,9944
swe,2013,9765
swe,2014,9689
swe,2015,9716
swe,2016,9684
swe,2017,9684
swe,2018,9708
swe,2019,9701
swz,2002,300
swz,2003,300
swz,2004,300
swz,2005,300
swz,2006,300
swz,2007,300
swz,2008,300
swz,2009,300
swz,2010,300
swz,2011,300
syr,1995,1525
syr,1996,1525
syr,1997,1525
syr,1998,1525
syr,1999,1771
syr,2000,1771
syr,2001,1771
syr,2002,1888
syr,2003,1888
syr,2004,2023
syr,2005,2043
syr,2006,1801
syr,2007,2139
syr,2008,2139
syr,2009,2139
syr,2010,2139
tha,1995,4041
tha,1996,4041
tha,1997,4041
tha,1998,4044
tha,1999,4044
tha,2000,4044
tha,2007,4429
tha,2010,4458
tha,2011,4458
tha,2015,3742
tha,2016,3742
tha,2017,4092
tjk,1995,483
tjk,1996,483
tjk,1997,483
tjk,1998,547
tjk,1999,483
tjk,2000,533
tjk,2001,612
tjk,2002,617
tjk,2003,617
tjk,2004,617
tjk,2005,617
tjk,2006,617
tjk,2007,617
tjk,2008,617
tjk,2009,616
tjk,2010,620.7
tjk,2011,620.7
tjk,2012,608
tjk,2013,587
tjk,2014,597
tjk,2015,597
tjk,2016,620
tjk,2017,620
tjk,2018,620
tkm,1995,2153
tkm,1996,2313
tkm,1997,2313
tkm,1998,2393
tkm,1999,2365
tkm,2000,2521
tkm,2001,2523
tkm,2002,2523
tkm,2003,2523
tkm,2004,2529
tkm,2005,2529
tkm,2006,3069
tkm,2007,3181
tkm,2008,3095.1
tkm,2009,3110
tkm,2010,3115
tkm,2011,3115
tkm,2012,3115
tkm,2013,3115
tkm,2014,3115
tkm,2015,6230
tkm,2016,6230
tkm,2017,7680
tkm,2018,7680
tun,1995,1860
tun,1996,1820
tun,1997,1820
tun,1998,1860
tun,1999,2138
tun,2000,2152
tun,2001,2163
tun,2002,1909
tun,2003,1909
tun,2004,1909
tun,2005,1956
tun,2006,2218
tun,2007,2218
tun,2008,1991
tun,2010,2165
tun,2012,1867
tun,2014,2244
tun,2015,2244
tun,2016,2244
tun,2017,2165
tun,2018,1777
tun,2019,1777
tur,1995,8549
tur,1996,8607
tur,1997,8607
tur,1998,8607
tur,1999,8682
tur,2000,8671
tur,2001,8671
tur,2002,8671
tur,2003,8697
tur,2004,8697
tur,2005,8697
tur,2006,8697
tur,2007,8697
tur,2008,8699
tur,2009,9080
tur,2010,9594
tur,2011,9642
tur,2012,9642
tur,2013,9718
tur,2014,10087
tur,2015,10131
tur,2016,10131
tur,2017,10207
tur,2018,10315
tur,2019,10378
tza,1995,4460
tza,1996,4460
tza,1997,4581
tza,1998,4581
tza,1999,4582
tza,2000,4582
tza,2001,4582
tza,2002,4460
tza,2004,2600
tza,2011,2707
tza,2017,2701
uga,1995,1241
uga,1996,1250
uga,1997,1185
uga,1998,594
uga,1999,261
uga,2000,259
uga,2001,259
uga,2002,259
ukr,1995,22607
ukr,1996,22602
ukr,1997,22546
ukr,1998,22510
ukr,1999,22473
ukr,2000,22302
ukr,2001,22219
ukr,2002,22079
ukr,2003,22079
ukr,2004,22011
ukr,2005,22001
ukr,2006,21891
ukr,2007,21873
ukr,2008,21676
ukr,2009,21678
ukr,2010,21705
ukr,2011,21665.4
ukr,2012,21642.5
ukr,2013,21625.9
ukr,2014,21625.9
ukr,2015,20975.23
ukr,2016,21603
ukr,2017,21626
ukr,2018,21626
ury,1995,3002
ury,1996,2993
ury,1997,2993
ury,1998,2993
ury,1999,2993
ury,2000,2993
ury,2001,2993
ury,2002,2993
ury,2003,2993
ury,2004,2993
ury,2005,2993
ury,2006,2993
ury,2007,1641
ury,2008,1641
ury,2014,1498
ury,2015,1498
ury,2016,1498
ury,2017,1498
usa,1995,201284
usa,1996,203875
usa,1997,195804
usa,1998,192815
usa,1999,194708
usa,2000,194077
usa,2001,194746
usa,2002,198057
usa,2003,196806
usa,2004,195369
usa,2005,194025
usa,2006,191771
usa,2007,193560.51
usa,2008,192123
usa,2009,191785
usa,2010,194431
usa,2011,194136
usa,2012,153516.6
usa,2013,154321.5
usa,2014,152932.6
usa,2015,151735
usa,2016,151270
usa,2017,150966
usa,2018,150462.2976
uzb,1995,3483
uzb,1996,3483
uzb,1997,3468
uzb,1998,3641
uzb,1999,3645
uzb,2000,3645
uzb,2001,4080
uzb,2002,4126
uzb,2003,4126
uzb,2004,4014
uzb,2005,4014
uzb,2006,4005
uzb,2007,4230
uzb,2008,4229.6
uzb,2009,4230
uzb,2010,4227.2
uzb,2011,4258.4
uzb,2012,4192
uzb,2013,4186
uzb,2014,4202
uzb,2015,4238
uzb,2016,4304
uzb,2017,4642
uzb,2018,4642
ven,1995,336
ven,1996,336
ven,1997,336
ven,1998,336
ven,1999,336
ven,2000,336
ven,2001,336
ven,2002,336
ven,2003,336
ven,2004,336
ven,2005,336
ven,2006,336
vnm,1995,2832
vnm,1996,2646
vnm,1997,2414
vnm,1998,2632
vnm,1999,2632
vnm,2000,3142
vnm,2001,2347
vnm,2002,2545
vnm,2003,2600
vnm,2004,2671
vnm,2005,3147
vnm,2006,3147
vnm,2007,3147
vnm,2008,3147
vnm,2009,3147
vnm,2010,2576.563
vnm,2011,2347
vnm,2012,2347
vnm,2013,2347
vnm,2014,3186
vnm,2015,3186
vnm,2016,2581
vnm,2017,2367
vnm,2018,2382
vnm,2019,2481
zaf,1995,21531
zaf,1996,22916
zaf,1997,22805
zaf,1998,22686
zaf,1999,20070
zaf,2000,22657
zaf,2001,20041
zaf,2002,20041
zaf,2003,20041
zaf,2004,20047
zaf,2005,20047
zaf,2007,22287
zaf,2008,19811
zaf,2015,20953
zaf,2016,20953
zaf,2017,20953
zmb,1995,1273
zmb,1996,1273
zmb,1997,1273
zmb,1998,1273
zmb,1999,1273
zmb,2017,1248
zmb,2018,1248
zwe,2007,2583
