geo,time,sh_h2o_smdw_zs
tun,2007,75.64847
tun,2008,75.96067
tun,2009,76.26989
tun,2010,76.57593
tun,2011,76.87921
tun,2012,77.17956
tun,2013,77.47659
tun,2014,77.77091
tun,2015,78.06378
tun,2016,78.35491
tun,2017,78.60573
tun,2018,78.83515
tun,2019,79.06204
tun,2020,79.28615
uga,2000,2.33117
uga,2001,2.83764
uga,2002,3.36519
uga,2003,3.91403
uga,2004,4.48453
uga,2005,5.0761
uga,2006,5.68988
uga,2007,6.32543
uga,2008,6.98336
uga,2009,7.66337
uga,2010,8.36608
uga,2011,9.0914
uga,2012,9.83976
uga,2013,10.61045
uga,2014,11.40473
uga,2015,12.22216
uga,2016,13.06224
uga,2017,13.92502
uga,2018,14.80988
uga,2019,15.71784
uga,2020,16.64791
ukr,2000,66.5114
ukr,2001,66.54422
ukr,2002,66.6305
ukr,2003,66.75463
ukr,2004,69.37723
ukr,2005,71.99931
ukr,2006,74.59264
ukr,2007,77.16725
ukr,2008,79.72355
ukr,2009,82.26097
ukr,2010,84.76335
ukr,2011,87.26281
ukr,2012,89.28508
ukr,2013,88.98134
ukr,2014,88.67622
ukr,2015,88.74271
ukr,2016,88.80873
ukr,2017,88.87429
ukr,2018,88.9393
ukr,2019,88.95687
ukr,2020,89.02048
usa,2005,95.23581
usa,2006,95.24583
usa,2007,95.25578
usa,2008,95.26568
usa,2009,95.27552
usa,2010,95.46778
usa,2011,95.65915
usa,2012,95.8494
usa,2013,96.03857
usa,2014,96.22654
usa,2015,96.41327
usa,2016,96.59864
usa,2017,96.78265
usa,2018,96.96519
usa,2019,97.14624
usa,2020,97.32572
uzb,2000,56.34099
uzb,2001,56.48318
uzb,2002,56.62722
uzb,2003,56.77268
uzb,2004,56.91915
uzb,2005,57.06669
uzb,2006,57.21596
uzb,2007,57.36649
uzb,2008,57.51839
uzb,2009,57.93076
uzb,2010,58.34314
uzb,2011,58.59512
uzb,2012,58.68502
uzb,2013,58.77502
uzb,2014,58.83591
uzb,2015,58.85883
uzb,2016,58.88147
uzb,2017,58.90381
uzb,2018,58.86418
uzb,2019,58.83942
uzb,2020,58.83006
vir,2000,97.58309
vir,2001,97.6125
vir,2002,97.64191
vir,2003,97.67132
vir,2004,97.70073
vir,2005,97.73014
vir,2006,97.75955
vir,2007,97.78896
vir,2008,97.81837
vir,2009,97.84778
vir,2010,97.87719
vir,2011,97.9066
vir,2012,97.93602
vir,2013,97.93601
vir,2014,97.936
vir,2015,97.936
vir,2016,97.93599
vir,2017,97.93599
vir,2018,97.93599
vir,2019,97.93599
vir,2020,97.93599
wsm,2000,44.69388
wsm,2001,44.69204
wsm,2002,44.69461
wsm,2003,44.69952
wsm,2004,44.70439
wsm,2005,44.82561
wsm,2006,44.94565
wsm,2007,45.0645
wsm,2008,45.18218
wsm,2009,45.29878
wsm,2010,45.4143
wsm,2011,45.52876
wsm,2012,45.64218
wsm,2013,45.75448
wsm,2014,45.86566
wsm,2015,45.97572
wsm,2016,46.08468
wsm,2017,46.18011
wsm,2018,46.23188
wsm,2019,46.23012
wsm,2020,46.22855
zwe,2000,32.86809
zwe,2001,33.06438
zwe,2002,33.24052
zwe,2003,33.16834
zwe,2004,33.05833
zwe,2005,32.81155
zwe,2006,32.56444
zwe,2007,32.31752
zwe,2008,32.07028
zwe,2009,31.82325
zwe,2010,31.57592
zwe,2011,31.32881
zwe,2012,31.08143
zwe,2013,30.83428
zwe,2014,30.60195
zwe,2015,30.38518
zwe,2016,30.18368
zwe,2017,29.99768
zwe,2018,29.82791
zwe,2019,29.67357
zwe,2020,29.53589
