geo,time,se_sec_nenr_ma
tuv,2018,62.48507
tza,2016,23.69634
tza,2017,24.10939
tza,2018,25.79293
uga,2002,17.41507
uga,2004,16.78376
uga,2007,21.22792
uga,2008,23.74499
ukr,2000,91.51015
ukr,2001,93.43614
ukr,2002,89.53302
ukr,2003,90.26752
ukr,2004,89.57403
ukr,2005,88.05184
ukr,2006,86.29403
ukr,2007,86.21159
ukr,2008,85.92087
ukr,2009,85.3611
ukr,2010,85.74998
ukr,2011,84.15341
ukr,2012,84.32673
ukr,2013,84.90403
ukr,2014,85.29221
ury,2007,64.31149
ury,2008,66.06683
ury,2009,67.05381
ury,2011,69.36807
ury,2012,70.71139
ury,2014,73.59546
ury,2015,78.40613
ury,2016,80.21581
ury,2017,85.42257
usa,2005,88.05048
usa,2010,87.62882
usa,2011,89.06161
usa,2012,88.32107
usa,2013,88.8673
usa,2014,88.70675
usa,2015,89.93936
usa,2016,92.18887
usa,2017,91.88962
uzb,2010,86.13719
uzb,2011,86.94141
uzb,2012,88.65666
uzb,2013,88.91731
uzb,2014,88.34209
uzb,2015,89.11628
uzb,2016,90.32672
uzb,2017,91.34043
vct,1984,30.12834
vct,2000,57.61623
vct,2001,62.65268
vct,2002,66.45625
vct,2003,68.91459
vct,2004,72.08423
vct,2005,63.45805
vct,2008,86.08065
vct,2009,85.79662
vct,2010,83.31175
vct,2013,84.71761
vct,2014,86.26275
vct,2015,78.45248
vct,2016,87.44376
vct,2017,88.84504
vct,2018,87.44717
ven,1971,23.6455
ven,1972,25.7878
ven,1999,43.44936
ven,2000,46.69309
ven,2001,50.29946
ven,2002,52.82522
ven,2003,54.57474
ven,2004,57.02298
ven,2005,58.8284
ven,2006,62.24543
ven,2007,64.54108
ven,2008,66.01777
ven,2009,67.97699
ven,2010,68.17434
ven,2011,69.26989
ven,2012,71.64773
ven,2013,71.91605
ven,2014,72.0409
ven,2015,72.00123
ven,2016,70.70959
ven,2017,69.83931
vgb,1985,51.64179
vgb,1992,59.41358
vgb,1994,64.74719
vgb,1999,78.27815
vgb,2000,75
vgb,2001,78.41191
vgb,2011,77.08978
vgb,2012,77.21022
vgb,2013,74.78673
vgb,2014,74.26199
vgb,2015,76.08696
vgb,2016,72.80859
vgb,2017,64.48184
vut,1989,15.12934
vut,1991,18.15211
vut,1999,31.59511
vut,2000,31.15345
vut,2001,35.81702
vut,2002,39.02378
vut,2003,41.49319
vut,2004,43.41665
vut,2010,50.72122
vut,2015,48.12172
wsm,1995,37.96691
wsm,1998,64.51416
wsm,1999,67.57514
wsm,2000,60.48597
wsm,2001,61.64063
wsm,2009,74.3348
wsm,2010,75.9382
wsm,2011,75.76529
wsm,2012,77.75498
wsm,2014,81.18792
wsm,2015,81.60904
wsm,2016,81.59628
yem,1999,47.60886
yem,2010,48.59092
yem,2012,50.70186
yem,2013,51.26798
yem,2016,54.71941
zaf,1994,46.23425
zaf,1999,55.76935
zaf,2000,55.33833
zaf,2001,56.33648
zaf,2002,58.89719
zaf,2003,60.49959
zaf,2004,62.01924
zaf,2005,63.2598
zaf,2015,91.20397
zaf,2017,65.42324
zwe,1999,44.51749
zwe,2000,44.75129
zwe,2001,45.72983
zwe,2002,43.78683
zwe,2003,39.19233
zwe,2012,48.38675
zwe,2013,48.96004
