geo,time,iq_sci_prdc
mli,2004,76.66667
mli,2005,83.33333
mli,2006,86.66667
mli,2007,83.33333
mli,2008,83.33333
mli,2009,90
mli,2010,90
mli,2011,90
mli,2012,90
mli,2013,93.33333
mli,2014,90
mli,2015,86.6667
mli,2016,86.6667
mli,2017,86.6667
mli,2018,93.3334
mli,2019,93.3334
mli,2020,90
mmr,2004,80
mmr,2005,86.66667
mmr,2006,83.33333
mmr,2007,83.33333
mmr,2008,83.33333
mmr,2009,76.66667
mmr,2010,76.66667
mmr,2011,73.33333
mmr,2012,76.66667
mmr,2013,70
mmr,2014,70
mmr,2015,66.6666
mmr,2016,66.6666
mmr,2017,73.3332
mmr,2018,76.6666
mmr,2019,83.3334
mmr,2020,83.3334
mne,2004,60
mne,2005,36.67
mne,2006,40
mne,2007,43.33333
mne,2008,50
mne,2009,60
mne,2010,63.33333
mne,2011,63.33333
mne,2012,73.33333
mne,2013,76.66667
mne,2014,76.66667
mne,2015,76.6667
mne,2016,76.6667
mne,2017,90.0001
mne,2018,90.0001
mne,2019,86.6667
mne,2020,86.6667
mng,2004,86.66667
mng,2005,86.66667
mng,2006,86.66667
mng,2007,90
mng,2008,90
mng,2009,86.66667
mng,2010,83.33333
mng,2011,83.33333
mng,2012,83.33333
mng,2013,80
mng,2014,80
mng,2015,63.3333
mng,2016,86.6666
mng,2017,86.6666
mng,2018,83.3333
mng,2019,83.3334
mng,2020,86.6667
moz,2004,83.33333
moz,2005,80
moz,2006,80
moz,2007,86.66667
moz,2008,86.66667
moz,2009,86.66667
moz,2010,86.66667
moz,2011,86.66667
moz,2012,93.33333
moz,2013,93.33333
moz,2014,93.33333
moz,2015,96.6667
moz,2016,93.3333
moz,2017,86.6667
moz,2018,83.3335
moz,2019,83.3335
moz,2020,86.6668
mrt,2004,86.66667
mrt,2005,83.33333
mrt,2006,83.33333
mrt,2007,83.33333
mrt,2008,83.33333
mrt,2009,86.66667
mrt,2010,86.66667
mrt,2011,90
mrt,2012,90
mrt,2013,90
mrt,2014,76.66667
mrt,2015,90.0001
mrt,2016,86.6668
mrt,2017,90.0001
mrt,2018,93.3334
mrt,2019,93.3334
mrt,2020,93.3334
mus,2004,70
mus,2005,63.33333
mus,2006,63.33333
mus,2007,63.33333
mus,2008,63.33333
mus,2009,60
mus,2010,60
mus,2011,60
mus,2012,60
mus,2013,56.66667
mus,2014,76.66667
mus,2015,80.0001
mus,2016,83.3334
mus,2017,76.6667
mus,2018,86.6667
mus,2019,86.6667
mus,2020,86.6667
mwi,2004,83.33333
mwi,2005,83.33333
mwi,2006,83.33333
mwi,2007,86.66667
mwi,2008,90
mwi,2009,90
mwi,2010,96.66667
mwi,2011,93.33333
mwi,2012,93.33333
mwi,2013,96.66667
mwi,2014,96.66667
mwi,2015,96.6667
mwi,2016,93.3334
mwi,2017,93.3334
mwi,2018,93.3334
mwi,2019,90
mwi,2020,90
mys,2004,96.66667
mys,2005,96.66667
mys,2006,93.33333
mys,2007,93.33333
mys,2008,90
mys,2009,83.33333
mys,2010,80
mys,2011,80
mys,2012,70
mys,2013,73.33333
mys,2014,73.33333
mys,2015,73.3333
mys,2016,83.3333
mys,2017,93.3333
mys,2018,96.6667
mys,2019,96.6667
mys,2020,90.0001
nam,2004,86.66667
nam,2005,86.66667
nam,2006,80
nam,2007,76.66667
nam,2008,80
nam,2009,80
nam,2010,76.66667
nam,2011,83.33333
nam,2012,80
nam,2013,73.33333
nam,2014,66.66667
nam,2015,73.3334
nam,2016,76.6668
nam,2017,70
nam,2018,70.0001
nam,2019,70.0001
nam,2020,73.3334
ner,2004,93.33333
ner,2005,96.66667
ner,2006,86.66667
ner,2007,86.66667
ner,2008,83.33333
ner,2009,86.66667
ner,2010,93.33333
ner,2011,93.33333
ner,2012,90
ner,2013,86.66667
ner,2014,83.33333
ner,2015,93.3334
ner,2016,93.3334
ner,2017,96.6667
ner,2018,93.3334
ner,2019,93.3334
ner,2020,86.6667
nga,2004,73.33333
nga,2005,70
nga,2006,73.33333
nga,2007,80
nga,2008,83.33333
nga,2009,80
nga,2010,86.66667
nga,2011,90
nga,2012,93.33333
nga,2013,86.66667
nga,2014,86.66667
nga,2015,83.3333
nga,2016,83.3333
nga,2017,80
nga,2018,80
nga,2019,80
nga,2020,80
nic,2004,86.66667
nic,2005,100
nic,2006,100
nic,2007,90
nic,2008,90
nic,2009,96.66667
nic,2010,96.66667
nic,2011,93.33333
nic,2012,86.66667
nic,2013,86.66667
nic,2014,76.66667
nic,2015,80
nic,2016,80
nic,2017,76.6667
nic,2018,76.6667
nic,2019,73.3334
nic,2020,70
npl,2004,86.66667
npl,2005,86.66667
npl,2006,90
npl,2007,83.33333
npl,2008,83.33333
npl,2009,73.33333
npl,2010,73.33333
npl,2011,70
npl,2012,70
npl,2013,73.33333
npl,2014,86.66667
npl,2015,86.6667
npl,2016,90.0001
npl,2017,90
npl,2018,93.3333
npl,2019,93.3333
npl,2020,86.6667
nru,2017,0
nru,2018,10
nru,2019,10
nru,2020,53.3332
pak,2004,80
pak,2005,80
pak,2006,83.33333
pak,2007,86.66667
pak,2008,83.33333
pak,2009,90
pak,2010,90
pak,2011,93.33333
pak,2012,93.33333
pak,2013,93.33333
pak,2014,93.33333
pak,2015,96.6667
pak,2016,96.6667
pak,2017,96.6667
pak,2018,93.3334
pak,2019,93.3334
pak,2020,96.6667
pan,2004,86.66667
pan,2005,86.66667
pan,2006,86.66667
pan,2007,90
pan,2008,90
pan,2009,90
pan,2010,96.66667
pan,2011,93.33333
pan,2012,96.66667
pan,2013,96.66667
pan,2014,96.66667
pan,2015,96.6667
pan,2016,90.0001
pan,2017,86.6667
pan,2018,86.6667
pan,2019,90
pan,2020,73.3333
per,2004,100
per,2005,93.33333
per,2006,90
per,2007,86.66667
per,2008,90
per,2009,93.33333
per,2010,93.33333
per,2011,93.33333
per,2012,100
per,2013,96.66667
per,2014,96.66667
per,2015,100
per,2016,100
per,2017,100
per,2018,100
per,2019,100
per,2020,100
phl,2004,93.33333
phl,2005,90
phl,2006,90
phl,2007,96.66667
phl,2008,96.66667
phl,2009,96.66667
phl,2010,96.66667
phl,2011,96.66667
phl,2012,90
phl,2013,93.33333
phl,2014,73.33333
phl,2015,86.6666
phl,2016,86.6666
phl,2017,86.6666
phl,2018,93.3334
phl,2019,93.3334
phl,2020,96.6667
plw,2005,50
plw,2006,53.33333
plw,2007,53.33333
plw,2008,53.33333
plw,2009,53.33333
plw,2010,53.33333
plw,2011,50
plw,2012,50
plw,2013,50
plw,2014,50
plw,2015,56.6666
plw,2016,56.6666
plw,2017,56.6666
plw,2018,56.6666
plw,2019,56.6666
plw,2020,56.6666
png,2004,70
png,2005,66.66667
png,2006,66.66667
png,2007,63.33333
png,2008,63.33333
png,2009,66.66667
png,2010,63.33333
png,2011,63.33333
png,2012,63.33333
png,2013,63.33333
png,2014,70
png,2015,66.6667
png,2016,70
png,2017,70
png,2018,69.9999
png,2019,66.6665
png,2020,66.6665
pol,2004,80
pol,2005,80
pol,2006,80
pol,2007,80
pol,2008,80
pol,2009,80
pol,2010,76.66667
pol,2011,76.66667
pol,2012,76.66667
pol,2013,73.33333
pol,2014,66.66667
pol,2015,86.6667
pol,2016,73.3334
pol,2017,73.3334
pol,2018,76.6667
pol,2019,76.6667
pol,2020,76.6667
pry,2004,86.66667
pry,2005,86.66667
pry,2006,86.66667
pry,2007,86.66667
pry,2008,90
pry,2009,93.33333
pry,2010,90
pry,2011,90
pry,2012,90
pry,2013,83.33333
pry,2014,83.33333
pry,2015,86.6667
pry,2016,90.0001
pry,2017,83.3333
pry,2018,83.3333
pry,2019,76.6667
pry,2020,76.6667
pse,2009,60
pse,2010,56.66667
pse,2011,63.33333
pse,2012,63.33333
pse,2013,70
pse,2014,66.66667
pse,2015,80
pse,2016,80
pse,2017,80
pse,2018,80
pse,2019,80
pse,2020,73.3334
rou,2004,96.66667
rou,2005,100
rou,2006,100
rou,2007,100
rou,2008,100
rou,2009,96.66667
rou,2010,96.66667
rou,2011,96.66667
rou,2012,96.66667
rou,2013,90
rou,2014,93.33333
rou,2015,76.6667
rou,2016,73.3334
rou,2017,83.3334
rou,2018,83.3334
rou,2019,76.6666
rou,2020,83.3334
rus,2004,66.66667
rus,2005,73.33333
rus,2006,70
rus,2007,70
rus,2008,70
rus,2009,73.33333
rus,2010,73.33333
rus,2011,80
rus,2012,76.66667
rus,2013,76.66667
rus,2014,73.33333
rus,2015,73.3334
rus,2016,73.3334
rus,2017,80
rus,2018,80
rus,2019,76.6667
rus,2020,76.6667
rwa,2004,83.33333
rwa,2005,90
rwa,2006,83.33333
rwa,2007,80
rwa,2008,80
rwa,2009,83.33333
rwa,2010,83.33333
rwa,2011,83.33333
rwa,2012,90
rwa,2013,90
rwa,2014,86.66667
rwa,2015,90.0001
rwa,2016,90.0001
rwa,2017,93.3334
rwa,2018,96.6667
rwa,2019,96.6667
rwa,2020,100
sdn,2004,66.66667
sdn,2005,73.33333
sdn,2006,70
sdn,2007,70
sdn,2008,66.66667
sdn,2009,66.66667
sdn,2010,73.33333
sdn,2011,73.33333
sdn,2012,70
sdn,2013,70
sdn,2014,60
sdn,2015,73.3333
sdn,2016,80.0001
sdn,2017,80
sdn,2018,93.3333
sdn,2019,93.3333
sdn,2020,83.3335
sen,2004,96.66667
sen,2005,90
sen,2006,90
sen,2007,93.33333
sen,2008,86.66667
sen,2009,90
sen,2010,90
sen,2011,90
sen,2012,90
sen,2013,93.33333
sen,2014,90
sen,2015,86.6667
sen,2016,86.6667
sen,2017,90
sen,2018,93.3334
sen,2019,90
sen,2020,79.9999
slb,2005,53.33333
slb,2006,53.33333
slb,2007,53.33333
slb,2008,50
slb,2009,50
slb,2010,50
slb,2011,56.66667
slb,2012,56.66667
slb,2013,50
slb,2014,60
slb,2015,56.6666
slb,2016,66.6666
slb,2017,66.6666
slb,2018,73.3334
slb,2019,66.6667
slb,2020,66.6667
sle,2004,50
sle,2005,60
sle,2006,60
sle,2007,63.33333
sle,2008,60
sle,2009,66.66667
sle,2010,66.66667
sle,2011,66.66667
sle,2012,73.33333
sle,2013,76.66667
sle,2014,76.66667
sle,2015,90.0001
sle,2016,90.0001
sle,2017,86.6667
sle,2018,86.6667
sle,2019,86.6667
sle,2020,90.0001
slv,2004,93.33333
slv,2005,93.33333
slv,2006,93.33333
slv,2007,93.33333
slv,2008,93.33333
slv,2009,93.33333
slv,2010,93.33333
slv,2011,93.33333
slv,2012,93.33333
slv,2013,93.33333
slv,2014,93.33333
slv,2015,93.3334
slv,2016,96.6667
slv,2017,96.6667
slv,2018,96.6667
slv,2019,96.6667
slv,2020,96.6667
som,2004,46.66667
som,2005,46.66667
som,2006,50
som,2007,50
som,2008,50
som,2009,53.33333
som,2010,60
som,2011,60
som,2012,60
som,2013,53.33333
som,2014,50
som,2015,50
som,2016,50
som,2017,50
som,2018,50
som,2019,50
som,2020,43.3333
srb,2004,60
srb,2005,66.66
srb,2006,73.33
srb,2007,76.66
srb,2008,76.66
srb,2009,86.66
srb,2010,86.66
srb,2011,90
srb,2012,90
srb,2013,93.33333
srb,2014,97
srb,2015,90
srb,2016,90
srb,2017,100
srb,2018,100
srb,2019,96.6667
srb,2020,96.6667
ssd,2013,28.33333
ssd,2014,38.33333
ssd,2015,53.3334
ssd,2016,53.3334
ssd,2017,70
ssd,2018,66.6667
ssd,2019,66.6667
ssd,2020,59.9999
stp,2005,63.33333
stp,2006,63.33333
stp,2007,70
stp,2008,70
stp,2009,76.66667
stp,2010,83.33333
stp,2011,83.33333
stp,2012,90
stp,2013,90
stp,2014,86.66667
stp,2015,86.6667
stp,2016,70.0001
stp,2017,80
stp,2018,80
stp,2019,80
stp,2020,73.3335
sur,2005,70
sur,2006,73.33333
sur,2007,76.66667
sur,2008,76.66667
sur,2009,80
sur,2010,83.33333
sur,2011,90
sur,2012,83.33333
sur,2013,80
sur,2014,80
sur,2015,76.6668
sur,2016,76.6667
sur,2017,86.6667
sur,2018,83.3334
sur,2019,83.3334
sur,2020,73.3333
svk,2004,86.66667
svk,2005,86.66667
svk,2006,83.33333
svk,2007,83.33333
svk,2008,86.66667
svk,2009,90
svk,2010,90
svk,2011,90
svk,2012,90
svk,2013,90
svk,2014,80
svk,2015,90
svk,2016,80
swz,2004,86.66667
swz,2005,86.66667
swz,2006,90
swz,2007,90
swz,2008,83.33333
swz,2009,83.33333
swz,2010,83.33333
swz,2011,83.33333
swz,2012,86.66667
swz,2013,90
swz,2014,90
swz,2015,86.6667
swz,2016,86.6667
swz,2017,86.6667
swz,2018,93.3333
swz,2019,90
swz,2020,93.3334
syc,2005,63.33333
syc,2006,63.33333
syc,2007,63.33333
syc,2008,56.66667
syc,2009,56.66667
syc,2010,56.66667
syc,2011,60
syc,2012,60
syc,2013,66.66667
syc,2014,56.66667
syc,2015,56.6666
syc,2016,59.9999
syc,2017,76.6666
syc,2018,76.6666
syc,2019,76.6666
syc,2020,76.6666
syr,2004,73.33333
syr,2005,73.33333
syr,2006,73.33333
syr,2007,70
syr,2008,76.66667
syr,2009,73.33333
syr,2010,80
syr,2011,80
syr,2012,76.66667
syr,2013,80
syr,2014,73.33333
syr,2015,83.3333
syr,2016,63.3334
syr,2017,66.6667
syr,2018,60
syr,2019,60
syr,2020,46.6666
tcd,2004,80
tcd,2005,83.33333
tcd,2006,83.33333
tcd,2007,86.66667
tcd,2008,93.33333
tcd,2009,90
tcd,2010,90
tcd,2011,83.33333
tcd,2012,83.33333
tcd,2013,80
tcd,2014,80
tcd,2015,86.6668
tcd,2016,83.3335
tcd,2017,76.6667
tcd,2018,83.3334
tcd,2019,80.0001
tcd,2020,83.3334
tgo,2004,76.66667
tgo,2005,80
tgo,2006,80
tgo,2007,83.33333
tgo,2008,83.33333
tgo,2009,83.33333
tgo,2010,83.33333
tgo,2011,83.33333
tgo,2012,80
tgo,2013,80
tgo,2014,83.33333
tgo,2015,86.6667
tgo,2016,86.6667
tgo,2017,90
tgo,2018,90
tgo,2019,93.3333
tgo,2020,83.3334
tha,2004,76.66667
tha,2005,76.66667
tha,2006,76.66667
tha,2007,73.33333
tha,2008,73.33333
tha,2009,70
tha,2010,80
tha,2011,80
tha,2012,76.66667
tha,2013,80
tha,2014,80
tha,2015,86.6667
tha,2016,86.6667
tha,2017,90
tha,2018,86.6667
tha,2019,90
tha,2020,90
tjk,2004,76.66667
tjk,2005,83.33333
tjk,2006,83.33333
tjk,2007,86.66667
tjk,2008,90
tjk,2009,93.33333
tjk,2010,93.33333
tjk,2011,96.66667
tjk,2012,96.66667
tjk,2013,96.66667
tjk,2014,96.66667
tjk,2015,93.3334
tjk,2016,93.3334
tjk,2017,93.3334
tjk,2018,90
tjk,2019,90
tjk,2020,86.6667
tkm,2004,56.66667
tkm,2005,56.66667
tkm,2006,60
tkm,2007,56.66667
tkm,2008,56.66667
tkm,2009,56.66667
tkm,2010,56.66667
tkm,2011,56.66667
tkm,2012,53.33333
tkm,2013,50
tkm,2014,50
tkm,2015,40
tkm,2016,43.3333
tkm,2017,46.6666
tkm,2018,53.3333
tkm,2019,53.3333
tkm,2020,43.3333
tls,2005,26.66667
tls,2006,36.66667
tls,2007,46.66667
tls,2008,56.66667
tls,2009,56.66667
tls,2010,66.66667
tls,2011,66.66667
tls,2012,70
tls,2013,70
tls,2014,73.33333
tls,2015,76.6667
tls,2016,80
tls,2017,73.3333
tls,2018,83.3334
tls,2019,83.3334
tls,2020,93.3334
ton,2005,60
ton,2006,56.66667
ton,2007,60
ton,2008,63.33333
ton,2009,56.66667
ton,2010,56.66667
ton,2011,56.66667
ton,2012,56.66667
ton,2013,50
ton,2014,60
ton,2015,63.3333
ton,2016,66.6666
ton,2017,66.6666
ton,2018,70
ton,2019,70
ton,2020,63.3333
tto,2004,80
tto,2005,83.33333
tto,2006,80
tto,2007,76.66667
tto,2008,76.66667
tto,2009,73.33333
tto,2010,73.33333
tto,2011,73.33333
tto,2012,73.33333
tto,2013,70
tto,2014,66.66667
tto,2015,50
tto,2016,63.3333
tto,2017,60
tto,2018,53.3333
tto,2019,53.3333
tto,2020,63.3333
tun,2004,86.66667
tun,2005,93.33333
tun,2006,90
tun,2007,90
tun,2008,83.33333
tun,2009,80
tun,2010,86.66667
tun,2011,83.33333
tun,2012,83.33333
tun,2013,80
tun,2014,76.66667
tun,2015,80.0002
tun,2016,80.0001
tun,2017,76.6667
tun,2018,80.0001
tun,2019,83.3334
tun,2020,76.6667
tur,2004,76.66667
tur,2005,83.33333
tur,2006,90
tur,2007,86.66667
tur,2008,93.33333
tur,2009,90
tur,2010,93.33333
tur,2011,96.66667
tur,2012,93.33333
tur,2013,86.66667
tur,2014,83.33333
tur,2015,86.6667
tur,2016,83.3334
tur,2017,86.6667
tur,2018,83.3334
tur,2019,83.3334
tur,2020,83.3334
tuv,2013,50
tuv,2014,50
tuv,2015,53.3333
tuv,2016,49.9999
tuv,2017,56.6665
tuv,2018,63.3333
tuv,2019,63.3333
tuv,2020,63.3333
tza,2004,83.33333
tza,2005,80
tza,2006,73.33333
tza,2007,73.33333
tza,2008,76.66667
tza,2009,80
tza,2010,73.33333
tza,2011,76.66667
tza,2012,76.66667
tza,2013,76.66667
tza,2014,76.66667
tza,2015,86.6668
tza,2016,90.0001
tza,2017,83.3333
tza,2018,90.0001
tza,2019,86.6667
tza,2020,90
uga,2004,80
uga,2005,86.66667
uga,2006,90
uga,2007,93.33333
uga,2008,86.66667
uga,2009,86.66667
uga,2010,90
uga,2011,90
uga,2012,83.33333
uga,2013,90
uga,2014,83.33333
uga,2015,86.6668
uga,2016,86.6668
uga,2017,83.3334
uga,2018,83.3334
uga,2019,83.3334
uga,2020,83.3334
ukr,2004,90
ukr,2005,90
ukr,2006,93.33333
ukr,2007,93.33333
ukr,2008,93.33333
ukr,2009,93.33333
ukr,2010,93.33333
ukr,2011,96.66667
ukr,2012,96.66667
ukr,2013,93.33333
ukr,2014,93.33333
ukr,2015,93.3333
ukr,2016,90
ukr,2017,83.3334
ukr,2018,83.3334
ukr,2019,76.6666
ukr,2020,76.6666
ury,2004,86.66667
ury,2005,86.66667
ury,2006,90
ury,2007,90
ury,2008,96.66667
ury,2009,96.66667
ury,2010,96.66667
ury,2011,93.33333
ury,2012,93.33333
ury,2013,86.66667
ury,2014,90
ury,2015,86.6666
ury,2016,86.6666
ury,2017,86.6666
ury,2018,83.3334
ury,2019,83.3334
ury,2020,80
uzb,2004,63.33333
uzb,2005,70
uzb,2006,73.33333
uzb,2007,73.33333
uzb,2008,73.33333
uzb,2009,73.33333
uzb,2010,73.33333
uzb,2011,73.33333
uzb,2012,73.33333
uzb,2013,73.33333
uzb,2014,73.33333
uzb,2015,73.3334
uzb,2016,66.6665
uzb,2017,73.3333
uzb,2018,83.3333
uzb,2019,83.3333
uzb,2020,83.3333
vct,2005,60
vct,2006,66.66667
vct,2007,66.66667
vct,2008,63.33333
vct,2009,63.33333
vct,2010,63.33333
vct,2011,60
vct,2012,60
vct,2013,60
vct,2014,66.66667
vct,2015,66.6667
vct,2016,70
vct,2017,70
vct,2018,70
vct,2019,70
vct,2020,70
ven,2004,90
ven,2005,96.66667
ven,2006,96.66667
ven,2007,100
ven,2008,100
ven,2009,100
ven,2010,100
ven,2011,96.66667
ven,2012,93.33333
ven,2013,90
ven,2014,93.33333
ven,2015,96.6667
ven,2016,96.6667
ven,2017,96.6667
ven,2018,86.6667
ven,2019,83.3333
ven,2020,76.6667
vnm,2004,83.33333
vnm,2005,83.33333
vnm,2006,86.66667
vnm,2007,83.33333
vnm,2008,86.66667
vnm,2009,86.66667
vnm,2010,83.33333
vnm,2011,83.33333
vnm,2012,83.33333
vnm,2013,83.33333
vnm,2014,80
vnm,2015,86.6667
vnm,2016,86.6667
vnm,2017,90
vnm,2018,90
vnm,2019,86.6667
vnm,2020,83.3334
vut,2005,73.33333
vut,2006,73.33333
vut,2007,66.66667
vut,2008,66.66667
vut,2009,60
vut,2010,56.66667
vut,2011,60
vut,2012,63.33333
vut,2013,60
vut,2014,60
vut,2015,56.6667
vut,2016,60
vut,2017,66.6666
vut,2018,66.6666
vut,2019,66.6666
vut,2020,60
wsm,2005,66.66667
wsm,2006,66.66667
wsm,2007,60
wsm,2008,63.33333
wsm,2009,60
wsm,2010,56.66667
wsm,2011,56.66667
wsm,2012,53.33333
wsm,2013,60
wsm,2014,60
wsm,2015,60.0001
wsm,2016,63.3334
wsm,2017,63.3334
wsm,2018,70.0001
wsm,2019,70.0001
wsm,2020,73.3334
yem,2004,80
yem,2005,80
yem,2006,76.66667
yem,2007,86.66667
yem,2008,83.33333
yem,2009,86.66667
yem,2010,86.66667
yem,2011,73.33333
yem,2012,70
yem,2013,76.66667
yem,2014,76.66667
yem,2015,76.6668
yem,2016,73.3335
yem,2017,83.3334
yem,2018,86.6668
yem,2019,76.6666
yem,2020,73.3333
zaf,2004,90
zaf,2005,90
zaf,2006,90
zaf,2007,93.33333
zaf,2008,90
zaf,2009,83.33333
zaf,2010,86.66667
zaf,2011,83.33333
zaf,2012,76.66667
zaf,2013,80
zaf,2014,73.33333
zaf,2015,83.3333
zaf,2016,86.6667
zaf,2017,76.6667
zaf,2018,86.6667
zaf,2019,86.6667
zaf,2020,93.3334
zmb,2004,86.66667
zmb,2005,86.66667
zmb,2006,86.66667
zmb,2007,86.66667
zmb,2008,86.66667
zmb,2009,86.66667
zmb,2010,83.33333
zmb,2011,90
zmb,2012,86.66667
zmb,2013,80
zmb,2014,80
zmb,2015,80.0001
zmb,2016,80.0001
zmb,2017,76.6667
zmb,2018,76.6667
zmb,2019,76.6667
zmb,2020,70.0001
zwe,2004,63.33333
zwe,2005,63.33333
zwe,2006,63.33333
zwe,2007,63.33333
zwe,2008,56.66667
zwe,2009,60
zwe,2010,63.33333
zwe,2011,63.33333
zwe,2012,60
zwe,2013,63.33333
zwe,2014,63.33333
zwe,2015,76.6666
zwe,2016,76.6666
zwe,2017,79.9999
zwe,2018,79.9999
zwe,2019,79.9999
zwe,2020,76.6667
