geo,time,se_sec_nenr
irl,2007,94.91267
irl,2008,94.53881
irl,2009,95.8761
irl,2010,96.66345
irl,2012,98.01034
irl,2014,98.07109
irl,2015,98.10531
irl,2016,98.14067
irl,2017,98.6613
irn,2009,77.81298
irn,2010,76.34191
irn,2011,78.61445
irn,2012,80.44597
irn,2013,77.67467
irn,2014,77.8726
irn,2016,80.17273
irn,2017,81.37533
irq,1975,25.77166
irq,1976,26.26112
irq,1977,28.62355
irq,1978,34.34707
irq,1979,39.67244
irq,1980,43.18319
irq,1981,43.72145
irq,1982,45.07588
irq,1985,40.53301
irq,1987,40.59831
irq,1988,39.2585
irq,1989,38.54725
irq,1993,35.21856
irq,1999,30.64769
irq,2000,32.53811
irq,2003,35.89668
irq,2004,40.46964
irq,2007,45.16146
isl,1977,72.23603
isl,1998,85.79953
isl,1999,83.655
isl,2000,82.06997
isl,2001,81.97875
isl,2002,85.12872
isl,2003,87.53701
isl,2004,89.68152
isl,2005,90.58223
isl,2006,90.6513
isl,2007,89.86835
isl,2008,88.94186
isl,2009,87.03614
isl,2010,87.88673
isl,2011,86.83565
isl,2012,87.162
isl,2013,87.4513
isl,2014,88.68837
isl,2015,89.73447
isl,2016,89.98944
isl,2017,91.2734
isr,1999,97.14253
isr,2000,99.02572
isr,2001,99.53564
isr,2002,99.61155
isr,2003,99.65913
isr,2004,99.91164
isr,2005,99.77489
isr,2006,99.74114
isr,2007,99.38521
isr,2008,98.6916
isr,2009,98.56833
isr,2010,98.33685
isr,2011,98.45622
isr,2012,98.49454
isr,2013,98.61948
isr,2014,98.74113
isr,2015,98.99156
isr,2016,98.58078
isr,2017,98.63822
ita,1999,85.169
ita,2000,86.75838
ita,2001,88.25124
ita,2002,90.55396
ita,2003,91.21779
ita,2004,92.39098
ita,2005,92.36553
ita,2006,93.35992
ita,2007,92.96982
ita,2008,95.20962
ita,2009,95.03722
ita,2010,96.34992
ita,2011,94.32707
ita,2012,93.97184
ita,2013,95.33671
ita,2014,95.40623
ita,2015,95.55489
ita,2016,95.07944
ita,2017,94.66346
jam,1975,55.32495
jam,1976,57.82786
jam,1977,59.18727
jam,1981,64.41112
jam,1983,61.58163
jam,1984,59.63479
jam,1985,60.48277
jam,1986,58.11748
jam,1999,81.20214
jam,2000,76.31857
jam,2001,75.43941
jam,2002,75.81995
jam,2003,75.90072
jam,2004,80.86763
jam,2005,80.61632
jam,2011,76.80378
jam,2013,72.92916
jam,2014,72.78254
jam,2015,71.87973
jam,2016,72.66633
jam,2017,73.20201
jam,2018,73.96802
jor,1999,74.41884
jor,2000,75.84195
jor,2002,78.92007
jor,2003,79.26423
jor,2004,78.51319
jor,2005,76.04138
jor,2006,79.17424
jor,2008,79.64796
jor,2011,76.60496
jor,2013,70.12235
jor,2014,68.23358
jor,2017,61.90296
jor,2018,62.59678
kaz,2000,88.66677
kaz,2006,94.71818
kaz,2010,92.55572
kaz,2011,92.91494
kaz,2012,93.62616
kaz,2013,93.57774
kaz,2014,96.95453
kaz,2015,98.20578
kaz,2016,98.66864
kaz,2017,99.83544
kaz,2018,99.83695
kaz,2019,99.83989
ken,2000,32.8737
ken,2002,34.25671
ken,2003,35.80986
ken,2004,38.54144
ken,2005,40.25251
ken,2006,41.16133
ken,2007,43.23433
ken,2008,47.81761
ken,2009,47.42096
kgz,2004,82.2807
kgz,2005,80.63642
kgz,2006,80.60553
kgz,2007,80.37718
kgz,2014,80.23971
kgz,2015,80.51887
kgz,2016,82.18479
kgz,2017,83.16127
kgz,2018,84.38733
khm,1998,16.60146
khm,1999,14.87675
khm,2000,15.61553
khm,2001,16.82846
khm,2002,22.25676
khm,2003,26.49652
khm,2004,27.44903
khm,2006,32.26357
khm,2007,35.91496
khm,2008,38.33132
kir,1986,23.34112
kir,2003,68.6703
kir,2004,69.09189
kir,2005,69.13151
kna,1986,66.65002
kna,1988,74.02878
kna,1989,74.49093
kna,1992,78.84069
kna,2000,95.96279
kna,2002,89.66991
kna,2003,86.79782
kna,2004,85.74149
kna,2005,87.2079
kna,2007,90.39366
kna,2008,97.39046
kna,2009,95.77059
kna,2010,96.25154
kna,2011,95.24622
kna,2012,79.1808
kna,2013,97.78965
kna,2014,97.13024
kna,2015,98.37622
kna,2016,98.00256
kor,1971,35.33232
kor,1972,39.14199
kor,1973,42.07355
kor,1974,45.56385
kor,1975,49.32935
kor,1976,53.29621
kor,1977,56.98226
kor,1978,60.16836
kor,1979,63.7847
kor,1980,68.64021
kor,1981,72.88877
kor,1984,80.49847
kor,1985,82.37735
kor,1986,84.68302
kor,1989,84.63785
kor,1991,88.06848
kor,1992,86.85311
kor,1996,95.93705
kor,1997,94.28475
kor,1998,93.84005
kor,1999,93.26666
kor,2000,92.63574
kor,2001,92.98384
kor,2002,92.85815
kor,2003,93.75619
kor,2004,94.51301
kor,2005,95.19021
kor,2006,94.37853
kor,2007,94.14674
kor,2008,93.38299
kor,2009,94.64991
kor,2010,94.90295
kor,2011,95.63541
kor,2012,96.42506
kor,2013,97.76121
kor,2014,98.16688
kor,2015,97.70791
kor,2016,98.14563
kor,2017,98.00711
kwt,1971,53.89117
kwt,1972,53.54469
kwt,1973,53.24587
kwt,1978,68.6232
kwt,1979,69.21718
kwt,1980,71.96876
kwt,1992,47.29107
kwt,1994,66.74448
kwt,1996,91.9655
kwt,1997,89.08834
kwt,1999,81.77246
kwt,2000,82.00457
kwt,2001,82.03189
kwt,2006,88.71929
kwt,2007,88.97308
kwt,2008,87.51241
kwt,2009,84.58073
kwt,2010,87.37731
kwt,2011,86.35335
kwt,2012,86.53257
kwt,2013,85.04221
kwt,2014,83.835
kwt,2015,86.52941
lao,1992,13.9121
lao,1993,14.41288
lao,1994,17.09353
lao,1997,20.72817
lao,1998,22.95058
lao,1999,25.6322
lao,2000,27.41947
lao,2001,28.96552
lao,2002,29.97322
lao,2003,33.31071
lao,2004,34.94459
lao,2005,35.19979
lao,2006,34.41882
lao,2007,35.52986
lao,2008,36.52896
lao,2009,38.11272
lao,2010,39.96589
lao,2011,40.66093
lao,2012,43.58459
lao,2013,47.07239
lao,2014,52.32234
lao,2015,55.82319
lao,2016,58.73341
lao,2017,60.13026
lao,2018,60.0122
lbr,2014,16.961
lbr,2015,15.69147
lby,1971,13.22033
lby,1972,15.95872
lby,1973,20.68498
lby,1974,28.01731
lby,1975,33.17223
lby,1976,41.50767
lby,1977,45.90826
lby,1978,52.13122
lby,1979,55.45254
lby,1980,57.72015
lby,1981,55.33849
lby,1983,58.4499
lca,1999,60.90379
lca,2000,62.29479
lca,2001,60.86982
lca,2002,60.42583
lca,2003,63.7075
lca,2004,62.68135
lca,2005,68.03964
lca,2006,68.6966
lca,2007,76.97758
lca,2008,79.70525
lca,2009,82.4496
lca,2010,82.5328
lca,2011,81.23662
lca,2012,80.93965
lca,2013,80.11243
lca,2015,80.79577
lca,2016,78.60232
lca,2017,80.81903
lca,2018,81.31252
lie,2003,94.00596
lie,2004,91.9797
lie,2008,90.65952
lie,2009,91.82644
lie,2010,91.15397
lie,2011,92.36228
lie,2012,92.11856
lie,2014,91.53872
lie,2015,91.53953
lie,2016,91.20567
lie,2017,85.94145
lka,1986,58.67977
lka,2010,84.03138
lka,2011,85.2998
lka,2017,89.04229
lka,2018,91.03783
lso,1971,4.50091
lso,1973,6.61697
lso,1977,9.66879
lso,1978,9.54373
lso,1979,11.40432
lso,1980,11.89129
lso,1981,12.29596
lso,1982,12.82625
lso,1983,11.39326
lso,1984,11.53595
lso,1985,11.86896
lso,1986,12.18406
lso,1991,13.60304
lso,1992,15.27388
lso,1993,15.98705
lso,1994,14.91292
lso,1996,16.46014
lso,1998,12.3668
lso,1999,16.21034
lso,2000,17.97381
lso,2001,20.04806
lso,2002,20.91766
lso,2003,21.89832
lso,2004,23.20564
lso,2005,25.0859
lso,2006,25.8478
lso,2007,27.23189
lso,2008,29.59115
lso,2009,32.39088
lso,2010,36.12128
lso,2011,38.96832
lso,2012,40.16248
lso,2013,40.63024
lso,2014,40.64296
lso,2015,41.85947
lso,2016,41.35206
ltu,1995,83.08933
ltu,1996,85.24298
ltu,1998,89.39312
ltu,1999,89.18803
ltu,2000,90.95167
ltu,2001,92.71941
ltu,2002,94.48267
ltu,2003,96.39001
ltu,2004,97.50945
ltu,2005,98.60829
ltu,2006,99.64591
ltu,2007,99.30088
ltu,2008,98.24224
ltu,2009,97.24047
ltu,2010,96.98128
ltu,2011,97.30754
ltu,2012,97.04006
ltu,2013,97.46028
ltu,2014,97.59719
ltu,2015,97.50248
ltu,2016,97.52441
ltu,2017,98.42562
lux,1971,44.26315
lux,1972,44.19388
lux,1973,44.37488
lux,1974,44.90214
lux,1975,55.42114
lux,1976,56.31357
lux,1977,57.35547
lux,1978,58.51042
lux,1982,67.68719
lux,1983,68.13755
lux,1984,68.39266
lux,1986,67.4901
lux,1987,66.99335
lux,1988,60.9687
lux,1995,65.99029
lux,1996,69.39835
lux,1997,69.35206
lux,1999,83.9704
lux,2000,83.93834
lux,2001,80.66896
lux,2002,79.99208
lux,2003,80.10576
lux,2004,79.72127
lux,2005,82.97076
lux,2006,83.49789
lux,2007,84.14165
lux,2008,84.99195
lux,2010,86.77192
lux,2011,86.47169
lux,2012,85.92268
lux,2013,85.70984
lux,2014,84.97239
lux,2015,84.43463
lux,2016,84.63978
lux,2017,83.58238
lva,1994,78.85201
lva,2008,91.06387
lva,2009,89.64194
lva,2010,90.3935
lva,2011,91.40143
lva,2012,90.9881
lva,2013,93.35256
lva,2014,92.92582
lva,2015,92.86996
lva,2016,93.58713
lva,2017,93.79965
mac,1990,47.39465
mac,1992,56.34839
mac,1999,65.31127
mac,2000,68.89933
mac,2001,71.12782
mac,2002,70.35038
mac,2003,70.06409
mac,2004,69.70536
mac,2005,69.30647
mac,2006,68.8992
mac,2007,68.66616
mac,2008,68.43152
mac,2009,69.90853
mac,2010,72.4191
mac,2011,74.75342
mac,2012,75.05218
mac,2013,75.33974
mac,2014,76.03664
mac,2015,77.74461
mac,2016,81.70815
mac,2017,84.38217
mac,2018,86.42111
mar,2005,40.1431
mar,2006,42.48918
mar,2007,45.26555
mar,2008,47.38257
mar,2010,51.01615
mar,2011,53.84359
mar,2012,56.69899
mar,2017,63.46699
mar,2018,64.4924
mda,2000,78.24249
mda,2001,78.03685
mda,2002,78.91573
mda,2003,80.06647
mda,2004,81.07953
mda,2005,81.78983
mda,2006,81.34888
mda,2007,80.55401
mda,2008,83.49852
mda,2009,79.55915
mda,2010,78.62414
mda,2011,77.74841
mda,2012,77.909
mda,2013,77.19155
mda,2014,76.86421
mda,2015,76.40056
mda,2016,76.59364
mda,2017,77.85475
mda,2018,77.95594
mdg,2005,17.29953
mdg,2007,21.80847
mdg,2008,23.29579
mdg,2009,24.93753
mdg,2011,29.93668
mdg,2012,30.99363
mdg,2014,31.01487
mdg,2015,30.28786
mdg,2016,30.14792
mdg,2017,29.12022
mdg,2018,29.84739
mdv,1999,29.42214
mdv,2000,36.88029
mdv,2002,47.03503
mex,1986,47.10249
mex,1987,47.94386
mex,1988,47.44333
mex,1989,45.88711
mex,1990,46.72132
mex,1991,46.10101
mex,1994,47.71012
mex,1995,49.32331
mex,1996,51.15111
mex,1999,54.98575
mex,2000,56.09204
mex,2002,60.41548
mex,2003,63.26205
mex,2004,65.15369
mex,2005,66.67768
mex,2006,67.83849
mex,2007,68.93457
mex,2008,69.60395
mex,2009,69.68225
mex,2010,70.08479
mex,2011,70.65515
mex,2012,71.82661
mex,2013,75.56968
mex,2014,77.66257
mex,2015,80.02575
mex,2016,81.22278
mex,2017,81.15596
mhl,2002,58.57327
mhl,2007,49.12115
mhl,2015,55.84084
mhl,2016,55.85237
mkd,2005,78.93037
mli,1971,3.57855
mli,1972,3.61288
mli,1973,4.00769
mli,1974,3.95896
mli,1991,5.54052
mli,2008,27.69524
mli,2009,28.78149
mli,2010,30.67392
mli,2011,31.98852
mli,2013,33.11983
mli,2014,35.01947
mli,2015,31.36945
mli,2016,32.53744
mli,2017,29.34611
mli,2018,29.92706
mlt,1971,51.57357
mlt,1972,60.08427
mlt,1973,61.65289
mlt,1974,62.86412
mlt,1975,69.59258
mlt,1976,71.95016
mlt,1977,68.7854
mlt,1978,66.51193
mlt,1979,64.37794
mlt,1980,67.6333
mlt,1981,65.16347
mlt,1982,70.91504
mlt,1983,74.00655
mlt,1984,76.12158
mlt,1985,75.97463
mlt,1986,73.8507
mlt,1987,72.86538
mlt,1988,73.11098
mlt,1989,75.20883
mlt,1990,77.43415
mlt,1991,78.06332
mlt,1992,80.7998
mlt,1993,80.7028
mlt,1994,80.58905
mlt,1995,81.25474
mlt,1996,79.82394
mlt,1997,80.77807
mlt,1998,80.31158
mlt,1999,80.11768
mlt,2000,82.02675
mlt,2001,81.0434
mlt,2002,82.09974
mlt,2003,86.26731
mlt,2004,87.59445
mlt,2005,87.58097
mlt,2006,85.29509
mlt,2008,80.24937
mlt,2010,83.80971
mlt,2012,88.90797
mlt,2013,87.85101
mlt,2014,88.22941
mlt,2015,88.88531
mlt,2016,89.55552
mlt,2017,92.96077
mmr,1999,29.66754
mmr,2000,32.95794
mmr,2001,35.76385
mmr,2002,35.51076
mmr,2003,36.09419
mmr,2004,40.44941
mmr,2005,41.00243
mmr,2006,43.17034
mmr,2007,43.45929
mmr,2008,45.29753
mmr,2009,44.79402
mmr,2010,45.05213
mmr,2014,48.71663
mmr,2016,56.31635
mmr,2017,59.62371
mmr,2018,64.05857
mne,2016,90.05336
mne,2017,89.33592
mne,2018,89.07485
mng,1980,78.88562
mng,1995,59.40625
mng,1996,60.71197
mng,1997,57.52066
mng,1998,58.89668
mng,1999,58.16367
mng,2000,62.02657
mng,2001,67.90587
mng,2002,71.64472
mng,2003,76.57937
mng,2004,80.71236
mng,2005,82.74727
mng,2006,81.88655
moz,1992,6.54573
moz,1993,6.5713
moz,1994,6.37535
moz,1995,6.63792
moz,1999,2.76722
moz,2000,3.27968
moz,2001,3.51725
moz,2002,4.36667
moz,2004,4.13627
moz,2005,7.07607
moz,2006,8.96287
moz,2007,10.58298
moz,2008,12.21686
moz,2009,14.57866
moz,2010,15.97046
moz,2011,17.0661
moz,2012,17.45519
moz,2013,19.89826
moz,2014,20.22234
moz,2015,19.27829
mrt,2001,13.53068
mrt,2002,13.61746
mrt,2004,13.08816
mrt,2005,14.25672
mrt,2006,14.52714
mrt,2012,22.44263
mrt,2013,22.0598
mrt,2014,23.70334
mrt,2015,24.98002
mrt,2016,27.46113
mrt,2017,28.18691
mrt,2018,30.97658
mus,1981,42.1666
mus,1982,41.36569
mus,1998,64.42642
mus,1999,66.43443
mus,2000,68.24067
mus,2001,70.41827
mus,2002,73.48704
mus,2004,79.38137
mus,2015,85.34866
mus,2016,84.30625
mus,2017,84.54626
mus,2018,84.30832
mwi,1998,27.12398
mwi,1999,29.88415
mwi,2000,30.67589
mwi,2001,27.60185
mwi,2002,26.56347
mwi,2004,24.15185
mwi,2005,23.44309
mwi,2006,24.89945
mwi,2007,25.15857
mwi,2008,27.30239
mwi,2009,27.73351
mwi,2010,29.12365
mwi,2011,30.06088
mwi,2012,30.4559
mwi,2013,32.74037
mwi,2014,33.54261
mwi,2015,34.24597
mwi,2016,32.95718
mwi,2018,34.23885
mys,1970,37.1201
mys,1971,39.67309
mys,1972,41.50132
mys,1998,76.19632
mys,1999,75.69148
mys,2000,75.30455
mys,2001,75.24777
mys,2002,74.68553
mys,2003,80.32219
mys,2004,80.88979
mys,2005,76.92736
mys,2006,78.44768
mys,2007,74.47215
mys,2008,74.09303
mys,2009,74.00103
mys,2010,74.33845
mys,2011,74.16752
mys,2012,75.75679
mys,2013,76.2547
mys,2014,74.65151
mys,2016,73.40114
mys,2017,74.39817
mys,2018,72.21113
nam,1995,31.60074
nam,1998,35.75238
nam,1999,38.64322
nam,2000,42.15857
nam,2001,44.03571
nam,2002,49.63457
nam,2003,46.72934
nam,2004,48.01554
nam,2005,49.94275
nam,2006,50.48431
nam,2007,52.04122
ner,1974,1.39895
ner,1976,1.68804
ner,1977,2.11378
ner,1978,2.53561
ner,1979,3.06804
ner,1981,3.50079
ner,1990,5.36037
ner,1991,5.78795
ner,1997,5.4615
ner,1999,5.38559
ner,2001,5.28282
ner,2002,5.50642
ner,2003,6.13784
ner,2004,7.51201
ner,2005,8.52719
ner,2007,8.86268
ner,2008,9.46457
ner,2009,9.59377
ner,2010,10.86772
ner,2011,11.53509
ner,2014,15.15304
ner,2015,16.63379
ner,2017,20.06691
nic,1971,11.80614
nic,1980,19.91828
nic,1983,19.09523
nic,1984,17.72496
nic,1985,16.74021
nic,1986,18.05797
nic,1987,20.11334
nic,1989,20.90677
nic,2000,34.65554
nic,2001,36.46335
nic,2002,38.66694
nic,2004,41.63398
nic,2005,43.93625
nic,2006,45.4727
nic,2010,48.4211
nld,1971,69.13764
nld,1972,71.87652
nld,1973,73.69326
nld,1974,75.69932
nld,1975,76.82385
nld,1976,80.04422
nld,1977,81.16168
nld,1978,81.52763
nld,1979,81.40867
nld,1980,81.09597
nld,1981,81.14488
nld,1982,82.12824
nld,1983,83.47393
nld,1984,85.223
nld,1985,85.32612
nld,1986,88.60145
nld,1987,88.32141
nld,1988,86.30729
nld,1989,84.6884
nld,1990,83.74738
nld,1991,83.69099
nld,1992,84.40415
nld,1993,85.83392
nld,1995,90.92787
nld,1996,90.87457
nld,1997,89.45088
nld,1999,90.99442
nld,2002,89.33102
nld,2003,88.12664
nld,2004,88.73562
nld,2005,86.907
nld,2006,88.55384
nld,2007,88.54171
nld,2008,88.17683
nld,2009,87.63294
nld,2010,87.8786
nld,2011,89.02126
nld,2012,89.579
nld,2015,92.54597
nld,2016,93.17266
nld,2017,93.16439
nor,1978,80.76859
nor,1979,82.06106
nor,1981,83.48026
nor,1982,84.03964
nor,1984,85.29788
nor,1985,85.90369
nor,1986,85.99373
nor,1987,85.14763
nor,1988,84.54219
nor,1989,84.9854
nor,1990,87.25722
nor,1991,87.62745
nor,1992,88.81443
nor,1993,90.64369
nor,1997,96.56315
nor,1998,96.16022
nor,1999,95.27329
nor,2000,94.75798
nor,2001,94.36783
nor,2002,94.16888
nor,2003,95.10527
nor,2004,96.11468
nor,2005,96.75623
nor,2006,97.16459
nor,2007,97.46832
nor,2008,96.67695
nor,2009,95.73719
nor,2010,95.29992
nor,2011,94.86901
nor,2012,94.47334
nor,2013,95.00651
nor,2014,95.34711
nor,2015,95.4637
nor,2016,95.6976
nor,2017,95.60786
npl,2007,44.2879
npl,2008,47.41153
npl,2016,55.37494
npl,2017,57.51369
npl,2019,61.87253
nru,1985,48.64583
nru,2012,72.50608
nru,2014,73.66255
nru,2016,71.80984
nzl,1977,80.49556
nzl,1979,80.48634
nzl,1980,79.70358
nzl,1981,80.31429
nzl,1982,81.07884
nzl,1983,83.40437
nzl,1984,83.13238
nzl,1985,82.20806
nzl,1986,82.24351
nzl,1987,82.50976
nzl,1988,83.57917
nzl,1989,84.0704
nzl,1990,84.59661
nzl,1991,86.52899
nzl,1992,87.54688
nzl,1994,92.2758
nzl,1995,89.88125
nzl,1996,93.05111
nzl,1997,91.59493
nzl,2013,94.64403
nzl,2014,94.71184
nzl,2015,95.32172
nzl,2016,96.10406
nzl,2017,96.86035
omn,1978,3.57778
omn,1979,5.28208
omn,1981,10.13505
omn,1982,12.05678
omn,1993,49.31918
omn,1999,63.41522
omn,2000,67.56254
omn,2001,71.17022
omn,2002,73.07951
omn,2003,73.871
omn,2009,89.281
omn,2011,89.67208
omn,2012,88.88807
omn,2013,90.58011
omn,2015,93.48381
omn,2016,95.46011
omn,2017,94.0779
omn,2018,96.19256
pak,2006,30.50841
pak,2007,32.58288
pak,2008,32.64259
pak,2009,32.51055
pak,2011,33.37407
pak,2012,34.47115
pak,2013,35.5661
pak,2015,34.59878
pak,2016,35.80793
pak,2017,35.42111
pak,2018,37.40039
pan,1999,57.07839
pan,2000,58.31477
pan,2001,60.3896
pan,2002,62.18624
pan,2004,61.62455
pan,2005,61.79277
pan,2008,63.30201
pan,2009,63.42638
pan,2010,66.11851
pan,2011,65.56966
pan,2013,70.40156
pan,2014,69.04856
pan,2015,69.72867
pan,2017,63.79138
per,1970,25.56384
per,1981,44.54678
per,1995,52.1665
per,1996,53.24848
per,1997,53.44598
per,1998,59.02289
per,1999,59.7418
per,2000,62.00506
per,2001,65.00322
per,2002,65.88343
per,2004,66.03303
per,2005,67.21536
per,2006,69.37305
per,2007,72.88175
per,2008,74.67779
per,2009,77.71898
per,2010,77.70725
per,2011,78.92787
per,2012,75.31964
per,2013,79.99309
per,2014,79.52639
per,2015,79.18143
per,2016,82.80666
per,2017,85.58522
per,2018,89.30975
phl,1979,46.21004
phl,1992,55.42901
phl,1993,56.92587
phl,1994,57.77512
phl,1996,58.00518
phl,1998,48.57528
phl,1999,49.82783
phl,2001,50.88424
phl,2002,54.62719
phl,2003,57.36658
phl,2004,59.28866
phl,2005,58.87591
phl,2006,59.04377
phl,2007,59.8099
phl,2008,60.34316
phl,2009,61.04577
phl,2014,66.35664
phl,2015,65.55881
png,2016,32.38128
pol,1999,89.73243
pol,2000,90.2038
pol,2001,91.15086
pol,2002,92.09939
pol,2003,92.53334
pol,2004,90.80341
pol,2005,92.97257
pol,2006,92.73418
pol,2007,92.17529
pol,2008,91.26481
pol,2009,90.26224
pol,2010,89.64078
pol,2011,89.01451
pol,2012,89.14576
pol,2013,90.92449
pol,2014,91.52153
pol,2015,92.66846
pol,2016,93.44554
pol,2017,94.08406
pri,2011,76.26653
pri,2012,77.38289
pri,2013,79.94335
pri,2014,81.4782
pri,2015,81.32599
pri,2016,75.91911
prt,1973,22.46957
prt,1974,23.04631
prt,1976,29.70386
prt,1977,31.62607
prt,1978,32.31564
prt,1993,69.27544
prt,1994,76.77567
prt,1995,75.2558
prt,1999,80.64397
prt,2000,81.65938
prt,2001,79.30832
prt,2002,79.09426
prt,2003,80.35618
prt,2005,82.05246
prt,2006,82.64076
prt,2013,92.51532
prt,2014,92.78381
prt,2015,93.58598
prt,2016,93.94509
prt,2017,94.66479
pry,1994,33.22648
pry,1996,38.07619
pry,1998,42.79821
pry,1999,45.66068
pry,2001,51.65877
pry,2002,52.87572
pry,2003,54.13995
pry,2004,56.20782
pry,2005,57.02914
pry,2006,57.42306
pry,2007,58.11186
pry,2008,59.36683
pry,2009,59.90882
pry,2010,60.94171
pry,2011,62.70972
pry,2012,65.88458
pse,1999,73.2357
pse,2000,74.67093
pse,2001,75.41821
pse,2002,78.09173
pse,2003,80.8798
pse,2004,84.53299
pse,2005,85.61943
pse,2006,86.68269
pse,2007,86.4551
pse,2008,86.2914
pse,2009,85.04096
pse,2010,83.27484
pse,2011,81.3884
pse,2012,81.75054
pse,2013,81.78292
pse,2014,82.22385
pse,2015,83.72251
pse,2016,85.18335
pse,2017,87.20079
pse,2018,87.22641
qat,1971,24.23028
qat,1972,25.2965
qat,1973,26.88708
qat,1974,28.38147
qat,1976,37.63203
qat,1977,37.69994
qat,1978,44.28792
qat,1979,49.35026
qat,1980,54.24183
qat,1981,57.25422
qat,1983,63.41126
qat,1984,63.66883
qat,1985,66.6772
qat,1986,69.4572
qat,1987,61.92063
qat,1988,63.24087
qat,1990,66.2955
qat,1991,67.93879
qat,1992,67.7974
qat,1993,73.98589
qat,1994,76.09208
qat,1998,76.89985
qat,1999,74.43684
qat,2002,76.91573
qat,2004,91.83049
qat,2005,90.04446
qat,2006,84.17814
qat,2010,93.8946
rou,1996,70.40133
rou,1997,71.24547
rou,2014,85.2863
rou,2015,84.54438
rou,2016,82.76527
rou,2017,82.84805
rus,2013,91.69424
rus,2014,93.07093
rus,2017,90.67886
rwa,2015,28.1042
rwa,2016,28.13633
rwa,2018,35.87144
sau,1979,17.43968
sau,2009,73.54999
sau,2016,89.72179
sau,2017,90.55695
sau,2018,96.36052
sdn,2011,31.4995
sen,2004,14.99612
sen,2005,19.81839
sen,2006,20.83433
sen,2017,37.66861
sgp,2016,99.53179
sgp,2017,99.78462
slb,1999,23.56227
slb,2000,18.85258
slb,2001,21.90283
slb,2002,28.24717
slb,2006,34.28613
slb,2007,30.99458
sle,2013,33.40844
sle,2015,32.50901
sle,2017,38.33144
sle,2018,41.76675
slv,2000,47.93307
slv,2001,49.39867
slv,2002,53.2061
slv,2005,57.372
slv,2006,56.26755
slv,2007,56.40539
slv,2008,57.25487
slv,2009,58.78916
slv,2010,61.23691
slv,2011,63.49826
slv,2012,65.32173
slv,2013,67.03843
slv,2014,66.52072
slv,2015,65.16322
slv,2016,63.97324
slv,2017,60.18056
slv,2018,61.83092
smr,1981,43.85516
smr,1982,47.01937
smr,1983,49.84779
smr,1986,51.34464
smr,1996,50.31606
smr,2000,44.76852
smr,2018,66.54351
som,1977,0.09823
som,1978,0.13046
som,1979,0.22969
som,1980,0.21503
srb,2008,89.58781
srb,2009,90.24074
srb,2010,90.16584
srb,2011,92.48608
srb,2012,92.86209
srb,2013,93.02904
srb,2014,92.20523
srb,2015,93.78182
srb,2016,93.11418
srb,2017,92.45639
srb,2018,92.06535
ssd,2011,5.0784
ssd,2015,5.48403
stp,1988,30.42545
stp,2003,26.07338
stp,2004,25.34772
stp,2005,30.8018
stp,2007,32.13773
stp,2008,31.39787
stp,2009,32.56531
stp,2010,34.9313
stp,2011,46.62194
stp,2013,53.83322
stp,2014,62.8682
stp,2015,65.23344
sur,1987,51.40245
sur,1988,49.36437
sur,2009,45.70265
sur,2010,50.82254
sur,2011,50.99553
sur,2012,51.9546
sur,2013,54.05382
sur,2014,55.31381
sur,2015,57.78983
svk,2002,85.14163
svk,2003,86.45427
svk,2004,88.28267
svk,2005,87.84709
svk,2006,87.07428
svk,2007,86.58337
svk,2008,85.9498
svk,2009,85.70593
svk,2010,85.63455
svk,2011,85.48102
svk,2012,85.32587
svk,2013,84.20808
svk,2014,84.22573
svk,2015,84.75642
svk,2016,85.03241
svk,2017,84.75751
svn,1998,89.0652
svn,1999,90.06879
svn,2000,91.37488
svn,2001,92.02806
svn,2002,92.6313
svn,2003,92.96358
svn,2004,92.23803
svn,2005,92.02712
svn,2006,91.66008
svn,2007,93.14014
svn,2008,93.05556
svn,2009,93.45478
svn,2010,94.02173
svn,2011,94.12994
svn,2012,94.0584
svn,2013,95.17996
svn,2014,94.78695
svn,2015,96.42797
svn,2016,95.46
svn,2017,95.68577
swe,1989,84.78893
swe,1990,84.8464
swe,1991,85.21871
swe,1992,86.40441
swe,1993,90.51508
swe,1994,93.74604
swe,1995,95.58239
swe,1996,97.48614
swe,1997,98.01003
swe,1999,96.09932
swe,2000,95.51994
swe,2001,94.91041
swe,2002,97.39371
swe,2003,98.32237
swe,2004,98.71966
swe,2005,99.83487
swe,2006,99.55568
swe,2007,98.45967
swe,2008,97.11186
swe,2009,95.06724
swe,2010,93.07121
swe,2011,91.5596
swe,2012,92.53922
swe,2013,94.47021
swe,2014,96.67425
swe,2015,99.64163
swe,2016,99.06336
swz,1970,11.21915
swz,1971,11.54199
swz,1972,12.99253
swz,1974,17.29354
swz,1975,19.28111
swz,1976,20.54427
swz,1977,22.24896
swz,1998,34.65212
swz,1999,32.85493
swz,2000,31.12904
swz,2001,32.32801
swz,2002,33.73414
swz,2003,32.95422
swz,2004,37.26517
swz,2005,35.74311
swz,2006,31.48725
swz,2007,32.8932
swz,2009,36.179
swz,2010,37.06153
swz,2011,39.58057
swz,2012,40.13429
swz,2013,39.00495
swz,2014,40.49563
swz,2015,41.69996
sxm,2012,76.49279
sxm,2014,69.75968
syc,1979,44.91131
syc,1993,78.8783
syc,1994,82.21917
syc,1995,82.16093
syc,1996,83.60779
syc,1998,89.6984
syc,1999,66.55432
syc,2000,65.33721
syc,2001,71.20647
syc,2002,70.56012
syc,2003,74.80909
syc,2004,74.78367
