geo,time,sl_tlf_advn_fe_zs
per,2006,76.89
per,2007,82.1
per,2008,79.77
per,2009,80.73
per,2010,81.6
per,2011,82.01
per,2012,82.24
per,2013,81.45
per,2014,81.69
per,2015,79.8
per,2016,81
per,2017,79.89
per,2018,81.35
per,2019,79.82
per,2020,66.95
phl,2009,56.6
phl,2010,57.05
phl,2011,57.27
phl,2012,57.1
phl,2014,56.89
phl,2015,57.01
phl,2016,56.66
plw,2000,73.65
plw,2014,79.5
png,2010,72.65
pol,1997,81.4
pol,1998,81.96
pol,1999,80.15
pol,2000,80.98
pol,2001,78.92
pol,2002,79.17
pol,2003,79.41
pol,2004,78.26
pol,2005,79.04
pol,2006,78.83
pol,2007,78.41
pol,2008,78.48
pol,2009,79.11
pol,2010,78.59
pol,2011,78
pol,2012,77.69
pol,2013,77.8
pol,2014,78.01
pol,2015,78.36
pol,2016,78.05
pol,2017,77.3
pol,2018,77.59
pol,2019,77.58
pol,2020,77.28
pri,2015,52.42
prt,1992,89.04
prt,1993,85.9
prt,1994,87.92
prt,1995,87.55
prt,1996,84.57
prt,1997,84.48
prt,1998,85.63
prt,1999,87.36
prt,2000,87.05
prt,2001,86.62
prt,2002,87.33
prt,2003,86.81
prt,2004,85.97
prt,2005,85.82
prt,2006,83.99
prt,2007,84.73
prt,2008,85.06
prt,2009,84.21
prt,2010,84.21
prt,2011,82.04
prt,2012,82.08
prt,2013,81.12
prt,2014,81.69
prt,2015,82.04
prt,2016,81.9
prt,2017,81.43
prt,2018,83.03
prt,2019,83.1
prt,2020,81.24
pry,1998,85.29
pry,1999,85.04
pry,2001,88.2
pry,2002,82.25
pry,2003,83.55
pry,2004,84.02
pry,2005,86.6
pry,2006,83.61
pry,2007,84.66
pry,2008,87.42
pry,2009,81.41
pry,2010,80.79
pry,2011,85.72
pry,2012,85.4
pry,2013,86.41
pry,2014,81.76
pry,2015,84.59
pry,2016,83.18
pry,2017,82.75
pse,2000,68.27
pse,2001,66.56
pse,2002,67.09
pse,2003,71.62
pse,2004,71.61
pse,2005,70.26
pse,2006,66.26
pse,2007,68.75
pse,2008,69.33
pse,2009,70.38
pse,2010,67.78
pse,2011,66.68
pse,2012,64.71
pse,2013,64.71
pse,2014,60.75
pse,2015,67.32
pse,2016,67.89
pse,2017,68.08
pse,2018,64.78
pse,2019,64.31
pse,2020,57.28
qat,2013,60.94
qat,2014,100
qat,2015,59.72
qat,2017,62.01
qat,2019,62.83
qat,2020,64.16
rou,1997,81.29
rou,1998,81.56
rou,1999,80.63
rou,2000,78.95
rou,2001,76.58
rou,2002,76.41
rou,2003,75.78
rou,2004,80.26
rou,2005,80.27
rou,2006,82.5
rou,2007,81.57
rou,2008,81.12
rou,2009,81.37
rou,2010,80.69
rou,2011,80.08
rou,2012,79.28
rou,2013,79.06
rou,2014,78.81
rou,2015,80.59
rou,2016,79.96
rou,2017,81.66
rou,2018,81.38
rou,2019,81.51
rou,2020,81.04
rus,2010,63.85
rus,2011,64.47
rus,2012,64.37
rus,2013,64.56
rus,2014,65.58
rus,2015,65.66
rus,2016,66.22
rus,2017,60.93
rus,2018,61.25
rus,2019,61.53
rus,2020,61.32
rwa,2014,90.35
rwa,2017,66.84
rwa,2018,68.61
rwa,2019,65.56
rwa,2020,74.73
sau,2014,57.46
sau,2016,57.6
sau,2017,50.3
sau,2018,52.62
sau,2019,50.3
sau,2020,51.73
sdn,2011,56.44
sen,2011,47.01
sen,2015,61.18
sen,2016,55.18
sen,2017,42.55
sen,2018,69.3
sen,2019,40.85
sgp,2009,82.05
sgp,2010,82.79
sgp,2014,84.28
slb,2013,92.23
sle,2014,62.42
sle,2018,62.87
slv,2010,86.47
slv,2011,80.88
slv,2012,82.21
slv,2013,85.45
slv,2014,84.71
slv,2015,82.86
slv,2016,80.52
slv,2017,79.47
slv,2018,83.47
slv,2019,80.05
slv,2020,75.7
smr,2016,54.6
smr,2019,89.3
som,2019,39.82
srb,2008,73.57
srb,2009,70.25
srb,2010,69.37
srb,2011,67.13
srb,2012,66.14
srb,2013,65.48
srb,2014,69.98
srb,2015,70.58
srb,2016,70.93
srb,2017,72.28
srb,2018,72.82
srb,2019,72.33
srb,2020,70.74
sur,2014,61.4
sur,2016,79.81
svk,1998,86.37
svk,1999,83.86
svk,2000,82.14
svk,2001,83.64
svk,2002,82.17
svk,2003,83.13
svk,2004,78.91
svk,2005,78.23
svk,2006,77.38
svk,2007,78.1
svk,2008,77.44
svk,2009,74.29
svk,2010,73.78
svk,2011,72.81
svk,2012,71.8
svk,2013,70.57
svk,2014,70.85
svk,2015,70.82
svk,2016,72.21
svk,2017,71.49
svk,2018,70.28
svk,2019,71.36
svk,2020,71.51
svn,1996,82
svn,1997,83.37
svn,1998,79.8
svn,1999,79.79
svn,2000,82.14
svn,2001,80.41
svn,2002,81.38
svn,2003,82.32
svn,2004,82.08
svn,2005,81.09
svn,2006,81.9
svn,2007,83.41
svn,2008,82.49
svn,2009,81.63
svn,2010,80.86
svn,2011,81.59
svn,2012,80.15
svn,2013,78.48
svn,2014,77.56
svn,2015,77.25
svn,2016,79.31
svn,2017,81.11
svn,2018,80.27
svn,2019,80.91
svn,2020,80.94
swe,1995,86.76
swe,1996,88.45
swe,1997,82.19
swe,1998,79.57
swe,1999,80.71
swe,2000,80.17
swe,2001,82.5
swe,2002,82.1
swe,2003,83.18
swe,2004,82.94
swe,2005,82.41
swe,2006,82.56
swe,2007,82.93
swe,2008,83.11
swe,2009,82.52
swe,2010,81.68
swe,2011,81.48
swe,2012,81.46
swe,2013,81.9
swe,2014,81.94
swe,2015,82.66
swe,2016,82.43
swe,2017,82
swe,2018,82.28
swe,2019,82.89
swe,2020,82
swz,2016,79.18
syc,2014,85.41
syc,2015,86.56
syc,2016,85.46
syc,2017,84.03
syc,2018,84.72
syc,2019,82.19
syc,2020,83.61
tcd,2018,52.09
tgo,2006,53.92
tgo,2011,52.19
tgo,2015,53.31
tgo,2017,66.11
tha,2010,86.44
tha,2011,86.57
tha,2012,86.1
tha,2013,83.84
tha,2014,84.03
tha,2015,83.72
tha,2016,83.04
tha,2017,82.52
tha,2018,82.71
tha,2019,82.14
tha,2020,80.57
tjk,2003,69.06
tjk,2007,64.2
tjk,2009,57.55
tls,2010,44.46
tls,2013,52.11
tls,2016,61.9
ton,2018,60.81
tto,2010,69.67
tto,2011,71.87
tto,2012,71.52
tto,2013,70.97
tto,2014,72.76
tto,2015,70.16
tto,2016,70.61
tun,2005,54.76
tun,2006,54.87
tun,2007,55.45
tun,2008,57.8
tun,2009,60.28
tun,2010,60.02
tun,2011,63.35
tun,2012,58.33
tun,2013,59.66
tun,2015,61.5
tun,2016,61.99
tun,2017,61.92
tur,2004,70.28
tur,2005,69.09
tur,2006,67.03
tur,2007,67.79
tur,2008,68.59
tur,2009,69.27
tur,2010,69.46
tur,2011,69.56
tur,2012,69.48
tur,2013,70.77
tur,2014,71.11
tur,2015,71.2
tur,2016,71.09
tur,2017,72.32
tur,2018,71.36
tur,2019,71.33
tur,2020,65.38
tuv,2016,83.45
tza,2001,100
tza,2006,100
tza,2011,73.15
tza,2012,83.65
tza,2013,62.68
tza,2014,87.85
uga,2012,89.67
uga,2013,88.59
uga,2017,51.77
ukr,2014,68.35
ukr,2015,68.78
ukr,2016,67.44
ukr,2017,66.82
ukr,2018,67.98
ukr,2019,62.45
ukr,2020,61.11
ury,1998,72.18
ury,1999,71.32
ury,2000,71.83
ury,2001,76.71
ury,2002,76.05
ury,2003,75.57
ury,2004,75.73
ury,2005,76.75
ury,2006,78.16
ury,2007,80.13
ury,2008,80.56
ury,2009,79
ury,2010,78.92
ury,2011,82.11
ury,2012,80.97
ury,2013,80.6
ury,2014,81.9
ury,2015,80.2
ury,2016,80.64
ury,2017,81.15
ury,2018,80.82
ury,2019,79.81
usa,1994,75.66
usa,1995,75.51
usa,1996,75.53
usa,1997,75.64
usa,1998,75.26
usa,1999,74.73
usa,2000,74.23
usa,2001,73.41
usa,2002,73.15
usa,2003,73.25
usa,2004,73.02
usa,2005,73.16
usa,2006,73.1
usa,2007,73.09
usa,2008,73.48
usa,2009,73.35
usa,2010,72.44
usa,2011,71.88
usa,2012,71.49
usa,2013,70.96
usa,2014,70.39
usa,2015,69.72
usa,2016,69.4
usa,2017,69.31
usa,2018,69.36
usa,2019,69.37
usa,2020,67.82
usa,2021,67.6
uzb,2020,78.08
ven,2005,68.43
ven,2006,68.95
ven,2007,67.64
ven,2008,66.49
ven,2009,66.4
ven,2010,66.4
ven,2011,65.9
ven,2012,66.13
ven,2016,63.83
ven,2017,69.25
vnm,2010,86.71
vnm,2011,86.35
vnm,2012,87.96
vnm,2013,87.59
vnm,2014,87.81
vnm,2015,87.56
vnm,2016,87.39
vnm,2017,87.78
vnm,2018,87.63
vnm,2019,87.61
vnm,2020,88.19
vut,2006,79.39
vut,2010,69.54
vut,2019,78.77
wsm,2012,62.34
wsm,2017,68.38
yem,2010,74.74
yem,2014,62.45
zaf,2000,78.71
zaf,2001,82.54
zaf,2002,82.74
zaf,2003,81.75
zaf,2004,81.58
zaf,2005,81.55
zaf,2006,80.81
zaf,2007,80.85
zaf,2008,83.22
zaf,2009,82.76
zaf,2010,81.31
zaf,2011,80.55
zaf,2013,80.58
zaf,2014,80.54
zaf,2015,80.72
zaf,2016,80.29
zaf,2017,80.51
zaf,2018,79.43
zaf,2019,79.12
zaf,2020,75.45
zmb,2017,68.43
zmb,2018,70.26
zmb,2019,68.27
zwe,2011,86.51
zwe,2014,92.91
zwe,2019,31.7
