geo,time,sl_tlf_part_ma_zs
pak,2007,7.61
pak,2008,7.18
pak,2009,8.07
pak,2010,6.38
pak,2011,7.01
pak,2013,6.84
pak,2014,5.43
pak,2015,5.41
pak,2016,6.38
pak,2018,5.35
pak,2019,5.36
pan,1997,27.79
pan,2003,21.94
pan,2008,18.69
pan,2009,22.64
pan,2010,20.17
pan,2011,17.76
pan,2012,20.79
pan,2013,19.97
pan,2014,20.7
pan,2015,19.94
pan,2016,21.78
pan,2017,23.16
pan,2018,24.89
pan,2019,25.19
pan,2021,33.34
per,2002,24.44
per,2003,25.81
per,2004,25.66
per,2005,25.25
per,2006,26.04
per,2007,25.7
per,2008,26.49
per,2009,27.17
per,2010,28.42
per,2011,27.51
per,2012,27.16
per,2013,26.62
per,2014,26.51
per,2015,24.97
per,2016,25.76
per,2017,26.04
per,2018,25.63
per,2019,25.84
per,2020,39.57
phl,2006,28.67
phl,2007,27.49
phl,2008,26.29
phl,2009,28.59
phl,2010,26.26
phl,2011,27.4
phl,2012,28.45
phl,2013,26.25
phl,2014,28.82
phl,2015,27.8
phl,2016,24.39
phl,2017,27.29
phl,2018,23.73
phl,2019,23.53
phl,2020,36.9
plw,2000,9.94
plw,2014,0
pol,1997,9.98
pol,1998,12.97
pol,1999,17.7
pol,2000,16.56
pol,2001,18.45
pol,2002,16.94
pol,2003,17
pol,2004,17.01
pol,2005,16.37
pol,2006,16.28
pol,2007,15.89
pol,2008,16.13
pol,2009,17.1
pol,2010,17.13
pol,2011,17.94
pol,2012,17.92
pol,2013,18.85
pol,2014,17.48
pol,2015,16.83
pol,2016,16.41
pol,2017,16.96
pol,2018,20.22
pol,2019,20.26
pol,2020,22.98
pri,2015,23.09
prt,1986,15.43
prt,1987,12.09
prt,1988,11.82
prt,1989,12.08
prt,1990,11.21
prt,1991,14.25
prt,1992,17.03
prt,1993,13.35
prt,1994,13.64
prt,1995,12.35
prt,1996,17.24
prt,1997,19.93
prt,1998,18.36
prt,1999,14.62
prt,2000,19.25
prt,2001,20.03
prt,2002,22.79
prt,2003,25.61
prt,2004,17.48
prt,2005,20.42
prt,2006,21.57
prt,2007,23.51
prt,2008,23.53
prt,2009,22.42
prt,2010,22.5
prt,2011,25.27
prt,2012,26.35
prt,2013,25.32
prt,2014,25.66
prt,2015,23.12
prt,2016,26.18
prt,2017,25.75
prt,2018,25.35
prt,2019,24.73
prt,2020,30.09
pry,1998,47.88
pry,1999,23.15
pry,2001,27.86
pry,2009,21.54
pry,2010,18.87
pry,2011,16.77
pry,2012,20.37
pry,2013,17.36
pry,2014,17.53
pry,2015,16.81
pse,2000,13.57
pse,2001,12.54
pse,2002,19.29
pse,2003,15.92
pse,2004,15.28
pse,2005,15.72
pse,2006,21.41
pse,2007,26.55
pse,2008,17.56
pse,2009,13.68
pse,2010,16.58
pse,2011,20.98
pse,2012,27.7
pse,2013,15.8
pse,2014,16.85
pse,2015,28.21
pse,2016,25.59
pse,2017,23.32
pse,2018,22.18
pse,2019,21.15
pse,2020,29.59
qat,2009,0.82
qat,2013,0.29
qat,2015,0.13
qat,2017,0.13
qat,2018,0.18
qat,2020,1.26
rou,1997,16.55
rou,1998,17.83
rou,1999,17.68
rou,2000,17.68
rou,2001,17.49
rou,2002,12.85
rou,2003,12.78
rou,2004,11.94
rou,2005,14.15
rou,2006,13.39
rou,2007,12.74
rou,2008,13.09
rou,2009,13.72
rou,2010,14.87
rou,2011,13.49
rou,2012,13.65
rou,2013,13.56
rou,2014,13.05
rou,2015,14.27
rou,2016,11.85
rou,2017,11.47
rou,2018,11.28
rou,2019,10.69
rou,2020,14.33
rus,2009,8.41
rus,2010,7.04
rus,2011,6.27
rus,2012,5.85
rus,2014,5.61
rus,2015,6.09
rus,2016,6.29
rwa,2014,59.42
rwa,2017,51.34
rwa,2018,49.18
rwa,2019,49
rwa,2020,53.05
sau,2011,7.36
sau,2012,6.5
sau,2014,5.51
sau,2015,6.31
sau,2020,9.73
sen,2016,59.97
sen,2017,58.38
sen,2019,56.92
sgp,2013,6.6
sgp,2014,7.26
sgp,2018,7.57
sgp,2019,8.11
sgp,2020,7.68
slb,2013,17.96
sle,2014,24.39
sle,2018,21.61
slv,2009,21
slv,2010,19.98
slv,2011,19.48
slv,2012,21.69
slv,2013,20.73
slv,2014,19.64
slv,2015,19.85
slv,2016,20.04
slv,2017,20.35
slv,2018,19.87
slv,2019,18.55
slv,2020,17.3
som,2019,6.36
srb,2008,5.51
srb,2009,10.41
srb,2010,10.95
srb,2011,10.12
srb,2012,10.69
srb,2013,15.73
srb,2014,27.82
srb,2015,20.89
srb,2016,19.59
srb,2017,19.65
srb,2018,17.83
srb,2019,17.71
srb,2020,18.38
sur,2015,9.15
sur,2016,27.49
svk,1998,13.16
svk,1999,9.63
svk,2000,13.96
svk,2001,16.32
svk,2002,15.6
svk,2003,3.79
svk,2004,3.92
svk,2005,5.85
svk,2006,15.24
svk,2007,13.95
svk,2008,15.38
svk,2009,20.44
svk,2010,17.69
svk,2011,16.78
svk,2012,18.05
svk,2013,18.89
svk,2014,21.28
svk,2015,20.63
svk,2016,20.43
svk,2017,22.1
svk,2018,20.01
svk,2019,19.19
svk,2020,24.66
svn,1996,10.34
svn,1997,18.67
svn,1998,21.79
svn,1999,15.58
svn,2000,16.61
svn,2001,22.72
svn,2002,16.83
svn,2003,15.97
svn,2004,23.14
svn,2005,20.49
svn,2006,24.61
svn,2007,23.12
svn,2008,24.24
svn,2009,24.97
svn,2010,25.35
svn,2011,24.73
svn,2012,25.66
svn,2013,24.5
svn,2014,25.42
svn,2015,22.95
svn,2016,23.49
svn,2017,27.27
svn,2018,24.83
svn,2019,23.54
svn,2020,25.24
swe,1995,47.11
swe,1996,45.35
swe,1997,33.11
swe,1998,45.43
swe,1999,31.51
swe,2000,31.58
swe,2001,45.2
swe,2002,42.91
swe,2003,47.69
swe,2004,43.69
swe,2005,37.32
swe,2006,38.43
swe,2007,38.01
swe,2008,37.38
swe,2009,40.34
swe,2010,37.15
swe,2011,37.39
swe,2012,38.62
swe,2013,39.38
swe,2014,40.21
swe,2015,40.79
swe,2016,37.95
swe,2017,39.55
swe,2018,39.36
swe,2019,40.31
swe,2020,44.35
swz,2016,15.25
syc,2015,15.91
syc,2017,39.37
syc,2019,10.35
syc,2020,13.46
tha,2009,17.5
tha,2010,17.8
tha,2011,13.71
tha,2012,16.99
tha,2013,15.97
tha,2014,15.37
tha,2015,17.39
tha,2016,16.83
tha,2017,16.62
tha,2018,16.4
tha,2019,16.89
tha,2020,21.36
tjk,2003,17.66
tjk,2007,18.86
tjk,2009,22.63
tls,2010,12.99
tls,2013,22.52
tls,2016,40.21
ton,2018,29.65
tto,2010,5.86
tto,2011,5.95
tto,2012,4.94
tto,2013,4.63
tto,2014,5.3
tto,2015,4.98
tto,2016,6.14
tun,2010,9.57
tur,2000,12.98
tur,2001,10.02
tur,2002,10.14
tur,2003,9.34
tur,2004,10.58
tur,2005,7.89
tur,2006,10.99
tur,2007,14.02
tur,2008,11.78
tur,2009,13.62
tur,2010,17.07
tur,2011,17.48
tur,2012,13.02
tur,2013,16.45
tur,2014,16.24
tur,2015,16.16
tur,2016,15.83
tur,2017,16.32
tur,2018,18.01
tur,2019,18.67
tur,2020,27.54
tuv,2016,45.44
tza,2001,32.16
tza,2006,31.22
tza,2013,7.52
tza,2014,31.02
uga,2012,48.85
uga,2013,56.51
uga,2017,38.38
ukr,2009,16.71
ukr,2010,14.62
ukr,2011,15.3
ukr,2012,13.19
ukr,2013,13.15
ukr,2014,10.22
ukr,2015,9.69
ukr,2016,9.47
ukr,2017,11.26
usa,1994,21.87
usa,1995,21.18
usa,1996,21.22
usa,1997,20.37
usa,1998,21.67
usa,1999,19.76
usa,2000,18.65
usa,2001,19.83
usa,2002,19.57
usa,2003,19.91
usa,2004,19.91
usa,2005,19.51
usa,2006,19.45
usa,2007,19.12
usa,2008,20.29
usa,2009,24.4
usa,2010,22.53
usa,2011,22.16
usa,2012,21.42
usa,2013,20.71
usa,2014,20.81
usa,2015,21.29
usa,2016,20.18
usa,2017,20.33
usa,2018,19.33
usa,2019,18.92
usa,2020,22.51
usa,2021,19.9
ven,2009,6.47
ven,2010,6.23
ven,2011,8.29
ven,2012,8.73
vnm,2013,16.27
vnm,2014,18.04
vnm,2015,18.16
vnm,2016,16.36
vnm,2017,19.58
vnm,2018,15.48
vnm,2019,17.93
vnm,2020,18.53
vut,2019,32.71
wsm,2012,23.11
wsm,2017,19.22
yem,2010,1.05
zaf,2000,9.31
zaf,2001,9.09
zaf,2002,7.36
zaf,2003,7.59
zaf,2004,7.03
zaf,2005,7.16
zaf,2006,7.19
zaf,2007,6.04
zaf,2008,10.42
zaf,2009,11.72
zaf,2010,10.53
zaf,2011,9.86
zaf,2012,11.01
zaf,2013,11.25
zaf,2014,10.82
zaf,2015,10.72
zaf,2016,10.79
zaf,2017,11.78
zaf,2018,11.74
zaf,2019,11.45
zaf,2020,16.32
zmb,2018,25.61
zmb,2019,26.93
zwe,2011,37.3
zwe,2014,52.07
zwe,2019,35.37
