geo,time,sh_prg_anem
gtm,2003,24.8
gtm,2004,24
gtm,2005,23.1
gtm,2006,22.2
gtm,2007,21.5
gtm,2008,20.6
gtm,2009,19.7
gtm,2010,18.8
gtm,2011,17.8
gtm,2012,17
gtm,2013,16.1
gtm,2014,15.3
gtm,2015,14.7
gtm,2016,14.1
gtm,2017,13.5
gtm,2018,13
gtm,2019,12.7
guy,2000,38.3
guy,2001,37.9
guy,2002,37.5
guy,2003,37.3
guy,2004,37.3
guy,2005,37
guy,2006,36.7
guy,2007,36.4
guy,2008,36
guy,2009,35.6
guy,2010,35.2
guy,2011,34.9
guy,2012,34.6
guy,2013,34.3
guy,2014,34
guy,2015,33.7
guy,2016,33.5
guy,2017,33.3
guy,2018,33.1
guy,2019,33
hnd,2000,26
hnd,2001,25.5
hnd,2002,24.9
hnd,2003,24.5
hnd,2004,24.1
hnd,2005,23.6
hnd,2006,23.3
hnd,2007,22.9
hnd,2008,22.6
hnd,2009,22.3
hnd,2010,22
hnd,2011,21.9
hnd,2012,21.8
hnd,2013,21.7
hnd,2014,21.6
hnd,2015,21.6
hnd,2016,21.6
hnd,2017,21.6
hnd,2018,21.6
hnd,2019,21.7
hrv,2000,25.9
hrv,2001,25.6
hrv,2002,25.3
hrv,2003,25.1
hrv,2004,25
hrv,2005,24.8
hrv,2006,24.6
hrv,2007,24.3
hrv,2008,24.1
hrv,2009,23.8
hrv,2010,23.6
hrv,2011,23.5
hrv,2012,23.4
hrv,2013,23.3
hrv,2014,23.3
hrv,2015,23.2
hrv,2016,23.2
hrv,2017,23.1
hrv,2018,23.2
hrv,2019,23.2
hti,2000,54.1
hti,2001,53.8
hti,2002,53.4
hti,2003,53.1
hti,2004,52.8
hti,2005,52.4
hti,2006,52
hti,2007,51.6
hti,2008,51.2
hti,2009,50.8
hti,2010,50.4
hti,2011,50.1
hti,2012,49.9
hti,2013,49.6
hti,2014,49.4
hti,2015,49.3
hti,2016,49.1
hti,2017,49
hti,2018,48.9
hti,2019,48.7
hun,2000,24.4
hun,2001,24
hun,2002,23.8
hun,2003,23.6
hun,2004,23.5
hun,2005,23.4
hun,2006,23.3
hun,2007,23.2
hun,2008,23.1
hun,2009,23
hun,2010,23
hun,2011,23
hun,2012,22.9
hun,2013,22.9
hun,2014,22.9
hun,2015,22.8
hun,2016,22.7
hun,2017,22.5
hun,2018,22.5
hun,2019,22.5
idn,2000,43.4
idn,2001,42.9
idn,2002,42.5
idn,2003,42.1
idn,2004,41.7
idn,2005,41.3
idn,2006,40.9
idn,2007,40.6
idn,2008,40.4
idn,2009,40.2
idn,2010,40.2
idn,2011,40.3
idn,2012,40.6
idn,2013,41
idn,2014,41.5
idn,2015,42.1
idn,2016,42.7
idn,2017,43.2
idn,2018,43.7
idn,2019,44.2
ind,2000,53.7
ind,2001,53.5
ind,2002,53.4
ind,2003,53.3
ind,2004,53.2
ind,2005,53
ind,2006,52.8
ind,2007,52.6
ind,2008,52.4
ind,2009,52.1
ind,2010,51.9
ind,2011,51.7
ind,2012,51.4
ind,2013,51.2
ind,2014,50.9
ind,2015,50.6
ind,2016,50.4
ind,2017,50.4
ind,2018,50.2
ind,2019,50.1
irl,2000,17.5
irl,2001,17.1
irl,2002,16.8
irl,2003,16.6
irl,2004,16.4
irl,2005,16.4
irl,2006,16.3
irl,2007,16.4
irl,2008,16.4
irl,2009,16.4
irl,2010,16.4
irl,2011,16.5
irl,2012,16.5
irl,2013,16.5
irl,2014,16.6
irl,2015,16.6
irl,2016,16.7
irl,2017,16.8
irl,2018,16.9
irl,2019,17
irn,2000,29.8
irn,2001,28.6
irn,2002,28
irn,2003,27.3
irn,2004,26.7
irn,2005,26.1
irn,2006,25.6
irn,2007,25.3
irn,2008,24.8
irn,2009,24.5
irn,2010,24.3
irn,2011,24.1
irn,2012,24
irn,2013,23.9
irn,2014,23.9
irn,2015,23.7
irn,2016,23.7
irn,2017,23.7
irn,2018,23.7
irn,2019,23.8
irq,2000,40.2
irq,2001,39.6
irq,2002,39.1
irq,2003,38.8
irq,2004,38.3
irq,2005,37.8
irq,2006,37.1
irq,2007,36.3
irq,2008,35.6
irq,2009,34.9
irq,2010,34.2
irq,2011,33.5
irq,2012,32.9
irq,2013,32.4
irq,2014,31.9
irq,2015,31.6
irq,2016,31.3
irq,2017,31.1
irq,2018,30.9
irq,2019,30.9
isl,2000,16.3
isl,2001,15.8
isl,2002,15.4
isl,2003,15.2
isl,2004,15
isl,2005,14.9
isl,2006,14.8
isl,2007,14.8
isl,2008,14.7
isl,2009,14.6
isl,2010,14.5
isl,2011,14.6
isl,2012,14.6
isl,2013,14.7
isl,2014,14.7
isl,2015,14.7
isl,2016,14.8
isl,2017,15
isl,2018,15.1
isl,2019,15.3
isr,2000,19.5
isr,2001,18.9
isr,2002,18.4
isr,2003,18
isr,2004,17.7
isr,2005,17.5
isr,2006,17.4
isr,2007,17.3
isr,2008,17.3
isr,2009,17.3
isr,2010,17.3
isr,2011,17.4
isr,2012,17.5
isr,2013,17.5
isr,2014,17.6
isr,2015,17.7
isr,2016,17.9
isr,2017,18
isr,2018,18.1
isr,2019,18.3
ita,2000,19
ita,2001,18.7
ita,2002,18.5
ita,2003,18.4
ita,2004,18.3
ita,2005,18.2
ita,2006,18.1
ita,2007,18.1
ita,2008,18
ita,2009,18
ita,2010,18
ita,2011,18.1
ita,2012,18.2
ita,2013,18.4
ita,2014,18.6
ita,2015,18.7
ita,2016,18.9
ita,2017,19
ita,2018,19.1
ita,2019,19.2
jam,2000,27.1
jam,2001,26.5
jam,2002,26
jam,2003,25.7
jam,2004,25.5
jam,2005,25.1
jam,2006,24.7
jam,2007,24.4
jam,2008,24
jam,2009,23.7
jam,2010,23.4
jam,2011,23.2
jam,2012,22.9
jam,2013,22.8
jam,2014,22.7
jam,2015,22.7
jam,2016,22.7
jam,2017,22.7
jam,2018,22.7
jam,2019,22.8
jor,2000,33.2
jor,2001,32.9
jor,2002,32.6
jor,2003,32.5
jor,2004,32.2
jor,2005,31.9
jor,2006,31.8
jor,2007,31.6
jor,2008,31.5
jor,2009,31.3
jor,2010,31.2
jor,2011,31.3
jor,2012,31.5
jor,2013,31.7
jor,2014,32
jor,2015,32.3
jor,2016,32.7
jor,2017,33.1
jor,2018,33.4
jor,2019,33.7
jpn,2000,26.2
jpn,2001,25.9
jpn,2002,25.7
jpn,2003,25.5
jpn,2004,25.3
jpn,2005,25.2
jpn,2006,25.1
jpn,2007,25
jpn,2008,24.8
jpn,2009,24.7
jpn,2010,24.6
jpn,2011,24.5
jpn,2012,24.4
jpn,2013,24.2
jpn,2014,24.1
jpn,2015,23.9
jpn,2016,23.8
jpn,2017,23.7
jpn,2018,23.5
jpn,2019,23.4
kaz,2000,36.9
kaz,2001,36.4
kaz,2002,35.8
kaz,2003,35.2
kaz,2004,34.6
kaz,2005,34
kaz,2006,33.5
kaz,2007,32.9
kaz,2008,32.3
kaz,2009,31.8
kaz,2010,31.5
kaz,2011,31.4
kaz,2012,31.3
kaz,2013,31.3
kaz,2014,31.3
kaz,2015,31.3
kaz,2016,31.3
kaz,2017,31.4
kaz,2018,31.4
kaz,2019,31.4
ken,2000,47.3
ken,2001,46.8
ken,2002,46.3
ken,2003,45.7
ken,2004,45.1
ken,2005,44.5
ken,2006,43.8
ken,2007,43.1
ken,2008,42.4
ken,2009,41.8
ken,2010,41.3
ken,2011,40.9
ken,2012,40.7
ken,2013,40.6
ken,2014,40.5
ken,2015,40.5
ken,2016,40.4
ken,2017,40.4
ken,2018,40.3
ken,2019,40.3
kgz,2000,37.7
kgz,2001,37.5
kgz,2002,37.4
kgz,2003,37.3
kgz,2004,37.1
kgz,2005,37.1
kgz,2006,37.1
kgz,2007,36.9
kgz,2008,36.7
kgz,2009,36.6
kgz,2010,36.5
kgz,2011,36.3
kgz,2012,36.4
kgz,2013,36.4
kgz,2014,36.5
kgz,2015,36.6
kgz,2016,36.5
kgz,2017,36.4
kgz,2018,36.4
kgz,2019,36.3
khm,2000,55.4
khm,2001,55.2
khm,2002,54.9
khm,2003,54.6
khm,2004,54.3
khm,2005,53.9
khm,2006,53.6
khm,2007,53.2
khm,2008,52.9
khm,2009,52.6
khm,2010,52.4
khm,2011,52.2
khm,2012,52.1
khm,2013,52
khm,2014,51.9
khm,2015,51.8
khm,2016,51.8
khm,2017,51.7
khm,2018,51.6
khm,2019,51.5
kir,2000,43.6
kir,2001,43.4
kir,2002,43.3
kir,2003,43.1
kir,2004,43
kir,2005,42.9
kir,2006,42.9
kir,2007,42.9
kir,2008,42.9
kir,2009,43
kir,2010,43
kir,2011,43
kir,2012,43
kir,2013,42.9
kir,2014,42.9
kir,2015,42.8
kir,2016,42.5
kir,2017,42.3
kir,2018,42
kir,2019,41.7
kna,2000,22.4
kna,2001,22
kna,2002,21.7
kna,2003,21.5
kna,2004,21.3
kna,2005,21.1
kna,2006,20.8
kna,2007,20.5
kna,2008,20.2
kna,2009,19.9
kna,2010,19.6
kna,2011,19.1
kna,2012,18.8
kna,2013,18.4
kna,2014,18.1
kna,2015,18
kna,2016,17.8
kna,2017,17.8
kna,2018,18
kna,2019,18.2
kor,2000,21.9
kor,2001,21.3
kor,2002,20.7
kor,2003,20.1
kor,2004,19.6
kor,2005,19.2
kor,2006,18.7
kor,2007,18.3
kor,2008,17.8
kor,2009,17.3
kor,2010,16.9
kor,2011,16.5
kor,2012,16.1
kor,2013,15.8
kor,2014,15.5
kor,2015,15.2
kor,2016,15.1
kor,2017,14.9
kor,2018,14.8
kor,2019,14.7
kwt,2000,25.4
kwt,2001,24.9
kwt,2002,24.5
kwt,2003,24.2
kwt,2004,23.8
kwt,2005,23.4
kwt,2006,22.7
kwt,2007,22.3
kwt,2008,22.1
kwt,2009,22.2
kwt,2010,22.2
kwt,2011,22.4
kwt,2012,22.6
kwt,2013,22.9
kwt,2014,23.1
kwt,2015,23.2
kwt,2016,23.3
kwt,2017,23.5
kwt,2018,23.6
kwt,2019,23.7
lao,2000,50.5
lao,2001,50.2
lao,2002,49.9
lao,2003,49.6
lao,2004,49.3
lao,2005,49
lao,2006,48.6
lao,2007,48.2
lao,2008,47.9
lao,2009,47.5
lao,2010,47.3
lao,2011,47.1
lao,2012,46.9
lao,2013,46.9
lao,2014,46.9
lao,2015,46.9
lao,2016,46.9
lao,2017,47
lao,2018,47
lao,2019,47
lbn,2000,29.7
lbn,2001,29.5
lbn,2002,29.2
lbn,2003,29
lbn,2004,28.9
lbn,2005,28.7
lbn,2006,28.4
lbn,2007,28.2
lbn,2008,27.9
lbn,2009,27.7
lbn,2010,27.4
lbn,2011,27.3
lbn,2012,27.2
lbn,2013,27.3
lbn,2014,27.3
lbn,2015,27.4
lbn,2016,27.5
lbn,2017,27.6
lbn,2018,27.7
lbn,2019,27.7
lbr,2000,56
lbr,2001,55.6
lbr,2002,55.1
lbr,2003,54.8
lbr,2004,54.4
lbr,2005,54
lbr,2006,53.6
lbr,2007,53.1
lbr,2008,52.7
lbr,2009,52.2
lbr,2010,51.8
lbr,2011,51.4
lbr,2012,51.1
lbr,2013,50.7
lbr,2014,50.5
lbr,2015,50.2
lbr,2016,50.1
lbr,2017,49.9
lbr,2018,49.8
lbr,2019,49.7
lby,2000,32.2
lby,2001,31.9
lby,2002,31.6
lby,2003,31.3
lby,2004,31.1
lby,2005,30.7
lby,2006,30.3
lby,2007,29.9
lby,2008,29.6
lby,2009,29.3
lby,2010,29
lby,2011,28.9
lby,2012,28.8
lby,2013,28.8
lby,2014,28.9
lby,2015,29
lby,2016,29.2
lby,2017,29.3
lby,2018,29.4
lby,2019,29.4
lca,2000,23.1
lca,2001,22.7
lca,2002,22.3
lca,2003,22.2
lca,2004,22
lca,2005,21.7
lca,2006,21.4
lca,2007,21.1
lca,2008,20.7
lca,2009,20.3
lca,2010,19.9
lca,2011,19.6
lca,2012,19.3
lca,2013,19
lca,2014,19
lca,2015,19
lca,2016,19
lca,2017,19
lca,2018,19
lca,2019,19.1
lka,2000,36.5
lka,2001,35.9
lka,2002,35.3
lka,2003,34.9
lka,2004,34.6
lka,2005,34.4
lka,2006,34.1
lka,2007,33.9
lka,2008,33.6
lka,2009,33.4
lka,2010,33.3
lka,2011,33.3
lka,2012,33.4
lka,2013,33.5
lka,2014,33.6
lka,2015,33.8
lka,2016,34.1
lka,2017,34.3
lka,2018,34.5
lka,2019,34.6
lso,2000,36.6
lso,2001,36.2
lso,2002,36
lso,2003,35.7
lso,2004,35.5
lso,2005,35.2
lso,2006,35
lso,2007,34.8
lso,2008,34.5
lso,2009,34.2
lso,2010,34.1
lso,2011,33.8
lso,2012,33.6
lso,2013,33.5
lso,2014,33.4
lso,2015,33.4
lso,2016,33.3
lso,2017,33.3
lso,2018,33.3
lso,2019,33.5
ltu,2000,26.6
ltu,2001,26.1
ltu,2002,25.6
ltu,2003,25.1
ltu,2004,24.5
ltu,2005,23.7
ltu,2006,23.1
ltu,2007,22.7
ltu,2008,22.2
ltu,2009,21.9
ltu,2010,21.7
ltu,2011,21.6
ltu,2012,21.5
ltu,2013,21.5
ltu,2014,21.5
ltu,2015,21.4
ltu,2016,21.4
ltu,2017,21.4
ltu,2018,21.5
ltu,2019,21.6
lux,2000,14.2
lux,2001,13.9
lux,2002,13.7
lux,2003,13.6
lux,2004,13.5
lux,2005,13.5
lux,2006,13.5
lux,2007,13.5
lux,2008,13.5
lux,2009,13.6
lux,2010,13.6
lux,2011,13.7
lux,2012,13.8
lux,2013,13.9
lux,2014,14
lux,2015,14.2
lux,2016,14.4
lux,2017,14.6
lux,2018,14.8
lux,2019,15
lva,2000,27.4
lva,2001,27
lva,2002,26.6
lva,2003,26.1
lva,2004,25.6
lva,2005,25.1
lva,2006,24.6
lva,2007,24.2
lva,2008,23.7
lva,2009,23.4
lva,2010,23.2
lva,2011,23.2
lva,2012,23.2
lva,2013,23.1
lva,2014,23.2
lva,2015,23.3
lva,2016,23.3
lva,2017,23.2
lva,2018,23.2
lva,2019,23.2
mar,2000,36.8
mar,2001,36.5
mar,2002,36.2
mar,2003,36
mar,2004,35.9
mar,2005,35.6
mar,2006,35.3
mar,2007,35
mar,2008,34.6
mar,2009,34.2
mar,2010,33.9
mar,2011,33.6
mar,2012,33.4
mar,2013,33.2
mar,2014,33.1
mar,2015,33
mar,2016,32.9
mar,2017,32.8
mar,2018,32.7
mar,2019,32.6
mco,2000,16.6
mco,2001,16.4
mco,2002,16.2
mco,2003,16.1
mco,2004,16
mco,2005,15.9
mco,2006,15.9
mco,2007,15.8
mco,2008,15.7
mco,2009,15.7
mco,2010,15.7
mco,2011,15.7
mco,2012,15.8
mco,2013,15.9
mco,2014,16
mco,2015,16.2
mco,2016,16.3
mco,2017,16.4
mco,2018,16.6
mco,2019,16.8
mda,2000,33
mda,2001,32.9
mda,2002,32.7
mda,2003,32.3
mda,2004,31.9
mda,2005,31.4
mda,2006,31
mda,2007,30.4
mda,2008,29.8
mda,2009,29.3
mda,2010,28.9
mda,2011,28.5
mda,2012,28.2
mda,2013,27.9
mda,2014,27.8
mda,2015,27.7
mda,2016,27.7
mda,2017,27.6
mda,2018,27.6
mda,2019,27.6
mdg,2000,44.4
mdg,2001,44
mdg,2002,43.5
mdg,2003,43.1
mdg,2004,42.5
mdg,2005,41.9
mdg,2006,41.5
mdg,2007,41.1
mdg,2008,40.7
mdg,2009,40.3
mdg,2010,40
mdg,2011,39.8
mdg,2012,39.6
mdg,2013,39.5
mdg,2014,39.4
mdg,2015,39.4
mdg,2016,39.4
mdg,2017,39.3
mdg,2018,39.3
mdg,2019,39.3
mdv,2000,49.9
mdv,2001,49.4
mdv,2002,48.9
mdv,2003,48.5
mdv,2004,48.1
mdv,2005,47.8
mdv,2006,47.5
mdv,2007,47.3
mdv,2008,47.1
mdv,2009,47
mdv,2010,47
mdv,2011,47.1
mdv,2012,47.3
mdv,2013,47.5
mdv,2014,47.9
mdv,2015,48.2
mdv,2016,48.5
mdv,2017,48.8
mdv,2018,49.1
mdv,2019,49.3
mex,2000,27.6
mex,2001,27
mex,2002,26.5
mex,2003,26.1
mex,2004,25.6
mex,2005,25
mex,2006,24.5
mex,2007,24
mex,2008,23.4
mex,2009,22.8
mex,2010,22.3
mex,2011,21.9
mex,2012,21.4
mex,2013,21.1
mex,2014,20.8
mex,2015,20.6
mex,2016,20.4
mex,2017,20.3
mex,2018,20.2
mex,2019,20.2
mhl,2000,42.3
mhl,2001,42.2
mhl,2002,42
mhl,2003,42
mhl,2004,41.9
mhl,2005,41.8
mhl,2006,41.6
mhl,2007,41.4
mhl,2008,41.1
mhl,2009,40.8
mhl,2010,40.6
mhl,2011,40.5
mhl,2012,40.3
mhl,2013,40.2
mhl,2014,40
mhl,2015,39.9
mhl,2016,39.9
mhl,2017,39.7
mhl,2018,39.6
mhl,2019,39.4
mkd,2000,28.2
mkd,2001,28.1
mkd,2002,28.1
mkd,2003,28
mkd,2004,27.8
mkd,2005,27.6
mkd,2006,27.5
mkd,2007,27.3
mkd,2008,27.1
mkd,2009,27
mkd,2010,26.8
mkd,2011,26.8
mkd,2012,26.7
mkd,2013,26.6
mkd,2014,26.5
mkd,2015,26.3
mkd,2016,26.2
mkd,2017,26
mkd,2018,25.8
mkd,2019,25.7
mli,2000,61.6
mli,2001,61.5
mli,2002,61.4
mli,2003,61.2
mli,2004,61
mli,2005,60.8
mli,2006,60.6
mli,2007,60.4
mli,2008,60.1
mli,2009,59.9
mli,2010,59.7
mli,2011,59.5
mli,2012,59.4
mli,2013,59.3
mli,2014,59.2
mli,2015,59.2
mli,2016,59.2
mli,2017,59.1
mli,2018,59.1
mli,2019,59
mlt,2000,21
mlt,2001,20.6
mlt,2002,20.2
mlt,2003,19.9
mlt,2004,19.6
mlt,2005,19.4
mlt,2006,19.2
mlt,2007,19
mlt,2008,18.8
mlt,2009,18.7
mlt,2010,18.7
mlt,2011,18.6
mlt,2012,18.5
mlt,2013,18.6
mlt,2014,18.5
mlt,2015,18.6
mlt,2016,18.6
mlt,2017,18.7
mlt,2018,18.9
mlt,2019,19
mmr,2000,51.1
mmr,2001,50.7
mmr,2002,50.2
mmr,2003,49.8
mmr,2004,49.4
mmr,2005,48.9
mmr,2006,48.5
mmr,2007,48.1
mmr,2008,47.7
mmr,2009,47.4
mmr,2010,47.2
mmr,2011,47.1
mmr,2012,47.2
mmr,2013,47.2
mmr,2014,47.4
mmr,2015,47.5
mmr,2016,47.6
mmr,2017,47.7
mmr,2018,47.8
mmr,2019,47.8
mne,2000,22.7
mne,2001,22.5
mne,2002,22.3
mne,2003,22.1
mne,2004,21.9
mne,2005,21.8
mne,2006,21.5
mne,2007,21.3
mne,2008,21
mne,2009,20.8
mne,2010,20.6
mne,2011,20.4
mne,2012,20.3
mne,2013,20.2
mne,2014,20.2
mne,2015,20.2
mne,2016,20.3
mne,2017,20.4
mne,2018,20.5
mne,2019,20.6
mng,2000,26.9
mng,2001,27
mng,2002,27.2
mng,2003,27.6
mng,2004,27.7
mng,2005,27.6
mng,2006,27.2
mng,2007,26.9
mng,2008,26.6
mng,2009,26.3
mng,2010,26
mng,2011,25.7
mng,2012,25.5
mng,2013,25.5
mng,2014,25.3
mng,2015,25.1
mng,2016,25
mng,2017,24.9
mng,2018,24.8
mng,2019,24.9
moz,2000,51.8
moz,2001,51.8
moz,2002,51.8
moz,2003,51.8
moz,2004,51.7
moz,2005,51.5
moz,2006,51.3
moz,2007,51
moz,2008,50.7
moz,2009,50.3
moz,2010,49.9
moz,2011,49.5
moz,2012,49.1
moz,2013,48.7
moz,2014,48.3
moz,2015,47.8
moz,2016,47.3
moz,2017,46.8
moz,2018,46.3
moz,2019,45.8
mrt,2000,54
mrt,2001,54
mrt,2002,53.9
mrt,2003,53.8
mrt,2004,53.6
mrt,2005,53.5
mrt,2006,53.2
mrt,2007,53
mrt,2008,52.7
mrt,2009,52.4
mrt,2010,52.1
mrt,2011,51.7
mrt,2012,51.4
mrt,2013,51.1
mrt,2014,50.8
mrt,2015,50.5
mrt,2016,50.1
mrt,2017,49.8
mrt,2018,49.5
mrt,2019,49.1
mus,2000,35.8
mus,2001,35.2
mus,2002,34.6
mus,2003,33.9
mus,2004,33.3
mus,2005,32.7
mus,2006,32
mus,2007,31.3
mus,2008,30.6
mus,2009,29.9
mus,2010,29.4
mus,2011,29
mus,2012,28.6
mus,2013,28.3
mus,2014,28.1
mus,2015,28
mus,2016,27.9
mus,2017,27.9
mus,2018,27.8
mus,2019,27.7
mwi,2000,43.7
mwi,2001,43.6
mwi,2002,43.5
mwi,2003,43.4
mwi,2004,43.1
mwi,2005,42.8
mwi,2006,42.3
mwi,2007,41.7
mwi,2008,41.1
mwi,2009,40.4
mwi,2010,39.9
mwi,2011,39.5
mwi,2012,39.3
mwi,2013,39.1
mwi,2014,39.1
mwi,2015,39
mwi,2016,39.1
mwi,2017,39.2
mwi,2018,39.2
mwi,2019,39.3
mys,2000,37.1
mys,2001,36.8
mys,2002,36.3
mys,2003,35.6
mys,2004,35.1
mys,2005,34.6
mys,2006,34
mys,2007,33.5
mys,2008,33
mys,2009,32.5
mys,2010,32.1
mys,2011,31.8
mys,2012,31.4
mys,2013,31.3
mys,2014,31.2
mys,2015,31.2
mys,2016,31.1
mys,2017,31.1
mys,2018,31
mys,2019,31
nam,2000,31.8
nam,2001,31.4
nam,2002,31.1
nam,2003,31
nam,2004,30.9
nam,2005,30.7
nam,2006,30.5
nam,2007,30.2
nam,2008,29.9
nam,2009,29.7
nam,2010,29.5
nam,2011,29.4
nam,2012,29.3
nam,2013,29.2
nam,2014,29.1
nam,2015,29.1
nam,2016,29
nam,2017,29
nam,2018,28.9
nam,2019,29
ner,2000,57.6
ner,2001,57.6
ner,2002,57.5
ner,2003,57.4
ner,2004,57.2
ner,2005,57.1
ner,2006,57
ner,2007,56.8
ner,2008,56.7
ner,2009,56.5
ner,2010,56.3
ner,2011,56.1
ner,2012,56
ner,2013,55.9
ner,2014,55.7
ner,2015,55.6
ner,2016,55.5
ner,2017,55.3
ner,2018,55.1
ner,2019,54.9
nga,2000,59.1
nga,2001,59.1
nga,2002,58.9
nga,2003,58.8
nga,2004,58.6
nga,2005,58.4
nga,2006,58.2
nga,2007,58
nga,2008,57.7
nga,2009,57.5
nga,2010,57.3
nga,2011,57.1
nga,2012,56.9
nga,2013,56.8
nga,2014,56.6
nga,2015,56.5
nga,2016,56.3
nga,2017,56.2
nga,2018,56
nga,2019,55.9
nic,2000,28.6
nic,2001,27.9
nic,2002,27.2
nic,2003,26.5
nic,2004,25.8
nic,2005,25.2
nic,2006,24.7
nic,2007,24.3
nic,2008,23.9
nic,2009,23.6
nic,2010,23.2
nic,2011,22.9
nic,2012,22.9
nic,2013,22.9
nic,2014,23
nic,2015,23
nic,2016,23.2
nic,2017,23.4
nic,2018,23.7
nic,2019,23.9
nld,2000,16.2
nld,2001,16.2
nld,2002,16.2
nld,2003,16.2
nld,2004,16.2
nld,2005,16.3
nld,2006,16.2
nld,2007,16.1
nld,2008,16.1
nld,2009,16
nld,2010,15.9
nld,2011,15.9
nld,2012,16.1
nld,2013,16.2
nld,2014,16.4
nld,2015,16.5
nld,2016,16.7
nld,2017,16.9
nld,2018,17.1
nld,2019,17.2
nor,2000,17.2
nor,2001,16.9
nor,2002,16.6
nor,2003,16.4
nor,2004,16.2
nor,2005,16.1
nor,2006,16
nor,2007,15.9
nor,2008,15.9
nor,2009,15.8
nor,2010,15.8
nor,2011,15.7
nor,2012,15.7
nor,2013,15.8
nor,2014,15.8
nor,2015,15.9
nor,2016,16.1
nor,2017,16.3
nor,2018,16.4
nor,2019,16.7
npl,2000,51.2
npl,2001,50.5
npl,2002,49.8
npl,2003,49.2
npl,2004,48.5
npl,2005,47.9
npl,2006,47.3
npl,2007,46.7
npl,2008,46.2
npl,2009,45.7
npl,2010,45.2
npl,2011,44.8
npl,2012,44.4
npl,2013,44.1
npl,2014,43.7
npl,2015,43.5
npl,2016,43.2
npl,2017,43
npl,2018,42.7
npl,2019,42.5
nru,2000,39.3
nru,2001,39.3
nru,2002,39.3
nru,2003,39.4
nru,2004,39.4
nru,2005,39.4
nru,2006,39.2
nru,2007,39.2
nru,2008,38.9
nru,2009,38.6
nru,2010,38.3
nru,2011,38.1
nru,2012,37.8
nru,2013,37.5
nru,2014,37.1
nru,2015,36.8
nru,2016,36.6
nru,2017,36.4
nru,2018,36.1
nru,2019,35.9
nzl,2000,15.2
nzl,2001,15
nzl,2002,14.9
nzl,2003,14.8
nzl,2004,14.7
nzl,2005,14.6
nzl,2006,14.6
nzl,2007,14.7
nzl,2008,14.7
nzl,2009,14.6
nzl,2010,14.7
nzl,2011,14.8
nzl,2012,15
nzl,2013,15
nzl,2014,15.2
nzl,2015,15.4
nzl,2016,15.6
nzl,2017,15.8
nzl,2018,15.9
nzl,2019,16.1
omn,2000,38.4
omn,2001,37.8
omn,2002,37.2
omn,2003,36.6
omn,2004,36
omn,2005,35.4
omn,2006,34.9
omn,2007,34.2
omn,2008,33.4
omn,2009,32.8
omn,2010,32.2
omn,2011,31.8
omn,2012,31.5
omn,2013,31.2
omn,2014,31.1
omn,2015,30.9
omn,2016,30.8
omn,2017,30.6
omn,2018,30.4
omn,2019,30.2
pak,2000,48.5
pak,2001,48.3
pak,2002,48.3
pak,2003,48.3
pak,2004,48.2
pak,2005,48.1
pak,2006,48.1
pak,2007,48
pak,2008,47.8
pak,2009,47.7
pak,2010,47.4
pak,2011,47.3
pak,2012,47.1
pak,2013,46.6
pak,2014,46.2
pak,2015,45.8
pak,2016,45.4
pak,2017,45
pak,2018,44.5
pak,2019,44
pan,2000,27.7
pan,2001,27.3
pan,2002,27
pan,2003,26.9
pan,2004,26.7
pan,2005,26.5
pan,2006,26.1
pan,2007,25.7
pan,2008,25.2
pan,2009,24.5
pan,2010,24.1
pan,2011,24
pan,2012,23.7
pan,2013,23.4
pan,2014,23.2
pan,2015,23
pan,2016,22.8
pan,2017,22.7
pan,2018,22.6
pan,2019,22.6
per,2000,31.6
per,2001,31.8
per,2002,31.8
per,2003,31.9
per,2004,31.8
per,2005,31.6
per,2006,31.2
per,2007,30.7
per,2008,30.1
per,2009,29.5
per,2010,29
per,2011,28.5
per,2012,28.1
per,2013,27.8
per,2014,27.6
per,2015,27.4
per,2016,27.2
per,2017,27.1
per,2018,27.1
per,2019,27.1
phl,2000,42.3
phl,2001,41.8
phl,2002,41.4
phl,2003,41.1
phl,2004,40.7
phl,2005,40.2
phl,2006,39.9
phl,2007,39.2
phl,2008,38.3
phl,2009,37.5
phl,2010,36.5
phl,2011,35.3
phl,2012,33.9
phl,2013,32.3
phl,2014,31.1
phl,2015,29.9
phl,2016,28.9
phl,2017,27.7
phl,2018,26.6
phl,2019,25.5
plw,2000,36.4
plw,2001,36.3
plw,2002,36.1
plw,2003,36.1
plw,2004,36
plw,2005,35.8
plw,2006,35.7
plw,2007,35.5
plw,2008,35.3
plw,2009,35.1
plw,2010,35
plw,2011,34.9
plw,2012,34.8
plw,2013,34.7
plw,2014,34.6
plw,2015,34.6
plw,2016,34.5
plw,2017,34.5
plw,2018,34.3
plw,2019,34.3
png,2000,46.8
png,2001,46.8
png,2002,46.7
png,2003,46.7
png,2004,46.7
png,2005,46.6
png,2006,46.5
png,2007,46.4
png,2008,46.2
png,2009,45.9
png,2010,45.7
png,2011,45.6
png,2012,45.4
png,2013,45.3
png,2014,45.1
png,2015,44.9
png,2016,44.8
png,2017,44.6
png,2018,44.3
png,2019,44.1
prk,2000,39.7
prk,2001,39.2
prk,2002,38.7
prk,2003,38.4
prk,2004,38.1
prk,2005,37.8
prk,2006,37.7
prk,2007,37.5
prk,2008,37.3
prk,2009,37.3
prk,2010,37.2
prk,2011,37.3
prk,2012,37.4
prk,2013,37.6
