geo,time,sl_emp_self_zs
dza,2004,34.29
dza,2005,33.57
dza,2006,33.24
dza,2007,32.95
dza,2008,32.84
dza,2009,32.89
dza,2010,32.93
dza,2011,32.97
dza,2012,31.97
dza,2013,31.03
dza,2014,31.19
dza,2015,31.35
dza,2016,31.54
dza,2017,31.73
dza,2018,31.98
dza,2019,32.29
ecu,1991,45.52
ecu,1992,48.32
ecu,1993,47.76
ecu,1994,46.7
ecu,1995,46.64
ecu,1996,47.52
ecu,1997,45.85
ecu,1998,46.93
ecu,1999,47.67
ecu,2000,47.84
ecu,2001,48.18
ecu,2002,46.43
ecu,2003,44.92
ecu,2004,48.72
ecu,2005,46.59
ecu,2006,46.62
ecu,2007,45.62
ecu,2008,44.98
ecu,2009,45.56
ecu,2010,44.85
ecu,2011,46.49
ecu,2012,46.51
ecu,2013,45.17
ecu,2014,42.89
ecu,2015,44.85
ecu,2016,48.53
ecu,2017,49.29
ecu,2018,49.91
ecu,2019,51.23
egy,1991,44.72
egy,1992,44.54
egy,1993,44.23
egy,1994,43.61
egy,1995,42.88
egy,1996,41.46
egy,1997,40.03
egy,1998,40.24
egy,1999,38.88
egy,2000,40.06
egy,2001,38.5
egy,2002,39.81
egy,2003,42.13
egy,2004,43.51
egy,2005,40
egy,2006,38.2
egy,2007,41.47
egy,2008,39.99
egy,2009,39.41
egy,2010,37.8
egy,2011,38.83
egy,2012,37.51
egy,2013,38.86
egy,2014,39.17
egy,2015,37.4
egy,2016,30.14
egy,2017,31.91
egy,2018,31.23
egy,2019,30.43
eri,1991,92.04
eri,1992,91.9
eri,1993,91.45
eri,1994,91.13
eri,1995,90.71
eri,1996,89.94
eri,1997,89.22
eri,1998,89.26
eri,1999,89.02
eri,2000,88.75
eri,2001,88.34
eri,2002,87.76
eri,2003,88.46
eri,2004,88.37
eri,2005,88.15
eri,2006,88.5
eri,2007,88.22
eri,2008,87.37
eri,2009,87.98
eri,2010,87.86
eri,2011,87.24
eri,2012,87.15
eri,2013,87.44
eri,2014,86.43
eri,2015,86.98
eri,2016,86.55
eri,2017,86.94
eri,2018,86.34
eri,2019,86.2
esp,1991,25.36
esp,1992,25.36
esp,1993,25.78
esp,1994,25.89
esp,1995,25.09
esp,1996,24.7
esp,1997,23.62
esp,1998,22.68
esp,1999,21.4
esp,2000,20.08
esp,2001,19.92
esp,2002,18.84
esp,2003,18.11
esp,2004,18.05
esp,2005,18
esp,2006,17.71
esp,2007,17.51
esp,2008,17.57
esp,2009,16.83
esp,2010,16.68
esp,2011,16.39
esp,2012,17.3
esp,2013,17.86
esp,2014,17.59
esp,2015,17.28
esp,2016,16.94
esp,2017,16.49
esp,2018,15.97
esp,2019,15.68
est,1991,7.51
est,1992,7.6
est,1993,7.68
est,1994,7.79
est,1995,7.81
est,1996,7.99
est,1997,7.84
est,1998,8.82
est,1999,8.87
est,2000,8.3
est,2001,7.41
est,2002,6.9
est,2003,8.56
est,2004,9.69
est,2005,8
est,2006,8.23
est,2007,9.15
est,2008,7.93
est,2009,8.39
est,2010,8.53
est,2011,8.72
est,2012,8.86
est,2013,9.14
est,2014,9.11
est,2015,9.42
est,2016,9.57
est,2017,10.2
est,2018,10.71
est,2019,10.99
eth,1991,90.55
eth,1992,90.86
eth,1993,90.67
eth,1994,90.66
eth,1995,90.54
eth,1996,90.3
eth,1997,90.24
eth,1998,90.34
eth,1999,90.24
eth,2000,90.56
eth,2001,90.53
eth,2002,90.71
eth,2003,91.15
eth,2004,91.07
eth,2005,91.21
eth,2006,90.95
eth,2007,90.57
eth,2008,90.35
eth,2009,90.07
eth,2010,89.55
eth,2011,89.03
eth,2012,88.63
eth,2013,88.18
eth,2014,87.51
eth,2015,86.8
eth,2016,86.01
eth,2017,85.34
eth,2018,84.69
eth,2019,84.15
fin,1991,15.85
fin,1992,16.26
fin,1993,16.19
fin,1994,16.06
fin,1995,15.83
fin,1996,16.61
fin,1997,15.48
fin,1998,14.59
fin,1999,13.77
fin,2000,13.53
fin,2001,12.98
fin,2002,12.86
fin,2003,12.76
fin,2004,12.46
fin,2005,12.65
fin,2006,12.87
fin,2007,12.58
fin,2008,12.81
fin,2009,13.62
fin,2010,13.4
fin,2011,13.37
fin,2012,13.58
fin,2013,13.44
fin,2014,14
fin,2015,14.22
fin,2016,14.03
fin,2017,13.18
fin,2018,13.21
fin,2019,13.46
fji,1991,39.87
fji,1992,39.63
fji,1993,39.58
fji,1994,39.34
fji,1995,39.23
fji,1996,38.92
fji,1997,39.21
fji,1998,39.28
fji,1999,38.55
fji,2000,38.86
fji,2001,38.76
fji,2002,38.51
fji,2003,38.62
fji,2004,38.16
fji,2005,38.38
fji,2006,39.41
fji,2007,40.94
fji,2008,42.34
fji,2009,44.21
fji,2010,45.47
fji,2011,47.09
fji,2012,47.19
fji,2013,46.59
fji,2014,45.78
fji,2015,44.94
fji,2016,44.43
fji,2017,43.51
fji,2018,42.86
fji,2019,42.63
fra,1991,15.26
fra,1992,15.08
fra,1993,14.15
fra,1994,14.11
fra,1995,13.65
fra,1996,13.21
fra,1997,12.95
fra,1998,12.49
fra,1999,12.18
fra,2000,11.41
fra,2001,10.9
fra,2002,10.77
fra,2003,11.49
fra,2004,11.04
fra,2005,10.88
fra,2006,11.36
fra,2007,10.98
fra,2008,10.56
fra,2009,10.95
fra,2010,11.49
fra,2011,11.63
fra,2012,11.44
fra,2013,11.27
fra,2014,11.61
fra,2015,11.54
fra,2016,11.77
fra,2017,11.61
fra,2018,11.65
fra,2019,12.13
gab,1991,51.48
gab,1992,51.38
gab,1993,50.41
gab,1994,48.58
gab,1995,46.83
gab,1996,45.4
gab,1997,43.63
gab,1998,41.58
gab,1999,41.92
gab,2000,41.95
gab,2001,40.64
gab,2002,39.88
gab,2003,38.94
gab,2004,38.48
gab,2005,38.14
gab,2006,37.64
gab,2007,36.31
gab,2008,36.4
gab,2009,34.64
gab,2010,33.92
gab,2011,33.98
gab,2012,33.37
gab,2013,32.83
gab,2014,32.29
gab,2015,31.8
gab,2016,31.69
gab,2017,32.14
gab,2018,32.85
gab,2019,33.12
gbr,1991,13.63
gbr,1992,13.23
gbr,1993,13.09
gbr,1994,13.42
gbr,1995,13.48
gbr,1996,13.04
gbr,1997,12.97
gbr,1998,12.5
gbr,1999,12.61
gbr,2000,12.27
gbr,2001,12.2
gbr,2002,12.32
gbr,2003,12.82
gbr,2004,13.09
gbr,2005,13
gbr,2006,13.23
gbr,2007,13.39
gbr,2008,13.34
gbr,2009,13.6
gbr,2010,13.99
gbr,2011,14.18
gbr,2012,14.63
gbr,2013,14.59
gbr,2014,15.24
gbr,2015,14.99
gbr,2016,15.44
gbr,2017,15.37
gbr,2018,15.11
gbr,2019,15.57
geo,1991,42.24
geo,1992,44.05
geo,1993,45.92
geo,1994,48.12
geo,1995,50.28
geo,1996,52.24
geo,1997,53.91
geo,1998,55.72
geo,1999,56.53
geo,2000,61.66
geo,2001,64.11
geo,2002,64.33
geo,2003,65.87
geo,2004,66.23
geo,2005,65.43
geo,2006,65.38
geo,2007,63.3
geo,2008,61.03
geo,2009,60.39
geo,2010,58.81
geo,2011,58.1
geo,2012,56.53
geo,2013,57.41
geo,2014,55.86
geo,2015,53.65
geo,2016,53.07
geo,2017,51.64
geo,2018,49.19
geo,2019,49.71
gha,1991,89.56
gha,1992,89.42
gha,1993,88.76
gha,1994,88.67
gha,1995,88.6
gha,1996,88.46
gha,1997,88.12
gha,1998,87.9
gha,1999,87.56
gha,2000,87.23
gha,2001,86.89
gha,2002,86.46
gha,2003,86.01
gha,2004,85.57
gha,2005,84.92
gha,2006,84.19
gha,2007,83.78
gha,2008,83.22
gha,2009,82.93
gha,2010,81.97
gha,2011,79.19
gha,2012,77.71
gha,2013,76.72
gha,2014,75.62
gha,2015,75.46
gha,2016,75.49
gha,2017,74.26
gha,2018,73.21
gha,2019,72.25
gin,1991,93.35
gin,1992,93.52
gin,1993,93.37
gin,1994,93.51
gin,1995,93.54
gin,1996,93.43
gin,1997,93.32
gin,1998,93.41
gin,1999,93.14
gin,2000,93.08
gin,2001,93.19
gin,2002,92.87
gin,2003,92.89
gin,2004,92.99
gin,2005,92.82
gin,2006,92.81
gin,2007,93.01
gin,2008,92.7
gin,2009,92.9
gin,2010,92.85
gin,2011,92.74
gin,2012,92.67
gin,2013,92.84
gin,2014,92.78
gin,2015,93.11
gin,2016,92.45
gin,2017,92.01
gin,2018,92.08
gin,2019,91.89
gmb,1991,80.18
gmb,1992,80
gmb,1993,79.78
gmb,1994,79.69
gmb,1995,79.52
gmb,1996,78.76
gmb,1997,79.04
gmb,1998,78.66
gmb,1999,78.25
gmb,2000,77.82
gmb,2001,77.21
gmb,2002,77.07
gmb,2003,76.62
gmb,2004,76.14
gmb,2005,76.18
gmb,2006,76.02
gmb,2007,75.86
gmb,2008,75.62
gmb,2009,75.3
gmb,2010,74.9
gmb,2011,74.99
gmb,2012,74.58
gmb,2013,74.38
gmb,2014,74.19
gmb,2015,73.17
gmb,2016,72.37
gmb,2017,72.64
gmb,2018,72.58
gmb,2019,72.01
gnb,1991,83.31
gnb,1992,83.67
gnb,1993,83.69
gnb,1994,83.49
gnb,1995,83.34
gnb,1996,83.09
gnb,1997,82.09
gnb,1998,82.85
gnb,1999,83.17
gnb,2000,83.6
gnb,2001,83.59
gnb,2002,83.42
gnb,2003,83.32
gnb,2004,83.64
gnb,2005,83.78
gnb,2006,83.76
gnb,2007,83.8
gnb,2008,83.54
gnb,2009,83.48
gnb,2010,83.3
gnb,2011,83.05
gnb,2012,82.92
gnb,2013,82.59
gnb,2014,82.59
gnb,2015,82.7
gnb,2016,82.3
gnb,2017,81.93
gnb,2018,81.7
gnb,2019,81.31
gnq,1991,98.96
gnq,1992,98.88
gnq,1993,98.79
gnq,1994,98.63
gnq,1995,98.5
gnq,1996,97.88
gnq,1997,96.83
gnq,1998,96.2
gnq,1999,95.25
gnq,2000,94.14
gnq,2001,91.8
gnq,2002,90
gnq,2003,87.96
gnq,2004,83.85
gnq,2005,80.16
gnq,2006,77.68
gnq,2007,75.47
gnq,2008,71.89
gnq,2009,73.6
gnq,2010,74.46
gnq,2011,72.99
gnq,2012,72.44
gnq,2013,75.16
gnq,2014,76.68
gnq,2015,81.16
gnq,2016,84.28
gnq,2017,84.92
gnq,2018,86
gnq,2019,88.41
grc,1991,46.83
grc,1992,47.39
grc,1993,46.72
grc,1994,46.74
grc,1995,46.11
grc,1996,45.72
grc,1997,45.21
grc,1998,43.56
grc,1999,42.15
grc,2000,41.95
grc,2001,39.61
grc,2002,38.93
grc,2003,38.6
grc,2004,36.24
grc,2005,36
grc,2006,36.04
grc,2007,35.34
grc,2008,35.01
grc,2009,35.27
grc,2010,35.6
grc,2011,36.21
grc,2012,36.64
grc,2013,36.99
grc,2014,35.97
grc,2015,34.96
grc,2016,34.09
grc,2017,34.07
grc,2018,33.48
grc,2019,31.9
gtm,1991,48.88
gtm,1992,48.89
gtm,1993,48.92
gtm,1994,48.93
gtm,1995,48.86
gtm,1996,48.92
gtm,1997,48.84
gtm,1998,48.75
gtm,1999,49.25
gtm,2000,49.86
gtm,2001,50.76
gtm,2002,51.64
gtm,2003,52.64
gtm,2004,52.04
gtm,2005,50.25
gtm,2006,48.36
gtm,2007,47.78
gtm,2008,47.38
gtm,2009,47.27
gtm,2010,46.97
gtm,2011,43.01
gtm,2012,47.24
gtm,2013,43.52
gtm,2014,40.73
gtm,2015,39.68
gtm,2016,37.65
gtm,2017,40.46
gtm,2018,39.8
gtm,2019,39.19
gum,1991,11.8
gum,1992,11.78
gum,1993,11.77
gum,1994,11.73
gum,1995,11.69
gum,1996,11.64
gum,1997,11.57
gum,1998,11.5
gum,1999,11.44
gum,2000,11.33
gum,2001,11.26
gum,2002,11.19
gum,2003,11.18
gum,2004,11.02
gum,2005,10.87
gum,2006,10.92
gum,2007,10.92
gum,2008,10.89
gum,2009,10.9
gum,2010,10.86
gum,2011,10.86
gum,2012,10.82
gum,2013,10.78
gum,2014,10.72
gum,2015,10.68
gum,2016,10.65
gum,2017,10.63
gum,2018,10.63
gum,2019,10.58
guy,1991,39.49
guy,1992,39.32
guy,1993,39.16
guy,1994,38.85
guy,1995,38.57
guy,1996,38.19
guy,1997,37.76
guy,1998,37.69
guy,1999,37.42
guy,2000,37.56
guy,2001,37.42
guy,2002,37.37
guy,2003,37.53
guy,2004,37.53
guy,2005,37.83
guy,2006,37.46
guy,2007,37.12
guy,2008,37.03
guy,2009,36.82
guy,2010,36.57
guy,2011,36.25
guy,2012,35.79
guy,2013,35.43
guy,2014,35.08
guy,2015,34.82
guy,2016,34.68
guy,2017,34.57
guy,2018,34.47
guy,2019,34.4
hkg,1991,11.52
hkg,1992,11.43
hkg,1993,11.37
hkg,1994,10.85
hkg,1995,10.81
hkg,1996,10.8
hkg,1997,10.32
hkg,1998,10.35
hkg,1999,10.84
hkg,2000,10.52
hkg,2001,11.92
hkg,2002,12.87
hkg,2003,12.66
hkg,2004,12.49
hkg,2005,12.23
hkg,2006,12.21
hkg,2007,11.3
hkg,2008,11.17
hkg,2009,11.19
hkg,2010,9.93
hkg,2011,10.12
hkg,2012,10.22
hkg,2013,10.13
hkg,2014,9.13
hkg,2015,8.96
hkg,2016,8.7
hkg,2017,8.57
hkg,2018,8.45
hkg,2019,8.4
hnd,1991,53.39
hnd,1992,53.4
hnd,1993,53.31
hnd,1994,53.47
hnd,1995,53.36
hnd,1996,53.45
hnd,1997,53.37
hnd,1998,53.35
hnd,1999,53.61
hnd,2000,53.29
hnd,2001,53.32
hnd,2002,53.22
hnd,2003,52.96
hnd,2004,52.6
hnd,2005,52.14
hnd,2006,51.89
hnd,2007,50.68
hnd,2008,50.45
hnd,2009,52.56
hnd,2010,55.33
hnd,2011,52.79
hnd,2012,56.81
hnd,2013,55.51
hnd,2014,50.33
hnd,2015,51.42
hnd,2016,48.25
hnd,2017,52.39
hnd,2018,51.44
hnd,2019,50.18
hrv,1991,28.33
hrv,1992,28.89
hrv,1993,29.54
hrv,1994,29.37
hrv,1995,28.92
hrv,1996,28.56
hrv,1997,25.92
hrv,1998,24.66
hrv,1999,24.84
hrv,2000,23.86
hrv,2001,24.25
hrv,2002,24.11
hrv,2003,24.44
hrv,2004,24.12
hrv,2005,24.89
hrv,2006,22.98
hrv,2007,20.78
hrv,2008,20.88
hrv,2009,20.86
hrv,2010,21.84
hrv,2011,21.78
hrv,2012,19.75
hrv,2013,18.08
hrv,2014,15.62
hrv,2015,15.67
hrv,2016,13.91
hrv,2017,12.37
hrv,2018,12.08
hrv,2019,12.35
hti,1991,75.86
hti,1992,76.06
hti,1993,76.19
hti,1994,76.54
hti,1995,76.16
hti,1996,75.89
hti,1997,75.93
hti,1998,75.74
hti,1999,75.67
hti,2000,75.71
hti,2001,75.7
hti,2002,75.63
hti,2003,75.41
hti,2004,75.6
hti,2005,75.27
hti,2006,75.16
hti,2007,74.88
hti,2008,74.82
hti,2009,74.56
hti,2010,75.28
hti,2011,74.71
hti,2012,74.59
hti,2013,74.26
hti,2014,74
hti,2015,73.85
hti,2016,73.79
hti,2017,73.7
hti,2018,73.55
hti,2019,73.51
hun,1991,20.48
hun,1992,20.54
hun,1993,18.11
hun,1994,17.94
hun,1995,17.93
hun,1996,17.84
hun,1997,17.47
hun,1998,16.02
hun,1999,15.7
hun,2000,15.23
hun,2001,14.64
hun,2002,13.78
hun,2003,13.32
hun,2004,14.44
hun,2005,13.69
hun,2006,12.72
hun,2007,12.47
hun,2008,12.21
hun,2009,12.62
hun,2010,12.32
hun,2011,12.14
hun,2012,11.73
hun,2013,11.28
hun,2014,10.95
hun,2015,10.85
hun,2016,10.74
hun,2017,10.34
hun,2018,10.42
hun,2019,10.83
idn,1991,70.24
idn,1992,69.64
idn,1993,68.94
idn,1994,68.08
idn,1995,66.97
idn,1996,65.79
idn,1997,64.55
idn,1998,67.14
idn,1999,66.92
idn,2000,67.17
idn,2001,64.04
idn,2002,63.86
idn,2003,65.48
idn,2004,64.1
idn,2005,61.8
idn,2006,61.26
idn,2007,61.56
idn,2008,61.43
idn,2009,61.27
idn,2010,60.21
idn,2011,57.48
idn,2012,54.85
idn,2013,53.65
idn,2014,53.3
idn,2015,51
idn,2016,51.13
idn,2017,51.19
idn,2018,51.91
idn,2019,51.75
ind,1991,85.36
ind,1992,85.29
ind,1993,85.25
ind,1994,85.12
ind,1995,85.05
ind,1996,84.95
ind,1997,85
ind,1998,84.95
ind,1999,84.76
ind,2000,84.7
ind,2001,84.69
ind,2002,84.75
ind,2003,84.64
ind,2004,84.49
ind,2005,84.37
ind,2006,84.13
ind,2007,83.87
ind,2008,83.79
ind,2009,83.56
ind,2010,83.32
ind,2011,82.03
ind,2012,80.68
ind,2013,80.12
ind,2014,79.5
ind,2015,78.82
ind,2016,78.08
ind,2017,77.34
ind,2018,76.54
ind,2019,75.83
irl,1991,23.47
irl,1992,23.95
irl,1993,23.36
irl,1994,22.6
irl,1995,22.08
irl,1996,20.88
irl,1997,20.75
irl,1998,20.32
irl,1999,19.28
irl,2000,19.11
irl,2001,18.35
irl,2002,18.03
irl,2003,17.68
irl,2004,17.92
irl,2005,17.04
irl,2006,16.23
irl,2007,16.26
irl,2008,16.77
irl,2009,17.5
irl,2010,17.21
irl,2011,16.82
irl,2012,16.83
irl,2013,17.02
irl,2014,16.81
irl,2015,16.48
irl,2016,16.23
irl,2017,15.45
irl,2018,15.03
irl,2019,14.4
irn,1991,44.65
irn,1992,44.68
irn,1993,44.96
irn,1994,45.4
irn,1995,45.48
irn,1996,45.44
irn,1997,45.91
irn,1998,46.19
irn,1999,47
irn,2000,47.21
irn,2001,47.9
irn,2002,48.08
irn,2003,47.74
irn,2004,47.93
irn,2005,48.26
irn,2006,48.27
irn,2007,48.27
irn,2008,46.84
irn,2009,46.14
irn,2010,44.58
irn,2011,43.83
irn,2012,44.25
irn,2013,44.17
irn,2014,43.97
irn,2015,44.08
irn,2016,45.07
irn,2017,45.26
irn,2018,46.18
irn,2019,47.22
irq,1991,33.4
irq,1992,33.6
irq,1993,33.54
irq,1994,33.74
irq,1995,34.01
irq,1996,33.98
irq,1997,33.57
irq,1998,32.54
irq,1999,31.6
irq,2000,31.48
irq,2001,31.47
irq,2002,32.34
irq,2003,34.46
irq,2004,33.44
irq,2005,33.55
irq,2006,33.06
irq,2007,33.07
irq,2008,31.94
irq,2009,31.19
irq,2010,30.28
irq,2011,29.34
irq,2012,28.25
irq,2013,26.82
irq,2014,25.98
irq,2015,25.11
irq,2016,23.42
irq,2017,22.4
irq,2018,22.57
irq,2019,22.52
isl,1991,18.94
isl,1992,19.02
isl,1993,19.05
isl,1994,18.9
isl,1995,18.88
isl,1996,18.85
isl,1997,17.97
isl,1998,19.16
isl,1999,18.65
isl,2000,18.07
isl,2001,17.54
isl,2002,17.54
isl,2003,13.79
isl,2004,13.81
isl,2005,14.6
isl,2006,15.01
isl,2007,14.07
isl,2008,12.94
isl,2009,12.26
isl,2010,12.91
isl,2011,12.8
isl,2012,12.57
isl,2013,12.83
isl,2014,12.93
isl,2015,12.72
isl,2016,12.3
isl,2017,11.98
isl,2018,12.21
isl,2019,11.93
isr,1991,11.27
isr,1992,11.4
isr,1993,11.56
isr,1994,11.66
isr,1995,11.77
isr,1996,12.23
isr,1997,12
isr,1998,11.92
isr,1999,12.06
isr,2000,11.64
isr,2001,11.36
isr,2002,11.43
isr,2003,11.86
isr,2004,11.5
isr,2005,11.83
isr,2006,11.99
isr,2007,11.57
isr,2008,11.71
isr,2009,12.11
isr,2010,12.12
isr,2011,12.06
isr,2012,11.89
isr,2013,11.63
isr,2014,11.72
isr,2015,11.99
isr,2016,12.15
isr,2017,11.88
isr,2018,12.4
isr,2019,12.31
ita,1991,29.97
ita,1992,29.9
ita,1993,29.88
ita,1994,29.76
ita,1995,29.61
ita,1996,29.5
ita,1997,29.36
ita,1998,29.2
ita,1999,29.04
ita,2000,28.73
ita,2001,28.47
ita,2002,28.28
ita,2003,28.17
ita,2004,27.93
ita,2005,26.69
ita,2006,26.41
ita,2007,26.13
ita,2008,25.45
ita,2009,24.97
ita,2010,25.28
ita,2011,25.04
ita,2012,24.91
ita,2013,24.82
ita,2014,24.68
ita,2015,24.38
ita,2016,23.94
ita,2017,23.2
ita,2018,22.91
ita,2019,22.74
jam,1991,43.5
jam,1992,43.19
jam,1993,41.23
jam,1994,41.08
jam,1995,39.95
jam,1996,40.04
jam,1997,39.96
jam,1998,40.52
jam,1999,40.67
jam,2000,40.64
jam,2001,40.16
jam,2002,38.36
jam,2003,38.63
jam,2004,38.68
jam,2005,37.68
jam,2006,38.53
jam,2007,36.61
jam,2008,39.63
jam,2009,39.97
jam,2010,39.95
jam,2011,39.95
jam,2012,40.65
jam,2013,40.44
jam,2014,40.21
jam,2015,39.91
jam,2016,39.63
jam,2017,39.37
jam,2018,39.34
jam,2019,39.47
jor,1991,13.05
jor,1992,13.01
jor,1993,13.14
jor,1994,13.31
jor,1995,13.43
jor,1996,13.58
jor,1997,13.77
jor,1998,13.99
jor,1999,14.19
jor,2000,14.39
jor,2001,14.57
jor,2002,14.79
jor,2003,15.05
jor,2004,15.23
jor,2005,14.9
jor,2006,14.64
jor,2007,14.45
jor,2008,14.3
jor,2009,14.01
jor,2010,13.86
jor,2011,13.84
jor,2012,13.77
jor,2013,13.74
jor,2014,13.73
jor,2015,13.77
jor,2016,13.8
jor,2017,13.82
jor,2018,13.82
jor,2019,13.92
jpn,1991,21.46
jpn,1992,20.46
jpn,1993,19.35
jpn,1994,18.86
jpn,1995,18.49
jpn,1996,17.95
jpn,1997,17.78
jpn,1998,17.59
jpn,1999,17.5
jpn,2000,16.91
jpn,2001,16.27
jpn,2002,15.78
jpn,2003,15.53
jpn,2004,15.39
jpn,2005,15.15
jpn,2006,14.26
jpn,2007,13.87
jpn,2008,13.49
jpn,2009,13.09
jpn,2010,12.22
jpn,2011,11.94
jpn,2012,11.79
jpn,2013,11.53
jpn,2014,11.41
jpn,2015,11.06
jpn,2016,10.58
jpn,2017,10.42
jpn,2018,10.29
jpn,2019,10.05
kaz,1991,27.76
kaz,1992,29.07
kaz,1993,30.51
kaz,1994,32.18
kaz,1995,33.88
kaz,1996,35.5
kaz,1997,37.05
kaz,1998,38.46
kaz,1999,39.71
kaz,2000,40.52
kaz,2001,40.89
kaz,2002,38.97
kaz,2003,38.38
kaz,2004,36.95
kaz,2005,35.64
kaz,2006,35.06
kaz,2007,34.42
kaz,2008,33.49
kaz,2009,33.44
kaz,2010,32.99
kaz,2011,32.45
kaz,2012,31.35
kaz,2013,30.42
kaz,2014,28.64
kaz,2015,26.96
kaz,2016,25.74
kaz,2017,24.44
kaz,2018,23.92
kaz,2019,23.46
ken,1991,64.32
ken,1992,64.58
ken,1993,65.03
ken,1994,65.06
ken,1995,65.72
ken,1996,65.44
ken,1997,65.75
ken,1998,65.83
ken,1999,66.14
ken,2000,66.3
ken,2001,66.73
ken,2002,67.22
ken,2003,67.76
ken,2004,67.89
ken,2005,67.99
ken,2006,68.52
ken,2007,66.48
ken,2008,65.21
ken,2009,63.56
ken,2010,61.61
ken,2011,59.72
ken,2012,58.12
ken,2013,56.55
ken,2014,55.08
ken,2015,53.63
ken,2016,52.29
ken,2017,51.33
ken,2018,50.29
ken,2019,49.27
kgz,1991,34.94
kgz,1992,36.42
kgz,1993,38.44
kgz,1994,41.45
kgz,1995,44.64
kgz,1996,47.15
kgz,1997,48.95
kgz,1998,50.75
kgz,1999,52.16
kgz,2000,52.96
kgz,2001,52.79
kgz,2002,53.09
kgz,2003,52.34
kgz,2004,50.88
kgz,2005,49.81
kgz,2006,48.38
kgz,2007,45.43
kgz,2008,42.17
kgz,2009,39.07
kgz,2010,36.9
kgz,2011,36.93
kgz,2012,36.98
kgz,2013,43.75
kgz,2014,42.83
kgz,2015,39.86
kgz,2016,37.92
kgz,2017,35.57
kgz,2018,34
kgz,2019,32.65
khm,1991,89.21
khm,1992,88.68
khm,1993,88.34
khm,1994,91.23
khm,1995,90.5
khm,1996,90.03
khm,1997,90.14
khm,1998,90.07
khm,1999,88.68
khm,2000,87.35
khm,2001,86.42
khm,2002,85.56
khm,2003,84.31
khm,2004,82.63
khm,2005,80.4
khm,2006,78.39
khm,2007,76.41
khm,2008,75.09
khm,2009,73.77
khm,2010,71
khm,2011,69.32
khm,2012,64.58
khm,2013,60.58
khm,2014,56.49
khm,2015,52.38
khm,2016,51.07
khm,2017,50.35
khm,2018,48.39
khm,2019,47.05
kor,1991,37.27
kor,1992,37.34
kor,1993,37.91
kor,1994,37.13
kor,1995,36.81
kor,1996,36.7
kor,1997,36.81
kor,1998,38.33
kor,1999,37.59
kor,2000,36.92
kor,2001,36.8
kor,2002,36.1
kor,2003,34.98
kor,2004,34.15
kor,2005,33.48
kor,2006,32.69
kor,2007,31.69
kor,2008,31.2
kor,2009,29.98
kor,2010,28.8
kor,2011,28.26
kor,2012,28.19
kor,2013,27.41
kor,2014,26.79
kor,2015,25.76
kor,2016,25.42
kor,2017,25.31
kor,2018,25.05
kor,2019,24.57
kwt,1991,3.6
kwt,1992,3.49
kwt,1993,3.36
kwt,1994,3.28
kwt,1995,3.19
kwt,1996,3.14
kwt,1997,3.13
kwt,1998,3.16
kwt,1999,3.2
kwt,2000,3.19
kwt,2001,3.25
kwt,2002,3.24
kwt,2003,3.09
kwt,2004,2.86
kwt,2005,2.67
kwt,2006,2.04
kwt,2007,1.62
kwt,2008,1.35
kwt,2009,1.81
kwt,2010,2.42
kwt,2011,3.23
kwt,2012,2.23
kwt,2013,1.7
kwt,2014,1.33
kwt,2015,1.06
kwt,2016,1.73
kwt,2017,1.7
kwt,2018,1.75
kwt,2019,1.77
lao,1991,92.41
lao,1992,92.09
lao,1993,91.7
lao,1994,91.03
lao,1995,90.34
lao,1996,90.03
lao,1997,89.69
lao,1998,89.68
lao,1999,89.26
lao,2000,88.99
lao,2001,88.71
lao,2002,88.4
lao,2003,88.06
lao,2004,87.68
lao,2005,87.21
lao,2006,86.55
lao,2007,85.99
lao,2008,85.39
lao,2009,84.82
lao,2010,84.34
lao,2011,83.32
lao,2012,82.24
lao,2013,81.13
lao,2014,80.01
lao,2015,78.9
lao,2016,77.8
lao,2017,76.69
lao,2018,75.62
lao,2019,74.72
lbn,1991,35.45
lbn,1992,35.33
lbn,1993,35.3
lbn,1994,35.31
lbn,1995,35.34
lbn,1996,34.97
lbn,1997,35.07
lbn,1998,35.26
lbn,1999,35.56
lbn,2000,35.69
lbn,2001,36.21
lbn,2002,36.61
lbn,2003,37.06
lbn,2004,37.06
lbn,2005,37.04
lbn,2006,37.28
lbn,2007,37.39
lbn,2008,36.43
lbn,2009,35.32
lbn,2010,34.41
lbn,2011,34.59
lbn,2012,34.89
lbn,2013,35.19
lbn,2014,35.5
lbn,2015,35.95
lbn,2016,36.21
lbn,2017,36.36
lbn,2018,36.78
lbn,2019,37.48
lbr,1991,78.4
lbr,1992,80.37
lbr,1993,82.34
lbr,1994,84.23
lbr,1995,86.49
lbr,1996,87.62
lbr,1997,86.73
lbr,1998,85.94
lbr,1999,85.26
lbr,2000,83.96
lbr,2001,82.15
lbr,2002,81.53
lbr,2003,82.84
lbr,2004,82.34
lbr,2005,82.18
lbr,2006,81.77
lbr,2007,81.49
lbr,2008,81.17
lbr,2009,81.03
lbr,2010,80.82
lbr,2011,80.19
lbr,2012,79.58
lbr,2013,78.88
lbr,2014,78.67
lbr,2015,78.93
lbr,2016,78.82
lbr,2017,78.55
lbr,2018,78.39
lbr,2019,78.75
lby,1991,30.5
lby,1992,30.75
lby,1993,31.09
lby,1994,31.26
lby,1995,32.01
lby,1996,32.28
lby,1997,32.71
lby,1998,33.15
lby,1999,33.54
lby,2000,33.71
lby,2001,34.3
