geo,time,sh_dyn_ncom_fe_zs
guy,2019,26.4
hnd,2000,18.4
hnd,2001,18.2
hnd,2002,18.2
hnd,2003,18.4
hnd,2004,18.9
hnd,2005,18.9
hnd,2006,18.9
hnd,2007,18.8
hnd,2008,18.6
hnd,2009,18.5
hnd,2010,18.5
hnd,2011,18.7
hnd,2012,20.2
hnd,2013,20.3
hnd,2014,20.4
hnd,2015,20.5
hnd,2016,19.9
hnd,2017,19.9
hnd,2018,19.6
hnd,2019,19.4
hrv,2000,15.4
hrv,2001,14.7
hrv,2002,14.5
hrv,2003,14.2
hrv,2004,13.4
hrv,2005,13.2
hrv,2006,12.7
hrv,2007,12.8
hrv,2008,13.1
hrv,2009,12.6
hrv,2010,12.4
hrv,2011,12.1
hrv,2012,11.4
hrv,2013,11.1
hrv,2014,11.2
hrv,2015,11.4
hrv,2016,11
hrv,2017,11.1
hrv,2018,10.6
hrv,2019,10.5
hti,2000,37.2
hti,2001,37.1
hti,2002,36.9
hti,2003,36.9
hti,2004,36.9
hti,2005,37.1
hti,2006,36.9
hti,2007,36.8
hti,2008,36.4
hti,2009,36.2
hti,2010,35.9
hti,2011,35.8
hti,2012,35.4
hti,2013,34.9
hti,2014,34.7
hti,2015,34.4
hti,2016,33.8
hti,2017,33.2
hti,2018,32.9
hti,2019,32.6
hun,2000,19.8
hun,2001,18.6
hun,2002,18.4
hun,2003,18.3
hun,2004,18.2
hun,2005,17.7
hun,2006,17.3
hun,2007,17.4
hun,2008,16.9
hun,2009,16.9
hun,2010,16.4
hun,2011,16.6
hun,2012,16.4
hun,2013,16.1
hun,2014,16
hun,2015,16.5
hun,2016,15.6
hun,2017,16.1
hun,2018,15.7
hun,2019,15.2
idn,2000,24.5
idn,2001,24.5
idn,2002,24.4
idn,2003,24.3
idn,2004,24.2
idn,2005,24.1
idn,2006,23.9
idn,2007,23.8
idn,2008,23.7
idn,2009,23.5
idn,2010,23.2
idn,2011,22.9
idn,2012,22.8
idn,2013,22.5
idn,2014,22.3
idn,2015,22.1
idn,2016,21.9
idn,2017,21.6
idn,2018,21.3
idn,2019,21.1
ind,2000,21.3
ind,2001,21.1
ind,2002,20.9
ind,2003,20.1
ind,2004,18.9
ind,2005,18.9
ind,2006,19.1
ind,2007,19.3
ind,2008,19.1
ind,2009,18.7
ind,2010,19.1
ind,2011,19.5
ind,2012,19.7
ind,2013,19.3
ind,2014,19
ind,2015,19.8
ind,2016,19.7
ind,2017,19.3
ind,2018,19.1
ind,2019,19
irl,2000,13.6
irl,2001,12.5
irl,2002,11.5
irl,2003,12.1
irl,2004,11.1
irl,2005,11.1
irl,2006,10.8
irl,2007,10.1
irl,2008,10.3
irl,2009,9.7
irl,2010,9.1
irl,2011,9.6
irl,2012,9.4
irl,2013,9.1
irl,2014,8.9
irl,2015,8.7
irl,2016,8.6
irl,2017,8.4
irl,2018,8.3
irl,2019,8.1
irn,2000,16.9
irn,2001,16.6
irn,2002,16.1
irn,2003,15.6
irn,2004,15
irn,2005,14.4
irn,2006,13.9
irn,2007,13.4
irn,2008,12.9
irn,2009,12.6
irn,2010,12.3
irn,2011,12.2
irn,2012,12.2
irn,2013,12.3
irn,2014,12.3
irn,2015,12.4
irn,2016,12.3
irn,2017,12.2
irn,2018,12.1
irn,2019,12
irq,2000,25.2
irq,2001,24.7
irq,2002,24.4
irq,2003,24.1
irq,2004,23.8
irq,2005,23.5
irq,2006,23.1
irq,2007,23
irq,2008,23
irq,2009,22.8
irq,2010,22.5
irq,2011,22.1
irq,2012,21.7
irq,2013,21.4
irq,2014,21
irq,2015,20.7
irq,2016,20.5
irq,2017,20.2
irq,2018,20
irq,2019,20
isl,2000,11.1
isl,2001,10.7
isl,2002,10.4
isl,2003,10.2
isl,2004,9.9
isl,2005,9.6
isl,2006,9.1
isl,2007,8.8
isl,2008,8.5
isl,2009,8.3
isl,2010,8.1
isl,2011,8
isl,2012,7.9
isl,2013,8
isl,2014,8.1
isl,2015,7.9
isl,2016,7.5
isl,2017,7.3
isl,2018,7
isl,2019,7
isr,2000,11.5
isr,2001,10.8
isr,2002,10.3
isr,2003,10.1
isr,2004,9.3
isr,2005,9.6
isr,2006,9.1
isr,2007,9
isr,2008,8.8
isr,2009,8.2
isr,2010,8.2
isr,2011,7.8
isr,2012,7.8
isr,2013,7.8
isr,2014,7.5
isr,2015,7.4
isr,2016,7.2
isr,2017,7
isr,2018,6.8
isr,2019,6.8
ita,2000,9.3
ita,2001,9.1
ita,2002,9
ita,2003,8.8
ita,2004,8.4
ita,2005,8.3
ita,2006,8
ita,2007,8
ita,2008,7.8
ita,2009,7.8
ita,2010,7.6
ita,2011,7.7
ita,2012,7.7
ita,2013,7.4
ita,2014,7.3
ita,2015,7.3
ita,2016,7
ita,2017,7.1
ita,2018,6.9
ita,2019,6.8
jam,2000,18.1
jam,2001,17.9
jam,2002,17
jam,2003,15.9
jam,2004,15.3
jam,2005,14.4
jam,2006,14.2
jam,2007,14.8
jam,2008,15
jam,2009,15.4
jam,2010,15.5
jam,2011,15.6
jam,2012,15.8
jam,2013,15.7
jam,2014,17.2
jam,2015,17.4
jam,2016,17.3
jam,2017,17.1
jam,2018,17.1
jam,2019,17.4
jor,2000,24.5
jor,2001,24.5
jor,2002,24.2
jor,2003,23.2
jor,2004,23.2
jor,2005,23.1
jor,2006,22.1
jor,2007,19.8
jor,2008,17.9
jor,2009,16.5
jor,2010,15.4
jor,2011,14.7
jor,2012,14.4
jor,2013,13.8
jor,2014,13.6
jor,2015,13.4
jor,2016,13.4
jor,2017,13.4
jor,2018,13.6
jor,2019,13.6
jpn,2000,7.5
jpn,2001,7.3
jpn,2002,7.1
jpn,2003,7
jpn,2004,7
jpn,2005,6.9
jpn,2006,6.6
jpn,2007,6.5
jpn,2008,6.4
jpn,2009,6.3
jpn,2010,6.3
jpn,2011,6.2
jpn,2012,6
jpn,2013,6
jpn,2014,5.9
jpn,2015,5.8
jpn,2016,5.9
jpn,2017,5.8
jpn,2018,5.7
jpn,2019,5.7
kaz,2000,29.7
kaz,2001,29.1
kaz,2002,27.9
kaz,2003,28.1
kaz,2004,26.6
kaz,2005,26.4
kaz,2006,25.5
kaz,2007,24.3
kaz,2008,23.2
kaz,2009,21.7
kaz,2010,22
kaz,2011,21.3
kaz,2012,20.2
kaz,2013,18.6
kaz,2014,18
kaz,2015,17.5
kaz,2016,17
kaz,2017,16.6
kaz,2018,15.8
kaz,2019,15.3
ken,2000,20.1
ken,2001,19.9
ken,2002,19.9
ken,2003,19.8
ken,2004,19.7
ken,2005,20.3
ken,2006,20.4
ken,2007,20.8
ken,2008,20.7
ken,2009,20.6
ken,2010,20.6
ken,2011,20.3
ken,2012,20.2
ken,2013,20.4
ken,2014,20.2
ken,2015,19.9
ken,2016,19.5
ken,2017,19.4
ken,2018,19.6
ken,2019,19.6
kgz,2000,25.6
kgz,2001,23.9
kgz,2002,24.4
kgz,2003,25.2
kgz,2004,24.3
kgz,2005,24.5
kgz,2006,25.3
kgz,2007,23.4
kgz,2008,23.1
kgz,2009,21.6
kgz,2010,20.3
kgz,2011,20.5
kgz,2012,19.2
kgz,2013,19
kgz,2014,18.6
kgz,2015,17.7
kgz,2016,16.8
kgz,2017,16.3
kgz,2018,15.7
kgz,2019,15
khm,2000,24.1
khm,2001,23.7
khm,2002,23.2
khm,2003,22.7
khm,2004,22.4
khm,2005,22.1
khm,2006,21.6
khm,2007,21.1
khm,2008,20.6
khm,2009,20.1
khm,2010,20
khm,2011,19.8
khm,2012,19.6
khm,2013,19.5
khm,2014,19.3
khm,2015,19.2
khm,2016,19.1
khm,2017,18.9
khm,2018,18.9
khm,2019,18.8
kir,2000,47.8
kir,2001,47.4
kir,2002,47.1
kir,2003,46.8
kir,2004,46.7
kir,2005,46.5
kir,2006,46.3
kir,2007,46.2
kir,2008,46.2
kir,2009,46
kir,2010,45.7
kir,2011,45.6
kir,2012,45.4
kir,2013,45.2
kir,2014,44.9
kir,2015,44.6
kir,2016,44.4
kir,2017,44.1
kir,2018,43.9
kir,2019,43.7
kor,2000,10.6
kor,2001,10.1
kor,2002,9.9
kor,2003,9.5
kor,2004,9
kor,2005,8.5
kor,2006,7.9
kor,2007,7.5
kor,2008,7.1
kor,2009,6.7
kor,2010,6.4
kor,2011,6.1
kor,2012,5.7
kor,2013,5.5
kor,2014,5.3
kor,2015,5.1
kor,2016,5
kor,2017,4.7
kor,2018,4.6
kor,2019,4.4
kwt,2000,15.3
kwt,2001,14.4
kwt,2002,15.3
kwt,2003,15.1
kwt,2004,14.3
kwt,2005,13.5
kwt,2006,13.3
kwt,2007,13.5
kwt,2008,13.2
kwt,2009,12.8
kwt,2010,11.5
kwt,2011,10.5
kwt,2012,9.7
kwt,2013,9
kwt,2014,8.8
kwt,2015,8.2
kwt,2016,8.1
kwt,2017,8
kwt,2018,8.1
kwt,2019,8
lao,2000,28.7
lao,2001,28.6
lao,2002,28.1
lao,2003,27.6
lao,2004,27.2
lao,2005,27
lao,2006,26.6
lao,2007,26.1
lao,2008,25.7
lao,2009,25.1
lao,2010,24.6
lao,2011,24.2
lao,2012,23.8
lao,2013,23.5
lao,2014,23.3
lao,2015,23.1
lao,2016,23
lao,2017,22.9
lao,2018,22.8
lao,2019,22.7
lbn,2000,17.4
lbn,2001,17.2
lbn,2002,17
lbn,2003,16.9
lbn,2004,16.6
lbn,2005,16.5
lbn,2006,16.3
lbn,2007,16.3
lbn,2008,16.1
lbn,2009,15.9
lbn,2010,15.7
lbn,2011,15.8
lbn,2012,15.7
lbn,2013,15.6
lbn,2014,15.6
lbn,2015,15.5
lbn,2016,15.5
lbn,2017,15.4
lbn,2018,15.2
lbn,2019,15.2
lbr,2000,21.5
lbr,2001,20.9
lbr,2002,20.9
lbr,2003,20.7
lbr,2004,21.6
lbr,2005,20.7
lbr,2006,20.9
lbr,2007,21.9
lbr,2008,21.9
lbr,2009,21.7
lbr,2010,21.8
lbr,2011,22.1
lbr,2012,22
lbr,2013,21.3
lbr,2014,21.5
lbr,2015,20.2
lbr,2016,19.9
lbr,2017,19.8
lbr,2018,19.9
lbr,2019,19.8
lby,2000,18
lby,2001,17.5
lby,2002,17.1
lby,2003,16.4
lby,2004,15.7
lby,2005,15.8
lby,2006,15.9
lby,2007,17.9
lby,2008,17.6
lby,2009,18.3
lby,2010,17.3
lby,2011,17.2
lby,2012,17.2
lby,2013,17
lby,2014,17.3
lby,2015,17.4
lby,2016,17.5
lby,2017,17.8
lby,2018,17.9
lby,2019,17.6
lca,2000,17.4
lca,2001,17
lca,2002,16.5
lca,2003,16.2
lca,2004,15.9
lca,2005,15.7
lca,2006,15.5
lca,2007,14.6
lca,2008,14.3
lca,2009,13.9
lca,2010,13.7
lca,2011,13.6
lca,2012,13.8
lca,2013,13.9
lca,2014,14
lca,2015,14.1
lca,2016,14.6
lca,2017,14.7
lca,2018,14.7
lca,2019,14.6
lka,2000,14.2
lka,2001,13.6
lka,2002,12.8
lka,2003,13
lka,2004,12.5
lka,2005,14.5
lka,2006,12.4
lka,2007,12.1
lka,2008,12.3
lka,2009,12.5
lka,2010,12.3
lka,2011,11.4
lka,2012,11
lka,2013,11
lka,2014,10.7
lka,2015,10.4
lka,2016,10.2
lka,2017,9.9
lka,2018,9.6
lka,2019,9.4
lso,2000,24.4
lso,2001,24.4
lso,2002,26
lso,2003,28.7
lso,2004,29.7
lso,2005,30.2
lso,2006,32.8
lso,2007,33.5
lso,2008,36.6
lso,2009,36.6
lso,2010,36.8
lso,2011,38.1
lso,2012,40.4
lso,2013,42.1
lso,2014,42.9
lso,2015,42.8
lso,2016,41.1
lso,2017,38.5
lso,2018,37.8
lso,2019,37.5
ltu,2000,15.5
ltu,2001,15.3
ltu,2002,15.4
ltu,2003,15.3
ltu,2004,15.4
ltu,2005,15.4
ltu,2006,15.9
ltu,2007,15.6
ltu,2008,15.5
ltu,2009,14.9
ltu,2010,14.2
ltu,2011,14.2
ltu,2012,13.6
ltu,2013,13.3
ltu,2014,12.8
ltu,2015,13.2
ltu,2016,12.8
ltu,2017,11.9
ltu,2018,11.8
ltu,2019,11.7
lux,2000,10.9
lux,2001,10.8
lux,2002,10.5
lux,2003,10.1
lux,2004,9.9
lux,2005,9.7
lux,2006,9.6
lux,2007,9.4
lux,2008,9.5
lux,2009,9.2
lux,2010,9.1
lux,2011,8.6
lux,2012,8.3
lux,2013,8
lux,2014,7.7
lux,2015,7.4
lux,2016,7.3
lux,2017,7.3
lux,2018,7.4
lux,2019,7.4
lva,2000,17.9
lva,2001,18.8
lva,2002,18.4
lva,2003,18.5
lva,2004,17.9
lva,2005,17.3
lva,2006,18.5
lva,2007,17.7
lva,2008,16.8
lva,2009,16.3
lva,2010,16.6
lva,2011,16
lva,2012,15
lva,2013,14.5
lva,2014,14.2
lva,2015,13.9
lva,2016,13.6
lva,2017,13.8
lva,2018,14.1
lva,2019,13.5
mar,2000,24.4
mar,2001,24.3
mar,2002,24.3
mar,2003,24.3
mar,2004,24.3
mar,2005,24.4
mar,2006,24.4
mar,2007,24.5
mar,2008,24.4
mar,2009,24.2
mar,2010,24
mar,2011,23.8
mar,2012,23.6
mar,2013,23.4
mar,2014,23.1
mar,2015,22.9
mar,2016,22.7
mar,2017,22.6
mar,2018,22.4
mar,2019,22.3
mda,2000,26.4
mda,2001,24.6
mda,2002,25.7
mda,2003,25.6
mda,2004,24.3
mda,2005,25.1
mda,2006,24.4
mda,2007,23.4
mda,2008,22.4
mda,2009,22.3
mda,2010,22.2
mda,2011,19.9
mda,2012,18.9
mda,2013,18.3
mda,2014,17.9
mda,2015,18.6
mda,2016,18
mda,2017,16.2
mda,2018,16.4
mda,2019,15.7
mdg,2000,27.8
mdg,2001,27.4
mdg,2002,28.1
mdg,2003,28.3
mdg,2004,28.3
mdg,2005,27.6
mdg,2006,27.4
mdg,2007,27
mdg,2008,27
mdg,2009,26.9
mdg,2010,26.8
mdg,2011,26.8
mdg,2012,26.4
mdg,2013,26.3
mdg,2014,26.4
mdg,2015,26
mdg,2016,26
mdg,2017,25.8
mdg,2018,25.7
mdg,2019,25.6
mdv,2000,24.6
mdv,2001,23.7
mdv,2002,22.4
mdv,2003,21.3
mdv,2004,19.7
mdv,2005,18.3
mdv,2006,17.2
mdv,2007,16.2
mdv,2008,15.4
mdv,2009,14.7
mdv,2010,14
mdv,2011,13.2
mdv,2012,12.3
mdv,2013,11.4
mdv,2014,10.5
mdv,2015,9.9
mdv,2016,9.4
mdv,2017,9.4
mdv,2018,9.2
mdv,2019,9.3
mex,2000,16
mex,2001,15.7
mex,2002,16
mex,2003,16.1
mex,2004,15.7
mex,2005,15.7
mex,2006,15.3
mex,2007,14.8
mex,2008,15
mex,2009,14.7
mex,2010,14.5
mex,2011,13.9
mex,2012,13.9
mex,2013,13.5
mex,2014,13.8
mex,2015,13.9
mex,2016,14
mex,2017,13.7
mex,2018,13.6
mex,2019,13.5
mkd,2000,24.1
mkd,2001,22.9
mkd,2002,23.2
mkd,2003,22.7
mkd,2004,22.3
mkd,2005,22.3
mkd,2006,22.6
mkd,2007,23
mkd,2008,21.8
mkd,2009,21
mkd,2010,20.3
mkd,2011,20.5
mkd,2012,19.9
mkd,2013,18.9
mkd,2014,19.3
mkd,2015,18.9
mkd,2016,18.5
mkd,2017,18.2
mkd,2018,17.8
mkd,2019,17.5
mli,2000,28.2
mli,2001,27.8
mli,2002,27.5
mli,2003,27
mli,2004,26.7
mli,2005,26.5
mli,2006,26.2
mli,2007,26.2
mli,2008,26.1
mli,2009,26
mli,2010,25.8
mli,2011,25.6
mli,2012,25.6
mli,2013,25.6
mli,2014,25.6
mli,2015,25.4
mli,2016,25.2
mli,2017,24.7
mli,2018,24.5
mli,2019,24.3
mlt,2000,11.9
mlt,2001,11.6
mlt,2002,11
mlt,2003,10.5
mlt,2004,10.3
mlt,2005,10.2
mlt,2006,10.1
mlt,2007,9.9
mlt,2008,9.4
mlt,2009,9.1
mlt,2010,8.8
mlt,2011,8.6
mlt,2012,8.5
mlt,2013,8.2
mlt,2014,8.1
mlt,2015,8.1
mlt,2016,8.1
mlt,2017,8.2
mlt,2018,8.2
mlt,2019,8.2
mmr,2000,30.1
mmr,2001,29.7
mmr,2002,29.5
mmr,2003,29.4
mmr,2004,29.2
mmr,2005,28.6
mmr,2006,28.2
mmr,2007,27.4
mmr,2008,26.4
mmr,2009,25.5
mmr,2010,24.6
mmr,2011,23.8
mmr,2012,23
mmr,2013,22.5
mmr,2014,22.2
mmr,2015,21.8
mmr,2016,21.5
mmr,2017,20.9
mmr,2018,20.6
mmr,2019,20.2
mne,2000,19.3
mne,2001,19.5
mne,2002,19.5
mne,2003,19.5
mne,2004,19.3
mne,2005,19
mne,2006,18.9
mne,2007,18.6
mne,2008,18.5
mne,2009,18.3
mne,2010,17.9
mne,2011,17.7
mne,2012,17.6
mne,2013,17.1
mne,2014,16.7
mne,2015,16.7
mne,2016,16.4
mne,2017,16.2
mne,2018,16.1
mne,2019,16
mng,2000,40.1
mng,2001,39.3
mng,2002,37.8
mng,2003,36.6
mng,2004,35.6
mng,2005,35
mng,2006,34.2
mng,2007,33.3
mng,2008,32.3
mng,2009,32.2
mng,2010,32.3
mng,2011,31.7
mng,2012,28.8
mng,2013,27.6
mng,2014,26.5
mng,2015,26.1
mng,2016,26
mng,2017,25.8
mng,2018,25.7
mng,2019,25.7
moz,2000,23.5
moz,2001,22.9
moz,2002,22.5
moz,2003,22.3
moz,2004,22.3
moz,2005,22.3
moz,2006,22.2
moz,2007,22.3
moz,2008,23
moz,2009,23.8
moz,2010,24.4
moz,2011,24.8
moz,2012,25.4
moz,2013,25.2
moz,2014,24.4
moz,2015,24.2
moz,2016,23.9
moz,2017,23.8
moz,2018,23.9
moz,2019,23.9
mrt,2000,21.3
mrt,2001,21
mrt,2002,20.5
mrt,2003,20.3
mrt,2004,20.3
mrt,2005,19.7
mrt,2006,19.6
mrt,2007,19.6
mrt,2008,19.1
mrt,2009,19.1
mrt,2010,18.8
mrt,2011,18.4
mrt,2012,18.7
mrt,2013,18.4
mrt,2014,18.3
mrt,2015,18
mrt,2016,18
mrt,2017,17.9
mrt,2018,18
mrt,2019,18
mus,2000,22.7
mus,2001,22.4
mus,2002,23
mus,2003,22.7
mus,2004,22.8
mus,2005,22.2
mus,2006,21.5
mus,2007,21.1
mus,2008,20.2
mus,2009,19.6
mus,2010,18.9
mus,2011,18.7
mus,2012,18.6
mus,2013,18.4
mus,2014,18.1
mus,2015,18
mus,2016,17.8
mus,2017,17.7
mus,2018,17.7
mus,2019,18.1
mwi,2000,28.6
mwi,2001,27.5
mwi,2002,26.5
mwi,2003,26
mwi,2004,25.4
mwi,2005,24.6
mwi,2006,24.7
mwi,2007,24.9
mwi,2008,24.6
mwi,2009,24.5
mwi,2010,24.3
mwi,2011,23.1
mwi,2012,22.1
mwi,2013,21.4
mwi,2014,21.1
mwi,2015,20.9
mwi,2016,20.7
mwi,2017,20.7
mwi,2018,20.4
mwi,2019,20
mys,2000,19.6
mys,2001,18.6
mys,2002,18.3
mys,2003,18.2
mys,2004,17.6
mys,2005,17
mys,2006,16.7
mys,2007,16.2
mys,2008,15.9
mys,2009,15.7
mys,2010,15.3
mys,2011,15
mys,2012,14.7
mys,2013,13.9
mys,2014,14.1
mys,2015,14.1
mys,2016,14.4
mys,2017,14.5
mys,2018,14.5
mys,2019,14.9
nam,2000,26.1
nam,2001,25.3
nam,2002,24.8
nam,2003,23.8
nam,2004,22.1
nam,2005,23
nam,2006,22.9
nam,2007,21.8
nam,2008,19.8
nam,2009,19.6
nam,2010,19.2
nam,2011,18.1
nam,2012,17.6
nam,2013,17.8
nam,2014,19
nam,2015,19.9
nam,2016,19.2
nam,2017,18.5
nam,2018,17.3
nam,2019,17.3
ner,2000,22.4
ner,2001,22.6
ner,2002,22.4
ner,2003,22.7
ner,2004,22.2
ner,2005,22.2
ner,2006,22
ner,2007,22
ner,2008,21.7
ner,2009,21.6
ner,2010,21.5
ner,2011,21.6
ner,2012,21.6
ner,2013,21.6
ner,2014,21.6
ner,2015,21.7
ner,2016,21.6
ner,2017,21.6
ner,2018,21.5
ner,2019,21.3
nga,2000,21.5
nga,2001,21.4
nga,2002,21.3
nga,2003,21.1
nga,2004,21
nga,2005,20.6
nga,2006,20.3
nga,2007,20
nga,2008,19.6
nga,2009,19.4
nga,2010,19
nga,2011,18.9
nga,2012,18.8
nga,2013,18.7
nga,2014,18.5
nga,2015,18.3
nga,2016,18.2
nga,2017,17.9
nga,2018,17.8
nga,2019,17.7
nic,2000,14
nic,2001,14.3
nic,2002,14.8
nic,2003,14.2
nic,2004,14.5
nic,2005,14.6
nic,2006,13.2
nic,2007,14
nic,2008,14.3
nic,2009,14.2
nic,2010,14
nic,2011,13.9
nic,2012,14
nic,2013,13.5
nic,2014,14.1
nic,2015,13.2
nic,2016,13.7
nic,2017,13.6
nic,2018,13.5
nic,2019,13.4
nld,2000,12.5
nld,2001,12.3
nld,2002,12.3
nld,2003,11.9
nld,2004,11.5
nld,2005,11.2
nld,2006,10.8
nld,2007,10.7
nld,2008,10.8
nld,2009,10.4
nld,2010,10.4
nld,2011,10.4
nld,2012,10.2
nld,2013,9.8
nld,2014,9.6
nld,2015,9.7
nld,2016,9.6
nld,2017,9.2
nld,2018,9
nld,2019,9.1
nor,2000,11
nor,2001,10.9
nor,2002,10.7
nor,2003,10.4
nor,2004,10
nor,2005,9.9
nor,2006,9.5
nor,2007,9.6
nor,2008,9.5
nor,2009,9.1
nor,2010,9.1
nor,2011,8.7
nor,2012,8.7
nor,2013,8.6
nor,2014,8.2
nor,2015,7.7
nor,2016,7.9
nor,2017,7.7
nor,2018,7.5
nor,2019,7.4
npl,2000,19.2
npl,2001,18.8
npl,2002,18.5
npl,2003,18.5
npl,2004,18.2
npl,2005,18.4
npl,2006,18.5
npl,2007,18.6
npl,2008,18.8
npl,2009,19.1
npl,2010,19.2
npl,2011,19.4
npl,2012,19.5
npl,2013,19.5
npl,2014,19.5
npl,2015,19.5
npl,2016,19.4
npl,2017,19.4
npl,2018,19.4
npl,2019,19.3
nzl,2000,13
nzl,2001,13.2
nzl,2002,12.4
nzl,2003,12.1
nzl,2004,12
nzl,2005,11.1
nzl,2006,10.9
nzl,2007,10.8
nzl,2008,10.3
nzl,2009,10.1
nzl,2010,9.9
nzl,2011,10.3
nzl,2012,9.6
nzl,2013,9.4
nzl,2014,9.1
nzl,2015,9.3
nzl,2016,9.1
nzl,2017,9.2
nzl,2018,8.7
nzl,2019,8.5
omn,2000,30.7
omn,2001,30.2
omn,2002,30
omn,2003,29.9
omn,2004,29.2
omn,2005,29.4
omn,2006,30.1
omn,2007,30.4
omn,2008,30.5
omn,2009,30.1
omn,2010,29.5
omn,2011,29.8
omn,2012,31.2
omn,2013,25.7
omn,2014,22.6
omn,2015,22.2
omn,2016,21.5
omn,2017,21
omn,2018,20.4
omn,2019,20.3
pak,2000,29.6
pak,2001,29.8
pak,2002,29.9
pak,2003,29.9
pak,2004,29.7
pak,2005,29.4
pak,2006,29.2
pak,2007,28.9
pak,2008,28.7
pak,2009,28.4
pak,2010,28.3
pak,2011,28.1
pak,2012,28
pak,2013,28
pak,2014,27.8
pak,2015,27.7
pak,2016,27.6
pak,2017,27.4
pak,2018,27.1
pak,2019,26.9
pan,2000,11.2
pan,2001,10
pan,2002,10.1
pan,2003,10.7
pan,2004,10.5
pan,2005,10.6
pan,2006,10.5
pan,2007,9.5
pan,2008,9.5
pan,2009,9.6
pan,2010,9.6
pan,2011,10.1
pan,2012,9.7
pan,2013,9.7
pan,2014,9.6
pan,2015,9.5
pan,2016,9.2
pan,2017,9.4
pan,2018,8.9
pan,2019,8.8
per,2000,12.7
per,2001,12.1
per,2002,12.1
per,2003,12.3
per,2004,11.5
per,2005,11.4
per,2006,10.9
per,2007,10.1
per,2008,10.4
per,2009,11.7
per,2010,11.7
per,2011,11.5
per,2012,11.1
per,2013,10.8
per,2014,10.4
per,2015,10.1
per,2016,9.9
per,2017,9.8
per,2018,9.7
per,2019,9.6
phl,2000,17.4
phl,2001,17.8
phl,2002,18.4
phl,2003,17.9
phl,2004,17.9
phl,2005,18.1
phl,2006,18.6
phl,2007,18.4
phl,2008,18.4
phl,2009,18.7
phl,2010,18.4
phl,2011,18.3
phl,2012,18.8
phl,2013,18.8
phl,2014,18.1
phl,2015,18.8
phl,2016,18.8
phl,2017,18.8
phl,2018,18.8
phl,2019,18.8
png,2000,26.4
png,2001,27.5
png,2002,27.6
png,2003,28.9
png,2004,29.9
png,2005,30.4
png,2006,30.6
png,2007,31.2
png,2008,30.9
png,2009,30.5
png,2010,31
png,2011,31
png,2012,31.8
png,2013,31.7
png,2014,31.9
png,2015,32
png,2016,32
png,2017,31.6
png,2018,31.6
png,2019,31.6
pol,2000,16.4
pol,2001,15.7
pol,2002,15.1
pol,2003,14.8
pol,2004,14.6
pol,2005,14.4
pol,2006,14.3
pol,2007,14.2
pol,2008,13.9
pol,2009,13.8
pol,2010,13.4
pol,2011,13.1
pol,2012,13.2
pol,2013,13
pol,2014,12.7
pol,2015,12.8
pol,2016,12.2
pol,2017,12.1
pol,2018,11.7
pol,2019,11.5
prk,2000,19.9
prk,2001,19.7
prk,2002,20
prk,2003,19.4
prk,2004,19
prk,2005,18.7
prk,2006,18.6
prk,2007,19.3
prk,2008,20.1
prk,2009,20.1
prk,2010,20.3
prk,2011,20.4
prk,2012,20.2
prk,2013,20.2
prk,2014,20.2
prk,2015,20.3
prk,2016,20.1
prk,2017,19.3
prk,2018,18.6
prk,2019,18.6
prt,2000,10.9
prt,2001,10.7
prt,2002,10.2
prt,2003,10
prt,2004,9.5
prt,2005,9.6
prt,2006,8.8
prt,2007,8.7
prt,2008,8.4
prt,2009,8.4
prt,2010,7.9
prt,2011,8
prt,2012,7.8
prt,2013,7.5
prt,2014,7.4
prt,2015,7.3
prt,2016,7.3
prt,2017,7.3
prt,2018,7.2
prt,2019,7
pry,2000,15.5
pry,2001,14.7
pry,2002,15.1
pry,2003,15.7
pry,2004,15.8
pry,2005,15.9
pry,2006,16.1
pry,2007,15.6
pry,2008,15.1
pry,2009,15
pry,2010,14.8
pry,2011,14.3
pry,2012,14.2
pry,2013,14.2
pry,2014,13.7
pry,2015,13.4
pry,2016,13.7
pry,2017,13.9
pry,2018,13.5
pry,2019,13.3
qat,2000,30.1
qat,2001,29.2
qat,2002,29.3
qat,2003,28
qat,2004,26.5
qat,2005,25.9
qat,2006,25.3
qat,2007,24.6
qat,2008,22.8
qat,2009,20.6
qat,2010,18.9
qat,2011,17.9
qat,2012,17.3
qat,2013,16.1
qat,2014,15.7
qat,2015,14.5
qat,2016,13.9
qat,2017,13.5
qat,2018,13.4
qat,2019,13.2
rou,2000,19.2
rou,2001,19.1
rou,2002,19.5
rou,2003,19
rou,2004,18.1
rou,2005,17.9
rou,2006,17.3
rou,2007,16.7
rou,2008,16.1
rou,2009,15.9
rou,2010,15.4
rou,2011,14.7
rou,2012,14.7
rou,2013,14.4
rou,2014,14.3
rou,2015,14.3
rou,2016,14.2
rou,2017,14.1
rou,2018,14.1
rou,2019,13.6
rus,2000,24.3
rus,2001,24.6
rus,2002,25.1
rus,2003,25
rus,2004,24.3
rus,2005,24.2
rus,2006,22.4
rus,2007,21.1
rus,2008,21
rus,2009,20.2
rus,2010,19.9
rus,2011,18.6
rus,2012,17.7
rus,2013,17
rus,2014,18.1
rus,2015,16.7
rus,2016,17.1
rus,2017,16.1
rus,2018,16
rus,2019,15.2
rwa,2000,32.3
rwa,2001,30.2
rwa,2002,28.5
rwa,2003,26.8
rwa,2004,25.1
rwa,2005,23.9
rwa,2006,23.1
rwa,2007,22.4
rwa,2008,21.8
rwa,2009,21
