geo,time,gc_xpn_intp_cn
ury,1996,1993000000
ury,1997,3005000000
ury,1998,3426000000
ury,1999,4720000000
ury,2000,5307000000
ury,2001,6138844000
ury,2002,10591898567.952
ury,2003,17803391000
ury,2004,18645962000
ury,2005,17946804000
ury,2006,19880688000
ury,2007,20735646186.532
ury,2008,18310933000
ury,2009,19487957840.6
ury,2010,19213211080.247
ury,2011,22477340000
ury,2012,24176629000
ury,2013,27986947000
ury,2014,30291006000
ury,2015,33558215000
ury,2016,42606176000
ury,2017,45968727000
ury,2018,51851318236
ury,2019,52178298006
usa,1972,14820000000
usa,1973,15680000000
usa,1974,23000000000
usa,1975,24550000000
usa,1976,28700000000
usa,1977,33440000000
usa,1978,34280000000
usa,1979,47070000000
usa,1980,61320000000
usa,1981,78470000000
usa,1982,96860000000
usa,1983,106980000000
usa,1984,123580000000
usa,1985,152190000000
usa,1986,154700000000
usa,1987,156240000000
usa,1988,168230000000
usa,1989,180800000000
usa,1990,196340000000
usa,1991,218950000000
usa,1992,216560000000
usa,1993,210990000000
usa,1994,214320000000
usa,1995,234170000000
usa,1996,252320000000
usa,1997,254440000000
usa,1998,253200000000
usa,1999,241060000000
usa,2000,236360000000
usa,2001,331225000000
usa,2002,301271300000
usa,2003,291720500000
usa,2004,306022200000
usa,2005,344374900000
usa,2006,372211800000
usa,2007,407978000000
usa,2008,388397400000
usa,2009,354532800000
usa,2010,381487400000
usa,2011,425441900000
usa,2012,422624100000
usa,2013,416325900000
usa,2014,439092300000
usa,2015,429282500000
usa,2016,454074200000
usa,2017,475942500000
usa,2018,540541500000
usa,2019,581613500000
usa,2020,556445300000
uzb,2011,33903100000
uzb,2012,36235300000
uzb,2013,33292577200
uzb,2014,48246384100
uzb,2015,56855214743.23
uzb,2016,55710717945
uzb,2017,107870003800
uzb,2018,259413506600
uzb,2019,1042717231740
vct,2000,24716000
vct,2001,24639000
vct,2002,26080000
vct,2003,27842000
vct,2004,27562000
vct,2005,36906170
vct,2006,43211263
vct,2007,45271865
vct,2008,46810608
vct,2009,51023029
vct,2010,52401852
vct,2011,46037953
vct,2012,44387657
vct,2013,47909668
vct,2014,45660000
vct,2015,44840000
vct,2016,42720000
vct,2017,49740000
vut,1990,192500000
vut,1995,155000000
vut,1996,161000000
vut,1997,146000000
vut,1998,161000000
vut,1999,247000000
vut,2009,317800000
vut,2010,333500000
vut,2011,467500000
vut,2012,464700000
vut,2013,554990000
vut,2014,573300000
vut,2015,699734000
vut,2016,908056711
vut,2017,969500000
vut,2018,959356127
vut,2019,941886828
wsm,2012,14341082.08374
wsm,2013,15421225.03216
wsm,2014,15414126.02637
wsm,2015,18109840.63184
wsm,2016,18591247.69193
wsm,2017,17328933.15754
wsm,2018,17418554.97083
wsm,2019,16658002.81864
zaf,1972,232000000
zaf,1973,301000000
zaf,1974,309000000
zaf,1975,345000000
zaf,1976,466000000
zaf,1977,556000000
zaf,1978,720000000
zaf,1979,897000000
zaf,1980,1115000000
zaf,1981,1541000000
zaf,1982,1996000000
zaf,1983,2633000000
zaf,1984,3589000000
zaf,1985,4512000000
zaf,1986,5547000000
zaf,1987,6698000000
zaf,1988,8252000000
zaf,1989,10676000000
zaf,1990,11812000000
zaf,1991,14418000000
zaf,1992,17694000000
zaf,1993,21827000000
zaf,1994,23604000000
zaf,1995,29663000000
zaf,1996,33348000000
zaf,1997,39033000000
zaf,1998,42884000000
zaf,1999,44298000000
zaf,2000,46594500000
zaf,2001,47684000000
zaf,2002,46909000000
zaf,2003,46402800000
zaf,2004,48911000000
zaf,2005,51072000000
zaf,2006,52376000000
zaf,2007,53081000000
zaf,2008,54635000000
zaf,2009,57535000000
zaf,2010,67150976829.75
zaf,2011,78499296348
zaf,2012,90516206192.5
zaf,2013,102613833814.05
zaf,2014,117345039071.55
zaf,2015,131814681542.25
zaf,2016,151907259021
zaf,2017,173684581880.25
zaf,2018,192840250868.75
zaf,2019,205736125865.36496
zmb,1990,1670900
zmb,1991,14100000
zmb,1992,21600000
zmb,1993,38965500
zmb,1998,206000000
zmb,1999,259300000
zmb,2001,136630758.003
zmb,2002,419791288.45886
zmb,2003,950684004.65641
zmb,2004,1337404816.06649
zmb,2005,1426504000
zmb,2006,625200000
zmb,2007,568558899.03269
zmb,2008,1091936242.41527
zmb,2009,1052244076.74988
zmb,2010,1530585554.36907
zmb,2011,1063940429.06894
zmb,2012,1829960350.1
zmb,2013,2415659854.2
zmb,2014,4834111483.56
zmb,2015,7197003564.51
zmb,2016,10640405485.36
zmb,2017,11763253246.53
zmb,2018,18659450780.96
zmb,2019,27703582520.38
zwe,2009,21095441.8
zwe,2010,30771448
zwe,2011,34232600
zwe,2012,21806184.61
zwe,2015,87387633
zwe,2016,142501584
zwe,2017,229797540
zwe,2018,761307154
