geo,time,se_prm_nint_zs
tgo,2005,42.79595
tgo,2006,47.78535
tgo,2007,48.16844
tgo,2010,59.03803
tgo,2011,55.58758
tgo,2012,56.66953
tgo,2015,67.11677
tgo,2017,57.64346
tha,2015,63.02824
tjk,1999,84.28544
tjk,2006,95.60639
tjk,2008,95.46299
tjk,2013,94.19814
tjk,2014,93.11183
tjk,2015,94.01602
tjk,2016,93.42705
tjk,2017,94.70457
tls,2005,43.37263
tls,2008,47.65779
tls,2009,48.37119
tls,2010,52.67648
tls,2011,43.30797
tls,2012,34.13843
tls,2013,37.83573
tls,2014,37.39296
tls,2015,37.40507
tls,2016,36.11354
tls,2018,52.50253
ton,1998,58.40909
ton,1999,46.91856
ton,2001,84.53039
ton,2012,62.14035
ton,2013,60.32309
tto,1999,69.3112
tto,2000,64.32747
tto,2001,64.73183
tto,2003,62.7543
tto,2004,62.43232
tto,2008,68.42911
tto,2009,72.43519
tto,2010,73.34996
tun,2001,85.79963
tun,2002,85.72224
tun,2004,89.28704
tun,2006,87.7546
tun,2007,90.02779
tun,2008,90.62465
tun,2009,90.94647
tun,2010,90.49373
tun,2011,90.92997
tun,2012,91.9194
tun,2017,93.2651
tun,2018,93.70157
tuv,2016,14.34109
tuv,2018,80.68182
tza,1998,12.10149
tza,1999,14.02631
tza,2001,31.00502
tza,2002,91.6433
tza,2004,77.16617
tza,2005,78.73405
tza,2006,86.75277
tza,2007,89.03966
tza,2013,64.32824
tza,2014,72.59047
tza,2017,50.38966
uga,2002,70.14792
uga,2004,66.62717
uga,2005,71.59818
uga,2006,66.75853
uga,2007,71.71986
uga,2008,72.71084
uga,2009,70.93892
uga,2010,69.18036
uga,2011,68.3902
uga,2015,60.13072
uga,2016,59.22002
uga,2017,58.7735
ukr,1999,71.75276
ukr,2003,74.9495
ukr,2004,76.40639
ukr,2005,74.8587
ukr,2006,72.81561
ukr,2007,76.11237
ukr,2008,76.47816
ukr,2009,77.80289
ukr,2010,83.22175
ukr,2011,84.13521
ukr,2012,78.6102
ukr,2013,70.85358
ukr,2014,66.53097
ury,2011,89.66195
ury,2012,87.48702
ury,2013,94.58383
ury,2014,94.62652
ury,2015,96.87648
ury,2016,96.94339
usa,2005,75.41844
usa,2010,75.67508
usa,2013,71.16051
usa,2014,73.07467
usa,2015,72.66274
uzb,2006,75.34646
uzb,2009,77.45341
uzb,2012,80.0232
uzb,2013,80.23842
uzb,2014,80.5788
uzb,2017,88.6827
vct,2003,63.94869
vct,2010,59.9002
ven,1999,60.02649
ven,2000,63.64791
ven,2001,66.71959
ven,2002,65.30634
ven,2003,62.02345
ven,2004,62.76093
ven,2005,59.22295
ven,2006,64.51634
ven,2007,68.65123
ven,2008,63.20218
ven,2009,74.9215
ven,2010,74.72952
ven,2011,74.53138
ven,2012,75.79925
ven,2013,75.87474
ven,2014,73.226
ven,2015,73.22598
ven,2016,71.65956
ven,2017,70.53381
vgb,1999,74.33155
vgb,2002,68.24599
vgb,2003,74.86631
vgb,2004,66.04278
vgb,2012,78.70813
vut,2004,56.28444
vut,2007,39.31298
vut,2008,39.1758
vut,2009,36.91532
vut,2010,43.04933
wsm,1998,76.66398
wsm,2018,70.15963
yem,1999,25.13458
yem,2008,47.79289
yem,2013,55.68959
yem,2016,66.97012
zaf,1998,45.54818
zaf,1999,42.63655
zaf,2001,38.81282
zaf,2002,44.13859
zaf,2003,45.35027
zaf,2004,55.65487
zaf,2005,55.03376
zaf,2017,40.41882
zmb,1998,37.3782
zmb,1999,36.63005
zmb,2000,37.65304
zmb,2002,35.13628
zmb,2004,38.61591
zmb,2005,45.07856
zmb,2006,43.25807
zmb,2007,44.39797
zmb,2008,49.34587
zmb,2010,46.10669
zmb,2011,48.55762
zmb,2012,51.67743
zmb,2013,50.44043
zwe,2000,46.8141
zwe,2001,50.90274
zwe,2002,48.13368
zwe,2003,48.34338
zwe,2012,44.0319
zwe,2013,40.36188
