geo,time,se_prm_oenr_fe_zs
tca,2014,4.7619
tca,2015,3.36
tca,2018,5.01393
tcd,1975,18.80486
tcd,1977,21.37447
tcd,1988,20.5597
tcd,1997,14.98602
tcd,1998,14.19745
tcd,1999,13.65691
tcd,2000,14.39314
tcd,2001,15.80559
tcd,2002,15.58749
tcd,2003,15.58762
tcd,2011,25.77373
tcd,2013,8.2094
tcd,2015,11.32197
tcd,2016,13.05283
tgo,1971,18.11574
tgo,1972,21.20845
tgo,1978,22.77904
tgo,1979,25.49171
tgo,1980,27.87623
tgo,1982,29.03444
tgo,1983,26.4835
tgo,1984,27.10401
tgo,1985,24.74669
tgo,1986,28.33295
tgo,1987,21.979
tgo,1988,21.95048
tgo,1989,25.03172
tgo,1990,25.16838
tgo,1991,25.71721
tgo,1994,26.65616
tgo,1995,24.94994
tgo,1996,22.40079
tgo,1997,25.08368
tgo,1999,21.56493
tgo,2001,18.662
tgo,2002,16.95173
tgo,2003,16.61865
tgo,2004,15.75522
tgo,2005,15.05869
tgo,2006,14.32856
tgo,2007,14.46682
tgo,2008,13.35327
tgo,2015,19.58851
tgo,2016,19.58863
tgo,2017,18.66853
tgo,2018,18.40013
tha,1970,0
tha,1971,0
tha,1972,0
tha,1973,1.40629
tha,1974,1.50785
tha,1975,0
tha,1976,0
tha,1977,0
tha,1978,0
tha,2006,2.8992
tha,2007,2.89927
tha,2008,2.89919
tha,2009,0.80515
tjk,1999,0
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0.44713
tjk,2005,0.84555
tjk,2006,0.42928
tjk,2007,0.44387
tjk,2008,0.15918
tjk,2009,0.30767
tjk,2010,0.33502
tjk,2011,0.25876
tjk,2012,0.22334
tjk,2014,0.1542
tjk,2015,0.1109
tjk,2016,0.07381
tjk,2017,0.05937
tls,2008,21.27538
tls,2009,18.99162
tls,2010,19.02956
tls,2011,18.5789
tls,2012,18.46373
tls,2013,18.7013
tls,2014,18.01842
tls,2015,17.12262
tls,2016,15.93774
tls,2017,14.9599
tls,2018,13.89089
ton,1970,6.45765
ton,1971,7.02612
ton,1972,2.96669
ton,1974,8.12453
ton,1975,7.0728
ton,1978,9.37865
ton,1982,9.30409
ton,1983,9.88214
ton,1984,15.82216
ton,1985,16.52781
ton,1986,17.1999
ton,1990,12.84902
ton,1993,14.58594
ton,1998,15.59911
ton,1999,19.09406
ton,2001,5.85748
ton,2004,10.22416
ton,2005,8.57746
ton,2006,5.62445
ton,2012,2.34404
ton,2013,4.69904
ton,2014,5.36328
ton,2015,0.73274
tto,1971,17.93118
tto,1972,18.06739
tto,1973,18.06605
tto,1974,17.83546
tto,1975,16.86207
tto,1976,16.21679
tto,1977,15.31838
tto,1978,15.30465
tto,1979,15.32147
tto,1980,15.3061
tto,1981,9.72774
tto,1982,7.36698
tto,1983,7.00131
tto,1984,4.73087
tto,1985,4.46489
tto,1986,4.671
tto,1987,3.75039
tto,1988,3.54617
tto,1989,3.92074
tto,1990,3.70178
tto,1991,4.41263
tto,1992,4.70089
tto,1993,5.40029
tto,1996,7.18612
tto,1997,8.37499
tto,1999,6.1292
tto,2000,8.18881
tto,2001,5.34194
tto,2002,4.95081
tto,2003,5.81439
tto,2004,5.70618
tto,2005,7.07545
tto,2007,3.0702
tto,2008,7.35888
tto,2009,6.42329
tto,2010,6.67222
tun,1971,21.5473
tun,1975,16.88006
tun,1978,18.80035
tun,1979,17.42623
tun,1980,16.74497
tun,1981,15.6232
tun,1982,14.81963
tun,1983,15.05039
tun,1984,14.44099
tun,1985,14.82631
tun,1986,15.01852
tun,1987,16.02209
tun,1988,15.74858
tun,1989,14.11881
tun,1990,15.32136
tun,1991,14.91606
tun,1992,14.52813
tun,1993,13.57363
tun,1994,14.38837
tun,1995,13.85304
tun,1996,13.79834
tun,1997,13.34595
tun,1999,14.37587
tun,2000,13.78944
tun,2001,12.1926
tun,2002,9.66922
tun,2003,9.33915
tun,2004,8.93909
tun,2005,8.7064
tun,2006,8.14492
tun,2007,6.06863
tun,2008,5.27938
tun,2009,4.73449
tun,2010,4.70373
tun,2011,4.0628
tun,2012,3.65886
tun,2013,3.63285
tun,2014,3.57125
tun,2015,3.3851
tun,2016,3.3179
tun,2017,3.51099
tun,2018,3.88531
tur,1974,18.36427
tur,1994,6.38937
tur,1995,6.49065
tur,1997,5.95978
tur,1999,6.62294
tur,2000,4.00879
tur,2001,3.66702
tur,2002,4.19186
tur,2003,3.35397
tur,2004,2.89773
tur,2005,2.80193
tur,2006,2.53595
tur,2007,2.10612
tur,2008,2.36009
tur,2009,4.54726
tur,2010,5.11716
tur,2011,5.92722
tur,2012,6.04374
tur,2013,5.6339
tur,2014,4.78802
tur,2015,3.20929
tur,2016,3.12968
tur,2017,1.9897
tuv,2014,0
tuv,2015,0
tuv,2016,0
tza,1970,0
tza,1971,0
tza,1972,0
tza,1973,0
tza,1974,0
tza,1975,0
tza,1976,0
tza,1977,0
tza,1978,0
tza,1979,0
tza,1980,0
tza,1981,26.34043
tza,1982,28.79797
tza,1983,29.13434
tza,1984,0
tza,1985,24.14219
tza,1986,23.45513
tza,1987,23.23999
tza,1988,23.49705
tza,1989,23.4293
tza,1990,25.02962
tza,1991,26.35277
tza,1992,25.37772
tza,1993,26.55156
tza,1994,27.12139
tza,1995,26.89251
tza,1996,26.01094
tza,1997,25.68923
tza,1998,24.23402
tza,1999,24.59997
tza,2000,20.61954
tza,2001,21.21185
tza,2002,17.41462
tza,2003,13.88393
tza,2004,13.88391
tza,2005,12.69333
tza,2006,10.3549
tza,2008,11.20051
tza,2010,7.71628
tza,2012,4.89914
tza,2013,5.30852
tza,2016,0
uga,1979,21.05515
uga,1981,20.91402
uga,1982,22.67177
uga,1986,17.2173
uga,2009,22.52191
uga,2010,21.78677
uga,2011,15.74275
uga,2013,13.35808
ukr,2002,9.70524
ukr,2003,8.77626
ukr,2004,8.7664
ukr,2005,15.71266
ukr,2006,11.54813
ukr,2007,10.3135
ukr,2008,9.49751
ukr,2009,8.96095
ukr,2010,8.26761
ukr,2011,7.93751
ukr,2012,7.40446
ukr,2013,7.48927
ukr,2014,7.30434
ukr,2015,7.02765
ukr,2016,7.05821
ukr,2017,7.95394
ukr,2018,8.46978
ury,1984,18.14707
ury,1991,14.35106
ury,1992,12.76822
ury,1993,12.34363
ury,1994,13.17744
ury,1995,13.34693
ury,1996,13.83207
ury,1997,17.25919
ury,2005,10.71847
ury,2006,10.91495
ury,2007,12.80382
ury,2008,11.57715
ury,2009,11.09575
ury,2010,9.45642
ury,2011,8.66869
ury,2012,8.40559
ury,2013,7.44672
ury,2014,11.17549
ury,2015,7.42289
ury,2016,5.9352
ury,2017,5.65036
usa,1986,4.6599
usa,1987,3.8643
usa,1990,5.01799
usa,1991,4.42152
usa,1993,4.95616
usa,1994,4.60756
usa,1995,4.84304
usa,1996,5.27661
usa,2005,4.7874
usa,2010,5.45159
usa,2011,5.65067
usa,2012,4.86057
usa,2013,5.33042
usa,2014,4.83562
usa,2015,4.99298
usa,2016,5.65673
usa,2017,5.11844
uzb,2007,1.10378
uzb,2008,1.18459
uzb,2009,1.0414
uzb,2010,0.91385
uzb,2011,0.99179
uzb,2012,0.94404
uzb,2013,0.8947
uzb,2014,1.19225
uzb,2015,1.02556
uzb,2016,0.88781
uzb,2017,0.43164
vct,1984,13.59214
vct,1986,21.68149
vct,1994,9.52381
vct,2000,10.63392
vct,2001,2.12835
vct,2002,5.91588
vct,2003,6.61886
vct,2004,5.71799
vct,2005,8.53775
vct,2007,4.48868
vct,2008,3.96739
vct,2009,3.24256
vct,2010,3.35756
vct,2011,2.38132
vct,2012,3.58369
vct,2013,2.39658
vct,2014,1.72915
vct,2015,1.91512
vct,2016,1.92517
vct,2017,1.92579
vct,2018,1.75035
ven,1999,11.63544
ven,2000,10.3623
ven,2001,10.36237
ven,2002,10.08896
ven,2003,9.78037
ven,2004,9.54294
ven,2005,10.3518
ven,2006,9.34612
ven,2007,9.78715
ven,2008,9.22049
ven,2009,9.29219
ven,2010,8.58097
ven,2011,8.17147
ven,2012,9.60512
ven,2013,10.85352
ven,2014,6.58091
ven,2015,6.59708
ven,2016,6.64774
ven,2017,6.58534
vgb,1983,7.69231
vgb,1984,11.80124
vgb,1985,15.09625
vgb,1990,8.33333
vgb,1991,7.89474
vgb,1992,8.5863
vgb,1994,13.37209
vgb,1999,10.66667
vgb,2000,4.54874
vgb,2001,1.95936
vgb,2002,8.28488
vgb,2003,8.18933
vgb,2005,4.07725
vgb,2006,4.03397
vgb,2007,3.9031
vgb,2009,4.7588
vgb,2010,4.37299
vgb,2011,4.91042
vgb,2012,5.69372
vgb,2013,5.42838
vgb,2014,5.59126
vgb,2015,5.22626
vgb,2016,3.17358
vgb,2017,3.6445
vnm,2014,1.50443
vnm,2015,1.39991
vnm,2016,1.19856
vnm,2017,1.01373
vnm,2018,0.88309
vut,1981,19.97327
vut,1989,22.13674
vut,1999,14.6343
vut,2000,14.63328
vut,2001,13.55515
vut,2002,13.55527
vut,2003,17.28839
vut,2004,17.29085
vut,2005,13.37614
vut,2015,24.00534
wsm,1994,5.26649
wsm,1998,4.76725
wsm,1999,5.57392
wsm,2000,5.9356
wsm,2001,7.02391
wsm,2007,5.96036
wsm,2009,6.45665
wsm,2010,8.71819
wsm,2011,8.32701
wsm,2012,8.66234
wsm,2014,8.28882
wsm,2015,7.97275
wsm,2016,7.7235
wsm,2017,6.80886
wsm,2018,7.55298
yem,1999,18.04217
yem,2003,11.70911
yem,2004,11.70909
yem,2005,11.70858
yem,2008,12.59579
yem,2010,9.63352
yem,2012,9.18282
yem,2013,11.89159
yem,2016,9.42847
zaf,1970,31.22938
zaf,1991,13.64808
zaf,1994,16.39993
zaf,1995,17.71904
zaf,1998,10.2776
zaf,2017,4.40368
zmb,1970,0
zmb,1971,0
zmb,1972,7.65823
zmb,1973,0
zmb,1974,0
zmb,1975,0
zmb,1976,8.98913
zmb,1977,9.38267
zmb,1978,10.20693
zmb,1979,10.36534
zmb,1980,10.98218
zmb,1981,10.49904
zmb,1982,11.19591
zmb,1983,11.72454
zmb,1984,12.46456
zmb,1985,0
zmb,1986,12.92904
zmb,1987,0
zmb,1988,12.59986
zmb,1989,0
zmb,1990,0
zmb,1991,0
zmb,1992,0
zmb,1993,0
zmb,1994,12.4372
zmb,1995,12.52394
zmb,1996,0
zmb,1997,0
zmb,1998,12.03509
zmb,1999,12.065
zmb,2000,12.17027
zmb,2001,11.91434
zmb,2002,12.5879
zmb,2004,15.32436
zmb,2005,15.37861
zmb,2006,16.65626
zmb,2007,16.82967
zmb,2009,16.31012
zmb,2010,18.35745
zmb,2011,15.26383
zmb,2012,14.26903
zmb,2013,12.79605
zmb,2017,13.07925
zwe,1970,0
zwe,1971,0
zwe,1972,0
zwe,1973,0
zwe,1974,0
zwe,1975,0
zwe,1976,0
zwe,1977,0
zwe,1978,0
zwe,1979,0
zwe,1980,0
zwe,1981,0
zwe,1982,9.10765
zwe,1983,0
zwe,1984,11.57701
zwe,1985,0
zwe,1986,11.5238
zwe,1998,16.44979
zwe,1999,13.40597
zwe,2000,13.21268
zwe,2001,12.72671
zwe,2002,11.83897
zwe,2003,11.24671
zwe,2012,11.40402
zwe,2013,12.28342
