geo,time,en_atm_noxe_ag_kt_ce
est,2013,1180
est,2014,1220
est,2015,1240
est,2016,1180
est,2017,1210
est,2018,1200
eth,1990,22140
eth,1991,22100
eth,1992,22590
eth,1993,20020
eth,1994,20260
eth,1995,20410
eth,1996,21620
eth,1997,22080
eth,1998,24240
eth,1999,24020
eth,2000,22640
eth,2001,23430
eth,2002,26940
eth,2003,25670
eth,2004,26540
eth,2005,27890
eth,2006,29270
eth,2007,32690
eth,2008,33610
eth,2009,35170
eth,2010,36840
eth,2011,36220
eth,2012,38230
eth,2013,38880
eth,2014,40430
eth,2015,41460
eth,2016,43030
eth,2017,43930
eth,2018,44100
fin,1990,4150
fin,1991,3810
fin,1992,3770
fin,1993,3790
fin,1994,3860
fin,1995,3820
fin,1996,3780
fin,1997,3810
fin,1998,3730
fin,1999,3760
fin,2000,3810
fin,2001,3760
fin,2002,3880
fin,2003,3780
fin,2004,3850
fin,2005,3990
fin,2006,3770
fin,2007,3940
fin,2008,4200
fin,2009,3890
fin,2010,4070
fin,2011,3670
fin,2012,3680
fin,2013,3710
fin,2014,3780
fin,2015,3730
fin,2016,3700
fin,2017,3700
fin,2018,3720
fji,1990,330
fji,1991,320
fji,1992,320
fji,1993,350
fji,1994,360
fji,1995,380
fji,1996,380
fji,1997,380
fji,1998,370
fji,1999,350
fji,2000,330
fji,2001,350
fji,2002,360
fji,2003,310
fji,2004,350
fji,2005,340
fji,2006,320
fji,2007,330
fji,2008,340
fji,2009,320
fji,2010,320
fji,2011,320
fji,2012,320
fji,2013,330
fji,2014,320
fji,2015,150
fji,2016,140
fji,2017,150
fji,2018,140
fra,1990,36340
fra,1991,36790
fra,1992,33920
fra,1993,33890
fra,1994,34380
fra,1995,34960
fra,1996,36330
fra,1997,36120
fra,1998,36240
fra,1999,36440
fra,2000,35530
fra,2001,35650
fra,2002,34610
fra,2003,34350
fra,2004,34650
fra,2005,33420
fra,2006,33190
fra,2007,34400
fra,2008,33200
fra,2009,31770
fra,2010,32380
fra,2011,31300
fra,2012,31970
fra,2013,32860
fra,2014,32890
fra,2015,33560
fra,2016,32000
fra,2017,32910
fra,2018,32450
fsm,1991,0
fsm,1992,0
fsm,1993,0
fsm,1994,0
fsm,1995,10
fsm,1996,10
fsm,1997,10
fsm,1998,10
fsm,1999,10
fsm,2000,10
fsm,2001,10
fsm,2002,10
fsm,2003,10
fsm,2004,10
fsm,2005,10
fsm,2006,10
fsm,2007,10
fsm,2008,10
fsm,2009,10
fsm,2010,10
fsm,2011,20
fsm,2012,20
fsm,2013,20
fsm,2014,20
fsm,2015,20
fsm,2016,20
fsm,2017,20
fsm,2018,20
gab,1990,260
gab,1991,270
gab,1992,270
gab,1993,280
gab,1994,270
gab,1995,270
gab,1996,220
gab,1997,240
gab,1998,240
gab,1999,250
gab,2000,230
gab,2001,230
gab,2002,250
gab,2003,270
gab,2004,320
gab,2005,280
gab,2006,320
gab,2007,320
gab,2008,360
gab,2009,290
gab,2010,310
gab,2011,350
gab,2012,340
gab,2013,360
gab,2014,310
gab,2015,340
gab,2016,350
gab,2017,390
gab,2018,330
gbr,1990,23090
gbr,1991,23090
gbr,1992,23090
gbr,1993,23090
gbr,1994,23090
gbr,1995,23090
gbr,1996,23090
gbr,1997,23090
gbr,1998,23090
gbr,1999,23090
gbr,2000,23090
gbr,2001,23090
gbr,2002,23090
gbr,2003,23090
gbr,2004,23090
gbr,2005,23090
gbr,2006,23090
gbr,2007,23090
gbr,2008,23090
gbr,2009,23090
gbr,2010,23090
gbr,2011,23090
gbr,2012,23090
gbr,2013,23090
gbr,2014,23090
gbr,2015,23090
gbr,2016,23090
gbr,2017,23090
gbr,2018,23090
geo,1990,1620
geo,1991,1520
geo,1992,1390
geo,1993,1190
geo,1994,1010
geo,1995,1010
geo,1996,1040
geo,1997,1090
geo,1998,1090
geo,1999,1190
geo,2000,1220
geo,2001,1160
geo,2002,1160
geo,2003,1130
geo,2004,1130
geo,2005,1210
geo,2006,1090
geo,2007,1000
geo,2008,930
geo,2009,920
geo,2010,900
geo,2011,1110
geo,2012,1220
geo,2013,1350
geo,2014,1290
geo,2015,1140
geo,2016,1150
geo,2017,1050
geo,2018,1030
gha,1990,3230
gha,1991,3300
gha,1992,3270
gha,1993,3290
gha,1994,3280
gha,1995,3290
gha,1996,3510
gha,1997,3560
gha,1998,4130
gha,1999,3520
gha,2000,4140
gha,2001,3530
gha,2002,3450
gha,2003,3810
gha,2004,3340
gha,2005,4300
gha,2006,4160
gha,2007,3900
gha,2008,3920
gha,2009,3740
gha,2010,3980
gha,2011,4350
gha,2012,4200
gha,2013,4560
gha,2014,4440
gha,2015,4680
gha,2016,4700
gha,2017,4940
gha,2018,4570
gin,1990,2560
gin,1991,2630
gin,1992,2690
gin,1993,2780
gin,1994,2880
gin,1995,2980
gin,1996,2570
gin,1997,2600
gin,1998,2990
gin,1999,2730
gin,2000,2940
gin,2001,3410
gin,2002,3880
gin,2003,3810
gin,2004,3690
gin,2005,4300
gin,2006,4280
gin,2007,4320
gin,2008,4490
gin,2009,4480
gin,2010,4540
gin,2011,4900
gin,2012,5420
gin,2013,5410
gin,2014,5440
gin,2015,5360
gin,2016,6590
gin,2017,6320
gin,2018,5960
gmb,1990,280
gmb,1991,290
gmb,1992,290
gmb,1993,290
gmb,1994,290
gmb,1995,290
gmb,1996,300
gmb,1997,290
gmb,1998,310
gmb,1999,280
gmb,2000,310
gmb,2001,270
gmb,2002,260
gmb,2003,300
gmb,2004,320
gmb,2005,330
gmb,2006,350
gmb,2007,350
gmb,2008,350
gmb,2009,370
gmb,2010,380
gmb,2011,350
gmb,2012,310
gmb,2013,320
gmb,2014,340
gmb,2015,340
gmb,2016,340
gmb,2017,340
gmb,2018,350
gnb,1990,490
gnb,1991,490
gnb,1992,500
gnb,1993,510
gnb,1994,520
gnb,1995,530
gnb,1996,490
gnb,1997,480
gnb,1998,470
gnb,1999,520
gnb,2000,510
gnb,2001,670
gnb,2002,690
gnb,2003,690
gnb,2004,640
gnb,2005,590
gnb,2006,670
gnb,2007,660
gnb,2008,600
gnb,2009,650
gnb,2010,680
gnb,2011,680
gnb,2012,740
gnb,2013,690
gnb,2014,720
gnb,2015,750
gnb,2016,720
gnb,2017,750
gnb,2018,770
gnq,1990,10
gnq,1991,10
gnq,1992,10
gnq,1993,10
gnq,1994,10
gnq,1995,10
gnq,1996,10
gnq,1997,10
gnq,1998,10
gnq,1999,10
gnq,2000,10
gnq,2001,10
gnq,2002,10
gnq,2003,10
gnq,2004,10
gnq,2005,10
gnq,2006,10
gnq,2007,10
gnq,2008,10
gnq,2009,10
gnq,2010,10
gnq,2011,10
gnq,2012,10
gnq,2013,10
gnq,2014,10
gnq,2015,10
gnq,2016,10
gnq,2017,10
gnq,2018,10
grc,1990,5380
grc,1991,5330
grc,1992,5150
grc,1993,4730
grc,1994,4870
grc,1995,4670
grc,1996,4830
grc,1997,4640
grc,1998,4540
grc,1999,4520
grc,2000,4540
grc,2001,4360
grc,2002,4430
grc,2003,4480
grc,2004,4150
grc,2005,3980
grc,2006,3750
grc,2007,3580
grc,2008,3820
grc,2009,3400
grc,2010,3770
grc,2011,4320
grc,2012,3720
grc,2013,3740
grc,2014,3610
grc,2015,3440
grc,2016,3450
grc,2017,3510
grc,2018,3500
grd,1990,10
grd,1991,10
grd,1992,10
grd,1993,10
grd,1994,10
grd,1995,10
grd,1996,10
grd,1997,10
grd,1998,10
grd,1999,10
grd,2000,10
grd,2001,10
grd,2002,10
grd,2003,10
grd,2004,10
grd,2005,10
grd,2006,10
grd,2007,10
grd,2008,10
grd,2009,10
grd,2010,10
grd,2011,10
grd,2012,10
grd,2013,10
grd,2014,10
grd,2015,10
grd,2016,10
grd,2017,10
grd,2018,10
gtm,1990,1950
gtm,1991,2090
gtm,1992,2210
gtm,1993,2330
gtm,1994,2320
gtm,1995,2360
gtm,1996,2300
gtm,1997,2360
gtm,1998,2300
gtm,1999,2480
gtm,2000,2520
gtm,2001,2590
gtm,2002,2570
gtm,2003,2840
gtm,2004,2900
gtm,2005,3090
gtm,2006,3060
gtm,2007,3160
gtm,2008,2880
gtm,2009,3210
gtm,2010,3390
gtm,2011,3610
gtm,2012,3680
gtm,2013,3710
gtm,2014,3640
gtm,2015,3830
gtm,2016,3820
gtm,2017,3870
gtm,2018,3880
guy,1990,570
guy,1991,620
guy,1992,610
guy,1993,620
guy,1994,600
guy,1995,690
guy,1996,700
guy,1997,730
guy,1998,730
guy,1999,760
guy,2000,720
guy,2001,730
guy,2002,760
guy,2003,800
guy,2004,880
guy,2005,790
guy,2006,790
guy,2007,800
guy,2008,860
guy,2009,810
guy,2010,850
guy,2011,810
guy,2012,860
guy,2013,900
guy,2014,870
guy,2015,920
guy,2016,850
guy,2017,800
guy,2018,920
hnd,1990,1530
hnd,1991,1580
hnd,1992,1570
hnd,1993,1520
hnd,1994,1450
hnd,1995,1750
hnd,1996,1590
hnd,1997,1770
hnd,1998,1780
hnd,1999,1770
hnd,2000,1970
hnd,2001,1850
hnd,2002,1520
hnd,2003,1960
hnd,2004,1940
hnd,2005,2170
hnd,2006,2150
hnd,2007,2110
hnd,2008,1890
hnd,2009,2010
hnd,2010,2000
hnd,2011,2270
hnd,2012,2150
hnd,2013,2320
hnd,2014,2250
hnd,2015,2200
hnd,2016,2380
hnd,2017,2450
hnd,2018,2530
hrv,1990,1930
hrv,1991,1740
hrv,1992,1670
hrv,1993,1410
hrv,1994,1390
hrv,1995,1350
hrv,1996,1380
hrv,1997,1700
hrv,1998,1340
hrv,1999,1360
hrv,2000,1420
hrv,2001,1350
hrv,2002,1540
hrv,2003,1460
hrv,2004,1680
hrv,2005,1530
hrv,2006,1970
hrv,2007,2050
hrv,2008,2390
hrv,2009,1320
hrv,2010,1420
hrv,2011,1560
hrv,2012,1350
hrv,2013,1160
hrv,2014,1140
hrv,2015,1220
hrv,2016,1170
hrv,2017,1290
hrv,2018,1320
hti,1990,870
hti,1991,930
hti,1992,1050
hti,1993,1000
hti,1994,1000
hti,1995,1010
hti,1996,1040
hti,1997,1100
hti,1998,1160
hti,1999,1170
hti,2000,1300
hti,2001,1300
hti,2002,1300
hti,2003,1310
hti,2004,1300
hti,2005,1310
hti,2006,1300
hti,2007,1320
hti,2008,1310
hti,2009,1320
hti,2010,1330
hti,2011,1330
hti,2012,1320
hti,2013,1340
hti,2014,1340
hti,2015,1340
hti,2016,1360
hti,2017,1350
hti,2018,1360
hun,1990,5850
hun,1991,5370
hun,1992,4010
hun,1993,4220
hun,1994,4330
hun,1995,4190
hun,1996,4680
hun,1997,4640
hun,1998,4510
hun,1999,4680
hun,2000,4620
hun,2001,4950
hun,2002,4580
hun,2003,4330
hun,2004,4790
hun,2005,4430
hun,2006,4510
hun,2007,4460
hun,2008,4770
hun,2009,4270
hun,2010,4170
hun,2011,4440
hun,2012,4330
hun,2013,4700
hun,2014,4740
hun,2015,4730
hun,2016,4910
hun,2017,4940
hun,2018,5280
idn,1990,54460
idn,1991,54540
idn,1992,56530
idn,1993,55380
idn,1994,56820
idn,1995,59020
idn,1996,61000
idn,1997,58470
idn,1998,59560
idn,1999,57880
idn,2000,58760
idn,2001,58890
idn,2002,61120
idn,2003,61480
idn,2004,63290
idn,2005,64180
idn,2006,65900
idn,2007,67400
idn,2008,69690
idn,2009,73050
idn,2010,72850
idn,2011,75520
idn,2012,77540
idn,2013,75670
idn,2014,78650
idn,2015,79080
idn,2016,80930
idn,2017,82170
idn,2018,85200
ind,1990,132590
ind,1991,136350
ind,1992,140240
ind,1993,143420
ind,1994,148740
ind,1995,151420
ind,1996,155530
ind,1997,160030
ind,1998,163300
ind,1999,165540
ind,2000,161490
ind,2001,164660
ind,2002,157700
ind,2003,163960
ind,2004,169290
ind,2005,177690
ind,2006,185990
ind,2007,193800
ind,2008,196980
ind,2009,200300
ind,2010,207300
ind,2011,214230
ind,2012,211230
ind,2013,210660
ind,2014,212050
ind,2015,214020
ind,2016,212620
ind,2017,215250
ind,2018,220220
irl,1990,8730
irl,1991,8690
irl,1992,8750
irl,1993,9080
irl,1994,9270
irl,1995,9250
irl,1996,9100
irl,1997,9180
irl,1998,9600
irl,1999,9540
irl,2000,9420
irl,2001,9380
irl,2002,9960
irl,2003,9440
irl,2004,9210
irl,2005,9040
irl,2006,8860
irl,2007,8690
irl,2008,8650
irl,2009,8930
irl,2010,8490
irl,2011,8390
irl,2012,8890
irl,2013,8840
irl,2014,8770
irl,2015,8890
irl,2016,8920
irl,2017,9270
irl,2018,9560
irn,1990,13620
irn,1991,14190
irn,1992,15970
irn,1993,14360
irn,1994,14840
irn,1995,15140
irn,1996,15570
irn,1997,16540
irn,1998,17260
irn,1999,16680
irn,2000,16670
irn,2001,16860
irn,2002,17720
irn,2003,18350
irn,2004,19430
irn,2005,19880
irn,2006,21650
irn,2007,20350
irn,2008,19430
irn,2009,19330
irn,2010,18900
irn,2011,16020
irn,2012,16760
irn,2013,16430
irn,2014,15350
irn,2015,15130
irn,2016,15710
irn,2017,15370
irn,2018,15450
irq,1990,3450
irq,1991,2210
irq,1992,2750
irq,1993,3690
irq,1994,3580
irq,1995,3300
irq,1996,3210
irq,1997,3380
irq,1998,3530
irq,1999,3420
irq,2000,3410
irq,2001,5000
irq,2002,5260
irq,2003,2180
irq,2004,2450
irq,2005,2970
irq,2006,2900
irq,2007,2800
irq,2008,3140
irq,2009,3770
irq,2010,3600
irq,2011,3860
irq,2012,4020
irq,2013,4030
irq,2014,3620
irq,2015,2710
irq,2016,3030
irq,2017,3530
irq,2018,3600
isl,1990,360
isl,1991,350
isl,1992,340
isl,1993,350
isl,1994,340
isl,1995,330
isl,1996,350
isl,1997,350
isl,1998,350
isl,1999,360
isl,2000,350
isl,2001,320
isl,2002,330
isl,2003,330
isl,2004,320
isl,2005,320
isl,2006,340
isl,2007,350
isl,2008,360
isl,2009,320
isl,2010,320
isl,2011,320
isl,2012,330
isl,2013,320
isl,2014,340
isl,2015,340
isl,2016,340
isl,2017,350
isl,2018,340
isr,1990,740
isr,1991,710
isr,1992,750
isr,1993,750
isr,1994,810
isr,1995,810
isr,1996,900
isr,1997,880
isr,1998,900
isr,1999,800
isr,2000,840
isr,2001,830
isr,2002,790
isr,2003,850
isr,2004,850
isr,2005,840
isr,2006,880
isr,2007,960
isr,2008,880
isr,2009,820
isr,2010,810
isr,2011,900
isr,2012,900
isr,2013,920
isr,2014,920
isr,2015,960
isr,2016,950
isr,2017,980
isr,2018,990
ita,1990,15490
ita,1991,15230
ita,1992,15070
ita,1993,14720
ita,1994,14390
ita,1995,14190
ita,1996,14490
ita,1997,14080
ita,1998,14150
ita,1999,14240
ita,2000,13970
ita,2001,12600
ita,2002,13580
ita,2003,13220
ita,2004,13640
ita,2005,12990
ita,2006,12870
ita,2007,12970
ita,2008,12340
ita,2009,11130
ita,2010,11090
ita,2011,11090
ita,2012,11570
ita,2013,11530
ita,2014,11350
ita,2015,11490
ita,2016,11620
ita,2017,11530
ita,2018,11470
jam,1990,370
jam,1991,390
jam,1992,380
jam,1993,390
jam,1994,400
jam,1995,400
jam,1996,390
jam,1997,390
jam,1998,390
jam,1999,400
jam,2000,410
jam,2001,410
jam,2002,400
jam,2003,430
jam,2004,410
jam,2005,390
jam,2006,310
jam,2007,290
jam,2008,300
jam,2009,290
jam,2010,290
jam,2011,290
jam,2012,310
jam,2013,300
jam,2014,300
jam,2015,280
jam,2016,280
jam,2017,280
jam,2018,280
jor,1990,340
jor,1991,440
jor,1992,500
jor,1993,490
jor,1994,420
jor,1995,450
jor,1996,420
jor,1997,440
jor,1998,420
jor,1999,420
jor,2000,370
jor,2001,370
jor,2002,390
jor,2003,400
jor,2004,480
jor,2005,520
jor,2006,430
jor,2007,630
jor,2008,610
jor,2009,450
jor,2010,520
jor,2011,640
jor,2012,420
jor,2013,590
jor,2014,580
jor,2015,680
jor,2016,670
jor,2017,620
jor,2018,610
jpn,1990,9890
jpn,1991,9600
jpn,1992,9690
jpn,1993,9720
jpn,1994,9760
jpn,1995,9250
jpn,1996,9030
jpn,1997,8870
jpn,1998,8630
jpn,1999,8610
jpn,2000,8640
jpn,2001,8550
jpn,2002,8830
jpn,2003,8810
jpn,2004,8930
jpn,2005,8800
jpn,2006,8650
jpn,2007,8610
jpn,2008,8320
jpn,2009,8060
jpn,2010,8100
jpn,2011,7570
jpn,2012,7130
jpn,2013,7490
jpn,2014,7610
jpn,2015,7300
jpn,2016,7390
jpn,2017,7460
jpn,2018,7480
kaz,1990,17120
kaz,1991,16060
kaz,1992,14180
kaz,1993,13180
kaz,1994,12550
kaz,1995,10510
kaz,1996,9080
kaz,1997,7870
kaz,1998,6440
kaz,1999,6030
kaz,2000,5750
kaz,2001,6550
kaz,2002,10900
kaz,2003,7650
kaz,2004,8610
kaz,2005,8920
kaz,2006,9740
kaz,2007,8680
kaz,2008,8860
kaz,2009,8280
kaz,2010,9670
kaz,2011,8530
kaz,2012,8280
kaz,2013,7390
kaz,2014,8750
kaz,2015,9490
kaz,2016,8630
kaz,2017,11870
kaz,2018,9470
ken,1990,9840
ken,1991,9470
ken,1992,9420
ken,1993,9300
ken,1994,9410
ken,1995,9250
ken,1996,8850
ken,1997,8780
ken,1998,9090
ken,1999,9550
ken,2000,8820
ken,2001,8890
ken,2002,9180
ken,2003,9840
ken,2004,10300
ken,2005,10230
ken,2006,9770
ken,2007,15470
ken,2008,15450
ken,2009,14900
ken,2010,15060
ken,2011,15660
ken,2012,15460
ken,2013,15340
ken,2014,16260
ken,2015,15710
ken,2016,16820
ken,2017,15560
ken,2018,16330
kgz,1990,2140
kgz,1991,2000
kgz,1992,1850
kgz,1993,1700
kgz,1994,1500
kgz,1995,1210
kgz,1996,1160
kgz,1997,1130
kgz,1998,1180
kgz,1999,1190
kgz,2000,1210
kgz,2001,1230
kgz,2002,1130
kgz,2003,1270
kgz,2004,1250
kgz,2005,1290
kgz,2006,1290
kgz,2007,1320
kgz,2008,1340
kgz,2009,1490
kgz,2010,1500
kgz,2011,1520
kgz,2012,1570
kgz,2013,1640
kgz,2014,1700
kgz,2015,1620
kgz,2016,1650
kgz,2017,1650
kgz,2018,1790
khm,1990,2620
khm,1991,2670
khm,1992,2850
khm,1993,2930
khm,1994,2890
khm,1995,3060
khm,1996,3250
khm,1997,3170
khm,1998,3050
khm,1999,3420
khm,2000,3090
khm,2001,2890
khm,2002,3050
khm,2003,3200
khm,2004,3340
khm,2005,3270
khm,2006,3610
khm,2007,3740
khm,2008,3750
khm,2009,3930
khm,2010,3880
khm,2011,4080
khm,2012,3860
khm,2013,3860
khm,2014,3830
khm,2015,4060
khm,2016,3820
khm,2017,4340
khm,2018,4200
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,0
kir,1997,0
kir,1998,0
kir,1999,0
kir,2000,0
kir,2001,0
kir,2002,0
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kir,2009,0
kir,2010,0
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,0
kir,2015,0
kir,2016,0
kir,2017,0
kir,2018,0
kna,1990,10
kna,1991,10
kna,1992,10
kna,1993,10
kna,1994,10
kna,1995,10
kna,1996,10
kna,1997,10
kna,1998,10
kna,1999,10
kna,2000,10
kna,2001,10
kna,2002,10
kna,2003,10
kna,2004,10
kna,2005,10
kna,2006,10
kna,2007,10
kna,2008,10
kna,2009,10
kna,2010,10
kna,2011,10
kna,2012,0
kna,2013,0
kna,2014,0
kna,2015,0
kna,2016,0
kna,2017,0
kna,2018,0
kor,1990,5360
kor,1991,5240
kor,1992,5480
kor,1993,5550
kor,1994,5650
kor,1995,5810
kor,1996,5830
kor,1997,6130
kor,1998,5580
kor,1999,5300
kor,2000,5060
kor,2001,4800
kor,2002,4660
kor,2003,4700
kor,2004,4980
kor,2005,5250
kor,2006,4710
kor,2007,5040
kor,2008,4760
kor,2009,4610
kor,2010,4700
kor,2011,4640
kor,2012,4820
kor,2013,4730
kor,2014,4630
kor,2015,4710
kor,2016,4760
kor,2017,4780
kor,2018,4880
kwt,1990,130
kwt,1991,50
kwt,1992,50
kwt,1993,100
kwt,1994,120
kwt,1995,130
kwt,1996,170
kwt,1997,170
kwt,1998,180
kwt,1999,200
kwt,2000,190
kwt,2001,170
kwt,2002,190
kwt,2003,210
kwt,2004,190
kwt,2005,210
kwt,2006,200
kwt,2007,210
kwt,2008,230
kwt,2009,250
kwt,2010,220
kwt,2011,250
kwt,2012,270
kwt,2013,280
kwt,2014,270
kwt,2015,310
kwt,2016,310
kwt,2017,330
kwt,2018,330
lao,1990,1390
lao,1991,1420
lao,1992,1500
lao,1993,1510
lao,1994,1590
lao,1995,1630
lao,1996,1590
lao,1997,1630
lao,1998,1500
lao,1999,1420
lao,2000,1520
lao,2001,1580
lao,2002,1660
lao,2003,1700
lao,2004,1860
lao,2005,1860
lao,2006,1810
lao,2007,2020
lao,2008,1950
lao,2009,2060
lao,2010,2300
lao,2011,2100
lao,2012,2300
lao,2013,2370
lao,2014,2360
lao,2015,2470
lao,2016,2610
lao,2017,2520
lao,2018,2500
lbn,1990,290
lbn,1991,300
lbn,1992,320
lbn,1993,350
lbn,1994,300
lbn,1995,390
lbn,1996,380
lbn,1997,390
lbn,1998,410
lbn,1999,410
lbn,2000,420
lbn,2001,450
lbn,2002,400
lbn,2003,430
lbn,2004,450
lbn,2005,390
lbn,2006,360
lbn,2007,390
lbn,2008,380
lbn,2009,420
lbn,2010,430
lbn,2011,520
lbn,2012,550
lbn,2013,530
lbn,2014,530
lbn,2015,530
lbn,2016,560
lbn,2017,580
lbn,2018,560
lbr,1990,160
lbr,1991,150
lbr,1992,150
lbr,1993,140
lbr,1994,140
lbr,1995,140
lbr,1996,130
lbr,1997,140
lbr,1998,140
lbr,1999,140
lbr,2000,150
lbr,2001,150
lbr,2002,150
lbr,2003,160
lbr,2004,160
lbr,2005,150
lbr,2006,170
lbr,2007,190
lbr,2008,200
lbr,2009,330
lbr,2010,230
lbr,2011,240
lbr,2012,250
lbr,2013,240
lbr,2014,270
lbr,2015,330
lbr,2016,280
lbr,2017,260
lbr,2018,260
lby,1990,1040
lby,1991,1030
lby,1992,950
lby,1993,970
lby,1994,910
lby,1995,980
lby,1996,930
lby,1997,900
lby,1998,980
lby,1999,1060
lby,2000,900
lby,2001,870
lby,2002,950
lby,2003,970
lby,2004,1070
lby,2005,1140
lby,2006,1220
lby,2007,1280
lby,2008,1280
lby,2009,1320
lby,2010,1370
lby,2011,1370
lby,2012,1380
lby,2013,1380
lby,2014,1290
lby,2015,1260
lby,2016,1300
lby,2017,1310
lby,2018,1320
lca,1990,30
lca,1991,30
lca,1992,30
lca,1993,30
lca,1994,40
lca,1995,60
lca,1996,70
lca,1997,70
lca,1998,30
lca,1999,20
lca,2000,20
lca,2001,20
lca,2002,10
lca,2003,10
lca,2004,10
lca,2005,10
lca,2006,10
lca,2007,10
lca,2008,10
lca,2009,10
lca,2010,10
lca,2011,10
lca,2012,10
lca,2013,20
lca,2014,20
lca,2015,20
lca,2016,20
lca,2017,20
lca,2018,20
lie,1990,0
lie,1991,0
lie,1992,0
lie,1993,0
lie,1994,0
lie,1995,0
lie,1996,0
lie,1997,0
lie,1998,0
lie,1999,0
lie,2000,0
lie,2001,0
lie,2002,0
lie,2003,0
lie,2004,0
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,0
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2013,0
lie,2014,0
lie,2015,0
lie,2016,0
lie,2017,0
lie,2018,0
lka,1990,1650
lka,1991,1590
lka,1992,1650
lka,1993,1750
lka,1994,1820
lka,1995,1770
lka,1996,1690
lka,1997,1710
lka,1998,1690
lka,1999,1850
lka,2000,1790
lka,2001,1780
lka,2002,2000
lka,2003,1790
lka,2004,1860
lka,2005,2030
lka,2006,1980
lka,2007,1880
lka,2008,2230
lka,2009,2050
lka,2010,2000
lka,2011,2260
lka,2012,2000
lka,2013,1790
lka,2014,2300
lka,2015,2310
lka,2016,1670
lka,2017,1490
lka,2018,1370
lso,1990,570
lso,1991,560
lso,1992,610
lso,1993,600
lso,1994,590
lso,1995,560
lso,1996,550
lso,1997,540
lso,1998,500
lso,1999,700
lso,2000,670
lso,2001,650
lso,2002,570
lso,2003,590
lso,2004,560
lso,2005,630
lso,2006,620
lso,2007,640
lso,2008,580
lso,2009,590
lso,2010,580
lso,2011,590
lso,2012,590
lso,2013,540
lso,2014,530
lso,2015,530
lso,2016,510
lso,2017,570
lso,2018,530
ltu,1990,4470
ltu,1991,4190
ltu,1992,3750
ltu,1993,3140
ltu,1994,2910
ltu,1995,2740
ltu,1996,2980
ltu,1997,2990
ltu,1998,2960
ltu,1999,2910
ltu,2000,2910
ltu,2001,2810
ltu,2002,2920
ltu,2003,2940
ltu,2004,2970
ltu,2005,2970
ltu,2006,2940
ltu,2007,3050
ltu,2008,2970
ltu,2009,3060
ltu,2010,3050
ltu,2011,3100
ltu,2012,3200
ltu,2013,3200
ltu,2014,3260
ltu,2015,3340
ltu,2016,3240
ltu,2017,3270
ltu,2018,3140
lux,1990,220
lux,1991,220
lux,1992,220
lux,1993,220
lux,1994,220
lux,1995,220
lux,1996,220
lux,1997,220
lux,1998,220
lux,1999,220
lux,2000,140
lux,2001,140
lux,2002,210
lux,2003,210
lux,2004,230
lux,2005,220
lux,2006,210
lux,2007,210
lux,2008,220
lux,2009,220
lux,2010,220
lux,2011,220
lux,2012,210
lux,2013,220
lux,2014,210
lux,2015,220
lux,2016,220
lux,2017,220
lux,2018,220
lva,1990,2320
lva,1991,2180
lva,1992,2180
lva,1993,1850
lva,1994,1510
lva,1995,1260
lva,1996,1280
lva,1997,1290
lva,1998,1330
lva,1999,1320
lva,2000,1280
lva,2001,1360
lva,2002,1350
lva,2003,1280
lva,2004,1370
lva,2005,1400
lva,2006,1410
lva,2007,1470
lva,2008,1510
lva,2009,1520
lva,2010,1540
lva,2011,1570
lva,2012,1630
lva,2013,1660
lva,2014,1700
lva,2015,1770
lva,2016,1760
lva,2017,1750
lva,2018,1680
mar,1990,5750
mar,1991,5590
mar,1992,5060
mar,1993,4800
mar,1994,5190
mar,1995,4760
mar,1996,5370
mar,1997,5440
mar,1998,5610
mar,1999,5870
mar,2000,5920
mar,2001,6000
mar,2002,6290
mar,2003,6300
mar,2004,6560
mar,2005,6920
mar,2006,7290
mar,2007,6720
mar,2008,6800
mar,2009,6660
mar,2010,6810
mar,2011,7150
mar,2012,6690
mar,2013,7450
mar,2014,7320
mar,2015,7710
mar,2016,6380
mar,2017,7730
mar,2018,7850
mda,1990,1910
mda,1991,1790
mda,1992,1400
mda,1993,1330
mda,1994,1300
mda,1995,1330
mda,1996,1270
mda,1997,940
mda,1998,780
mda,1999,720
mda,2000,690
mda,2001,850
mda,2002,760
mda,2003,720
mda,2004,760
mda,2005,730
mda,2006,700
mda,2007,690
mda,2008,700
mda,2009,610
mda,2010,660
mda,2011,730
mda,2012,700
mda,2013,790
mda,2014,850
mda,2015,770
mda,2016,890
mda,2017,910
mda,2018,1020
mdg,1990,7950
mdg,1991,7960
mdg,1992,8000
mdg,1993,8040
mdg,1994,8050
mdg,1995,8100
mdg,1996,8150
mdg,1997,7910
mdg,1998,8170
mdg,1999,7910
mdg,2000,7550
mdg,2001,7260
mdg,2002,6560
mdg,2003,7550
mdg,2004,6780
mdg,2005,8380
mdg,2006,7760
mdg,2007,8450
mdg,2008,7790
mdg,2009,8140
mdg,2010,8070
mdg,2011,8110
mdg,2012,8300
mdg,2013,8070
mdg,2014,8040
mdg,2015,8110
mdg,2016,8580
mdg,2017,8120
mdg,2018,8160
mdv,1990,0
mdv,1991,0
