geo,time,sl_uem_advn_ma_zs
nzl,2019,1.84
nzl,2020,2.75
omn,1996,1.79
omn,2008,0.88
omn,2016,1.73
pak,2002,7.94
pak,2004,8.72
pak,2006,1.05
pak,2007,0.79
pak,2008,0.68
pak,2009,1.31
pak,2010,1.86
pak,2011,1.76
pak,2013,6.4
pak,2014,4.8
pak,2015,9.64
pak,2018,5.59
pak,2019,5.52
pan,1997,3.44
pan,2003,10.95
pan,2004,9.22
pan,2005,8.13
pan,2006,6.97
pan,2007,5.42
pan,2008,4.17
pan,2010,3.34
pan,2011,1.64
pan,2012,2.6
pan,2013,1.96
pan,2014,2.28
pan,2015,2.25
pan,2016,2.99
pan,2017,2.8
pan,2018,3.62
pan,2019,4.45
pan,2020,10.59
pan,2021,6.07
per,1997,5.85
per,1998,6.43
per,1999,6.57
per,2000,6.95
per,2001,6.11
per,2002,6.23
per,2003,4.68
per,2004,5.03
per,2005,6.18
per,2006,3.94
per,2007,4.48
per,2008,4.42
per,2009,4.15
per,2010,3.18
per,2011,3.2
per,2012,3.57
per,2013,3.27
per,2014,2.81
per,2015,3.94
per,2016,4.09
per,2017,3.92
per,2018,3.16
per,2019,3
per,2020,9.54
phl,2004,16.04
phl,2006,12.14
phl,2007,11.17
phl,2008,11.38
phl,2009,11.48
phl,2010,11.25
phl,2011,11.1
phl,2012,10.3
phl,2014,10.47
phl,2015,9.67
phl,2016,8.52
plw,2000,1.97
png,2010,2.7
pol,1994,4.85
pol,1995,3.77
pol,1996,3.1
pol,1998,1.99
pol,1999,2.86
pol,2000,4.96
pol,2001,4.03
pol,2002,5.28
pol,2003,6.28
pol,2004,6.09
pol,2005,6.01
pol,2006,5.3
pol,2007,3.81
pol,2008,3.31
pol,2009,3.95
pol,2010,4.53
pol,2011,4.36
pol,2012,4.75
pol,2013,4.76
pol,2014,3.84
pol,2015,3.46
pol,2016,2.87
pol,2017,2.18
pol,2018,2.06
pol,2019,1.78
pol,2020,1.79
prt,2003,4.01
prt,2004,4.25
prt,2005,5.52
prt,2006,4.86
prt,2007,5.47
prt,2008,4.93
prt,2009,6.38
prt,2010,5.99
prt,2011,9.46
prt,2012,11.18
prt,2013,10.61
prt,2014,8.1
prt,2015,8.64
prt,2016,8
prt,2017,6.44
prt,2018,5.13
prt,2019,4.84
prt,2020,6.55
pry,1998,2.88
pry,1999,2.36
pry,2001,3.17
pry,2002,2.35
pry,2003,3.49
pry,2004,3.57
pry,2006,2.74
pry,2007,1.27
pry,2008,1.78
pry,2009,2.71
pry,2010,2.87
pry,2011,2.51
pry,2012,1.28
pry,2013,2.85
pry,2014,1.76
pry,2015,1.32
pry,2016,3.95
pry,2017,2.44
pse,2000,6.93
pse,2001,10.35
pse,2002,14.25
pse,2003,12.97
pse,2004,12.94
pse,2005,13.21
pse,2006,12.49
pse,2007,12.37
pse,2008,14.39
pse,2009,12.07
pse,2010,12.95
pse,2011,10.95
pse,2012,13.16
pse,2013,12.5
pse,2014,12.63
pse,2015,15.77
pse,2016,16.22
pse,2017,16.94
pse,2018,17.02
pse,2019,15.92
pse,2020,15.91
qat,2013,0.14
qat,2014,0.12
qat,2015,0.14
qat,2016,0.12
qat,2017,0.11
qat,2019,0.22
qat,2020,0.15
rou,1995,1.3
rou,1996,1.24
rou,1998,2.07
rou,1999,2.54
rou,2000,3.99
rou,2001,3.62
rou,2002,3.81
rou,2003,3.77
rou,2004,3.27
rou,2005,3.5
rou,2006,3.33
rou,2007,2.77
rou,2008,2.56
rou,2009,4.33
rou,2010,4.79
rou,2011,4.37
rou,2012,4.8
rou,2013,5.16
rou,2014,5.77
rou,2015,3.87
rou,2016,3.1
rou,2017,2.81
rou,2018,2.26
rou,2019,1.59
rou,2020,2.04
rus,1998,10.16
rus,2002,12.06
rus,2003,10.72
rus,2004,4.98
rus,2006,4.58
rus,2007,3.7
rus,2008,3.92
rus,2009,5.77
rus,2010,7.55
rus,2011,6.75
rus,2012,5.57
rus,2013,5.54
rus,2014,5.3
rus,2015,5.49
rus,2016,5.46
rus,2017,5.18
rus,2018,4.77
rus,2019,4.55
rus,2020,5.61
rwa,2014,10.88
rwa,2017,16.44
rwa,2018,15.4
rwa,2019,15.33
rwa,2020,16.94
sau,2009,3.39
sau,2014,2.54
sau,2016,3.99
sau,2017,3.18
sau,2018,3.73
sau,2019,2.95
sau,2020,3.9
sdn,2011,26.16
sen,2015,16.51
sen,2016,12.7
sen,2017,12.25
sen,2018,8.89
sen,2019,15.88
sgp,1994,2.36
sgp,1995,1.7
sgp,1996,2.06
sgp,1997,0.67
sgp,1998,0.95
sgp,2001,0.89
sgp,2002,1.59
sgp,2003,1.98
sgp,2006,3.22
sgp,2007,2.72
sgp,2008,3.1
sgp,2009,3.66
sgp,2010,2.51
sgp,2011,2.34
sgp,2012,2.48
sgp,2013,2.66
sgp,2015,3.43
sgp,2017,3.7
sgp,2020,4.5
sle,2014,11.33
sle,2018,4.93
slv,1996,1.76
slv,2010,6.06
slv,2011,3.12
slv,2012,2.68
slv,2013,3.49
slv,2014,2.98
slv,2015,3.77
slv,2016,4.35
slv,2017,4.76
slv,2018,4.65
slv,2019,5.25
slv,2020,4.06
smr,2009,3.94
smr,2010,4.4
smr,2016,5.04
som,2019,17.23
srb,2008,7.75
srb,2009,8.42
srb,2010,13.48
srb,2011,15.93
srb,2012,15.99
srb,2013,17.72
srb,2014,13.67
srb,2015,14.05
srb,2016,12.8
srb,2017,11.05
srb,2018,9.09
srb,2019,7.62
srb,2020,7.48
svk,1994,1.17
svk,1995,0.74
svk,1997,0.85
svk,1998,2.32
svk,1999,3.97
svk,2000,6.06
svk,2001,5.97
svk,2002,3.5
svk,2003,3.64
svk,2004,5.76
svk,2005,4.53
svk,2006,2.47
svk,2007,2.99
svk,2008,2.84
svk,2009,3.8
svk,2010,6.14
svk,2011,5.02
svk,2012,5.93
svk,2013,6.21
svk,2014,5.07
svk,2015,5.07
svk,2016,4.85
svk,2017,3.27
svk,2018,2.51
svk,2019,2.21
svk,2020,3.26
svn,1998,3.48
svn,1999,3.18
svn,2001,2.29
svn,2002,1.93
svn,2003,3.78
svn,2004,2.24
svn,2005,3.21
svn,2006,2.43
svn,2007,2.56
svn,2008,3.03
svn,2009,3.04
svn,2010,4.05
svn,2011,4.84
svn,2012,4.63
svn,2013,4.95
svn,2014,4.49
svn,2015,4.58
svn,2016,5.61
svn,2017,4.1
svn,2018,2.66
svn,2019,2.2
svn,2020,2.89
swe,1998,5.28
swe,1999,4.89
swe,2000,3.83
swe,2001,2.52
swe,2002,3.37
swe,2003,4.7
swe,2004,4.79
swe,2005,5.02
swe,2006,4.68
swe,2007,3.93
swe,2008,3.71
swe,2009,5.02
swe,2010,5.11
swe,2011,4.71
swe,2012,4.91
swe,2013,4.67
swe,2014,4.84
swe,2015,4.84
swe,2016,4.72
swe,2017,4.7
swe,2018,4.36
swe,2019,4.15
swe,2020,5.13
swz,2016,9.86
syc,2014,3.52
syc,2015,2.85
syc,2016,2.92
syc,2017,2.95
syc,2018,2.4
syc,2019,1.99
syc,2020,4.52
tcd,2018,5.94
tgo,2006,10.61
tgo,2011,5.92
tgo,2015,7.01
tgo,2017,12
tha,2010,1.59
tha,2011,1.81
tha,2012,1.05
tha,2013,0.58
tha,2014,1.34
tha,2015,1.2
tha,2016,1.42
tha,2017,1.76
tha,2018,1.41
tha,2019,1.32
tha,2020,2.12
tjk,2003,3.4
tjk,2007,2.65
tjk,2009,5.85
tls,2010,7.55
tls,2013,3.87
tls,2016,4.6
ton,2018,1.1
tto,2010,1.42
tto,2011,1.8
tto,2012,0.94
tto,2013,1.94
tto,2014,1.35
tto,2015,1.44
tto,2016,2.38
tun,1994,3.29
tun,1997,7.29
tun,2005,9.89
tun,2006,11.68
tun,2007,12.87
tun,2008,13.69
tun,2009,15.45
tun,2010,15.87
tun,2011,19.29
tun,2012,15.55
tun,2013,20.12
tun,2015,17.78
tun,2016,18.19
tun,2017,18.2
tur,2004,9.78
tur,2005,7.9
tur,2006,6.71
tur,2007,6.61
tur,2008,7.22
tur,2009,8.67
tur,2010,7.23
tur,2011,6.86
tur,2012,6.46
tur,2013,6.69
tur,2014,7.57
tur,2015,7.41
tur,2016,8.65
tur,2017,8.59
tur,2018,8.95
tur,2019,10.16
tur,2020,9.98
tza,2001,2.79
tza,2006,1.68
tza,2011,4.01
tza,2012,2.82
tza,2013,3.61
tza,2014,3.65
uga,2012,5.12
ukr,2011,7.93
ukr,2012,7.85
ukr,2013,7.37
ukr,2014,9.79
ukr,2015,8.95
ukr,2016,9.53
ukr,2017,10.27
ukr,2018,8.78
ukr,2019,7.2
ukr,2020,8.27
ury,1998,4.2
ury,1999,5.3
ury,2000,7.89
ury,2001,2.68
ury,2002,3.3
ury,2003,4.18
ury,2004,2.75
ury,2005,2.9
ury,2006,3.12
ury,2007,2.78
ury,2008,2.15
ury,2009,1.72
ury,2010,2.29
ury,2011,1.95
ury,2012,1.95
ury,2013,1.93
ury,2014,1.85
ury,2015,1.78
ury,2016,2.34
ury,2017,2.75
ury,2018,2.93
ury,2019,3
usa,1994,2.86
usa,1995,2.67
usa,1996,2.5
usa,1997,2.15
usa,1998,1.87
usa,1999,2.09
usa,2000,1.79
usa,2001,2.54
usa,2002,3.47
usa,2003,3.65
usa,2004,3.14
usa,2005,2.63
usa,2006,2.34
usa,2007,2.34
usa,2008,2.93
usa,2009,5.65
usa,2010,5.69
usa,2011,5.1
usa,2012,4.49
usa,2013,4.19
usa,2014,3.56
usa,2015,2.91
usa,2016,2.86
usa,2017,2.58
usa,2018,2.42
usa,2019,2.35
usa,2020,5.2
usa,2021,3.57
uzb,2020,1.21
ven,2005,9.29
ven,2006,7.51
ven,2007,7
ven,2008,6.21
ven,2009,6.34
ven,2010,7.32
ven,2011,7.37
ven,2012,6.66
ven,2016,5.4
ven,2017,5.35
vnm,2010,1.87
vnm,2011,2.16
vnm,2012,2.56
vnm,2013,3.63
vnm,2014,3.55
vnm,2015,4.1
vnm,2016,4.17
vnm,2017,3.52
vnm,2018,1.83
vnm,2019,2.4
vnm,2020,2.99
vut,2006,5.77
wsm,2012,1.43
wsm,2017,7.23
yem,2010,7.04
yem,2014,12.01
zaf,2000,5.25
zaf,2001,5.75
zaf,2002,4.01
zaf,2003,4.58
zaf,2004,3.97
zaf,2005,3.98
zaf,2006,4.07
zaf,2007,2.26
zaf,2008,4.94
zaf,2009,5.14
zaf,2010,6.12
zaf,2011,6.24
zaf,2013,6.37
zaf,2014,6.88
zaf,2015,8.13
zaf,2016,10.18
zaf,2017,10.94
zaf,2018,10.79
zaf,2019,11.97
zaf,2020,13.22
zmb,2017,4.12
zmb,2018,5.17
zmb,2019,6.57
zwe,2011,4.99
zwe,2014,5.81
zwe,2019,17.13
