geo,time,se_sec_tchr_fe
hkg,1974,4918
hkg,1975,5371
hkg,1976,6198
hkg,1977,5950
hkg,1978,6626
hkg,1979,7164
hkg,1980,7590
hkg,1981,7784
hkg,1982,7806
hkg,1983,8164
hkg,1984,8509
hkg,1985,8785
hkg,1987,9485
hkg,1988,9843
hkg,1996,11852
hkg,1999,13228
hkg,2000,13579
hkg,2001,13953
hkg,2002,14296
hkg,2003,14578
hkg,2004,15165
hkg,2005,15432
hkg,2006,15754
hkg,2007,16444
hkg,2008,16791
hkg,2009,17146
hkg,2010,17347
hkg,2011,17608
hkg,2012,18525
hkg,2013,17757
hkg,2014,17520
hkg,2015,17453
hkg,2016,17262
hkg,2017,17431
hkg,2018,17488
hkg,2019,17316
hkg,2020,17533
hnd,1980,2152
hnd,1982,2532
hnd,1983,2553
hnd,1984,3043
hnd,2004,9114
hnd,2015,23410
hnd,2016,26725
hnd,2017,23320
hnd,2019,28057
hnd,2020,15186
hrv,1996,18880
hrv,1997,19771
hrv,1998,21040
hrv,1999,21500
hrv,2000,22605
hrv,2001,23507
hrv,2002,24040
hrv,2003,24652
hrv,2005,26394
hrv,2006,27927
hrv,2007,28710
hrv,2008,29586
hrv,2009,32185
hrv,2010,32863
hrv,2011,33183
hrv,2012,33710
hrv,2013,34067
hrv,2014,31004
hrv,2015,35740
hrv,2016,36183
hrv,2018,36730
hrv,2019,36813
hun,1995,72506
hun,1997,73372
hun,1999,71620
hun,2000,72309
hun,2001,68277
hun,2002,68366
hun,2003,69393
hun,2004,69545
hun,2005,68771
hun,2006,68718
hun,2007,68041
hun,2008,64626
hun,2009,63078
hun,2010,62983
hun,2011,62637
hun,2012,61151
hun,2013,60080
hun,2014,55840
hun,2015,56455
hun,2016,56749
hun,2019,53880
idn,1972,45079
idn,1973,47153
idn,1974,47956
idn,1976,52921
idn,1988,248436
idn,1989,256749
idn,1990,288166
idn,1992,282717
idn,1993,276943
idn,1994,288355
idn,1995,321859
idn,1996,362176
idn,1999,383200
idn,2000,399000
idn,2001,417499
idn,2002,442761
idn,2003,456491
idn,2004,458983
idn,2005,557070
idn,2006,602550
idn,2007,701550
idn,2008,723525
idn,2009,737154
idn,2010,786985
idn,2011,758348
idn,2012,690219
idn,2013,756964
idn,2014,775219
idn,2016,823216
idn,2017,867032
idn,2018,922485
ind,1971,222280
ind,1972,245332
ind,1973,256273
ind,1975,286378
ind,1999,683677
ind,2000,723857
ind,2001,741944
ind,2002,805673
ind,2003,868260
ind,2004,877273
ind,2009,1567810
ind,2010,1702522
ind,2011,1802043
ind,2013,1751085
ind,2014,1760482
ind,2015,1766217
ind,2016,2007901
ind,2017,2080967
ind,2019,2810338
ind,2020,3062227
irl,1976,9537
irl,1977,10750
irl,1983,10532
irl,1994,13642
irl,1995,14112
irl,1996,14425
irl,1997,14895
irn,1971,8122
irn,1972,13663
irn,1973,19603
irn,1974,21953
irn,1975,26779
irn,1976,32306
irn,1977,37855
irn,1983,56609
irn,1984,69879
irn,1985,74366
irn,1991,87849
irn,1992,90195
irn,1993,96021
irn,1994,106361
irn,1995,109352
irn,1997,123926
irn,2013,178735
irn,2014,178634
irn,2016,163420
irn,2017,159986
irq,1971,4364
irq,1972,4848
irq,1974,5534
irq,1975,7234
irq,1976,8542
irq,1977,8841
irq,1978,9424
irq,1979,11120
irq,1980,12518
irq,1981,13400
irq,1982,15214
irq,1983,17372
irq,1984,20818
irq,1985,20534
irq,1986,22706
irq,1987,24728
irq,1988,26537
irq,1989,28414
irq,1993,32021
irq,1996,34745
irq,1999,38565
irq,2000,42581
irq,2003,49018
irq,2004,52943
irq,2007,81142
isl,1971,618
isl,1972,640
isl,1975,707
isl,1976,699
isr,1975,12425
isr,1977,14468
isr,1978,14723
isr,1979,16597
isr,1980,17626
isr,1981,18150
isr,1983,19073
isr,1988,25372
isr,1989,26518
isr,1990,27178
isr,1991,29256
isr,1992,30802
isr,1993,32650
isr,1994,34682
isr,1999,42144
isr,2000,42895
isr,2001,46565
isr,2002,48256
isr,2003,48654
isr,2004,48635
isr,2005,48652
isr,2006,48476
isr,2007,48748
isr,2008,50349
isr,2009,51530
ita,1977,259782
ita,1978,271360
ita,1979,281820
ita,1980,293879
ita,1981,302040
ita,1982,312314
ita,1983,316596
ita,1984,320164
ita,1985,330456
ita,1986,341719
ita,1987,349996
ita,1988,352828
ita,1989,355956
ita,1990,350847
ita,1991,367419
ita,1992,370008
ita,1993,362634
ita,1994,383449
ita,1995,309339
ita,1996,293496
ita,1999,273943
ita,2000,272542
ita,2001,286006
ita,2002,288110
ita,2003,278960
ita,2004,276638
ita,2005,283806
ita,2006,284642
ita,2007,303771
ita,2013,289006
ita,2015,289066
ita,2016,313474
ita,2017,323488
ita,2018,316135
ita,2019,318114
jam,1984,5419
jam,1985,5272
jam,1987,5506
jam,1988,5505
jam,1989,6018
jam,1990,6122
jam,1993,7333
jam,2002,7884
jam,2003,7571
jam,2004,8587
jam,2007,8932
jam,2010,13352
jam,2011,10523
jam,2012,10010
jam,2013,10056
jam,2014,9490
jam,2015,9194
jam,2016,8449
jam,2017,9349
jam,2018,8612
jam,2019,9338
jam,2020,9338
jor,1971,1455
jor,1972,1596
jor,1973,1841
jor,1974,2194
jor,1975,2490
jor,1976,3027
jor,1977,3526
jor,1978,3970
jor,1979,4694
jor,1980,5129
jor,1981,5486
jor,1982,5907
jor,1983,6330
jor,1984,6767
jor,1985,8520
jor,1986,8690
jor,1987,9704
jor,1988,10558
jor,2002,18072
jor,2003,19752
jor,2014,24400
jor,2017,39084
jor,2018,36697
jor,2019,32737
jor,2020,38429
jpn,1971,124533
jpn,1972,127281
jpn,1973,130244
jpn,1974,134643
jpn,1975,120265
jpn,1976,124792
jpn,1977,128999
jpn,1978,134115
jpn,1979,138499
jpn,1980,140562
jpn,1981,145943
jpn,1982,145330
jpn,1983,156690
jpn,1984,160860
jpn,1985,165952
jpn,1986,173420
jpn,1987,178391
jpn,1988,183413
jpn,1989,187047
jpn,1990,191442
jpn,1991,197486
jpn,1992,203280
jpn,1994,230677
jpn,1995,229645
kaz,2015,166877
kaz,2016,189686
kaz,2017,206944
kaz,2018,199921
kaz,2019,189286
kaz,2020,185056
ken,2001,26724
ken,2002,27928
ken,2003,30626
ken,2004,36401
ken,2005,35792
ken,2006,36379
ken,2007,34331
ken,2008,37992
ken,2009,38483
ken,2012,38349
ken,2014,78696
ken,2015,83824
kgz,1992,29800
kgz,1993,29700
kgz,1994,29300
kgz,1995,30058
kgz,1999,32642
kgz,2000,34059
kgz,2001,34298
kgz,2002,36022
kgz,2003,37278
kgz,2004,38565
kgz,2005,38971
kgz,2006,38788
kgz,2007,39169
kgz,2008,39342
kgz,2009,38792
kgz,2011,38414
kgz,2012,43037
kgz,2013,43326
kgz,2014,43150
kgz,2015,45497
kgz,2016,51182
kgz,2017,48381
kgz,2018,48757
kgz,2019,45890
kgz,2020,46308
khm,1998,4856
khm,1999,4842
khm,2000,5075
khm,2001,5804
khm,2002,6364
khm,2003,7243
khm,2006,8726
khm,2007,9594
kir,1970,25
kir,1971,31
kir,1972,30
kir,1973,26
kir,1974,39
kir,1977,30
kir,1978,42
kir,1979,43
kir,1980,60
kir,1981,41
kir,1982,41
kir,1983,45
kir,1984,57
kir,1985,60
kir,1986,56
kir,1987,58
kir,1988,51
kir,1989,77
kir,1990,79
kir,1991,92
kir,1992,95
kir,1995,98
kir,1996,101
kir,1998,60
kir,2001,213
kir,2002,267
kir,2003,284
kir,2004,311
kir,2005,322
kir,2006,306
kir,2007,322
kir,2008,317
kna,1984,139
kna,1985,159
kna,1986,148
kna,1988,152
kna,1989,155
kna,1992,164
kna,1993,190
kna,2000,185
kna,2001,219
kna,2002,256
kna,2003,278
kna,2004,250
kna,2005,239
kna,2007,286
kna,2008,239
kna,2009,282
kna,2010,282
kna,2011,301
kna,2012,280
kna,2013,246
kna,2014,353
kna,2015,362
kna,2016,366
kor,1971,7953
kor,1972,9375
kor,1973,10817
kor,1974,12734
kor,1975,14232
kor,1976,16596
kor,1977,17606
kor,1978,19633
kor,1979,23242
kor,1980,25900
kor,1981,28127
kor,1982,30539
kor,1983,33049
kor,1984,36142
kor,1985,38729
kor,1986,41736
kor,1987,44543
kor,1988,47267
kor,1989,49982
kor,1990,55139
kor,1991,61875
kor,1992,66853
kor,1993,68975
kor,1994,70091
kor,1995,70595
kor,1996,72442
kor,1997,75642
kor,1998,76150
kor,1999,77099
kor,2000,82886
kor,2001,86073
kor,2002,95750
kor,2003,101208
kor,2004,103809
kor,2005,106378
kor,2006,110792
kor,2007,113916
kor,2008,117527
kor,2009,120727
kor,2010,124196
kor,2011,135274
kor,2012,137180
kor,2013,138377
kor,2014,140434
kor,2015,139545
kor,2016,138875
kor,2017,138859
kor,2018,139553
kor,2019,140300
kwt,1971,2435
kwt,1972,2980
kwt,1973,3282
kwt,1974,3590
kwt,1975,4108
kwt,1976,4564
kwt,1977,5433
kwt,1978,5890
kwt,1979,6388
kwt,1980,6971
kwt,1981,7607
kwt,1982,8215
kwt,1983,8536
kwt,1984,8664
kwt,1985,9249
kwt,1986,9726
kwt,1987,9917
kwt,1988,10340
kwt,1989,10925
kwt,1990,11384
kwt,1992,7963
kwt,1993,8517
kwt,1994,9294
kwt,1995,9850
kwt,1997,10860
kwt,1998,11780
kwt,1999,12387
kwt,2000,12277
kwt,2001,12911
kwt,2004,13606
kwt,2007,13926
kwt,2008,14999
kwt,2009,16900
kwt,2015,21883
kwt,2016,23289
kwt,2017,24467
kwt,2018,25681
kwt,2019,26283
lao,1971,226
lao,1972,245
lao,1973,308
lao,1978,781
lao,1981,1248
lao,1986,3510
lao,1990,4548
lao,1992,2877
lao,1993,4889
lao,1994,4831
lao,1995,4370
lao,1996,4260
lao,1998,4489
lao,1999,4736
lao,2000,4976
lao,2001,5139
lao,2002,5592
lao,2003,5770
lao,2004,6019
lao,2005,6696
lao,2006,6886
lao,2007,7320
lao,2008,8055
lao,2009,8554
lao,2010,10043
lao,2011,11833
lao,2012,13673
lao,2013,15507
lao,2014,16378
lao,2015,17185
lao,2016,18316
lao,2017,19005
lao,2019,19754
lao,2020,19361
lbn,1999,22173
lbn,2001,23388
lbn,2002,25109
lbn,2003,25156
lbn,2004,22933
lbn,2005,21697
lbn,2006,22414
lbn,2007,22510
lbn,2008,22994
lbn,2009,23231
lbn,2010,24294
lbn,2011,24374
lbn,2013,30584
lbn,2014,31523
lbn,2016,33940
lbr,1976,228
lbr,1999,1060
lbr,2014,693
lbr,2015,626
lbr,2017,1092
lby,1971,455
lby,1972,502
lby,1973,581
lby,1974,849
lby,1975,1284
lby,1976,1769
lby,1977,2470
lby,1978,2719
lby,1979,3769
lby,1980,4447
lby,1981,5750
lby,1983,8483
lca,1972,82
lca,1973,86
lca,1976,115
lca,1983,153
lca,1984,171
lca,1990,265
lca,1992,318
lca,1993,350
lca,1997,405
lca,1999,427
lca,2000,439
lca,2001,475
lca,2002,454
lca,2003,503
lca,2004,533
lca,2005,509
lca,2006,538
lca,2007,602
lca,2008,659
lca,2009,682
lca,2010,704
lca,2011,716
lca,2012,723
lca,2013,735
lca,2014,747
lca,2015,816
lca,2016,758
lca,2017,770
lca,2018,754
lca,2019,733
lca,2020,761
lie,2005,147
lie,2006,166
lie,2007,184
lie,2008,161
lie,2009,173
lie,2011,164
lie,2013,189
lie,2014,186
lie,2015,182
lie,2016,183
lie,2017,200
lie,2018,200
lie,2019,193
lka,1992,63687
lka,1993,67864
lka,1994,66939
lka,1995,64229
lka,2017,106381
lka,2018,110180
lso,1970,149
lso,1976,369
lso,1993,1296
lso,1996,1517
lso,1997,1636
lso,1999,1696
lso,2000,1782
lso,2001,1853
lso,2002,1921
lso,2003,1933
lso,2004,2010
lso,2005,1952
lso,2006,2039
lso,2007,2212
lso,2008,2529
lso,2009,2769
lso,2010,2902
lso,2011,2946
lso,2012,3037
lso,2013,3013
lso,2014,3101
lso,2015,3096
lso,2016,3040
lso,2017,2987
ltu,1993,26015
ltu,1994,26441
ltu,1995,27699
ltu,1996,28059
ltu,1997,28507
ltu,2004,33868
ltu,2005,34532
ltu,2006,34193
ltu,2007,33817
ltu,2008,33532
ltu,2009,32608
ltu,2010,31577
ltu,2011,30865
ltu,2012,29800
ltu,2013,29586
ltu,2014,28013
ltu,2015,27186
ltu,2016,26596
ltu,2017,25392
ltu,2018,24347
ltu,2019,23523
lux,1971,367
lux,1972,432
lux,1973,352
lux,1974,453
lux,1978,533
lux,1997,1108
lux,1999,1057
lux,2000,1219
lux,2001,1285
lux,2002,1353
lux,2003,1410
lux,2004,1468
lux,2005,1573
lux,2006,1706
lux,2007,1768
lux,2008,1844
lux,2010,2582
lux,2011,2558
lux,2013,3343
lux,2014,2707
lux,2015,2640.67993
lux,2016,2909
lux,2018,2979
lux,2019,3139
lva,1996,22387
lva,1997,23478
lva,1998,20084
lva,1999,19904
lva,2000,19890
lva,2001,19699
lva,2002,19925
lva,2003,20257
lva,2004,20547
lva,2005,20896
lva,2006,21460
lva,2008,15095
lva,2009,15106
lva,2010,13586
lva,2011,13473
lva,2012,12990
lva,2013,12543
lva,2014,12234
lva,2015,12095
lva,2016,11871
lva,2017,11724
lva,2018,11548
lva,2019,11106
mac,1999,771
mac,2000,842
mac,2001,917
mac,2002,998
mac,2003,1029
mac,2004,1142
mac,2005,1203
mac,2006,1268
mac,2007,1314
mac,2008,1296
mac,2009,1360
mac,2010,1387
mac,2011,1481
mac,2012,1460
mac,2013,1538
mac,2014,1546
mac,2015,1563
mac,2016,1586
mac,2017,1583
mac,2018,1602
mac,2019,1577
mac,2020,1596
mar,1971,4378
mar,1972,4754
mar,1979,8044
mar,1980,8527
mar,1982,11174
mar,1983,12775
mar,1984,14814
mar,1986,17646
mar,1987,18460
mar,1988,20167
mar,1989,21901
mar,1990,23115
mar,1991,23240
mar,1992,23983
mar,1993,24720
mar,1994,25088
mar,1995,25757
mar,1996,26531
mar,1997,27045
mar,1999,28938
mar,2000,29373
mar,2003,32042
mar,2004,33408
mar,2017,50934
mar,2018,54627
mar,2019,57590
mar,2020,56377
mco,1978,89
mco,1992,129
mco,1994,185
mco,1995,186
mco,1996,188
mco,1997,172
mco,1999,164
mco,2001,160
mco,2004,175
mco,2008,355
mco,2015,241
mco,2017,233
mco,2018,233
mco,2020,257
mda,1986,21664
mda,1990,24429
mda,1991,25116
mda,1992,25152
mda,1993,26531
mda,1994,26928
mda,1995,25631
mda,1996,24372
mda,1997,20832
mda,1999,23815
mda,2000,22745
mda,2001,22489
mda,2002,23332
mda,2003,23254
mda,2004,23686
mda,2005,23288
mda,2006,23244
mda,2007,22983
mda,2008,22999
mda,2009,22401
mda,2010,22485
mda,2011,22414
mda,2012,22061
mda,2013,20961
mda,2014,20392
mda,2015,19468
mda,2016,19409
mda,2017,18081
mda,2018,17957
mda,2019,17401
mda,2020,17137
mdg,2009,19449
mdg,2012,22127
mdg,2014,28215
mdg,2017,33007
mdg,2018,33434
mdg,2019,33730
mdv,1970,10
mdv,1971,8
mdv,1998,171
mdv,1999,222
mdv,2000,384
mdv,2001,772
mdv,2002,550
mdv,2003,724
mdv,2018,1851
mdv,2019,2285
mex,1976,55218
mex,1999,227389
mex,2000,236236
mex,2001,204944
mex,2002,256087
mex,2003,268374
mex,2004,266920
mex,2005,276291
mex,2006,286387
mex,2007,293712
mex,2008,304132
mex,2009,313995
mex,2010,318474
mex,2011,329817
mex,2012,339533
mex,2013,337158
mex,2014,386864
mex,2015,402330
mex,2016,415263
mex,2017,416728
mex,2018,422867
mhl,2002,147
mhl,2003,149
mhl,2020,409
mkd,1998,3295
mkd,1999,6600
mkd,2000,6876
mkd,2001,6879
mkd,2002,6980
mkd,2003,7254
mkd,2004,7422
mkd,2005,7701
mkd,2006,7907
mkd,2007,8164
mkd,2008,8451
mkd,2009,8889
mkd,2010,9325
mkd,2011,9821
mkd,2012,10164
mkd,2013,10304
mkd,2014,10365
mkd,2015,10537
mkd,2016,10616
mkd,2017,10940
mkd,2018,11233
mli,1971,392
mli,1980,685
mli,1991,802
mli,1999,1080
mli,2000,1200
mli,2007,2310
mli,2008,2651
mli,2009,2972
mli,2011,3498
mli,2013,7053
mli,2014,9198
mli,2015,8032
mli,2016,8337
mli,2017,7905
mlt,1971,543
mlt,1972,807
mlt,1973,777
mlt,1974,825
mlt,1975,908
mlt,1976,934
mlt,1977,928
mlt,1980,830
mlt,1981,783
mlt,1982,787
mlt,1983,795
mlt,1984,730
mlt,1985,777
mlt,1986,779
mlt,1987,786
mlt,1988,835
mlt,1989,884
mlt,1990,887
mlt,1991,956
mlt,1992,1026
mlt,1993,1109
mlt,1994,1243
mlt,1995,1327
mlt,1996,1375
mlt,1997,1482
mlt,1998,1558
mlt,1999,1617
mlt,2000,1743
mlt,2001,1829
mlt,2002,1823
mlt,2003,1951
mlt,2004,1931
mlt,2005,1993
mlt,2006,1950
mlt,2007,2129
mlt,2008,2124
mlt,2011,2504
mlt,2012,2358
mlt,2013,2465
mlt,2014,2475
mlt,2015,2461.91504
mlt,2016,2609.69995
mlt,2017,2758.5
mlt,2019,2842.91992
mmr,1986,37885
mmr,1987,44089
mmr,1988,54950
mmr,1989,59031
mmr,1990,65130
mmr,1991,70992
mmr,1992,73016
mmr,1993,75345
mmr,1994,76725
mmr,1995,78257
mmr,1999,52287
mmr,2000,54330
mmr,2001,57771
mmr,2002,59438
mmr,2003,56999
mmr,2004,60384
mmr,2005,64244
mmr,2006,65774
mmr,2007,68069
mmr,2008,68884
mmr,2009,69306
mmr,2010,71258
mmr,2014,87046
mmr,2017,129935
mmr,2018,132399
mne,2020,1395
mng,1975,3854
mng,1980,5309
mng,1982,5583
mng,1986,8420
mng,1991,10239
mng,1992,9629
mng,1993,9000
mng,1994,8740
mng,1995,8585
mng,1996,8504
mng,1997,8686
mng,1999,7571
mng,2000,7805
mng,2001,8303
mng,2002,9043
mng,2003,10140
mng,2004,10589
mng,2005,10927
mng,2006,11872
mng,2010,13919
mng,2014,15279
mng,2015,15226
mng,2016,15857
mng,2017,15800
mng,2018,15521
mng,2019,16209
moz,1973,1543
moz,1982,752
moz,1983,666
moz,1985,1001
moz,1986,943
moz,1991,817
moz,1992,765
moz,1993,954
moz,1994,906
moz,1995,969
moz,2005,1690
moz,2006,1643
moz,2007,1984
moz,2008,2333
moz,2009,2786
moz,2010,3534
moz,2011,4115
moz,2012,4196
moz,2013,5078
moz,2014,5357
moz,2015,5768
moz,2016,6691
moz,2017,10426
mrt,1978,56
mrt,1979,68
mrt,1980,75
mrt,1994,212
mrt,1995,154
mrt,1998,197
mrt,1999,184
mrt,2000,258
mrt,2001,303
mrt,2002,381
mrt,2003,389
mrt,2004,379
mrt,2005,380
mrt,2006,421
mrt,2014,640
mrt,2015,635
mrt,2016,789
mrt,2017,980
mrt,2018,1169
mrt,2019,1011
mus,1971,604
mus,1972,636
mus,1973,671
mus,1974,732
mus,1975,800
mus,1976,821
mus,1977,953
mus,1978,1146
mus,1979,1215
mus,1980,1250
mus,1986,1527
mus,1987,1553
mus,1989,1582
mus,1996,2112
mus,1998,2361
mus,1999,2513
mus,2000,2621
mus,2001,2762
mus,2002,2975
mus,2003,3309
mus,2004,3756
mus,2005,4112
mus,2006,4363
mus,2007,4586
mus,2008,4610
mus,2009,4710
mus,2010,4829
mus,2011,5022
mus,2012,5129
mus,2013,5557
mus,2014,5648
mus,2015,6257
mus,2017,5744
mus,2018,6605
mus,2019,6284
mus,2021,6457
mwi,1999,2932
mwi,2007,3716
mwi,2008,4271
mwi,2010,4329
mwi,2011,4931
mwi,2012,5097
mwi,2013,5911
mwi,2014,6693
mwi,2015,7774
mwi,2018,3292
mwi,2019,3474
mys,1970,9246
mys,1971,9992
mys,1972,10909
mys,1976,15033
mys,1980,21436
mys,1981,23093
mys,1982,24406
mys,1983,25024
mys,1984,25907
mys,1985,27728
mys,1986,29814
mys,1987,33657
mys,1988,34593
mys,1989,35931
mys,1990,38682
mys,1991,42379
mys,1992,46400
mys,1994,48262
mys,1995,47020
mys,1997,56905
mys,2000,74376
mys,2001,79513
mys,2002,82289
mys,2003,89457
mys,2004,94725
mys,2005,96083
mys,2006,98746
mys,2007,107825
mys,2008,117420
mys,2009,125013
mys,2010,128262
mys,2011,131987
mys,2012,136477
mys,2013,139048
mys,2016,142442
mys,2017,150745
mys,2018,153174
mys,2019,153595
nam,1992,1840
nam,1999,2247
nam,2000,2389
nam,2004,3567
nam,2005,2936
nam,2017,6092
ncl,1970,175
ncl,1971,188
ncl,1972,228
ncl,1973,249
ncl,1974,286
ncl,1975,296
ncl,1976,298
ncl,1977,351
ncl,1978,352
ncl,1979,405
ncl,1982,506
ncl,1989,624
ncl,1997,805
ner,1971,75
ner,1972,93
ner,1973,136
ner,1974,137
ner,1975,112
ner,1976,146
ner,1977,158
ner,1978,181
ner,1979,187
ner,1980,233
ner,1981,267
ner,1988,260
ner,1989,447
ner,1990,457
ner,1991,490
ner,1992,520
ner,1996,736
ner,1997,736
ner,1998,698
ner,1999,776
ner,2000,819
ner,2001,773
ner,2002,782
ner,2003,842
ner,2004,955
ner,2005,1107
ner,2006,1204
ner,2010,1820
ner,2011,1910
ner,2013,3302
ner,2014,4106
ner,2015,4289
ner,2016,5387
ner,2017,5715
ner,2018,6546
nga,1970,3064
nga,1972,3639
nga,1981,12242
nga,1982,16326
nga,1986,29902
nga,1988,41957
nga,1989,43701
nga,1990,46074
nga,1991,44936
nga,1992,49427
nga,1993,52363
nga,1994,54949
nga,1999,46100
nga,2000,49894
nga,2001,54474
nga,2002,54196
nga,2003,69270
nga,2004,55191
nga,2005,56814
nga,2006,77270
nga,2007,72847
nga,2008,121654
nga,2010,186918
nga,2018,355510
nic,1973,727
nic,1974,831
nic,1984,3415
nic,1985,2916
nic,1986,3395
nic,1987,3338
nic,1988,4129
nic,1989,3741
nic,1999,5811
nic,2000,5880
nic,2001,6534
nic,2002,6317
nic,2004,7113
nic,2005,7368
nic,2006,7220
nic,2007,8863
nic,2008,8945
nic,2010,8372
nld,1971,15810
nld,1972,16641
nld,1975,18473
nld,1976,20140
nld,1977,20874
nld,1978,21843
nld,1979,22374
nld,1980,22701
nld,1982,23849
nld,1983,24731
nld,1984,24580
nld,1985,24135
nld,1986,28352
nld,1987,27842
nld,1988,27827
nld,1989,27655
nld,1990,26659
nld,1991,25900
nld,1992,25800
nld,1993,25800
nld,1994,27010
nld,2002,43994
nld,2003,46267
nld,2004,48559
nld,2005,48159
nld,2006,48772
nld,2007,50293
nld,2008,52486
nld,2009,52046
nld,2010,52161
nld,2011,55736
nld,2012,55844
nld,2015,58091.03906
nld,2016,58785.80859
nld,2017,60347.32812
nld,2018,61663.57031
nld,2019,62504.89844
nor,1971,10351
nor,1972,11073
nor,1973,11451
nor,1995,22591
nor,2015,32162.40039
nor,2016,32037.43945
nor,2017,33098.23828
nor,2018,33689.28125
nor,2019,32800.19922
npl,1977,1126
npl,1979,1451
npl,1980,1498
npl,1983,1462
npl,1984,1490
npl,1988,1752
npl,1991,2423
npl,1992,2969
npl,1996,4210
npl,1999,3785
npl,2000,4923
npl,2001,4539
npl,2003,7112
npl,2008,8414
npl,2009,13484
npl,2010,15214
npl,2011,19825
npl,2012,22080
npl,2013,23182
npl,2014,23876
npl,2015,24316
npl,2016,25097
npl,2017,26566
npl,2019,29815
npl,2020,31315
nru,1977,8
nru,1979,12
nru,1985,18
nru,2000,15
nru,2001,16
nru,2002,13
nru,2003,18
nru,2004,25
nru,2005,25
nru,2006,21
nru,2007,26
nru,2014,26
nru,2016,20
nru,2019,14
nru,2020,12
nzl,1982,7660
nzl,1994,16023
nzl,1996,15659
nzl,1997,16553
nzl,1998,15780
nzl,1999,16499
nzl,2000,16951
nzl,2001,18417
nzl,2003,21458
nzl,2004,22838
nzl,2005,21883
nzl,2006,21804
nzl,2007,22182
nzl,2008,21851
nzl,2009,23296
nzl,2010,21779
nzl,2011,21832
nzl,2012,21607
nzl,2014,21979.38086
nzl,2015,22108.41016
nzl,2016,22114.80664
nzl,2017,22587.50977
nzl,2018,22973.68945
nzl,2019,23445.03906
omn,1971,0
omn,1972,0
omn,1974,7
omn,1975,27
omn,1976,33
omn,1977,58
omn,1978,131
omn,1979,214
omn,1981,489
omn,1982,576
omn,1983,674
omn,1984,900
omn,1985,957
omn,1986,1160
omn,1987,1321
omn,1988,1537
omn,1989,1904
omn,1990,2178
omn,1991,2595
omn,1992,3068
omn,1993,3704
omn,1994,4231
omn,1995,4834
omn,1996,5389
omn,1997,5685
omn,1998,6004
omn,1999,6380
omn,2000,6714
omn,2001,7131
omn,2002,7752
omn,2003,8309
omn,2017,20172
omn,2018,28574
omn,2019,28092
omn,2020,27084
pak,1971,19343
pak,1972,20447
pak,1975,27312
pak,1976,31492
pak,1977,32923
pak,1978,36321
pak,1979,32196
pak,1980,35782
pak,1981,36815
pak,1982,38270
pak,1983,42419
pak,1984,46585
pak,1985,47882
pak,1987,53102
pak,1989,52747
pak,1990,59780
pak,2014,303126
pak,2015,326239
pak,2016,342540
pak,2017,396126
pak,2018,396110
pan,1970,2127
pan,1971,2486
pan,1972,3477
pan,1973,2977
pan,1974,3145
pan,1975,3101
pan,1976,3125
pan,1977,3194
pan,1978,3378
pan,1979,3298
pan,1980,4319
pan,1981,4594
pan,1982,4937
pan,1983,4871
pan,1984,4667
pan,1985,5155
pan,1986,5244
pan,1987,5439
pan,1988,5321
pan,1989,5388
pan,1990,5284
pan,1999,7972
pan,2000,8043
pan,2001,8512
pan,2002,8867
pan,2004,9180
pan,2005,9411
pan,2006,9418
pan,2007,9847
pan,2008,10181
pan,2009,10969
pan,2010,10990
pan,2011,11623
pan,2013,11807
pan,2014,13760
pan,2015,14082
pan,2016,14082
pan,2017,14082
per,1975,16642
per,1976,17100
per,1981,22970
per,1991,41286
per,1995,38288
per,1998,52573
per,1999,46426
per,2000,50957
per,2001,53612
per,2002,59073
per,2003,62978
per,2004,64151
per,2005,63392
per,2006,68486
per,2007,69112
per,2008,70245
per,2009,70777
per,2010,73912
per,2011,70429
per,2012,73203
per,2013,77544
per,2014,82538
per,2015,85122
per,2016,85843
per,2017,85179
per,2018,87998
per,2019,93139.65625
per,2020,93774
phl,1985,98387
phl,1998,113967
phl,1999,114553
phl,2001,113063
phl,2002,115879
phl,2003,125464
phl,2004,127238
phl,2005,128088
phl,2006,129136
phl,2007,138127
phl,2009,148459
phl,2014,196119
phl,2015,203399
phl,2016,230131
phl,2017,269464
phl,2018,298226.84375
phl,2019,318176.84375
plw,1999,87
plw,2000,74
png,1971,480
png,1972,601
png,1974,679
png,1975,700
png,1976,602
png,1977,636
png,1978,660
png,1979,681
png,1980,732
png,1981,738
png,1982,768
png,1984,813
png,1986,875
png,1987,978
png,1988,1051
png,1989,1003
png,1991,973
png,1992,1099
png,1998,2094
png,2012,5832
png,2016,5631
pol,2001,197935
pol,2003,189959
pol,2005,204443
pol,2006,200072
pol,2007,200743
pol,2008,194991
pol,2009,193014
pol,2010,190402
pol,2011,212960
pol,2012,209979
pol,2013,202765
pol,2014,193861
pol,2015,189453
pol,2016,185705
pol,2017,183490
pol,2018,158525
pol,2019,181709
pri,2010,20518
pri,2011,17879
pri,2012,15240
pri,2013,15541
pri,2014,11055
pri,2015,10677
pri,2016,9884
pri,2018,8560
prk,2009,62890
prk,2015,55922
prk,2018,49189
prt,1973,10244
prt,1974,11950
prt,1975,15183
prt,1976,16586
prt,1977,16408
prt,1978,12305
prt,1979,15920
prt,1980,17272
prt,1981,18963
prt,1991,42513
prt,2000,57939
prt,2001,57369
prt,2003,60139
prt,2004,59296
prt,2005,64377
prt,2006,61461
prt,2007,63840
prt,2008,65686
prt,2009,67691
prt,2010,67846
prt,2011,66632
prt,2012,62432
