geo,time,gc_tax_gsrv_rv_zs
usa,1977,4.67803
usa,1978,4.35701
usa,1979,3.79436
usa,1980,4.41123
usa,1981,6.35834
usa,1982,5.479
usa,1983,5.3848
usa,1984,5.15787
usa,1985,4.50692
usa,1986,3.94742
usa,1987,3.51828
usa,1988,3.63818
usa,1989,3.20864
usa,1990,3.21285
usa,1991,3.60955
usa,1992,3.89827
usa,1993,3.84016
usa,1994,4.10613
usa,1995,3.96716
usa,1996,3.4934
usa,1997,3.36614
usa,1998,3.14016
usa,1999,3.61737
usa,2000,3.18263
usa,2001,3.12972
usa,2002,3.51733
usa,2003,3.57393
usa,2004,3.49631
usa,2005,3.16721
usa,2006,2.81774
usa,2007,2.43647
usa,2008,2.4729
usa,2009,3.00889
usa,2010,2.75991
usa,2011,2.95604
usa,2012,2.9982
usa,2013,2.84075
usa,2014,2.97867
usa,2015,2.9376
usa,2016,2.82841
usa,2017,2.42524
usa,2018,3.03669
usa,2019,2.56326
usa,2020,2.27633
uzb,2011,26.89503
uzb,2012,26.43046
uzb,2013,32.78708
uzb,2014,34.32863
uzb,2015,35.12802
uzb,2016,32.96359
uzb,2017,38.55665
uzb,2018,44.81205
uzb,2019,44.61781
vct,1990,11.74734
vct,1991,8.66337
vct,1992,9.62651
vct,1993,9.32112
vct,1994,9.29752
vct,1995,9.93606
vct,1996,10.19946
vct,1997,9.79299
vct,1998,8.51064
vct,1999,9.61945
vct,2000,19.04515
vct,2001,19.08012
vct,2002,17.85126
vct,2003,18.55151
vct,2004,20.36059
vct,2005,20.9525
vct,2006,24.66439
vct,2007,39.97513
vct,2008,45.9731
vct,2009,43.57286
vct,2010,45.77977
vct,2011,42.85834
vct,2012,44.94069
vct,2013,45.70176
vct,2014,35.6402
vct,2015,40.44401
vct,2016,42.74139
vct,2017,43.45728
vut,1990,25.85805
vut,1995,34.29685
vut,1996,33.45403
vut,1997,38.06608
vut,1998,41.6779
vut,1999,50.12647
vut,2009,38.5355
vut,2010,47.06882
vut,2011,49.84324
vut,2012,56.61613
vut,2013,62.17584
vut,2014,58.77661
vut,2015,37.64598
vut,2016,36.20442
vut,2017,37.69473
vut,2018,35.40641
vut,2019,32.64077
wsm,2012,44.945
wsm,2013,47.48952
wsm,2014,44.12547
wsm,2015,47.42497
wsm,2016,49.19343
wsm,2017,48.96449
wsm,2018,47.35322
wsm,2019,46.14235
zaf,1972,23.67223
zaf,1973,21.33811
zaf,1974,17.8334
zaf,1975,19.77288
zaf,1976,22.13225
zaf,1977,22.21345
zaf,1978,25.69227
zaf,1979,26.53289
zaf,1980,25.06598
zaf,1981,27.31071
zaf,1982,29.03797
zaf,1983,30.2565
zaf,1984,33.70854
zaf,1985,32.81519
zaf,1986,31.82588
zaf,1987,33.92907
zaf,1988,34.69853
zaf,1989,33.90684
zaf,1990,34.882
zaf,1991,34.07589
zaf,1992,33.30181
zaf,1993,37.27839
zaf,1994,38.4268
zaf,1995,36.77078
zaf,1996,35.09495
zaf,1997,35.57076
zaf,1998,35.07297
zaf,1999,34.60369
zaf,2000,34.5334
zaf,2001,33.10369
zaf,2002,33.71105
zaf,2003,35.28972
zaf,2004,36.18983
zaf,2005,35.1911
zaf,2006,34.42616
zaf,2007,33.68099
zaf,2008,31.34882
zaf,2009,31.51158
zaf,2010,35.15428
zaf,2011,33.10308
zaf,2012,34.08948
zaf,2013,33.14527
zaf,2014,33.09156
zaf,2015,33.97735
zaf,2016,33.31593
zaf,2017,30.32957
zaf,2018,31.29179
zaf,2019,30.86566
zmb,1990,37.44786
zmb,1991,28.05285
zmb,1992,30.51863
zmb,1993,18.33319
zmb,1994,26.85527
zmb,1995,22.44845
zmb,1996,47.46296
zmb,1997,50.36842
zmb,1998,31.67113
zmb,1999,35.9087
zmb,2003,29.57217
zmb,2004,31.49015
zmb,2005,29.50813
zmb,2006,32.76052
zmb,2007,28.71155
zmb,2008,31.87518
zmb,2009,28.26924
zmb,2010,29.79007
zmb,2011,23.91236
zmb,2012,29.80192
zmb,2013,38.13797
zmb,2014,42.64535
zmb,2015,32.43684
zmb,2016,27.85681
zmb,2017,36.89452
zmb,2018,38.00426
zmb,2019,35.33944
zwe,2009,30.52404
zwe,2010,28.95915
zwe,2011,33.54402
zwe,2012,35.81407
zwe,2015,46.87866
zwe,2016,46.78184
zwe,2017,47.06424
zwe,2018,41.23498
