geo,time,ny_gsr_nfcy_cn
dnk,1994,-22357147000
dnk,1995,-18700000000
dnk,1996,-21312000000
dnk,1997,-20731000000
dnk,1998,-16868000000
dnk,1999,-13078000000
dnk,2000,-30206000000
dnk,2001,-20231000000
dnk,2002,-17549000000
dnk,2003,-12861000000
dnk,2004,1851000000
dnk,2005,12784000000
dnk,2006,20377000000
dnk,2007,8728000000
dnk,2008,20090000000
dnk,2009,17185000000
dnk,2010,29620000000
dnk,2011,38945000000
dnk,2012,42791000000
dnk,2013,61099000000
dnk,2014,72064000000
dnk,2015,62509000000
dnk,2016,51811000000
dnk,2017,48003000000
dnk,2018,62602000000
dnk,2019,66977000000
dnk,2020,78644000000
dom,1960,-10099500
dom,1961,-18600100
dom,1962,-21599700
dom,1963,-20299800
dom,1964,-19099600
dom,1965,-11700000
dom,1966,-18500000
dom,1967,-19500000
dom,1968,-18900000
dom,1969,-23200000
dom,1970,-9200000
dom,1971,-2100000
dom,1972,39700000
dom,1973,6200000
dom,1974,-5200000
dom,1975,-1800000
dom,1976,-6100000
dom,1977,-79600000
dom,1978,-3000000
dom,1979,52400000
dom,1980,-210500000
dom,1981,-293100000
dom,1982,-254100000
dom,1983,-297100000
dom,1984,-357700000
dom,1985,-993233200
dom,1986,-710980700
dom,1987,-1149582600
dom,1988,-1964562900
dom,1989,-1984610300
dom,1990,-2683338000
dom,1991,-4569646800
dom,1992,-5514168800
dom,1993,-8712500000
dom,1994,-8605847500
dom,1995,-9897030000
dom,1996,-9347426700
dom,1997,-11140987200
dom,1998,-13105654400
dom,1999,-15444250900
dom,2000,-16851343500
dom,2001,-18219174700
dom,2002,-20268513700
dom,2003,-41155319700
dom,2004,-76073983000
dom,2005,-57654470900
dom,2006,-61683279200
dom,2007,-72413359600
dom,2008,-60364827300
dom,2009,-61915442600
dom,2010,-70991399500
dom,2011,-85893965600
dom,2012,-94353413200
dom,2013,-124262795100
dom,2014,-141449275000
dom,2015,-132294510100
dom,2016,-149891462200
dom,2017,-180345111800
dom,2018,-182794894700
dom,2019,-208762238500
dom,2020,-218216845300
dza,1960,2458270700
dza,1961,2653082600
dza,1962,995663900
dza,1963,302665700
dza,1964,2267100
dza,1965,-400000000
dza,1966,-600000000
dza,1967,-400000000
dza,1968,-300000000
dza,1969,0
dza,1970,-600000000
dza,1971,-200000000
dza,1972,-100000000
dza,1973,-300000000
dza,1974,-300000000
dza,1975,-700000000
dza,1976,-1300000000
dza,1977,-4855000000
dza,1978,-5020000000
dza,1979,-6574000000
dza,1980,-7171000000
dza,1981,-8633000000
dza,1982,-9135000000
dza,1983,-8581000000
dza,1984,-8367000000
dza,1985,-7764000000
dza,1986,-7961000000
dza,1987,-9209000000
dza,1988,-14780000000
dza,1989,-15571000000
dza,1990,-20315000000
dza,1991,-47062000000
dza,1992,-47165759500
dza,1993,-40853749800
dza,1994,-60821303300
dza,1995,-104381964300
dza,1996,-140157435900
dza,1997,-128109540000
dza,1998,-117478000000
dza,1999,-152454460000
dza,2000,-203954600000
dza,2001,-124006000000
dza,2002,-177403000000
dza,2003,-194939000000
dza,2004,-259458000000
dza,2005,-373129000000
dza,2006,-328735000000
dza,2007,-127154000000
dza,2008,-86229000000
dza,2009,-102090000000
dza,2010,-33150000000
dza,2011,-149055000000
dza,2012,-205279000000
dza,2013,-329751000000
dza,2014,-397708000000
dza,2015,-434184000000
dza,2016,-170749000000
dza,2017,-281654000000
dza,2018,-513457000000
dza,2019,-501198000000
dza,2020,-373264000000
ecu,1960,-21619300
ecu,1961,-25480000
ecu,1962,-23842900
ecu,1963,-17810200
ecu,1964,-18934200
ecu,1965,-25000000
ecu,1966,-25200000
ecu,1967,-24900000
ecu,1968,-27100000
ecu,1969,-28000000
ecu,1970,-29200000
ecu,1971,-35700000
ecu,1972,-45200000
ecu,1973,-116000000
ecu,1974,-167100000
ecu,1975,-55300000
ecu,1976,-139800000
ecu,1977,-196300000
ecu,1978,-268800000
ecu,1979,-404600000
ecu,1980,-613090000
ecu,1981,-761300000
ecu,1982,-1000000000
ecu,1983,-890000000
ecu,1984,-1103000000
ecu,1985,-1059000000
ecu,1986,-1042000000
ecu,1987,-1059000000
ecu,1988,-1233000000
ecu,1989,-1364000000
ecu,1990,-1210000000
ecu,1991,-1117000000
ecu,1992,-944000000
ecu,1993,-860300000
ecu,1994,-939900000
ecu,1995,-924000000
ecu,1996,-1022900000
ecu,1997,-1026900000
ecu,1998,-1170500000
ecu,1999,-1306700000
ecu,2000,-1223600000
ecu,2001,-1232400000
ecu,2002,-1252762200
ecu,2003,-1492418100
ecu,2004,-1840032600
ecu,2005,-1815521200
ecu,2006,-1827604400
ecu,2007,-2034421000
ecu,2008,-1472262000
ecu,2009,-1278176000
ecu,2010,-986194000
ecu,2011,-1208821000
ecu,2012,-1337120000
ecu,2013,-1467535000
ecu,2014,-1582040000
ecu,2015,-1789124000
ecu,2016,-1909057000
ecu,2017,-2437655000
ecu,2018,-2956570000
ecu,2019,-3173507000
ecu,2020,-2824438000
egy,1965,-18200000
egy,1966,-18300000
egy,1967,-11300000
egy,1968,-9800000
egy,1969,-24400000
egy,1970,-25500000
egy,1971,-28700000
egy,1972,-26500000
egy,1973,-49100000
egy,1974,-57300000
egy,1975,-111300000
egy,1976,-172200000
egy,1977,-242300000
egy,1978,-437300000
egy,1979,-748300000
egy,1980,-1051000000
egy,1981,-1232100000
egy,1982,-1448600100
egy,1983,-1613400100
egy,1984,-1919000100
egy,1985,-3136500000
egy,1986,-4075800100
egy,1987,-664320000
egy,1988,-367015600
egy,1989,-987050100
egy,1990,-2463302700
egy,1991,731788800
egy,1992,708859900
egy,1993,741703200
egy,1994,727003200
egy,1995,1107500600
egy,1996,1481625600
egy,1997,1732629000
egy,1998,2900128000
egy,1999,1733479200
egy,2000,1590835500
egy,2001,3975265000
egy,2002,426310000
egy,2003,-557440000
egy,2004,-1273272000
egy,2005,-1525338000
egy,2006,3051525000
egy,2007,6720670000
egy,2008,7478350000
egy,2009,846336000
egy,2010,-24049497000
egy,2011,-35147595000
egy,2012,-38876400000
egy,2013,-47771280000
egy,2014,-50621019000
egy,2015,-42300678000
egy,2016,-36444355000
egy,2017,-67248320000
egy,2018,-111588492000
egy,2019,-193328576000
egy,2020,-182004620000
eri,1992,0
eri,1993,0
eri,1994,1232000
eri,1995,48320000
eri,1996,-48946600
eri,1997,-22859500
eri,1998,31712900
eri,1999,49715000
eri,2000,4578200
eri,2001,-26663900
eri,2002,-85182900
eri,2003,-134123800
eri,2004,-210870800
eri,2005,-144799800
eri,2006,-133800000
eri,2007,-111126400
eri,2008,-180719500
eri,2009,-248489900
eri,2010,-301780100
eri,2011,-362026900
esp,1970,-168975000
esp,1971,-146836000
esp,1972,-136512000
esp,1973,-72868000
esp,1974,79591000
esp,1975,-114959000
esp,1976,-352139000
esp,1977,-572351000
esp,1978,-786306000
esp,1979,-626306000
esp,1980,-1120811000
esp,1981,-2138816000
esp,1982,-2584357000
esp,1983,-3377986000
esp,1984,-3698666000
esp,1985,-2553769000
esp,1986,-2419824000
esp,1987,-2553686000
esp,1988,-3505519000
esp,1989,-2792684000
esp,1990,-3329968000
esp,1991,-3806071000
esp,1992,-4887659000
esp,1993,-2837501000
esp,1994,-10350476000
esp,1995,-2714455000
esp,1996,-4434960000
esp,1997,-4549737000
esp,1998,-5277537000
esp,1999,-5411000000
esp,2000,-4633000000
esp,2001,-9702000000
esp,2002,-8490000000
esp,2003,-6584000000
esp,2004,-8013000000
esp,2005,-12804000000
esp,2006,-18565000000
esp,2007,-26393000000
esp,2008,-30800000000
esp,2009,-20474000000
esp,2010,-15634000000
esp,2011,-18772000000
esp,2012,-8247000000
esp,2013,-6814000000
esp,2014,-3784000000
esp,2015,-242000000
esp,2016,2752000000
esp,2017,433000000
esp,2018,1729000000
esp,2019,2687000000
esp,2020,6593000000
est,2000,-231652000
est,2001,-319048000
est,2002,-350174000
est,2003,-461245000
est,2004,-477004000
est,2005,-438872000
est,2006,-698843000
est,2007,-1112789000
est,2008,-868700000
est,2009,-430700000
est,2010,-792700000
est,2011,-851600000
est,2012,-742900000
est,2013,-458100000
est,2014,-570500000
est,2015,-455400000
est,2016,-488100000
est,2017,-574500000
est,2018,-505800000
est,2019,-636100000
eth,1981,-14600000
eth,1982,-18200000
eth,1983,-28000000
eth,1984,-40400000
eth,1985,-68600000
eth,1986,-64746400
eth,1987,-97977200
eth,1988,-133700000
eth,1989,-166300000
eth,1990,-138787500
eth,1991,-152054500
eth,1992,-178731000
eth,1993,-411288100
eth,1994,-459716600
eth,1995,-377830300
eth,1996,-275355000
eth,1997,-629990500
eth,1998,-457059000
eth,1999,-394249700
eth,2000,-489935200
eth,2001,-426854400
eth,2002,-457904800
eth,2003,-567258300
eth,2004,-547601600
eth,2005,-309597900
eth,2006,-333346000
eth,2007,124783600
eth,2008,184302100
eth,2009,-433960800
eth,2010,-1395004800
eth,2011,-1120200000
eth,2012,-1659800000
eth,2013,-1942800000
eth,2014,-2914600000
eth,2015,-5275100000
eth,2016,-5122000000
eth,2017,-10884100000
eth,2018,-9850600000
eth,2019,-16541000000
eth,2020,-18270000000
fin,1970,-57616000
fin,1971,-66916000
fin,1972,-87999000
fin,1973,-110681000
fin,1974,-139767000
fin,1975,-208086000
fin,1976,-253675000
fin,1977,-343881000
fin,1978,-370584000
fin,1979,-374126000
fin,1980,-436039000
fin,1981,-667845000
fin,1982,-861736000
fin,1983,-961856000
fin,1984,-996629000
fin,1985,-949171000
fin,1986,-851684000
fin,1987,-950883000
fin,1988,-932239000
fin,1989,-1798571000
fin,1990,-2288113000
fin,1991,-2875938000
fin,1992,-3655233000
fin,1993,-4184223000
fin,1994,-3449061000
fin,1995,-2881000000
fin,1996,-2303000000
fin,1997,-1657000000
fin,1998,-2321000000
fin,1999,-1270000000
fin,2000,-850000000
fin,2001,-53000000
fin,2002,450000000
fin,2003,-894000000
fin,2004,1117000000
fin,2005,687000000
fin,2006,1573000000
fin,2007,547000000
fin,2008,326000000
fin,2009,2257000000
fin,2010,2434000000
fin,2011,758000000
fin,2012,940000000
fin,2013,839000000
fin,2014,2071000000
fin,2015,2079000000
fin,2016,990000000
fin,2017,113000000
fin,2018,938000000
fin,2019,1214000000
fin,2020,4036000000
fji,1960,-3400000
fji,1961,-3500000
fji,1962,-3800000
fji,1963,-5300000
fji,1964,-3300000
fji,1965,-4900000
fji,1966,-3000000
fji,1967,-4200000
fji,1968,-6800000
fji,1969,-7900000
fji,1970,-8200000
fji,1971,-10100000
fji,1972,-9200000
fji,1973,-4600300
fji,1974,-1800100
fji,1975,-13072600
fji,1976,-10239800
fji,1977,-8599700
fji,1978,-4500200
fji,1979,-11143600
fji,1980,-14600100
fji,1981,-9300000
fji,1982,-33800000
fji,1983,-28830700
fji,1984,-30532700
fji,1985,-12024100
fji,1986,-9424200
fji,1987,-13821100
fji,1988,-21840800
fji,1989,-28724800
fji,1990,-70300000
fji,1991,-58500000
fji,1992,-75200000
fji,1993,-83600000
fji,1994,-126100000
fji,1995,-55200000
fji,1996,-39200000
fji,1997,-54100000
fji,1998,-110500000
fji,1999,-127700000
fji,2000,70800000
fji,2001,-31700000
fji,2002,32400000
fji,2003,1900000
fji,2004,500000
fji,2005,73300000
fji,2006,-209300000
fji,2007,-121672500
fji,2008,-138800000
fji,2009,-22400000
fji,2010,-187300000
fji,2011,-207933300
fji,2012,-262500000
fji,2013,-150900000
fji,2014,-425400000
fji,2015,-596400000
fji,2016,-569700000
fji,2017,-874500000
fji,2018,-751100000
fji,2019,-973700000
fji,2020,-604700000
fra,1971,687000000
fra,1972,622000000
fra,1973,546000000
fra,1974,406000000
fra,1975,605000000
fra,1976,781000000
fra,1977,697000000
fra,1978,1109000000
fra,1979,1751000000
fra,1980,3333000000
fra,1981,3237000000
fra,1982,1425000000
fra,1983,-2689000000
fra,1984,-4504000000
fra,1985,-999000000
fra,1986,3495000000
fra,1987,6798000000
fra,1988,6108000000
fra,1989,3812000000
fra,1990,3669000000
fra,1991,2860000000
fra,1992,4411000000
fra,1993,5512000000
fra,1994,3837000000
fra,1995,4079000000
fra,1996,10667000000
fra,1997,15720000000
fra,1998,17618000000
fra,1999,27942000000
fra,2000,23358000000
fra,2001,27733000000
fra,2002,16538000000
fra,2003,21644000000
fra,2004,23591000000
fra,2005,30239000000
fra,2006,36978000000
fra,2007,38563000000
fra,2008,43401000000
fra,2009,44535000000
fra,2010,46187000000
fra,2011,54722000000
fra,2012,45671000000
fra,2013,47423000000
fra,2014,46594000000
fra,2015,47477000000
fra,2016,47260000000
fra,2017,51921000000
fra,2018,54790000000
fra,2019,52299000000
fra,2020,36329000000
fro,1998,229600000
fro,1999,298700000
fro,2000,331100000
fro,2001,255000000
fro,2002,316000000
fro,2003,361700000
fro,2004,394300000
fro,2005,365000000
fro,2006,400700000
fro,2007,374500000
fro,2008,78700000
fro,2009,-278100000
fro,2010,170200000
fro,2011,726000000
fro,2012,731200000
fro,2013,825000000
fro,2014,588700000
fro,2015,468700000
fro,2016,691000000
fro,2017,661300000
fro,2018,574700000
fro,2019,624200000
fsm,1983,4500000
fsm,1993,19600000
fsm,1994,20800000
fsm,1995,11088500
fsm,1996,10257000
fsm,1997,2501600
fsm,1998,672300
fsm,1999,5882600
fsm,2000,6075700
fsm,2001,5045800
fsm,2002,4243600
fsm,2003,3746400
fsm,2004,6836600
fsm,2005,8351100
fsm,2006,8542700
fsm,2007,10363500
fsm,2008,7227200
fsm,2009,16472200
fsm,2010,10563100
fsm,2011,9554200
fsm,2012,15361000
fsm,2013,25493600
fsm,2014,25383200
fsm,2015,59362100
fsm,2016,54735000
fsm,2017,49887900
fsm,2018,10265100
fsm,2019,46300000
fsm,2020,46400000
gab,1960,-1636687900
gab,1961,-2110824400.00001
gab,1962,-2806992900
gab,1963,6593921100
gab,1964,-4605558800.00001
gab,1965,-5000000000
gab,1966,-5000000000
gab,1967,-6200000000
gab,1968,-6900020000
gab,1969,-5899880000
gab,1970,-4600030000
gab,1971,-6599980000
gab,1972,-7200000000
gab,1973,-12800000000
gab,1974,-30400000000
gab,1975,-32800000000
gab,1976,-42700000000
gab,1977,-37200000000
gab,1978,-51200000000
gab,1979,-76900000000
gab,1980,-89500000000
gab,1981,-89100000000
gab,1982,-102900000000
gab,1983,-112400000000
gab,1984,-97900000000
gab,1985,-109400000000
gab,1986,-85400000000
gab,1987,-73000000000
gab,1988,-82700000000
gab,1989,-74800000000
gab,1990,-167700000000
gab,1991,-156200000000
gab,1992,-192700000000
gab,1993,-221348763400
gab,1994,-276499993300
gab,1995,-332142047400
gab,1996,-390335145600
gab,1997,-418194449700
gab,1998,-303892237000
gab,1999,-350280493800
gab,2000,-554439000000
gab,2001,-461201000000
gab,2002,-333687000000
gab,2003,-414473000000
gab,2004,-629288000000
gab,2005,-505099000000
gab,2006,-710823000000
gab,2007,-876298000000
gab,2008,-965437000000
gab,2009,-647800000000
gab,2010,-934235000000
gab,2011,-1177690000000
gab,2012,-874835000000
gab,2013,-841987000000
gab,2014,-467942523100
gab,2015,-706136670000
gab,2016,-645356570000
gab,2017,-548000000000
gab,2018,-615051498200
gab,2019,-798781858700
gab,2020,-468223808400
gbm,1984,42712000
gbm,1985,42594000
gbm,1986,46497000
gbm,1987,58196000
gbm,1988,66141000
gbm,1989,73302000
gbm,1990,80063000
gbm,1991,83512000
gbm,1992,86321000
gbm,1993,73301000
gbm,1994,64080000
gbm,1995,66333000
gbm,1996,67273000
gbm,1997,81714000
gbm,1998,70591000
gbm,1999,59048000
gbm,2000,43446000
gbm,2001,50691000
gbm,2002,48386000
gbm,2003,53929000
gbm,2004,63252000
gbm,2005,66065000
gbm,2006,84699000
gbm,2007,-48434000
gbm,2008,-855041000
gbm,2009,-1061537000
gbm,2010,39842000
gbm,2011,78749000
gbm,2012,80775000
gbm,2013,128472000
gbm,2014,-32378000
gbm,2015,-169072000
gbm,2016,-548757000
gbm,2017,-477415000
gbm,2018,-284851000
gbm,2019,-271827000
gbr,1970,205490000
gbr,1971,178131000
gbr,1972,110912000
gbr,1973,329278000
gbr,1974,370771000
gbr,1975,61723000
gbr,1976,170863000
gbr,1977,-686729000
gbr,1978,-544966000
gbr,1979,-1131426000
gbr,1980,-2010476000
gbr,1981,-2042165000
gbr,1982,-2576190000
gbr,1983,-1681265000
gbr,1984,-1353907000
gbr,1985,-2737338000
gbr,1986,-1625794000
gbr,1987,-2406527000
gbr,1988,-2309210000
gbr,1989,-3438149000
gbr,1990,-5027212000
gbr,1991,-4787404000
gbr,1992,-2960875000
gbr,1993,-3839847000
gbr,1994,-1318701000
gbr,1995,-3351961000
gbr,1996,-3044054000
gbr,1997,-1883441000
gbr,1998,3350016000
gbr,1999,-3476000000
gbr,2000,4046000000
gbr,2001,8078000000
gbr,2002,15389000000
gbr,2003,15977000000
gbr,2004,13696000000
gbr,2005,18572000000
gbr,2006,1193000000
gbr,2007,-7515000000
gbr,2008,-15308000000
gbr,2009,-12115000000
gbr,2010,665000000
gbr,2011,5789000000
gbr,2012,-17753000000
gbr,2013,-36354000000
gbr,2014,-38852000000
gbr,2015,-46148000000
gbr,2016,-50538000000
gbr,2017,-27197000000
gbr,2018,-30530000000
gbr,2019,-13058000000
gbr,2020,-31996000000
geo,1992,-1000
geo,1993,-276900
geo,1994,-16039000
geo,1995,-107964800
geo,1996,-89052000
geo,1997,165301500
geo,1998,265038000
geo,1999,297401500
geo,2000,73921100
geo,2001,41460000
geo,2002,22835300
geo,2003,20383200
geo,2004,141459800
geo,2005,110212200
geo,2006,286822400
geo,2007,60138000
geo,2008,-88404400
geo,2009,-72833800
geo,2010,-387472000
geo,2011,-718280400
geo,2012,-284684100
geo,2013,-527464100
geo,2014,-405757900
geo,2015,-768611900
geo,2016,-1660003400
geo,2017,-1996162600
geo,2018,-1735024400
geo,2019,-2192261600
geo,2020,-2296796919.36339
gha,1960,-1000
gha,1961,-1400
gha,1962,-1000
gha,1963,-1800
gha,1964,-1200
gha,1965,-1900
gha,1966,-1400
gha,1967,-3200
gha,1968,-5200
gha,1969,-4900
gha,1970,-4500
gha,1971,-4700
gha,1972,-3700
gha,1973,-2600
gha,1974,-3100
gha,1975,-4200
gha,1976,-4800
gha,1977,-4000
gha,1978,-4800
gha,1979,-9900
gha,1980,-18200
gha,1981,-22200
gha,1982,-22500
gha,1983,-164000
gha,1984,-293000
gha,1985,-604500
gha,1986,-1127900
gha,1987,-2029600
gha,1988,-2652800
gha,1989,-3180600
gha,1990,-3666300
gha,1991,-4477500
gha,1992,-4640900
gha,1993,-7289000
gha,1994,-10614100
gha,1995,-15962100
gha,1996,-23494300
gha,1997,-27402100
gha,1998,-35105700
gha,1999,-43696400
gha,2000,-80080300
gha,2001,-77419300
gha,2002,-102568500
gha,2003,-142998000
gha,2004,-178262600
gha,2005,-118710400
gha,2006,-117068400
gha,2007,-131093700
gha,2008,-122753800
gha,2009,-132467500
gha,2010,-763832000
gha,2011,-1859711600
gha,2012,-3824988000
gha,2013,-3468328000
gha,2014,-8292178199.99999
gha,2015,-5517959299.99999
gha,2016,-8615603100.00001
gha,2017,-12941369000
gha,2018,-13889076000
gha,2019,-14662099400
gha,2020,12558688000
gin,1986,-52494519300
gin,1987,-53207590000
gin,1988,-62240734700
gin,1989,-100520623600
gin,1990,-98303780000
gin,1991,-125072010000
gin,1992,-127182000000
gin,1993,-79593150000
gin,1994,-71487120000
gin,1995,-79930137900
gin,1996,-89261819600
gin,1997,-121488485400
gin,1998,-147937430700
gin,1999,-109549217800
gin,2000,-127737896500
gin,2001,-169828682000
gin,2002,-64473387000
gin,2003,-487204336800
gin,2004,-603349484000
gin,2005,-1017261177100
gin,2006,-210171975000
gin,2007,-265088039100
gin,2008,-419674219600
gin,2009,-807542200500
gin,2010,-441537336400
gin,2011,-888114789500
gin,2012,-852131424600
gin,2013,-2798795878600
gin,2014,-1992991709400
gin,2015,-1072250282600
gin,2016,-1336216293600
gin,2017,-460113498700
gin,2018,-3685553887800
gin,2019,-6061358094000
gin,2020,-12826796686200
gmb,1971,-2613700
gmb,1972,-3240400
gmb,1973,-2212200
gmb,1974,-1880100
gmb,1975,-732300
gmb,1976,2386600
gmb,1977,3744900
gmb,1978,-1264200
gmb,1979,-5045300
gmb,1980,-7055500
gmb,1981,-7386100
gmb,1982,-14733300
gmb,1983,-36346900
gmb,1984,3763300
gmb,1985,98320300
gmb,1986,197734200
gmb,1987,211171600
gmb,1988,35220000
gmb,1989,-127800800
gmb,1990,-200219900
gmb,1991,-175886400
gmb,1992,-165436500
gmb,1993,-172516800
gmb,1994,-172780300
gmb,1995,-146637800
gmb,1996,-157769800
gmb,1997,-242291400
gmb,1998,-269282300
gmb,1999,-329084400
gmb,2000,-386624400
gmb,2001,-489828800
gmb,2002,-656250400
gmb,2003,-648149800
gmb,2004,-619474900
gmb,2005,-641385900
gmb,2006,-703930700
gmb,2007,-643052600
gmb,2008,-567887200
gmb,2009,-745865300
gmb,2010,-837732000
gmb,2011,-938862900
gmb,2012,-938557300
gmb,2013,-1066862000
gmb,2014,-1209005000
gmb,2015,-1404829900
gmb,2016,-1206826500
gmb,2017,-1318992300
gmb,2018,-1405994600
gmb,2019,-1513202300
gmb,2020,-1594717500
gnb,1970,0
gnb,1971,0
gnb,1972,0
gnb,1973,0
gnb,1974,0
gnb,1975,1561600
gnb,1976,-4855300
gnb,1977,-3563100
gnb,1978,-4603100
gnb,1979,-1298500
gnb,1980,-4521500
gnb,1981,-1090800
gnb,1982,-1798500
gnb,1983,-375300
gnb,1984,-153900
gnb,1985,38584600
gnb,1986,-4692300
gnb,1987,-71381000
gnb,1988,-170724600
gnb,1989,-342534200
gnb,1990,-357743000
gnb,1991,-956867200
gnb,1992,-1440119800
gnb,1993,-2373124200
gnb,1994,-2794610600
gnb,1995,-5010391700
gnb,1996,-7546875600
gnb,1997,-8580050800
gnb,1998,-8318349200
gnb,1999,-8804510000
gnb,2000,-8828552000
gnb,2001,-11648330000
gnb,2002,-6091907000
gnb,2003,-6396777400
gnb,2004,-5432395200
gnb,2005,-6029872700
gnb,2006,-2921185900
gnb,2007,-1683321400
gnb,2008,-6069720900
gnb,2009,-4818010200
gnb,2010,-1800746300
gnb,2011,3036507300
gnb,2012,2749464900
gnb,2013,-9895009900
gnb,2014,18459140000
gnb,2015,15124300000
gnb,2016,17622300000
gnb,2017,1600000000
gnb,2018,-28400000000
gnb,2019,17800000000
gnb,2020,14100000000
gnq,1962,0
gnq,1963,0
gnq,1964,0
gnq,1965,0
gnq,1966,0
gnq,1967,0
gnq,1968,0
gnq,1969,0
gnq,1970,37100000
gnq,1971,29400000
gnq,1972,-11200000
gnq,1973,11900000
gnq,1974,21000000
gnq,1975,23100000
gnq,1976,26700000
gnq,1977,30300000
gnq,1980,-203885200
gnq,1981,-1215720100
gnq,1982,-2142231900
gnq,1983,-1120316500
gnq,1984,-983250100
gnq,1985,-1887074100
gnq,1986,-1933110100
gnq,1987,-1594352100
gnq,1988,-2093935100
gnq,1989,-2315594100
gnq,1990,2037971300
gnq,1991,2911971600
gnq,1992,3991344600
gnq,1993,3540145600
gnq,1994,-4693461400
gnq,1995,-11902619200
gnq,1996,-23030000100
gnq,1997,-32081000100
gnq,1998,-47380000100
gnq,1999,-62114000100
gnq,2000,-263567631500
gnq,2001,-640325688000
gnq,2002,-686785904000
gnq,2003,-906986648200
gnq,2004,-1547506797900
gnq,2005,-2133268457400
gnq,2006,-1122643000000
gnq,2007,-1256145000000
gnq,2008,-2289656000000
gnq,2009,-2402930000000
gnq,2010,-3332928000000
gnq,2011,-3552330634700
gnq,2012,-3851694725500
gnq,2013,-3430119214400
gnq,2014,-3441027591700
gnq,2015,-1915808785000
gnq,2016,-1499808081100
gnq,2017,-1868195022000
gnq,2018,-1705238296200
gnq,2019,-1808918941300
gnq,2020,-1477717746400
grc,1960,6538100
grc,1961,8023800
grc,1962,8239800
grc,1963,9967900
grc,1964,12301500
grc,1965,12303600
grc,1966,12453700
grc,1967,13926400
grc,1968,17025700
grc,1969,17732300
grc,2006,-4042590000
grc,2007,-5995162000
grc,2008,-7207545000
grc,2009,-5272509000
grc,2010,-4958229000
grc,2011,-5635664000
grc,2012,1575834000
grc,2013,-7354000
grc,2014,1150292000
grc,2015,-143797000
grc,2016,-850685000
grc,2017,-886234000
grc,2018,-1980747000
grc,2019,-1666406000
grc,2020,-706264000
grd,1977,-3500000
grd,1978,-4000000
grd,1979,-4500000
grd,1980,-5900000
grd,1981,-13200000
grd,1982,-14300000
grd,1983,-12200000
grd,1984,-13200000
grd,1985,-14150000
grd,1986,-14990000
grd,1987,-17930000
grd,1988,-16940000
grd,1989,-25740000
grd,1990,-32060000
grd,1991,-18590000
grd,1992,-14410000
grd,1993,-22880000
grd,1994,-23800000
grd,1995,-36300000
grd,1996,-41580000
grd,1997,-45750000
grd,1998,-62760000
grd,1999,-71010000
grd,2000,-91120000
grd,2001,-111900000
grd,2002,-128510900
grd,2003,-136330000
grd,2004,-176022100
grd,2005,-76862000
grd,2006,-77989100
grd,2007,-110948700
grd,2008,-115321600
grd,2009,-170219400
grd,2010,-107669600
grd,2011,-85786300
grd,2012,-92562200
grd,2013,-79916200
grd,2014,-223669900
grd,2015,-315727700
grd,2016,-261963900
grd,2017,-328402000
grd,2018,-306778400
grd,2019,-316312400
grd,2020,29965300
grl,1970,-51362500
grl,1971,-64718700
grl,1972,-72633400
grl,1973,-83521700
grl,1974,-102019600
grl,1975,-119544800
grl,1976,-143381300
grl,1977,-166925100
grl,1978,-193386300
grl,1979,-218000000
grl,1980,-268000000
grl,1981,-287000000
grl,1982,-225000000
grl,1983,-337000000
grl,1984,-288000000
grl,1985,-300000000
grl,1986,-400000000
grl,1987,-400000000
grl,1988,-450000000
grl,1989,-450000000
grl,1990,-450000000
grl,1991,-450000000
grl,1992,-450000000
grl,1993,-400000000
grl,1994,-350000000
grl,1995,-275000000
grl,1996,-200000000
grl,1997,-200000000
grl,1998,-200000000
grl,1999,-200000000
grl,2000,-200000000
grl,2001,-242000000
grl,2002,-242000000
grl,2003,-1113600000
grl,2004,-1333700000
grl,2005,-1125100000
grl,2006,-2114923600
grl,2007,-1130284300
gtm,1960,-10399900
gtm,1961,-12399900
gtm,1962,-11900000
gtm,1963,-14200100
gtm,1964,-16999900
gtm,1965,-11700000
gtm,1966,-16200000
gtm,1967,-19400000
gtm,1968,-31400000
gtm,1969,-35700000
gtm,1970,-38200000
gtm,1971,-41900000
gtm,1972,-45600000
gtm,1973,-45900000
gtm,1974,-48000000
gtm,1975,-66000000
gtm,1976,-44000000
gtm,1977,-26300000
gtm,1978,-17500000
gtm,1979,2700000
gtm,1980,-44100000
gtm,1981,-85700000
gtm,1982,-113600000
gtm,1983,-112700000
gtm,1984,-206600000
gtm,1985,-195615000
gtm,1986,-469536000
gtm,1987,-448250000
gtm,1988,-461906000
gtm,1989,-505190400
gtm,1990,-877871060
gtm,1991,-516970900
gtm,1992,-729054600
gtm,1993,-667231400
gtm,1994,-747656000
gtm,1995,-924466500
gtm,1996,-1400366900
gtm,1997,-1447405200
gtm,1998,-1174651300
gtm,1999,-1510293900
gtm,2000,-1627166700
gtm,2001,-663507000
gtm,2002,-2490210400
gtm,2003,-2524103700
gtm,2004,-3258859700
gtm,2005,-3702441500
gtm,2006,-5172809000
gtm,2007,-6466289900
gtm,2008,-4793058000
gtm,2009,-5952222700
gtm,2010,-8329318600
gtm,2011,-10146735700
gtm,2012,-8029446800
gtm,2013,-9711022300
gtm,2014,-11730572500
gtm,2015,-11378118300
gtm,2016,-10832193300
gtm,2017,-11029994000
gtm,2018,-11327627100
gtm,2019,-10863893200
gtm,2020,-10651775100
guy,1960,-23899400
guy,1961,-21899500
guy,1962,-35898800
