geo,time,se_xpd_csec_zs
slv,2012,86.40564
slv,2015,88.80933
slv,2016,89.16633
slv,2017,87.75496
slv,2018,88.24403
slv,2019,90.05551
smr,2010,100
smr,2011,100
smr,2017,100
smr,2018,99.78412
smr,2019,99.8164
srb,2007,94.89907
srb,2008,96.21657
srb,2009,97.32359
srb,2010,97.81479
srb,2011,97.60897
srb,2013,96.20668
srb,2018,97.15199
srb,2019,97.02811
ssd,2013,97.07078
ssd,2014,92.47358
ssd,2015,100
ssd,2016,100
stp,2012,49.01203
stp,2013,82.40479
stp,2014,90.14525
svk,1999,96.64573
svk,2000,95.96183
svk,2001,94.30211
svk,2002,94.5209
svk,2003,93.19443
svk,2004,95.67862
svk,2005,96.06576
svk,2006,95.12257
svk,2007,96.57301
svk,2008,96.56912
svk,2009,95.13494
svk,2010,92.0877
svk,2011,94.2491
svk,2012,96.83688
svk,2013,96.78753
svk,2014,97.5329
svk,2015,95.39645
svk,2016,95.99985
svk,2017,95.77811
svk,2018,95.61592
svn,2003,90.17892
svn,2004,90.25579
svn,2010,92.72855
svn,2011,93.29556
svn,2012,93.06276
svn,2013,88.9942
svn,2014,90.26878
svn,2015,92.86319
svn,2016,86.92572
svn,2017,92.47666
svn,2018,92.17602
swe,1998,100
swe,1999,100
swe,2000,100
swe,2001,100
swe,2002,92.32506
swe,2003,92.75936
swe,2004,92.79314
swe,2005,92.51249
swe,2006,92.74765
swe,2007,92.48914
swe,2008,92.81956
swe,2009,92.63433
swe,2010,93.0246
swe,2011,92.38718
swe,2012,92.74833
swe,2013,93.43387
swe,2014,93.24366
swe,2015,93.58111
swe,2016,94.17402
swe,2017,95.18819
swe,2018,95.15391
swz,2014,89.87051
syc,2002,97.2124
syc,2003,95.52248
syc,2006,87.87684
syc,2011,99.73676
syc,2012,99.41763
syc,2013,83.85388
syc,2014,91.30195
syc,2016,93.01007
syr,1999,76.79332
syr,2000,82.5574
syr,2002,72.08229
syr,2015,90.41479
tca,1998,86.66667
tca,1999,92.07707
tca,2000,88.50247
tca,2001,98.45928
tca,2002,88.24247
tca,2005,79.57136
tca,2015,66.71049
tca,2018,82.20018
tcd,2009,60.24889
tcd,2010,71.69488
tcd,2011,88.60676
tcd,2012,96.70654
tgo,1998,81.87176
tgo,1999,98.56093
tgo,2000,96.74202
tgo,2007,98.60595
tgo,2008,97.51185
tgo,2009,96.91462
tgo,2010,95.55431
tgo,2011,98.61711
tgo,2012,98.91935
tgo,2013,97.67429
tgo,2014,98.66422
tgo,2015,95.53198
tgo,2016,96.93037
tha,2010,99.28614
tha,2011,91.18297
tha,2012,94.76936
tha,2013,95.7826
tha,2014,97.69535
tls,2007,72.22162
tls,2011,100
tls,2012,92.59453
tls,2013,97.23337
tls,2014,93.78189
tun,1999,83.6
tun,2000,81.53407
tun,2002,87.57396
tun,2012,93.46607
tur,2018,85.97489
tuv,2017,91.96003
uga,2004,86.00302
uga,2009,70.52229
uga,2010,73.36259
uga,2011,63.3536
uga,2012,75.80079
uga,2013,83.96978
uga,2014,79.58763
ukr,1998,96.43815
ukr,2000,95.59565
ukr,2011,96.3278
ukr,2012,96.89012
ukr,2013,97.44318
ukr,2014,97.77136
ukr,2016,90.71684
ukr,2017,90.79078
ukr,2018,92.22413
ukr,2019,92.42283
ury,1999,92.52839
ury,2000,95.05168
ury,2002,87.6702
ury,2003,87.6702
ury,2004,84.54674
ury,2005,94.85821
ury,2006,93.10581
ury,2011,96.51583
ury,2015,97.79776
ury,2016,97.53184
ury,2017,98.27258
ury,2018,98.03783
ury,2019,98.07351
usa,2015,91.93204
usa,2016,91.43026
usa,2017,90.9884
usa,2018,90.49283
vct,2000,66.43857
vct,2002,91.5174
vct,2005,59.27625
vct,2007,100
vct,2009,100
vct,2010,100
vct,2013,73.65412
vct,2016,95.1537
vct,2017,95.27382
vct,2018,100
ven,2006,96.392
ven,2007,92.79148
ven,2009,95.97507
ven,2015,98.63426
ven,2016,99.2175
ven,2017,95.71425
vgb,2001,95.34621
vgb,2004,97.78064
vgb,2005,100
vgb,2007,90.72582
vgb,2009,100
vgb,2010,100
vgb,2015,87.69051
vnm,2009,74.53711
vnm,2010,73.28682
vnm,2011,75.47721
vnm,2012,78.79435
vnm,2013,77.27465
vut,1998,100
vut,1999,72.20653
vut,2000,78.29042
vut,2001,35.83314
vut,2008,98.73867
vut,2009,98.18153
vut,2017,100
vut,2019,100
vut,2020,99.98606
yem,2013,89.80032
zaf,2001,98.43549
zaf,2003,97.54564
zaf,2004,96.93055
zaf,2005,97.03606
zaf,2006,96.35669
zaf,2007,95.10825
zaf,2008,97.08745
zaf,2009,97.63751
zaf,2010,100
zaf,2011,97.62659
zaf,2012,98.27784
zaf,2013,98.58156
zaf,2014,96.60225
zaf,2015,96.38568
zaf,2017,95.05354
zaf,2018,95.79428
zaf,2019,96.73812
zaf,2020,96.77331
zmb,2000,99.37276
zmb,2004,100
zmb,2015,63.22301
zmb,2016,82.61278
zmb,2017,77.34138
zwe,2012,99.34368
zwe,2013,98.77565
zwe,2014,99.71572
