geo,time,sh_sta_smss_zs
usa,2018,98.28709
usa,2019,98.27522
usa,2020,98.26365
ven,2005,21.81022
ven,2006,21.56402
ven,2007,21.31947
ven,2008,21.07657
ven,2009,20.72694
ven,2010,20.93963
ven,2011,21.15233
ven,2012,21.36502
ven,2013,21.57772
ven,2014,21.79041
ven,2015,22.00311
ven,2016,22.21581
ven,2017,22.4285
ven,2018,22.6412
ven,2019,22.85389
ven,2020,23.06659
wsm,2000,47.82976
wsm,2001,47.81902
wsm,2002,47.83401
wsm,2003,47.86269
wsm,2004,47.89113
wsm,2005,48.06377
wsm,2006,48.23682
wsm,2007,48.40977
wsm,2008,48.3398
wsm,2009,48.27012
wsm,2010,48.20076
wsm,2011,48.1318
wsm,2012,48.06493
wsm,2013,47.99941
wsm,2014,47.93408
wsm,2015,47.86921
wsm,2016,47.80464
wsm,2017,47.74011
wsm,2018,47.67343
wsm,2019,47.69879
wsm,2020,47.72144
yem,2000,24.77159
yem,2001,24.89068
yem,2002,25.01154
yem,2003,24.62637
yem,2004,24.1035
yem,2005,23.48499
yem,2006,22.86442
yem,2007,22.24149
yem,2008,21.61612
yem,2009,20.98821
yem,2010,20.35768
yem,2011,19.72431
yem,2012,19.08803
yem,2013,18.44894
yem,2014,17.8067
yem,2015,17.43174
yem,2016,17.72454
yem,2017,18.01168
yem,2018,18.29297
yem,2019,18.56846
yem,2020,18.83798
zwe,2000,30.36643
zwe,2001,30.33756
zwe,2002,30.36327
zwe,2003,30.39669
zwe,2004,30.43612
zwe,2005,30.13274
zwe,2006,29.83106
zwe,2007,29.53097
zwe,2008,29.23253
zwe,2009,28.93564
zwe,2010,28.64037
zwe,2011,28.34661
zwe,2012,28.05443
zwe,2013,27.7637
zwe,2014,27.47102
zwe,2015,27.17584
zwe,2016,26.87791
zwe,2017,26.57682
zwe,2018,26.27207
zwe,2019,25.96354
zwe,2020,25.65059
