geo,time,cm_mkt_trad_cd
usa,2011,41045547210000
usa,2012,32349465130000
usa,2013,33247253460000
usa,2014,38976646580000
usa,2015,41398501970000
usa,2016,42071330000000
usa,2017,39785881380000
usa,2018,33027245670000
usa,2019,23192148690000
ven,1993,1593600000
ven,1994,947800000
ven,1995,329450000
ven,1996,1266090000
ven,1997,3625470000
ven,1998,1553630000
ven,1999,944210000
ven,2000,2182400000
ven,2001,1147000000
ven,2002,88800000
vnm,2008,10151670151.1856
vnm,2009,33009603864.716
vnm,2010,30856484328.8228
vnm,2011,11524007844.7066
vnm,2013,13964505493.9103
vnm,2014,29863072365.39
vnm,2015,23745952132.3644
vnm,2016,27014065108.1295
vnm,2017,44295572254.1206
vnm,2018,52803727657.5425
vnm,2019,31559710000
vnm,2020,56858820000
zaf,1975,894000000
zaf,1976,743020000
zaf,1977,837000000
zaf,1978,1094000000
zaf,1979,2102300000
zaf,1980,5188400000
zaf,1981,2602660000
zaf,1982,2593830000
zaf,1983,3415490000
zaf,1984,1832370000
zaf,1985,2429540000
zaf,1986,5184670000
zaf,1987,9899210000
zaf,1988,4405510000
zaf,1989,7399170000
zaf,1990,8245810000
zaf,1991,8078710000
zaf,1992,7242640000
zaf,1993,7914560000
zaf,1994,13356750000
zaf,1995,15947900000
zaf,1996,26646700000
zaf,1997,42069040000
zaf,1998,54282820000
zaf,1999,72818840000
zaf,2000,70501850000
zaf,2001,35362320000
zaf,2002,47686360000
zaf,2003,49058710000
zaf,2004,83768360000
zaf,2005,111313230000
zaf,2006,173739710000
zaf,2007,257724510000
zaf,2008,202637450000
zaf,2009,217513740000
zaf,2010,277223790000
zaf,2011,225830990000
zaf,2012,226864050000
zaf,2013,232250440000
zaf,2014,245696620000
zaf,2015,233988400000
zaf,2016,402438614930.95099
zaf,2017,409717338863.46002
zaf,2018,295012438897.19397
zaf,2019,284816620000
zaf,2020,293832160000
zmb,1994,400000
zmb,1995,220000
zmb,1996,2660000
zmb,1997,8000000
zmb,1998,1310000
zmb,1999,5690000
zmb,2000,1000000
zmb,2001,5000000
zmb,2002,5000000
zmb,2003,6520000
zmb,2004,2190000
zmb,2005,11100000
zmb,2006,12040000
zmb,2010,20030000
zmb,2011,20500000
zmb,2012,18200000
zwe,1993,50200000
zwe,1994,172900000
zwe,1995,139440000
zwe,1996,234130000
zwe,1997,312850000
zwe,1998,80260000
zwe,1999,201160000
