geo,time,sl_uem_intm_fe_zs
nzl,2006,3.95
nzl,2007,4.2
nzl,2008,4.28
nzl,2009,6.47
nzl,2010,8.05
nzl,2011,7.75
nzl,2012,8.57
nzl,2013,7.49
nzl,2014,7.61
nzl,2015,7.17
nzl,2016,6.44
nzl,2017,6.09
nzl,2018,5.29
nzl,2019,5.05
nzl,2020,5.84
omn,1996,47.16
omn,2008,16.88
omn,2016,22.3
pak,2002,22.34
pak,2004,15.85
pak,2006,1.72
pak,2007,1.39
pak,2008,3.45
pak,2009,2.06
pak,2010,2.58
pak,2011,2.76
pak,2013,12.55
pak,2014,10.48
pak,2015,21.43
pak,2018,9.63
pak,2019,17.17
pan,1997,7.95
pan,2003,25.3
pan,2004,23.49
pan,2005,18.34
pan,2006,18.35
pan,2007,13.16
pan,2008,10.85
pan,2010,10.57
pan,2011,6.27
pan,2012,6.72
pan,2013,7.2
pan,2014,7.2
pan,2015,7.61
pan,2016,7.89
pan,2017,10.07
pan,2018,9.76
pan,2019,11.33
pan,2020,31.33
pan,2021,13.99
per,2002,9.56
per,2003,7.54
per,2004,9.29
per,2005,8.37
per,2006,7.72
per,2007,7.21
per,2008,7.28
per,2009,7.1
per,2010,6.4
per,2011,5.98
per,2012,5.98
per,2013,5.87
per,2014,5.25
per,2015,4.87
per,2016,5.87
per,2017,5.61
per,2018,5.52
per,2019,5.35
per,2020,10.45
phl,2004,14.52
phl,2006,9.22
phl,2007,8.73
phl,2008,8.36
phl,2014,10.13
phl,2015,9.56
phl,2016,8.1
plw,2000,2.94
plw,2014,2.64
png,2010,4.64
pol,1994,18.74
pol,1995,17.49
pol,1996,16.22
pol,1998,12.86
pol,1999,14.28
pol,2000,20.04
pol,2001,21.78
pol,2002,22.71
pol,2003,22.25
pol,2004,21.84
pol,2005,21.72
pol,2006,17.08
pol,2007,11.7
pol,2008,9.04
pol,2009,9.81
pol,2010,11.7
pol,2011,12.12
pol,2012,12.86
pol,2013,13.24
pol,2014,11.71
pol,2015,9.36
pol,2016,7.65
pol,2017,6.22
pol,2018,5.06
pol,2019,4.46
pol,2020,3.98
prt,1998,7.08
prt,1999,7.28
prt,2000,6.59
prt,2001,5.35
prt,2002,6.05
prt,2003,7.97
prt,2004,7.18
prt,2005,9.26
prt,2006,9.16
prt,2007,9.3
prt,2008,9.25
prt,2009,11.24
prt,2010,13.34
prt,2011,14.5
prt,2012,18.78
prt,2013,19.12
prt,2014,16.81
prt,2015,15.51
prt,2016,13.44
prt,2017,10.54
prt,2018,8.64
prt,2019,8.25
prt,2020,9.36
pry,1998,7.54
pry,1999,7.36
pry,2001,10.48
pry,2002,16.63
pry,2003,13.05
pry,2004,14.5
pry,2005,11.07
pry,2006,11.3
pry,2007,10.93
pry,2008,9.29
pry,2009,11.83
pry,2010,9.09
pry,2011,11.72
pry,2012,10.34
pry,2013,7.36
pry,2014,10.31
pry,2015,6.98
pry,2016,9.96
pry,2017,7.22
pse,2000,11.46
pse,2001,10.71
pse,2002,14.98
pse,2003,20.52
pse,2004,19.63
pse,2005,21.05
pse,2006,15.09
pse,2007,16.9
pse,2008,21.58
pse,2009,20.01
pse,2010,23.35
pse,2011,24.45
pse,2012,30.13
pse,2013,28.52
pse,2014,26.37
pse,2015,33.22
pse,2016,35.8
pse,2017,42.12
pse,2018,42.54
pse,2019,43.28
pse,2020,40.07
qat,2013,3.65
qat,2014,0.68
qat,2015,1.14
qat,2016,0.87
qat,2017,0.68
qat,2019,0.54
qat,2020,0.56
rou,1995,13.72
rou,1996,10.77
rou,1998,8.12
rou,1999,8.31
rou,2000,9.5
rou,2001,8.89
rou,2002,10.48
rou,2003,8.35
rou,2004,7.25
rou,2005,7.68
rou,2006,7.1
rou,2007,6.27
rou,2008,5.48
rou,2009,6.79
rou,2010,7.71
rou,2011,7.87
rou,2012,7.3
rou,2013,7.47
rou,2014,7.07
rou,2015,6.39
rou,2016,5.37
rou,2017,4.61
rou,2018,4.03
rou,2019,3.78
rou,2020,5.04
rus,1998,17.71
rus,2002,5.14
rus,2003,5.66
rus,2004,10.41
rus,2006,9.54
rus,2007,8.29
rus,2008,8.77
rus,2009,11.29
rus,2010,6.15
rus,2011,5.46
rus,2012,4.45
rus,2013,4.47
rus,2014,4.38
rus,2015,4.87
rus,2016,4.75
rus,2017,4.63
rus,2018,4.16
rus,2019,3.85
rus,2020,4.94
rwa,2014,12.45
rwa,2017,28.66
rwa,2018,27.95
rwa,2019,25.3
rwa,2020,29.17
sau,2009,18.1
sau,2014,26.88
sau,2016,22.03
sau,2017,13.4
sau,2018,12.72
sau,2019,11.89
sau,2020,16.44
sdn,2011,54.09
sen,2015,13.5
sen,2016,12.18
sen,2017,11.27
sen,2018,17.8
sen,2019,7.99
sgp,1994,2.11
sgp,1995,2.47
sgp,1996,2.24
sgp,1997,3.3
sgp,1998,4.51
sgp,2001,4.57
sgp,2002,6.54
sgp,2003,7.5
sgp,2006,5.01
sgp,2007,4.1
sgp,2008,4.15
sgp,2009,5.54
sgp,2010,3.94
sgp,2011,3.92
sgp,2012,3.14
sgp,2013,3.25
sgp,2015,4.28
sgp,2017,4.78
sgp,2020,6.64
sle,2014,9.38
sle,2018,5.53
slv,1996,13.58
slv,2010,7.71
slv,2011,6.83
slv,2012,5.71
slv,2013,6.02
slv,2014,5.94
slv,2015,5.91
slv,2016,6.59
slv,2017,6.9
slv,2018,6.45
slv,2019,7.44
slv,2020,9.79
smr,2009,5.73
smr,2010,7.56
smr,2016,11.97
som,2019,21.63
srb,2008,19.49
srb,2009,19.4
srb,2010,22
srb,2011,25.45
srb,2012,26.46
srb,2013,26.08
srb,2014,22.94
srb,2015,21.67
srb,2016,18.66
srb,2017,15.98
srb,2018,15.15
srb,2019,12.7
srb,2020,10.49
sur,2016,8.4
svk,1994,29.33
svk,1995,29.73
svk,1997,28.69
svk,1998,11.55
svk,1999,15.21
svk,2000,18.39
svk,2001,18.25
svk,2002,18.1
svk,2003,16.1
svk,2004,18.29
svk,2005,15.55
svk,2006,13.3
svk,2007,10.99
svk,2008,9.72
svk,2009,12.44
svk,2010,14.73
svk,2011,13.66
svk,2012,14.47
svk,2013,14.45
svk,2014,13.42
svk,2015,12.94
svk,2016,10.59
svk,2017,7.99
svk,2018,6.6
svk,2019,5.47
svk,2020,7.01
svn,1998,8.81
svn,1999,8.17
svn,2000,7.41
svn,2001,6.26
svn,2002,6.63
svn,2003,7.58
svn,2004,7.26
svn,2005,8.2
svn,2006,8.84
svn,2007,6.81
svn,2008,5.12
svn,2009,6.76
svn,2010,7.9
svn,2011,9.52
svn,2012,10.05
svn,2013,12.25
svn,2014,11.88
svn,2015,12.17
svn,2016,9.22
svn,2017,8.42
svn,2018,6.3
svn,2019,5.74
svn,2020,7.5
swe,1998,8.85
swe,1999,7.28
swe,2000,5.49
swe,2001,4.09
swe,2002,4.3
swe,2003,4.78
swe,2004,6.39
swe,2005,6.74
swe,2006,6.96
swe,2007,6.09
swe,2008,6.03
swe,2009,7.96
swe,2010,8.45
swe,2011,7.56
swe,2012,7.44
swe,2013,7.32
swe,2014,6.96
swe,2015,6.26
swe,2016,5.61
swe,2017,5.07
swe,2018,4.98
swe,2019,5.29
swe,2020,6.88
swz,2016,21.21
syc,2014,4.63
syc,2015,5.47
syc,2016,5.22
syc,2017,4.09
syc,2018,3.78
syc,2019,3.73
syc,2020,3.01
tcd,2018,4.75
tgo,2006,6.46
tgo,2011,1.42
tgo,2015,1.9
tgo,2017,21.65
tha,2010,1.02
tha,2011,1.19
tha,2012,0.88
tha,2013,0.34
tha,2014,0.74
tha,2015,0.85
tha,2016,1.02
tha,2017,1.32
tha,2018,1.04
tha,2019,1.02
tha,2020,1.41
tjk,2003,2.47
tjk,2007,1.34
tjk,2009,4.11
tls,2010,14.09
tls,2013,18.94
tls,2016,12.22
ton,2018,3.52
tto,2010,4.32
tto,2011,4.71
tto,2012,4.77
tto,2013,3.35
tto,2014,3.11
tto,2015,3.34
tto,2016,3.36
tun,2005,16.69
tun,2006,14.99
tun,2007,14.45
tun,2008,14.04
tun,2009,16.62
tun,2010,16.61
tun,2011,23.89
tun,2012,26.48
tun,2013,18.53
tun,2015,18.44
tun,2016,18.72
tun,2017,16.07
tur,2000,16.44
tur,2001,20.29
tur,2002,23.95
tur,2003,20.49
tur,2004,24.34
tur,2005,23.48
tur,2006,18.43
tur,2007,18.06
tur,2008,17.95
tur,2009,23.52
tur,2010,21.32
tur,2011,18.86
tur,2012,16.77
tur,2013,18.29
tur,2014,19.12
tur,2015,19.27
tur,2016,20.7
tur,2017,20.71
tur,2018,20.3
tur,2019,24.3
tur,2020,21.78
tuv,2016,19.19
tza,2001,5.58
tza,2006,10.82
tza,2011,2.22
tza,2012,2.32
tza,2013,12.07
tza,2014,4.01
uga,2012,20.03
uga,2017,10.58
ukr,2011,7.66
ukr,2012,7.25
ukr,2013,6.02
ukr,2014,8.87
ukr,2015,8.78
ukr,2016,8.85
ukr,2017,9.19
ukr,2018,8.39
ukr,2019,9.48
ukr,2020,10.54
ury,1998,11.41
ury,1999,13.58
ury,2000,13.66
ury,2001,17.43
ury,2002,18.19
ury,2003,18.42
ury,2004,13.8
ury,2005,12.84
ury,2006,13.86
ury,2007,12.03
ury,2008,9.47
ury,2009,8.41
ury,2010,8.19
ury,2011,6.44
ury,2012,6.47
ury,2013,6.38
ury,2014,5.44
ury,2015,6.44
ury,2016,6.12
ury,2017,6.51
ury,2018,7.85
ury,2019,7.16
usa,1994,6.95
usa,1995,6.48
usa,1996,6.31
usa,1997,6.02
usa,1998,5.5
usa,1999,5.16
usa,2000,4.86
usa,2001,5.47
usa,2002,6.75
usa,2003,6.84
usa,2004,6.53
usa,2005,6.32
usa,2006,5.84
usa,2007,5.72
usa,2008,6.89
usa,2009,10.13
usa,2010,11.03
usa,2011,10.91
usa,2012,10.13
usa,2013,9.21
usa,2014,7.93
usa,2015,7
usa,2016,6.41
usa,2017,5.73
usa,2018,5.19
usa,2019,4.82
usa,2020,11.1
usa,2021,7.05
uzb,2020,4.51
ven,2012,6.05
ven,2016,6.05
ven,2017,6.82
vnm,2010,2.09
vnm,2011,1.5
vnm,2012,1.61
vnm,2013,1.79
vnm,2014,1.71
vnm,2015,2.51
vnm,2016,2.52
vnm,2017,2.51
vnm,2018,1.56
vnm,2019,2.72
vnm,2020,3.25
vut,2006,18.26
vut,2019,6.97
wsm,2012,10.56
wsm,2017,28.47
yem,2010,49.24
yem,2014,44.56
zaf,2000,36.97
zaf,2001,37.16
zaf,2002,40.93
zaf,2003,39.11
zaf,2004,37.2
zaf,2005,37.16
zaf,2006,35.95
zaf,2007,33.24
zaf,2008,27.51
zaf,2009,28.14
zaf,2010,30.06
zaf,2011,30.37
zaf,2013,28.62
zaf,2014,27.7
zaf,2015,29.48
zaf,2016,31
zaf,2017,31.28
zaf,2018,32.01
zaf,2019,33.07
zaf,2020,33.78
zmb,2017,21.62
zmb,2018,22.69
zmb,2019,19.05
zwe,2011,19.59
zwe,2014,10.75
zwe,2019,21.27
