geo,time,sh_hiv_pmtc_zs
tgo,2020,64
tha,2000,19
tha,2001,22
tha,2002,31
tha,2003,48
tha,2004,52
tha,2005,85
tha,2006,86
tha,2007,90
tha,2008,92
tha,2009,94
tha,2010,94
tha,2011,94
tha,2012,94
tha,2013,94
tha,2014,95
tha,2015,96
tha,2016,97
tha,2017,97
tha,2018,98
tha,2019,97
tha,2020,98
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0
tjk,2005,0
tjk,2006,6
tjk,2007,10
tjk,2008,17
tjk,2009,14
tjk,2010,17
tjk,2011,21
tjk,2012,24
tjk,2013,27
tjk,2014,37
tjk,2015,37
tjk,2016,38
tjk,2017,30
tjk,2018,34
tjk,2019,23
tjk,2020,33
tun,2000,0
tun,2001,0
tun,2002,9
tun,2003,13
tun,2004,5
tun,2005,0
tun,2006,1
tun,2007,4
tun,2008,7
tun,2009,7
tun,2010,23
tun,2011,26
tun,2012,24
tun,2013,31
tun,2014,66
tun,2015,40
tun,2016,28
tun,2017,24
tun,2018,25
tun,2019,36
tun,2020,54
tza,2000,0
tza,2001,0
tza,2002,0
tza,2003,0
tza,2004,1
tza,2005,14
tza,2006,18
tza,2007,51
tza,2008,60
tza,2009,69
tza,2010,48
tza,2011,62
tza,2012,85
tza,2013,84
tza,2014,79
tza,2015,75
tza,2016,72
tza,2017,81
tza,2018,83
tza,2019,81
tza,2020,84
uga,2000,0
uga,2001,0
uga,2002,0
uga,2003,4
uga,2004,10
uga,2005,16
uga,2006,24
uga,2007,31
uga,2008,48
uga,2009,53
uga,2010,32
uga,2011,54
uga,2012,87
uga,2013,96
uga,2014,100
uga,2015,100
uga,2016,100
uga,2017,100
uga,2018,100
uga,2019,100
uga,2020,100
ukr,2000,0
ukr,2001,14
ukr,2002,28
ukr,2003,39
ukr,2004,46
ukr,2005,56
ukr,2006,65
ukr,2007,37
ukr,2008,78
ukr,2009,78
ukr,2010,79
ukr,2011,85
ukr,2012,85
ukr,2013,93
ukr,2014,93
ukr,2015,87
ukr,2016,88
ukr,2017,90
ukr,2018,95
ukr,2019,93
ukr,2020,95
ury,2000,61
ury,2001,59
ury,2002,69
ury,2003,72
ury,2004,72
ury,2005,99
ury,2006,79
ury,2007,84
ury,2008,79
ury,2009,75
ury,2010,83
ury,2011,94
ury,2012,96
ury,2013,83
ury,2014,88
ury,2015,72
ury,2016,83
ury,2017,84
ury,2018,91
uzb,2000,0
uzb,2001,0
uzb,2002,0
uzb,2003,0
uzb,2004,0
uzb,2005,0
uzb,2006,0
uzb,2007,0
uzb,2008,0
uzb,2009,1
uzb,2010,15
uzb,2011,26
uzb,2012,68
uzb,2013,72
uzb,2014,80
uzb,2015,63
uzb,2016,86
uzb,2017,74
uzb,2018,87
uzb,2019,91
uzb,2020,89
ven,2000,0
ven,2001,17
ven,2002,8
ven,2003,6
ven,2004,8
ven,2005,7
ven,2006,15
ven,2007,18
ven,2008,16
ven,2009,11
ven,2010,14
ven,2011,14
ven,2012,18
ven,2013,22
ven,2014,28
ven,2015,29
ven,2016,31
ven,2017,26
ven,2018,30
ven,2019,22
ven,2020,30
vnm,2000,0
vnm,2001,0
vnm,2002,3
vnm,2003,11
vnm,2004,12
vnm,2005,23
vnm,2006,43
vnm,2007,56
vnm,2008,62
vnm,2009,73
vnm,2010,61
vnm,2011,52
vnm,2012,54
vnm,2013,49
vnm,2014,67
vnm,2015,70
vnm,2016,78
vnm,2017,82
vnm,2018,83
vnm,2019,91
vnm,2020,90
yem,2000,0
yem,2001,0
yem,2002,0
yem,2003,0
yem,2004,0
yem,2005,0
yem,2006,0
yem,2007,1
yem,2008,1
yem,2009,7
yem,2010,9
yem,2011,3
yem,2012,6
yem,2013,7
yem,2014,0
yem,2015,3
yem,2016,0
yem,2017,3
yem,2018,3
yem,2019,7
yem,2020,3
zaf,2000,0
zaf,2001,1
zaf,2002,4
zaf,2003,8
zaf,2004,15
zaf,2005,25
zaf,2006,34
zaf,2007,46
zaf,2008,59
zaf,2009,73
zaf,2010,71
zaf,2011,88
zaf,2012,90
zaf,2013,96
zaf,2014,96
zaf,2015,97
zaf,2016,97
zaf,2017,93
zaf,2018,95
zaf,2019,96
zaf,2020,97
zmb,2000,0
zmb,2001,0
zmb,2002,0
zmb,2003,0
zmb,2004,10
zmb,2005,27
zmb,2006,37
zmb,2007,41
zmb,2008,59
zmb,2009,69
zmb,2010,58
zmb,2011,61
zmb,2012,65
zmb,2013,98
zmb,2014,94
zmb,2015,79
zmb,2016,78
zmb,2017,83
zmb,2018,79
zmb,2019,81
zmb,2020,80
zwe,2000,0
zwe,2001,0
zwe,2002,2
zwe,2003,9
zwe,2004,8
zwe,2005,12
zwe,2006,14
zwe,2007,22
zwe,2008,37
zwe,2009,45
zwe,2010,30
zwe,2011,49
zwe,2012,77
zwe,2013,76
zwe,2014,83
zwe,2015,83
zwe,2016,89
zwe,2017,92
zwe,2018,94
zwe,2019,94
zwe,2020,87
