geo,time,sh_sta_owgh_me_zs
ken,2018,4.3
ken,2019,4.4
ken,2020,4.5
kgz,2000,7.9
kgz,2001,8.3
kgz,2002,8.6
kgz,2003,8.9
kgz,2004,9.1
kgz,2005,9.2
kgz,2006,9.2
kgz,2007,9.1
kgz,2008,8.9
kgz,2009,8.7
kgz,2010,8.4
kgz,2011,8
kgz,2012,7.6
kgz,2013,7.2
kgz,2014,6.8
kgz,2015,6.5
kgz,2016,6.2
kgz,2017,6
kgz,2018,5.9
kgz,2019,5.8
kgz,2020,5.8
khm,2000,3.2
khm,2001,3.1
khm,2002,3
khm,2003,2.9
khm,2004,2.8
khm,2005,2.7
khm,2006,2.6
khm,2007,2.5
khm,2008,2.4
khm,2009,2.3
khm,2010,2.3
khm,2011,2.2
khm,2012,2.1
khm,2013,2.1
khm,2014,2.1
khm,2015,2
khm,2016,2
khm,2017,2
khm,2018,2
khm,2019,2
khm,2020,2.1
kir,2000,2.6
kir,2001,2.6
kir,2002,2.5
kir,2003,2.5
kir,2004,2.5
kir,2005,2.5
kir,2006,2.5
kir,2007,2.5
kir,2008,2.4
kir,2009,2.4
kir,2010,2.4
kir,2011,2.4
kir,2012,2.4
kir,2013,2.4
kir,2014,2.3
kir,2015,2.3
kir,2016,2.4
kir,2017,2.4
kir,2018,2.4
kir,2019,2.4
kir,2020,2.4
kor,2000,5.8
kor,2001,5.9
kor,2002,6.1
kor,2003,6.2
kor,2004,6.4
kor,2005,6.6
kor,2006,6.7
kor,2007,6.9
kor,2008,7.1
kor,2009,7.2
kor,2010,7.4
kor,2011,7.6
kor,2012,7.7
kor,2013,7.9
kor,2014,8
kor,2015,8.2
kor,2016,8.3
kor,2017,8.5
kor,2018,8.6
kor,2019,8.7
kor,2020,8.8
kwt,2000,7.9
kwt,2001,7.9
kwt,2002,7.9
kwt,2003,8
kwt,2004,8
kwt,2005,8.1
kwt,2006,8.1
kwt,2007,8.1
kwt,2008,8
kwt,2009,8
kwt,2010,8
kwt,2011,7.9
kwt,2012,7.9
kwt,2013,7.8
kwt,2014,7.7
kwt,2015,7.6
kwt,2016,7.5
kwt,2017,7.4
kwt,2018,7.3
kwt,2019,7.2
kwt,2020,7.1
lao,2000,2.1
lao,2001,2.1
lao,2002,2.1
lao,2003,2.1
lao,2004,2.1
lao,2005,2.1
lao,2006,2.1
lao,2007,2.1
lao,2008,2.2
lao,2009,2.2
lao,2010,2.2
lao,2011,2.3
lao,2012,2.3
lao,2013,2.4
lao,2014,2.5
lao,2015,2.5
lao,2016,2.6
lao,2017,2.7
lao,2018,2.8
lao,2019,2.9
lao,2020,3
lbn,2000,17.6
lbn,2001,17.9
lbn,2002,18.1
lbn,2003,18.3
lbn,2004,18.5
lbn,2005,18.7
lbn,2006,18.9
lbn,2007,19
lbn,2008,19.1
lbn,2009,19.3
lbn,2010,19.4
lbn,2011,19.6
lbn,2012,19.8
lbn,2013,19.9
lbn,2014,19.8
lbn,2015,19.8
lbn,2016,19.8
lbn,2017,19.8
lbn,2018,19.8
lbn,2019,19.7
lbn,2020,19.7
lbr,2000,4.5
lbr,2001,4.8
lbr,2002,5.1
lbr,2003,5.2
lbr,2004,5.1
lbr,2005,4.9
lbr,2006,4.5
lbr,2007,4.1
lbr,2008,3.7
lbr,2009,3.5
lbr,2010,3.3
lbr,2011,3.3
lbr,2012,3.2
lbr,2013,3.3
lbr,2014,3.4
lbr,2015,3.5
lbr,2016,3.7
lbr,2017,3.9
lbr,2018,4.1
lbr,2019,4.4
lbr,2020,4.7
lby,2000,17.6
lby,2001,18.3
lby,2002,19.1
lby,2003,19.9
lby,2004,20.6
lby,2005,21.4
lby,2006,22.2
lby,2007,22.9
lby,2008,23.6
lby,2009,24.2
lby,2010,24.8
lby,2011,25.2
lby,2012,25.6
lby,2013,25.9
lby,2014,26
lby,2015,26
lby,2016,25.9
lby,2017,25.9
lby,2018,25.9
lby,2019,25.8
lby,2020,25.4
lca,2000,5.8
lca,2001,5.9
lca,2002,5.9
lca,2003,6
lca,2004,6
lca,2005,6.1
lca,2006,6.2
lca,2007,6.2
lca,2008,6.3
lca,2009,6.3
lca,2010,6.4
lca,2011,6.4
lca,2012,6.5
lca,2013,6.5
lca,2014,6.6
lca,2015,6.6
lca,2016,6.7
lca,2017,6.7
lca,2018,6.8
lca,2019,6.8
lca,2020,6.9
lka,2000,1
lka,2001,1
lka,2002,1
lka,2003,1
lka,2004,1.1
lka,2005,1.1
lka,2006,1.1
lka,2007,1.1
lka,2008,1.1
lka,2009,1.1
lka,2010,1.2
lka,2011,1.2
lka,2012,1.2
lka,2013,1.2
lka,2014,1.2
lka,2015,1.2
lka,2016,1.2
lka,2017,1.3
lka,2018,1.3
lka,2019,1.3
lka,2020,1.3
lso,2000,6.7
lso,2001,6.7
lso,2002,6.8
lso,2003,6.8
lso,2004,6.9
lso,2005,6.9
lso,2006,6.9
lso,2007,7
lso,2008,7
lso,2009,7
lso,2010,7
lso,2011,7
lso,2012,7
lso,2013,7.1
lso,2014,7.1
lso,2015,7.1
lso,2016,7.1
lso,2017,7.2
lso,2018,7.2
lso,2019,7.2
lso,2020,7.2
mar,2000,12.2
mar,2001,12.3
mar,2002,12.3
mar,2003,12.4
mar,2004,12.3
mar,2005,12.3
mar,2006,12.2
mar,2007,12.2
mar,2008,12.1
mar,2009,12
mar,2010,11.9
mar,2011,11.8
mar,2012,11.8
mar,2013,11.7
mar,2014,11.6
mar,2015,11.5
mar,2016,11.4
mar,2017,11.4
mar,2018,11.4
mar,2019,11.3
mar,2020,11.3
mda,2000,6.8
mda,2001,7
mda,2002,7.3
mda,2003,7.5
mda,2004,7.7
mda,2005,7.7
mda,2006,7.7
mda,2007,7.6
mda,2008,7.4
mda,2009,7.1
mda,2010,6.9
mda,2011,6.5
mda,2012,6.2
mda,2013,5.8
mda,2014,5.4
mda,2015,5.1
mda,2016,4.8
mda,2017,4.6
mda,2018,4.5
mda,2019,4.4
mda,2020,4.3
mdg,2000,3
mdg,2001,3.1
mdg,2002,3.2
mdg,2003,3.1
mdg,2004,3
mdg,2005,2.9
mdg,2006,2.7
mdg,2007,2.5
mdg,2008,2.3
mdg,2009,2.1
mdg,2010,2
mdg,2011,1.9
mdg,2012,1.8
mdg,2013,1.7
mdg,2014,1.6
mdg,2015,1.6
mdg,2016,1.5
mdg,2017,1.5
mdg,2018,1.5
mdg,2019,1.5
mdg,2020,1.5
mdv,2000,4.4
mdv,2001,4.7
mdv,2002,4.9
mdv,2003,5.2
mdv,2004,5.4
mdv,2005,5.5
mdv,2006,5.6
mdv,2007,5.8
mdv,2008,5.8
mdv,2009,5.9
mdv,2010,5.9
mdv,2011,5.9
mdv,2012,5.8
mdv,2013,5.7
mdv,2014,5.6
mdv,2015,5.5
mdv,2016,5.3
mdv,2017,5.1
mdv,2018,5
mdv,2019,4.8
mdv,2020,4.6
mex,2000,7.2
mex,2001,7.2
mex,2002,7.2
mex,2003,7.2
mex,2004,7.2
mex,2005,7.2
mex,2006,7.2
mex,2007,7.1
mex,2008,7
mex,2009,7
mex,2010,6.9
mex,2011,6.8
mex,2012,6.7
mex,2013,6.6
mex,2014,6.6
mex,2015,6.5
mex,2016,6.4
mex,2017,6.4
mex,2018,6.4
mex,2019,6.3
mex,2020,6.3
mhl,2000,3.8
mhl,2001,3.8
mhl,2002,3.9
mhl,2003,3.9
mhl,2004,3.9
mhl,2005,3.9
mhl,2006,4
mhl,2007,4
mhl,2008,4
mhl,2009,4
mhl,2010,4
mhl,2011,4
mhl,2012,4.1
mhl,2013,4.1
mhl,2014,4.1
mhl,2015,4.1
mhl,2016,4.1
mhl,2017,4.2
mhl,2018,4.2
mhl,2019,4.2
mhl,2020,4.2
mkd,2000,11.3
mkd,2001,12.1
mkd,2002,12.9
mkd,2003,13.6
mkd,2004,14.2
mkd,2005,14.6
mkd,2006,14.8
mkd,2007,14.9
mkd,2008,14.9
mkd,2009,14.7
mkd,2010,14.4
mkd,2011,13.9
mkd,2012,13.4
mkd,2013,12.7
mkd,2014,12.1
mkd,2015,11.5
mkd,2016,11
mkd,2017,10.7
mkd,2018,10.4
mkd,2019,10.2
mkd,2020,10
mli,2000,3
mli,2001,3.1
mli,2002,3.2
mli,2003,3.2
mli,2004,3.1
mli,2005,2.8
mli,2006,2.5
mli,2007,2.2
mli,2008,2
mli,2009,1.8
mli,2010,1.7
mli,2011,1.6
mli,2012,1.6
mli,2013,1.6
mli,2014,1.6
mli,2015,1.6
mli,2016,1.7
mli,2017,1.7
mli,2018,1.8
mli,2019,1.9
mli,2020,2.1
mmr,2000,4.5
mmr,2001,4.3
mmr,2002,4.1
mmr,2003,3.9
mmr,2004,3.7
mmr,2005,3.5
mmr,2006,3.3
mmr,2007,3.1
mmr,2008,2.9
mmr,2009,2.7
mmr,2010,2.6
mmr,2011,2.4
mmr,2012,2.2
mmr,2013,2.1
mmr,2014,2
mmr,2015,1.9
mmr,2016,1.8
mmr,2017,1.7
mmr,2018,1.6
mmr,2019,1.6
mmr,2020,1.5
mne,2000,13.7
mne,2001,14.7
mne,2002,15.6
mne,2003,16.3
mne,2004,17
mne,2005,17.4
mne,2006,17.6
mne,2007,17.7
mne,2008,17.5
mne,2009,17.2
mne,2010,16.7
mne,2011,16.1
mne,2012,15.3
mne,2013,14.4
mne,2014,13.5
mne,2015,12.6
mne,2016,11.9
mne,2017,11.3
mne,2018,10.9
mne,2019,10.6
mne,2020,10.2
mng,2000,8.5
mng,2001,8.7
mng,2002,8.9
mng,2003,9.1
mng,2004,9.3
mng,2005,9.5
mng,2006,9.7
mng,2007,9.8
mng,2008,9.9
mng,2009,10
mng,2010,10.1
mng,2011,10.1
mng,2012,10.2
mng,2013,10.2
mng,2014,10.2
mng,2015,10.2
mng,2016,10.2
mng,2017,10.3
mng,2018,10.3
mng,2019,10.2
mng,2020,10.1
moz,2000,6.7
moz,2001,7
moz,2002,7.3
moz,2003,7.4
moz,2004,7.4
moz,2005,7.3
moz,2006,7.1
moz,2007,6.8
moz,2008,6.5
moz,2009,6.3
moz,2010,6
moz,2011,5.9
moz,2012,5.7
moz,2013,5.7
moz,2014,5.6
moz,2015,5.6
moz,2016,5.6
moz,2017,5.7
moz,2018,5.8
moz,2019,5.9
moz,2020,6
mrt,2000,3.4
mrt,2001,3.5
mrt,2002,3.6
mrt,2003,3.6
mrt,2004,3.5
mrt,2005,3.3
mrt,2006,3
mrt,2007,2.7
mrt,2008,2.4
mrt,2009,2.2
mrt,2010,2.1
mrt,2011,2
mrt,2012,1.9
mrt,2013,1.9
mrt,2014,2
mrt,2015,2
mrt,2016,2.1
mrt,2017,2.2
mrt,2018,2.4
mrt,2019,2.5
mrt,2020,2.7
mus,2000,8.8
mus,2001,9.2
mus,2002,9.6
mus,2003,9.7
mus,2004,9.7
mus,2005,9.6
mus,2006,9.3
mus,2007,8.9
mus,2008,8.5
mus,2009,8.2
mus,2010,7.8
mus,2011,7.6
mus,2012,7.4
mus,2013,7.3
mus,2014,7.2
mus,2015,7.2
mus,2016,7.2
mus,2017,7.3
mus,2018,7.4
mus,2019,7.5
mus,2020,7.6
mwi,2000,10.9
mwi,2001,11.1
mwi,2002,11.1
mwi,2003,10.9
mwi,2004,10.5
mwi,2005,9.9
mwi,2006,9.2
mwi,2007,8.4
mwi,2008,7.7
mwi,2009,7.1
mwi,2010,6.6
mwi,2011,6.1
mwi,2012,5.7
mwi,2013,5.4
mwi,2014,5.1
mwi,2015,5
mwi,2016,4.8
mwi,2017,4.7
mwi,2018,4.7
mwi,2019,4.7
mwi,2020,4.7
mys,2000,5.4
mys,2001,5.5
mys,2002,5.6
mys,2003,5.7
mys,2004,5.8
mys,2005,5.8
mys,2006,5.9
mys,2007,5.9
mys,2008,5.9
mys,2009,6
mys,2010,6
mys,2011,6
mys,2012,6
mys,2013,6.1
mys,2014,6.1
mys,2015,6.1
mys,2016,6.1
mys,2017,6.1
mys,2018,6.1
mys,2019,6.1
mys,2020,6.1
nam,2000,4.1
nam,2001,4.1
nam,2002,4
nam,2003,4
nam,2004,4.1
nam,2005,4.1
nam,2006,4.1
nam,2007,4.1
nam,2008,4.1
nam,2009,4.2
nam,2010,4.2
nam,2011,4.3
nam,2012,4.3
nam,2013,4.4
nam,2014,4.4
nam,2015,4.5
nam,2016,4.6
nam,2017,4.7
nam,2018,4.8
nam,2019,4.9
nam,2020,5
ner,2000,1.3
ner,2001,1.3
ner,2002,1.3
ner,2003,1.3
ner,2004,1.3
ner,2005,1.2
ner,2006,1.1
ner,2007,1
ner,2008,0.9
ner,2009,0.9
ner,2010,0.8
ner,2011,0.8
ner,2012,0.9
ner,2013,0.9
ner,2014,1
ner,2015,1
ner,2016,1.2
ner,2017,1.3
ner,2018,1.5
ner,2019,1.6
ner,2020,1.9
nga,2000,5.4
nga,2001,5.6
nga,2002,5.7
nga,2003,5.7
nga,2004,5.5
nga,2005,5
nga,2006,4.5
nga,2007,3.9
nga,2008,3.5
nga,2009,3.1
nga,2010,2.8
nga,2011,2.6
nga,2012,2.5
nga,2013,2.4
nga,2014,2.4
nga,2015,2.4
nga,2016,2.4
nga,2017,2.4
nga,2018,2.5
nga,2019,2.6
nga,2020,2.7
nic,2000,6.4
nic,2001,6.5
nic,2002,6.6
nic,2003,6.6
nic,2004,6.7
nic,2005,6.8
nic,2006,6.9
nic,2007,6.9
nic,2008,7
nic,2009,7
nic,2010,7.1
nic,2011,7.1
nic,2012,7.2
nic,2013,7.2
nic,2014,7.2
nic,2015,7.3
nic,2016,7.4
nic,2017,7.4
nic,2018,7.4
nic,2019,7.5
nic,2020,7.5
nld,2000,3.2
nld,2001,3.2
nld,2002,3.2
nld,2003,3.3
nld,2004,3.3
nld,2005,3.4
nld,2006,3.5
nld,2007,3.6
nld,2008,3.6
nld,2009,3.7
nld,2010,3.8
nld,2011,3.9
nld,2012,4.1
nld,2013,4.2
nld,2014,4.3
nld,2015,4.4
nld,2016,4.5
nld,2017,4.7
nld,2018,4.8
nld,2019,4.9
nld,2020,5
npl,2000,0.9
npl,2001,0.9
npl,2002,0.9
npl,2003,1
npl,2004,1
npl,2005,1
npl,2006,1.1
npl,2007,1.1
npl,2008,1.2
npl,2009,1.2
npl,2010,1.3
npl,2011,1.3
npl,2012,1.4
npl,2013,1.4
npl,2014,1.5
npl,2015,1.5
npl,2016,1.6
npl,2017,1.6
npl,2018,1.7
npl,2019,1.7
npl,2020,1.8
nru,2000,3
nru,2001,3
nru,2002,3
nru,2003,3
nru,2004,3
nru,2005,3
nru,2006,3
nru,2007,3
nru,2008,3
nru,2009,3
nru,2010,3.1
nru,2011,3.1
nru,2012,3.1
nru,2013,3.2
nru,2014,3.3
nru,2015,3.3
nru,2016,3.4
nru,2017,3.4
nru,2018,3.5
nru,2019,3.6
nru,2020,3.7
omn,2000,1.8
omn,2001,1.8
omn,2002,1.9
omn,2003,1.9
omn,2004,2
omn,2005,2
omn,2006,2.1
omn,2007,2.2
omn,2008,2.3
omn,2009,2.5
omn,2010,2.6
omn,2011,2.8
omn,2012,3
omn,2013,3.2
omn,2014,3.4
omn,2015,3.6
omn,2016,3.8
omn,2017,4
omn,2018,4.3
omn,2019,4.5
omn,2020,4.8
pak,2000,4.8
pak,2001,4.9
pak,2002,5
pak,2003,5.1
pak,2004,5.1
pak,2005,5.1
pak,2006,5.1
pak,2007,5.1
pak,2008,5
pak,2009,5
pak,2010,4.9
pak,2011,4.8
pak,2012,4.6
pak,2013,4.5
pak,2014,4.3
pak,2015,4.2
pak,2016,4
pak,2017,3.9
pak,2018,3.7
pak,2019,3.6
pak,2020,3.4
pan,2000,8.4
pan,2001,8.6
pan,2002,8.8
pan,2003,9
pan,2004,9.2
pan,2005,9.3
pan,2006,9.4
pan,2007,9.6
pan,2008,9.7
pan,2009,9.8
pan,2010,9.9
pan,2011,10
pan,2012,10.1
pan,2013,10.2
pan,2014,10.4
pan,2015,10.5
pan,2016,10.6
pan,2017,10.7
pan,2018,10.7
pan,2019,10.8
pan,2020,10.8
per,2000,9.8
per,2001,9.8
per,2002,9.7
per,2003,9.7
per,2004,9.6
per,2005,9.5
per,2006,9.4
per,2007,9.3
per,2008,9.2
per,2009,9.1
per,2010,9
per,2011,8.9
per,2012,8.7
per,2013,8.6
per,2014,8.5
per,2015,8.4
per,2016,8.3
per,2017,8.2
per,2018,8.1
per,2019,8.1
per,2020,8
phl,2000,2.4
phl,2001,2.4
phl,2002,2.5
phl,2003,2.5
phl,2004,2.6
phl,2005,2.7
phl,2006,2.8
phl,2007,2.9
phl,2008,2.9
phl,2009,3
phl,2010,3.1
phl,2011,3.3
phl,2012,3.4
phl,2013,3.5
phl,2014,3.6
phl,2015,3.7
phl,2016,3.8
phl,2017,3.9
phl,2018,4
phl,2019,4.1
phl,2020,4.2
png,2000,5.5
png,2001,5.7
png,2002,5.9
png,2003,6.2
png,2004,6.4
png,2005,6.6
png,2006,6.8
png,2007,7
png,2008,7.3
png,2009,7.5
png,2010,7.7
png,2011,7.9
png,2012,8.1
png,2013,8.2
png,2014,8.4
png,2015,8.6
png,2016,8.7
png,2017,8.8
png,2018,8.9
png,2019,8.9
png,2020,8.9
pol,2000,4.5
pol,2001,4.6
pol,2002,4.7
pol,2003,4.8
pol,2004,4.9
pol,2005,5
pol,2006,5.1
pol,2007,5.2
pol,2008,5.3
pol,2009,5.4
pol,2010,5.6
pol,2011,5.7
pol,2012,5.9
pol,2013,6
pol,2014,6.1
pol,2015,6.2
pol,2016,6.3
pol,2017,6.4
pol,2018,6.5
pol,2019,6.6
pol,2020,6.7
prk,2000,1.1
prk,2001,1.1
prk,2002,1.1
prk,2003,1.1
prk,2004,1.1
prk,2005,1.1
prk,2006,1.1
prk,2007,1.1
prk,2008,1.2
prk,2009,1.2
prk,2010,1.2
prk,2011,1.3
prk,2012,1.3
prk,2013,1.4
prk,2014,1.4
prk,2015,1.5
prk,2016,1.5
prk,2017,1.6
prk,2018,1.7
prk,2019,1.8
prk,2020,1.9
prt,2000,5.6
prt,2001,5.7
prt,2002,5.9
prt,2003,6
prt,2004,6.2
prt,2005,6.4
prt,2006,6.6
prt,2007,6.7
prt,2008,6.9
prt,2009,7.1
prt,2010,7.3
prt,2011,7.5
prt,2012,7.6
prt,2013,7.8
prt,2014,8
prt,2015,8.1
prt,2016,8.2
prt,2017,8.3
prt,2018,8.4
prt,2019,8.5
prt,2020,8.5
pry,2000,7.2
pry,2001,7.4
pry,2002,7.6
pry,2003,7.9
pry,2004,8.1
pry,2005,8.3
pry,2006,8.5
pry,2007,8.8
pry,2008,9
pry,2009,9.3
pry,2010,9.6
pry,2011,9.8
pry,2012,10.1
pry,2013,10.4
pry,2014,10.7
pry,2015,10.9
pry,2016,11.2
pry,2017,11.4
pry,2018,11.6
pry,2019,11.8
pry,2020,12
pse,2000,7.1
pse,2001,7.2
pse,2002,7.3
pse,2003,7.4
pse,2004,7.5
pse,2005,7.6
pse,2006,7.6
pse,2007,7.7
pse,2008,7.8
pse,2009,7.9
pse,2010,7.9
pse,2011,8
pse,2012,8.1
pse,2013,8.2
pse,2014,8.3
pse,2015,8.3
pse,2016,8.3
pse,2017,8.4
pse,2018,8.4
pse,2019,8.5
pse,2020,8.5
qat,2000,9.9
qat,2001,10.2
qat,2002,10.5
qat,2003,10.8
qat,2004,11.1
qat,2005,11.4
qat,2006,11.7
qat,2007,11.9
qat,2008,12.2
qat,2009,12.4
qat,2010,12.6
qat,2011,12.9
qat,2012,13.1
qat,2013,13.2
qat,2014,13.4
qat,2015,13.5
qat,2016,13.6
qat,2017,13.7
qat,2018,13.8
qat,2019,13.9
qat,2020,13.9
rou,2000,8.9
rou,2001,9.4
rou,2002,9.9
rou,2003,10.3
rou,2004,10.7
rou,2005,10.9
rou,2006,11
rou,2007,10.9
rou,2008,10.8
rou,2009,10.6
rou,2010,10.3
rou,2011,9.9
rou,2012,9.5
rou,2013,9
rou,2014,8.4
rou,2015,7.9
rou,2016,7.5
rou,2017,7.2
rou,2018,7
rou,2019,6.8
rou,2020,6.7
rwa,2000,7
rwa,2001,7.4
rwa,2002,7.7
rwa,2003,7.8
rwa,2004,7.8
rwa,2005,7.7
rwa,2006,7.4
rwa,2007,7.1
rwa,2008,6.7
rwa,2009,6.4
rwa,2010,6.1
rwa,2011,5.9
rwa,2012,5.7
rwa,2013,5.5
rwa,2014,5.4
rwa,2015,5.3
rwa,2016,5.2
rwa,2017,5.2
rwa,2018,5.2
rwa,2019,5.2
rwa,2020,5.2
sau,2000,3.1
sau,2001,3.3
sau,2002,3.4
sau,2003,3.6
sau,2004,3.9
sau,2005,4.1
sau,2006,4.4
sau,2007,4.7
sau,2008,5
sau,2009,5.3
sau,2010,5.5
sau,2011,5.9
sau,2012,6.2
sau,2013,6.4
sau,2014,6.7
sau,2015,6.9
sau,2016,7.1
sau,2017,7.3
sau,2018,7.4
sau,2019,7.5
sau,2020,7.6
sdn,2000,3.5
sdn,2001,3.6
sdn,2002,3.6
sdn,2003,3.6
sdn,2004,3.6
sdn,2005,3.5
sdn,2006,3.3
sdn,2007,3.1
sdn,2008,2.9
sdn,2009,2.8
sdn,2010,2.7
sdn,2011,2.6
sdn,2012,2.5
sdn,2013,2.4
sdn,2014,2.4
sdn,2015,2.4
sdn,2016,2.4
sdn,2017,2.5
sdn,2018,2.6
sdn,2019,2.6
sdn,2020,2.7
sen,2000,3.2
sen,2001,3.2
sen,2002,3.3
sen,2003,3.2
sen,2004,3.1
sen,2005,2.8
sen,2006,2.5
sen,2007,2.2
sen,2008,1.9
sen,2009,1.7
sen,2010,1.6
sen,2011,1.5
sen,2012,1.5
sen,2013,1.4
sen,2014,1.5
sen,2015,1.5
sen,2016,1.6
sen,2017,1.7
sen,2018,1.8
sen,2019,1.9
sen,2020,2.1
sgp,2000,3
sgp,2001,3
sgp,2002,3.1
sgp,2003,3.1
sgp,2004,3.2
sgp,2005,3.2
sgp,2006,3.3
sgp,2007,3.4
sgp,2008,3.5
sgp,2009,3.7
sgp,2010,3.8
sgp,2011,3.9
sgp,2012,4
sgp,2013,4.1
sgp,2014,4.2
sgp,2015,4.3
sgp,2016,4.4
sgp,2017,4.5
sgp,2018,4.6
sgp,2019,4.7
sgp,2020,4.8
slb,2000,2.9
slb,2001,3
slb,2002,3
slb,2003,3
slb,2004,3.1
slb,2005,3.1
slb,2006,3.1
slb,2007,3.2
slb,2008,3.2
slb,2009,3.3
slb,2010,3.4
slb,2011,3.4
slb,2012,3.5
slb,2013,3.5
slb,2014,3.6
slb,2015,3.7
slb,2016,3.7
slb,2017,3.8
slb,2018,3.8
slb,2019,3.9
slb,2020,4
sle,2000,4.8
sle,2001,5.1
sle,2002,5.4
sle,2003,5.5
sle,2004,5.5
sle,2005,5.2
sle,2006,4.8
sle,2007,4.3
sle,2008,3.9
sle,2009,3.7
sle,2010,3.5
sle,2011,3.4
sle,2012,3.4
sle,2013,3.4
sle,2014,3.5
sle,2015,3.6
sle,2016,3.7
sle,2017,3.9
sle,2018,4.2
sle,2019,4.4
sle,2020,4.7
slv,2000,4.7
slv,2001,4.8
slv,2002,5
slv,2003,5.1
slv,2004,5.2
slv,2005,5.3
slv,2006,5.4
slv,2007,5.5
slv,2008,5.6
slv,2009,5.7
slv,2010,5.8
slv,2011,5.9
slv,2012,6
slv,2013,6.1
slv,2014,6.1
slv,2015,6.3
slv,2016,6.3
slv,2017,6.4
slv,2018,6.5
slv,2019,6.5
slv,2020,6.6
som,2000,4.5
som,2001,4.7
som,2002,4.8
som,2003,4.8
som,2004,4.7
som,2005,4.5
som,2006,4.3
som,2007,4
som,2008,3.8
som,2009,3.6
som,2010,3.4
som,2011,3.2
som,2012,3.1
som,2013,3
som,2014,2.9
som,2015,2.9
som,2016,2.9
som,2017,2.8
som,2018,2.9
som,2019,2.9
som,2020,2.9
srb,2000,13.7
srb,2001,14.5
srb,2002,15.4
srb,2003,16.1
srb,2004,16.8
srb,2005,17.3
srb,2006,17.6
srb,2007,17.6
srb,2008,17.5
srb,2009,17.3
srb,2010,16.8
srb,2011,16.2
srb,2012,15.5
srb,2013,14.6
srb,2014,13.8
srb,2015,13
srb,2016,12.3
srb,2017,11.7
srb,2018,11.3
srb,2019,11
srb,2020,10.8
ssd,2000,8.4
ssd,2001,8.8
ssd,2002,9.1
ssd,2003,9.3
ssd,2004,9.2
ssd,2005,9
ssd,2006,8.6
ssd,2007,8.2
ssd,2008,7.8
ssd,2009,7.4
ssd,2010,7
ssd,2011,6.7
ssd,2012,6.4
ssd,2013,6.2
ssd,2014,6
ssd,2015,5.9
ssd,2016,5.8
ssd,2017,5.7
ssd,2018,5.7
ssd,2019,5.7
ssd,2020,5.7
stp,2000,3.9
stp,2001,4.2
stp,2002,4.3
stp,2003,4.4
stp,2004,4.4
stp,2005,4.1
stp,2006,3.8
stp,2007,3.4
stp,2008,3.2
stp,2009,2.9
stp,2010,2.8
stp,2011,2.7
stp,2012,2.7
stp,2013,2.7
stp,2014,2.8
stp,2015,2.9
stp,2016,3.1
stp,2017,3.3
stp,2018,3.5
stp,2019,3.8
stp,2020,4
sur,2000,3.5
sur,2001,3.5
sur,2002,3.6
sur,2003,3.6
sur,2004,3.6
sur,2005,3.6
sur,2006,3.6
sur,2007,3.7
sur,2008,3.7
sur,2009,3.7
sur,2010,3.7
sur,2011,3.7
sur,2012,3.8
sur,2013,3.8
sur,2014,3.8
sur,2015,3.9
sur,2016,3.9
sur,2017,3.9
sur,2018,4
sur,2019,4
sur,2020,4
swz,2000,11.4
swz,2001,11.5
swz,2002,11.5
swz,2003,11.5
swz,2004,11.5
swz,2005,11.4
swz,2006,11.4
swz,2007,11.3
swz,2008,11.2
swz,2009,11
swz,2010,10.9
swz,2011,10.8
swz,2012,10.6
swz,2013,10.5
swz,2014,10.4
swz,2015,10.2
swz,2016,10.1
swz,2017,10
swz,2018,9.9
swz,2019,9.8
swz,2020,9.7
syc,2000,10.9
syc,2001,11.6
syc,2002,12.1
syc,2003,12.4
syc,2004,12.4
syc,2005,12.2
syc,2006,11.9
syc,2007,11.5
syc,2008,11
syc,2009,10.6
syc,2010,10.2
syc,2011,9.9
syc,2012,9.6
syc,2013,9.4
syc,2014,9.3
syc,2015,9.3
syc,2016,9.3
syc,2017,9.4
syc,2018,9.5
syc,2019,9.7
syc,2020,9.8
syr,2000,16.9
syr,2001,17.3
syr,2002,17.6
syr,2003,17.9
syr,2004,18.1
syr,2005,18.4
syr,2006,18.7
syr,2007,18.9
syr,2008,19
syr,2009,19.1
syr,2010,19.2
syr,2011,19.3
syr,2012,19.2
syr,2013,19
syr,2014,18.9
syr,2015,18.7
syr,2016,18.6
syr,2017,18.5
syr,2018,18.4
syr,2019,18.3
syr,2020,18.2
tcd,2000,3.4
tcd,2001,3.7
tcd,2002,3.9
tcd,2003,4
tcd,2004,3.9
tcd,2005,3.7
tcd,2006,3.4
tcd,2007,3.1
tcd,2008,2.8
tcd,2009,2.6
tcd,2010,2.5
tcd,2011,2.4
tcd,2012,2.4
tcd,2013,2.4
tcd,2014,2.5
tcd,2015,2.6
tcd,2016,2.7
tcd,2017,2.8
tcd,2018,3
tcd,2019,3.2
tcd,2020,3.4
tgo,2000,2.8
tgo,2001,2.9
tgo,2002,3.1
tgo,2003,3.1
tgo,2004,3
tgo,2005,2.8
tgo,2006,2.6
tgo,2007,2.3
tgo,2008,2.1
tgo,2009,1.9
tgo,2010,1.8
tgo,2011,1.7
tgo,2012,1.7
tgo,2013,1.7
tgo,2014,1.7
tgo,2015,1.8
tgo,2016,1.9
tgo,2017,2
tgo,2018,2.1
tgo,2019,2.3
tgo,2020,2.4
tha,2000,6.4
tha,2001,6.7
tha,2002,6.9
tha,2003,7.1
tha,2004,7.3
tha,2005,7.5
tha,2006,7.7
tha,2007,7.9
