geo,time,sh_anm_allw_zs
gtm,2004,18.6
gtm,2005,17.7
gtm,2006,16.8
gtm,2007,15.9
gtm,2008,14.9
gtm,2009,14
gtm,2010,12.9
gtm,2011,11.9
gtm,2012,11
gtm,2013,10.2
gtm,2014,9.5
gtm,2015,8.9
gtm,2016,8.4
gtm,2017,7.9
gtm,2018,7.6
gtm,2019,7.4
guy,2000,44.1
guy,2001,43.1
guy,2002,42.1
guy,2003,41.6
guy,2004,41
guy,2005,40.3
guy,2006,39.5
guy,2007,38.7
guy,2008,37.9
guy,2009,36.9
guy,2010,35.9
guy,2011,35.1
guy,2012,34.4
guy,2013,33.8
guy,2014,33.2
guy,2015,32.7
guy,2016,32.3
guy,2017,32
guy,2018,31.8
guy,2019,31.7
hnd,2000,21.5
hnd,2001,20.7
hnd,2002,20
hnd,2003,19.4
hnd,2004,18.9
hnd,2005,18.4
hnd,2006,18
hnd,2007,17.7
hnd,2008,17.3
hnd,2009,17
hnd,2010,16.8
hnd,2011,16.7
hnd,2012,16.6
hnd,2013,16.6
hnd,2014,16.7
hnd,2015,16.9
hnd,2016,17.1
hnd,2017,17.3
hnd,2018,17.6
hnd,2019,18
hrv,2000,21.3
hrv,2001,21.1
hrv,2002,20.9
hrv,2003,20.8
hrv,2004,20.8
hrv,2005,20.8
hrv,2006,20.7
hrv,2007,20.7
hrv,2008,20.6
hrv,2009,20.5
hrv,2010,20.4
hrv,2011,20.4
hrv,2012,20.4
hrv,2013,20.5
hrv,2014,20.5
hrv,2015,20.5
hrv,2016,20.5
hrv,2017,20.6
hrv,2018,20.7
hrv,2019,21
hti,2000,53.8
hti,2001,53.1
hti,2002,52.5
hti,2003,51.9
hti,2004,51.3
hti,2005,50.8
hti,2006,50.2
hti,2007,49.7
hti,2008,49.1
hti,2009,48.6
hti,2010,48.2
hti,2011,47.8
hti,2012,47.6
hti,2013,47.4
hti,2014,47.3
hti,2015,47.4
hti,2016,47.4
hti,2017,47.5
hti,2018,47.6
hti,2019,47.7
hun,2000,19.3
hun,2001,19
hun,2002,18.8
hun,2003,18.8
hun,2004,18.9
hun,2005,18.9
hun,2006,19.1
hun,2007,19.2
hun,2008,19.2
hun,2009,19.3
hun,2010,19.5
hun,2011,19.6
hun,2012,19.6
hun,2013,19.6
hun,2014,19.6
hun,2015,19.6
hun,2016,19.5
hun,2017,19.4
hun,2018,19.5
hun,2019,19.7
idn,2000,33.3
idn,2001,32.4
idn,2002,31.7
idn,2003,30.9
idn,2004,30.2
idn,2005,29.5
idn,2006,28.9
idn,2007,28.3
idn,2008,27.7
idn,2009,27.3
idn,2010,27
idn,2011,26.9
idn,2012,27
idn,2013,27.2
idn,2014,27.6
idn,2015,28.2
idn,2016,28.9
idn,2017,29.6
idn,2018,30.4
idn,2019,31.2
ind,2000,54.1
ind,2001,54
ind,2002,54
ind,2003,54.1
ind,2004,54.1
ind,2005,54.2
ind,2006,54.1
ind,2007,54.1
ind,2008,54
ind,2009,53.7
ind,2010,53.5
ind,2011,53.4
ind,2012,53.2
ind,2013,53
ind,2014,52.9
ind,2015,52.7
ind,2016,52.6
ind,2017,52.8
ind,2018,52.9
ind,2019,53
irl,2000,11
irl,2001,10.8
irl,2002,10.7
irl,2003,10.6
irl,2004,10.5
irl,2005,10.5
irl,2006,10.6
irl,2007,10.6
irl,2008,10.7
irl,2009,10.7
irl,2010,10.8
irl,2011,10.9
irl,2012,10.9
irl,2013,11
irl,2014,11.1
irl,2015,11.2
irl,2016,11.4
irl,2017,11.6
irl,2018,11.8
irl,2019,12.1
irn,2000,27.4
irn,2001,26.5
irn,2002,26
irn,2003,25.5
irn,2004,25
irn,2005,24.5
irn,2006,24.1
irn,2007,23.8
irn,2008,23.4
irn,2009,23.2
irn,2010,23
irn,2011,22.8
irn,2012,22.8
irn,2013,22.8
irn,2014,22.9
irn,2015,23
irn,2016,23.1
irn,2017,23.4
irn,2018,23.7
irn,2019,24.1
irq,2000,39.5
irq,2001,38.6
irq,2002,37.8
irq,2003,37.3
irq,2004,36.6
irq,2005,35.9
irq,2006,34.9
irq,2007,33.9
irq,2008,32.9
irq,2009,32.1
irq,2010,31.2
irq,2011,30.5
irq,2012,29.8
irq,2013,29.3
irq,2014,28.8
irq,2015,28.6
irq,2016,28.5
irq,2017,28.4
irq,2018,28.4
irq,2019,28.6
isl,2000,10.2
isl,2001,9.9
isl,2002,9.7
isl,2003,9.6
isl,2004,9.5
isl,2005,9.4
isl,2006,9.4
isl,2007,9.4
isl,2008,9.3
isl,2009,9.3
isl,2010,9.3
isl,2011,9.3
isl,2012,9.4
isl,2013,9.5
isl,2014,9.5
isl,2015,9.6
isl,2016,9.7
isl,2017,9.9
isl,2018,10.1
isl,2019,10.3
isr,2000,12.8
isr,2001,12.3
isr,2002,12
isr,2003,11.7
isr,2004,11.5
isr,2005,11.4
isr,2006,11.3
isr,2007,11.3
isr,2008,11.3
isr,2009,11.3
isr,2010,11.4
isr,2011,11.4
isr,2012,11.5
isr,2013,11.6
isr,2014,11.7
isr,2015,11.9
isr,2016,12.1
isr,2017,12.3
isr,2018,12.6
isr,2019,12.9
ita,2000,12
ita,2001,11.8
ita,2002,11.7
ita,2003,11.7
ita,2004,11.6
ita,2005,11.6
ita,2006,11.6
ita,2007,11.5
ita,2008,11.5
ita,2009,11.5
ita,2010,11.5
ita,2011,11.6
ita,2012,11.8
ita,2013,12
ita,2014,12.3
ita,2015,12.5
ita,2016,12.7
ita,2017,13
ita,2018,13.3
ita,2019,13.6
jam,2000,24.8
jam,2001,24.1
jam,2002,23.5
jam,2003,23
jam,2004,22.5
jam,2005,22
jam,2006,21.6
jam,2007,21.2
jam,2008,20.7
jam,2009,20.3
jam,2010,20
jam,2011,19.7
jam,2012,19.5
jam,2013,19.3
jam,2014,19.4
jam,2015,19.4
jam,2016,19.4
jam,2017,19.5
jam,2018,19.6
jam,2019,19.9
jor,2000,30.4
jor,2001,29.9
jor,2002,29.5
jor,2003,29.3
jor,2004,29.1
jor,2005,29
jor,2006,29
jor,2007,29
jor,2008,29
jor,2009,29.1
jor,2010,29.3
jor,2011,29.9
jor,2012,30.5
jor,2013,31.2
jor,2014,32.2
jor,2015,33.2
jor,2016,34.4
jor,2017,35.6
jor,2018,36.6
jor,2019,37.7
jpn,2000,21.3
jpn,2001,21.4
jpn,2002,21.4
jpn,2003,21.4
jpn,2004,21.3
jpn,2005,21.2
jpn,2006,21.1
jpn,2007,20.9
jpn,2008,20.6
jpn,2009,20.4
jpn,2010,20.1
jpn,2011,19.9
jpn,2012,19.7
jpn,2013,19.5
jpn,2014,19.3
jpn,2015,19.2
jpn,2016,19.1
jpn,2017,19.1
jpn,2018,19
jpn,2019,19
kaz,2000,34.9
kaz,2001,34.1
kaz,2002,33.3
kaz,2003,32.4
kaz,2004,31.6
kaz,2005,30.8
kaz,2006,30
kaz,2007,29.3
kaz,2008,28.5
kaz,2009,27.9
kaz,2010,27.5
kaz,2011,27.3
kaz,2012,27.3
kaz,2013,27.4
kaz,2014,27.5
kaz,2015,27.7
kaz,2016,27.9
kaz,2017,28.2
kaz,2018,28.4
kaz,2019,28.7
ken,2000,39.8
ken,2001,38.7
ken,2002,37.6
ken,2003,36.6
ken,2004,35.5
ken,2005,34.3
ken,2006,33.2
ken,2007,32.1
ken,2008,31
ken,2009,30.1
ken,2010,29.3
ken,2011,28.7
ken,2012,28.4
ken,2013,28.2
ken,2014,28.1
ken,2015,28.1
ken,2016,28.1
ken,2017,28.2
ken,2018,28.4
ken,2019,28.7
kgz,2000,36.6
kgz,2001,36.2
kgz,2002,36
kgz,2003,35.8
kgz,2004,35.5
kgz,2005,35.4
kgz,2006,35.2
kgz,2007,34.8
kgz,2008,34.6
kgz,2009,34.4
kgz,2010,34.2
kgz,2011,34
kgz,2012,34.1
kgz,2013,34.2
kgz,2014,34.5
kgz,2015,34.8
kgz,2016,35
kgz,2017,35.2
kgz,2018,35.5
kgz,2019,35.8
khm,2000,53.9
khm,2001,52.8
khm,2002,51.8
khm,2003,50.9
khm,2004,50
khm,2005,49.2
khm,2006,48.3
khm,2007,47.6
khm,2008,47
khm,2009,46.6
khm,2010,46.3
khm,2011,46.1
khm,2012,46.1
khm,2013,46.2
khm,2014,46.4
khm,2015,46.5
khm,2016,46.7
khm,2017,46.8
khm,2018,47
khm,2019,47.1
kir,2000,32.8
kir,2001,32.3
kir,2002,31.9
kir,2003,31.5
kir,2004,31.3
kir,2005,31.2
kir,2006,31.2
kir,2007,31.3
kir,2008,31.4
kir,2009,31.5
kir,2010,31.6
kir,2011,31.7
kir,2012,31.8
kir,2013,31.9
kir,2014,32
kir,2015,32.1
kir,2016,32.2
kir,2017,32.3
kir,2018,32.4
kir,2019,32.6
kna,2000,20.6
kna,2001,19.9
kna,2002,19.5
kna,2003,19.1
kna,2004,18.9
kna,2005,18.6
kna,2006,18.3
kna,2007,18
kna,2008,17.6
kna,2009,17.3
kna,2010,17
kna,2011,16.3
kna,2012,16
kna,2013,15.4
kna,2014,15
kna,2015,14.9
kna,2016,14.8
kna,2017,14.8
kna,2018,15.1
kna,2019,15.4
kor,2000,17.5
kor,2001,17.3
kor,2002,16.9
kor,2003,16.7
kor,2004,16.4
kor,2005,16
kor,2006,15.7
kor,2007,15.5
kor,2008,15.1
kor,2009,14.7
kor,2010,14.3
kor,2011,14
kor,2012,13.7
kor,2013,13.4
kor,2014,13.2
kor,2015,13.1
kor,2016,13.1
kor,2017,13.1
kor,2018,13.2
kor,2019,13.5
kwt,2000,24.1
kwt,2001,23.4
kwt,2002,22.6
kwt,2003,22.2
kwt,2004,21.7
kwt,2005,21.2
kwt,2006,20.4
kwt,2007,20.1
kwt,2008,20.1
kwt,2009,20.3
kwt,2010,20.4
kwt,2011,20.7
kwt,2012,21.1
kwt,2013,21.7
kwt,2014,22.1
kwt,2015,22.4
kwt,2016,22.7
kwt,2017,23.1
kwt,2018,23.4
kwt,2019,23.7
lao,2000,42.6
lao,2001,41.7
lao,2002,40.9
lao,2003,40.2
lao,2004,39.4
lao,2005,38.7
lao,2006,38.1
lao,2007,37.5
lao,2008,37
lao,2009,36.6
lao,2010,36.4
lao,2011,36.2
lao,2012,36.3
lao,2013,36.5
lao,2014,36.8
lao,2015,37.2
lao,2016,37.7
lao,2017,38.2
lao,2018,38.8
lao,2019,39.5
lbn,2000,26.6
lbn,2001,26.3
lbn,2002,26
lbn,2003,25.8
lbn,2004,25.8
lbn,2005,25.6
lbn,2006,25.4
lbn,2007,25.3
lbn,2008,25.2
lbn,2009,25.1
lbn,2010,25
lbn,2011,25.2
lbn,2012,25.4
lbn,2013,25.9
lbn,2014,26.3
lbn,2015,26.7
lbn,2016,27.1
lbn,2017,27.5
lbn,2018,27.9
lbn,2019,28.3
lbr,2000,53
lbr,2001,51.9
lbr,2002,50.8
lbr,2003,50.1
lbr,2004,49.5
lbr,2005,48.7
lbr,2006,47.9
lbr,2007,47.1
lbr,2008,46.3
lbr,2009,45.5
lbr,2010,44.8
lbr,2011,44.1
lbr,2012,43.6
lbr,2013,43.2
lbr,2014,42.9
lbr,2015,42.7
lbr,2016,42.5
lbr,2017,42.4
lbr,2018,42.5
lbr,2019,42.6
lby,2000,32.6
lby,2001,32.1
lby,2002,31.8
lby,2003,31.4
lby,2004,31.1
lby,2005,30.7
lby,2006,30.3
lby,2007,29.8
lby,2008,29.5
lby,2009,29.1
lby,2010,28.8
lby,2011,28.7
lby,2012,28.6
lby,2013,28.7
lby,2014,28.8
lby,2015,28.9
lby,2016,29.2
lby,2017,29.4
lby,2018,29.6
lby,2019,29.9
lca,2000,19
lca,2001,18.3
lca,2002,17.8
lca,2003,17.6
lca,2004,17.3
lca,2005,17
lca,2006,16.6
lca,2007,16.2
lca,2008,15.8
lca,2009,15.4
lca,2010,14.9
lca,2011,14.5
lca,2012,14.1
lca,2013,13.8
lca,2014,13.7
lca,2015,13.7
lca,2016,13.8
lca,2017,13.9
lca,2018,14.1
lca,2019,14.3
lka,2000,38.8
lka,2001,38.2
lka,2002,37.6
lka,2003,37
lka,2004,36.5
lka,2005,36
lka,2006,35.5
lka,2007,35
lka,2008,34.5
lka,2009,34.1
lka,2010,33.8
lka,2011,33.6
lka,2012,33.5
lka,2013,33.5
lka,2014,33.6
lka,2015,33.8
lka,2016,33.9
lka,2017,34.1
lka,2018,34.4
lka,2019,34.6
lso,2000,36.5
lso,2001,35.7
lso,2002,34.8
lso,2003,34
lso,2004,33.3
lso,2005,32.6
lso,2006,31.9
lso,2007,31.2
lso,2008,30.5
lso,2009,29.9
lso,2010,29.4
lso,2011,28.8
lso,2012,28.3
lso,2013,28
lso,2014,27.7
lso,2015,27.5
lso,2016,27.4
lso,2017,27.3
lso,2018,27.5
lso,2019,27.9
ltu,2000,22.2
ltu,2001,21.7
ltu,2002,21.2
ltu,2003,20.9
ltu,2004,20.3
ltu,2005,19.5
ltu,2006,19
ltu,2007,18.8
ltu,2008,18.6
ltu,2009,18.5
ltu,2010,18.5
ltu,2011,18.6
ltu,2012,18.8
ltu,2013,18.9
ltu,2014,19
ltu,2015,19.1
ltu,2016,19.2
ltu,2017,19.4
ltu,2018,19.6
ltu,2019,19.9
lux,2000,8.8
lux,2001,8.7
lux,2002,8.6
lux,2003,8.6
lux,2004,8.6
lux,2005,8.6
lux,2006,8.6
lux,2007,8.7
lux,2008,8.7
lux,2009,8.8
lux,2010,8.8
lux,2011,8.9
lux,2012,9
lux,2013,9
lux,2014,9.2
lux,2015,9.3
lux,2016,9.5
lux,2017,9.7
lux,2018,10
lux,2019,10.2
lva,2000,23.9
lva,2001,23.5
lva,2002,23
lva,2003,22.5
lva,2004,22.1
lva,2005,21.7
lva,2006,21.3
lva,2007,21.1
lva,2008,20.8
lva,2009,20.7
lva,2010,20.7
lva,2011,20.8
lva,2012,20.9
lva,2013,20.9
lva,2014,21
lva,2015,21.2
lva,2016,21.3
lva,2017,21.3
lva,2018,21.4
lva,2019,21.6
mar,2000,35.3
mar,2001,34.8
mar,2002,34.3
mar,2003,33.9
mar,2004,33.6
mar,2005,33.2
mar,2006,32.7
mar,2007,32.1
mar,2008,31.5
mar,2009,31
mar,2010,30.5
mar,2011,30.1
mar,2012,29.8
mar,2013,29.6
mar,2014,29.5
mar,2015,29.5
mar,2016,29.5
mar,2017,29.6
mar,2018,29.7
mar,2019,29.9
mco,2000,11.1
mco,2001,11
mco,2002,10.9
mco,2003,10.9
mco,2004,10.8
mco,2005,10.8
mco,2006,10.8
mco,2007,10.8
mco,2008,10.7
mco,2009,10.7
mco,2010,10.7
mco,2011,10.8
mco,2012,10.9
mco,2013,11
mco,2014,11.1
mco,2015,11.3
mco,2016,11.5
mco,2017,11.7
mco,2018,12
mco,2019,12.3
mda,2000,29
mda,2001,28.6
mda,2002,28.2
mda,2003,27.7
mda,2004,27.2
mda,2005,26.9
mda,2006,26.7
mda,2007,26.4
mda,2008,26.2
mda,2009,26
mda,2010,26
mda,2011,26
mda,2012,26
mda,2013,25.9
mda,2014,25.9
mda,2015,25.9
mda,2016,26
mda,2017,26
mda,2018,26
mda,2019,26.1
mdg,2000,42.6
mdg,2001,42.3
mdg,2002,42
mdg,2003,41.6
mdg,2004,41.1
mdg,2005,40.5
mdg,2006,39.9
mdg,2007,39.5
mdg,2008,38.9
mdg,2009,38.3
mdg,2010,37.9
mdg,2011,37.7
mdg,2012,37.5
mdg,2013,37.4
mdg,2014,37.4
mdg,2015,37.4
mdg,2016,37.5
mdg,2017,37.5
mdg,2018,37.7
mdg,2019,37.8
mdv,2000,48
mdv,2001,47.1
mdv,2002,46.3
mdv,2003,45.7
mdv,2004,45.2
mdv,2005,44.8
mdv,2006,44.5
mdv,2007,44.3
mdv,2008,44.2
mdv,2009,44.3
mdv,2010,44.5
mdv,2011,44.9
mdv,2012,45.6
mdv,2013,46.4
mdv,2014,47.3
mdv,2015,48.3
mdv,2016,49.3
mdv,2017,50.3
mdv,2018,51.3
mdv,2019,52.2
mex,2000,23.5
mex,2001,22.6
mex,2002,21.8
mex,2003,21.1
mex,2004,20.4
mex,2005,19.8
mex,2006,19.1
mex,2007,18.5
mex,2008,17.9
mex,2009,17.3
mex,2010,16.8
mex,2011,16.3
mex,2012,15.9
mex,2013,15.6
mex,2014,15.3
mex,2015,15.1
mex,2016,15
mex,2017,15
mex,2018,15.1
mex,2019,15.3
mhl,2000,31
mhl,2001,30.7
mhl,2002,30.5
mhl,2003,30.4
mhl,2004,30.3
mhl,2005,30.3
mhl,2006,30.2
mhl,2007,30.1
mhl,2008,30
mhl,2009,29.7
mhl,2010,29.7
mhl,2011,29.7
mhl,2012,29.7
mhl,2013,29.7
mhl,2014,29.7
mhl,2015,29.9
mhl,2016,30.1
mhl,2017,30.2
mhl,2018,30.4
mhl,2019,30.6
mkd,2000,15.8
mkd,2001,15.9
mkd,2002,16.1
mkd,2003,16.3
mkd,2004,16.3
mkd,2005,16.4
mkd,2006,16.5
mkd,2007,16.5
mkd,2008,16.6
mkd,2009,16.6
mkd,2010,16.8
mkd,2011,17
mkd,2012,17.2
mkd,2013,17.4
mkd,2014,17.7
mkd,2015,17.9
mkd,2016,18.2
mkd,2017,18.5
mkd,2018,18.9
mkd,2019,19.3
mli,2000,62.9
mli,2001,62.5
mli,2002,62.2
mli,2003,61.8
mli,2004,61.4
mli,2005,61
mli,2006,60.5
mli,2007,60
mli,2008,59.5
mli,2009,59.1
mli,2010,58.6
mli,2011,58.4
mli,2012,58.2
mli,2013,58.2
mli,2014,58.2
mli,2015,58.3
mli,2016,58.5
mli,2017,58.6
mli,2018,58.8
mli,2019,59
mlt,2000,13.7
mlt,2001,13.4
mlt,2002,13.2
mlt,2003,13
mlt,2004,12.7
mlt,2005,12.6
mlt,2006,12.5
mlt,2007,12.4
mlt,2008,12.3
mlt,2009,12.3
mlt,2010,12.3
mlt,2011,12.2
mlt,2012,12.3
mlt,2013,12.3
mlt,2014,12.4
mlt,2015,12.6
mlt,2016,12.7
mlt,2017,13
mlt,2018,13.3
mlt,2019,13.7
mmr,2000,47.6
mmr,2001,46.6
mmr,2002,45.7
mmr,2003,44.8
mmr,2004,43.9
mmr,2005,43
mmr,2006,42.1
mmr,2007,41.3
mmr,2008,40.5
mmr,2009,40
mmr,2010,39.6
mmr,2011,39.4
mmr,2012,39.4
mmr,2013,39.6
mmr,2014,40
mmr,2015,40.4
mmr,2016,40.9
mmr,2017,41.2
mmr,2018,41.7
mmr,2019,42.1
mne,2000,16.5
mne,2001,16.4
mne,2002,16.3
mne,2003,16.3
mne,2004,16.2
mne,2005,16.2
mne,2006,16.2
mne,2007,16.2
mne,2008,16.1
mne,2009,16
mne,2010,16
mne,2011,16
mne,2012,16.1
mne,2013,16.1
mne,2014,16.2
mne,2015,16.3
mne,2016,16.5
mne,2017,16.7
mne,2018,16.9
mne,2019,17.2
mng,2000,15.4
mng,2001,15.5
mng,2002,15.8
mng,2003,16.2
mng,2004,16.5
mng,2005,16.5
mng,2006,16
mng,2007,15.7
mng,2008,15.5
mng,2009,15.1
mng,2010,14.8
mng,2011,14.5
mng,2012,14.3
mng,2013,14.3
mng,2014,14.2
mng,2015,14.1
mng,2016,14.1
mng,2017,14.1
mng,2018,14.3
mng,2019,14.5
moz,2000,49.4
moz,2001,49.6
moz,2002,49.8
moz,2003,50.1
moz,2004,50.3
moz,2005,50.3
moz,2006,50.3
moz,2007,50.2
moz,2008,49.9
moz,2009,49.6
moz,2010,49.2
moz,2011,49
moz,2012,48.8
moz,2013,48.7
moz,2014,48.5
moz,2015,48.3
moz,2016,48.2
moz,2017,48.1
moz,2018,48
moz,2019,47.9
mrt,2000,48.7
mrt,2001,48.4
mrt,2002,48.2
mrt,2003,48
mrt,2004,47.9
mrt,2005,47.7
mrt,2006,47.4
mrt,2007,47.1
mrt,2008,46.7
mrt,2009,46.3
mrt,2010,45.9
mrt,2011,45.5
mrt,2012,45.1
mrt,2013,44.8
mrt,2014,44.5
mrt,2015,44.2
mrt,2016,43.9
mrt,2017,43.7
mrt,2018,43.5
mrt,2019,43.3
mus,2000,18.6
mus,2001,18.6
mus,2002,18.6
mus,2003,18.7
mus,2004,18.7
mus,2005,18.7
mus,2006,18.7
mus,2007,18.7
mus,2008,18.7
mus,2009,18.6
mus,2010,18.7
mus,2011,18.9
mus,2012,19.2
mus,2013,19.7
mus,2014,20.2
mus,2015,20.7
mus,2016,21.4
mus,2017,22
mus,2018,22.7
mus,2019,23.5
mwi,2000,37.9
mwi,2001,37.6
mwi,2002,37.3
mwi,2003,37
mwi,2004,36.6
mwi,2005,36
mwi,2006,35.2
mwi,2007,34.3
mwi,2008,33.3
mwi,2009,32.4
mwi,2010,31.5
mwi,2011,31
mwi,2012,30.6
mwi,2013,30.4
mwi,2014,30.3
mwi,2015,30.4
mwi,2016,30.5
mwi,2017,30.8
mwi,2018,31
mwi,2019,31.4
mys,2000,35.1
mys,2001,34.7
mys,2002,34.2
mys,2003,33.5
mys,2004,32.9
mys,2005,32.5
mys,2006,32
mys,2007,31.5
mys,2008,31.1
mys,2009,30.7
mys,2010,30.4
mys,2011,30.2
mys,2012,30.1
mys,2013,30.2
mys,2014,30.4
mys,2015,30.7
mys,2016,30.9
mys,2017,31.3
mys,2018,31.6
mys,2019,32
nam,2000,30.4
nam,2001,29.5
nam,2002,28.7
nam,2003,28.3
nam,2004,28
nam,2005,27.5
nam,2006,27
nam,2007,26.5
nam,2008,25.9
nam,2009,25.5
nam,2010,25.1
nam,2011,24.8
nam,2012,24.7
nam,2013,24.5
nam,2014,24.4
nam,2015,24.5
nam,2016,24.5
nam,2017,24.6
nam,2018,24.8
nam,2019,25.2
ner,2000,51.8
ner,2001,51.4
ner,2002,51
ner,2003,50.7
ner,2004,50.3
ner,2005,50
ner,2006,49.8
ner,2007,49.6
ner,2008,49.4
ner,2009,49.2
ner,2010,49
ner,2011,49
ner,2012,49.1
ner,2013,49.2
ner,2014,49.3
ner,2015,49.3
ner,2016,49.4
ner,2017,49.5
ner,2018,49.5
ner,2019,49.5
nga,2000,58.8
nga,2001,58.5
nga,2002,58.2
nga,2003,57.9
nga,2004,57.5
nga,2005,57.1
nga,2006,56.7
nga,2007,56.3
nga,2008,55.9
nga,2009,55.6
nga,2010,55.3
nga,2011,55.1
nga,2012,54.9
nga,2013,54.9
nga,2014,54.9
nga,2015,54.9
nga,2016,54.9
nga,2017,54.9
nga,2018,55
nga,2019,55.1
nic,2000,19.5
nic,2001,18.4
nic,2002,17.4
nic,2003,16.5
nic,2004,15.8
nic,2005,15.2
nic,2006,14.7
nic,2007,14.3
nic,2008,14
nic,2009,13.8
nic,2010,13.5
nic,2011,13.4
nic,2012,13.3
nic,2013,13.5
nic,2014,13.6
nic,2015,13.9
nic,2016,14.1
nic,2017,14.6
nic,2018,15.1
nic,2019,15.7
nld,2000,10.6
nld,2001,10.6
nld,2002,10.7
nld,2003,10.7
nld,2004,10.8
nld,2005,10.9
nld,2006,10.9
nld,2007,10.8
nld,2008,10.8
nld,2009,10.7
nld,2010,10.7
nld,2011,10.8
nld,2012,10.9
nld,2013,11.1
nld,2014,11.3
nld,2015,11.5
nld,2016,11.9
nld,2017,12.2
nld,2018,12.5
nld,2019,12.8
nor,2000,11.6
nor,2001,11.4
nor,2002,11.2
nor,2003,11
nor,2004,10.9
nor,2005,10.9
nor,2006,10.8
nor,2007,10.7
nor,2008,10.7
nor,2009,10.7
nor,2010,10.7
nor,2011,10.7
nor,2012,10.7
nor,2013,10.8
nor,2014,10.9
nor,2015,11
nor,2016,11.2
nor,2017,11.4
nor,2018,11.7
nor,2019,12
npl,2000,45.8
npl,2001,44.4
npl,2002,43.2
npl,2003,42
npl,2004,41
npl,2005,40
npl,2006,39.2
npl,2007,38.5
npl,2008,37.8
npl,2009,37.1
npl,2010,36.6
npl,2011,36.2
npl,2012,35.9
npl,2013,35.6
npl,2014,35.4
npl,2015,35.3
npl,2016,35.3
npl,2017,35.3
npl,2018,35.5
npl,2019,35.7
nru,2000,30
nru,2001,29.9
nru,2002,29.9
nru,2003,29.9
nru,2004,30
nru,2005,30
nru,2006,30
nru,2007,30
nru,2008,29.9
nru,2009,29.6
nru,2010,29.5
nru,2011,29.5
nru,2012,29.5
nru,2013,29.4
nru,2014,29.3
nru,2015,29.4
nru,2016,29.5
nru,2017,29.5
nru,2018,29.5
nru,2019,29.6
nzl,2000,8.1
nzl,2001,8.1
nzl,2002,8.1
nzl,2003,8.1
nzl,2004,8.1
nzl,2005,8.2
nzl,2006,8.2
nzl,2007,8.3
nzl,2008,8.3
nzl,2009,8.4
nzl,2010,8.5
nzl,2011,8.6
nzl,2012,8.8
nzl,2013,8.8
nzl,2014,9
nzl,2015,9.3
nzl,2016,9.5
nzl,2017,9.8
nzl,2018,10.1
nzl,2019,10.4
omn,2000,37.8
omn,2001,36.9
omn,2002,36.2
omn,2003,35.4
omn,2004,34.6
omn,2005,33.8
omn,2006,33.1
omn,2007,32.2
omn,2008,31.4
omn,2009,30.4
omn,2010,29.7
omn,2011,29.2
omn,2012,29
omn,2013,28.9
omn,2014,28.9
omn,2015,28.8
omn,2016,28.9
omn,2017,29.1
omn,2018,29.1
omn,2019,29.1
pak,2000,40.6
pak,2001,40.6
pak,2002,40.8
pak,2003,41.2
pak,2004,41.5
pak,2005,41.8
pak,2006,42.1
pak,2007,42.4
pak,2008,42.5
pak,2009,42.6
pak,2010,42.6
pak,2011,42.8
pak,2012,42.7
pak,2013,42.4
pak,2014,42.2
pak,2015,42
pak,2016,41.8
pak,2017,41.6
pak,2018,41.4
pak,2019,41.3
pan,2000,28.5
pan,2001,27.9
pan,2002,27.4
pan,2003,27
pan,2004,26.6
pan,2005,26.2
pan,2006,25.6
pan,2007,25
pan,2008,24.3
pan,2009,23.6
pan,2010,23
pan,2011,22.5
pan,2012,22.1
pan,2013,21.7
pan,2014,21.5
pan,2015,21.3
pan,2016,21.2
pan,2017,21.1
pan,2018,21.2
pan,2019,21.2
per,2000,32.4
per,2001,31.5
per,2002,30.5
per,2003,29.5
per,2004,28.5
per,2005,27.4
per,2006,26.3
per,2007,25.1
per,2008,24
per,2009,22.9
per,2010,22
per,2011,21.2
per,2012,20.6
per,2013,20.2
per,2014,20.1
per,2015,20.1
per,2016,20.1
per,2017,20.2
per,2018,20.4
per,2019,20.6
phl,2000,25
phl,2001,24.3
phl,2002,23.8
phl,2003,23.3
phl,2004,22.8
phl,2005,22.2
phl,2006,21.8
phl,2007,21.1
phl,2008,20.2
phl,2009,19.5
phl,2010,18.7
phl,2011,17.8
phl,2012,16.9
phl,2013,15.9
phl,2014,15.2
phl,2015,14.5
phl,2016,13.9
phl,2017,13.3
phl,2018,12.8
phl,2019,12.3
plw,2000,28.1
plw,2001,27.9
plw,2002,27.7
plw,2003,27.6
plw,2004,27.6
plw,2005,27.5
plw,2006,27.5
plw,2007,27.4
plw,2008,27.3
plw,2009,27.2
plw,2010,27.2
plw,2011,27.2
plw,2012,27.3
plw,2013,27.4
plw,2014,27.5
plw,2015,27.7
plw,2016,27.9
plw,2017,28.1
plw,2018,28.3
plw,2019,28.5
png,2000,34.7
png,2001,34.5
png,2002,34.3
png,2003,34.2
png,2004,34.2
png,2005,34.1
png,2006,34
png,2007,33.9
png,2008,33.7
png,2009,33.4
png,2010,33.3
png,2011,33.4
png,2012,33.4
png,2013,33.5
png,2014,33.5
png,2015,33.6
png,2016,33.9
png,2017,34
png,2018,34.2
png,2019,34.4
prk,2000,35
prk,2001,34.3
prk,2002,33.7
prk,2003,33.2
prk,2004,32.8
prk,2005,32.5
prk,2006,32.3
prk,2007,32.1
prk,2008,31.8
prk,2009,31.7
prk,2010,31.6
prk,2011,31.6
prk,2012,31.7
prk,2013,31.9
prk,2014,32.2
prk,2015,32.5
