geo,time,ip_ids_rsct
per,1992,28
per,1993,42
per,1994,86
per,1996,115
per,1997,111
per,1999,73
per,2000,91
per,2001,97
per,2002,76
per,2003,102
per,2004,61
per,2005,63
per,2006,63
per,2007,59
per,2008,84
per,2009,106
per,2010,124
per,2011,86
per,2012,101
per,2013,133
per,2014,104
per,2015,131
per,2016,102
per,2017,92
per,2018,134
per,2019,133
per,2020,93
phl,1980,415
phl,1981,274
phl,1982,202
phl,1983,222
phl,1984,168
phl,1985,183
phl,1986,189
phl,1989,299
phl,1990,280
phl,1991,410
phl,1996,614
phl,1997,582
phl,1998,499
phl,1999,515
phl,2000,479
phl,2001,382
phl,2002,448
phl,2003,667
phl,2004,536
phl,2005,646
phl,2006,475
phl,2007,431
phl,2008,640
phl,2009,458
phl,2010,435
phl,2011,533
phl,2012,786
phl,2013,887
phl,2014,829
phl,2015,539
phl,2016,1043
phl,2017,751
phl,2018,929
phl,2019,1110
phl,2020,665
png,2008,1
png,2013,1
png,2015,3
png,2018,15
png,2020,3
pol,2019,1053
pol,2020,1939
prt,2004,181
prt,2005,447
prt,2006,509
prt,2007,672
prt,2008,747
prt,2009,1335
prt,2010,1565
prt,2011,1598
prt,2012,1944
prt,2013,1855
prt,2014,2410
prt,2015,1862
prt,2016,2096
prt,2017,1450
prt,2018,1288
prt,2019,1920
prt,2020,1720
pry,1989,82
pry,1992,73
pry,1993,189
pry,2000,221
pry,2001,110
pry,2002,130
pry,2003,149
pry,2004,219
pry,2005,190
pry,2006,379
pry,2007,166
pry,2008,164
pry,2009,217
pry,2010,121
pry,2018,159
pry,2019,18
pry,2020,30
rou,2004,812
rou,2005,772
rou,2006,740
rou,2007,504
rou,2008,1206
rou,2009,1666
rou,2010,1302
rou,2011,1030
rou,2012,1046
rou,2013,1535
rou,2014,1012
rou,2015,830
rou,2016,624
rou,2017,666
rou,2018,438
rou,2019,542
rou,2020,543
rus,2008,4468
rus,2009,2933
rus,2010,2880
rus,2011,2887
rus,2012,3638
rus,2013,2650
rus,2014,3183
rus,2015,2616
rus,2016,2912
rus,2017,3789
rus,2018,3823
rus,2019,4412
rus,2020,4816
rwa,2012,20
rwa,2014,2
rwa,2015,5
rwa,2018,5
rwa,2019,4
rwa,2020,6
sau,2011,246
sau,2013,168
sau,2014,234
sau,2015,321
sau,2016,386
sau,2017,461
sau,2018,345
sau,2019,348
sau,2020,537
sdn,1998,12
sdn,1999,1
sdn,2000,9
sdn,2001,29
sdn,2002,56
sdn,2003,39
sdn,2004,70
sdn,2005,104
sdn,2006,88
sdn,2007,52
sdn,2008,86
sdn,2009,150
sdn,2012,88
sdn,2013,115
sdn,2014,545
sdn,2015,230
sdn,2016,348
sdn,2017,488
sdn,2018,114
sdn,2019,218
sdn,2020,243
sgp,2001,231
sgp,2002,241
sgp,2003,481
sgp,2004,693
sgp,2005,595
sgp,2006,391
sgp,2007,512
sgp,2008,354
sgp,2009,521
sgp,2010,551
sgp,2011,665
sgp,2012,604
sgp,2013,724
sgp,2014,830
sgp,2015,780
sgp,2016,644
sgp,2017,592
sgp,2018,342
sgp,2019,392
sgp,2020,394
sle,2018,5
slv,2012,8
slv,2013,8
slv,2014,47
slv,2015,11
slv,2016,17
slv,2017,10
slv,2018,19
slv,2019,7
slv,2020,9
smr,2013,1
smr,2014,1
smr,2016,1
smr,2017,10
smr,2018,17
smr,2019,5
smr,2020,3
srb,2008,181
srb,2009,174
srb,2010,110
srb,2011,108
srb,2012,94
srb,2013,156
srb,2014,150
srb,2015,122
srb,2016,190
srb,2017,197
srb,2018,196
srb,2019,134
srb,2020,163
svk,2004,132
svk,2005,111
svk,2006,88
svk,2007,81
svk,2008,285
svk,2009,151
svk,2010,544
svk,2011,362
svk,2012,468
svk,2013,366
svk,2014,340
svk,2015,201
svk,2016,258
svk,2017,329
svk,2018,272
svk,2019,180
svk,2020,280
svn,2004,191
svn,2005,145
svn,2006,129
svn,2007,120
svn,2008,120
svn,2009,86
svn,2010,133
svn,2011,155
svn,2018,40
swe,2009,887
swe,2010,734
swe,2011,583
swe,2012,735
swe,2013,694
swe,2014,549
swe,2015,821
swe,2016,689
swe,2017,551
swe,2018,457
swe,2019,529
swe,2020,287
syr,1980,47
syr,1981,9
syr,1982,5
syr,2015,251
syr,2017,450
syr,2018,359
syr,2019,148
syr,2020,447
tha,1984,182
tha,1985,131
tha,1986,182
tha,1987,193
tha,1988,110
tha,1989,172
tha,1990,193
tha,1991,263
tha,1992,241
tha,1993,415
tha,1994,484
tha,1995,486
tha,1996,419
tha,1997,523
tha,1998,789
tha,1999,1148
tha,2000,1939
tha,2001,1970
tha,2002,2415
tha,2003,2624
tha,2004,2609
tha,2005,3367
tha,2006,2524
tha,2007,2533
tha,2008,2735
tha,2009,3171
tha,2010,3276
tha,2011,2905
tha,2012,2432
tha,2013,2774
tha,2014,3026
tha,2015,3383
tha,2016,3759
tha,2017,3698
tha,2018,4044
tha,2019,3541
tha,2020,4245
tjk,1997,3
tjk,1998,2
tjk,2003,3
tjk,2004,19
tjk,2006,5
tjk,2013,1
tto,2012,29
tto,2013,119
tto,2014,179
tto,2015,18
tto,2016,70
tto,2017,294
tto,2018,160
tto,2019,20
tto,2020,15
tun,1981,103
tun,1983,36
tun,1984,31
tun,1985,68
tun,1986,41
tun,1989,91
tun,1990,79
tun,1993,131
tun,1994,113
tun,1995,103
tun,1996,110
tun,1997,136
tun,1998,145
tun,1999,185
tun,2000,183
tun,2001,154
tun,2002,155
tun,2003,148
tun,2004,139
tun,2005,114
tun,2006,150
tun,2007,134
tun,2008,147
tun,2011,179
tun,2012,178
tun,2013,189
tun,2014,164
tun,2015,129
tun,2016,159
tun,2017,150
tun,2018,164
tun,2019,222
tur,1995,2885
tur,1996,3832
tur,1997,10241
tur,1998,12287
tur,1999,8987
tur,2000,10030
tur,2001,13312
tur,2002,19667
tur,2003,21461
tur,2004,23211
tur,2005,26798
tur,2006,28266
tur,2007,29170
tur,2008,28885
tur,2009,26371
tur,2010,29570
tur,2011,35491
tur,2012,39921
tur,2013,43631
tur,2014,41249
tur,2015,38709
tur,2016,39475
tur,2017,39255
tur,2018,35462
tur,2019,39239
tur,2020,42073
uga,2017,40
uga,2018,65
uga,2019,154
uga,2020,44
ukr,2009,2816
ukr,2010,2949
ukr,2011,3445
ukr,2012,3480
ukr,2013,8087
ukr,2014,4962
ukr,2015,4294
ukr,2016,5382
ukr,2017,4954
ukr,2018,5261
ukr,2019,4660
ukr,2020,3228
ury,1982,116
ury,1983,69
ury,1984,53
ury,1985,56
ury,1986,43
ury,1987,30
ury,1988,34
ury,1989,39
ury,1991,22
ury,1992,22
ury,1993,23
ury,1994,17
ury,1995,17
ury,1996,19
ury,1997,32
ury,1998,21
ury,1999,18
ury,2000,22
ury,2001,14
ury,2002,9
ury,2003,6
ury,2004,8
ury,2005,12
ury,2006,5
ury,2007,14
ury,2008,12
ury,2009,11
ury,2010,27
ury,2011,46
ury,2012,15
ury,2013,21
ury,2014,20
ury,2015,8
ury,2017,53
usa,1980,5775
usa,1981,5316
usa,1982,5936
usa,1983,5667
usa,1984,5862
usa,1985,6381
usa,1986,6685
usa,1987,7485
usa,1988,7588
usa,1989,8417
usa,1990,8007
usa,1991,9472
usa,1992,8999
usa,1993,10039
usa,1994,11898
usa,1995,10831
usa,1996,10524
usa,1997,11290
usa,1998,11394
usa,1999,11462
usa,2000,11536
usa,2001,11145
usa,2002,13001
usa,2003,13714
usa,2004,13913
usa,2005,14527
usa,2006,14239
usa,2007,15481
usa,2008,15463
usa,2009,14783
usa,2010,16706
usa,2011,17443
usa,2012,18812
usa,2013,20271
usa,2014,20320
usa,2015,22785
usa,2016,24405
usa,2017,23618
usa,2018,22825
usa,2019,22988
usa,2020,21686
uzb,2004,60
uzb,2005,50
uzb,2006,47
uzb,2007,53
uzb,2008,54
uzb,2009,55
uzb,2010,250
uzb,2011,301
uzb,2012,218
uzb,2013,291
uzb,2014,366
uzb,2015,406
uzb,2016,358
uzb,2017,321
uzb,2018,307
uzb,2019,249
uzb,2020,149
ven,2018,22
ven,2019,431
ven,2020,26
vnm,2010,1346
vnm,2011,1367
vnm,2012,1512
vnm,2013,1556
vnm,2014,1736
vnm,2015,1839
vnm,2016,2060
vnm,2017,1763
vnm,2018,1891
vnm,2019,2214
vnm,2020,2279
wsm,2012,3
wsm,2014,15
wsm,2016,2
wsm,2018,44
wsm,2019,40
wsm,2020,19
yem,1998,34
yem,1999,25
yem,2000,11
yem,2001,18
yem,2002,44
yem,2003,39
yem,2004,56
yem,2005,30
yem,2006,39
yem,2007,72
yem,2010,51
yem,2011,13
yem,2013,18
yem,2014,18
yem,2015,4
yem,2016,28
yem,2017,24
yem,2018,17
yem,2019,47
yem,2020,58
zaf,1982,947
zaf,1983,863
zaf,1984,851
zaf,1986,823
zaf,1987,833
zaf,1988,1946
zaf,1990,852
zaf,1991,715
zaf,1992,955
zaf,1993,422
zaf,1994,430
zaf,1995,650
zaf,1996,841
zaf,1997,360
zaf,1998,623
zaf,1999,840
zaf,2000,711
zaf,2001,590
zaf,2002,696
zaf,2003,638
zaf,2004,871
zaf,2005,923
zaf,2006,1036
zaf,2007,1036
zaf,2008,915
zaf,2009,1017
zaf,2011,853
zaf,2012,1014
zaf,2013,950
zaf,2014,772
zaf,2015,723
zaf,2016,1087
zaf,2017,1012
zaf,2018,977
zaf,2019,976
zaf,2020,970
zmb,2002,4
zmb,2003,6
zmb,2004,30
zmb,2005,11
zmb,2006,7
zmb,2007,8
zmb,2008,6
zmb,2009,19
zmb,2010,7
zmb,2011,13
zmb,2012,9
zmb,2013,40
zmb,2014,29
zmb,2015,21
zmb,2016,68
zmb,2017,30
zmb,2018,39
zmb,2019,58
zmb,2020,124
