geo,time,ip_tmk_rsct
tjk,2015,220
tjk,2016,160
tjk,2019,595
tjk,2020,486
ton,2016,9
ton,2017,6
ton,2018,3
tto,2012,814
tto,2013,688
tto,2014,793
tto,2015,767
tto,2016,929
tto,2017,594
tto,2018,622
tto,2019,854
tto,2020,896
tur,2007,109486
tur,2008,115999
tur,2009,108003
tur,2011,152271
tur,2012,193749
tur,2013,188515
tur,2014,198687
tur,2015,194769
tur,2016,193824
tur,2017,215220
tur,2018,211109
tur,2019,248754
tur,2020,331480
tuv,2018,103
tuv,2019,147
tuv,2020,15
tza,2004,26
tza,2005,15
tza,2006,55
tza,2007,47
tza,2018,451
tza,2019,1418
tza,2020,1934
uga,2004,389
uga,2005,413
uga,2006,325
uga,2007,325
uga,2008,498
uga,2009,423
uga,2013,725
uga,2014,1076
uga,2015,1046
uga,2016,1281
uga,2017,1349
uga,2018,1529
uga,2019,1598
uga,2020,1564
ukr,2004,42716
ukr,2005,34275
ukr,2006,43613
ukr,2008,40679
ukr,2009,25973
ukr,2010,28796
ukr,2011,28515
ukr,2012,30406
ukr,2013,32896
ukr,2014,25355
ukr,2015,36339
ukr,2016,45880
ukr,2017,47531
ukr,2018,51195
ukr,2019,54298
ukr,2020,38496
ury,2008,6990
ury,2010,3987
ury,2011,4099
ury,2012,4143
ury,2013,4451
ury,2014,3825
ury,2015,3655
ury,2016,3283
ury,2017,3705
ury,2018,3789
ury,2019,4090
ury,2020,4098
usa,2004,249849
usa,2005,274054
usa,2006,290457
usa,2007,324610
usa,2008,308837
usa,2009,279978
usa,2010,295186
usa,2011,319502
usa,2012,330032
usa,2013,339482
usa,2014,361547
usa,2015,388136
usa,2016,388506
usa,2017,428224
usa,2018,445872
usa,2019,460197
usa,2020,549380
uzb,2004,699
uzb,2005,588
uzb,2006,1407
uzb,2007,2974
uzb,2008,2873
uzb,2009,3149
uzb,2010,4052
uzb,2011,4500
uzb,2012,6434
uzb,2013,4866
uzb,2014,5119
uzb,2015,4584
uzb,2016,6457
uzb,2017,6750
uzb,2018,7412
uzb,2019,8035
uzb,2020,8191
vct,2013,16
vct,2017,5
vct,2018,84
vct,2019,27
vct,2020,34
ven,2004,15950
ven,2005,19897
ven,2006,20848
ven,2007,20399
ven,2008,16103
ven,2009,13727
ven,2010,13338
ven,2011,14894
ven,2012,16428
ven,2013,15029
ven,2014,13275
ven,2015,12945
ven,2016,16463
ven,2017,18414
ven,2018,14809
ven,2019,10719
ven,2020,7773
vnm,2010,32204
vnm,2011,34718
vnm,2012,35106
vnm,2013,36236
vnm,2014,38854
vnm,2015,45230
vnm,2016,54963
vnm,2017,55313
vnm,2018,60731
vnm,2019,74516
vnm,2020,76836
wsm,2004,11
wsm,2006,64
wsm,2007,29
wsm,2012,23
wsm,2014,36
wsm,2015,15
wsm,2016,31
wsm,2017,28
wsm,2018,68
wsm,2019,40
wsm,2020,57
yem,2004,1120
yem,2005,1312
yem,2006,1867
yem,2007,2441
yem,2008,2772
yem,2010,2080
yem,2011,2191
yem,2013,1876
yem,2014,2020
yem,2015,1323
yem,2016,2561
yem,2017,2941
yem,2018,4044
yem,2019,4331
yem,2020,4564
zaf,2004,14982
zaf,2005,16985
zaf,2006,20017
zaf,2007,17080
zaf,2008,16092
zaf,2009,16134
zaf,2010,18040
zaf,2011,19522
zaf,2012,20499
zaf,2013,20871
zaf,2014,20475
zaf,2015,21594
zaf,2016,22676
zaf,2017,22381
zaf,2018,22542
zaf,2019,21583
zaf,2020,22104
zmb,2004,314
zmb,2005,240
zmb,2006,255
zmb,2007,247
zmb,2008,358
zmb,2009,524
zmb,2010,378
zmb,2011,470
zmb,2012,633
zmb,2013,398
zmb,2014,527
zmb,2015,682
zmb,2016,793
zmb,2017,1072
zmb,2018,1190
zmb,2019,1083
zmb,2020,1993
zwe,2012,426
zwe,2013,323
zwe,2014,310
zwe,2015,285
zwe,2016,155
