geo,time,sp_dyn_le00_ma_in
dom,1972,57.682
dom,1973,58.186
dom,1974,58.671
dom,1975,59.135
dom,1976,59.575
dom,1977,59.992
dom,1978,60.387
dom,1979,60.762
dom,1980,61.118
dom,1981,61.458
dom,1982,61.785
dom,1983,62.103
dom,1984,62.415
dom,1985,62.723
dom,1986,63.03
dom,1987,63.336
dom,1988,63.641
dom,1989,63.942
dom,1990,64.239
dom,1991,64.528
dom,1992,64.806
dom,1993,65.072
dom,1994,65.325
dom,1995,65.565
dom,1996,65.793
dom,1997,66.011
dom,1998,66.225
dom,1999,66.436
dom,2000,66.65
dom,2001,66.873
dom,2002,67.105
dom,2003,67.348
dom,2004,67.6
dom,2005,67.859
dom,2006,68.118
dom,2007,68.374
dom,2008,68.621
dom,2009,68.858
dom,2010,69.087
dom,2011,69.309
dom,2012,69.529
dom,2013,69.75
dom,2014,69.97
dom,2015,70.189
dom,2016,70.403
dom,2017,70.609
dom,2018,70.805
dom,2019,70.991
dom,2020,71.168
dza,1960,45.44
dza,1961,45.883
dza,1962,46.325
dza,1963,46.764
dza,1964,47.198
dza,1965,47.62
dza,1966,48.023
dza,1967,48.408
dza,1968,48.781
dza,1969,49.152
dza,1970,49.529
dza,1971,49.921
dza,1972,50.344
dza,1973,50.814
dza,1974,51.351
dza,1975,51.986
dza,1976,52.751
dza,1977,53.649
dza,1978,54.669
dza,1979,55.79
dza,1980,56.983
dza,1981,58.211
dza,1982,59.426
dza,1983,60.584
dza,1984,61.651
dza,1985,62.593
dza,1986,63.388
dza,1987,64.05
dza,1988,64.598
dza,1989,65.045
dza,1990,65.413
dza,1991,65.731
dza,1992,66.028
dza,1993,66.333
dza,1994,66.664
dza,1995,67.033
dza,1996,67.441
dza,1997,67.873
dza,1998,68.32
dza,1999,68.78
dza,2000,69.253
dza,2001,69.744
dza,2002,70.25
dza,2003,70.765
dza,2004,71.281
dza,2005,71.784
dza,2006,72.261
dza,2007,72.702
dza,2008,73.102
dza,2009,73.456
dza,2010,73.766
dza,2011,74.036
dza,2012,74.278
dza,2013,74.502
dza,2014,74.713
dza,2015,74.917
dza,2016,75.115
dza,2017,75.307
dza,2018,75.494
dza,2019,75.676
dza,2020,75.857
ecu,1960,51.692
ecu,1961,52.253
ecu,1962,52.803
ecu,1963,53.339
ecu,1964,53.86
ecu,1965,54.366
ecu,1966,54.858
ecu,1967,55.336
ecu,1968,55.806
ecu,1969,56.27
ecu,1970,56.729
ecu,1971,57.183
ecu,1972,57.635
ecu,1973,58.087
ecu,1974,58.544
ecu,1975,59.014
ecu,1976,59.503
ecu,1977,60.015
ecu,1978,60.548
ecu,1979,61.1
ecu,1980,61.664
ecu,1981,62.235
ecu,1982,62.801
ecu,1983,63.354
ecu,1984,63.887
ecu,1985,64.397
ecu,1986,64.881
ecu,1987,65.343
ecu,1988,65.785
ecu,1989,66.209
ecu,1990,66.613
ecu,1991,67.001
ecu,1992,67.372
ecu,1993,67.73
ecu,1994,68.076
ecu,1995,68.413
ecu,1996,68.741
ecu,1997,69.063
ecu,1998,69.376
ecu,1999,69.681
ecu,2000,69.976
ecu,2001,70.257
ecu,2002,70.522
ecu,2003,70.771
ecu,2004,71.004
ecu,2005,71.225
ecu,2006,71.436
ecu,2007,71.642
ecu,2008,71.847
ecu,2009,72.055
ecu,2010,72.266
ecu,2011,72.483
ecu,2012,72.703
ecu,2013,72.926
ecu,2014,73.152
ecu,2015,73.378
ecu,2016,73.606
ecu,2017,73.833
ecu,2018,74.058
ecu,2019,74.282
ecu,2020,74.504
egy,1960,46.822
egy,1961,47.325
egy,1962,47.787
egy,1963,48.22
egy,1964,48.631
egy,1965,49.016
egy,1966,49.36
egy,1967,49.658
egy,1968,49.916
egy,1969,50.153
egy,1970,50.402
egy,1971,50.705
egy,1972,51.088
egy,1973,51.567
egy,1974,52.141
egy,1975,52.794
egy,1976,53.495
egy,1977,54.205
egy,1978,54.894
egy,1979,55.552
egy,1980,56.184
egy,1981,56.811
egy,1982,57.456
egy,1983,58.13
egy,1984,58.827
egy,1985,59.524
egy,1986,60.19
egy,1987,60.801
egy,1988,61.342
egy,1989,61.813
egy,1990,62.233
egy,1991,62.63
egy,1992,63.036
egy,1993,63.469
egy,1994,63.931
egy,1995,64.408
egy,1996,64.876
egy,1997,65.307
egy,1998,65.68
egy,1999,65.991
egy,2000,66.241
egy,2001,66.444
egy,2002,66.619
egy,2003,66.787
egy,2004,66.957
egy,2005,67.138
egy,2006,67.332
egy,2007,67.537
egy,2008,67.747
egy,2009,67.962
egy,2010,68.178
egy,2011,68.391
egy,2012,68.596
egy,2013,68.791
egy,2014,68.974
egy,2015,69.144
egy,2016,69.302
egy,2017,69.453
egy,2018,69.599
egy,2019,69.742
egy,2020,69.883
eri,1960,36.973
eri,1961,37.609
eri,1962,38.213
eri,1963,38.769
eri,1964,39.273
eri,1965,39.722
eri,1966,40.124
eri,1967,40.495
eri,1968,40.851
eri,1969,41.2
eri,1970,41.551
eri,1971,41.908
eri,1972,42.271
eri,1973,42.637
eri,1974,43.007
eri,1975,43.376
eri,1976,43.738
eri,1977,44.087
eri,1978,44.419
eri,1979,44.734
eri,1980,45.033
eri,1981,45.319
eri,1982,45.598
eri,1983,45.876
eri,1984,46.157
eri,1985,46.442
eri,1986,46.727
eri,1987,47.013
eri,1988,47.306
eri,1989,47.615
eri,1990,47.959
eri,1991,48.358
eri,1992,48.823
eri,1993,49.354
eri,1994,49.943
eri,1995,50.568
eri,1996,51.197
eri,1997,51.803
eri,1998,52.373
eri,1999,52.908
eri,2000,53.427
eri,2001,53.966
eri,2002,54.557
eri,2003,55.216
eri,2004,55.939
eri,2005,56.709
eri,2006,57.493
eri,2007,58.255
eri,2008,58.965
eri,2009,59.611
eri,2010,60.191
eri,2011,60.712
eri,2012,61.198
eri,2013,61.666
eri,2014,62.121
eri,2015,62.565
eri,2016,62.994
eri,2017,63.404
eri,2018,63.79
eri,2019,64.153
eri,2020,64.496
esp,1960,66.68
esp,1961,67.1
esp,1962,67.08
esp,1963,67.13
esp,1964,67.79
esp,1965,68.18
esp,1966,68.46
esp,1967,68.57
esp,1968,68.85
esp,1969,68.36
esp,1970,69.32
esp,1971,68.84
esp,1972,70.14
esp,1973,69.84
esp,1974,70.16
esp,1975,70.47
esp,1976,70.75
esp,1977,71.21
esp,1978,71.32
esp,1979,71.77
esp,1980,72.32
esp,1981,72.47
esp,1982,73.1
esp,1983,72.87
esp,1984,73.11
esp,1985,73.04
esp,1986,73.33
esp,1987,73.45
esp,1988,73.43
esp,1989,73.36
esp,1990,73.34
esp,1991,73.42
esp,1992,73.81
esp,1993,74.01
esp,1994,74.36
esp,1995,74.41
esp,1996,74.54
esp,1997,75.17
esp,1998,75.3
esp,1999,75.4
esp,2000,75.6
esp,2001,76.1
esp,2002,76.3
esp,2003,76.4
esp,2004,76.7
esp,2005,77
esp,2006,77.7
esp,2007,77.8
esp,2008,78.2
esp,2009,78.5
esp,2010,78.7
esp,2011,79.5
esp,2012,79.5
esp,2013,80.2
esp,2014,80.4
esp,2015,80.1
esp,2016,80.5
esp,2017,80.6
esp,2018,80.7
esp,2019,81.1
esp,2020,79.7
est,1960,63.979
est,1961,64.433
est,1962,64.802
est,1963,65.096
est,1964,65.327
est,1965,65.503
est,1966,65.629
est,1967,65.707
est,1968,65.74
est,1969,65.732
est,1970,65.681
est,1971,65.579
est,1972,65.426
est,1973,65.228
est,1974,64.999
est,1975,64.754
est,1976,64.511
est,1977,64.285
est,1978,64.097
est,1979,63.962
est,1980,63.911
est,1981,64.1
est,1982,64.2
est,1983,64.4
est,1984,64.4
est,1985,64.6
est,1986,65.5
est,1987,66.4
est,1988,66.6
est,1989,65.6
est,1990,64.5
est,1991,64.3
est,1992,63.4
est,1993,62.3
est,1994,60.5
est,1995,61.3
est,1996,64.1
est,1997,64.2
est,1998,63.7
est,1999,64.6
est,2000,65.1
est,2001,64.6
est,2002,65.1
est,2003,66
est,2004,66.3
est,2005,67.3
est,2006,67.35
est,2007,67.4
est,2008,68.6
est,2009,69.8
est,2010,70.6
est,2011,71.4
est,2012,71.4
est,2013,72.8
est,2014,72.4
est,2015,73.2
est,2016,73.3
est,2017,73.8
est,2018,74
est,2019,74.5
est,2020,74.2
eth,1960,36.974
eth,1961,37.614
eth,1962,38.225
eth,1963,38.79
eth,1964,39.3
eth,1965,39.754
eth,1966,40.155
eth,1967,40.517
eth,1968,40.851
eth,1969,41.161
eth,1970,41.451
eth,1971,41.723
eth,1972,41.976
eth,1973,42.205
eth,1974,42.405
eth,1975,42.555
eth,1976,42.629
eth,1977,42.621
eth,1978,42.542
eth,1979,42.417
eth,1980,42.296
eth,1981,42.237
eth,1982,42.283
eth,1983,42.462
eth,1984,42.777
eth,1985,43.207
eth,1986,43.712
eth,1987,44.235
eth,1988,44.734
eth,1989,45.195
eth,1990,45.616
eth,1991,46.013
eth,1992,46.415
eth,1993,46.848
eth,1994,47.317
eth,1995,47.82
eth,1996,48.343
eth,1997,48.878
eth,1998,49.423
eth,1999,49.984
eth,2000,50.588
eth,2001,51.263
eth,2002,52.027
eth,2003,52.885
eth,2004,53.83
eth,2005,54.846
eth,2006,55.912
eth,2007,56.991
eth,2008,58.046
eth,2009,59.05
eth,2010,59.976
eth,2011,60.804
eth,2012,61.534
eth,2013,62.176
eth,2014,62.73
eth,2015,63.207
eth,2016,63.622
eth,2017,63.997
eth,2018,64.35
eth,2019,64.694
eth,2020,65.036
fin,1960,65.41
fin,1961,65.61
fin,1962,65.09
fin,1963,65.52
fin,1964,65.66
fin,1965,65.29
fin,1966,65.96
fin,1967,65.93
fin,1968,65.87
fin,1969,65.64
fin,1970,66.16
fin,1971,65.92
fin,1972,66.6
fin,1973,66.97
fin,1974,66.93
fin,1975,67.42
fin,1976,67.53
fin,1977,67.96
fin,1978,68.58
fin,1979,68.97
fin,1980,69.24
fin,1981,69.61
fin,1982,70.22
fin,1983,70.24
fin,1984,70.48
fin,1985,70.14
fin,1986,70.56
fin,1987,70.67
fin,1988,70.66
fin,1989,70.88
fin,1990,70.94
fin,1991,71.33
fin,1992,71.67
fin,1993,72.11
fin,1994,72.82
fin,1995,72.79
fin,1996,73.03
fin,1997,73.42
fin,1998,73.52
fin,1999,73.74
fin,2000,74.1
fin,2001,74.6
fin,2002,74.9
fin,2003,75.1
fin,2004,75.3
fin,2005,75.5
fin,2006,75.8
fin,2007,75.8
fin,2008,76.3
fin,2009,76.5
fin,2010,76.7
fin,2011,77.3
fin,2012,77.7
fin,2013,78
fin,2014,78.4
fin,2015,78.7
fin,2016,78.6
fin,2017,78.9
fin,2018,79.1
fin,2019,79.3
fin,2020,79.4
fji,1960,59.641
fji,1961,59.897
fji,1962,60.102
fji,1963,60.269
fji,1964,60.405
fji,1965,60.508
fji,1966,60.57
fji,1967,60.585
fji,1968,60.557
fji,1969,60.5
fji,1970,60.436
fji,1971,60.392
fji,1972,60.385
fji,1973,60.431
fji,1974,60.536
fji,1975,60.697
fji,1976,60.907
fji,1977,61.144
fji,1978,61.389
fji,1979,61.633
fji,1980,61.871
fji,1981,62.102
fji,1982,62.328
fji,1983,62.55
fji,1984,62.76
fji,1985,62.952
fji,1986,63.115
fji,1987,63.248
fji,1988,63.347
fji,1989,63.414
fji,1990,63.449
fji,1991,63.454
fji,1992,63.437
fji,1993,63.413
fji,1994,63.39
fji,1995,63.389
fji,1996,63.427
fji,1997,63.51
fji,1998,63.639
fji,1999,63.81
fji,2000,64.007
fji,2001,64.212
fji,2002,64.403
fji,2003,64.565
fji,2004,64.693
fji,2005,64.788
fji,2006,64.862
fji,2007,64.93
fji,2008,65.004
fji,2009,65.088
fji,2010,65.178
fji,2011,65.269
fji,2012,65.351
fji,2013,65.419
fji,2014,65.473
fji,2015,65.517
fji,2016,65.555
fji,2017,65.594
fji,2018,65.641
fji,2019,65.698
fji,2020,65.767
fra,1960,66.6
fra,1961,66.8
fra,1962,66.9
fra,1963,67.1
fra,1964,67.2
fra,1965,67.3
fra,1966,67.4
fra,1967,67.6
fra,1968,67.7
fra,1969,67.8
fra,1970,68
fra,1971,68.2
fra,1972,68.4
fra,1973,68.6
fra,1974,68.8
fra,1975,69
fra,1976,69.2
fra,1977,69.4
fra,1978,69.7
fra,1979,69.9
fra,1980,70.1
fra,1981,70.3
fra,1982,70.5
fra,1983,70.8
fra,1984,71
fra,1985,71.3
fra,1986,71.6
fra,1987,71.8
fra,1988,72.1
fra,1989,72.3
fra,1990,72.6
fra,1991,72.8
fra,1992,73.1
fra,1993,73.3
fra,1994,73.6
fra,1995,73.8
fra,1996,74.1
fra,1997,74.5
fra,1998,74.8
fra,1999,75
fra,2000,75.3
fra,2001,75.5
fra,2002,75.7
fra,2003,75.7
fra,2004,76.7
fra,2005,76.7
fra,2006,77.3
fra,2007,77.6
fra,2008,77.8
fra,2009,78
fra,2010,78.2
fra,2011,78.7
fra,2012,78.7
fra,2013,79
fra,2014,79.5
fra,2015,79.2
fra,2016,79.5
fra,2017,79.6
fra,2018,79.7
fra,2019,79.9
fra,2020,79.2
fro,1973,72.4
fro,1978,73.4
fro,1986,71.9
fro,1987,72.1
fro,1988,72.3
fro,1989,72.5
fro,1990,72.7
fro,1991,72.9
fro,1992,73.2
fro,1993,73.5
fro,1994,73.8
fro,1995,74
fro,1996,74.3
fro,1997,74.7
fro,1998,75.1
fro,1999,75.5
fro,2000,75.9
fro,2001,76.3
fro,2002,76.6
fro,2003,76.7
fro,2004,76.8
fro,2005,76.9
fro,2006,77.2
fro,2007,77.5
fro,2008,77.6
fro,2009,77.8
fro,2010,78.2
fro,2011,78.5
fro,2012,78.8
fro,2013,79.1
fro,2014,79.3
fro,2015,79.5
fro,2016,79.8
fro,2017,80
fro,2018,80.3
fro,2019,80.5
fro,2020,80.8
fsm,1960,52.742
fsm,1961,53.194
fsm,1962,53.649
fsm,1963,54.108
fsm,1964,54.568
fsm,1965,55.027
fsm,1966,55.482
fsm,1967,55.93
fsm,1968,56.372
fsm,1969,56.804
fsm,1970,57.231
fsm,1971,57.655
fsm,1972,58.078
fsm,1973,58.5
fsm,1974,58.916
fsm,1975,59.32
fsm,1976,59.703
fsm,1977,60.06
fsm,1978,60.385
fsm,1979,60.673
fsm,1980,60.924
fsm,1981,61.137
fsm,1982,61.317
fsm,1983,61.471
fsm,1984,61.604
fsm,1985,61.723
fsm,1986,61.835
fsm,1987,61.944
fsm,1988,62.052
fsm,1989,62.162
fsm,1990,62.269
fsm,1991,62.37
fsm,1992,62.459
fsm,1993,62.534
fsm,1994,62.597
fsm,1995,62.653
fsm,1996,62.709
fsm,1997,62.771
fsm,1998,62.846
fsm,1999,62.938
fsm,2000,63.053
fsm,2001,63.193
fsm,2002,63.355
fsm,2003,63.534
fsm,2004,63.726
fsm,2005,63.926
fsm,2006,64.128
fsm,2007,64.326
fsm,2008,64.516
fsm,2009,64.695
fsm,2010,64.865
fsm,2011,65.03
fsm,2012,65.193
fsm,2013,65.358
fsm,2014,65.523
fsm,2015,65.686
fsm,2016,65.842
fsm,2017,65.986
fsm,2018,66.117
fsm,2019,66.232
fsm,2020,66.335
gab,1960,38.235
gab,1961,38.621
gab,1962,39.098
gab,1963,39.683
gab,1964,40.38
gab,1965,41.177
gab,1966,42.049
gab,1967,42.957
gab,1968,43.867
gab,1969,44.761
gab,1970,45.629
gab,1971,46.469
gab,1972,47.293
gab,1973,48.112
gab,1974,48.925
gab,1975,49.735
gab,1976,50.543
gab,1977,51.35
gab,1978,52.155
gab,1979,52.956
gab,1980,53.757
gab,1981,54.567
gab,1982,55.381
gab,1983,56.185
gab,1984,56.96
gab,1985,57.675
gab,1986,58.298
gab,1987,58.806
gab,1988,59.187
gab,1989,59.435
gab,1990,59.556
gab,1991,59.566
gab,1992,59.494
gab,1993,59.365
gab,1994,59.195
gab,1995,58.977
gab,1996,58.694
gab,1997,58.341
gab,1998,57.931
gab,1999,57.498
gab,2000,57.088
gab,2001,56.751
gab,2002,56.531
gab,2003,56.457
gab,2004,56.548
gab,2005,56.817
gab,2006,57.26
gab,2007,57.841
gab,2008,58.513
gab,2009,59.244
gab,2010,59.995
gab,2011,60.734
gab,2012,61.44
gab,2013,62.09
gab,2014,62.665
gab,2015,63.153
gab,2016,63.552
gab,2017,63.879
gab,2018,64.152
gab,2019,64.382
gab,2020,64.577
gbm,1994,73.7
gbm,2002,74.6
gbr,1960,68.2
gbr,1961,68
gbr,1962,68
gbr,1963,67.9
gbr,1964,68.6
gbr,1965,68.6
gbr,1966,68.5
gbr,1967,69.1
gbr,1968,68.7
gbr,1969,68.6
gbr,1970,68.9
gbr,1971,69.2
gbr,1972,69.1
gbr,1973,69.3
gbr,1974,69.5
gbr,1975,69.7
gbr,1976,69.8
gbr,1977,70.2
gbr,1978,70.2
gbr,1979,70.3
gbr,1980,70.7
gbr,1981,71.1
gbr,1982,71.3
gbr,1983,71.5
gbr,1984,71.9
gbr,1985,71.8
gbr,1986,72.1
gbr,1987,72.5
gbr,1988,72.6
gbr,1989,72.9
gbr,1990,73.1
gbr,1991,73.4
gbr,1992,73.8
gbr,1993,73.8
gbr,1994,74.3
gbr,1995,74.3
gbr,1996,74.6
gbr,1997,74.65
gbr,1998,74.8
gbr,1999,75
gbr,2000,75.4
gbr,2001,75.7
gbr,2002,75.9
gbr,2003,76.3
gbr,2004,76.6
gbr,2005,77
gbr,2006,77.2
gbr,2007,77.4
gbr,2008,77.6
gbr,2009,78.1
gbr,2010,78.5
gbr,2011,79
gbr,2012,79.1
gbr,2013,79.2
gbr,2014,79.5
gbr,2015,79.2
gbr,2016,79.4
gbr,2017,79.5
gbr,2018,79.5
gbr,2019,79.4
gbr,2020,79
geo,1960,59.686
geo,1961,60.086
geo,1962,60.488
geo,1963,60.892
geo,1964,61.294
geo,1965,61.688
geo,1966,62.069
geo,1967,62.432
geo,1968,62.775
geo,1969,63.098
geo,1970,63.408
geo,1971,63.714
geo,1972,64.024
geo,1973,64.336
geo,1974,64.646
geo,1975,64.937
geo,1976,65.187
geo,1977,65.382
geo,1978,65.518
geo,1979,65.599
geo,1980,65.646
geo,1981,65.685
geo,1982,65.741
geo,1983,65.83
geo,1984,65.951
geo,1985,66.095
geo,1986,66.238
geo,1987,66.354
geo,1988,66.422
geo,1989,66.437
geo,1990,66.393
geo,1991,66.29
geo,1992,66.146
geo,1993,65.983
geo,1994,65.821
geo,1995,65.69
geo,1996,65.624
geo,1997,65.635
geo,1998,65.724
geo,1999,65.88
geo,2000,66.072
geo,2001,66.251
geo,2002,66.38
geo,2003,66.437
geo,2004,66.426
geo,2005,66.373
geo,2006,66.323
geo,2007,66.325
geo,2008,66.413
geo,2009,66.593
geo,2010,66.861
geo,2011,67.193
geo,2012,67.552
geo,2013,67.903
geo,2014,68.228
geo,2015,68.517
geo,2016,68.764
geo,2017,68.98
geo,2018,69.174
geo,2019,69.349
geo,2020,69.508
gha,1960,45.53
gha,1961,45.935
gha,1962,46.324
gha,1963,46.696
gha,1964,47.048
gha,1965,47.373
gha,1966,47.66
gha,1967,47.905
gha,1968,48.113
gha,1969,48.291
gha,1970,48.454
gha,1971,48.62
gha,1972,48.804
gha,1973,49.019
gha,1974,49.27
gha,1975,49.552
gha,1976,49.854
gha,1977,50.163
gha,1978,50.469
gha,1979,50.773
gha,1980,51.083
gha,1981,51.411
gha,1982,51.768
gha,1983,52.161
gha,1984,52.59
gha,1985,53.058
gha,1986,53.57
gha,1987,54.11
gha,1988,54.659
gha,1989,55.194
gha,1990,55.677
gha,1991,56.068
gha,1992,56.348
gha,1993,56.512
gha,1994,56.568
gha,1995,56.531
gha,1996,56.432
gha,1997,56.314
gha,1998,56.221
gha,1999,56.182
gha,2000,56.228
gha,2001,56.38
gha,2002,56.63
gha,2003,56.966
gha,2004,57.375
gha,2005,57.838
gha,2006,58.328
gha,2007,58.817
gha,2008,59.282
gha,2009,59.711
gha,2010,60.101
gha,2011,60.458
gha,2012,60.799
gha,2013,61.137
gha,2014,61.474
gha,2015,61.806
gha,2016,62.13
gha,2017,62.437
gha,2018,62.724
gha,2019,62.991
gha,2020,63.238
gin,1960,33.762
gin,1961,33.966
gin,1962,34.156
gin,1963,34.332
gin,1964,34.498
gin,1965,34.656
gin,1966,34.806
gin,1967,34.956
gin,1968,35.115
gin,1969,35.293
gin,1970,35.503
gin,1971,35.758
gin,1972,36.062
gin,1973,36.419
gin,1974,36.832
gin,1975,37.294
gin,1976,37.795
gin,1977,38.325
gin,1978,38.881
gin,1979,39.463
gin,1980,40.09
gin,1981,40.784
gin,1982,41.558
gin,1983,42.411
gin,1984,43.331
gin,1985,44.304
gin,1986,45.309
gin,1987,46.313
gin,1988,47.282
gin,1989,48.186
gin,1990,48.993
gin,1991,49.681
gin,1992,50.248
gin,1993,50.697
gin,1994,51.031
gin,1995,51.245
gin,1996,51.339
gin,1997,51.339
gin,1998,51.281
gin,1999,51.206
gin,2000,51.166
gin,2001,51.217
gin,2002,51.386
gin,2003,51.689
gin,2004,52.13
gin,2005,52.694
gin,2006,53.346
gin,2007,54.038
gin,2008,54.725
gin,2009,55.386
gin,2010,56.016
gin,2011,56.622
gin,2012,57.222
gin,2013,57.824
gin,2014,58.423
gin,2015,59.003
gin,2016,59.546
gin,2017,60.04
gin,2018,60.477
gin,2019,60.855
gin,2020,61.18
gmb,1960,30.851
gmb,1961,31.131
gmb,1962,31.465
gmb,1963,31.866
gmb,1964,32.343
gmb,1965,32.901
gmb,1966,33.542
gmb,1967,34.254
gmb,1968,35.021
gmb,1969,35.831
gmb,1970,36.673
gmb,1971,37.534
gmb,1972,38.404
gmb,1973,39.275
gmb,1974,40.136
gmb,1975,40.985
gmb,1976,41.824
gmb,1977,42.656
gmb,1978,43.484
gmb,1979,44.303
gmb,1980,45.109
gmb,1981,45.899
gmb,1982,46.668
gmb,1983,47.407
gmb,1984,48.109
gmb,1985,48.757
gmb,1986,49.338
gmb,1987,49.848
gmb,1988,50.291
gmb,1989,50.675
gmb,1990,51.015
gmb,1991,51.332
gmb,1992,51.645
gmb,1993,51.973
gmb,1994,52.326
gmb,1995,52.709
gmb,1996,53.122
gmb,1997,53.553
gmb,1998,53.99
gmb,1999,54.427
gmb,2000,54.859
gmb,2001,55.281
gmb,2002,55.69
gmb,2003,56.084
gmb,2004,56.461
gmb,2005,56.82
gmb,2006,57.161
gmb,2007,57.487
gmb,2008,57.801
gmb,2009,58.104
gmb,2010,58.392
gmb,2011,58.663
gmb,2012,58.915
gmb,2013,59.151
gmb,2014,59.377
gmb,2015,59.602
gmb,2016,59.836
gmb,2017,60.088
gmb,2018,60.362
gmb,2019,60.656
gmb,2020,60.969
gnb,1960,35.694
gnb,1961,35.947
gnb,1962,36.216
gnb,1963,36.501
gnb,1964,36.801
gnb,1965,37.114
gnb,1966,37.435
gnb,1967,37.76
gnb,1968,38.085
gnb,1969,38.406
gnb,1970,38.722
gnb,1971,39.033
gnb,1972,39.341
gnb,1973,39.648
gnb,1974,39.952
gnb,1975,40.254
gnb,1976,40.553
gnb,1977,40.849
gnb,1978,41.141
gnb,1979,41.428
gnb,1980,41.706
gnb,1981,41.974
gnb,1982,42.229
gnb,1983,42.475
gnb,1984,42.712
gnb,1985,42.944
gnb,1986,43.177
gnb,1987,43.414
gnb,1988,43.661
gnb,1989,43.918
gnb,1990,44.184
gnb,1991,44.456
gnb,1992,44.731
gnb,1993,45.008
gnb,1994,45.292
gnb,1995,45.593
gnb,1996,45.922
gnb,1997,46.286
gnb,1998,46.687
gnb,1999,47.123
gnb,2000,47.584
gnb,2001,48.055
gnb,2002,48.524
gnb,2003,48.98
gnb,2004,49.422
gnb,2005,49.855
gnb,2006,50.291
gnb,2007,50.743
gnb,2008,51.218
gnb,2009,51.716
gnb,2010,52.232
gnb,2011,52.76
gnb,2012,53.288
gnb,2013,53.803
gnb,2014,54.299
gnb,2015,54.765
gnb,2016,55.198
gnb,2017,55.597
gnb,2018,55.965
gnb,2019,56.305
gnb,2020,56.62
gnq,1960,35.16
gnq,1961,35.492
gnq,1962,35.822
gnq,1963,36.15
gnq,1964,36.476
gnq,1965,36.801
gnq,1966,37.126
gnq,1967,37.452
gnq,1968,37.78
gnq,1969,38.11
gnq,1970,38.434
gnq,1971,38.744
gnq,1972,39.038
gnq,1973,39.322
gnq,1974,39.611
gnq,1975,39.931
gnq,1976,40.319
gnq,1977,40.791
gnq,1978,41.352
gnq,1979,41.988
gnq,1980,42.671
gnq,1981,43.355
gnq,1982,43.999
gnq,1983,44.573
gnq,1984,45.065
gnq,1985,45.482
gnq,1986,45.842
gnq,1987,46.181
gnq,1988,46.529
gnq,1989,46.902
gnq,1990,47.31
gnq,1991,47.757
gnq,1992,48.235
gnq,1993,48.73
gnq,1994,49.237
gnq,1995,49.747
gnq,1996,50.251
gnq,1997,50.74
gnq,1998,51.205
gnq,1999,51.638
gnq,2000,52.03
gnq,2001,52.373
gnq,2002,52.671
gnq,2003,52.932
gnq,2004,53.162
gnq,2005,53.372
gnq,2006,53.575
gnq,2007,53.784
gnq,2008,54.009
gnq,2009,54.259
gnq,2010,54.54
gnq,2011,54.855
gnq,2012,55.198
gnq,2013,55.56
gnq,2014,55.935
gnq,2015,56.315
gnq,2016,56.692
gnq,2017,57.059
gnq,2018,57.41
gnq,2019,57.743
gnq,2020,58.056
grc,1960,65.9
grc,1961,66.274
grc,1962,66.603
grc,1963,66.874
grc,1964,67.087
grc,1965,67.258
grc,1966,67.416
grc,1967,67.591
grc,1968,67.805
grc,1969,68.061
grc,1970,68.349
grc,1971,68.649
grc,1972,68.935
grc,1973,69.189
grc,1974,69.41
grc,1975,69.602
grc,1976,69.782
grc,1977,69.968
grc,1978,70.174
grc,1979,70.404
grc,1980,70.653
grc,1981,70.909
grc,1982,71.159
grc,1983,71.4
grc,1984,71.634
grc,1985,71.879
grc,1986,72.158
grc,1987,72.484
grc,1988,72.861
grc,1989,74.2
grc,1990,74.5
grc,1991,74.6
grc,1992,74.7
grc,1993,75
grc,1994,75.2
grc,1995,75
grc,1996,75.1
grc,1997,75.6
grc,1998,75.4
grc,1999,75.5
grc,2000,75.4
grc,2001,75.9
grc,2002,76.3
grc,2003,76.5
grc,2004,76.6
grc,2005,76.8
grc,2006,77
grc,2007,77
grc,2008,77.5
grc,2009,77.7
grc,2010,77.9
grc,2011,78
grc,2012,78
grc,2013,78.7
grc,2014,78.8
grc,2015,78.5
grc,2016,78.9
grc,2017,78.8
grc,2018,79.3
grc,2019,79.2
grc,2020,78.6
grd,1960,60.206
grd,1961,60.579
grd,1962,60.939
grd,1963,61.287
grd,1964,61.622
grd,1965,61.945
grd,1966,62.255
grd,1967,62.551
grd,1968,62.834
grd,1969,63.105
grd,1970,63.365
grd,1971,63.619
grd,1972,63.868
grd,1973,64.11
grd,1974,64.346
grd,1975,64.568
grd,1976,64.773
grd,1977,64.954
grd,1978,65.111
grd,1979,65.245
grd,1980,65.356
grd,1981,65.445
grd,1982,65.52
grd,1983,65.591
grd,1984,65.67
grd,1985,65.774
grd,1986,65.92
grd,1987,66.116
grd,1988,66.363
grd,1989,66.659
grd,1990,66.997
grd,1991,67.363
grd,1992,67.739
grd,1993,68.108
grd,1994,68.457
grd,1995,68.781
grd,1996,69.076
grd,1997,69.347
grd,1998,69.598
grd,1999,69.824
grd,2000,70.025
grd,2001,70.197
grd,2002,70.342
grd,2003,70.459
grd,2004,70.547
grd,2005,70.605
grd,2006,70.631
grd,2007,70.626
grd,2008,70.594
grd,2009,70.541
grd,2010,70.473
grd,2011,70.396
grd,2012,70.317
grd,2013,70.242
grd,2014,70.176
grd,2015,70.125
grd,2016,70.09
grd,2017,70.07
grd,2018,70.064
grd,2019,70.073
grd,2020,70.097
grl,1978,60
grl,1979,60.35
grl,1980,59.84
