geo,time,er_h2o_intr_pc
lbr,1997,85976.76048
lbr,2002,66121.66982
lbr,2007,57771.56027
lbr,2012,48359.85146
lbr,2017,42533.0652
lbr,2018,41502.59308
lby,1962,451.37556
lby,1967,372.56455
lby,1972,300.75355
lby,1977,244.27361
lby,1982,201.12382
lby,1987,170.32803
lby,1992,150.50863
lby,1997,136.77196
lby,2002,126.55717
lby,2007,117.15901
lby,2012,111.36298
lby,2017,106.37129
lby,2018,104.81293
lca,1962,3264.70217
lca,1967,3019.01994
lca,1972,2822.12178
lca,1977,2662.28879
lca,1982,2479.60535
lca,1987,2292.38631
lca,1992,2116.28276
lca,1997,1987.80819
lca,2002,1882.15225
lca,2007,1789.50641
lca,2012,1698.23504
lca,2017,1657.87081
lca,2018,1649.34857
lka,1962,5100.37492
lka,1967,4529.21466
lka,1972,4060.84056
lka,1977,3699.16403
lka,1982,3406.18566
lka,1987,3172.32269
lka,1992,2976.85709
lka,1997,2858.5509
lka,2002,2769.83951
lka,2007,2661.01614
lka,2012,2585.06728
lka,2017,2462.22716
lka,2018,2436.54819
lso,1962,6017.49794
lso,1967,5435.01419
lso,1972,4855.62186
lso,1977,4257.13071
lso,1982,3695.16775
lso,1987,3276.13155
lso,1992,2934.43695
lso,1997,2657.44742
lso,2002,2576.56792
lso,2007,2632.20675
lso,2012,2595.54897
lso,2017,2500.55941
lso,2018,2480.63987
ltu,1992,4178.24965
ltu,1997,4324.30982
ltu,2002,4490.18275
ltu,2007,4784.46097
ltu,2012,5174.42257
ltu,2017,5465.98205
ltu,2018,5518.38756
lux,1962,3117.69291
lux,1967,2985.11918
lux,1972,2885.17023
lux,1977,2767.33876
lux,1982,2735.79099
lux,1987,2697.23533
lux,1992,2549.88207
lux,1997,2384.07438
lux,2002,2241.27304
lux,2007,2083.36372
lux,2012,1883.43071
lux,2017,1676.90698
lux,2018,1644.87211
lva,1992,6479.65203
lva,1997,6963.02426
lva,2002,7332.7844
lva,2007,7698.86291
lva,2012,8327.1112
lva,2017,8721.85248
lva,2018,8790.0732
mar,1962,2214.60432
mar,1967,1939.27566
mar,1972,1736.8504
mar,1977,1557.45781
mar,1982,1382.00382
mar,1987,1236.8185
mar,1992,1127.90392
mar,1997,1044.87286
mar,2002,984.56056
mar,2007,930.57076
mar,2012,872.39303
mar,2017,815.03585
mar,2018,804.90517
mda,1992,544.14822
mda,1997,551.86059
mda,2002,556.60463
mda,2007,563.78633
mda,2012,566.54093
mda,2017,587.98806
mda,2018,598.1802
mdg,1962,62961.26836
mdg,1967,55486.68657
mdg,1972,48512.80889
mdg,1977,42134.70678
mdg,1982,36495.01843
mdg,1987,31649.87017
mdg,1992,27395.3939
mdg,1997,23487.82327
mdg,2002,20101.25545
mdg,2007,17341.17134
mdg,2012,15080.56625
mdg,2017,13179.24386
mdg,2018,12832.07614
mdv,1962,316.11556
mdv,1967,279.11909
mdv,1972,243.21629
mdv,1977,207.43301
mdv,1982,176.62747
mdv,1987,147.76578
mdv,1992,126.97284
mdv,1997,113.707
mdv,2002,101.97665
mdv,2007,89.50628
mdv,2012,75.5228
mdv,2017,60.43538
mdv,2018,58.1729
mex,1962,10175.31445
mex,1967,8710.24338
mex,1972,7478.52293
mex,1977,6505.49703
mex,1982,5755.80876
mex,1987,5164.13613
mex,1992,4697.09286
mex,1997,4322.96419
mex,2002,4022.23484
mex,2007,3746.43323
mex,2012,3487.55441
mex,2017,3277.83912
mex,2018,3241.12422
mkd,1992,2715.39771
mkd,1997,2704.23353
mkd,2002,2673.05962
mkd,2007,2642.44883
mkd,2012,2620.03145
mkd,2017,2603.03441
mkd,2018,2600.88425
mli,1962,11149.58337
mli,1967,10514.89329
mli,1972,9760.12222
mli,1977,8938.85777
mli,1982,8120.54132
mli,1987,7442.12261
mli,1992,6779.40516
mli,1997,5943.91147
mli,2002,5164.89353
mli,2007,4395.1359
mli,2012,3754.81273
mli,2017,3241.06577
mli,2018,3145.02414
mlt,1962,155.91232
mlt,1967,162.09277
mlt,1972,166.96975
mlt,1977,164.5112
mlt,1982,154.95646
mlt,1987,146.59565
mlt,1992,137.37086
mlt,1997,131.92578
mlt,2002,127.53524
mlt,2007,124.16283
mlt,2012,120.23008
mlt,2017,107.90622
mlt,2018,104.20321
mmr,1962,44180.75745
mmr,1967,39464.6933
mmr,1972,35099.64031
mmr,1977,31311.32726
mmr,1982,28062.69454
mmr,1987,25448.96662
mmr,1992,23650.00269
mmr,1997,22270.97123
mmr,2002,21022.10727
mmr,2007,20208.9903
mmr,2012,19504.52757
mmr,2017,18785.17479
mmr,2018,18671.2231
mng,1962,34410.23451
mng,1967,29662.81496
mng,1972,25650.98534
mng,1977,22276.17674
mng,1982,19575.5587
mng,1987,17114.60502
mng,1992,15511.51183
mng,1997,14898.8927
mng,2002,14243.259
mng,2007,13416.51026
mng,2012,12319.90083
mng,2017,11176.09781
mng,2018,10977.17669
moz,1962,13360.31367
moz,1967,11915.372
moz,1972,10617.98728
moz,1977,9340.19514
moz,1982,8228.17956
moz,1987,7844.30111
moz,1992,7264.95801
moz,1997,6116.90752
moz,2002,5345.30043
moz,2007,4627.81003
moz,2012,4034.16009
moz,2017,3500.99405
moz,2018,3400.46015
mrt,1962,443.61145
mrt,1967,381.91809
mrt,1972,328.55748
mrt,1977,283.45897
mrt,1982,244.84974
mrt,1987,212.79358
mrt,1992,186.68515
mrt,1997,164.36778
mrt,2002,143.98346
mrt,2007,124.90195
mrt,2012,107.91692
mrt,2017,93.4016
mrt,2018,90.84071
mus,1962,3928.04149
mus,1967,3509.3
mus,1972,3228.67231
mus,1977,2985.74194
mus,1982,2771.72969
mus,1987,2655.19518
mus,1992,2536.79078
mus,1997,2395.74872
mus,2002,2283.70577
mus,2007,2219.21051
mus,2012,2190.49236
mus,2017,2175.36901
mus,2018,2174.18273
mwi,1962,4204.16822
mwi,1967,3709.95578
mwi,1972,3254.97975
mwi,1977,2822.68787
mwi,1982,2458.1231
mwi,1987,1982.52326
mwi,1992,1666.32694
mwi,1997,1572.34751
mwi,2002,1377.87807
mwi,2007,1209.73105
mwi,2012,1048.32352
mwi,2017,913.40255
mwi,2018,889.58872
mys,1962,66725.43874
mys,1967,57732.57693
mys,1972,51217.39781
mys,1977,45346.81833
mys,1982,40079.56485
mys,1987,35104.70037
mys,1992,30522.0427
mys,1997,26898.18896
mys,2002,23958.63484
mys,2007,21706.28869
mys,2012,19953.08342
mys,2017,18646.72667
mys,2018,18396.32685
nam,1962,9261.50034
nam,1967,8173.19728
nam,1972,7088.98267
nam,1977,6203.70495
nam,1982,5574.14091
nam,1987,4787.08346
nam,1992,4060.77708
nam,1997,3627.73536
nam,2002,3326.99791
nam,2007,3069.99787
nam,2012,2806.6632
nam,2017,2563.86451
nam,2018,2516.03147
ner,1962,975.41182
ner,1967,844.47477
ner,1972,734.02576
ner,1977,637.38833
ner,1982,551.74327
ner,1987,477.55922
ner,1992,408.55524
ner,1997,343.87233
ner,2002,287.12087
ner,2007,238.33188
ner,2012,196.68215
ner,2017,162.01912
ner,2018,155.9518
nga,1962,4699.1464
nga,1967,4222.21208
nga,1972,3767.10027
nga,1977,3288.53711
nga,1982,2854.2816
nga,1987,2509.99372
nga,1992,2206.43202
nga,1997,1947.86318
nga,2002,1718.5594
nga,2007,1510.18207
nga,2012,1321.54268
nga,2017,1157.83644
nga,2018,1128.2724
nic,1962,82763.51323
nic,1967,71091.70047
nic,1972,61050.4168
nic,1977,52323.24675
nic,1982,45211.04906
nic,1987,39954.76007
nic,1992,35790.92809
nic,1997,32357.30591
nic,2002,29929.16453
nic,2007,27944.2151
nic,2012,26111.02773
nic,2017,24465.75534
nic,2018,24160.53799
nld,1962,931.75417
nld,1967,873.14054
nld,1972,825.29341
nld,1977,793.86931
nld,1982,768.54875
nld,1987,750.08334
nld,1992,724.43887
nld,1997,704.64715
nld,2002,681.15972
nld,2007,671.48115
nld,2012,656.52193
nld,2017,642.0997
nld,2018,638.36119
nor,1962,104976.25943
nor,1967,100936.99655
nor,1972,97126.77638
nor,1977,94479.50327
nor,1982,92835.91107
nor,1987,91236.8444
nor,1992,89119.05349
nor,1997,86716.54608
nor,2002,84175.10272
nor,2007,81118.62154
nor,2012,76117.25485
nor,2017,72390.05429
nor,2018,71913.78779
npl,1962,18997.1441
npl,1967,17411.98334
npl,1972,15751.23264
npl,1977,14128.34604
npl,1982,12600.58275
npl,1987,11246.22132
npl,1992,9940.65584
npl,1997,8775.82457
npl,2002,8015.97521
npl,2007,7512.53107
npl,2012,7343.68898
npl,2017,7172.66594
npl,2018,7054.45717
nru,1962,2023.47223
nru,1967,1607.45857
nru,1972,1471.02086
nru,1977,1352.08218
nru,1982,1247.50496
nru,1987,1127.64995
nru,1992,997.00895
nru,1997,939.58468
nru,2002,989.90297
nru,2007,1015.64085
nru,2012,986.58246
nru,2017,945.44765
nru,2018,936.50494
nzl,1962,131748.58985
nzl,1967,120039.64612
nzl,1972,112607.18344
nzl,1977,104800.9743
nzl,1982,103608.88438
nzl,1987,99865.62424
nzl,1992,92589.97084
nzl,1997,86478.19533
nzl,2002,82816.25934
nzl,2007,77418.43837
nzl,2012,74181.6202
nzl,2017,67932.52451
nzl,2018,66726.52328
omn,1962,2418.68464
omn,1967,2120.83612
omn,1972,1803.22904
omn,1977,1431.77976
omn,1982,1085.16951
omn,1987,864.26634
omn,1992,705.90417
omn,1997,622.28887
omn,2002,599.60768
omn,2007,526.87792
omn,2012,400.22515
omn,2017,300.04762
omn,2018,289.88652
pak,1962,1165.28174
pak,1967,1025.0526
pak,1972,896.02841
pak,1977,775.10457
pak,1982,659.22267
pak,1987,559.59275
pak,1992,482.83255
pak,1997,419.66334
pak,2002,367.77073
pak,2007,327.75532
pak,2012,293.67772
pak,2017,264.54236
pak,2018,259.1549
pan,1962,113601.68565
pan,1967,98003.76956
pan,1972,84960.97835
pan,1977,74327.84242
pan,1982,65871.0731
pan,1987,58923.53102
pan,1992,53029.00256
pan,1997,47864.21075
pan,2002,43376.16632
pan,2007,39552.11892
pan,2012,36227.32142
pan,2017,33262.20014
pan,2018,32703.93177
per,1962,152658.78863
per,1967,132479.00922
per,1972,115384.98859
per,1977,100932.9191
per,1982,89056.9085
per,1987,79308.75245
per,1992,71450.89556
per,1997,65090.74606
per,2002,60551.35161
per,2007,57918.22624
per,2012,55614.31792
per,2017,52187.52054
per,2018,51298.45903
phl,1962,17060.0176
phl,1967,14592.99408
phl,1972,12630.72404
phl,1977,10978.8316
phl,1982,9575.48726
phl,1987,8364.7908
phl,1992,7366.94996
phl,1997,6558.86943
phl,2002,5887.03336
phl,2007,5357.61331
phl,2012,4927.34283
phl,2017,4554.40427
phl,2018,4491.26807
png,1962,342256.64634
png,1967,308454.18627
png,1972,274490.10294
png,1977,242533.53988
png,1982,212552.03345
png,1987,186601.28245
png,1992,165625.35668
png,1997,147063.33252
png,2002,131341.16713
png,2007,117647.00699
png,2012,104966.54241
png,2017,94927.28049
png,2018,93071.09516
pol,1962,1768.48074
pol,1967,1675.67258
pol,1972,1621.50793
pol,1977,1545.15614
pol,1982,1479.41725
pol,1987,1422.95674
pol,1992,1397.15524
pol,1997,1386.81682
pol,2002,1402.02689
pol,2007,1406.06535
pol,2012,1408.18557
pol,2017,1411.46133
pol,2018,1411.46416
pri,1962,2897.57832
pri,1967,2683.62614
pri,1972,2520.18273
pri,1977,2298.70913
pri,1982,2166.31631
pri,1987,2062.84408
pri,1992,1980.37695
pri,1997,1888.58415
pri,2002,1856.83972
pri,2007,1876.8198
pri,2012,1953.50759
pri,2017,2135.15466
pri,2018,2223.36763
prk,1962,5643.66125
prk,1967,5067.04265
prk,1972,4405.64409
prk,1977,3988.91012
prk,1982,3720.45129
prk,1987,3447.92237
prk,1992,3200.01421
prk,1997,2999.74081
prk,2002,2870.67568
prk,2007,2769.93079
prk,2012,2701.5434
prk,2017,2634.70251
prk,2018,2622.34964
prt,1962,4225.04596
prt,1967,4281.92173
prt,1972,4403.02511
prt,1977,4018.75064
prt,1982,3833.82546
prt,1987,3788.62239
prt,1992,3818.13845
prt,1997,3759.03516
prt,2002,3646.96216
prt,2007,3604.29951
prt,2012,3613.93854
prt,2017,3689.21294
prt,2018,3695.12424
pry,1962,58305.40571
pry,1967,51073.92755
pry,1972,45049.3984
pry,1977,39854.07278
pry,1982,34730.84928
pry,1987,30063.78919
pry,1992,26321.59728
pry,1997,23408.91411
pry,2002,21149.83519
pry,2007,19505.10384
pry,2012,18220.01367
pry,2017,17037.86396
pry,2018,16819.84466
pse,1992,375.30198
pse,1997,300.01647
pse,2002,264.03301
pse,2007,232.3654
pse,2012,204.0202
pse,2017,182.27509
pse,2018,177.71602
qat,1962,995.27249
qat,1967,648.91425
qat,1972,429.10235
qat,1977,307.15395
qat,1982,201.99908
qat,1987,132.65302
qat,1992,113.03929
qat,1997,104.61033
qat,2002,87.38095
qat,2007,45.96037
qat,2012,25.50001
qat,2017,20.55252
qat,2018,20.13171
rou,1962,2269.15576
rou,1967,2169.5237
rou,1972,2051.50979
rou,1977,1947.95983
rou,1982,1885.5886
rou,1987,1846.66901
rou,1992,1859.23809
rou,1997,1879.04773
rou,2002,1950.25466
rou,2007,2029.40371
rou,2012,2112.86904
rou,2017,2163.49062
rou,2018,2176.23839
rus,1992,29029.57008
rus,1997,29151.80662
rus,2002,29675.20441
rus,2007,30194.99708
rus,2012,30111.36996
rus,2017,29841.5039
rus,2018,29845.40351
rwa,1962,3111.75763
rwa,1967,2777.04941
rwa,1972,2382.61065
rwa,1977,2040.64711
rwa,1982,1725.75187
rwa,1987,1401.18387
rwa,1992,1417.43677
rwa,1997,1479.77429
rwa,2002,1127.32066
rwa,2007,1024.39582
rwa,2012,900.50227
rwa,2017,792.92477
rwa,2018,772.2341
sau,1962,550.10697
sau,1967,461.97167
sau,1972,375.41221
sau,1977,292.40854
sau,1982,218.40319
sau,1987,166.13984
sau,1992,138.86731
sau,1997,123.66584
sau,2002,110.06488
sau,2007,95.29638
sau,2012,82.31891
sau,2017,72.50496
sau,2018,71.21079
sdn,2012,110.51622
sdn,2017,98.00703
sdn,2018,95.69027
sen,1962,7617.80335
sen,1967,6615.98155
sen,1972,5704.32225
sen,1977,4979.24816
sen,1982,4365.6786
sen,1987,3752.32
sen,1992,3228.99983
sen,1997,2825.57766
sen,2002,2508.82603
sen,2007,2207.56627
sen,2012,1925.08719
sen,2017,1673.2218
sen,2018,1627.31626
sgp,1962,342.81798
sgp,1967,303.39807
sgp,1972,278.75861
sgp,1977,258.03123
sgp,1982,226.71745
sgp,1987,216.23267
sgp,1992,185.71839
sgp,1997,158.05954
sgp,2002,143.67989
sgp,2007,130.75887
sgp,2012,112.94252
sgp,2017,106.90894
sgp,2018,106.40796
slb,1962,357485.61071
slb,1967,307599.1492
slb,1972,259055.3507
slb,1977,215022.73258
slb,1982,181374.79971
slb,1987,155819.16877
slb,1992,135452.90591
slb,1997,117632.20007
slb,2002,102656.20223
slb,2007,90829.10669
slb,2012,80386.14259
slb,2017,70279.70499
slb,2018,68468.39236
sle,1962,66980.38605
sle,1967,61614.34197
sle,1972,56044.66199
sle,1977,50465.17855
sle,1982,45195.6463
sle,1987,39622.06493
sle,1992,36800.83869
sle,1997,36906.36969
sle,2002,32220.58211
sle,2007,26712.78629
sle,2012,23835.82125
sle,2017,21366.30296
sle,2018,20914.62532
slv,1962,5332.31081
slv,1967,4614.18018
slv,1972,4041.56898
slv,1977,3602.66835
slv,1982,3299.3784
slv,1987,3084.34228
slv,1992,2885.71944
slv,1997,2720.01684
slv,2002,2621.54239
slv,2007,2559.85694
slv,2012,2505.64212
slv,2017,2446.72773
slv,2018,2434.29887
som,1962,2087.52651
som,1967,1858.83107
som,1972,1724.24099
som,1977,1249.44452
som,1982,907.98482
som,1987,874.34663
som,1992,822.43831
som,1997,756.03676
som,2002,631.49021
som,2007,541.51028
som,2012,471.86553
som,2017,411.26411
som,2018,399.78079
srb,2007,1138.91616
srb,2012,1167.78854
srb,2017,1197.43194
srb,2018,1203.99203
ssd,2012,2570.78356
ssd,2017,2382.96568
ssd,2018,2368.82107
stp,1962,33809.98273
stp,1967,32040.44837
stp,1972,27973.82352
stp,1977,24744.04743
stp,1982,21914.3938
stp,1987,19771.62923
stp,1992,17499.6393
stp,1997,16049.35594
stp,2002,14784.67322
stp,2007,13109.07633
stp,2012,11571.49414
stp,2017,10527.02774
stp,2018,10330.18721
sur,1962,325771.48611
sur,1967,284750.32574
sur,1972,269089.74279
sur,1977,276807.70812
sur,1982,274293.69374
sur,1987,259820.01559
sur,1992,235345.57764
sur,1997,217982.45131
sur,2002,205297.07939
sur,2007,193669.17002
sur,2012,182910.94454
sur,2017,173531.68531
sur,2018,171878.87921
svk,1997,2340.57575
svk,2002,2343.35254
svk,2007,2344.35099
svk,2012,2330.06312
svk,2017,2316.50358
svk,2018,2313.29725
svn,1992,9351.37429
svn,1997,9401.01396
svn,2002,9360.60128
svn,2007,9251.17514
svn,2012,9075.62326
svn,2017,9035.08928
svn,2018,9002.38878
swe,1962,22614.29742
swe,1967,21733.79507
swe,1972,21053.14997
swe,1977,20723.40436
swe,1982,20539.89165
swe,1987,20362.46619
swe,1992,19727.58171
swe,1997,19330.63549
swe,2002,19159.75403
swe,2007,18692.42242
swe,2012,17963.36608
swe,2017,17001.90242
swe,2018,16805.54335
swz,1962,7539.51851
swz,1967,6687.60793
swz,1972,5776.31254
swz,1977,4960.04739
swz,1982,4191.72722
swz,1987,3526.42293
swz,1992,3045.00038
swz,1997,2740.24939
swz,2002,2590.63809
swz,2007,2532.00745
swz,2012,2446.06393
swz,2017,2347.06733
swz,2018,2323.38336
syr,1962,1462.84562
syr,1967,1242.35677
syr,1972,1048.8007
syr,1977,884.79195
syr,1982,743.67382
syr,1987,627.77004
syr,1992,540.80823
syr,1997,469.97398
syr,2002,417.45129
syr,2007,358.78397
syr,2012,348.94312
syr,2017,417.18168
syr,2018,420.88958
tcd,1962,4805.80387
tcd,1967,4367.04488
tcd,1972,3931.58724
tcd,1977,3525.06391
tcd,1982,3179.20747
tcd,1987,2771.18646
tcd,1992,2359.69973
tcd,1997,1999.0687
tcd,2002,1663.11389
tcd,2007,1386.57395
tcd,2012,1173.27303
tcd,2017,998.88385
tcd,2018,969.13455
tgo,1962,7130.62878
tgo,1967,6197.95737
tgo,1972,5116.61887
tgo,1977,4566.29345
tgo,1982,3944.27528
tgo,1987,3312.46194
tgo,1992,2914.41602
tgo,1997,2563.56242
tgo,2002,2212.79805
tgo,2007,1942.44945
tgo,2012,1697.71592
tgo,2017,1493.80215
tgo,2018,1457.70839
tha,1962,7720.17534
tha,1967,6646.47554
tha,1972,5748.03063
tha,1977,5055.85923
tha,1982,4558.03355
tha,1987,4161.76412
tha,1992,3883.5152
tha,1997,3689.77131
tha,2002,3504.18562
tha,2007,3392.30875
tha,2012,3309.60105
tha,2017,3243.90389
tha,2018,3233.68852
tjk,1992,11532.96037
tjk,1997,10686.37282
tjk,2002,9874.1826
tjk,2007,8985.27413
tjk,2012,8058.57836
tjk,2017,7146.17901
tjk,2018,6972.97725
tkm,1992,360.27091
tkm,1997,322.60841
tkm,2002,304.77104
tkm,2007,288.49261
tkm,2012,266.70939
tkm,2017,244.02244
tkm,2018,240.13391
tls,1962,16711.59061
tls,1967,15243.84615
tls,1972,13687.44662
tls,1977,13253.91229
tls,1982,13396.21343
tls,1987,11966.93274
tls,1992,10488.96603
tls,1997,9531.60007
tls,2002,8903.22863
tls,2007,7926.56819
tls,2012,7250.6493
tls,2017,6607.62845
tls,2018,6478.83448
tto,1962,4366.43475
tto,1967,4150.30583
tto,1972,3966.3848
tto,1977,3695.11448
tto,1982,3428.51319
tto,1987,3214.64801
tto,1992,3105.07519
tto,1997,3048.01087
tto,2002,3006.55328
tto,2007,2934.77008
tto,2012,2855.4134
tto,2017,2774.44613
tto,2018,2762.90591
tun,1962,974.3404
tun,1967,884.92293
tun,1972,792.80563
tun,1977,708.61992
tun,1982,622.35557
tun,1987,544.75336
tun,1992,487.00613
tun,1997,446.50847
tun,2002,424.97105
tun,2007,407.09466
tun,2012,386.74314
tun,2017,366.90628
tun,2018,362.72603
tur,1962,7872.96953
tur,1967,6989.34793
tur,1972,6204.34426
tur,1977,5522.00055
tur,1982,4932.05808
tur,1987,4442.18921
tur,1992,4071.82586
tur,1997,3759.98564
tur,2002,3484.5154
tur,2007,3262.34481
tur,2012,3040.81473
tur,2017,2798.4459
tur,2018,2756.85878
tza,1962,7885.87709
tza,1967,6802.61752
tza,1972,5821.87556
tza,1977,4968.87885
tza,1982,4258.91852
tza,1987,3656.75153
tza,1992,3115.58786
tza,1997,2692.92456
tza,2002,2377.26048
tza,2007,2064.82488
tza,2012,1785.21967
tza,2017,1536.76308
tza,2018,1491.65091
uga,1962,5404.80687
uga,1967,4561.16665
uga,1972,3927.63326
uga,1977,3430.49613
uga,1982,2949.63141
uga,1987,2497.95776
uga,1992,2101.10428
uga,1997,1800.93715
uga,2002,1549.63228
uga,2007,1322.64658
uga,2012,1128.51467
uga,2017,947.37023
uga,2018,912.72838
ukr,1992,1056.55946
ukr,1997,1089.049
ukr,2002,1143.09492
ukr,2007,1184.70786
ukr,2012,1208.50975
ukr,2017,1229.05651
ukr,2018,1234.80254
ury,1962,35408.65582
ury,1967,33526.16221
ury,1972,32678.13909
ury,1977,32272.08694
ury,1982,31213.47886
ury,1987,30233.66061
ury,1992,29228.46578
ury,1997,28194.35543
ury,2002,27720.60186
ury,2007,27673.11891
ury,2012,27286.38032
ury,2017,26828.49027
ury,2018,26730.13778
usa,1962,15106.8415
usa,1967,14181.32775
usa,1972,13425.69654
usa,1977,12795.19068
usa,1982,12164.1688
usa,1987,11630.7385
usa,1992,10985.75516
usa,1997,10335.32974
usa,2002,9797.47278
usa,2007,9354.94044
usa,2012,8978.02023
usa,2017,8667.51217
usa,2018,8622.00321
uzb,1992,761.80708
uzb,1997,690.41282
uzb,2002,646.56921
uzb,2007,608.15841
uzb,2012,548.79176
uzb,2017,504.4985
uzb,2018,495.8111
vct,1962,1201.35996
vct,1967,1139.22466
vct,1972,1080.95255
vct,1977,1023.45766
vct,1982,977.9473
vct,1987,944.2425
vct,1992,926.43205
vct,1997,926.82702
vct,2002,925.11218
vct,2007,921.52311
vct,2012,922.21148
vct,2017,910.53122
vct,2018,907.35869
ven,1962,92075.97583
ven,1967,77704.64532
ven,1972,66541.59602
ven,1977,57646.68198
ven,1982,50257.31119
ven,1987,44151.36228
ven,1992,39158.08845
ven,1997,35248.66709
ven,2002,32071.19311
ven,2007,29543.88535
ven,2012,27417.48385
ven,2017,27378.64289
ven,2018,27867.09383
vnm,1962,10362.87993
vnm,1967,8969.14264
vnm,1972,7890.9339
vnm,1977,7066.68843
vnm,1982,6326.22344
vnm,1987,5642.21155
vnm,1992,5070.57459
vnm,1997,4659.73093
vnm,2002,4408.20055
vnm,2007,4207.70015
vnm,2012,4002.3642
vnm,2017,3799.34007
vnm,2018,3761.75002
vut,1962,147507.85479
vut,1967,127380.42163
vut,1972,110129.73283
vut,1977,94156.63898
vut,1982,82373.67996
vut,1987,73488.88481
vut,1992,64442.9551
vut,1997,57169.97204
vut,2002,51565.79538
vut,2007,45565.55973
vut,2012,40079.35713
vut,2017,35026.39239
vut,2018,34167.59204
yem,1962,383.65475
yem,1967,355.45786
yem,1972,328.60902
yem,1977,292.5332
yem,1982,245.85542
yem,1987,203.44807
yem,1992,162.11012
yem,1997,131.44983
yem,2002,113.86011
yem,2007,98.67255
yem,2012,85.80823
yem,2017,75.44509
yem,2018,73.68761
zaf,1962,2493.63604
zaf,1967,2195.33983
zaf,1972,1924.2732
zaf,1977,1691.78441
zaf,1982,1485.88171
zaf,1987,1306.20899
zaf,1992,1158.44258
zaf,1997,1042.16447
zaf,2002,970.72834
zaf,2007,912.05645
zaf,2012,847.96034
zaf,2017,785.83047
zaf,2018,775.18681
zmb,1962,24596.3596
zmb,1967,21117.06012
zmb,1972,17957.21993
zmb,1977,15167.7219
zmb,1982,12799.50107
zmb,1987,10877.76913
zmb,1992,9489.6123
zmb,1997,8356.24671
zmb,2002,7309.71205
zmb,2007,6414.48183
zmb,2012,5544.36062
zmb,2017,4758.6248
zmb,2018,4622.0216
zwe,1962,3035.2478
zwe,1967,2564.94751
zwe,1972,2160.76596
zwe,1977,1826.35481
zwe,1982,1540.54185
zwe,1987,1286.84164
zwe,1992,1124.71794
zwe,1997,1052.06668
zwe,2002,1025.57301
zwe,2007,1000.33292
zwe,2012,934.79687
zwe,2017,861.16075
zwe,2018,849.10034
