geo,time,se_sec_priv_zs
vgb,2003,3.3068
vgb,2004,4.39367
vgb,2005,9.40489
vgb,2006,11.07708
vgb,2007,12.44144
vgb,2009,16.99279
vgb,2010,16.60917
vgb,2011,15.91264
vgb,2012,17.49361
vgb,2013,18.05766
vgb,2014,17.46351
vgb,2015,16.82289
vgb,2016,18.82989
vgb,2017,17.56098
vgb,2018,18.54419
vgb,2019,22.52066
vgb,2020,23.72474
vut,2000,27.36933
vut,2015,7.60891
vut,2020,6.54056
wsm,1998,29.86711
wsm,1999,31.94317
wsm,2000,31.76514
wsm,2001,31.68808
wsm,2004,32.14526
wsm,2005,32.47397
wsm,2011,32.5039
wsm,2012,33.01909
wsm,2014,33.82722
wsm,2015,32.45364
wsm,2016,30.90433
yem,1999,1.19896
yem,2001,1.31912
yem,2003,1.65375
yem,2004,1.67827
yem,2005,2.18113
yem,2010,3.46754
yem,2011,4.06612
yem,2013,4.45251
yem,2016,3.85235
zaf,1999,2.32662
zaf,2000,2.29503
zaf,2001,2.37695
zaf,2002,2.54094
zaf,2003,2.56515
zaf,2004,2.60142
zaf,2005,2.84331
zaf,2006,3.01694
zaf,2007,2.93642
zaf,2008,2.99831
zaf,2009,3.23678
zaf,2010,3.67878
zaf,2011,3.90113
zaf,2012,4.10692
zaf,2014,4.18667
zaf,2016,4.65435
zaf,2017,4.22309
zaf,2018,5.03765
zaf,2019,4.63671
zwe,1999,71.67773
zwe,2001,71.29123
zwe,2002,71.26933
zwe,2012,77.41034
