geo,time,en_atm_ghgt_kt_ce
esp,1995,303340
esp,1996,296730
esp,1997,318090
esp,1998,327700
esp,1999,352530
esp,2000,369840
esp,2001,367810
esp,2002,384510
esp,2003,393610
esp,2004,409760
esp,2005,424480
esp,2006,418340
esp,2007,434660
esp,2008,401450
esp,2009,364620
esp,2010,349440
esp,2011,348820
esp,2012,342540
esp,2013,316480
esp,2014,314950
esp,2015,325510
esp,2016,315830
esp,2017,332170
esp,2018,326940
est,1990,39150
est,1991,35370
est,1992,27590
est,1993,21790
est,1994,20910
est,1995,19170
est,1996,20040
est,1997,19620
est,1998,19030
est,1999,17930
est,2000,17530
est,2001,17980
est,2002,17550
est,2003,19480
est,2004,19620
est,2005,19770
est,2006,18530
est,2007,22540
est,2008,21000
est,2009,17590
est,2010,21560
est,2011,20690
est,2012,19460
est,2013,21870
est,2014,20540
est,2015,18110
est,2016,18280
est,2017,18920
est,2018,18610
eth,1990,66410
eth,1991,68180
eth,1992,70720
eth,1993,66210
eth,1994,68610
eth,1995,70740
eth,1996,74930
eth,1997,78020
eth,1998,84790
eth,1999,85290
eth,2000,83310
eth,2001,87340
eth,2002,96880
eth,2003,95260
eth,2004,97630
eth,2005,101160
eth,2006,106550
eth,2007,116900
eth,2008,121860
eth,2009,126670
eth,2010,131440
eth,2011,133090
eth,2012,140650
eth,2013,147510
eth,2014,155660
eth,2015,161090
eth,2016,167190
eth,2017,170620
eth,2018,172230
fin,1990,69400
fin,1991,69300
fin,1992,66200
fin,1993,67440
fin,1994,74040
fin,1995,70050
fin,1996,76490
fin,1997,74530
fin,1998,70860
fin,1999,69990
fin,2000,68450
fin,2001,74230
fin,2002,76550
fin,2003,84650
fin,2004,80590
fin,2005,68380
fin,2006,79710
fin,2007,77860
fin,2008,69730
fin,2009,66060
fin,2010,74120
fin,2011,66100
fin,2012,60380
fin,2013,61120
fin,2014,57000
fin,2015,53550
fin,2016,56260
fin,2017,53320
fin,2018,54490
fji,1990,1820
fji,1991,1830
fji,1992,1880
fji,1993,1940
fji,1994,1990
fji,1995,2050
fji,1996,2110
fji,1997,2090
fji,1998,2050
fji,1999,2040
fji,2000,2070
fji,2001,2340
fji,2002,2180
fji,2003,2290
fji,2004,2720
fji,2005,2520
fji,2006,2600
fji,2007,2500
fji,2008,2210
fji,2009,2180
fji,2010,2370
fji,2011,2370
fji,2012,2350
fji,2013,2510
fji,2014,2740
fji,2015,2370
fji,2016,2610
fji,2017,2730
fji,2018,2820
fra,1990,502750
fra,1991,527540
fra,1992,512800
fra,1993,494010
fra,1994,488270
fra,1995,497010
fra,1996,515770
fra,1997,505840
fra,1998,521880
fra,1999,511480
fra,2000,508560
fra,2001,513380
fra,2002,505830
fra,2003,510700
fra,2004,508440
fra,2005,509070
fra,2006,498790
fra,2007,491620
fra,2008,485350
fra,2009,467050
fra,2010,470790
fra,2011,453510
fra,2012,456320
fra,2013,457250
fra,2014,424130
fra,2015,430140
fra,2016,430020
fra,2017,432380
fra,2018,423350
fsm,1991,10
fsm,1992,110
fsm,1993,120
fsm,1994,130
fsm,1995,190
fsm,1996,190
fsm,1997,190
fsm,1998,200
fsm,1999,200
fsm,2000,200
fsm,2001,220
fsm,2002,210
fsm,2003,230
fsm,2004,230
fsm,2005,230
fsm,2006,210
fsm,2007,210
fsm,2008,190
fsm,2009,210
fsm,2010,190
fsm,2011,200
fsm,2012,210
fsm,2013,220
fsm,2014,220
fsm,2015,230
fsm,2016,260
fsm,2017,260
fsm,2018,270
gab,1990,7440
gab,1991,7610
gab,1992,7820
gab,1993,7860
gab,1994,7540
gab,1995,7420
gab,1996,7150
gab,1997,7020
gab,1998,6840
gab,1999,6470
gab,2000,6030
gab,2001,5960
gab,2002,5780
gab,2003,5900
gab,2004,6050
gab,2005,6210
gab,2006,5750
gab,2007,5810
gab,2008,6030
gab,2009,6030
gab,2010,6700
gab,2011,7750
gab,2012,8030
gab,2013,8040
gab,2014,7860
gab,2015,7970
gab,2016,8360
gab,2017,7530
gab,2018,7460
gbr,1990,757350
gbr,1991,772600
gbr,1992,750470
gbr,1993,733570
gbr,1994,722700
gbr,1995,713510
gbr,1996,733630
gbr,1997,712030
gbr,1998,708380
gbr,1999,682210
gbr,2000,684830
gbr,2001,695590
gbr,2002,677780
gbr,2003,685430
gbr,2004,680780
gbr,2005,674860
gbr,2006,671960
gbr,2007,656480
gbr,2008,636520
gbr,2009,581690
gbr,2010,594560
gbr,2011,551940
gbr,2012,573410
gbr,2013,554670
gbr,2014,513800
gbr,2015,497740
gbr,2016,475240
gbr,2017,461190
gbr,2018,452080
geo,1990,52150
geo,1991,42020
geo,1992,33830
geo,1993,27560
geo,1994,20220
geo,1995,16770
geo,1996,15140
geo,1997,14440
geo,1998,13940
geo,1999,13640
geo,2000,14020
geo,2001,11560
geo,2002,11010
geo,2003,11550
geo,2004,11640
geo,2005,12270
geo,2006,12630
geo,2007,13390
geo,2008,12510
geo,2009,13260
geo,2010,12980
geo,2011,14380
geo,2012,15260
geo,2013,16040
geo,2014,16630
geo,2015,16970
geo,2016,17390
geo,2017,17190
geo,2018,16900
gha,1990,12810
gha,1991,13080
gha,1992,13800
gha,1993,14300
gha,1994,14780
gha,1995,15340
gha,1996,16330
gha,1997,17350
gha,1998,20030
gha,1999,19670
gha,2000,20390
gha,2001,20390
gha,2002,21820
gha,2003,22530
gha,2004,21470
gha,2005,23900
gha,2006,25180
gha,2007,25680
gha,2008,25640
gha,2009,27080
gha,2010,29080
gha,2011,32400
gha,2012,35340
gha,2013,38240
gha,2014,38820
gha,2015,41450
gha,2016,41280
gha,2017,42920
gha,2018,44500
gin,1990,10050
gin,1991,10370
gin,1992,10700
gin,1993,11070
gin,1994,11490
gin,1995,11910
gin,1996,11380
gin,1997,11700
gin,1998,12710
gin,1999,12490
gin,2000,13180
gin,2001,14110
gin,2002,15270
gin,2003,15420
gin,2004,15470
gin,2005,16920
gin,2006,17230
gin,2007,17650
gin,2008,18240
gin,2009,18760
gin,2010,21070
gin,2011,22550
gin,2012,24010
gin,2013,24270
gin,2014,24990
gin,2015,25680
gin,2016,28610
gin,2017,28810
gin,2018,28890
gmb,1990,4410
gmb,1991,4570
gmb,1992,4680
gmb,1993,4800
gmb,1994,4340
gmb,1995,3880
gmb,1996,3610
gmb,1997,3280
gmb,1998,3040
gmb,1999,2730
gmb,2000,2470
gmb,2001,2260
gmb,2002,2050
gmb,2003,1960
gmb,2004,1870
gmb,2005,1740
gmb,2006,1860
gmb,2007,1930
gmb,2008,2110
gmb,2009,2490
gmb,2010,2560
gmb,2011,2260
gmb,2012,2360
gmb,2013,2440
gmb,2014,2590
gmb,2015,2620
gmb,2016,2660
gmb,2017,2700
gmb,2018,2790
gnb,1990,1580
gnb,1991,1590
gnb,1992,1630
gnb,1993,1660
gnb,1994,1680
gnb,1995,1720
gnb,1996,1650
gnb,1997,1640
gnb,1998,1620
gnb,1999,1760
gnb,2000,1730
gnb,2001,2020
gnb,2002,2070
gnb,2003,2120
gnb,2004,2040
gnb,2005,1990
gnb,2006,2160
gnb,2007,2190
gnb,2008,2110
gnb,2009,2240
gnb,2010,2340
gnb,2011,2340
gnb,2012,2530
gnb,2013,2500
gnb,2014,2500
gnb,2015,2620
gnb,2016,2650
gnb,2017,2740
gnb,2018,2800
gnq,1990,210
gnq,1991,260
gnq,1992,320
gnq,1993,1290
gnq,1994,1350
gnq,1995,1400
gnq,1996,3420
gnq,1997,5050
gnq,1998,6540
gnq,1999,8260
gnq,2000,10300
gnq,2001,12580
gnq,2002,15770
gnq,2003,18800
gnq,2004,22790
gnq,2005,25520
gnq,2006,26360
gnq,2007,24520
gnq,2008,25710
gnq,2009,26160
gnq,2010,25790
gnq,2011,25530
gnq,2012,25380
gnq,2013,24270
gnq,2014,22560
gnq,2015,21160
gnq,2016,19140
gnq,2017,18700
gnq,2018,19270
grc,1990,95350
grc,1991,95450
grc,1992,97530
grc,1993,97900
grc,1994,100530
grc,1995,104930
grc,1996,105990
grc,1997,107090
grc,1998,111150
grc,1999,112280
grc,2000,117920
grc,2001,118510
grc,2002,118890
grc,2003,122210
grc,2004,121820
grc,2005,123910
grc,2006,122290
grc,2007,125630
grc,2008,121790
grc,2009,114900
grc,2010,108190
grc,2011,105760
grc,2012,100600
grc,2013,92970
grc,2014,89910
grc,2015,88180
grc,2016,86900
grc,2017,86510
grc,2018,84750
grd,1990,1840
grd,1991,1860
grd,1992,1920
grd,1993,1910
grd,1994,1930
grd,1995,1960
grd,1996,1990
grd,1997,2020
grd,1998,2060
grd,1999,2070
grd,2000,2070
grd,2001,2100
grd,2002,2130
grd,2003,2150
grd,2004,2140
grd,2005,2160
grd,2006,2190
grd,2007,2210
grd,2008,2240
grd,2009,2770
grd,2010,2260
grd,2011,2270
grd,2012,2410
grd,2013,2320
grd,2014,2260
grd,2015,2290
grd,2016,2310
grd,2017,2330
grd,2018,2360
gtm,1990,12190
gtm,1991,12650
gtm,1992,13930
gtm,1993,14690
gtm,1994,15010
gtm,1995,16110
gtm,1996,16140
gtm,1997,16890
gtm,1998,18840
gtm,1999,19390
gtm,2000,20920
gtm,2001,21690
gtm,2002,22610
gtm,2003,22890
gtm,2004,23350
gtm,2005,24710
gtm,2006,24770
gtm,2007,26220
gtm,2008,25060
gtm,2009,26400
gtm,2010,26450
gtm,2011,27070
gtm,2012,27780
gtm,2013,28900
gtm,2014,30120
gtm,2015,32990
gtm,2016,34310
gtm,2017,33570
gtm,2018,35400
guy,1990,2580
guy,1991,2810
guy,1992,2800
guy,1993,2930
guy,1994,3230
guy,1995,3630
guy,1996,3690
guy,1997,3910
guy,1998,3840
guy,1999,3970
guy,2000,3640
guy,2001,3690
guy,2002,3580
guy,2003,3800
guy,2004,3830
guy,2005,3480
guy,2006,3300
guy,2007,3610
guy,2008,3760
guy,2009,3780
guy,2010,4010
guy,2011,4100
guy,2012,4360
guy,2013,4520
guy,2014,4730
guy,2015,4830
guy,2016,4720
guy,2017,4830
guy,2018,5040
hnd,1990,11900
hnd,1991,12040
hnd,1992,12380
hnd,1993,12200
hnd,1994,12910
hnd,1995,13700
hnd,1996,13290
hnd,1997,13220
hnd,1998,13440
hnd,1999,12870
hnd,2000,13180
hnd,2001,14090
hnd,2002,14490
hnd,2003,16320
hnd,2004,17140
hnd,2005,17100
hnd,2006,18070
hnd,2007,18750
hnd,2008,18770
hnd,2009,18710
hnd,2010,18890
hnd,2011,19920
hnd,2012,20300
hnd,2013,20880
hnd,2014,21120
hnd,2015,21560
hnd,2016,21500
hnd,2017,21300
hnd,2018,22400
hrv,1990,28690
hrv,1991,22180
hrv,1992,23210
hrv,1993,24090
hrv,1994,24180
hrv,1995,25460
hrv,1996,24800
hrv,1997,26280
hrv,1998,26580
hrv,1999,26260
hrv,2000,25330
hrv,2001,26130
hrv,2002,27130
hrv,2003,28230
hrv,2004,28000
hrv,2005,27890
hrv,2006,28620
hrv,2007,30120
hrv,2008,29300
hrv,2009,26740
hrv,2010,26180
hrv,2011,25890
hrv,2012,23950
hrv,2013,22830
hrv,2014,22100
hrv,2015,22690
hrv,2016,22730
hrv,2017,23400
hrv,2018,22550
hti,1990,5060
hti,1991,5280
hti,1992,5690
hti,1993,5330
hti,1994,4830
hti,1995,5620
hti,1996,5900
hti,1997,6300
hti,1998,6440
hti,1999,6580
hti,2000,7050
hti,2001,7220
hti,2002,7510
hti,2003,7550
hti,2004,7420
hti,2005,7510
hti,2006,7560
hti,2007,7970
hti,2008,7990
hti,2009,8040
hti,2010,8570
hti,2011,8970
hti,2012,8710
hti,2013,9000
hti,2014,9360
hti,2015,9680
hti,2016,9890
hti,2017,9900
hti,2018,9930
hun,1990,89120
hun,1991,84090
hun,1992,74150
hun,1993,74690
hun,1994,74350
hun,1995,72650
hun,1996,74920
hun,1997,73270
hun,1998,73140
hun,1999,73870
hun,2000,71050
hun,2001,73240
hun,2002,71420
hun,2003,74340
hun,2004,73210
hun,2005,72300
hun,2006,71520
hun,2007,69350
hun,2008,67960
hun,2009,62110
hun,2010,62090
hun,2011,61350
hun,2012,57470
hun,2013,55130
hun,2014,55400
hun,2015,58330
hun,2016,58960
hun,2017,60880
hun,2018,60920
idn,1990,506470
idn,1991,523800
idn,1992,544380
idn,1993,560640
idn,1994,577260
idn,1995,608290
idn,1996,622660
idn,1997,641020
idn,1998,647210
idn,1999,663050
idn,2000,667880
idn,2001,681310
idn,2002,682150
idn,2003,703480
idn,2004,708910
idn,2005,703250
idn,2006,718590
idn,2007,731410
idn,2008,725820
idn,2009,744030
idn,2010,762400
idn,2011,822480
idn,2012,827220
idn,2013,796880
idn,2014,845070
idn,2015,852000
idn,2016,866360
idn,2017,912420
idn,2018,969580
ind,1990,1226440
ind,1991,1281480
ind,1992,1313710
ind,1993,1345440
ind,1994,1391780
ind,1995,1457390
ind,1996,1509060
ind,1997,1567730
ind,1998,1601880
ind,1999,1678280
ind,2000,1717560
ind,2001,1741320
ind,2002,1763940
ind,2003,1808910
ind,2004,1894780
ind,2005,1969680
ind,2006,2065570
ind,2007,2209240
ind,2008,2309340
ind,2009,2452660
ind,2010,2564130
ind,2011,2671200
ind,2012,2814000
ind,2013,2875980
ind,2014,3048790
ind,2015,3063650
ind,2016,3103110
ind,2017,3229920
ind,2018,3374990
irl,1990,56570
irl,1991,57140
irl,1992,57350
irl,1993,58000
irl,1994,59480
irl,1995,60320
irl,1996,61800
irl,1997,63310
irl,1998,66710
irl,1999,68260
irl,2000,71230
irl,2001,73480
irl,2002,72740
irl,2003,73030
irl,2004,72260
irl,2005,73470
irl,2006,74450
irl,2007,72820
irl,2008,71770
irl,2009,66400
irl,2010,65040
irl,2011,60650
irl,2012,62310
irl,2013,61380
irl,2014,61540
irl,2015,63350
irl,2016,65880
irl,2017,65250
irl,2018,65090
irn,1990,260940
irn,1991,301280
irn,1992,322250
irn,1993,320540
irn,1994,353080
irn,1995,370290
irn,1996,384500
irn,1997,401980
irn,1998,410080
irn,1999,447910
irn,2000,466760
irn,2001,483520
irn,2002,508200
irn,2003,537500
irn,2004,574430
irn,2005,613270
irn,2006,661390
irn,2007,699780
irn,2008,713330
irn,2009,737580
irn,2010,743550
irn,2011,750700
irn,2012,761050
irn,2013,781950
irn,2014,794190
irn,2015,786500
irn,2016,795970
irn,2017,814730
irn,2018,828280
irq,1990,78780
irq,1991,58430
irq,1992,80130
irq,1993,103130
irq,1994,114160
irq,1995,110130
irq,1996,111880
irq,1997,130430
irq,1998,96880
irq,1999,80280
irq,2000,90630
irq,2001,102140
irq,2002,97860
irq,2003,86970
irq,2004,90980
irq,2005,105140
irq,2006,101370
irq,2007,95530
irq,2008,105020
irq,2009,128300
irq,2010,141410
irq,2011,153590
irq,2012,175600
irq,2013,186900
irq,2014,193680
irq,2015,185770
irq,2016,197300
irq,2017,200790
irq,2018,215690
isl,1990,3360
isl,1991,3240
isl,1992,3040
isl,1993,3000
isl,1994,3080
isl,1995,3020
isl,1996,3280
isl,1997,3260
isl,1998,3400
isl,1999,3380
isl,2000,3420
isl,2001,3300
isl,2002,3350
isl,2003,3320
isl,2004,3400
isl,2005,3360
isl,2006,3830
isl,2007,3840
isl,2008,3730
isl,2009,3390
isl,2010,3260
isl,2011,3070
isl,2012,3060
isl,2013,3220
isl,2014,3290
isl,2015,3330
isl,2016,3300
isl,2017,3420
isl,2018,3440
isr,1990,43980
isr,1991,45060
isr,1992,47840
isr,1993,51900
isr,1994,55230
isr,1995,59060
isr,1996,62160
isr,1997,65180
isr,1998,66550
isr,1999,68740
isr,2000,73610
isr,2001,73510
isr,2002,75520
isr,2003,76350
isr,2004,77440
isr,2005,76100
isr,2006,80420
isr,2007,83610
isr,2008,84290
isr,2009,83870
isr,2010,89320
isr,2011,89590
isr,2012,96710
isr,2013,88550
isr,2014,87150
isr,2015,89510
isr,2016,89420
isr,2017,91060
isr,2018,87830
ita,1990,491250
ita,1991,488850
ita,1992,485620
ita,1993,479320
ita,1994,474030
ita,1995,499020
ita,1996,495260
ita,1997,499040
ita,1998,510330
ita,1999,517560
ita,2000,522470
ita,2001,520660
ita,2002,528940
ita,2003,547470
ita,2004,558590
ita,2005,559870
ita,2006,547470
ita,2007,540720
ita,2008,525850
ita,2009,476970
ita,2010,485460
ita,2011,474590
ita,2012,456710
ita,2013,424930
ita,2014,405240
ita,2015,416150
ita,2016,411450
ita,2017,405770
ita,2018,399600
jam,1990,9030
jam,1991,9020
jam,1992,9820
jam,1993,10010
jam,1994,10050
jam,1995,10360
jam,1996,10700
jam,1997,10840
jam,1998,11390
jam,1999,11670
jam,2000,11780
jam,2001,11810
jam,2002,11980
jam,2003,12410
jam,2004,12320
jam,2005,12280
jam,2006,13480
jam,2007,13400
jam,2008,11000
jam,2009,9260
jam,2010,8860
jam,2011,9010
jam,2012,8570
jam,2013,9050
jam,2014,8890
jam,2015,8780
jam,2016,9230
jam,2017,8690
jam,2018,10020
jor,1990,18670
jor,1991,19140
jor,1992,21890
jor,1993,22630
jor,1994,23710
jor,1995,23340
jor,1996,22570
jor,1997,22070
jor,1998,21280
jor,1999,20340
jor,2000,20900
jor,2001,21030
jor,2002,21840
jor,2003,22430
jor,2004,23930
jor,2005,25440
jor,2006,26180
jor,2007,27630
jor,2008,26890
jor,2009,27570
jor,2010,27430
jor,2011,28550
jor,2012,32120
jor,2013,32420
jor,2014,34680
jor,2015,34970
jor,2016,35070
jor,2017,36740
jor,2018,35810
jpn,1990,1185030
jpn,1991,1199520
jpn,1992,1212810
jpn,1993,1205290
jpn,1994,1262490
jpn,1995,1277530
jpn,1996,1291660
jpn,1997,1279530
jpn,1998,1232410
jpn,1999,1258050
jpn,2000,1274300
jpn,2001,1251440
jpn,2002,1283110
jpn,2003,1290880
jpn,2004,1282760
jpn,2005,1283820
jpn,2006,1261900
jpn,2007,1297980
jpn,2008,1231180
jpn,2009,1171570
jpn,2010,1228240
jpn,2011,1284770
jpn,2012,1327040
jpn,2013,1338630
jpn,2014,1300990
jpn,2015,1265070
jpn,2016,1257730
jpn,2017,1235370
jpn,2018,1186770
kaz,1990,309010
kaz,1991,319040
kaz,1992,319880
kaz,1993,278250
kaz,1994,253280
kaz,1995,221600
kaz,1996,193460
kaz,1997,165450
kaz,1998,164910
kaz,1999,148830
kaz,2000,148040
kaz,2001,148590
kaz,2002,165640
kaz,2003,176830
kaz,2004,193870
kaz,2005,206300
kaz,2006,227660
kaz,2007,235720
kaz,2008,282130
kaz,2009,251220
kaz,2010,277300
kaz,2011,294130
kaz,2012,294140
kaz,2013,307440
kaz,2014,258090
kaz,2015,259340
kaz,2016,274520
kaz,2017,283580
kaz,2018,274220
ken,1990,38490
ken,1991,37250
ken,1992,37250
ken,1993,37050
ken,1994,37310
ken,1995,37650
ken,1996,37190
ken,1997,37110
ken,1998,38560
ken,1999,40730
ken,2000,39680
ken,2001,39200
ken,2002,40100
ken,2003,41070
ken,2004,43690
ken,2005,44060
ken,2006,44530
ken,2007,61330
ken,2008,62660
ken,2009,63080
ken,2010,64700
ken,2011,67080
ken,2012,66430
ken,2013,68440
ken,2014,71370
ken,2015,73990
ken,2016,79550
ken,2017,76750
ken,2018,78830
kgz,1990,32650
kgz,1991,30390
kgz,1992,22730
kgz,1993,17880
kgz,1994,12700
kgz,1995,10010
kgz,1996,10950
kgz,1997,10830
kgz,1998,11040
kgz,1999,9700
kgz,2000,9660
kgz,2001,9070
kgz,2002,10030
kgz,2003,10670
kgz,2004,10820
kgz,2005,10500
kgz,2006,10610
kgz,2007,11860
kgz,2008,13030
kgz,2009,12660
kgz,2010,12330
kgz,2011,13750
kgz,2012,16340
kgz,2013,15870
kgz,2014,16410
kgz,2015,16960
kgz,2016,16510
kgz,2017,16240
kgz,2018,18120
khm,1990,17280
khm,1991,17100
khm,1992,17750
khm,1993,18680
khm,1994,17600
khm,1995,19770
khm,1996,20100
khm,1997,20280
khm,1998,20340
khm,1999,21540
khm,2000,20450
khm,2001,20540
khm,2002,21070
khm,2003,22650
khm,2004,22600
khm,2005,24070
khm,2006,25640
khm,2007,26740
khm,2008,27310
khm,2009,28710
khm,2010,29060
khm,2011,30580
khm,2012,30310
khm,2013,30600
khm,2014,31550
khm,2015,33720
khm,2016,35390
khm,2017,37840
khm,2018,37460
kir,1990,40
kir,1991,40
kir,1992,40
kir,1993,50
kir,1994,40
kir,1995,50
kir,1996,50
kir,1997,50
kir,1998,50
kir,1999,50
kir,2000,50
kir,2001,50
kir,2002,60
kir,2003,70
kir,2004,80
kir,2005,90
kir,2006,100
kir,2007,80
kir,2008,90
kir,2009,80
kir,2010,80
kir,2011,80
kir,2012,80
kir,2013,90
kir,2014,90
kir,2015,90
kir,2016,100
kir,2017,100
kir,2018,110
kna,1990,190
kna,1991,190
kna,1992,230
kna,1993,220
kna,1994,230
kna,1995,240
kna,1996,240
kna,1997,250
kna,1998,270
kna,1999,270
kna,2000,280
kna,2001,300
kna,2002,320
kna,2003,320
kna,2004,330
kna,2005,320
kna,2006,330
kna,2007,350
kna,2008,350
kna,2009,810
kna,2010,350
kna,2011,370
kna,2012,450
kna,2013,330
kna,2014,340
kna,2015,350
kna,2016,350
kna,2017,350
kna,2018,370
kor,1990,286680
kor,1991,312020
kor,1992,336580
kor,1993,367440
kor,1994,395040
kor,1995,427420
kor,1996,455360
kor,1997,481200
kor,1998,416390
kor,1999,454250
kor,2000,511790
kor,2001,528550
kor,2002,521370
kor,2003,529250
kor,2004,553340
kor,2005,548760
kor,2006,557070
kor,2007,565860
kor,2008,579950
kor,2009,593600
kor,2010,646420
kor,2011,670790
kor,2012,675290
kor,2013,675000
kor,2014,664250
kor,2015,685800
kor,2016,696930
kor,2017,710340
kor,2018,718880
kwt,1990,32070
kwt,1991,38760
kwt,1992,26350
kwt,1993,32990
kwt,1994,37830
kwt,1995,38240
kwt,1996,37810
kwt,1997,39300
kwt,1998,45530
kwt,1999,49780
kwt,2000,53600
kwt,2001,57500
kwt,2002,60450
kwt,2003,63030
kwt,2004,67170
kwt,2005,75260
kwt,2006,78270
kwt,2007,77930
kwt,2008,82730
kwt,2009,85480
kwt,2010,89240
kwt,2011,93590
kwt,2012,97460
kwt,2013,100560
kwt,2014,100320
kwt,2015,106220
kwt,2016,109840
kwt,2017,111460
kwt,2018,112970
lao,1990,7860
lao,1991,7720
lao,1992,7970
lao,1993,7940
lao,1994,8240
lao,1995,8240
lao,1996,8210
lao,1997,8400
lao,1998,7920
lao,1999,7740
lao,2000,8070
lao,2001,8400
lao,2002,8690
lao,2003,8910
lao,2004,9350
lao,2005,9290
lao,2006,9660
lao,2007,10180
lao,2008,10570
lao,2009,11410
lao,2010,12360
lao,2011,12120
lao,2012,13110
lao,2013,13810
lao,2014,14480
lao,2015,19020
lao,2016,26150
lao,2017,29200
lao,2018,29270
lbn,1990,7220
lbn,1991,8710
lbn,1992,8770
lbn,1993,12150
lbn,1994,13110
lbn,1995,15370
lbn,1996,16400
lbn,1997,18610
lbn,1998,18950
lbn,1999,19930
lbn,2000,18770
lbn,2001,20090
lbn,2002,20070
lbn,2003,20750
lbn,2004,21300
lbn,2005,20730
lbn,2006,19800
lbn,2007,18780
lbn,2008,22530
lbn,2009,25970
lbn,2010,25060
lbn,2011,25760
lbn,2012,28360
lbn,2013,28350
lbn,2014,30310
lbn,2015,32660
lbn,2016,33790
lbn,2017,35600
lbn,2018,34350
lbr,1990,3600
lbr,1991,3330
lbr,1992,3200
lbr,1993,3040
lbr,1994,2870
lbr,1995,2720
lbr,1996,2840
lbr,1997,3020
lbr,1998,3190
lbr,1999,3220
lbr,2000,3380
lbr,2001,3490
lbr,2002,3570
lbr,2003,3710
lbr,2004,3880
lbr,2005,4070
lbr,2006,4280
lbr,2007,4420
lbr,2008,4500
lbr,2009,4900
lbr,2010,5060
lbr,2011,5820
lbr,2012,6560
lbr,2013,7130
lbr,2014,8110
lbr,2015,8910
lbr,2016,9080
lbr,2017,9020
lbr,2018,9200
lby,1990,105320
lby,1991,102720
lby,1992,99770
lby,1993,100490
lby,1994,105690
lby,1995,107570
lby,1996,109810
lby,1997,109570
lby,1998,111010
lby,1999,109460
lby,2000,111300
lby,2001,115370
lby,2002,120150
lby,2003,123420
lby,2004,127320
lby,2005,133590
lby,2006,134750
lby,2007,132520
lby,2008,138420
lby,2009,141570
lby,2010,145810
lby,2011,115160
lby,2012,117930
lby,2013,109150
lby,2014,102270
lby,2015,84880
lby,2016,86620
lby,2017,96580
lby,2018,103040
lca,1990,890
lca,1991,910
lca,1992,1020
lca,1993,1020
lca,1994,1070
lca,1995,1030
lca,1996,960
lca,1997,880
lca,1998,800
lca,1999,720
lca,2000,620
lca,2001,680
lca,2002,640
lca,2003,690
lca,2004,680
lca,2005,650
lca,2006,680
lca,2007,600
lca,2008,610
lca,2009,1340
lca,2010,700
lca,2011,680
lca,2012,830
lca,2013,640
lca,2014,690
lca,2015,710
lca,2016,690
lca,2017,710
lca,2018,740
lie,1990,230
lie,1991,230
lie,1992,230
lie,1993,240
lie,1994,230
lie,1995,230
lie,1996,230
lie,1997,250
lie,1998,260
lie,1999,250
lie,2000,240
lie,2001,240
lie,2002,250
lie,2003,260
lie,2004,260
lie,2005,260
lie,2006,260
lie,2007,240
lie,2008,260
lie,2009,240
lie,2010,230
lie,2011,210
lie,2012,220
lie,2013,230
lie,2014,200
lie,2015,190
lie,2016,190
lie,2017,190
lie,2018,180
lka,1990,24500
lka,1991,24460
lka,1992,26300
lka,1993,26750
lka,1994,27670
lka,1995,27830
lka,1996,27510
lka,1997,25410
lka,1998,22790
lka,1999,22070
lka,2000,21200
lka,2001,21040
lka,2002,22040
lka,2003,23260
lka,2004,23470
lka,2005,25460
lka,2006,23920
lka,2007,24890
lka,2008,25200
lka,2009,24350
lka,2010,25590
lka,2011,28490
lka,2012,29860
lka,2013,27740
lka,2014,30600
lka,2015,33900
lka,2016,35290
lka,2017,35920
lka,2018,35240
lso,1990,3310
lso,1991,3370
lso,1992,3580
lso,1993,3600
lso,1994,3610
lso,1995,3570
lso,1996,3580
lso,1997,3590
lso,1998,3560
lso,1999,4120
lso,2000,4080
lso,2001,4080
lso,2002,3930
lso,2003,4010
lso,2004,3990
lso,2005,4190
lso,2006,4260
lso,2007,4460
lso,2008,4530
lso,2009,4750
lso,2010,4900
lso,2011,5100
lso,2012,5280
lso,2013,5280
lso,2014,5390
lso,2015,5390
lso,2016,5420
lso,2017,5780
lso,2018,5850
ltu,1990,45200
ltu,1991,46930
ltu,1992,32150
ltu,1993,26240
ltu,1994,24220
ltu,1995,22620
ltu,1996,23380
ltu,1997,23170
ltu,1998,24050
ltu,1999,21320
ltu,2000,19620
ltu,2001,20060
ltu,2002,20420
ltu,2003,20600
ltu,2004,21580
ltu,2005,22720
ltu,2006,22850
ltu,2007,23850
ltu,2008,23280
ltu,2009,19710
ltu,2010,20520
ltu,2011,19980
ltu,2012,19900
ltu,2013,19000
ltu,2014,18550
ltu,2015,18800
ltu,2016,18820
ltu,2017,18730
ltu,2018,18840
lux,1990,12200
lux,1991,12680
lux,1992,12360
lux,1993,12570
lux,1994,11730
lux,1995,9580
lux,1996,9660
lux,1997,9160
lux,1998,8480
lux,1999,8870
lux,2000,9400
lux,2001,9960
lux,2002,10740
lux,2003,11150
lux,2004,12590
lux,2005,12820
lux,2006,12620
lux,2007,12030
lux,2008,11960
lux,2009,11380
lux,2010,11980
lux,2011,11830
lux,2012,11580
lux,2013,11050
lux,2014,10560
lux,2015,10050
lux,2016,9770
lux,2017,9920
lux,2018,10220
lva,1990,25380
lva,1991,23660
lva,1992,20930
lva,1993,17740
lva,1994,14760
lva,1995,13020
lva,1996,13010
lva,1997,12430
lva,1998,11980
lva,1999,11270
lva,2000,10490
lva,2001,11020
lva,2002,11060
lva,2003,11170
lva,2004,11250
