geo,time,sl_emp_1524_sp_ma_ne_zs
lca,2006,44.8
lca,2007,44.3
lca,2017,33.41
lca,2018,34.86
lca,2019,35.13
lie,2000,57.49
lie,2001,56.8
lie,2002,56.3
lie,2003,54.54
lie,2004,52.08
lie,2005,52.33
lie,2006,53.19
lie,2007,55.72
lie,2008,54.79
lie,2009,53.84
lie,2010,53.12
lie,2011,55.16
lie,2012,55.02
lie,2013,54.77
lie,2014,54.35
lie,2015,51.54
lka,2010,38.38
lka,2011,39.31
lka,2012,38.39
lka,2013,37.93
lka,2014,35.89
lka,2015,35.66
lka,2016,35.6
lka,2017,36.08
lka,2018,33.03
lka,2019,32.84
lso,2008,19.16
lso,2013,37.34
lso,2019,22.83
ltu,1998,37.68
ltu,1999,34.44
ltu,2000,29.44
ltu,2001,24.1
ltu,2002,28.93
ltu,2003,27.75
ltu,2004,24.82
ltu,2005,24.91
ltu,2006,26.23
ltu,2007,29.42
ltu,2008,30.11
ltu,2009,21.21
ltu,2010,19.12
ltu,2011,20.88
ltu,2012,22.75
ltu,2013,27.55
ltu,2014,31.01
ltu,2015,30.84
ltu,2016,32.53
ltu,2017,32.28
ltu,2018,34.12
ltu,2019,33.41
ltu,2020,30.52
lux,1983,59.5
lux,1984,58.19
lux,1985,55.32
lux,1986,56.4
lux,1987,56
lux,1988,51.05
lux,1989,52.89
lux,1990,44.75
lux,1991,54.68
lux,1992,50.04
lux,1993,47.79
lux,1994,43.82
lux,1995,39.56
lux,1996,38.48
lux,1997,37.21
lux,1998,35.06
lux,1999,33.74
lux,2000,35.26
lux,2001,34.21
lux,2002,36.13
lux,2003,28
lux,2004,25.99
lux,2005,28.36
lux,2006,25.42
lux,2007,26.49
lux,2008,27.01
lux,2009,29.11
lux,2010,22.07
lux,2011,22.82
lux,2012,23.4
lux,2013,24.24
lux,2014,21.88
lux,2015,29.37
lux,2016,24.39
lux,2017,26.97
lux,2018,28.42
lux,2019,31.06
lux,2020,25.33
lva,1998,36.32
lva,1999,36.57
lva,2000,35.41
lva,2001,32.89
lva,2002,31.19
lva,2003,37.89
lva,2004,36.35
lva,2005,38.25
lva,2006,41.84
lva,2007,43.79
lva,2008,42.1
lva,2009,29.5
lva,2010,26.46
lva,2011,28.25
lva,2012,31.78
lva,2013,33.26
lva,2014,36.51
lva,2015,37.07
lva,2016,34.01
lva,2017,34.99
lva,2018,35.47
lva,2019,33.93
lva,2020,32.48
mac,1997,40.74
mac,1998,36.3
mac,2000,30.53
mac,2003,23.92
mac,2004,26.7
mac,2005,29.38
mac,2006,33.62
mac,2007,38.94
mac,2008,41.33
mac,2009,45.54
mac,2010,46.29
mac,2011,46.98
mac,2012,46.33
mac,2013,45.74
mac,2014,45.38
mac,2015,43.73
mac,2016,44.44
mar,2006,54.2
mar,2007,51.49
mar,2008,49.52
mar,2009,47.78
mar,2010,43.6
mar,2011,41.98
mar,2012,40.22
mar,2013,37.84
mar,2014,36.64
mar,2015,34.04
mar,2016,32.13
mda,2009,19.96
mda,2010,19.31
mda,2011,20.7
mda,2012,19.38
mda,2013,20.45
mda,2014,21.34
mda,2015,22.44
mda,2016,20.66
mda,2017,20.19
mda,2018,22.36
mda,2019,21.4
mda,2020,18.99
mdg,2012,89.21
mdg,2015,73.5
mdv,2009,32.65
mdv,2014,62.69
mdv,2016,45.17
mdv,2019,45.51
mex,1991,67.45
mex,1992,68.59
mex,1993,69.74
mex,1994,67.93
mex,1995,65.21
mex,1996,65.71
mex,1997,66.86
mex,1998,67.41
mex,1999,67.26
mex,2000,64.68
mex,2001,63.03
mex,2002,59.45
mex,2003,58.79
mex,2004,58.44
mex,2005,58.6
mex,2006,58.95
mex,2007,58.51
mex,2008,57.8
mex,2009,55.07
mex,2010,55.5
mex,2011,55.08
mex,2012,55.4
mex,2013,54.58
mex,2014,53.72
mex,2015,53.4
mex,2016,53.13
mex,2017,53.15
mex,2018,52.9
mex,2019,53.5
mex,2020,47.2
mhl,2019,15.59
mkd,2006,17.24
mkd,2007,18.65
mkd,2008,19.17
mkd,2009,20.56
mkd,2010,19.46
mkd,2011,17.73
mkd,2012,18.12
mkd,2013,18.94
mkd,2014,18.86
mkd,2015,20.17
mkd,2016,20.39
mkd,2017,22.6
mkd,2018,21.7
mkd,2019,25.38
mkd,2020,25.06
mli,2010,62.47
mli,2013,68.05
mli,2014,60.88
mli,2015,51.59
mli,2016,49.31
mli,2017,53.54
mli,2018,55.37
mlt,2000,52.03
mlt,2001,54.15
mlt,2002,52.23
mlt,2003,53.04
mlt,2004,48.88
mlt,2005,46.75
mlt,2006,47.51
mlt,2007,48.91
mlt,2008,48.03
mlt,2009,45.78
mlt,2010,45.88
mlt,2011,48.02
mlt,2012,47.14
mlt,2013,48.23
mlt,2014,46.14
mlt,2015,46.61
mlt,2016,48.89
mlt,2017,48.47
mlt,2018,49.48
mlt,2019,50.73
mlt,2020,48.54
mmr,2015,66.8
mmr,2017,56.62
mmr,2018,54.44
mmr,2019,50.68
mne,2007,23.9
mne,2008,25.6
mne,2010,16.33
mne,2011,15.85
mne,2012,14.06
mne,2013,14.78
mne,2014,21.54
mne,2015,19.93
mne,2016,22.56
mne,2017,23.85
mne,2018,25.58
mne,2019,30.87
mne,2020,24.19
mng,2003,38.7
mng,2007,36.1
mng,2008,33.96
mng,2009,31.73
mng,2010,30.86
mng,2011,33.91
mng,2012,39.8
mng,2013,33.47
mng,2014,31.44
mng,2015,29.73
mng,2016,26.81
mng,2017,27
mng,2018,29.9
mng,2019,28.3
mng,2020,31.37
moz,2015,57.19
mrt,2012,29.45
mrt,2017,24.1
mus,2001,49.41
mus,2002,48.95
mus,2003,56.14
mus,2004,48.25
mus,2005,46.46
mus,2006,45.67
mus,2007,41.74
mus,2008,42
mus,2009,39.76
mus,2010,39.43
mus,2011,40.3
mus,2012,40.16
mus,2013,42.38
mus,2014,41.99
mus,2015,41.4
mus,2016,42.06
mus,2017,40.92
mus,2018,39.91
mus,2019,41.4
mus,2020,58.15
mwi,2005,68.41
mwi,2011,59.98
mwi,2013,62.02
mwi,2017,37.61
mwi,2020,42.12
mys,2011,45.17
mys,2014,46.55
mys,2015,45.25
mys,2016,45.03
mys,2017,44.61
mys,2019,48.08
mys,2020,44.42
nam,2010,25.32
nam,2012,24.09
nam,2013,22.6
nam,2014,22.44
nam,2016,24.21
nam,2018,20.07
ncl,2014,29.77
ner,2011,83.27
ner,2012,46.99
ner,2014,72.28
ner,2017,17.53
nga,2011,28.9
nga,2013,23.49
nga,2019,19.47
nic,2012,76.94
nic,2014,66.83
nld,1983,37.7
nld,1985,37.7
nld,1987,51.79
nld,1988,49.69
nld,1989,50.63
nld,1990,53.81
nld,1991,54.37
nld,1992,56.01
nld,1993,54.32
nld,1994,53.22
nld,1995,55.04
nld,1996,54.38
nld,1997,58.39
nld,1998,61.69
nld,1999,62.9
nld,2000,69.94
nld,2001,71.51
nld,2002,71.8
nld,2003,69.1
nld,2004,66.53
nld,2005,59.54
nld,2006,61.29
nld,2007,63.94
nld,2008,64.79
nld,2009,62.47
nld,2010,59.78
nld,2011,59.96
nld,2012,59.74
nld,2013,59.17
nld,2014,58.72
nld,2015,59.89
nld,2016,59.57
nld,2017,61.03
nld,2018,62.76
nld,2019,64.65
nld,2020,61.44
nld_curacao,2018,25.33
nld_curacao,2020,20
nor,1990,55.96
nor,1991,51.52
nor,1992,50.34
nor,1993,49.65
nor,1994,50.18
nor,1995,43.41
nor,1996,52.05
nor,1997,55.95
nor,1998,58.54
nor,1999,57.83
nor,2000,60.79
nor,2001,59.22
nor,2002,56.07
nor,2003,56.2
nor,2004,52.91
nor,2005,53.12
nor,2006,51.88
nor,2007,52.79
nor,2008,56.54
nor,2009,50.9
nor,2010,50.36
nor,2011,49.42
nor,2012,50.67
nor,2013,49.9
nor,2014,48.22
nor,2015,49.06
nor,2016,46.98
nor,2017,47.28
nor,2018,48.38
nor,2019,49.49
nor,2020,48.8
npl,2008,74.84
npl,2017,31.24
nru,2013,53.51
nzl,1986,74.4
nzl,1987,72.57
nzl,1988,66.28
nzl,1989,62.98
nzl,1990,61.41
nzl,1991,56.2
nzl,1992,54.87
nzl,1993,55.54
nzl,1994,58.75
nzl,1995,62.43
nzl,1996,61.5
nzl,1997,60.06
nzl,1998,56.96
nzl,1999,56.51
nzl,2000,56.24
nzl,2001,58.02
nzl,2002,58.84
nzl,2003,58.53
nzl,2004,59.82
nzl,2005,59.37
nzl,2006,60.92
nzl,2007,60.31
nzl,2008,58.06
nzl,2009,53.43
nzl,2010,50.96
nzl,2011,50.56
nzl,2012,50.18
nzl,2013,50.74
nzl,2014,53.91
nzl,2015,54.86
nzl,2016,56.15
nzl,2017,56.98
nzl,2018,56.44
nzl,2019,56.71
nzl,2020,56.05
omn,2010,39.79
omn,2016,51.43
omn,2020,33.61
pak,2006,66.12
pak,2007,64.25
pak,2008,62.32
pak,2009,61.4
pak,2010,61.26
pak,2011,59.47
pak,2013,58.15
pak,2014,57.3
pak,2015,56.38
pak,2018,56.29
pak,2019,53.53
pan,2010,55.52
pan,2011,52.43
pan,2012,55.65
pan,2013,53.9
pan,2014,51.51
pan,2015,50.07
pan,2016,49.61
pan,2017,47.34
pan,2018,50.92
pan,2019,48.85
pan,2020,39.3
pan,2021,41.59
per,2002,79.61
per,2003,65.62
per,2004,66.95
per,2005,62.75
per,2006,67.57
per,2007,67.98
per,2008,68.3
per,2009,68.6
per,2010,69.13
per,2011,67.92
per,2012,68.18
per,2013,65.61
per,2014,64.18
per,2015,61.03
per,2016,59.94
per,2017,61.09
per,2018,61.2
per,2019,61.91
per,2020,48.35
phl,2001,49.14
phl,2003,48.25
phl,2004,49.91
phl,2005,48.62
phl,2006,47.57
phl,2007,47.35
phl,2008,46.64
phl,2009,46.59
phl,2010,46.07
phl,2011,48.33
phl,2012,47.86
phl,2013,47.22
phl,2014,47.65
phl,2015,45.55
phl,2016,45.82
phl,2017,43.12
phl,2018,41.2
phl,2019,39.57
phl,2020,34.43
plw,2000,25.95
plw,2014,30.74
png,2010,34.29
pol,1992,36.45
pol,1993,33.25
pol,1994,31.3
pol,1995,31.15
pol,1996,32.01
pol,1997,32.04
pol,1998,31.1
pol,1999,27.16
pol,2000,26.41
pol,2001,26.56
pol,2002,24.45
pol,2003,24.11
pol,2004,23.81
pol,2005,25.37
pol,2006,26.92
pol,2007,29.24
pol,2008,30.95
pol,2009,30.37
pol,2010,30.48
pol,2011,29.55
pol,2012,29.25
pol,2013,28.64
pol,2014,29.96
pol,2015,30.46
pol,2016,32.85
pol,2017,33.89
pol,2018,34.71
pol,2019,35.42
pol,2020,32.34
pri,2010,20
pri,2011,20
pri,2012,22
prt,1986,58.32
prt,1987,59.03
prt,1988,60.31
prt,1989,60.36
prt,1990,58.73
prt,1991,58.38
prt,1992,51.29
prt,1993,46.85
prt,1994,42.77
prt,1995,40.05
prt,1996,39.45
prt,1997,43.12
prt,1998,46.51
prt,1999,46.62
prt,2000,46.88
prt,2001,48.1
prt,2002,47.57
prt,2003,43.05
prt,2004,41.21
prt,2005,39.62
prt,2006,38.73
prt,2007,38.52
prt,2008,37.68
prt,2009,32.46
prt,2010,29.75
prt,2011,28.66
prt,2012,24.79
prt,2013,22.91
prt,2014,22.87
prt,2015,24.09
prt,2016,25.49
prt,2017,27.6
prt,2018,29.32
prt,2019,30.45
prt,2020,25.47
pry,1998,71.67
pry,1999,65.11
pry,2001,67.05
pry,2002,68.37
pry,2003,65.21
pry,2004,70.14
pry,2005,66.75
pry,2006,66.84
pry,2007,67.11
pry,2008,67.07
pry,2009,68.45
pry,2010,63.88
pry,2011,61.95
pry,2012,64.87
pry,2013,63.48
pry,2014,63.58
pry,2015,60.59
pry,2016,63.36
pry,2017,61.88
pry,2018,61.85
pry,2019,62.41
pry,2020,59.37
pse,2000,40.64
pse,2001,28.69
pse,2002,22.7
pse,2003,26.28
pse,2004,25.2
pse,2005,27.34
pse,2006,28.13
pse,2007,28.8
pse,2008,26.19
pse,2009,27.17
pse,2010,26.75
pse,2011,31.53
pse,2012,32.01
pse,2013,30.81
pse,2014,30.97
pse,2015,33.44
pse,2016,33.17
pse,2017,32.2
pse,2018,31.54
pse,2019,32.2
pse,2020,27.19
pyf,1996,30.3
pyf,2007,29.7
pyf,2012,20.51
qat,2009,82.58
qat,2011,81.61
qat,2012,80.3
qat,2013,81.44
qat,2014,79.93
qat,2015,77.46
qat,2016,87.36
qat,2017,78.2
qat,2018,84.72
qat,2019,78.07
qat,2020,75.13
rou,1997,42.13
rou,1998,41.6
rou,1999,38.82
rou,2000,36.85
rou,2001,35.34
rou,2002,32.33
rou,2003,31.36
rou,2004,30.27
rou,2005,28.17
rou,2006,27.28
rou,2007,28.33
rou,2008,29.14
rou,2009,28.27
rou,2010,28.46
rou,2011,26.83
rou,2012,27.48
rou,2013,26.99
rou,2014,26.61
rou,2015,29.38
rou,2016,27.17
rou,2017,28.36
rou,2018,28.95
rou,2019,29.83
rou,2020,29.19
rus,1992,50.75
rus,1993,48.94
rus,1994,46.81
rus,1995,44.96
rus,1996,41.37
rus,1997,35.52
rus,1998,31.85
rus,1999,38.36
rus,2000,38.2
rus,2001,37.2
rus,2002,37.62
rus,2003,35.5
rus,2004,36.15
rus,2005,36.37
rus,2006,35.54
rus,2007,36.55
rus,2008,40.06
rus,2009,37.5
rus,2010,37.94
rus,2011,38.8
rus,2012,37.5
rus,2013,38.21
rus,2014,37.27
rus,2015,35.44
rus,2016,35.24
rus,2017,33.05
rus,2018,31.45
rus,2019,31.09
rus,2020,29.71
rwa,2014,64.81
rwa,2017,32.9
rwa,2018,34.54
rwa,2019,33.46
rwa,2020,36.82
sau,1992,37.2
sau,1999,24.5
sau,2000,22.4
sau,2001,21.4
sau,2002,20.9
sau,2006,21.7
sau,2009,18.96
sau,2011,20.81
sau,2012,20.99
sau,2013,20.71
sau,2014,20.68
sau,2015,19.53
sau,2017,19.83
sau,2018,22.18
sau,2019,24.12
sau,2020,26.28
sdn,2008,35.7
sdn,2011,28.93
sen,2006,47.25
sen,2011,47.26
sen,2015,31.38
sen,2016,39.57
sen,2017,30.59
sen,2018,34.85
sen,2019,40.06
sgp,1992,45.59
sgp,1993,44.48
sgp,1994,42.35
sgp,1995,36.04
sgp,1996,38.58
sgp,1997,35.58
sgp,1998,32.27
sgp,2006,36.61
sgp,2007,34.87
sgp,2008,35.11
sgp,2009,33.64
sgp,2010,37.55
sgp,2011,35.14
sgp,2012,36.55
sgp,2013,35.44
sgp,2014,37.06
sgp,2015,38.11
sgp,2016,38.43
sgp,2017,37.21
sgp,2018,36.48
sgp,2019,35.28
sgp,2020,33.01
slb,2013,69.1
sle,2014,19.85
sle,2018,28.9
slv,2009,57.51
slv,2010,57.26
slv,2011,57.94
slv,2012,57.9
slv,2013,56.96
slv,2014,55.03
slv,2015,55.49
slv,2016,55.14
slv,2017,56.33
slv,2018,55.25
slv,2019,57.48
slv,2020,56.85
som,2019,12.4
srb,2006,25.02
srb,2007,22.56
srb,2008,25.96
srb,2009,20.02
srb,2010,18.51
srb,2011,18.56
srb,2012,19.08
srb,2013,18.85
srb,2014,19
srb,2015,21.22
srb,2016,24.95
srb,2017,26.08
srb,2018,26.02
srb,2019,26.74
srb,2020,26.3
ssd,2008,50.39
sur,2009,38.68
sur,2010,41.77
sur,2011,37.61
sur,2012,34.68
sur,2013,34.57
sur,2014,37.5
sur,2015,36.68
sur,2016,37.71
svk,1994,37.96
svk,1995,38.43
svk,1996,40.44
svk,1997,40.03
svk,1998,37.92
svk,1999,33.08
svk,2000,28.66
svk,2001,28.5
svk,2002,28.44
svk,2003,28.92
svk,2004,27.82
svk,2005,28.11
svk,2006,29.18
svk,2007,30.91
svk,2008,30.82
svk,2009,26.82
svk,2010,23.79
svk,2011,24.83
svk,2012,24.11
svk,2013,24.44
svk,2014,26.84
svk,2015,28.39
svk,2016,31.89
svk,2017,32.39
svk,2018,34.03
svk,2019,31.62
svk,2020,28.51
svn,1996,37.14
svn,1997,42.63
svn,1998,38.4
svn,1999,34.66
svn,2000,34.71
svn,2001,34.05
svn,2002,34.77
svn,2003,33.33
svn,2004,38.28
svn,2005,38.06
svn,2006,39.24
svn,2007,43.19
svn,2008,43
svn,2009,39.13
svn,2010,37.61
svn,2011,35.67
svn,2012,30.41
svn,2013,29.67
svn,2014,29.48
svn,2015,32.03
svn,2016,31.09
svn,2017,38.61
svn,2018,38.86
svn,2019,36.23
svn,2020,29.61
swe,1990,66.18
swe,1991,60.26
swe,1992,50.29
swe,1993,40.78
swe,1994,40
swe,1995,34.94
swe,1996,33.83
swe,1997,32.7
swe,1998,35.15
swe,1999,35.82
swe,2000,36.62
swe,2001,45.54
swe,2002,43.68
swe,2003,42.69
swe,2004,39.21
swe,2005,38.21
swe,2006,40.17
swe,2007,42.05
swe,2008,42.24
swe,2009,37.65
swe,2010,38.52
swe,2011,40.79
swe,2012,38.82
swe,2013,40.54
swe,2014,41.58
swe,2015,42.41
swe,2016,43.07
swe,2017,43.91
swe,2018,43.03
swe,2019,42.87
swe,2020,39.17
swz,2016,14.07
syc,2011,50.4
syc,2014,51.67
syc,2015,52.5
syc,2016,53.18
syc,2017,54.61
syc,2018,49.69
syc,2019,47.29
syc,2020,42.02
syr,2008,43.68
syr,2009,43.55
tcd,2018,41.43
tgo,2006,59.04
tgo,2011,62.59
tgo,2015,53.04
tgo,2017,19.61
tha,2009,53.28
tha,2010,53.11
tha,2011,54.6
tha,2012,54.28
tha,2013,52.43
tha,2014,49.48
tha,2015,48.26
tha,2016,47.22
tha,2017,46.25
tha,2018,47.34
tha,2019,45.7
tha,2020,44.82
tjk,2003,44.94
tjk,2009,25.4
tjk,2016,26.38
tls,2010,15.7
tls,2013,12.61
tls,2016,38.19
ton,2018,26.44
tto,2009,53.21
tto,2010,49.98
tto,2011,50.63
tto,2012,48.81
tto,2013,49.35
tto,2014,48.89
tto,2015,48.39
tto,2016,42.99
tun,2005,30.31
tun,2006,29.57
tun,2007,29.46
tun,2008,29.01
tun,2009,27.27
tun,2010,30.17
tun,2011,25.31
tun,2012,30.26
tun,2013,29.66
tun,2015,26.03
tun,2016,27.47
tun,2017,27.35
tur,1990,59.89
tur,1991,58.63
tur,1992,56.52
tur,1993,53.43
tur,1994,55.47
tur,1995,52.91
tur,1996,54.17
tur,1997,53.72
tur,1998,51.8
tur,1999,51.23
tur,2000,49.71
tur,2001,46.66
tur,2002,42.43
tur,2003,39.73
tur,2004,40.8
tur,2005,41.61
tur,2006,41.88
tur,2007,41.61
tur,2008,41.31
tur,2009,38.98
tur,2010,40.19
tur,2011,43.33
tur,2012,42.51
tur,2013,43.12
tur,2014,44.96
tur,2015,45.08
tur,2016,44.86
tur,2017,45.37
tur,2018,46.28
tur,2019,43.33
tur,2020,38.78
tuv,2016,47.54
tza,2001,73.82
tza,2006,74.99
tza,2011,62.1
tza,2012,73.72
tza,2013,66.8
tza,2014,72.08
uga,2012,53.58
uga,2017,36.17
ukr,2014,33.61
ukr,2017,30.72
ukr,2018,30.86
ukr,2019,34.26
ukr,2020,28.58
ury,1998,55.08
ury,1999,52.74
ury,2000,49.45
ury,2001,48.22
ury,2002,43.14
ury,2003,39.81
ury,2004,43.78
ury,2005,45.1
ury,2006,47.37
ury,2007,51.15
ury,2008,50.81
ury,2009,51.42
ury,2010,51.55
ury,2011,52.93
ury,2012,51.98
ury,2013,51.68
ury,2014,50.66
ury,2015,45.78
ury,2016,44.4
ury,2017,43.02
ury,2018,40.87
ury,2019,39.52
ury,2020,32.85
usa,1960,63.4
usa,1961,61.4
usa,1962,62.1
usa,1963,60.8
usa,1964,61.1
usa,1965,62.4
usa,1966,63.7
usa,1967,63.9
usa,1968,63
usa,1969,63.4
usa,1970,61.7
usa,1971,60.7
usa,1972,62.8
usa,1973,65.7
usa,1974,65.3
usa,1975,60.4
usa,1976,62.1
usa,1977,64.2
usa,1978,66.1
usa,1979,66.5
usa,1980,63.5
usa,1981,62.2
usa,1982,58.7
usa,1983,59.2
usa,1984,62.3
usa,1985,62.7
usa,1986,63
usa,1987,63.2
usa,1988,64.1
usa,1989,64.7
usa,1990,63.5
usa,1991,60.3
usa,1992,59.7
usa,1993,60.1
usa,1994,61.06
usa,1995,61.54
usa,1996,60.22
usa,1997,60.3
usa,1998,60.79
usa,1999,61.02
usa,2000,61.92
usa,2001,59.37
usa,2002,57.09
usa,2003,55.33
usa,2004,55.55
usa,2005,55.15
usa,2006,56.21
usa,2007,54.43
usa,2008,52.25
usa,2009,46.7
usa,2010,44.93
usa,2011,45.99
usa,2012,46.56
usa,2013,46.94
usa,2014,48.21
usa,2015,49
usa,2016,50.05
usa,2017,50.8
usa,2018,50.58
usa,2019,51.28
usa,2020,46.41
usa,2021,50.56
uzb,2020,19.79
vct,1991,49.2
vct,2001,38.5
ven,2005,48.84
ven,2006,50.47
ven,2007,50.19
ven,2008,50.07
ven,2009,48.99
ven,2010,47.15
ven,2011,46.3
ven,2012,45.77
ven,2016,41.44
ven,2017,47.92
vnm,2004,54.34
vnm,2007,53.31
vnm,2009,58.49
vnm,2010,58.59
vnm,2011,58.11
vnm,2012,56.22
vnm,2013,58.03
vnm,2014,57.73
vnm,2015,58.51
vnm,2016,55.6
vnm,2017,55.55
vnm,2018,55.62
vnm,2019,52.74
vnm,2020,48.35
vut,2006,54.4
vut,2009,54.79
vut,2010,44.56
vut,2019,25.62
wsm,2006,44.05
wsm,2008,23.4
wsm,2012,22.91
wsm,2014,22.91
wsm,2017,28.72
yem,2010,36.36
yem,2014,34.3
zaf,2000,16.26
zaf,2001,15.23
zaf,2002,14.44
zaf,2003,13.23
zaf,2004,14.34
zaf,2005,15.15
zaf,2006,15.51
zaf,2007,16.42
zaf,2008,19.65
zaf,2009,16.94
zaf,2010,14.92
zaf,2011,14.78
zaf,2012,14.56
zaf,2013,14.51
zaf,2014,14.4
zaf,2015,15.82
zaf,2016,15.04
zaf,2017,14.92
zaf,2018,14.35
zaf,2019,13.17
zaf,2020,10.12
zmb,2017,15.1
zmb,2018,14.11
zmb,2019,13.17
zwe,2004,73.93
zwe,2011,72.21
zwe,2014,75.38
zwe,2019,27.11
