geo,time,se_pre_enrl_tc_zs
ecu,1993,22.11671
ecu,1994,17.82751
ecu,1995,16.51201
ecu,1996,15.6904
ecu,1997,15.70862
ecu,1998,15.24417
ecu,1999,17.84348
ecu,2000,14.56081
ecu,2001,14.51021
ecu,2002,18.02273
ecu,2003,17.25032
ecu,2004,16.65013
ecu,2005,17.02743
ecu,2006,17.19521
ecu,2007,16.84106
ecu,2008,18.6382
ecu,2009,20.49455
ecu,2010,20.10442
ecu,2011,20.65793
ecu,2012,21.27306
ecu,2013,21.81077
ecu,2014,22.4379
ecu,2015,21.72681
ecu,2016,21.40312
ecu,2017,20.3839
ecu,2018,19.32357
egy,1971,38.85759
egy,1972,34.09296
egy,1973,36.98137
egy,1974,39.16648
egy,1979,43.96873
egy,1980,37.94022
egy,1982,44.32813
egy,1987,39.78325
egy,1988,37.46521
egy,1989,28.05619
egy,1990,34.89203
egy,1991,24.79626
egy,1992,23.76929
egy,1993,25.66779
egy,1994,25.39208
egy,1995,27.97472
egy,1996,24.4206
egy,1997,24.06598
egy,1999,23.99912
egy,2001,22.13978
egy,2002,23.35055
egy,2003,23.58624
egy,2004,24.19264
egy,2005,23.66244
egy,2006,25.51382
egy,2007,24.80813
egy,2008,31.37429
egy,2010,30.34772
egy,2016,26.93501
egy,2017,26.30437
egy,2018,26.04459
eri,1992,32.14428
eri,1993,30.97357
eri,1994,31.7541
eri,1995,31.375
eri,1996,34.80851
eri,1997,35.95652
eri,1999,36.07788
eri,2000,36.6821
eri,2001,38.14724
eri,2003,36.48293
eri,2004,37.68293
eri,2005,36.97515
eri,2006,34.53301
eri,2007,35.08757
eri,2008,33.74105
eri,2009,33.63026
eri,2010,35.43832
eri,2011,37.94568
eri,2012,35.47299
eri,2013,33.83406
eri,2014,31.98517
eri,2015,28.92995
eri,2017,29.13563
eri,2018,29.34934
esp,1971,39.52345
esp,1973,38.53942
esp,1974,36.29005
esp,1975,36.93395
esp,1976,37.38012
esp,1977,35.50408
esp,1978,35.58112
esp,1979,34.38803
esp,1980,33.92576
esp,1981,33.22538
esp,1982,32.51091
esp,1983,31.80293
esp,1984,30.74945
esp,1985,29.54059
esp,1986,28.48781
esp,1987,27.66025
esp,1988,26.68086
esp,1989,26.28504
esp,1990,25.7385
esp,1991,24.8264
esp,1992,23.35497
esp,1993,20.87476
esp,1994,19.8356
esp,1995,19.83518
esp,1996,19.26957
esp,1998,17.92081
esp,2013,13.91752
esp,2014,14.16012
esp,2015,14.0399
esp,2016,13.59595
esp,2017,13.44283
est,1989,6.66086
est,1990,6.62961
est,1991,6.56673
est,1992,6.36675
est,1993,6.58335
est,1994,7.0087
est,1995,6.81651
est,1996,6.75624
est,1997,6.42813
est,1998,6.92531
est,1999,7.9415
est,2000,7.84027
est,2001,7.98738
est,2003,7.58219
est,2004,7.535
est,2005,7.46564
est,2006,7.52136
est,2008,7.26147
est,2009,5.92078
est,2010,5.66671
est,2011,6.36712
est,2012,6.8194
eth,1974,39.84211
eth,1983,46.888
eth,1985,44.83123
eth,1986,45.51958
eth,1987,45.68866
eth,1988,45.78947
eth,1989,46.26854
eth,1990,45.67727
eth,1991,35.23099
eth,1992,38.17374
eth,1993,38.36205
eth,1994,40.34554
eth,1995,37.17196
eth,1997,38.25603
eth,1998,37.33912
eth,1999,36.31725
eth,2000,35.2706
eth,2001,34.02551
eth,2002,32.36834
eth,2003,33.11545
eth,2004,31.96457
eth,2005,33.43805
eth,2006,25.6812
eth,2007,27.32543
eth,2008,26.90076
eth,2010,35.38043
eth,2011,27.41109
fin,1971,21.38035
fin,1973,20.35294
fin,1974,21.00253
fin,1975,21.00373
fin,1995,10.99441
fin,1996,12.15728
fin,1997,11.69532
fin,1998,11.5149
fin,1999,11.94556
fin,2000,11.96316
fin,2001,12.70697
fin,2002,12.46537
fin,2003,12.20221
fin,2004,12.2579
fin,2005,11.96926
fin,2007,11.42551
fin,2008,11.42579
fin,2009,11.24436
fin,2010,11.03099
fin,2011,10.76512
fin,2012,10.61937
fin,2013,11.85033
fin,2014,11.52599
fin,2016,11.53925
fin,2017,11.14189
fji,1974,10.04938
fji,1975,13.04297
fji,1977,21.96933
fji,1978,22.90588
fji,1979,32.712
fji,1980,22.92347
fji,1981,20.90323
fji,1983,21.31621
fji,1984,20.94118
fji,1985,13.65584
fji,1986,16.61538
fji,1987,18.55821
fji,1990,20.016
fji,1992,19.45261
fji,2000,20.85897
fji,2001,20.81176
fji,2004,20.84058
fji,2006,19.20889
fra,1993,24.19218
fra,1994,23.91825
fra,1995,23.80929
fra,1996,23.60979
fra,1997,22.99856
fra,1998,20.92426
fra,1999,18.64171
fra,2001,18.44599
fra,2002,18.16731
fra,2003,17.97911
fra,2004,18.02434
fra,2005,18.49414
fra,2006,18.54232
fra,2007,18.33579
fra,2008,18.10194
fra,2009,18.67636
fra,2010,20.34604
fra,2011,20.05662
fra,2012,20.57732
fra,2013,20.33179
gab,1992,25.67568
gab,2001,30.22913
gbr,1987,25.96154
gbr,1988,26.73077
gbr,1989,26.51852
gbr,1990,25.43333
gbr,1991,25.65372
gbr,1992,25.25234
gbr,2000,23.20826
gbr,2001,23.81876
gbr,2002,28.75162
gbr,2003,24.48955
gbr,2004,19.27998
gbr,2005,21.13767
gbr,2006,22.46631
gbr,2007,22.06239
gbr,2008,21.46367
gbr,2009,18.84797
gbr,2010,18.28517
gbr,2011,18.18672
gbr,2012,18.82678
gbr,2014,19.36105
gbr,2017,61.81179
geo,1981,7.47791
geo,1986,5.85484
geo,1991,7.22975
geo,1993,6.36139
geo,1997,7.62244
geo,1999,12.77697
geo,2000,10.72448
geo,2001,10.44955
geo,2002,10.30732
geo,2003,10.03163
geo,2004,9.70725
geo,2005,9.65026
geo,2006,9.8946
geo,2007,10.73454
gha,1973,32.93774
gha,1975,61.16576
gha,1986,16.75298
gha,1987,20.30414
gha,1988,20.59067
gha,1989,19.49301
gha,1990,21.34411
gha,1999,22.91105
gha,2000,25.26632
gha,2001,24.38304
gha,2002,25.18844
gha,2003,27.08822
gha,2004,27.51324
gha,2005,25.20614
gha,2006,30.07132
gha,2007,32.36025
gha,2008,35.21611
gha,2009,35.41945
gha,2011,29.97769
gha,2012,36.38433
gha,2013,35.47984
gha,2014,32.53683
gha,2015,33.97072
gha,2016,32.82755
gha,2017,29.05177
gha,2018,28.79899
gha,2019,29.94822
gib,1972,20
gib,1974,14
gib,1975,14
gib,1976,13
gib,1977,17
gib,1978,17
gib,1979,22
gib,1981,14
gib,1982,14.4
gib,1983,15
gib,1984,15
gib,1985,30
gib,1999,21.76471
gib,2000,22.76471
gib,2001,22.42857
gib,2016,22.18421
gib,2017,10.93976
gin,1994,33.97351
gin,1996,52.77778
gin,1997,42.08511
gin,2004,35.82111
gin,2005,31.15025
gin,2006,28.93449
gin,2007,33.32376
gin,2008,34.04138
gin,2010,33.54126
gmb,1992,32.15196
gmb,1999,36.53105
gmb,2013,33.66105
gmb,2014,40.40295
gmb,2015,33.14732
gmb,2017,34.74832
gmb,2018,48.04031
gnb,1971,18.08333
gnb,1980,11.29412
gnb,1981,9.97826
gnb,1982,10.41304
gnb,1983,23.5
gnb,1987,20.42623
gnb,2000,21.43814
gnb,2010,28.9644
gnq,1999,43.01034
gnq,2000,35.96976
gnq,2001,27.37568
gnq,2004,26.79545
gnq,2008,23.89789
gnq,2012,17.4757
gnq,2015,16.65097
grc,1971,31.70258
grc,1972,31.95864
grc,1973,30.18927
grc,1974,28.99599
grc,1975,27.2405
grc,1976,26.19217
grc,1977,26.22558
grc,1978,24.09281
grc,1979,23.56056
grc,1980,22.87474
grc,1981,22.4016
grc,1982,21.97739
grc,1983,22.21713
grc,1984,22.26809
grc,1985,21.70169
grc,1986,21.01602
grc,1987,20.00605
grc,1988,19.54747
grc,1989,18.15843
grc,1990,17.06464
grc,1991,16.25429
grc,1992,16.11723
grc,1993,16.50458
grc,1994,15.81167
grc,1995,15.5598
grc,1996,14.92441
grc,1997,15.10365
grc,1998,15.85298
grc,1999,15.90173
grc,2000,15.81784
grc,2001,14.50301
grc,2002,13.94541
grc,2003,13.21774
grc,2004,12.74668
grc,2005,12.48933
grc,2006,12.35586
grc,2007,11.92062
grc,2013,11.91166
grc,2014,11.7786
grc,2015,10.89572
grc,2016,10.72371
grc,2017,10.43688
grd,1971,17.95726
grd,1972,34.82667
grd,1977,26.45745
grd,1978,28.67
grd,1979,26.81308
grd,1981,21.73913
grd,1982,22.35897
grd,1983,21.54962
grd,1984,18.6
grd,1987,22.4863
grd,1988,23.89333
grd,1999,15.25481
grd,2002,14.98565
grd,2003,14.79386
grd,2004,14.80702
grd,2005,10.30303
grd,2007,13.96341
grd,2008,14.93333
grd,2009,10.5389
grd,2010,14.47967
grd,2013,13.50741
grd,2014,12.13043
grd,2015,11.76471
grd,2016,11.65232
grd,2017,12.24749
grd,2018,12.36789
gtm,1983,34.71841
gtm,1984,31.82702
gtm,1985,30.344
gtm,1986,28.49792
gtm,1987,28.69596
gtm,1992,29.15348
gtm,1993,25.04683
gtm,1994,23.15755
gtm,1995,31.80783
gtm,1996,30.99616
gtm,1997,30.07874
gtm,1998,26.85797
gtm,1999,26.09329
gtm,2000,22.76595
gtm,2001,22.95848
gtm,2002,23.15366
gtm,2004,25.48629
gtm,2005,25.10817
gtm,2006,24.91754
gtm,2007,24.20812
gtm,2008,23.2689
gtm,2009,23.97446
gtm,2010,21.48757
gtm,2011,20.56438
gtm,2012,19.20583
gum,1984,29.21212
guy,1977,15.51384
guy,1978,13.70835
guy,1979,14.5986
guy,1980,13.89824
guy,1981,13.85282
guy,1982,16.80202
guy,1983,18.3163
guy,1985,19.42692
guy,1986,18.35954
guy,1988,18.22857
guy,1991,23.48651
guy,1992,18.81293
guy,1993,19.55722
guy,1994,19.75858
guy,1995,19.42006
guy,1996,16.32646
guy,1997,16.78646
guy,1999,17.73697
guy,2000,16.65302
guy,2001,16.06505
guy,2003,14.9553
guy,2005,16.13435
guy,2007,14.71843
guy,2008,14.87836
guy,2009,14.75
guy,2010,14.06405
guy,2011,15.47516
guy,2012,15.63208
hkg,1971,38.3669
hkg,1972,35.11194
hkg,1973,38.23693
hkg,1974,38.09809
hkg,1975,37.80729
hkg,1976,38.43186
hkg,1977,39.22867
hkg,1978,39.38769
hkg,1979,39.65434
hkg,1980,38.12973
hkg,1981,38.13212
hkg,1982,37.38594
hkg,1983,37.5
hkg,1984,35.29583
hkg,1985,34.30021
hkg,1986,32.91982
hkg,1987,30.86076
hkg,1988,29.51075
hkg,1989,28.50544
hkg,1990,28.26422
hkg,1991,25.86781
hkg,1992,24.78347
hkg,1993,23.73702
hkg,1994,22.81063
hkg,1996,21.36964
hnd,1970,44.79263
hnd,1971,44.97854
hnd,1972,42.59779
hnd,1973,42.87375
hnd,1974,39.91867
hnd,1975,39.74384
hnd,1976,40.65392
hnd,1977,40.81414
hnd,1978,44.19602
hnd,1979,41.96769
hnd,1980,39.65666
hnd,1981,40.74208
hnd,1982,46.28902
hnd,1983,37.76797
hnd,1984,35.35359
hnd,1986,36.53596
hnd,1991,32.15882
hnd,1993,29.22342
hnd,2000,19.48127
hnd,2004,19.59665
hnd,2005,21.26765
hnd,2006,25.74737
hnd,2007,26.89421
hnd,2008,29.38287
hnd,2009,26.5804
hnd,2013,14.34182
hnd,2015,20.70922
hnd,2016,19.34288
hrv,1980,17.93413
hrv,1981,16.74747
hrv,1982,16.67187
hrv,1983,16.60881
hrv,1984,15.8555
hrv,1985,16.13265
hrv,1986,15.78476
hrv,1987,15.6636
hrv,1988,15.45324
hrv,1989,15.51227
hrv,1990,13.31749
hrv,1991,12.52821
hrv,1995,15.01711
hrv,1996,14.53263
hrv,1997,14.01797
hrv,1998,13.62151
hrv,1999,14.66174
hrv,2000,15.32815
hrv,2001,15.15422
hrv,2002,14.36776
hrv,2003,13.9797
hrv,2005,14.64833
hrv,2006,14.11456
hrv,2007,14.1662
hrv,2008,13.67053
hrv,2009,13.42271
hrv,2010,12.96228
hrv,2011,13.03218
hrv,2012,12.65309
hrv,2013,13.25139
hrv,2014,13.11067
hrv,2015,13.22948
hrv,2016,12.93654
hti,1985,21.96653
hun,1971,18.21
hun,1972,18.3577
hun,1973,18.19487
hun,1974,17.99787
hun,1975,17.14525
hun,1976,16.05928
hun,1977,15.55843
hun,1978,15.97336
hun,1979,16.43236
hun,1980,16.60179
hun,1981,16.24146
hun,1982,15.37939
hun,1983,14.58783
hun,1984,13.91426
hun,1985,13.25832
hun,1986,12.65882
hun,1987,12.04161
hun,1988,11.75139
hun,1989,11.62283
hun,1990,11.5937
hun,1991,11.62863
hun,1992,11.88489
hun,1993,11.90163
hun,1994,10.51708
hun,1995,10.60344
hun,1997,11.26543
hun,1998,12.07828
hun,1999,11.75936
hun,2000,11.5904
hun,2001,11.01922
hun,2002,10.4732
hun,2003,9.61999
hun,2004,10.40137
hun,2005,10.57957
hun,2006,10.65804
hun,2007,10.68532
hun,2008,10.79644
hun,2009,10.87947
hun,2010,10.91983
hun,2011,11.1084
hun,2012,11.19463
hun,2013,11.13524
hun,2014,12.82368
hun,2015,11.92696
hun,2016,11.79992
idn,1970,32.63955
idn,1971,26.22089
idn,1972,23.09118
idn,1973,24.13745
idn,1974,23.24022
idn,1975,24.19652
idn,1976,23.68036
idn,1977,23.66551
idn,1978,24.7692
idn,1979,25.70163
idn,1980,27.09401
idn,1981,27.09504
idn,1982,32.91914
idn,1983,26.73386
idn,1984,26.40577
idn,1985,21.8413
idn,1986,21.5709
idn,1987,18.56307
idn,1988,18.89011
idn,1989,19.26227
idn,1990,16.84084
idn,1991,17.36776
idn,1992,17.2828
idn,1993,17.58489
idn,1994,16.70014
idn,1995,16.96289
idn,1996,16.81188
idn,1997,17.29381
idn,1998,17.73889
idn,2000,16.85466
idn,2001,15.88407
idn,2002,15.10001
idn,2003,14.59992
idn,2004,13.32778
idn,2005,15.5735
idn,2006,15.57347
idn,2007,13.32195
idn,2008,11.73669
idn,2009,12.37469
idn,2010,13.00236
idn,2011,13.36892
idn,2012,15.23202
idn,2013,14.92948
idn,2014,12.50989
idn,2017,12.6824
idn,2018,12.68243
ind,1971,42.90585
ind,1972,46.50398
ind,1973,47.99958
ind,1975,53.88055
ind,1985,62.05351
ind,2002,8.63677
ind,2003,9.17329
ind,2004,8.02152
ind,2005,6.64109
ind,2006,7.13035
ind,2015,20.1015
irl,1975,31.46942
irl,1976,30.80377
irl,1977,30.93917
irl,1978,30.8313
irl,1979,29.9845
irl,1980,29.30819
irl,1981,28.76056
irl,1982,28.56332
irl,1983,28.10116
irl,1984,28.68513
irl,1985,28.68803
irl,1986,28.64214
irl,1987,29.18524
irl,1988,28.59807
irl,1989,29.56776
irl,1990,29.0985
irl,1991,28.08016
irl,1992,27.35053
irl,1993,26.41704
irl,1994,25.27908
irl,1995,24.72714
irl,1996,24.48892
irl,1997,23.96206
irn,1971,20.23899
irn,1972,21.98447
irn,1973,20.97592
irn,1974,22.33624
irn,1975,29.04675
irn,1976,25.11439
irn,1977,23.22361
irn,1978,24.01552
irn,1979,18.94798
irn,1980,18.80178
irn,1981,18.38392
irn,1982,24.62107
irn,1983,21.14904
irn,1984,21.98494
irn,1985,15.14976
irn,1986,18.46178
irn,1987,21.2383
irn,1988,24.79407
irn,1989,26.41422
irn,1990,25.87698
irn,1991,26.70094
irn,1992,28.56159
irn,1993,24.52636
irn,1994,20.50595
irn,1995,23.04146
irn,1998,24.22419
irn,1999,23.2158
irn,2000,22.70771
irn,2001,23.25738
irn,2002,23.85199
irn,2003,25.81898
irn,2004,31.08068
irn,2005,26.91433
irq,1971,22.2899
irq,1972,22.35
irq,1973,23.43308
irq,1974,19.50751
irq,1975,25.42559
irq,1976,23.21641
irq,1977,22.62767
irq,1978,21.64695
irq,1979,23.50629
irq,1980,22.87041
irq,1981,23.64977
irq,1982,22.03707
irq,1983,19.05444
irq,1984,18.06385
irq,1985,18.64175
irq,1986,17.48572
irq,1987,17.07381
irq,1988,16.74497
irq,1989,18.28449
irq,1991,17.62592
irq,1993,19.0113
irq,1996,17.56331
irq,1999,14.83547
irq,2000,14.8221
irq,2003,14.76242
irq,2004,15.50997
irq,2007,15.06209
isl,1998,4.24937
isl,1999,4.25045
isl,2000,4.02893
isl,2001,3.85276
isl,2002,3.62742
isl,2003,3.32904
isl,2004,6.29323
isl,2005,6.31947
isl,2006,6.26866
isl,2007,6.31247
isl,2008,6.22505
isl,2009,5.98991
isl,2010,6.06415
isl,2011,5.06398
isl,2012,5.02733
isl,2013,4.91262
isl,2014,4.83956
isl,2015,4.76812
isr,1971,29.32804
isr,1972,29.31423
isr,1973,29.79513
isr,1974,29.02121
isr,1975,32.9582
isr,1976,32.78504
isr,1977,31.91197
isr,1978,31.61805
isr,1990,30.01509
ita,1971,33.08076
ita,1972,29.83502
ita,1973,32.60536
ita,1974,31.26956
ita,1975,30.15065
ita,1976,28.69082
ita,1977,24.92326
ita,1978,23.86802
ita,1979,19.93524
ita,1980,18.53022
ita,1981,17.27748
ita,1982,16.74142
ita,1983,16.28378
ita,1984,15.67284
ita,1985,15.23439
ita,1986,15.35334
ita,1987,14.89609
ita,1988,14.49178
ita,1989,14.1643
ita,1990,14.29621
ita,1991,14.33181
ita,1992,14.99184
ita,1993,14.99127
ita,1994,14.34927
ita,1995,13.76533
ita,1996,13.85412
ita,1998,13.37752
ita,1999,13.23326
ita,2000,13.01974
ita,2001,12.77769
ita,2002,12.71834
ita,2003,12.0928
ita,2004,12.4081
ita,2005,12.31632
ita,2006,12.37337
ita,2007,11.6213
ita,2013,12.70434
ita,2014,12.53097
ita,2015,12.40968
ita,2016,12.03926
ita,2017,11.61756
jam,1974,30.96406
jam,1975,36.46885
jam,1976,39.9042
jam,1977,37.17805
jam,1987,36.83118
jam,1988,30.93262
jam,1989,32.50298
jam,1990,34.67047
jam,1991,32.15176
jam,1999,25.23286
jam,2000,24.27274
jam,2001,23.68731
jam,2002,23.53391
jam,2003,21.25328
jam,2004,22.11032
jam,2007,23.82133
jam,2015,11.51072
jam,2016,10.74003
jam,2017,10.50702
jam,2018,10.80498
jor,1971,35.81879
jor,1972,40.26852
jor,1973,38.26171
jor,1974,37.43045
jor,1975,34.17873
jor,1976,33.00662
jor,1977,32.87126
jor,1978,31.92045
jor,1979,29.30962
jor,1980,26.85446
jor,1981,26.59159
jor,1982,28.37751
jor,1983,26.85012
jor,1984,26.25962
jor,1985,25.81611
jor,1986,20.92365
jor,1987,23.94245
jor,1988,20.93477
jor,1989,23.76803
jor,1990,23.52256
jor,1991,23.20538
jor,1992,23.36738
jor,1993,25.93452
jor,1994,23.11974
jor,1995,22.44712
jor,1996,22.20857
jor,1997,22.40174
jor,1998,20.74866
jor,1999,22.20961
jor,2000,21.88032
jor,2002,21.14914
jor,2003,20.27444
jor,2004,20.36357
jor,2005,20.35219
jor,2006,20.35182
jor,2007,19.28755
jor,2008,20.6876
jor,2010,18.42929
jor,2011,16.94387
jor,2012,16.93804
jor,2013,16.3791
jor,2014,17.7286
jor,2015,17.14
jor,2016,16.95452
jor,2017,17.87505
jor,2018,17.55842
jpn,2013,25.99755
jpn,2014,25.48328
jpn,2015,25.18716
jpn,2016,27.29682
jpn,2017,27.67554
kaz,1981,14.05
kaz,1986,12.74901
kaz,1989,12.35772
kaz,1990,13.00471
kaz,1991,11.70884
kaz,1992,10.8409
kaz,1993,9.91951
kaz,1994,9.47769
kaz,1999,8.89249
kaz,2001,13.21318
kaz,2002,11.87728
kaz,2003,11.55959
kaz,2004,10.64632
kaz,2005,10.73177
kaz,2006,10.58251
kaz,2007,10.64422
kaz,2008,10.41384
kaz,2009,10.02138
kaz,2011,9.70136
kaz,2012,9.65974
kaz,2013,9.47393
kaz,2014,9.34928
ken,1983,41.99875
ken,1985,37.15903
ken,1986,39.73946
ken,1987,37.82825
ken,1989,38.72091
ken,1990,38.63636
ken,1991,36.63856
ken,1992,36.28465
ken,1993,34.70776
ken,1994,34.20881
ken,1999,26.99059
ken,2000,26.30784
ken,2001,26.00096
ken,2002,28.72659
ken,2003,25.02591
ken,2004,23.23391
ken,2005,22.76433
ken,2006,22.43873
ken,2007,22.15706
ken,2008,21.98958
ken,2009,20.68199
ken,2012,24.08177
ken,2014,26.29836
ken,2015,29.55448
ken,2016,28.87448
kgz,1999,18.26027
kgz,2000,18.39565
kgz,2001,19.04433
kgz,2002,19.78124
kgz,2003,20.95044
kgz,2004,21.7709
kgz,2005,22.69138
kgz,2006,23.94724
kgz,2007,25.35946
kgz,2008,26.76587
kgz,2009,27.23731
kgz,2010,26.23661
kgz,2011,26.93081
khm,1981,23.93175
khm,1982,20.26773
khm,1983,24.89226
khm,1984,23.75486
khm,1985,21.75477
khm,1986,23.4216
khm,1987,21.2419
khm,1988,19.78091
khm,1989,19.11779
khm,1990,16.55838
khm,1991,16.65326
khm,1994,25.79203
khm,1995,25.35415
khm,1997,23.59874
khm,1998,24.04762
khm,2000,27.78511
khm,2001,23.85714
khm,2002,28.14808
khm,2003,24.605
khm,2004,29.56186
khm,2005,24.66064
khm,2006,23.75094
khm,2007,25.16195
khm,2008,22.91288
khm,2010,27.89566
khm,2011,27.34186
khm,2012,27.99015
khm,2013,28.59203
khm,2014,31.34582
khm,2015,30.81032
khm,2016,32.10192
khm,2017,34.41773
khm,2018,33.3434
kna,1985,22.13462
kna,1986,32.63043
kna,1988,12.48113
kna,1989,17.21277
kna,1992,18.96629
kna,1993,16.2931
kna,1994,18.48485
kna,2008,13.62712
kna,2009,15.73529
kna,2010,20.05952
kna,2011,20.17978
kna,2013,15.1165
kna,2014,12.46207
kna,2015,10.57692
kor,1971,13.41627
kor,1972,13.10921
kor,1973,12.48111
kor,1974,13.47819
kor,1975,13.79732
kor,1976,14.87784
kor,1977,16.25743
kor,1978,17.33582
kor,1979,18.57517
kor,1980,19.8308
kor,1981,19.89608
kor,1982,38.83439
kor,1983,38.77972
kor,1984,32.14515
kor,1985,33.86636
kor,1986,33.90712
kor,1987,29.95919
kor,1988,33.30705
kor,1989,30.98754
kor,1990,27.59801
kor,1991,22.39382
kor,1992,21.5559
kor,1993,21.33545
kor,1994,25.87318
kor,1995,26.00198
kor,1996,25.13248
kor,2013,14.67344
kor,2014,13.63037
kor,2015,13.36119
kor,2016,13.25222
kor,2017,13.03086
kwt,1971,18.85812
kwt,1972,18.16157
kwt,1973,16.47949
kwt,1974,16.30788
kwt,1975,16.66719
kwt,1976,18.55042
kwt,1977,17.69695
kwt,1978,17.2978
kwt,1979,18.3856
kwt,1980,17.41746
kwt,1981,17.66804
kwt,1982,17.27026
kwt,1983,17.07835
kwt,1984,17.15848
kwt,1985,17.556
kwt,1986,16.86885
kwt,1987,17.59609
kwt,1988,17.2507
kwt,1989,17.75298
kwt,1990,18.16094
kwt,1991,16.12079
kwt,1992,15.86979
kwt,1993,18.10061
kwt,1994,16.921
kwt,1995,16.74616
kwt,1996,15.70525
kwt,1997,15.08134
kwt,1998,15.48142
kwt,1999,15.11196
kwt,2000,15.70158
kwt,2001,14.49047
kwt,2002,14.27653
kwt,2003,13.4169
kwt,2004,13.2207
kwt,2005,13.17285
kwt,2006,12.37269
kwt,2007,11.89847
kwt,2008,11.43826
kwt,2010,11.0542
kwt,2011,11.01768
kwt,2012,10.74487
kwt,2013,10.33143
kwt,2014,9.70488
kwt,2015,9.23401
kwt,2016,9.16737
kwt,2017,8.73264
kwt,2018,8.32594
lao,1972,34
lao,1973,28.4
lao,1978,27.74118
lao,1979,19.64943
lao,1980,18.70335
lao,1981,21.01587
lao,1982,17.89706
lao,1983,14.38313
lao,1984,16.73266
lao,1985,20.17125
lao,1986,16.29616
lao,1988,19.98389
lao,1990,18.54312
lao,1991,19.5932
lao,1992,15.86836
lao,1993,15.60627
lao,1994,15.7743
lao,1995,16.04711
lao,1996,17.4584
lao,1997,17.41878
lao,1998,17.79352
lao,1999,17.59381
lao,2000,17.13651
lao,2001,15.30633
lao,2002,15.08657
lao,2003,15.32941
lao,2004,15.3921
lao,2005,15.28618
lao,2006,15.37792
lao,2007,15.47489
lao,2008,17.64946
lao,2009,23.63408
lao,2010,19.01398
lao,2011,16.41408
lao,2012,18.88959
lao,2014,19.18014
lao,2015,18.71411
lao,2016,18.27826
lao,2017,18.24073
lao,2018,18.24345
lbn,1981,18.70533
lbn,1982,17.8575
lbn,1987,24.65094
lbn,1999,13.39246
lbn,2001,18.62005
lbn,2002,18.39413
lbn,2003,18.38438
lbn,2004,16.24458
lbn,2005,15.97097
lbn,2006,15.60076
lbn,2007,15.81043
lbn,2008,15.83428
lbn,2009,16.06606
lbn,2010,15.83554
lbn,2011,15.19795
lbn,2012,15.63865
lbn,2013,13.96097
lbn,2014,15.82878
lbn,2016,15.52952
lbn,2017,15.62193
lbr,1999,18.12114
lbr,2000,43.07473
lbr,2014,46.49114
lbr,2015,53.25422
lbr,2016,37.6808
lbr,2017,37.31278
lby,1971,24.81818
lby,1972,25.86275
lby,1973,23.84302
lby,1974,20.5642
lby,1975,17.90294
lby,1976,21.22802
lby,1977,19.89372
lby,1978,17.6431
lby,1980,19.26952
lby,1981,17.49126
lby,1983,17.82168
lby,1984,16.19407
lby,1985,16.43318
lby,1986,14.29876
lby,1999,8.36327
lby,2002,9.56574
lby,2006,8.94851
lca,1986,18.37129
lca,1987,19.4186
lca,1989,20.96535
lca,1990,20
lca,1991,15.78235
lca,1992,16.66667
lca,1993,14.72903
lca,1994,12.32836
lca,1997,11.83333
lca,1999,11.95289
lca,2000,13.19385
lca,2001,11.80939
lca,2002,11.70195
lca,2003,11.48397
lca,2004,11.50291
lca,2005,11.50279
lca,2006,11.0843
lca,2007,10.83286
lca,2008,10.75346
lca,2009,10.84615
lca,2010,10.1213
lca,2011,10.37273
lca,2012,10.24412
lca,2013,9.8029
lca,2014,10.22881
lca,2016,5.93924
lie,2003,11.92647
lie,2004,13.45161
lie,2005,9.64773
lie,2006,9.62651
lie,2007,8.3617
lie,2008,7.66667
lie,2009,7.60638
lie,2010,7.71134
lie,2011,10.8209
lie,2012,10.67143
lie,2014,7.65341
lie,2015,8.4
lie,2016,8.04124
lie,2017,7.57843
lka,2017,13.82828
lka,2018,13.09234
lso,1998,18.31421
lso,2000,18.66748
lso,2001,20.38654
lso,2002,20.47624
lso,2003,20.48063
lso,2005,19.42044
lso,2010,24.38444
lso,2013,18.3481
lso,2014,13.08
lso,2015,17.29564
lso,2016,18.46019
ltu,1981,7.7278
ltu,1986,7.20612
ltu,1989,6.83486
ltu,1990,6.32849
ltu,1991,6.11845
ltu,1992,6.07786
ltu,1993,6.35897
ltu,1994,5.93559
ltu,1995,6.50995
ltu,1996,6.8312
ltu,1997,7.02856
ltu,1998,7.48868
ltu,1999,7.35163
ltu,2000,8.08269
ltu,2002,8.00914
ltu,2003,8.13036
ltu,2004,7.93538
ltu,2005,7.82728
ltu,2006,8.05745
ltu,2007,7.14934
ltu,2008,6.86284
ltu,2009,7.31326
ltu,2010,7.35266
ltu,2011,7.28173
ltu,2012,7.11051
ltu,2015,9.4955
ltu,2016,9.26066
ltu,2017,9.67055
lux,1970,25.63793
lux,1971,24.64984
lux,1972,24.37463
lux,1973,24.14731
lux,1974,23.12903
lux,1975,22.51194
lux,1976,21.89086
lux,1977,21.19494
lux,1978,17.95674
lux,1979,17.85567
lux,1980,18.74815
lux,1981,18.36386
lux,1982,17.72535
lux,1983,18.35109
lux,1984,18.37324
lux,1985,18.01176
lux,1986,17.67955
lux,1987,18.23465
lux,1988,17.35435
lux,1989,16.80983
lux,1990,17.24678
lux,1992,17.41283
lux,1994,19.1609
lux,1995,19.29128
lux,1996,17.64643
lux,1997,17.00685
lux,1998,16.15214
lux,2001,18.40479
lux,2002,15.35487
lux,2003,13.86223
lux,2004,13.22773
