west_and_rest,time,income_mountain_50bracket_shape_for_log
west,1966,"37245,51837,61184,64808,62480,54907,44275,34109,28191,30200,40121,55529,78502,126455,219409,336737,406664,448273,656738,1175579,2089874,3662867,6485273,11533852,20650650,35756993,58342718,76439042,82682419,77519384,63829189,45405962,28656245,15818455,7495097,3181539,1292051,570443,277896,104956,32859,14831,9566,5206,2058,810,408,220,124,77"
west,1967,"37036,52058,61763,65643,63466,55922,45168,34612,28047,29220,38589,54142,77522,123903,212898,330242,406668,440920,617849,1085411,1900792,3333262,5931569,10636344,19393451,34114441,57333728,76169757,84463671,79833113,66292054,47304830,29899476,16555639,7869936,3342998,1354990,589143,286379,109881,34055,14484,9205,5059,1937,706,331,168,98,56"
west,1968,"35238,51214,61747,66393,64933,57832,47213,36274,28923,29052,38006,54132,78214,122825,207568,325992,414415,449217,598505,1044152,1808178,3137448,5504721,9762051,17671054,31287596,54080461,74093995,85411909,82206069,69775776,50739031,32399133,18233428,8795734,3759873,1527491,650052,313917,124085,37502,14701,9099,5074,1912,616,259,119,66,32"
west,1969,"34333,50942,61991,67102,66039,59117,48435,37064,28692,27033,33955,48410,71501,113579,192241,304482,393716,422167,527025,896431,1559828,2710520,4834869,8699320,15894104,28611154,50450194,72132658,86384853,85174851,73725887,54558578,34898969,19744190,9606097,4113105,1673877,709302,339173,138358,43657,16258,9511,5523,2197,686,287,131,69,37"
west,1970,"35562,52118,62996,67811,66319,58977,47989,36528,28069,25928,32122,46385,71227,116447,196470,306783,394954,424410,519665,861849,1474080,2547082,4546948,8228001,15095126,27328385,48140608,70935623,87438893,87861756,76746713,57007085,36060069,20127246,9723366,4127032,1671326,715965,338808,137806,45920,16752,9321,5715,2386,673,242,99,52,25"
west,1971,"34866,52015,63383,68600,67429,60216,49094,37185,27952,24569,29168,41735,64861,107628,183035,287742,372712,396477,466025,761620,1305698,2269291,4136719,7581190,14089470,25909828,46048236,69583951,87372801,89496333,79322647,59801763,38216177,21485961,10478080,4477188,1816610,775717,367359,152860,53199,19742,10409,6453,2875,871,311,135,67,34"
west,1972,"32365,50677,63039,69219,68994,62479,51654,39443,29430,24791,28136,39845,62350,103898,176984,281961,376065,408965,461554,715640,1204878,2045159,3721601,6858314,12819894,23911814,42928668,67150082,86374404,90764981,82166799,63427979,41412145,23684031,11763179,5088988,2063338,863360,406715,173133,59694,21347,10653,6640,3038,926,316,137,70,28"
west,1973,"29345,48927,62395,69620,70402,64604,54012,41445,30556,24506,26235,36210,56104,93207,159873,260269,360279,401106,432643,640751,1086838,1814127,3287924,6067448,11286504,21328723,38726600,63693598,84597003,92357557,85587772,67889814,45467283,26462218,13413264,5891677,2390437,983830,458004,199776,69392,24131,11228,6838,3206,973,308,133,65,28"
west,1974,"30872,50409,63749,70723,71146,64924,53975,41231,30295,24183,25567,35176,55510,95056,164429,263859,358301,394997,423309,622646,1050446,1748878,3183008,5905018,11015545,20813242,38065692,63098470,84625353,93969479,87519928,69539367,46373918,26695404,13410569,5846793,2359452,978386,457077,195708,69445,25202,11458,6848,3197,927,278,117,57,26"
west,1975,"32633,52094,65288,71966,71921,65170,53752,40698,29782,23863,25346,34742,54937,94845,165083,264253,354803,383822,405563,601200,1024394,1729098,3165234,5958040,11229752,21182512,38519192,63626443,85702770,95191860,88282305,69854233,46242705,26379758,13066272,5623448,2254600,935732,437509,182521,63086,23429,10825,5700,2222,541,158,64,33,7"
west,1976,"29835,50493,64758,72482,73456,67471,56373,43095,31417,24357,24574,32716,51243,88631,155221,251577,346277,384292,396027,554785,936825,1564715,2842013,5370610,10143133,19183224,35397061,60025715,83195990,95704427,90964980,73911679,50363476,29168862,14701068,6407078,2567180,1049651,487963,207334,71190,26118,11512,5525,2021,480,140,56,20,4"
west,1977,"27486,49154,64362,73004,74850,69580,58808,45366,33053,25047,24304,31524,48621,83608,147255,242183,340224,383971,389145,521933,873815,1449105,2609119,4956125,9431147,17967617,33474073,57737558,81626027,95643094,92490919,76601591,53404894,31397710,16096972,7107844,2856115,1154604,531269,230594,79513,28337,12103,5719,2126,485,122,35,19,2"
west,1978,"22859,47034,63399,73277,76247,71982,61746,48234,35195,26124,24225,30463,46061,77840,136918,228968,331529,385464,386278,487974,806765,1333090,2361035,4484278,8599944,16451753,31042434,54810022,79579112,95365153,94132592,79604105,56824882,34176125,17926424,8068320,3268270,1305914,588643,262633,91155,30723,12684,5788,2116,476,116,47,29,0"
west,1979,"21514,46238,63258,73753,77225,73357,63270,49651,36233,26634,24014,29487,44087,74359,131404,221028,323249,382077,383488,466177,757619,1241033,2156419,4104415,7879656,15065607,28774045,51609213,77431192,95194763,96304222,82875359,60206737,36600155,19371289,8792936,3564401,1416900,635130,286401,100001,33253,13434,6054,2241,479,90,29,6,0"
west,1980,"22830,47762,64717,75006,78164,73881,63403,49484,35938,26270,23428,28479,43035,74974,135445,226885,324843,377079,378225,462915,744211,1204049,2070314,3968110,7674608,14718560,28363742,51048699,77411711,95881285,97978936,84357701,61215097,36916150,19371811,8732440,3510872,1395536,634603,283711,97893,33169,13325,6317,2553,567,80,8,0,0"
west,1981,"25160,48980,66020,76268,79295,74757,63989,49787,36022,26263,23575,28998,44190,77324,139334,232150,329781,379643,379767,468801,752540,1211127,2085616,4016753,7771652,14972968,29050339,52100959,78491236,96574811,98275991,84274709,60935191,36636039,19172840,8611616,3450794,1370954,626031,278102,94487,31475,12519,6072,2477,520,55,2,0,0"
west,1982,"25752,49920,66715,76051,77970,72608,61892,48987,37567,30222,28533,33399,46764,76440,134468,225087,328141,389492,401789,494503,774612,1236806,2125513,4125439,7990094,15300522,29351024,52284861,78738045,97640038,99218718,84376222,60747404,36555866,19045820,8501307,3452612,1402148,645610,294181,103875,34519,13810,6329,2501,523,55,3,0,0"
west,1983,"26164,50710,67761,77292,79345,74223,64041,51937,41567,35134,33587,37756,49687,75904,126051,208644,316928,401497,424867,493418,753476,1216700,2092253,4027633,7800138,14948040,28490085,50956024,76610887,95797629,98614950,85310865,62845143,39295233,21398489,9908211,4137499,1710036,756950,346439,128026,40413,14833,6338,2547,590,65,5,0,0"
west,1984,"26850,51768,68577,77222,78114,72134,62044,51346,43428,39316,38364,41347,51030,73244,117072,193896,307089,411727,451953,509190,747903,1211936,2110506,4065365,7864160,14896572,28053685,49715944,75297760,95056948,99199251,86270276,64212992,40766724,22583970,10671320,4509110,1874310,837471,391581,149756,46936,16292,6209,2316,525,58,6,0,0"
west,1985,"28198,54288,71855,80881,81918,75997,66085,55788,48493,44620,42447,41969,46447,62932,101556,174906,291802,411498,465849,510512,718070,1170041,2044959,3932997,7703004,14742979,27509020,48327529,73694731,94509042,100200044,87532943,65797976,42481160,23953886,11367121,4843509,2038499,888932,411954,159656,45153,13818,5522,2246,561,67,7,0,0"
west,1986,"30243,57967,76460,85727,86281,79504,68603,57694,50239,46352,43510,40566,41011,52036,85296,158150,279883,409721,471734,509598,688933,1097033,1929714,3795670,7430746,14318852,26735697,46486321,71941224,93678056,101540257,89296600,67907485,44447384,25282789,12213401,5209838,2197026,963201,436711,158675,41124,11786,4878,2119,573,75,7,0,0"
west,1987,"28714,56169,77331,92520,101575,104711,103369,99947,96676,93512,87671,78410,71024,75961,106040,171709,279425,401420,470194,511977,676248,1074377,1851246,3544125,6922715,13460457,25120586,44271637,69600841,93110087,102308293,92586601,71270478,46729429,26535006,12816728,5448020,2300150,999398,454106,160403,37628,9882,4228,1816,479,60,6,0,0"
west,1988,"23672,46828,65905,81421,93044,100173,102695,100885,95215,86269,73701,59326,48181,47606,69607,129810,237171,360238,428490,467330,617253,972291,1649170,3117188,6182821,12330350,23674823,42169194,68046306,92749680,103952752,95684357,74416768,49023498,27570280,13428054,5819785,2441961,1089383,514620,191839,42928,8798,3711,1629,460,63,7,0,0"
west,1989,"19050,38348,55885,72483,87539,99512,106346,105635,95844,78242,55883,34957,21770,20097,36874,90780,197726,325223,396959,433610,571244,893650,1488198,2775957,5662134,11665497,22653596,40657745,66431803,91556022,104426902,97722183,77117851,51519509,29366538,14528629,6375137,2691894,1226622,587952,220988,47945,7792,3112,1325,416,70,7,0,0"
west,1990,"12401,26186,41055,58284,77278,96060,111211,118394,113827,97844,74143,50849,35009,28863,38103,83755,184188,309232,380611,413367,546172,879924,1502921,2764422,5503555,11242340,21993041,39560678,64394538,90573797,105316344,100067684,79809133,53642449,30284197,14900023,6539568,2753599,1280667,641266,243271,52503,8437,2996,1102,333,63,7,0,0"
west,1991,"6206,14781,27117,44892,67502,92575,115476,130091,130548,116381,92178,67665,50293,41237,43967,80348,170880,289817,364873,408873,547907,910570,1572936,2825091,5663766,11585639,22371040,40275090,64585619,91503184,106177267,101029423,80593361,53633712,29903553,14466578,6337522,2697202,1275577,642512,248737,54422,8718,2712,742,188,38,5,0,0"
west,1992,"8588,19326,33446,52453,75550,100031,120999,131939,127285,107707,80115,57364,49145,55391,75217,126828,222153,324066,385998,491301,731291,1074547,1650602,2978322,5930134,11777693,22557465,39861620,63744216,90534893,107665112,102689652,80995211,53746098,30449145,15060684,6652305,2800671,1271692,641991,269001,66270,10298,2475,378,34,10,5,0,0"
west,1993,"7465,14647,20517,25100,28182,29361,28496,25858,22264,19509,20941,29623,48315,84976,148228,233350,304490,315539,311959,449460,762645,1161377,1785910,3123113,6128470,12426325,23901155,41001866,64965361,91777222,108065521,101335855,80230266,53261157,30704183,15248132,6766539,2936365,1314660,537328,242803,253752,218138,93439,17047,1044,53,7,0,0"
west,1994,"3569,6774,9478,11739,13628,15150,16380,17459,18684,21019,26767,41236,74737,142294,236432,314861,322985,264324,265021,444023,755368,1144206,1746907,3032149,5875330,11529073,22677080,39875083,65019308,91269416,108602762,104544573,82219171,54200353,31340445,15891482,7122132,3105439,1426805,587371,261949,263619,217323,88678,15261,910,47,7,0,0"
west,1995,"37,87,181,470,1189,2670,5107,8753,14175,22543,37837,68044,118961,185517,246837,278444,270649,239694,251768,397025,683263,1050366,1642058,2960053,5852945,11171478,21851755,39340476,65207525,91300321,109428308,106241952,83526886,55605580,31826676,16313629,7371445,3189237,1488715,649175,267496,246588,225075,105348,21826,1650,84,9,0,0"
west,1996,"1589,3153,4691,6286,7952,9685,11645,14837,23288,44069,85249,143968,201724,226616,200182,140942,105975,148556,272339,454139,669399,964479,1510786,2690493,5346183,10710148,21376693,38737019,64232211,91537730,110189271,107658670,84524192,57515219,33601671,17107133,7631305,3251013,1446373,612209,211800,174467,252036,191918,73344,12214,867,38,0,0"
west,1997,"3009,5993,8931,11878,14757,18158,24561,38838,67295,111232,163619,203731,208829,170082,113210,83500,120445,238451,388659,499014,605362,898034,1495833,2624791,5175786,10359223,20081497,36570569,62487671,91695889,111368679,108903658,86931133,59114965,34758214,17946571,8249780,3696556,1655170,748910,326864,230853,257659,179455,65333,10542,757,35,0,0"
west,1998,"4412,8838,13406,18585,25271,35608,52293,77221,109937,144576,169429,171227,147082,113228,110339,174618,283899,358800,344560,356236,584054,1004082,1475850,2326365,4574485,9538725,19004926,35009860,59175325,89015916,110939019,110060279,90927165,63086016,37968193,19277565,9044346,4104069,1777742,774019,354082,278061,281102,168048,50817,6818,591,41,0,0"
west,1999,"3165,6699,10852,15715,20899,26133,32401,42870,63252,96232,138045,173900,185761,166891,138627,132038,157556,217518,299270,388108,539482,855158,1329767,2180066,4297087,9013634,18303057,34133186,58139481,88198749,110340995,111594407,93040055,65712242,39331431,20477507,9684301,4408426,2027253,948106,425404,307116,299518,174466,52031,7927,1067,96,2,0"
west,2000,"2111,4915,8946,15068,24423,39266,61335,90146,122141,149189,159458,144815,110656,77804,73658,108151,170137,248158,302599,345753,514111,887057,1369770,2160581,4046246,8437557,17206284,32131787,56829639,87151216,110769559,114544334,95899591,67793393,40659143,21135372,9999838,4503767,2091757,996329,406829,224625,299745,279204,140962,39820,7133,702,34,0"
west,2001,"32745,62040,79774,85830,81490,69546,54521,41132,32472,27966,25547,28922,51482,109675,198984,278139,291645,232667,206233,318648,575319,928379,1359547,2088656,3745786,7554169,15743030,30712437,54785146,86049867,112097462,116684887,98434953,70076546,42335040,21972740,10606594,4754339,2104834,1009927,494400,289262,311144,269457,129012,31660,4495,549,98,23"
west,2002,"27560,55317,78319,96473,107541,108504,98053,78130,53693,32520,21119,21160,32722,64054,128880,225640,311688,321963,276369,312885,533063,901105,1390096,2234940,4025948,7861394,15931857,30505595,54106355,85705064,112151617,117309127,99711399,70664378,43225119,22993889,10836561,4855441,2274676,1099372,498727,313940,301670,193624,64793,11042,2181,641,199,54"
west,2003,"168,333,561,888,1374,2057,3018,4784,10012,24509,56319,107226,167061,212474,221887,202892,204288,279286,388113,468825,568716,822135,1322085,2261711,4077305,7682590,15406647,29499535,52637787,85433799,112465998,118911615,100880118,71593916,44816105,24014226,11627139,5426841,2423101,1171204,601534,382701,305406,162709,45108,6976,1977,841,306,84"
west,2004,"2213,3735,4410,4359,4470,7160,16521,36915,70725,113292,152801,171928,160231,125427,96372,114726,191504,292018,348494,374284,525181,879681,1383759,2238230,3960412,7394812,14627489,28713766,51811998,83367069,113259851,120955473,104032232,75226521,45740665,23735740,11427174,5237630,2325914,1125060,545263,323562,310650,215181,76342,12673,2015,760,389,178"
west,2005,"2010,3532,4493,4920,5084,5421,6921,12344,27451,57617,103896,155996,193172,193083,159569,137319,180101,285762,365898,387169,470659,765034,1318929,2242698,4000173,7556251,14582575,28574028,51331559,83662608,113502926,122075175,105343871,74934509,46157311,24683330,12131220,5573295,2551349,1267833,675871,393990,317209,210161,74057,11563,1326,343,174,91"
west,2006,"1248,2173,2672,2814,3035,4931,11781,28157,58044,99257,142256,169393,165078,128365,84657,86040,162690,281351,353562,361482,442880,714785,1223440,2142899,3864977,7205072,13971344,27940255,50400051,81464949,113812703,122489288,107059221,78002478,48467937,25957820,12645521,5904215,2724426,1376641,722160,380688,325599,257248,108283,21154,2132,245,24,0"
west,2007,"790,1379,1780,2015,2467,4619,11816,28918,60488,104694,151615,182025,178670,139672,87842,67113,113670,228654,345097,416383,522723,758713,1177199,1932611,3437644,6718995,13525924,26369498,47215159,77140700,112044228,125096653,111504514,81919747,51166234,27868145,13703088,6488660,3086013,1434606,648092,409893,349129,208416,69424,15057,5429,2488,855,182"
west,2008,"566,1043,1694,3241,7428,17615,37300,67659,106028,143302,165240,159754,127898,90119,86309,146055,244931,311528,308605,361765,600225,915324,1270959,2051825,3735852,7034298,14004169,27197072,49261147,79996125,113286286,124742943,111389837,81515843,50820158,27029565,13102420,5966828,2753415,1336666,734588,485574,338668,162824,41685,5689,1041,197,17,0"
west,2009,"1666,2619,3157,3229,2998,2647,2455,2667,4072,9661,27704,68337,131704,198758,234594,215605,175447,198350,321554,469313,584023,770714,1218748,2066085,3633226,6746120,13280698,26589070,49492888,79765608,112661341,126561938,112927606,83933696,51781798,27627600,13570969,6295015,2807537,1316171,647549,391853,337199,208352,66140,8876,744,196,95,30"
west,2010,"1109,2275,4117,8390,17571,34838,61642,95750,130568,155234,158070,135736,98247,70197,84459,160630,274803,354724,368977,431297,646252,954107,1422452,2386572,4085393,7182151,13670502,27221531,50036452,81905228,113128884,125796482,112838120,82856759,51773488,28433096,13894703,6233346,2810506,1250298,634151,411492,192750,50825,15870,7565,3386,1227,409,144"
west,2011,"716,1359,2024,3051,5504,12067,26747,52879,90944,134331,169408,179603,158348,117031,84583,101337,188798,324247,422262,468263,603768,961893,1565233,2567408,4262732,7319101,14019175,28341384,51487657,82355178,114199314,125151707,112098449,82799767,52063085,28554195,14119706,6601559,2997524,1360017,691815,451792,272737,98736,20767,5631,2910,1470,779,348"
west,2012,"979,1879,2843,3898,5324,8456,16541,34229,65742,109077,154878,185321,184826,154432,129806,167072,271206,373979,411911,456403,657299,1054169,1648720,2624343,4379737,7808537,14854742,29180130,53209325,82002930,113091481,125761511,112466589,83549564,52379305,28296496,14389152,6520136,2884266,1392811,702820,447169,280744,98898,17744,3020,1421,882,518,228"
west,2013,"487,956,1496,2161,3267,6384,14852,33528,66254,110390,155618,183417,179174,143983,107868,123824,217227,352251,445337,508005,684064,1041185,1576284,2565806,4396924,7662388,14563084,29340579,53375569,82728731,112964279,126806888,113828634,84655816,52672597,28734857,14252626,6670868,3071526,1408016,776353,500738,238420,64030,11142,2427,531,182,141,84"
west,2014,"21629,45407,68864,92363,112721,124374,122630,105591,76488,45409,28722,43665,95767,173497,242196,271937,291882,364373,472602,567067,737190,1084627,1597433,2557529,4348061,7657718,14649301,29201924,52534769,82213291,114981563,129206156,113832913,82524948,52412655,29619854,15345101,7553810,3411960,1529802,798227,460821,217620,63256,12895,6072,3663,1794,710,235"
west,2015,"1162,3476,8569,19223,37524,64631,98231,131981,155361,158697,137571,100843,71135,82284,151842,261025,360677,415150,476223,604824,797994,1102635,1669698,2592277,4141122,7214061,13646885,27061104,50306047,80348357,111856730,130314711,117677239,86383892,55677693,31492034,15949656,7820984,3608086,1654731,886966,556604,275317,78515,15118,5185,2704,1223,517,230"
west,2016,"2036,4006,6943,12835,24419,45185,76295,114717,152302,176373,173690,142322,100510,87939,136538,230322,314643,340597,362739,490580,730321,1027446,1476944,2305217,3858069,6847572,13013626,26033362,47798445,76834761,108849603,128896647,121286818,91595422,59381461,33833216,17744509,8544863,4007684,1908185,931710,542155,304271,108270,22793,5158,1838,690,236,60"
west,2017,"40909,78646,104678,118717,120324,109607,88910,63844,42270,32750,43066,78880,138570,206037,249141,249429,257602,354669,503916,577493,631720,890508,1473907,2425887,3914940,6772799,13003778,25685789,47535377,75386786,108110243,128437366,121673889,94290336,61000230,35241111,18381283,8858967,4129193,1888069,900003,562123,338981,120185,23705,4223,1270,411,127,32"
west,2018,"4815,9210,13597,19367,28862,45550,71869,106760,144518,173430,179268,154851,109583,70709,77125,153603,276160,372998,406281,475334,696428,1012934,1405057,2144818,3614231,6512728,12524912,24504417,44628374,73099094,106614727,128851659,124045156,96974451,64097376,37417579,19218695,9657559,4701440,2237043,1047482,617036,432188,203988,51343,7958,2290,977,378,96"
west,2019,"4718,8970,12622,15658,18045,19691,20726,22176,28147,45811,82344,136543,192182,221647,206195,169844,177256,282764,432598,541778,663904,902047,1299163,2011118,3400397,6075035,11619428,22595838,42848314,70457402,104110374,127962329,125079085,99332768,67432823,40772793,21986728,11099181,5429615,2616372,1281692,750690,459928,189923,41587,7114,2128,809,290,70"
west,2020,"4807,9318,13070,16186,18601,20194,21102,22541,29052,48035,86456,141597,196099,221744,203441,170210,188852,305568,455973,561762,690576,946111,1366842,2151674,3695886,6717493,12938507,25035190,46415344,74839403,107947895,128861250,122580648,95607530,64419021,38609273,20643215,10381345,5070491,2443063,1207409,721529,435285,170377,36359,6777,2217,953,421,151"
west,2021,"3796,8550,12322,15514,18008,19730,20727,21882,26950,43079,77604,130643,187200,220704,210077,175472,178985,278331,430026,545261,666810,900210,1289077,1991666,3384776,6026518,11473019,22153822,41958664,69353052,102728401,127746868,126468290,101634465,69955948,42840000,23375747,11868067,5827721,2824751,1379965,789339,487031,213062,50604,9256,2811,1204,537,195"
west,2022,"3153,8139,11977,15264,17832,19626,20647,21629,25860,40321,72466,123990,181433,219551,214426,180752,177012,266063,418941,542666,661565,883411,1260493,1928417,3254859,5740137,10829424,20873433,39709080,66626939,99931271,126697927,128018190,104768499,73178034,45480368,25188518,12888588,6359217,3093116,1505430,838573,520534,242178,61856,11359,3259,1368,636,246"
west,2023,"2714,7916,11770,15068,17642,19457,20480,21398,25288,38955,69920,120634,178559,219256,217620,185492,179128,263413,417596,548204,669923,892860,1273907,1933155,3231130,5650661,10578169,20292057,38560332,65074744,98172960,125819514,128973097,106774655,75284650,47167238,26327256,13524765,6693369,3258430,1580414,869228,542292,260483,69273,12910,3636,1555,736,318"
west,2024,"2605,7751,11611,14913,17494,19308,20335,21222,24925,38194,68591,118938,177168,219280,219548,188387,180982,263292,418603,553439,678009,904221,1291536,1951690,3242056,5628959,10461969,19974089,37860516,64125552,97025750,125320719,129752551,108284336,76787374,48312038,27075773,13939084,6909433,3365010,1629219,889692,556020,271619,74038,14129,4019,1739,834,383"
west,2025,"2410,7589,11460,14777,17361,19179,20201,21041,24489,37217,66790,116483,174830,218358,220634,190224,180737,259010,413313,550134,673251,895611,1281012,1931129,3197241,5536189,10247468,19538631,37018012,63094148,95847586,124829315,130565544,109877405,78420637,49598759,27952744,14435021,7169977,3494895,1690721,915002,571686,284849,80050,15549,4402,1926,939,444"
west,2026,"2112,7400,11306,14647,17247,19071,20102,20877,24077,36232,64998,114035,172509,217454,221750,192053,180352,254366,407370,545527,665564,881363,1261877,1899134,3140765,5434860,10041977,19145908,36247797,62128002,94680611,124293252,131286923,111406211,80034833,50897291,28849889,14946187,7438593,3628914,1754516,941143,587604,298369,86288,17076,4810,2122,1045,516"
west,2027,"2010,7232,11171,14551,17172,19019,20038,20755,23707,35276,63206,111481,169901,215972,222169,193191,179361,248802,399661,538643,655352,863576,1240054,1870292,3098066,5367336,9895657,18831986,35580657,61232186,93549095,123693557,131851788,112787327,81562444,52169704,29762828,15483486,7725862,3773872,1824867,970275,604169,312276,93105,18705,5192,2292,1145,560"
west,2028,"1671,7042,11024,14436,17081,18947,19978,20638,23333,34337,61435,108970,167464,214901,223380,195648,180260,245896,396063,538237,654798,859352,1234633,1859618,3073182,5314606,9757494,18522737,34919414,60334775,92399636,123053183,132398345,114163036,83092656,53431408,30660589,16004766,8002475,3912566,1891775,997413,619678,326037,100040,20356,5561,2475,1249,617"
west,2029,"1572,6835,10856,14308,16984,18867,19903,20511,22973,33373,59596,106305,164796,213610,224554,198266,181341,242813,391860,537463,654549,855946,1231338,1855782,3060905,5280021,9643457,18233045,34228796,59323102,91048097,122172256,132807420,115582772,84761881,54839976,31675439,16601639,8321090,4073001,1969990,1029448,637128,341443,108260,22402,6010,2660,1362,675"
west,2030,"1302,6595,10664,14152,16855,18769,19815,20384,22595,32356,57635,103436,161925,212273,226065,201610,183312,240393,388195,537964,656541,855097,1230539,1854100,3046412,5232096,9488419,17848552,33392295,58122232,89494060,121143334,133226092,117151240,86625926,56411102,32812204,17269374,8675565,4250766,2056868,1065086,656063,358384,117707,24902,6655,2990,1578,841"
west,2031,"947,6327,10444,13967,16709,18653,19716,20254,22223,31308,55551,100268,158600,210421,227201,204779,184996,236920,382348,535799,655679,849272,1220006,1835828,3004811,5146869,9281880,17394002,32464019,56785822,87773787,119901536,133527038,118801547,88676591,58180339,34122219,18061401,9101864,4467444,2164223,1110097,678740,377914,129123,27952,7340,3290,1763,960"
west,2032,"864,6034,10193,13757,16526,18507,19601,20116,21841,30206,53293,96780,154824,208064,227959,207662,186277,232668,375379,532814,654358,842488,1206628,1810784,2946943,5035450,9037861,16876198,31433513,55312763,85896817,118475285,133734347,120545035,90910172,60125272,35575426,18948568,9578367,4711139,2286456,1162176,704440,399766,142342,31645,8150,3574,1905,1034"
west,2033,"548,5721,9927,13521,16337,18349,19479,19973,21472,29131,51021,93165,150789,205347,228491,210665,187802,228365,367052,527884,651687,834272,1190661,1783212,2887146,4921055,8777458,16317260,30346011,53744922,83933824,116895423,133833317,122342045,93269314,62190729,37122301,19902533,10088714,4970144,2415065,1216384,729694,421793,156823,35836,9028,3920,2090,1152"
west,2034,"245,5372,9637,13269,16130,18179,19343,19838,21123,28048,48554,88991,145578,200426,225184,207108,178353,206425,332385,486247,599331,757005,1077908,1629657,2674113,4628553,8339461,15624018,29164763,52085690,81923632,115166574,133817971,124246804,95900189,64587320,38960722,21078411,10733631,5303716,2582109,1289342,762971,447962,174337,41279,10359,4468,2388,1320"
west,2035,"222,4817,9341,13002,15907,17997,19202,19693,20790,27036,46274,85176,141060,196950,224968,209693,179792,201508,321598,477507,593183,744340,1054028,1591591,2598404,4491747,8058153,15061773,28067164,50373381,79780825,113201197,133525204,125975715,98433439,66913603,40740765,22220197,11357026,5626238,2745644,1361620,794867,473444,192562,47108,11726,4980,2661,1478"
west,2036,"141,4474,9042,12725,15674,17804,19052,19550,20477,26070,44048,81344,136396,193153,224345,212042,181316,196829,310524,467877,586462,731143,1028564,1551056,2518473,4347151,7768963,14490017,26974225,48635382,77630150,111149288,133110704,127655963,101003676,69305533,42569778,23395897,11997206,5957253,2913382,1436123,826477,498501,211693,53726,13419,5651,3013,1681"
west,2037,"68,3968,8731,12438,15440,17609,18901,19420,20195,25187,41906,77487,131483,188815,222952,213714,182590,192213,298805,456639,578452,717212,1002398,1511013,2444455,4214202,7495159,13949895,25956467,46938685,75490532,108973474,132409340,129067415,103442760,71732657,44524054,24717949,12742720,6348448,3109583,1524395,863244,525140,232269,61170,15225,6370,3440,1950"
west,2038,"0,3465,8410,12147,15197,17411,18744,19281,19934,24375,39917,73895,126854,184694,221745,215789,184699,188841,288029,445759,571141,704487,976975,1470355,2366299,4071004,7211247,13398326,24946589,45263969,73419424,106821311,131693780,130526020,105973692,74180167,46401097,25936944,13412247,6693980,3285032,1605669,895912,548866,252242,68774,16844,6768,3573,2005"
west,2039,"0,2981,8087,11856,14953,17212,18591,19146,19695,23605,37987,70318,122103,180281,220056,217457,186745,185774,277378,434434,563716,692896,954218,1435724,2302486,3957160,6987801,12934189,24047665,43671230,71374731,104538537,130704378,131718213,108369257,76616968,48337897,27250709,14149863,7081094,3480109,1696344,932299,573675,273325,77346,18772,7329,3860,2187"
west,2040,"0,2671,7752,11560,14702,16999,18427,19014,19466,22896,36165,66825,117327,175653,217948,218672,188575,182742,266381,421811,554533,679047,926880,1390932,2217813,3805641,6717047,12419763,23118698,42106189,69441971,102353538,129691747,132817226,110707766,79046183,50284830,28581003,14904641,7478576,3678180,1789018,968898,597486,294311,86304,20688,7795,4085,2318"
west,2041,"0,2210,7420,11257,14452,16789,18258,18874,19261,22262,34436,63297,112299,170460,214905,218885,189691,179417,254890,407927,544266,665522,901869,1354092,2158307,3709040,6539113,12053248,22406639,40758242,67615850,100096323,128402687,133623543,112859490,81382000,52167743,29914030,15667196,7882382,3880015,1885025,1006737,620926,316023,96642,23099,8353,4319,2439"
west,2042,"0,1765,7072,10956,14196,16577,18086,18732,19068,21671,32908,60339,108004,166168,212795,220381,192727,178787,246430,396753,537345,657364,883853,1323642,2098011,3589534,6319268,11595657,21525253,39221883,65667975,97843768,127135966,134422683,115085589,83828548,54163694,31326556,16484340,8314798,4096215,1989182,1047847,644327,337720,107576,25603,8835,4496,2532"
west,2043,"0,1399,6716,10651,13936,16358,17914,18593,18883,21121,31391,57344,103550,161503,210016,221139,195199,177922,237684,384534,528619,646951,861966,1286128,2029671,3460821,6081676,11124772,20633097,37634173,63576307,95360479,125571306,135025204,117339689,86459343,56372568,32924168,17432440,8824675,4355508,2117412,1101370,672793,361942,120438,28927,9646,4858,2735"
west,2044,"0,1213,6362,10346,13673,16136,17741,18452,18701,20616,29927,54189,98666,156062,206084,220500,196269,175837,227489,369781,516288,631988,833210,1237632,1949340,3325104,5851058,10677495,19792574,36132687,61584681,92982617,123974379,135493789,119509715,89043873,58518873,34507690,18373614,9320948,4607297,2242752,1153837,700267,386570,134740,32903,10575,5199,2890"
west,2045,"0,862,6005,10037,13407,15905,17558,18308,18535,20144,28637,51580,94560,151546,203133,221038,199021,176081,220038,357555,507050,622983,814924,1205577,1892704,3216999,5664978,10301709,19042833,34739517,59689087,90760026,122437142,135829017,121440442,91425978,60544574,36011417,19296822,9815486,4857811,2366033,1203869,724331,408941,148589,36484,11164,5373,2980"
west,2046,"0,523,5650,9727,13133,15680,17368,18162,18372,19720,27395,48896,90206,146482,199267,220478,200812,175720,212335,344147,495622,611426,792300,1164665,1822005,3083931,5430065,9852765,18205527,33266107,57662149,88386345,120652252,135994019,123469507,94034017,62790905,37686310,20339463,10371170,5143268,2510364,1265888,753226,433560,164739,41291,12189,5712,3127"
