west_and_rest,time,income_mountain_50bracket_shape_for_log
rest,1944,"42636,62982,92526,139061,215979,350970,599726,1080668,2038841,3909570,7568883,15188256,31020712,60123259,102179518,155306883,206617313,229505710,234976223,222725230,185827742,144285203,110726637,84002756,60155132,38546273,23082027,13742645,8111839,4722422,2742810,1568678,867644,472157,253378,130835,68124,37598,21567,12510,7233,4081,2275,1240,656,359,174,92,30,10"
rest,1945,"45313,67288,100266,154502,249076,416712,722296,1297264,2344412,4348153,8415265,17050263,34308277,65012313,107751442,161543791,210968089,230312857,235704241,222044151,184566357,144598442,110617056,81670071,55990252,35114960,21255013,12740518,7612073,4514633,2639586,1505534,842113,467284,252497,131424,69394,38729,22246,12860,7414,4181,2354,1287,701,386,179,93,30,10"
rest,1946,"46227,68715,103689,162030,261821,433594,737835,1305613,2347589,4364218,8496247,17384679,35437301,67990729,112407993,169275786,218996696,235084891,238641783,218286319,178822054,141203061,108962458,79546380,54282143,34481817,21024681,12792688,7809629,4679717,2749955,1592340,903232,502627,271917,140855,72874,39916,22746,13048,7479,4212,2338,1279,686,373,196,90,36,10"
rest,1947,"45875,67899,101864,157419,248133,399984,665058,1169300,2174753,4119036,8019780,16401732,34160686,67344755,112765690,171917565,220982597,235957111,238903591,218458096,179463722,142432256,110700952,81747032,56678911,36178048,22096623,13519134,8326335,5046303,2989048,1746016,998200,558752,305823,158798,80297,42660,23989,13686,7816,4433,2452,1340,718,406,199,109,48,10"
rest,1948,"44133,64883,96852,148653,231323,364996,589952,1010810,1871849,3651666,7366924,15513627,33085314,66572466,111655058,170971924,217598073,232123503,237150435,219121448,183328782,147188727,116489166,87513102,60750749,38882284,23794065,14580132,9013456,5508221,3287219,1928630,1108694,624681,345062,180833,91327,47992,26758,15229,8691,4941,2770,1527,841,472,251,133,64,21"
rest,1949,"44216,64755,96152,147570,230120,363888,588369,1007433,1866823,3653661,7421068,15768991,33870823,68241361,113563060,173124016,217050779,230958509,236385490,218818036,183856767,148796777,119038141,90683001,64064977,41520098,25475515,15571064,9563737,5801178,3448301,2019230,1160038,655032,361977,190437,97005,51450,28819,16471,9429,5366,3017,1679,941,545,290,150,76,31"
rest,1950,"45488,66931,98973,150721,232761,366361,595880,1030064,1914302,3739964,7593286,16141139,34827581,70345874,116654461,177365591,219766234,232620267,237271312,216817132,181130699,147851229,120882449,93835071,67617929,44461623,27469533,16757291,10241955,6190326,3670296,2144592,1230333,693627,381846,200155,101209,53116,29500,16804,9613,5445,3045,1709,951,541,292,151,72,27"
rest,1951,"42185,63055,92802,139479,211888,327515,521258,871566,1563113,2968851,5879318,12110881,25725572,53917429,100709209,159126834,225364428,252243842,256042665,238147593,196513773,155921028,126279240,99061959,71986146,47130104,28996402,17616047,10750039,6489337,3859133,2242817,1279247,719384,393076,204030,102135,52710,28990,16380,9306,5246,2878,1594,873,486,254,123,61,24"
rest,1952,"40144,60741,89332,133819,200925,307401,485428,803535,1420567,2665000,5230331,10615413,22231527,46687111,91378524,148242912,221368840,262689413,268380957,251223913,208806923,164495890,132082502,104381953,76477256,50241880,31032189,18756610,11289905,6703288,3950206,2276972,1289600,722714,391306,202028,101865,52952,29056,16370,9279,5165,2869,1573,861,468,245,116,58,14"
rest,1953,"37354,56889,84093,126175,189635,290204,455501,741359,1280779,2360747,4569243,9132275,18820162,39336335,79041050,135732158,208578883,267140134,280307080,266729230,227606763,178661387,140905490,110989451,81286803,53233077,32733962,19801059,11945969,7122852,4220303,2445522,1380451,773115,421442,218012,109763,56428,30774,17311,9807,5494,3054,1657,916,496,257,126,60,20"
rest,1954,"37388,57011,83887,125847,189237,290345,458198,751581,1312028,2441563,4770654,9716797,20713617,44559145,89346622,146501018,220943364,265795587,273458109,262590184,223684780,177558182,142830392,114628085,85097681,56327953,34727850,21033539,12681808,7590292,4495494,2617525,1474091,821688,448783,232310,116624,59279,31925,17876,10158,5719,3160,1728,956,527,267,136,68,21"
rest,1955,"37111,56566,82952,123383,183913,279152,436257,707278,1213476,2222969,4304921,8716359,18493514,39848924,81789629,139703279,215601092,272231156,283540557,272411283,233535732,184615499,147687507,119358044,90295089,60884856,37865656,23032893,13938748,8384191,4975341,2912993,1642241,912369,499504,259316,128733,64292,34232,19034,10734,6004,3302,1778,978,541,269,136,68,25"
rest,1956,"35053,55001,81134,120273,178319,268653,416700,671980,1145438,2081097,3999385,8053845,16934666,36305663,75015243,132744198,206117389,273891734,292003271,282972212,245910746,193881950,154453566,125066150,95784723,65550239,41123773,25121013,15198831,9091020,5361380,3126307,1762721,978767,533915,276096,136855,67842,35662,19703,11074,6180,3384,1808,995,552,270,141,68,27"
rest,1957,"35001,55099,81242,120315,178159,267504,413611,664164,1124575,2024391,3857887,7737984,16310972,35357165,74450546,134268234,211168954,281202776,299407291,287493578,247932831,195020996,155728467,127221631,100015369,69725611,43888797,26753128,16154525,9660244,5700264,3340733,1891538,1048750,572117,296576,146989,72622,38141,20998,11737,6507,3537,1869,1027,563,280,142,71,31"
rest,1958,"35774,55897,81951,120495,177212,264249,406471,650865,1100232,1984849,3817048,7790619,16806229,36887312,77219556,136375450,212324696,281225536,298942294,291847220,253081616,198774302,159123223,130834501,104660128,74685402,47555658,29037213,17483222,10373906,6088230,3551226,2024364,1127389,613422,318853,158139,77268,40031,21827,12129,6708,3635,1932,1053,577,297,153,72,32"
rest,1959,"33967,54275,80041,117504,172450,256575,394264,631944,1071146,1936500,3748895,7766229,17188045,38645703,81939796,142319208,222257885,284587940,298340123,293141949,254404849,201148878,161242769,133079147,108082729,78641632,50457333,30638760,18265884,10664381,6175933,3580257,2032296,1123706,604259,311602,156312,78447,41070,22387,12359,6770,3643,1938,1046,576,293,157,75,33"
rest,1960,"32062,52363,77698,114209,167267,248106,380300,611796,1047397,1912740,3739154,7890600,17962631,41304928,87384800,147855603,227653157,280470979,291840630,291559769,256008422,205067884,165096197,137656034,113363304,85703550,56362026,34433329,20568589,12032515,6930988,4014862,2296969,1273236,682990,353337,176519,87384,44796,24143,13252,7225,3895,2055,1114,618,308,160,85,36"
rest,1961,"34432,54927,81004,119154,175530,263424,410595,680511,1214687,2330374,4832838,11112691,26881184,61391082,112138091,182145864,239687288,262098915,272898534,271658463,239484088,197652849,163391003,138676459,116671786,92243268,62845258,38921863,23273544,13646674,7820286,4499051,2585378,1444510,777668,404175,203055,101137,50522,26454,14313,7774,4162,2217,1188,666,348,179,92,44"
rest,1962,"33463,53711,79145,116475,171858,256905,396530,649371,1147155,2183027,4485961,10218688,24764277,57399184,108500601,177635988,243245250,270558735,281642015,281038703,246447015,201279424,166066069,140668688,119705572,97141175,68176927,42961425,25662449,14974306,8501912,4827010,2765046,1556725,840914,435473,220373,112318,56668,28639,15183,8197,4402,2331,1256,687,371,189,98,44"
rest,1963,"32809,53181,78235,114634,168397,249587,380034,609965,1053491,1965246,3960897,8783212,20950396,49153971,99666306,163298326,241117290,280656086,291561852,293932899,260691788,212355209,173234240,144859416,123742737,102196753,73981465,47240537,28144872,16275442,9130598,5112266,2913728,1651951,897585,463230,235859,122354,63762,31307,16022,8467,4513,2405,1295,718,393,204,114,50"
rest,1964,"29931,50597,75253,110534,162985,240908,362654,569847,960542,1760892,3489731,7511162,17558118,41398962,88278845,149593799,231999881,288062520,301937981,306553525,276023989,222604477,180004454,150400308,128972590,108179814,81668334,53696610,32458490,18965514,10698925,5967083,3387608,1934633,1067154,554835,282681,145761,77080,37872,18512,9560,5011,2662,1422,795,446,224,126,56"
rest,1965,"25358,46645,71264,106262,157783,235064,355123,557377,934008,1699739,3341601,7089078,16257576,37984425,82247841,145578698,232004294,304103910,320618270,318859884,281258857,222984666,179386507,151083586,130669895,111333379,86386627,58067559,35709257,21134981,12011141,6706471,3790444,2167262,1212816,641141,327772,167714,88736,44681,20998,10523,5459,2900,1538,873,501,273,152,74"
rest,1966,"26583,48063,72698,107572,158850,236146,357115,561358,943030,1726100,3426071,7342886,17016325,40041020,86444962,151098991,240243052,311001715,325788060,321855402,280690226,221331563,178305657,152027292,132358342,114817931,92463367,64487694,40382528,23975003,13661075,7591699,4248732,2429802,1376638,736568,377378,194683,104157,54441,25357,12277,6289,3304,1762,985,574,320,175,97"
rest,1967,"26522,48768,73993,108897,160422,238071,359763,564826,948797,1750532,3554482,7867278,18816704,44842660,95430668,160760164,249100971,311453403,323127657,322227015,282753245,223336091,179263481,153432710,134193961,117690747,96859815,70291838,45050299,26815225,15336880,8487525,4711166,2689182,1540999,838798,432072,223605,119517,63731,29677,13772,6885,3580,1926,1077,631,360,189,114"
rest,1968,"26716,49591,75349,110943,162885,241391,365602,576455,972374,1796391,3673069,8354280,20631702,50414672,106279276,175609088,264148915,311989447,319426129,317616131,276865901,221430640,179794312,155256735,137323731,121222436,101465618,76590662,50693789,30679986,17596343,9772883,5370510,3025085,1751528,976629,506765,260827,138331,74098,34719,15554,7574,3895,2080,1165,686,379,198,119"
rest,1969,"25901,49144,74852,109789,159996,234826,352040,547791,908645,1646280,3285253,7260433,17715747,43841943,96842941,165581209,259164113,319351522,329184419,330109882,292628264,234320499,188619172,161221961,142107854,124495120,105199925,81398945,55942796,34838105,20126936,11256165,6167910,3431581,1985356,1134379,600816,307214,161294,86393,40848,17980,8601,4396,2315,1292,733,425,229,139"
rest,1970,"24132,47604,73426,106942,154712,224965,333684,511885,832926,1474975,2866039,6108251,14475112,35913056,83024616,151158034,246896929,328433322,344532852,345065230,309892171,247544841,196016559,166324621,147461434,130161426,111204749,87373060,62086977,39723638,23255010,13070236,7157761,3938648,2259393,1314697,717858,371588,195442,104286,49421,21383,10032,5041,2611,1439,827,469,255,152"
rest,1971,"24510,47901,73674,106443,153042,221486,327150,500536,812140,1433228,2773798,5908723,14051884,35199622,82455181,152523753,251126337,338792753,355650353,353682973,314820312,248612056,196630768,167957549,149594562,133478224,115928502,92759842,66837562,43129781,25433197,14343992,7877690,4329344,2474702,1445063,796360,414053,218818,118521,58155,24112,10718,5263,2703,1478,841,476,257,159"
rest,1972,"22614,47270,73390,106446,152672,221175,327157,501750,815828,1441114,2797191,6032089,14700424,37450508,88192028,161134075,266436311,350320650,364200950,359423125,312066363,242063396,193043954,166688691,149224312,135062118,119611651,97703521,72323544,47706739,28557140,16121510,8888850,4860340,2749274,1609508,895160,462093,239977,127427,58522,24405,11148,5506,2793,1505,867,475,256,148"
rest,1973,"22423,47145,73300,105986,150814,216533,318065,484706,783078,1375808,2638236,5569025,13360511,34085521,81762161,154233937,260154376,355515080,376190818,370821475,323337105,249348962,196633762,169549834,152733773,139339825,125448543,104876621,79450136,53538748,32641514,18522240,10269749,5617194,3143290,1816663,1008365,517166,263875,138064,61420,25201,11499,5690,2892,1548,871,483,255,130"
rest,1974,"20426,45934,72312,104951,149278,214241,315232,482437,783823,1385558,2678832,5731006,14017440,36164837,86537741,160787254,270893650,362310275,380121521,371645626,322286130,250360625,198953942,172735331,156490607,142962904,129849310,110343536,84461408,56493327,34379748,19682826,10963120,6034279,3378879,1930159,1064873,551823,286416,151900,68135,26878,11949,5885,2983,1570,853,467,237,121"
rest,1975,"22372,47939,74185,106321,149508,211974,308751,469153,758330,1332388,2558342,5454016,13345562,34745125,84392216,159394569,268612807,364742494,385648136,380401202,336169416,262126807,206220901,177457564,160266755,146197035,133203010,114571410,88822002,59514547,36187045,20609927,11438657,6283620,3486039,1964752,1082015,561899,289988,147208,61130,25033,11664,5795,2914,1491,790,402,205,110"
rest,1976,"21595,48145,74707,106937,149689,211396,307313,467965,763751,1365689,2708826,6108056,15746924,41575403,97566812,173696863,285259489,363174551,380353649,376213279,327822280,258071794,207214343,180828351,164703402,151153754,138180877,120324185,94065880,63656468,38938074,22224426,12380227,6809339,3778538,2138506,1191511,629225,329039,168737,70451,28968,13467,6616,3287,1657,872,445,234,126"
rest,1977,"24904,51458,78391,110928,153648,214199,307018,461065,743899,1318676,2597479,5818721,15015401,39915811,94793620,170021736,281404757,362933916,384131691,384293457,341046357,270827149,216437531,186960825,169166318,154793520,141336782,124672199,98727631,67735698,41804465,23949489,13386180,7359750,4054915,2282918,1281830,686825,361352,187681,77941,30973,14140,6939,3431,1701,892,461,232,126"
rest,1978,"23904,50648,77605,109564,151176,209348,297504,441797,701705,1218702,2330723,4998506,12469171,33264470,82418049,157421414,268714361,370754037,400355930,400809922,360992840,287191942,225617226,191892824,172782790,158302273,144545554,128807865,103134278,71651042,44477438,25389920,14119240,7723741,4237534,2388245,1344177,715456,365644,169166,68725,29788,14200,7056,3518,1759,925,485,244,127"
rest,1979,"25852,52994,80390,112801,154859,213336,300898,442353,693720,1187074,2226725,4688442,11537401,30867290,78185815,156548045,273542093,392285198,424663279,416654054,363276974,283309070,222721989,190725421,173345993,160363998,147160589,131250763,105475089,74698193,47154859,27246276,15229668,8362772,4592492,2589489,1473517,798679,416056,207582,82515,32858,15088,7512,3769,1900,984,516,262,126"
rest,1980,"25943,53869,81795,114648,157204,216134,304473,446651,695944,1177633,2190647,4593654,11248550,30112396,76514781,154070887,269858624,391629991,429254789,426702736,377410491,295767776,232128055,198330191,179370127,164402033,149847366,133543395,107901587,77171592,49221679,28657850,16049476,8797914,4790528,2683173,1532945,845437,454356,249256,107995,38124,15741,7672,3845,1920,1012,536,268,128"
rest,1981,"27391,55388,84238,118310,162404,223404,314778,461651,719671,1219317,2279046,4813294,11895412,31948019,80592681,158847781,277321661,396140408,433808122,435146162,387450741,305147545,239260685,203183387,182969277,167039970,151459693,134026618,107765239,77222404,49207776,28467477,15810966,8565723,4624877,2594455,1485972,818231,440257,238365,96977,34242,14435,7007,3467,1742,914,502,253,126"
rest,1982,"25979,53534,82181,116376,160719,221929,312711,457453,709200,1190471,2180255,4439764,10455536,27453119,69018024,145521383,258731433,396938735,461110003,465381089,411945126,320525348,247677621,207963150,186709657,170035703,153527038,134803433,108274869,78643193,50826367,29495690,16383378,8885738,4772220,2652403,1517951,838812,438163,209229,79223,31842,15006,7589,3888,2040,1132,647,335,156"
rest,1983,"25415,53099,81686,116155,161777,226651,324978,481991,750710,1241965,2203639,4250049,9224249,23091803,58412527,127820357,236606754,385827005,485432527,501604543,445447261,344775194,261090090,213290061,188014481,170225763,153778876,135763837,109856178,80111106,52126631,30257166,16766232,9115744,4880834,2695149,1542633,854446,434676,186459,72114,31517,15553,7991,4088,2098,1119,606,285,122"
rest,1984,"26750,55869,85242,120099,165765,230875,330007,489017,759976,1247325,2170459,3991758,7883037,18174117,45448001,104684369,203399826,356144554,502559592,547419362,489507586,375402244,278019754,222420727,192962978,173031450,156406544,137787888,112377708,82581534,54148517,31536526,17531773,9588375,5127666,2821903,1610060,886534,446995,187414,71402,30825,14904,7353,3551,1711,887,465,235,98"
rest,1985,"28529,59094,89513,125275,171999,238386,338190,496213,761067,1232361,2122685,3885903,7649198,17335669,42096870,95204084,187197584,335184955,497484396,566985175,520766083,405858649,296302970,233280668,199872922,177796109,160284416,141175349,115286084,84903686,56267996,32980136,18269563,9924061,5194425,2813920,1599615,877030,419956,160510,61753,27135,12954,6340,3115,1618,940,575,318,153"
rest,1986,"29079,59922,90557,126464,173464,240330,341461,502897,774197,1254047,2148148,3894342,7611881,17259979,41348594,90975308,176578438,319755315,489534771,576137544,541971485,427652977,311165102,243367475,207519283,182976309,164867694,145876176,120720017,90343030,61015859,36546707,20589305,11531043,6188141,3367399,1907631,1037925,468037,197380,91864,46270,24303,13129,7295,4294,2730,1788,1097,514"
rest,1987,"32733,67085,100762,139895,191066,264179,373953,546414,829679,1321806,2223873,3961186,7647734,16997694,40441917,88088828,167980744,306551518,484175945,590201250,570918560,460156908,332095659,255086516,213630837,185718241,165351142,145597267,120883628,90558421,61692345,37271755,20614105,11301155,6035556,3275312,1852558,999059,442003,184721,86106,43228,23002,12970,7574,4458,2670,1592,918,416"
rest,1988,"36066,74283,112894,159567,221129,309381,440509,641327,962531,1506599,2458918,4188812,7653649,15813461,36195874,79635506,154692952,284439465,467485243,599393365,602707438,500630260,362811632,271360615,221661517,189393581,165896476,146949520,123488562,92997885,64133781,39088569,21625070,11855082,6292166,3390725,1888480,1005682,450346,191161,89952,46141,25043,14330,8375,4928,2892,1691,950,418"
rest,1989,"36443,75450,115880,163659,225601,313108,442670,642253,967566,1528263,2509734,4280988,8031774,18017743,42873778,96734410,196260036,345382049,525387233,595746294,555686326,451922670,340904004,269578414,225747576,193641510,168649582,147067884,124843171,95205719,66913006,41549653,23099406,12638521,6774663,3659224,2049818,1135569,535000,240580,121688,67951,39785,24324,15244,9628,6066,3721,2119,934"
rest,1990,"36700,76062,117620,166967,231426,323161,459219,669241,1011114,1598137,2632635,4485305,8245815,17923834,41994694,93815100,191530437,338455547,526095202,613983867,578093812,470713767,354200224,278859451,233121693,199542848,172611093,150007861,124285986,93615698,66427564,41582995,23298438,12604000,6689614,3516756,1923615,1086913,516724,208430,94560,50259,28185,16454,9876,6034,3737,2292,1337,599"
rest,1991,"39200,81692,126770,180374,250808,350653,498630,725538,1091412,1714415,2803048,4717307,8311753,16978867,40312134,93278098,189208864,337664185,528304234,619008130,598522639,493578558,374384687,292510203,240536193,202976142,175480287,149567651,118869469,88995244,65205962,41825724,23838346,12947005,6898970,3582966,1907385,1058050,500723,201516,90521,49109,28300,16585,9690,5667,3317,1915,1054,462"
rest,1992,"33012,69053,108419,156658,222834,320560,471260,708355,1094673,1753261,2927025,5041980,9160035,18775825,42034496,91751329,182743713,327835017,523345545,620127224,616775863,519863724,402741498,314364211,254524115,209348046,174569934,144323338,113667566,85833074,63066170,40904276,23521483,12805183,6825305,3525921,1862923,1010177,448307,166589,69840,35893,19603,10870,6084,3448,1972,1134,607,270"
rest,1993,"25721,54461,85964,126966,185846,275437,416216,640875,1009657,1650920,2827463,5005889,9343209,19533309,42813318,90100978,178019003,319441351,521185344,622546773,633394200,543812941,432355740,338388211,267946521,214052572,171654355,136153044,106063220,81506976,61698172,41527591,24263152,13429683,7307717,3818012,2033662,1095175,500750,202046,90505,48547,27444,15731,9147,5348,3138,1820,1013,445"
rest,1994,"28629,57684,90503,133217,193151,281340,416722,632398,994569,1641225,2848565,5094867,9335629,18710336,40243107,83964336,165749551,297049466,496353449,648215185,656826015,577038458,459770021,356432832,274924853,215811032,170525381,135840212,106581270,83060225,63766206,43445049,25977155,14501392,7964546,4232457,2273808,1227720,564065,232044,106171,56795,31748,17981,10265,5937,3433,1991,1114,508"
rest,1995,"22799,48925,77886,115518,169450,250955,379323,585366,930275,1547845,2718093,4943914,9342998,18905464,39331992,79197215,153588214,277445558,468092690,646187787,677655658,602258126,480832150,371872460,288320254,228087156,180346095,142760972,111394341,86752106,66814531,46135676,28108277,15739782,8731484,4657529,2491958,1352695,634215,266093,121042,63903,35098,19520,10961,6197,3533,2005,1090,491"
rest,1996,"20793,44321,70107,103543,151717,225605,344212,537725,865487,1461638,2610878,4823903,8894832,16165575,31241013,68315436,145473276,266448378,451124400,638523388,702522681,632721245,513290127,398556402,305025889,234464787,180745981,140859256,110757393,87713031,68595183,47846943,29200920,16353002,9013437,4774358,2567717,1392080,661209,285727,132133,71246,40137,22839,13128,7601,4386,2517,1377,613"
rest,1997,"20689,43824,69529,103119,151413,224593,340942,530120,850667,1434374,2561762,4769753,8909654,16397514,32105564,70703804,149498653,270786171,453290040,638358305,700893569,631565558,517238058,407852859,316955322,245516476,189629829,147485952,115682018,90673321,70545465,49065481,29943341,16777765,9234644,4888187,2593673,1399160,665702,282600,127242,67156,36831,20315,11249,6276,3510,1944,1020,455"
rest,1998,"21385,45164,71859,106786,156001,228550,340028,517933,819567,1374407,2457728,4603600,8686356,16254054,32811626,73859993,157497612,283837780,464356398,640101739,696216484,629996001,520797979,415362921,324879956,253118317,196532853,152421787,118619429,92594826,71182796,49294167,30033522,16652336,9138340,4860454,2614837,1412562,680581,299667,135375,70437,38119,20656,11094,5988,3258,1776,918,413"
rest,1999,"17510,36884,60301,93293,142869,219598,341057,536021,860931,1438997,2536161,4707201,8870513,16416710,32524343,72689877,152125468,267038953,447834968,646125694,721331870,659427642,548187528,437490815,337826102,256370557,193756824,147910495,114755049,90855492,70863916,49744911,30307228,16924952,9250355,4888979,2603356,1371318,642392,279745,123034,62931,34237,18758,10232,5526,2968,1557,789,350"
rest,2000,"14800,31311,52497,83589,131399,206180,325514,520622,850418,1435122,2539473,4736591,9058325,17021517,33192944,70329785,144522053,257024925,434178925,635145990,721040152,664791127,557361882,455055113,357733720,273952645,207393938,157583291,121104120,95665943,75102151,53257088,32780688,18549634,10148311,5344044,2862331,1541910,723585,307653,133408,66401,35485,19002,10155,5413,2897,1533,779,355"
rest,2001,"15396,32518,54755,87109,135763,209643,324966,513341,836706,1417146,2512633,4674336,8815057,16019475,30757322,65677151,138593633,251347660,428040340,631480091,726071911,674485476,568790829,468830687,375001813,288624176,217146673,163583812,125632422,99205857,77780489,55634937,34215169,19071397,10391057,5487111,3015335,1764356,1041274,522352,180360,66542,31566,16297,8338,4242,2172,1065,515,240"
rest,2002,"9688,20905,37023,61264,96490,150312,236684,384395,650995,1151891,2127043,4062267,7758045,14125859,27357612,59337821,127982941,239281153,414881068,616608077,722527784,685695766,587120666,491750696,401324269,311080089,230773203,171876441,131312361,103756526,81149303,58341376,35834210,19939259,10844642,5742750,3152700,1847800,1084523,542426,185862,66145,30546,15991,8718,4961,2966,1790,1036,504"
rest,2003,"8866,19249,34278,58637,95782,154765,250128,408592,680455,1167241,2084284,3907556,7468047,13630712,25295100,52402453,113662692,224456407,401150890,607624139,728909466,704895762,611746707,514288720,419975764,322385766,238480902,176976770,135298082,108705612,86256010,61792532,37834925,20776901,11137811,5805542,3154474,1843965,1085514,520610,176345,68326,33187,17147,9012,4896,2834,1705,1023,502"
rest,2004,"7834,16712,29793,50556,82105,132793,215437,354110,595381,1034999,1871701,3545669,6857285,12820658,23993510,47700131,99156340,202335697,379390145,586822006,721409548,720932918,631970446,531750304,440488685,345290725,259917124,193702306,147261733,116955180,91300859,65079183,40395037,22240173,12068974,6311264,3405692,1998638,1188976,590261,208776,83506,41728,22388,12074,6521,3582,1975,1092,512"
rest,2005,"8546,17762,29604,48882,77878,125058,203792,338227,573870,1003971,1806676,3376579,6477388,12121184,22486396,43643716,87915505,178485461,347467353,563437256,711779905,732909755,654412053,552156291,463181877,371638994,283212837,210532876,158861446,124433212,97207356,70164402,43843509,24637051,13349197,6993419,3789633,2188820,1277534,582927,216998,98360,51515,27534,14493,7606,4034,2191,1165,541"
rest,2006,"8207,16683,26901,43650,68361,108460,175883,291457,494972,869416,1573011,2956614,5695917,10904262,20254850,38640502,80166285,171617068,337969669,555430366,704835067,730211010,659436955,563697071,477205117,391039947,303959210,226627730,170609297,133303573,103731990,75647833,47489451,26745196,14681141,7764806,4241264,2479606,1445624,642051,228707,100114,52353,28345,15287,8339,4632,2650,1514,727"
rest,2007,"8361,17649,28328,46139,72535,112695,175922,277620,449927,764877,1361959,2533875,4904677,9636346,18563305,36159994,75070911,160635459,319079355,534154320,692728393,727586567,668789970,579653867,495383153,413979027,326581919,244759077,183200689,142746906,110241393,81865943,52678025,30391697,16726509,8932136,4869732,2776879,1549643,650769,234895,107540,57897,31461,16703,8554,4217,2037,985,436"
rest,2008,"5931,12644,20656,35433,58540,94510,152012,244008,397966,676526,1206309,2236522,4309309,8537297,16987057,34231179,72098345,154916166,309614944,523731041,688286410,728363334,674376367,587837625,504528226,427315065,344514799,263626637,198447782,152288289,117159822,85851586,55551266,32048331,17899982,9633104,5249317,2977091,1647257,678232,251827,118430,63166,34273,18634,9929,5117,2595,1292,594"
rest,2009,"6510,13641,21391,32667,52528,82871,131780,212704,354294,622408,1150205,2186112,4238448,8344439,16522188,32833232,68405814,146559323,296335996,507545005,684397250,731933297,686340402,606668373,525151887,447515693,361677143,275304105,204734547,157389495,121573388,88045262,57986993,33899007,18885879,9915798,5052030,2431060,1099758,523414,246231,113909,57762,31245,17352,9675,5308,2849,1470,685"
rest,2010,"5402,11207,17299,25503,39493,62255,100609,166358,284704,511458,967304,1864708,3649704,7269552,14529769,29100797,60497127,130671376,270390158,476342074,664628036,726884178,694103382,627316407,550139926,475985563,389997828,297562471,223198183,170729993,132116065,94498138,63413520,37423272,20950725,10547298,4893204,2232825,1129200,614630,300540,128149,63571,34218,18581,9976,5202,2641,1291,596"
rest,2011,"5735,11795,17931,26159,40792,65703,109066,182288,306257,526104,952990,1794498,3468823,6826618,13476668,26611477,53411092,111623858,232912603,428990564,637554257,733998308,724098565,660660445,580696423,506671486,418096523,321227648,238823912,179973702,137366202,98267431,65032906,38447744,21390116,11054590,5222150,2341846,1151808,621135,307011,130286,63268,33882,18225,9709,5094,2624,1294,600"
rest,2012,"2080,4530,7660,12599,21599,37425,65514,115533,207441,383895,747219,1496138,3016047,6057816,12088841,24186264,49264344,103078897,216942194,408845590,622555854,732167898,731705905,672482716,595174192,526138839,442869846,344656796,256155395,192510967,146534952,104050358,67104450,39685541,21956633,11446871,5430532,2483333,1224392,657831,336403,145772,67573,35059,18540,9789,5142,2662,1319,612"
rest,2013,"2102,4722,8086,13382,22475,38157,66175,116528,209412,383892,732653,1450882,2928905,5878446,11614812,22747748,45047830,91161939,189190773,368096445,593641603,729558438,739745410,694022486,623542418,554979870,472244780,372518567,277879675,206608264,155589124,109298570,68884656,40383324,22527351,12017509,5726463,2573423,1244216,671475,358045,153775,64012,31206,16065,8508,4605,2520,1356,639"
rest,2014,"2762,6237,10927,18422,31263,51973,84775,137274,226003,389325,721891,1423134,2874247,5777675,11427426,22257464,43987614,88650979,181546877,353818291,581634177,727937174,738573402,695708671,638188987,575238804,495643545,394773052,294806823,217387851,161866165,112052090,69850889,40582358,22677581,12301164,6026205,2666465,1254316,664286,354577,156652,66614,33089,17376,9404,5225,2983,1696,808"
rest,2015,"2285,5250,9305,15784,27045,45482,75719,126794,217690,388406,729675,1432839,2868380,5764929,11479403,22436595,44370129,89122382,178351469,342041357,566683199,725294469,742955372,694666255,649142635,593375537,517558388,415611631,309847028,225587749,167424241,116219908,72379020,41926654,22948455,11808106,5606525,2581188,1278419,704197,379273,165182,69451,33457,16851,8778,4750,2655,1498,744"
rest,2016,"3052,6726,11372,18516,31157,51728,84626,137855,227835,391889,723155,1422198,2870222,5799402,11644988,22916708,45534078,90183985,176332890,332374819,552065360,716724414,744119862,700397406,657096640,609800762,534965691,432729673,324959899,237602057,175590760,121567501,75448459,43636900,23556293,11868746,5552292,2548996,1241962,659661,349668,151704,64922,33075,17592,9437,5141,2811,1525,720"
rest,2017,"2711,6058,10598,17782,30357,50234,81099,130538,215893,377957,715088,1424220,2875113,5788501,11577417,22704552,44651774,86347117,163434245,305129536,526849307,713266960,759164529,715140976,671892922,622685704,551891048,452447417,344717127,252195983,185440055,128221979,79385815,45617631,24846469,12616572,5852980,2623863,1266216,684707,368857,163733,72029,36964,19647,10511,5719,3145,1694,803"
rest,2018,"3324,6656,10468,15762,25439,41012,67002,112419,196081,358315,693488,1391344,2813929,5716437,11548962,22762682,44589886,84734392,155075771,278313337,478353177,685098637,775589637,742946851,694382652,651656841,580362603,476627077,360607792,263050881,191653656,132309573,82863325,47702957,25852736,12994378,6060000,2766234,1352211,729746,391583,177251,79813,40693,21018,10746,5487,2820,1450,690"
rest,2019,"3636,7193,11278,17056,27030,43224,70110,116572,201831,367203,707115,1410383,2850060,5824661,11808193,23140059,44729147,83635138,150878446,265663790,450476632,664157914,791796551,774735847,706793844,653350397,588868674,491467581,378582303,277493056,202307449,138743654,86296769,50118932,27612173,14103290,6493437,2862112,1371338,746310,403239,178917,76974,38184,20244,10886,5752,2963,1472,681"
