global,time,income_mountain_50bracket_shape_for_log
world,1879,"56524,88149,140708,234718,395324,674006,1180155,2113784,3893162,7256578,13224854,23266170,39393517,63475686,93033778,122566266,147718705,158403189,152132978,134107260,112271310,90765595,72538718,55896372,40878963,28037334,18437670,11815987,7458522,4604052,2784791,1661930,990091,591724,347078,205685,124422,75389,45401,26786,15388,8523,4639,2508,1380,751,417,243,135,73"
world,1880,"55562,85766,134911,223906,380626,644321,1110109,1985347,3669799,6886088,12773271,22836795,38917159,63164596,93042511,122906888,148500500,159440671,153322867,135059861,112851585,91081627,72919622,56754387,41990610,29201523,19518018,12608067,7985588,4902446,2924252,1715210,1005105,594313,346201,202756,121251,72722,43428,25502,14610,8070,4391,2395,1318,726,418,241,132,74"
world,1881,"57900,90165,143558,243711,420829,712649,1221981,2132790,3870773,7129958,12888436,22754536,38752501,62807566,92828993,123060210,148973764,159760521,153605298,135422979,113478503,92002559,74006775,57874436,43103643,30197121,20317253,13140326,8311890,5092572,3033695,1775049,1035660,611142,356030,207979,124265,74560,44580,26240,15050,8345,4539,2476,1357,758,442,250,140,77"
world,1882,"55004,84025,130244,213483,363265,615590,1065094,1915842,3588917,6807712,12692992,22710729,38741754,63025485,93173041,123560493,149727850,160547167,154255193,135846534,113877264,92667618,74909398,58898778,44269256,31355009,21312128,13852691,8772364,5375139,3190445,1853067,1069857,625520,362564,210588,125329,75025,44754,26265,15025,8304,4495,2440,1334,743,437,254,140,76"
world,1883,"56228,85672,132751,218070,372152,631714,1093498,1967287,3678313,6947622,12844799,22806063,38808973,63114492,93406356,124144657,150844909,161858710,155425356,136579616,114222108,92996957,75445997,59702850,45181995,32133890,21868226,14193909,8969853,5478864,3240290,1876034,1080931,631317,365227,211535,125627,75117,44787,26312,15074,8348,4531,2453,1360,757,444,263,141,76"
world,1884,"57453,87946,137158,226909,388356,659035,1137667,2024530,3728083,6994985,12809977,22640507,38511198,62751001,93266270,124395111,151566956,162857532,156821908,138046248,115558732,94178406,76537808,60685117,46016247,32765701,22293603,14443126,9100118,5534159,3259478,1882139,1082172,630840,364365,210978,125218,74812,44580,26190,14997,8297,4519,2443,1360,755,438,260,144,75"
world,1885,"56065,84785,130504,213009,359837,603768,1036865,1852807,3442185,6501765,12170116,22004940,37926661,62136266,92901501,124412973,152347316,164463930,159208914,140752756,117960533,96119887,78001197,61673293,46540957,32981383,22366598,14450443,9101835,5537168,3271870,1900058,1102118,649440,378386,220666,131702,79011,47211,27795,15969,8879,4859,2659,1485,827,489,293,165,81"
world,1886,"54531,82522,126887,206752,350422,590848,1019728,1834399,3436027,6507753,12237112,22256538,38508272,63334146,94560203,126720653,154915980,166450284,159733206,139786857,116669452,95450307,77999540,62029979,47124307,33585253,22893116,14853103,9375882,5718365,3384996,1967023,1140152,671601,391243,227904,135746,81158,48323,28417,16352,9141,5058,2802,1578,900,512,305,175,88"
world,1887,"52149,79149,121343,196025,333438,565382,980119,1765927,3300926,6249632,11767997,21476665,37314758,61552342,92487211,124466308,153235073,165826039,160906225,142397206,119548612,98350168,80431021,64358965,49311674,35549862,24427842,15952109,10090602,6174966,3664263,2129402,1230689,722171,419903,243101,143989,85845,51017,29994,17275,9686,5351,2958,1665,949,541,324,195,101"
world,1888,"52689,79764,121789,195229,329940,556039,959338,1721433,3211582,6071014,11439086,20962493,36614287,60760655,91991019,124522404,154454570,168027043,163319778,144623593,121277118,99536698,81426718,65376149,50040438,36074926,24777581,16116393,10143511,6167976,3645425,2115658,1222863,717698,417583,241842,143341,85545,50954,30066,17439,9894,5528,3096,1755,998,578,342,205,109"
world,1889,"53506,80532,122736,196139,332583,561509,968045,1734085,3227503,6084515,11434059,20898358,36457893,60869692,92704003,126113525,157077636,170808994,165016308,144875232,120663196,98559842,80614911,65118556,50402909,36864717,25697991,16954776,10741162,6577127,3896835,2257517,1297253,755418,437969,251546,147772,87727,51977,30527,17590,9903,5492,3044,1716,983,578,347,212,115"
world,1890,"53029,79410,120372,190965,322146,540400,925248,1646861,3056145,5759724,10841398,19917774,34907109,58615784,90384386,123972077,156078096,171737561,167771015,148762311,124448787,101797827,83110899,67018545,51779556,37827831,26321888,17311206,10932278,6663560,3934688,2278902,1312162,766669,445916,257059,151444,90083,53503,31513,18267,10343,5770,3218,1823,1039,610,363,212,120"
world,1891,"53207,79346,120568,192343,328139,555922,961500,1732216,3242463,6133347,11533486,21046638,36692250,61634610,94249817,128888435,160942676,174724489,167161046,145408249,120640204,98778012,81384645,66188370,51520572,37887633,26490361,17499988,11063148,6741969,3962038,2274471,1295439,750587,433968,248479,145376,85995,50865,29848,17224,9725,5408,3019,1724,997,579,356,211,118"
world,1892,"52056,77156,116287,183869,307651,521449,898089,1608881,3009442,5703227,10747642,19805627,34845250,58920915,91295448,125737673,158850200,174517444,169863619,149770541,124851604,102258015,83956949,68292895,53262270,39414294,27766136,18530979,11757140,7186250,4208163,2393297,1348061,773172,444151,252487,145964,85511,50276,29446,17034,9674,5459,3066,1766,1020,591,351,209,119"
world,1893,"50858,75404,113699,179992,307118,518872,894226,1601242,2985484,5632477,10546884,19356269,34069501,57739738,90002998,124393149,157897627,174287297,170971488,152269865,127844203,105375371,86781833,70636366,54865702,40324959,28174087,18490243,11572761,6963628,4035797,2292053,1296297,747745,430294,245600,142791,83801,49305,28861,16654,9441,5311,2973,1722,980,580,346,206,124"
world,1894,"49617,73227,110034,173316,292339,491702,851391,1538053,2894534,5509788,10302404,18865301,33224766,56506059,88607084,122920542,156542832,173389276,171013989,153498508,129837865,108378290,89872145,73502435,57227803,42038153,29292393,19125520,11903163,7127141,4135777,2365945,1351801,785895,455801,261985,153691,91145,54097,31934,18520,10537,5909,3304,1880,1066,621,370,219,134"
world,1895,"50647,74411,111212,174045,292960,495939,857166,1545678,2907974,5540376,10364181,19006027,33580209,57308905,89833362,124632320,158809293,175294955,172177002,153633349,128974760,106900604,88314017,72595792,57166955,42913089,30544566,20476876,12891556,7787050,4505560,2541527,1423323,810655,463755,261415,150341,87999,51630,30139,17301,9724,5372,2976,1665,949,563,338,196,121"
world,1896,"51019,75194,113003,177170,301187,510272,888682,1619386,3061547,5838601,10907034,19806225,34680132,59066396,92030403,127485701,161466809,176658096,171260683,151115294,126637338,105578844,88321046,73323763,58213567,43853410,31263482,20875482,13071318,7830662,4504063,2535606,1421665,811151,464625,261886,150674,88328,51860,30293,17363,9700,5313,2913,1619,910,538,322,194,113"
world,1897,"54998,80873,120574,187356,308666,518675,887441,1575440,2913409,5400412,9931311,18193988,32452193,55328111,87224061,121677206,156541569,175441494,174858055,158942205,134382837,111045399,91565885,75411477,59730857,45195362,32426962,21911989,13830757,8345932,4804816,2687865,1490053,838971,477299,266657,151680,88350,51639,30041,17165,9540,5193,2818,1545,852,504,295,176,103"
world,1898,"57269,84067,125242,192630,312606,517509,872021,1532842,2823294,5304487,9839292,18012539,32068390,54812835,86657898,121151846,156056712,174877922,174362876,158722001,134429106,112343100,93703021,77763896,62180058,47539868,34308015,23256341,14634297,8753542,4983109,2760120,1517653,848091,480523,267707,151632,88021,51324,29845,17067,9508,5164,2780,1507,819,477,278,155,99"
world,1899,"60014,88979,133570,207614,337703,572962,989587,1763383,3208871,5768875,10435320,18930215,33358943,56783225,89309693,124358867,159468468,176169076,173257025,155087300,130314175,108937769,91904109,77347227,63043375,49107143,36144901,25004682,15990728,9690719,5575050,3095834,1694863,935697,528426,294131,165073,95389,55535,32240,18424,10245,5547,2980,1604,893,510,293,175,110"
world,1900,"61561,90150,133763,205244,325051,533683,901047,1588940,2933079,5498442,10169129,18491616,32648756,55943895,88737464,124130776,159830159,177577728,175307488,157452040,132272687,110432190,93204403,78582526,64194681,50107704,36959751,25568911,16362446,9884056,5650589,3111540,1691954,928774,522010,289429,161912,93388,54277,31466,17936,9955,5375,2881,1549,857,487,284,175,103"
world,1901,"61094,89267,131863,201765,316991,519280,877399,1550774,2876888,5428748,10095229,18436357,32593247,55830326,88560136,124056708,159898070,177945973,176107808,158713518,133676939,112081067,94568164,79653946,64973332,50867669,37791449,26449415,17228423,10566951,6129295,3401612,1841941,997770,554636,305852,168486,95872,55417,31986,18223,10109,5466,2922,1577,860,492,285,172,100"
world,1902,"59576,86998,128234,196093,308401,504980,852081,1504654,2785314,5236021,9705255,17807869,31841307,54559619,86619632,121725602,157369795,177228362,177435400,162815470,138600562,115916144,97340914,81628504,66588286,52201608,38832495,27192327,17688164,10828007,6268019,3473316,1881448,1019734,566855,312127,172022,98158,56732,32701,18597,10282,5551,2947,1577,858,481,285,169,100"
world,1903,"62848,92019,135601,206339,322145,523652,877439,1536001,2820779,5284427,9757897,17825214,31955627,54826664,86996954,122271526,157955047,177837594,178355157,163927351,139198028,116413496,98002943,82479010,67729251,53528622,40122372,28287258,18584137,11415929,6603652,3643993,1965330,1058954,584327,320814,175629,99452,57295,32929,18663,10302,5571,2978,1601,862,495,291,171,94"
world,1904,"63342,92928,137580,211152,335465,557816,950113,1677767,3057406,5505603,9902441,17940403,32205060,55166988,87443018,122932716,158525992,177735317,178097180,164013445,139708961,117324024,99645691,84432657,69565241,55131270,41414421,29170747,19093024,11680573,6717720,3685356,1983886,1071811,592944,324758,177922,100963,58169,33476,19068,10598,5787,3120,1698,916,526,310,184,101"
world,1905,"64541,94057,138385,210167,327051,528285,882347,1544122,2838464,5336103,9923447,18204409,32674823,56284359,89250024,125515911,161911462,180954163,180825413,164908096,139118755,115805718,97942955,83233073,69169378,55469564,42159823,30026735,19925843,12304158,7132795,3930660,2116191,1136936,626068,343648,187504,106067,61186,35154,19953,11084,6028,3224,1773,958,546,319,189,114"
world,1906,"64133,92930,136102,206502,320786,515627,859836,1502422,2761702,5214762,9793224,18088297,32670281,56380713,89374964,125747924,161924558,180936621,181274897,166139415,140316438,117172033,99267267,84123947,69898545,56481439,43351847,31360901,21291238,13462847,7935988,4407580,2376163,1270677,693162,382202,207742,116009,66753,38308,21715,12090,6581,3540,1945,1044,593,346,207,115"
world,1907,"66036,95517,139885,212854,333400,543557,920941,1628049,3008893,5616122,10320327,18783886,33663270,58084651,91919592,129370693,166572421,183820630,182168365,164113833,137232361,114502243,97903979,83862048,70410588,57464420,44498641,32333464,21989464,13893075,8170394,4518160,2427074,1294862,706664,390532,212323,118539,68261,39271,22328,12467,6809,3679,2021,1089,616,357,212,116"
world,1908,"65600,94510,137751,209265,328062,537721,908864,1601651,2953839,5537873,10241601,18752335,33680109,58063563,91780250,129330605,166433624,183938430,182907447,165381358,138870376,116546879,100523024,87169360,73402177,59516099,45652499,32619707,21650406,13322509,7655809,4171242,2227607,1193534,657935,360951,196501,111152,64252,37037,21148,11863,6536,3568,1957,1068,603,353,210,114"
world,1909,"60478,86209,124179,187601,293735,480907,818373,1454546,2702926,5101211,9471497,17477074,31951896,55566911,88239887,125114935,160827704,180863698,182951805,170988837,146513088,123158287,105054638,89815877,75241610,61189450,47337829,34237258,23171299,14560164,8515919,4686221,2504802,1331698,725444,399638,216545,120979,69901,40322,22987,12878,7097,3858,2102,1133,631,363,213,114"
world,1910,"56152,78025,110565,165665,259809,428042,732968,1316341,2476497,4758463,9108286,17155229,31586642,55127211,87895867,125167089,160980274,181143439,184331104,172956350,148369092,124768917,106315378,91062056,76605079,62725383,48798225,35415612,23958752,15016812,8747118,4786897,2545951,1348681,732291,400251,215558,120805,69962,40266,22853,12732,6950,3741,2007,1076,593,338,199,107"
world,1911,"56639,78210,110141,164081,256407,422053,724706,1306247,2468954,4762831,9122065,17190620,31710880,55560331,88780641,126677771,162874748,182478032,185209188,172967661,147760560,124019199,106136366,91493201,77700985,64177408,50333447,36742635,24886276,15595613,9076252,4954067,2625154,1385134,751360,412620,222320,123933,71646,41321,23493,13143,7217,3886,2112,1119,632,355,206,115"
world,1912,"56302,77925,109428,162204,252391,412565,703480,1256858,2354129,4508030,8601844,16182350,29852902,52751983,86158981,124143029,163133105,185454111,188659787,176523314,150554314,125693213,107245565,92656042,78921849,65473239,51674592,38044904,25886631,16333896,9536626,5196393,2743591,1441967,778927,429647,231280,127545,73268,42164,23895,13349,7335,3943,2132,1126,629,345,202,109"
world,1913,"55566,76909,107719,159008,246289,400951,681516,1213044,2263613,4317613,8206826,15376815,28214546,50165409,83715652,122126321,163988703,188880514,192144025,178880534,151655166,126002214,107642703,93926481,80919140,67542707,53426511,39430464,26868738,16978017,9899047,5364227,2811214,1467310,787726,433333,232016,127086,72743,41744,23649,13215,7259,3935,2104,1121,625,346,194,110"
world,1914,"56364,77349,108101,159803,249676,413205,707190,1258522,2332573,4398996,8187763,15176847,27891046,49763025,83185857,121547432,163163560,189005060,192620377,181899552,156712075,132237677,113733464,98491212,83126500,67611489,51523266,36667227,24244858,14857014,8453082,4540868,2375747,1241290,676218,367716,195847,109586,63351,36503,20786,11669,6405,3452,1846,962,536,294,169,93"
world,1915,"57972,79735,111490,164891,257699,426724,730225,1297026,2398361,4491577,8297700,15331064,28162953,50295779,84311622,123362025,166013942,191667302,194674863,182675494,156529536,132239335,114017617,98506489,82893701,67438040,51370357,36681057,24417681,15010754,8573992,4621009,2416085,1258247,684028,371905,197054,110015,63719,36752,20969,11784,6441,3441,1838,955,524,290,169,97"
world,1916,"60639,87831,128248,191737,298445,486051,818549,1422709,2565578,4681826,8492254,15525221,28475398,50866778,85268060,124715755,167656342,193525851,195963448,183756183,157028301,131415566,112658163,96508592,81298781,66980131,52022297,38074136,26182280,16699510,9847696,5410665,2844145,1471624,787379,433748,230631,125158,71318,40653,22895,12753,7003,3776,2047,1078,611,330,194,110"
world,1917,"64317,94820,137196,205334,319778,520432,872021,1503750,2686514,4842696,8730169,15915999,29215883,52240626,87522889,127982553,172256518,197674849,199086134,185412998,157382802,130979388,111826412,95636115,80261888,65729052,50779305,36965895,25313650,15980250,9316330,5066216,2642292,1361768,730496,397924,209400,115122,66302,37908,21355,11914,6519,3501,1899,999,562,308,178,100"
world,1918,"71947,101295,144003,214598,335206,548655,930000,1627009,2946725,5347528,9766741,18069645,33095949,58550905,96823142,139746213,185570899,206069124,202100014,180216608,148505841,122546036,105505548,90613954,75678028,61567724,47662936,35364752,24874594,16142981,9590635,5246081,2725620,1387155,724235,392014,206942,112496,64568,36969,20824,11605,6281,3336,1805,948,524,292,166,106"
world,1919,"70575,98394,138903,206312,322015,528817,900266,1578705,2855007,5184143,9539122,17822097,32773487,57684710,94959819,136338235,180197282,202726643,201233154,185642427,156092197,130040494,111157495,95208656,78289675,62240396,47095046,34469410,24045501,15703755,9399854,5154070,2658973,1347898,704263,381188,200422,107540,61134,34792,19514,10848,5894,3212,1762,937,525,303,159,99"
world,1920,"72202,100325,141584,210909,330878,545940,932090,1638073,2961379,5354313,9825923,18356717,33579889,59091169,97306703,139759841,185397958,206096894,203149151,183677833,152119344,126180470,109661178,95629143,79709451,64101674,48893375,35440677,24429051,15740354,9280993,5031583,2581434,1305549,687254,373560,194925,104081,59171,33611,18779,10407,5681,3101,1721,926,520,299,164,98"
world,1921,"73258,101599,142940,211971,330391,542114,918609,1600625,2894617,5291775,9812419,18326472,33422156,58588203,96005754,137581236,182276467,204732753,203123832,186578155,155889299,128798093,112449591,99006328,83210466,66801717,51051752,36617796,24846509,15600047,8988236,4788407,2435680,1227048,646681,348104,180286,96815,54749,30962,17339,9627,5254,2890,1613,864,489,275,157,92"
world,1922,"70711,97574,135992,199164,306951,497912,837412,1452372,2623510,4830586,8929746,16803146,31388715,56070401,93528724,135566986,181191502,205764866,204866647,189266967,158498231,129989958,112586722,99571558,85473144,70425913,55004539,40179457,27395918,17354058,10046630,5352413,2728893,1374628,722504,394253,205938,109644,61889,35064,19568,10876,5946,3269,1825,986,552,322,174,106"
world,1923,"69517,96290,133597,194007,296182,474896,792954,1373784,2486131,4613261,8529423,16031437,30202834,54804461,92536686,135762386,182927891,207419743,206937213,191037546,160744339,133859240,116306033,102414758,86316562,69971338,53783026,39541271,27629398,18256483,11039715,6070699,3110644,1543785,787091,427683,225030,115750,64169,36388,20205,11209,6124,3374,1877,1019,574,329,184,107"
world,1924,"68072,93692,128891,185483,281292,449933,750984,1299926,2345657,4337260,7949752,14753577,27838656,51405748,88182132,131335569,179673050,206348687,207486894,194489444,165366066,137155267,118590010,104848562,89955501,74299730,58356003,43313619,30195982,19787832,11861420,6463160,3298561,1627706,820680,445260,235235,120510,66268,37489,20795,11448,6263,3424,1922,1033,593,337,189,111"
world,1925,"66873,91302,124399,177326,266878,426170,714382,1244017,2253309,4175515,7666309,14193350,26714673,49665496,86277620,129547491,179335832,208093800,209834748,195936650,165680631,136861561,119014457,106702862,93427800,77911847,61821232,46195587,32139845,20975116,12527268,6790170,3453246,1701535,854364,462329,243521,124196,68251,38702,21489,11805,6454,3534,1962,1049,605,337,189,113"
world,1926,"64672,87959,118804,167524,249629,396509,663981,1159738,2104957,3926203,7282199,13567141,25610626,47901924,83972030,127108764,177141427,207678569,211394522,199641021,170220347,141343344,122634900,109799212,95174072,78947346,62707377,47101266,33124889,22003456,13402225,7366475,3765689,1854488,920403,494186,262846,132540,71582,40401,22243,12039,6506,3531,1948,1042,589,326,180,106"
world,1927,"62861,84393,112774,157866,234879,374445,631755,1113073,2036923,3819877,7111735,13301225,25207832,47408992,83713253,127495572,178601581,209647954,213286635,201034808,170742413,141035361,121781621,109586065,96515018,81410642,65476393,49759806,35100649,23210910,14071132,7691190,3913087,1928350,959411,514027,271181,136216,73892,42076,23313,12575,6765,3656,2010,1080,614,346,188,112"
world,1928,"63004,83986,112064,156991,232676,369091,620313,1093256,2003010,3752171,6960729,12999654,24690957,46695606,82985305,127010658,178803447,210576872,214690271,202738205,171930957,141441203,121802518,110506878,98599263,84173564,68233939,52304544,37005112,24394649,14736328,8043452,4086591,2016117,1004079,537580,284383,143287,77264,43891,24355,13103,7037,3799,2083,1127,631,354,201,110"
world,1929,"63190,84384,112156,156000,228908,360045,601347,1057315,1933412,3623272,6744361,12629141,24090374,45786136,81720140,125621286,177507151,210288828,215323290,204978635,174921324,144129595,123975299,112621114,100964180,86327431,70043944,53850477,38429256,25599141,15703818,8695896,4446355,2189076,1076492,570656,305291,153157,80943,45725,25445,13652,7289,3895,2105,1134,629,355,196,107"
world,1930,"64180,84258,110845,154308,228541,363105,610598,1073423,1958122,3652794,6755795,12611953,24002302,45513388,81517851,126026235,179149578,213476173,219296829,209247809,179367122,147758594,126998243,114271995,102024032,87103006,70314341,53296291,37080561,23749591,13951238,7457074,3745661,1844216,927112,499944,260836,132282,71997,41178,23122,12452,6664,3579,1962,1051,593,331,184,100"
world,1931,"65318,85041,111485,155387,230954,369703,625529,1100511,2005267,3734543,6915297,12945660,24665673,46661590,83339299,128433687,182436090,216968261,222988544,212334681,182055281,150518979,130478956,117086410,103449581,86562344,68567110,50758117,34455908,21564032,12414481,6552586,3289132,1624630,834196,451206,231837,118911,65667,37963,21428,11570,6173,3323,1837,986,556,312,170,96"
world,1932,"65495,83805,109313,153120,232100,381705,651697,1145476,2073626,3809635,6957166,12954765,24647742,46457697,83314820,128945246,184390146,221584496,227578742,216859506,186430251,154786922,135146320,121172734,106175895,87491363,67414174,47889318,30892367,18273752,10003746,5131724,2566031,1291470,688572,366211,189305,101475,57339,33675,19165,10385,5588,3040,1693,933,532,296,164,93"
world,1933,"67107,84745,110367,155106,237626,393543,677656,1211645,2238309,4186653,7768371,14735677,28635553,54274059,92970655,140559760,190081900,215789294,220791326,209845239,180163963,151662728,134130508,122519979,108262638,89620850,69395365,49448397,31577825,18432149,9984087,5092030,2546798,1294717,689396,366147,193057,104579,58568,34368,19693,10682,5704,3091,1726,934,545,304,163,94"
world,1934,"67558,85322,110816,154332,232386,380804,652788,1163431,2147385,4026637,7487281,14217044,27700269,52848456,91606233,139122693,190445647,217477464,223269464,212887977,182765980,152851776,134027365,122406890,108932664,91345178,72347624,52975587,34792911,20787463,11454421,5861816,2905307,1453589,762982,403623,207244,109979,61467,36058,20714,11217,5973,3192,1779,946,541,309,160,92"
world,1935,"66931,85078,109941,150938,222139,353783,599311,1060623,1947195,3650225,6790862,12798850,24688008,47451609,85652661,132516733,189723686,223590379,230294759,219245158,187541954,155008473,134814970,122809384,109893077,93159153,75105099,56311259,38311306,23709488,13467804,6988991,3454054,1697013,864534,456630,228817,116502,64966,37988,21639,11714,6246,3339,1853,978,549,306,171,95"
world,1936,"66261,84811,109153,148125,214506,334709,558206,977291,1777003,3318158,6168377,11566831,22244461,42926751,79347827,125859717,184925831,226330509,235707880,227443229,197145335,161636328,137081854,123129868,110128084,94185165,76733885,58856972,41324361,26320875,15341330,8067615,3962390,1918745,949672,500543,252638,124389,67991,39561,22505,12168,6511,3463,1901,1008,545,305,158,89"
world,1937,"66314,85421,109501,147859,212596,330168,550456,968824,1775756,3334832,6238179,11745226,22656622,43990861,81642948,129222616,189674927,227719057,235188336,224941844,192901367,158393185,135814657,123385186,112014715,97145940,79791430,61986133,44521102,28961925,17275644,9284327,4590154,2209163,1072421,559141,286699,138672,73355,42487,24457,13316,7054,3745,2047,1110,587,329,159,90"
world,1938,"67983,86385,110044,148335,213795,333885,559896,989666,1822242,3431704,6433498,12191488,23715448,46332650,85398645,134001017,194516332,228903024,235318400,223775050,190311955,155394587,134108097,123688506,115547261,101406100,83417821,64342861,45603793,28785736,16653011,8705749,4223547,2023086,998417,519572,260281,127714,68888,39976,22915,12435,6623,3507,1920,1038,549,301,146,81"
world,1939,"69415,88728,113417,152729,218742,337580,560506,989866,1829272,3454666,6492626,12356573,24205193,47504638,87070201,136138396,195834918,228365511,234429561,223261672,189786350,154523358,133280266,123242795,116810595,103841202,86307814,67693146,48994631,31528402,18569892,9863339,4797280,2267197,1097740,567263,287375,139306,73177,41963,24109,13098,6959,3671,1997,1089,583,312,143,84"
world,1940,"70284,90779,116111,155060,220977,340958,568111,1005661,1855569,3487526,6515287,12390261,24372762,48049206,87967198,138276401,197639677,229353337,235728692,225741182,193184279,158927560,137979936,125817481,115933196,100821259,83612654,65911132,48792156,32634711,19914954,10853177,5331509,2498839,1181009,594635,298520,138122,70523,40858,23390,12568,6575,3423,1821,978,509,269,112,69"
world,1941,"70591,92730,119816,159609,225978,346049,572945,1008537,1851984,3473466,6514512,12482605,24810196,49191072,89658636,141249809,200051228,230501288,237378991,227941899,195725548,161496280,139651026,124626228,112231537,96388294,80759027,65149543,50401974,35791543,23022246,13162244,6646107,3115278,1434000,674063,334864,153995,72942,40891,22878,12077,6277,3261,1718,917,468,241,98,43"
world,1942,"71974,95840,124908,167553,238534,366065,607142,1068774,1962004,3670206,6841950,13104117,26126605,51814152,93355592,146677754,204723249,232738970,239369872,228910024,196278864,162118654,139343784,123080824,109091206,92429144,77254585,63302982,50445336,37291096,25157472,15039523,7847947,3717090,1679741,749404,365462,173132,77387,40983,22608,11839,6120,3169,1638,881,446,210,94,41"
world,1943,"71905,96459,126407,169440,239641,363245,593913,1036516,1902735,3599912,6900081,13615410,27780893,55299112,97298166,150349124,204359550,230363213,238503333,230514565,199691326,165957647,140884760,122477066,105938953,89483850,75141629,62421019,50717633,38602335,26963447,16782718,9080615,4384454,1978219,859761,406450,198837,86805,42828,23305,12141,6228,3202,1632,867,438,217,90,43"
world,1944,"73804,100378,133341,181142,259103,396690,652704,1144813,2118208,4010887,7700816,15366028,31292625,60585055,102949923,156591756,208755399,233114939,241208397,233205925,201691990,165716723,137917721,116060714,99198085,84629410,71924655,60617237,50438114,39375566,28282107,18201504,10172847,5013468,2269328,972266,443073,220098,95615,44095,23630,12230,6182,3150,1593,839,424,215,95,40"
world,1945,"78429,106663,143396,199194,294804,464752,777645,1365920,2433323,4464004,8563905,17254544,34634094,65565416,108685899,163106618,213523479,234608872,243008312,233616573,201397918,167288744,140489958,119076657,99701978,82872298,68731966,56631214,45947627,35695597,25912698,16661227,9301342,4588014,2052785,874905,411807,203565,87092,41285,22422,11599,5886,2999,1541,808,397,202,94,34"
world,1946,"81530,108669,145218,202233,299353,469957,777771,1355096,2413288,4451633,8613057,17547783,35684820,68394583,113059559,170312333,220793002,238269634,244295014,228666971,197035388,169464655,146037346,123258298,102196478,82710849,66738735,54282819,43901008,33683763,23762519,14761311,7894299,3757299,1682331,761891,381813,177892,74992,39236,23089,12534,6193,3039,1535,786,413,190,94,37"
world,1947,"82372,108586,143297,196487,283074,432166,699334,1211788,2231518,4193652,8119172,16547105,34385330,67691498,113293912,172721799,222328837,238445231,243373005,226662031,194522421,167884881,146426742,125952454,107097843,88321352,71718763,58108336,46395446,34800906,24006355,14654437,7734101,3649518,1637500,755484,381661,174456,74077,39350,23364,12868,6399,3136,1594,830,413,211,104,32"
world,1948,"81014,106413,139469,188926,267288,397374,623151,1050654,1924627,3721307,7459408,15648889,33295920,66895667,112133971,171691640,218785115,234301336,240987442,225985049,195759186,168585322,149223435,130507073,111812383,93977014,76973877,61730686,49173917,36951212,25675900,15874756,8504988,4042461,1813372,829264,418175,194426,81167,41751,24731,13740,6890,3382,1726,907,472,232,118,42"
world,1949,"82721,107372,139176,187495,264996,394732,619469,1044433,1915711,3718721,7508691,15899559,34077806,68558417,114019529,173793333,218146341,232954779,239817634,224665412,194190720,166415003,148055317,131134193,115229799,99631926,83778990,67605589,53102569,38931333,26209771,15776131,8303444,3914321,1750188,812280,416947,193787,82596,43035,25361,14064,7095,3516,1831,978,517,255,125,52"
world,1950,"83511,110193,143825,193349,270690,399547,627994,1066298,1960907,3801721,7675763,16262229,35020731,70646810,117090198,177990221,220766115,234427506,240387021,222016171,189996165,162777190,145421904,131241176,117734285,103265247,87753094,71675608,56482800,41998537,29034962,18024816,9790842,4708268,2095368,937887,472351,227133,93624,45259,26492,14962,7565,3691,1892,988,525,270,126,47"
world,1951,"79724,106735,138959,184128,252052,362381,553921,907069,1607843,3027803,5957071,12223041,25905793,54204265,101129227,159720573,226286380,253880359,258900228,242876872,204483472,169379817,148287521,134235409,120613440,106294425,90483133,74441740,59055903,44376986,31295523,19890933,11082130,5410826,2404348,1045524,511147,251570,101795,44806,25676,14905,7622,3638,1828,954,493,233,115,38"
world,1952,"78176,105380,136788,180018,242645,343556,518805,839058,1464604,2722732,5306068,10723319,22404659,46965303,91786813,148813218,222245586,264242800,271090403,255709118,216263976,176914164,152363240,137652651,124266255,110209163,93868973,77406285,61576574,46177433,32745160,20960269,11755065,5774434,2570103,1106675,534605,265708,107831,46385,26377,15239,7827,3750,1887,975,503,232,115,33"
world,1953,"75523,102166,132585,173685,232590,327039,488544,775627,1322948,2416197,4641224,9232050,18979821,39597723,79426277,136254852,209346997,268475196,282710159,270750846,234384298,190047359,159714367,142102606,127505602,113021234,96866518,80622425,64742785,48807637,34850003,22543396,12791375,6344793,2843078,1214872,573972,287327,117384,48519,27100,15844,8222,3931,1981,1025,517,249,120,40"
world,1954,"77299,103716,133149,173267,231163,325176,488165,781480,1348380,2489529,4833360,9804295,20856761,44798094,89698246,146963861,221606817,266969034,275648499,266318642,230032524,188225558,160569529,143656207,129662508,115765279,101157101,85359889,68883351,51571943,36146214,22947919,12815292,6290612,2813017,1203833,574355,286726,117049,48978,27332,16346,8642,4130,2056,1088,539,266,133,42"
world,1955,"76511,103791,133636,173022,228445,316425,467738,737566,1249290,2270058,4366427,8800087,18627886,40076679,82134510,140160862,216232526,273300097,285534367,275835052,239347526,194317861,163822774,145461836,131715368,118239980,104680850,89214832,73081197,55758494,39587768,25660993,14671154,7328392,3309611,1411645,647058,326453,136679,53855,28601,17341,9433,4485,2186,1144,575,283,139,49"
