main_religion_2008,time,income_mountain_50bracket_shape_for_log
christian,2008,"5626,11982,19557,31081,50750,85734,145472,240895,391093,636148,1055043,1800728,3185649,5803792,10462984,17793858,28203257,42279192,59462058,80955594,98048111,109287060,113320866,119627317,131993280,143568377,148416542,145726067,144028608,150967212,164751957,160889185,135228360,95685747,58778229,31260959,15224717,6982623,3238573,1582026,864880,554592,374317,181387,51624,11050,3918,1742,849,358"
christian,2009,"7525,14991,22625,32231,46133,68054,103830,163272,269067,476415,895400,1711706,3226624,5938466,10634879,17915948,28183470,42274351,59690217,81177250,99421157,111144889,116284324,123625254,136083304,146963403,149933408,146698724,144275055,150855923,163970899,162388908,136396023,97853386,59585797,31721931,15579192,7272579,3291426,1554021,761507,445876,363555,221805,73456,13071,3207,1605,848,347"
christian,2010,"5820,12216,19700,31642,52507,88771,146931,232863,357725,551805,894642,1535397,2763148,5102032,9398821,16687190,27249549,41977882,59849191,81405339,100599018,112204776,116887300,123964583,136041822,147760011,152864169,150828041,150888688,158443189,168326791,163028119,136851646,97164937,59805151,32682631,16010566,7252245,3298248,1485726,751467,471228,223269,66663,24342,12194,5923,2602,1121,436"
christian,2011,"5938,12140,18314,26186,38725,61745,104171,176885,296047,488601,823173,1424399,2536636,4630651,8522405,15477428,26152883,41162488,59862376,81971590,101812395,113792479,118375145,124315146,136431099,149575486,156487690,157358019,156485322,161564426,170393987,163577955,137107546,97789954,60444016,32987838,16364315,7694592,3511670,1602097,809484,510519,302480,114029,28706,9789,5099,2620,1351,577"
christian,2012,"2576,5325,8572,13079,20276,33097,57728,104045,188606,336396,605244,1109767,2072614,3919076,7408483,13855169,24713765,40142272,59993859,83258941,104080517,116739157,120830503,125396950,136807468,150977647,159444201,161368213,161994963,164738546,172123813,165627954,137887547,98836564,61038182,33035194,16886115,7775839,3493328,1680408,840371,514914,314148,115418,26018,7140,3438,1833,933,386"
christian,2013,"2061,4419,7194,11103,17357,28752,51079,93637,171199,305201,544200,993432,1865270,3573834,6871589,12964875,23742591,39431737,59844702,83490882,104488760,118229661,122957674,127202190,137920231,152702018,163055135,164859608,164993195,168220263,173731967,167665099,139911379,100221397,61696194,33757811,16885817,7998758,3723556,1717391,921355,567918,268663,77825,17836,5940,2498,1301,762,346"
christian,2014,"23675,49801,75937,103133,129162,149765,162763,170974,188307,247594,417921,831014,1708408,3453705,6761132,12731973,23485624,39709409,60620507,84593156,105552235,120355129,125452162,129465366,140809884,154593560,163845123,166886032,167307600,170615079,177063477,170269180,139419941,97554112,61166673,34657389,18073160,8911292,4051214,1828690,940340,528396,249623,79011,21183,10745,6435,3489,1723,684"
christian,2015,"2707,6929,14448,28736,52958,89602,138847,199109,270164,364789,529881,888489,1679628,3360323,6683153,12777305,23773147,40544314,61875581,85944899,106877637,121575373,128206838,131788491,143254217,156951655,165143662,166462849,166009718,168539019,174515496,172315881,144032481,101785058,64310586,36154585,18403232,9070347,4226746,1961606,1038064,629496,309599,94734,23150,9447,5125,2644,1332,579"
christian,2016,"4397,9029,14971,24896,42578,72971,119902,185537,272758,392958,588005,976474,1804533,3545616,6996677,13334059,24740067,42113215,63757750,86823237,107444091,122076090,131229920,133891223,144320136,158834515,166064959,166089341,163448258,165889772,172801509,171703541,147925208,107293029,68203785,38543579,20191939,9793780,4621602,2198471,1066871,606537,336249,125348,32455,10685,5004,2450,1164,439"
christian,2017,"42871,82808,111472,129250,136816,135830,131365,134362,163882,252919,466101,933708,1892267,3770860,7300269,13668494,25185777,43140048,65380671,87532732,107463345,121895651,133472747,135496952,144670275,157200392,166790133,168287198,167871548,167986879,174907516,172756907,148941935,109856827,69823955,40065408,20862602,10095365,4736484,2187811,1050061,639096,379319,142036,35783,10904,5002,2475,1207,481"
christian,2018,"7362,14216,21323,30714,45922,72118,114895,178983,270184,401240,614467,1029276,1900545,3734523,7376356,14014046,25638294,43351889,65268195,87385432,108011999,123536515,137239245,139633313,147383153,159856518,168951757,169858583,164985896,165960547,173133144,172608691,151615344,112914748,73050655,42252861,21747987,10947912,5350030,2564179,1214896,705655,479593,229205,64594,14770,5729,2686,1191,414"
christian,2019,"7697,14742,21529,28829,37864,50391,69831,103298,167289,295345,553486,1069302,2085004,4087172,7903117,14693396,26402770,44243742,66725991,89108715,109383664,124976579,139184548,140820722,144710570,155754731,165945024,168697647,166982121,168009445,174724589,174449083,153797546,116102515,76907316,45869266,24611207,12411145,6088667,2957617,1457038,837064,501574,211010,53267,13725,5692,2603,1096,366"
christian,2020,"7968,15536,22746,30748,40885,55144,77767,117379,193264,341956,633743,1206877,2334396,4545858,8715213,15986282,28308457,46767145,70142309,93388175,113554513,129533768,142183479,143993611,145129524,154554079,165236196,169706131,168497685,171319850,178629235,175945918,151903205,112819482,74061137,43782680,23266805,11669313,5704310,2768755,1374926,804255,475197,190798,47797,13263,5696,2682,1197,410"
christian,2021,"6799,14727,22096,30555,41191,56196,79974,121157,198392,347640,638834,1213418,2346017,4564935,8737710,15988955,28148040,46369120,69405391,92698868,112333843,128974325,141167805,144019770,143735259,152163374,163648222,169881099,169019597,171179205,178471465,179133836,158844579,120873804,80784782,48729078,26384643,13350812,6554270,3194840,1570957,884061,532645,236036,63301,16472,6731,3160,1432,519"
christian,2022,"5965,14207,21798,30614,41641,57147,81620,123774,201691,350730,639183,1208079,2331792,4540702,8703511,15949571,27998570,46210831,69288981,92995288,112661301,130238611,142816265,147498673,147703276,156174900,166632824,170940804,167459901,168297042,175374731,178094079,160961638,124666270,84421559,51583336,28254772,14395365,7108858,3479000,1703079,935152,566775,265767,75039,18867,7339,3416,1574,598"
christian,2023,"5547,14227,22098,31382,43089,59839,86704,133259,217138,373663,671613,1254847,2394958,4629647,8836700,16171600,28125996,46144721,69124593,93033025,112294217,130766452,143490749,150669651,150846234,158488108,168311206,172331293,168182084,168105820,174954727,178607787,163126491,127555168,87057643,53560624,29530884,15097997,7478559,3662833,1787329,970217,590652,285212,83103,20801,7943,3725,1725,703"
christian,2024,"5416,14240,22386,32041,44465,62676,92245,143168,232568,395934,705231,1298874,2451382,4701074,8918925,16260436,27936830,45692520,68442976,92653349,111922911,131080838,144153372,153930335,153933122,160203332,169387603,174025510,170116652,169449389,175886717,180001936,165348332,130035593,89154862,55051911,30466206,15601929,7737954,3791016,1847835,996747,607279,297713,88611,22467,8612,4065,1918,821"
christian,2025,"5363,14324,22711,32726,46001,65738,98136,153079,248088,420379,743616,1353609,2526333,4796888,9040176,16309615,27655976,45003582,67399591,91907826,111512043,130906519,144761776,156757929,157256686,162096695,170586619,175799748,172239435,171059990,177046242,181516309,167622984,132561363,91355135,56661370,31519903,16185380,8041754,3942533,1920826,1027981,625793,312282,95314,24291,9227,4384,2081,907"
christian,2026,"5024,14235,23005,33556,48025,69895,105784,165488,266778,450782,788708,1418058,2615422,4904263,9140550,16188042,27166980,44026619,66128036,91068474,111455363,130576419,145720933,159095968,161031555,164524558,172077843,177605191,174450010,172736858,178143047,182886244,169724236,134966878,93498821,58261114,32583542,16780629,8352901,4098168,1996165,1060173,644707,327242,102324,26291,9893,4730,2268,1013"
christian,2027,"5206,14394,23598,34986,51088,76164,116634,182951,295394,498732,865124,1537271,2796485,5169138,9384683,16180549,26757938,42937694,64663195,89827560,111242277,130009821,146832909,161059315,165424784,167784892,174176535,179569089,176516343,174184080,178998134,183962877,171527877,137148652,95506526,59798940,33641178,17387476,8673712,4259754,2075311,1093920,663579,342272,109748,28288,10491,5020,2436,1102"
christian,2028,"5341,14547,24349,36864,55010,83643,129201,203066,331151,557330,961970,1694323,3036049,5495266,9599866,16161118,26238852,41678279,63085266,88434632,111015848,129678878,147929377,162551277,169775162,171323540,176472648,181491352,178615995,175709825,179919251,185060199,173358423,139362425,97537915,61338335,34691719,17983275,8986686,4416559,2151872,1126173,681626,357277,117326,30328,11106,5343,2610,1195"
christian,2029,"5767,14864,25260,39155,59731,91935,142821,226157,371627,624709,1073596,1873617,3315751,5800958,9761528,16077694,25618357,40402653,61543872,87055822,110773345,129639919,148837752,163782096,173746772,174877333,178778807,183358919,180750739,177271768,180766758,186014792,175128803,141703437,99774577,63064747,35884983,18667958,9348292,4598468,2241531,1164360,702196,374237,126387,32867,11858,5696,2811,1303"
christian,2030,"5988,15156,26235,41562,64283,99546,154874,247606,407616,685513,1174931,2033985,3554914,6002125,9828899,15873337,24931467,39151974,60050350,85711692,110471355,129843936,149589633,165013520,177214270,178382913,181067432,185062279,182691395,178728269,181561179,187002082,177081142,144336107,102300675,65007002,37232443,19441950,9755559,4803008,2343109,1208222,725536,393477,137117,36128,12966,6290,3169,1531"
christian,2031,"6009,15397,27038,43794,68398,106164,165188,265562,436693,733351,1254328,2158136,3719130,6103624,9808274,15593776,24288818,38065803,58777633,84614030,110309674,130309574,150224837,166214641,179949701,181567884,183207908,186603075,184511327,180159657,182319831,187888747,178999389,147122300,105067204,67177054,38770400,20348465,10238273,5047854,2465575,1261507,752482,415093,149600,39788,14014,6806,3482,1715"
christian,2032,"6152,15394,27371,45243,71236,110794,172570,278204,457078,766344,1307259,2239359,3810679,6133705,9725932,15289592,23698047,37081659,57587202,83575915,110080797,130874583,150904631,167653143,182319051,184604543,185321344,188113921,186216207,181476382,182892431,188554604,180818602,150038611,108058677,69553771,40474329,21363617,10779193,5324386,2605613,1323386,783318,439486,164135,44228,15273,7352,3775,1873"
christian,2033,"5938,15105,27179,45546,72266,112842,176468,285071,467939,782987,1331832,2273608,3837914,6111131,9609576,15010225,23214854,36296458,56657926,82857901,110170192,131861479,152050471,169620658,184828128,187714676,187412228,189390664,187447631,182177633,182844781,188672599,182268040,152856834,111095369,72008328,42251970,22435291,11347066,5610880,2748128,1384870,812120,463168,179461,48943,16493,7909,4095,2055"
christian,2034,"5607,14642,26612,45096,72007,112586,176095,284288,466162,778916,1322712,2254532,3796615,6023235,9436398,14710482,22749574,35564447,55763762,82141747,110158795,132691550,152860943,171031740,186432479,190161509,189114899,190517942,188778535,183234267,183225128,189025662,183885961,155988463,114545968,74885007,44377009,23761333,12067460,5982232,2935331,1468985,851270,492195,198382,55175,18287,8727,4541,2308"
christian,2035,"5488,13820,25914,44532,71467,111738,174472,281037,459988,767129,1300514,2213627,3729444,5918116,9259040,14436866,22339323,34915210,54933446,81455747,110117379,133510070,153697509,172474126,188005395,192729982,191046413,191837598,190193496,184301094,183520391,189169611,185258413,158971091,117920423,77705642,46451711,25057810,12767813,6342756,3118756,1552127,888816,520381,217931,61728,20099,9510,4959,2555"
christian,2036,"5278,13129,25150,43927,70916,110860,172708,277141,452429,752518,1272944,2163163,3649695,5806701,9083268,14183358,21969758,34326298,54144085,80781170,110038829,134323450,154569083,173861349,189375559,195114753,192864994,193061229,191508623,185379942,183879900,189311515,186602800,161978715,121387627,80634220,48601399,26404395,13493791,6716585,3308878,1638879,926842,548536,238568,69161,22278,10468,5471,2856"
christian,2037,"5060,12244,24206,42861,69675,109186,170024,272229,443922,737265,1245235,2113429,3571685,5703052,8921391,13952443,21633217,33779643,53367351,80076277,109887268,135080085,155457463,175222112,190708652,197507150,194775917,194339548,192831864,186488665,184235039,189300029,187653210,164717314,124732224,83609348,50883363,27902762,14327706,7151735,3527914,1739693,970256,578434,260737,77459,24597,11490,6068,3212"
christian,2038,"4841,11411,23255,41848,68586,107720,167450,266954,434182,719052,1211494,2053491,3476496,5577370,8733058,13691624,21268158,33214457,52555003,79311796,109657054,135795545,156366945,176530160,192020223,199951336,196812931,195687078,194124297,187609720,184644456,189299471,188715313,167529132,128200561,86635192,53105955,29310509,15091826,7544223,3727588,1834322,1010017,605653,282412,85974,26769,12220,6386,3369"
christian,2039,"4689,10558,22259,40673,67153,105581,163881,260126,422150,697497,1172829,1986989,3370346,5437328,8527886,13408223,20876858,32626142,51688097,78467274,109326358,136463297,157341928,177900079,193378551,202387964,198932039,197109767,195449909,188800364,185115897,189212992,189563493,170116706,131572350,89685111,55408933,30828709,15933437,7983731,3949918,1940023,1054500,634497,305461,95586,29295,13146,6878,3666"
christian,2040,"4545,9916,21239,39183,65268,103031,160060,253339,410610,677227,1136731,1924894,3268921,5301504,8327494,13126685,20492440,32054035,50826009,77600409,108933258,137071717,158319146,179184828,194686500,204749802,201054116,198530275,196708817,190023089,185725146,189225896,190404654,172621269,134899852,92740548,57726048,32365990,16792523,8433356,4174658,2047308,1098957,662253,328388,105566,31809,13969,7308,3916"
christian,2041,"4406,9125,20260,37520,62804,99685,155131,245085,396990,653917,1096296,1856582,3157815,5151855,8111872,12824739,20088449,31468482,49947150,76716640,108520481,137704304,159456020,180539288,196114029,207079074,203269386,200032506,198039427,191367049,186445019,189191841,190998452,174848291,138059512,95722292,59989389,33914323,17663750,8891595,4404269,2158544,1145011,689834,352122,116958,34834,14901,7760,4145"
christian,2042,"4270,8404,19284,35952,60535,96571,150567,237485,384560,632756,1059896,1795218,3056332,5014459,7913529,12540515,19703226,30898611,49052095,75762872,107971142,138188389,160555442,181839562,197589145,209371772,205636167,201622403,199219026,192474071,186967089,189093745,191588963,177070580,141316806,98842846,62382544,35555482,18597041,9382356,4650128,2278924,1194999,717781,376031,129046,38000,15782,8166,4366"
christian,2043,"4137,7724,18323,34376,58125,93203,145687,229277,371137,610248,1021866,1732037,2951849,4872010,7710947,12248892,19309294,30323986,48144926,74732239,107245278,138426728,161445605,182858967,198880245,211427028,208022267,203402161,200664247,193831432,187602738,188887541,191929870,179114012,144619845,102169697,64998917,37389886,19665320,9952446,4939582,2423364,1257245,750619,402329,142957,41908,16949,8736,4683"
christian,2044,"4007,7313,17378,32839,55686,89725,140673,221243,358148,588599,985134,1670250,2847564,4725972,7503247,11948221,18908080,29757632,47258933,73718426,106527045,138639025,162415816,183986245,200367433,213461003,210387678,205046294,201894078,195062367,188272890,188806572,192287720,181065936,147870910,105472451,67563775,39218292,20731315,10511324,5222729,2565518,1318847,782791,429218,158400,46514,18259,9283,4951"
christian,2045,"3888,6727,16480,31222,53126,86108,135591,213369,345685,568250,951328,1614134,2752541,4591999,7312912,11665588,18518096,29194421,46369024,72662128,105712506,138725886,163364976,185022060,201869526,215357757,212887807,206856249,203222527,196373618,189078476,188920468,192743642,182915935,150912928,108594724,70020821,40976011,21784879,11071238,5505857,2706114,1378241,811586,453811,173323,50704,19209,9674,5162"
christian,2046,"3766,6174,15599,29868,51352,83748,132144,207545,335465,550374,919900,1559936,2658706,4456356,7120655,11377781,18116296,28613986,45452689,71547301,104798529,138678726,164257870,186049830,203451559,217198290,215473118,208716937,204445969,197530323,189704851,188852402,192950182,184610855,154076893,111962564,72711578,42915024,22964655,11696070,5825898,2868887,1450428,845825,481062,190806,56247,20680,10274,5452"
christian,2047,"3653,5716,14780,28417,49212,80920,128331,201418,325107,532839,889814,1508613,2570583,4328154,6942146,11111401,17752632,28099718,44626943,70490833,103894895,138568906,165114666,187022855,204982924,218869258,218056348,210642041,205763444,198745161,190372429,188780874,192947666,186039872,157066232,115305233,75472310,44910089,24196172,12362271,6168706,3043154,1528557,882033,509062,209640,62586,22559,11124,5886"
christian,2048,"3543,5446,13963,27130,47528,78318,124605,195493,314978,515700,860300,1457857,2483169,4197320,6761087,10838988,17377715,27575675,43791643,69368041,102865910,138290301,165866375,187881649,206438480,220413248,220722878,212691106,207149934,200006779,191117026,188776558,192912048,187331457,160014048,118692088,78309485,46989132,25502285,13058167,6527012,3226493,1611819,919226,536962,229317,69376,24457,11909,6291"
christian,2049,"3434,5186,12975,25440,44114,72987,117221,184779,298453,489874,818577,1389529,2371178,4030130,6532451,10506577,16933573,26990568,42916034,68206133,101827283,138014938,166709893,188892818,208031517,221981534,223448725,214796732,208662944,201491978,192104565,188855003,192682726,188306840,162669163,121919936,81097233,49049493,26820004,13770622,6893821,3412948,1696680,956029,564061,249292,76409,26360,12665,6682"
christian,2050,"3326,4940,12028,24127,41935,69648,112533,177536,286188,469416,783637,1329863,2270709,3875753,6320743,10196140,16515046,26437546,42094833,67060689,100710893,137541233,167323177,189704238,209427697,223422389,226263495,217122181,210221140,202814747,192912617,188833626,192361980,189229785,165469262,125355428,84064509,51201070,28197492,14511503,7281188,3619511,1799151,1002700,596280,273536,86386,29491,13855,7201"
christian,2051,"3222,4708,11164,22771,39222,65207,106208,168190,271466,446366,746366,1268745,2172264,3728641,6127882,9920352,16147379,25944093,41319313,65877368,99475910,136919613,167854053,190540964,210814643,224811541,228997527,219479640,211828828,204161486,193794089,188954089,192101121,190073355,168061953,128696195,87053043,53394038,29609336,15276077,7667695,3810996,1885604,1036290,618815,291938,93037,30592,13987,7211"
christian,2052,"3122,4545,10286,21641,37443,62417,102329,162368,261526,429707,717781,1219619,2091329,3604081,5962906,9672961,15798293,25476282,40591936,64722781,98241581,136209620,168355768,191457595,212234040,226188756,231653580,221748695,213269711,205354483,194669302,189177562,191903738,190924956,170650330,132035078,90007453,55505554,30967270,16010930,8046162,4008820,1983918,1078509,646422,314544,102812,33212,14759,7478"
christian,2053,"3023,4392,9653,20685,36199,60525,99768,158388,254154,416611,694169,1177223,2018908,3486941,5802496,9428649,15439160,24971346,39803123,63461686,96842364,135297491,168693924,192326877,213537451,227469679,234142251,224003475,214700128,206384631,195293162,189053782,191285021,191366612,173017142,135544751,93474420,58247473,32910890,17130385,8644910,4316151,2135314,1146348,685946,343102,115561,37079,16231,8259"
christian,2054,"2927,4239,8845,19755,34978,58612,96975,154001,246164,402663,669319,1132981,1942692,3360151,5621944,9151524,15019582,24383624,38936493,62127035,95367695,134248252,168809295,192937851,214490354,228640977,236564187,226492623,216450499,207765081,196281544,189214022,190814412,191835104,175250088,138934743,96856276,60934296,34846104,18263535,9250276,4623104,2285250,1211635,722386,370619,128759,41052,17713,9083"
christian,2055,"2834,4095,8107,18794,33546,56305,93590,148937,237536,388195,644291,1089405,1868497,3236183,5445156,8883211,14609502,23805080,38081844,60781385,93830245,133072371,168855889,193722966,215604123,229980675,238961776,229120666,218396575,209323803,197524585,189640922,190501245,192175024,177224089,142058694,99962793,63361506,36551647,19266706,9780444,4891859,2418547,1268878,753816,396152,141930,44914,18984,9689"
christian,2056,"2743,3954,7427,17836,32134,54043,90258,143961,229074,373899,619356,1045530,1792332,3104757,5250200,8585709,14152801,23164204,37177120,59411181,92273962,131872914,168897591,194609650,216703836,231287391,241090492,231667195,220345567,210936130,198929860,190186597,190090778,192249966,178967865,145164192,103196107,65928565,38391186,20358549,10360260,5190439,2570209,1336243,789568,424088,157091,49632,20490,10361"
christian,2057,"2655,3819,7020,16899,30904,52159,87880,140743,223513,364168,601728,1013330,1734425,3000293,5092558,8342520,13769044,22611028,36367739,58126925,90731205,130627169,168819865,195498698,217816953,232787718,243293298,234381427,222279615,212302833,200040675,190616017,189849232,192509628,180700820,148109314,106239080,68355504,40122126,21400312,10909985,5468185,2708775,1395730,820006,449606,171977,54227,21875,10976"
christian,2058,"2569,3696,6425,16367,31211,52726,88453,141015,222150,359293,589923,988396,1686304,2910317,4955815,8132656,13433528,22127053,35654302,56935894,89175196,129213977,168395461,196145286,218734937,234305851,245324088,237170038,224271355,213705381,201252855,191140406,189590229,192567012,182250255,151014022,109376404,70906003,41949211,22530835,11513301,5778282,2868778,1467749,855013,476810,188411,59473,23450,11680"
christian,2059,"2484,3569,5872,16191,32596,55047,91231,143948,223950,357879,581682,966690,1640074,2818702,4809388,7904702,13062544,21582210,34885130,55717076,87571637,127669119,167742502,196541252,219278349,235570516,247143804,240218776,226874514,215879114,203237480,192276837,189680773,192537756,183392862,153378371,112068468,73210947,43646931,23615245,12102339,6080848,3022772,1535713,886463,501747,204494,64570,24832,12308"
christian,2060,"2401,3449,5405,16157,35501,60209,98006,152171,232469,364834,584100,958482,1609743,2744328,4675214,7683339,12687231,21004906,34053831,54420507,85828202,125983597,166970125,196994909,219997075,237090917,249047773,243336024,229299914,217642945,204773725,193030615,189461144,192129704,184352411,155972310,115188934,75933715,45649964,24901149,12814710,6457121,3220741,1629186,930869,533173,224731,71797,27322,13537"
christian,2061,"2324,3336,5136,16171,39071,66672,106481,162800,244393,376390,592854,959052,1591569,2685929,4555723,7475976,12321913,20420783,33186455,53104597,84047566,124209818,166034235,197386084,220643041,238406053,250494296,246156655,231661318,219534494,206609940,194247081,189652780,191910404,185112796,158200988,118095588,78643583,47787705,26344790,13631492,6885106,3436190,1727225,975425,564160,245326,78997,29641,14758"
christian,2062,"2246,3225,4884,15353,41477,71850,113424,171608,254197,385273,598230,955404,1568256,2622330,4429454,7265083,11960101,19847741,32350188,51850772,82306076,122425538,165037000,197796297,221461328,239957867,252063845,249088622,233973613,221176569,208160206,195380896,189993824,191908220,186101128,160572131,120968066,81170025,49654695,27566448,14308085,7234056,3611702,1805435,1008085,588160,263269,85172,31240,15512"
christian,2063,"2173,3116,4648,14204,42806,75420,118435,178174,261363,391183,600682,949202,1543783,2561603,4310785,7068111,11614240,19290223,31523500,50603104,80546286,120608433,163936483,198139262,222294605,241452650,253472110,251964542,236293291,222659990,209336570,196008101,189902267,191586490,186969081,163155880,124241335,84141970,51887400,29074639,15144207,7675344,3841288,1915982,1057675,620802,286893,94576,34050,16619"
christian,2064,"2099,3011,4469,12718,42008,75494,118462,178270,260756,388012,592851,931949,1508223,2491845,4185147,6869331,11277619,18760694,30737750,49397790,78724559,118591197,162518578,198056523,222761988,242691828,254775315,254845164,238854372,224523704,210961357,197147510,190228544,191409746,187739793,165438709,127279858,86975676,54077608,30577579,16022952,8151811,4090441,2037198,1111783,654797,311427,104558,36980,17721"
christian,2065,"2030,2911,4266,11162,40362,73949,116245,175449,256535,380425,579496,907832,1464117,2412470,4047012,6656590,10928318,18218504,29951501,48236912,76977545,116635776,161121401,198070555,223424137,244061436,256098065,257640385,241331219,226324206,212560683,198404143,190746526,191329213,188427025,167563337,130174949,89691852,56139881,31992983,16823996,8572034,4302451,2136530,1152027,679764,331485,112613,38648,18087"
christian,2066,"1963,2809,4108,10091,41037,76780,120244,180594,262153,384723,580374,900689,1440450,2358313,3939282,6479508,10620588,17714762,29195879,47102422,75218875,114550696,159441951,197719709,223776493,245152588,257406321,260660637,244432631,228733713,214494212,199705526,191080859,190858955,188603685,169190139,132766636,92380227,58394853,33656046,17820382,9116322,4577058,2267007,1208232,712825,356414,123670,41925,19514"
christian,2067,"1897,2712,3952,8766,39666,76638,120353,180800,261802,381921,572663,883099,1404017,2288543,3811373,6275220,10277120,17161468,28393769,45949726,73441150,112450239,157741700,197455616,224302239,246094841,258411961,263033094,247030869,230777133,216306183,201140449,191659157,190620132,188970186,171151761,135779566,95369225,60722572,35295380,18800472,9649165,4854234,2407641,1270560,747593,382983,136581,45851,20907"
christian,2068,"1834,2619,3805,7823,37988,76299,120161,180644,260960,378595,564616,865618,1368914,2222449,3690462,6082808,9953834,16626402,27589682,44773410,71641623,110311653,155930536,197031362,224800838,247134492,259651380,265435221,249717110,232903839,218242611,202940859,192729825,190858325,189413732,172709934,138216856,97857758,62788611,36772847,19725891,10164950,5118420,2539247,1328030,779459,408369,149711,49974,22554"
christian,2069,"1771,2527,3665,7016,34478,72200,114542,173175,250900,363810,542260,830237,1311014,2126152,3526053,5825896,9542575,15973821,26632844,43443952,69738062,108110145,154066569,196534951,225294126,248065235,260872547,267659322,252443177,234979526,219908578,204315189,193465626,190892075,189948333,174648742,141223018,100911327,65203782,38477587,20746763,10711807,5396029,2678285,1388299,810386,432877,162890,53870,23798"
christian,2070,"1711,2440,3525,6582,31383,69111,110538,167882,243679,352817,524935,801901,1263542,2046358,3388568,5611617,9197802,15414267,25802058,42267278,68002036,106027260,152227854,195949407,225820517,249014330,262283849,269875287,255316435,237061789,221504263,205604778,194150934,190897789,190382007,176491063,144130609,103817798,67400406,39952623,21612402,11166793,5632602,2803728,1444038,838349,456266,176585,57945,24836"
christian,2071,"1654,2354,3397,5993,28833,66990,107981,164562,239183,345747,513255,781991,1228783,1985330,3278105,5433512,8907990,14945916,25109602,41281101,66469648,104055653,150247189,194863457,225860945,249524883,263526007,271826308,258357641,239535588,223455952,207187230,194959304,190778018,190347704,177803931,146672969,106671908,69820383,41710884,22706363,11775048,5947844,2963848,1515463,872808,482179,191798,62582,26163"
christian,2072,"1599,2270,3272,5458,26339,65140,106137,162165,235847,339934,502665,762748,1193922,1923290,3166686,5254783,8617754,14462149,24372217,40216635,64847704,101946588,148147582,193640133,225776438,249733386,264489792,273436481,261448018,242223313,225584432,208726033,195490126,190343174,190111190,179069417,149454102,109903903,72596581,43786029,24034477,12521141,6343660,3169568,1611714,919339,514522,211263,69151,28135"
christian,2073,"1544,2189,3155,4996,22608,57851,95450,147438,216674,314499,467998,714252,1123851,1819040,3004825,5011782,8247863,13881199,23526215,39031855,63087314,99662947,145895129,192262372,225700121,250097163,265775567,275151675,264600971,244931521,227899494,210783194,196672617,190518662,190106110,180149654,151827441,112705433,75047766,45630845,25243696,13214108,6710871,3359001,1699246,960149,543410,229642,75215,29885"
christian,2074,"1492,2112,3041,4735,19160,49986,83678,131014,195588,287137,431274,663835,1052169,1713691,2844067,4772163,7890642,13322299,22713374,37898461,61397908,97355618,143593793,190877785,225848957,250654240,267102850,276588556,267591064,247571232,230022105,212421063,197387912,190230174,189699496,181073835,154433086,115954326,77911075,47780831,26640552,13995340,7123581,3573117,1799883,1006194,574372,249909,82152,31788"
christian,2075,"1443,2038,2929,4485,16308,44337,75451,119138,179869,265729,400666,618947,983580,1605671,2670751,4502713,7479692,12663667,21725667,36569546,59666109,95204803,141634793,189881311,226374081,251438848,268350751,277423450,269665316,249287943,231535471,214090914,198634280,190679510,189885075,182182952,156972805,119089268,80725237,49926126,28061776,14800060,7551381,3795272,1904995,1053525,605672,271454,90175,34181"
christian,2076,"1395,1967,2821,4254,14204,40403,69757,110664,168584,250011,377459,583911,928706,1517674,2527585,4277259,7136403,12105706,20868583,35351684,57984483,92951979,139336155,188387041,226386162,251844844,269509723,278683552,272779399,252207788,233912381,216105981,199776956,190831963,189586166,182731801,159014000,121811061,83279188,51925995,29441888,15579063,7967933,4011488,2007562,1098467,635815,294077,99422,36991"
christian,2077,"1348,1895,2717,4069,12583,38793,68212,108182,165296,244855,368134,567410,898993,1464350,2433322,4116899,6878239,11656005,20138805,34255323,56364027,90607488,136861396,186687289,226292723,252296533,270588467,279431862,274946142,253966986,235045295,217134556,200537544,191273451,190014189,184186489,161789079,125168519,86320571,54268603,31065408,16537644,8497407,4294387,2151038,1166812,677874,322808,111661,41077"
christian,2078,"1301,1827,2619,3866,10914,35938,64282,102884,158901,236572,355874,548626,868402,1412261,2344374,3965809,6637651,11240455,19461703,33235367,54890290,88462214,134560478,185115700,226376317,253099875,272047045,280547996,277512403,256335100,236813520,218606998,201414396,191396287,189681032,184723658,163811171,127979633,88983102,56284728,32439059,17344296,8940097,4528663,2268624,1219497,709919,346699,122053,44167"
christian,2079,"1256,1761,2522,3705,9663,32539,59034,95052,148567,222774,336328,520420,825849,1345731,2238904,3797373,6383186,10822108,18795357,32245679,53452404,86281901,132090215,183289218,226254378,253941925,273590318,281935545,280190006,258760184,238479276,219982513,202365864,191817355,189723282,185548733,165946764,130743519,91460180,58040880,33560604,17978153,9278424,4710564,2364104,1261522,735940,368569,132455,47197"
christian,2080,"1216,1699,2429,3556,8358,28049,51127,83243,132850,201995,308266,482129,771714,1265581,2116747,3607218,6103812,10384152,18104558,31228552,52094102,84276635,129690270,181167969,225475638,253936206,274045477,282436302,282191831,261194298,240481052,221950605,203999894,192730832,189895709,186200916,167788433,133446012,94249073,60323834,35232624,19004757,9860632,5027395,2531629,1341220,780507,399979,148142,52765"
