main_religion_2008,time,income_mountain_50bracket_shape_for_log
christian,1880,"22047,35401,58111,101959,178147,291822,463972,733850,1139563,1780463,2795913,4258970,6430507,9709053,14318115,20556037,27990836,35958511,43599286,50047243,54053027,53888034,50248964,43120301,33915741,24463600,16720760,10960458,7014379,4322797,2573043,1499902,872451,512741,296387,172663,103275,62077,37213,21964,12646,7042,3884,2167,1246,704,413,241,132,74"
christian,1881,"24575,40100,67535,123225,220933,364880,584709,898532,1373446,2085898,3021215,4347649,6494639,9618063,14259714,20629349,28040689,35624730,42894038,49336605,53821356,54220075,50937262,43970484,34843315,25350231,17473156,11480381,7340926,4516707,2687114,1563466,905336,530807,306780,178118,106403,63979,38399,22711,13101,7315,4033,2247,1288,734,437,250,140,77"
christian,1882,"21805,34122,54390,93154,163504,267937,427868,681352,1091122,1762386,2820359,4285680,6429823,9703733,14365588,20688583,28061930,35641099,42758078,49079425,53726258,54565407,51637012,44866395,35928820,26465092,18448462,12185974,7800593,4801271,2846966,1644349,941598,546525,314173,181237,107766,64630,38677,22803,13109,7287,3997,2212,1269,719,432,254,140,76"
christian,1883,"23167,35965,57138,98002,172740,284630,457212,734402,1183775,1908843,2982735,4390654,6486587,9731013,14435781,20885111,28468598,36154395,43072917,49053126,53483280,54437875,51830819,45432585,36687422,27156022,18956911,12503162,7987124,4900682,2895788,1667513,953059,552648,317025,182312,108134,64752,38728,22859,13156,7333,4029,2227,1294,733,439,263,141,76"
christian,1884,"24567,38543,62041,107723,190607,315448,508929,808295,1269249,2031071,3089208,4443621,6471851,9653951,14372695,20836529,28424572,36086737,43108225,49241185,53909016,55064272,52616443,46253388,37435807,27747265,19362501,12742117,8112147,4953201,2913530,1672910,953920,551946,316032,181663,107662,64406,38492,22706,13061,7277,4009,2218,1289,730,433,260,144,75"
christian,1885,"23473,35911,56359,95691,165900,268263,425573,674774,1061957,1692959,2732266,4237002,6469062,9845838,14760455,21380430,29123352,36914186,43862069,49912996,54580043,55805450,53342997,46778851,37659455,27767039,19306096,12664593,8059187,4921102,2903445,1676295,964409,564420,326190,189000,112808,67877,40750,24116,13926,7797,4321,2407,1399,800,483,293,165,81"
christian,1886,"21308,32433,50202,84846,148253,240532,381468,605246,961222,1529060,2505486,4036692,6373423,9912866,15019042,21892743,29800336,37639616,44294080,49854796,54295230,55806066,53821505,47458260,38392829,28431375,19834562,13040889,8308819,5085735,3004918,1735665,998004,583990,337528,195281,116192,69611,41619,24594,14211,7998,4468,2524,1474,855,504,305,175,88"
christian,1887,"19810,30201,46439,77251,137249,227036,366483,589066,933615,1481792,2411986,3831218,5979719,9314615,14182215,20751131,28558008,36302411,43280742,49540258,54637787,56962735,55250968,49283535,40348065,30294789,21319828,14111355,9006202,5529994,3273631,1889594,1082640,630752,363794,208990,123543,73775,44011,25988,15045,8483,4736,2661,1550,899,531,324,195,101"
christian,1888,"20750,31283,47519,77731,136692,224337,360163,576797,915890,1449498,2356889,3789625,6013134,9445116,14378255,21042387,28888695,36618428,43458112,49579679,54800231,57487460,56040720,50243374,41105504,30845749,21682624,14287284,9065765,5525505,3255456,1875851,1074729,626183,361360,207694,122878,73457,43944,26071,15221,8694,4918,2802,1644,951,567,342,205,109"
christian,1889,"21723,32222,48618,78738,139499,230406,370566,593974,945313,1499119,2436844,3930278,6275603,9869709,14972317,21822556,29727916,37371286,43787780,49250114,53953945,56432286,55221124,50003990,41482480,31657476,22624222,15141103,9675072,5943540,3513392,2022383,1152422,666154,383204,218259,127803,75912,45094,26600,15408,8718,4889,2756,1607,938,568,347,212,115"
christian,1890,"21936,32197,48207,77358,136710,225132,361050,577590,919922,1461030,2378153,3864224,6227617,9845123,14953879,21745045,29606442,37325555,43868747,49475196,54374742,57181493,56198481,51057109,42364273,32351449,23104692,15417969,9824122,6008560,3540079,2037426,1163419,675002,389667,222870,130923,77926,46412,27456,16000,9111,5134,2914,1706,994,598,363,212,120"
christian,1891,"21478,30909,45796,73362,131944,218600,350435,560587,898298,1437328,2360172,3913823,6440784,10254025,15570919,22560264,30510698,38251298,44392875,49412444,53977924,56849641,56183086,51224074,42714226,32772235,23487528,15738888,10034446,6134084,3596325,2051337,1158599,666660,382634,217329,126671,74890,44366,26128,15144,8604,4832,2754,1622,961,574,356,211,118"
christian,1892,"21228,30298,44431,70403,122142,205833,332932,537381,869973,1403378,2292150,3780151,6191402,9924697,15183259,22135734,30124615,37836161,44096306,49305672,54171769,57425694,56984223,52325233,43861359,33960542,24571848,16657086,10663887,6541899,3821127,2157021,1202859,683926,389508,219332,126070,73722,43393,25499,14834,8478,4841,2775,1652,980,581,351,209,119"
christian,1893,"20735,29512,43319,69050,126267,212262,346806,565234,917877,1474599,2350880,3752744,6005698,9571145,14707819,21455963,29295889,36913964,43630174,49700526,55346173,59355439,59123379,54286469,45251322,34748739,24908429,16576049,10456755,6306097,3640823,2050876,1148014,656565,374438,211696,122445,71749,42272,24822,14405,8220,4683,2678,1601,939,568,346,206,124"
christian,1894,"20035,28337,41334,65090,115666,191828,316512,527218,877096,1450292,2286711,3560227,5586112,8931024,13915137,20465062,28121672,35762014,42790403,49514670,56007446,61005405,61198516,56498712,47174736,36186632,25876176,17118906,10732671,6440599,3725673,2116488,1198767,691863,398233,227020,132687,78690,46833,27745,16188,9259,5246,2988,1753,1017,610,370,219,134"
christian,1895,"20588,28766,41295,63701,112571,189531,310343,512252,848588,1403248,2209683,3482276,5627295,9143136,14264518,20914841,28797819,36611225,43554052,49819540,55576987,59896413,59842036,55714909,47189606,37106234,27161874,18494451,11738293,7113052,4104517,2298629,1275052,719924,408384,227871,130243,76100,44699,26159,15103,8527,4762,2690,1558,910,554,338,196,121"
christian,1896,"20886,29152,41753,63572,113831,188975,308452,508972,842417,1393037,2193344,3426600,5468022,8817848,13810922,20362310,28123549,35969528,43153334,49842063,55938307,60810306,61314297,57318944,48758620,38367557,28067015,19008327,11989972,7200383,4130180,2310315,1284949,727873,413837,231055,132123,77268,45376,26554,15298,8591,4748,2656,1525,875,530,322,194,113"
christian,1897,"25476,36111,52200,80141,135341,228280,376630,620941,1022399,1598220,2395788,3678394,5855546,9244946,14138672,20507066,28215681,35969760,42925053,49520417,55620383,60533808,61157321,57501210,49229730,39114173,28883590,19846049,12637302,7652036,4393239,2439138,1338502,746249,420629,232280,131073,76157,44525,25971,14914,8339,4579,2528,1437,812,489,295,176,103"
christian,1898,"26706,37877,54946,82768,135206,220767,352989,571010,930284,1511613,2333414,3563175,5582840,8856943,13654919,19912684,27423033,35181758,42232879,48918059,55380390,60935086,62301707,59064656,51139449,41074200,30554807,21060232,13358786,8015594,4549685,2500184,1359950,751671,421591,231892,130087,75245,43856,25564,14669,8218,4493,2459,1379,774,458,276,155,99"
christian,1899,"29478,42754,63304,97203,158130,270316,454237,758875,1215228,1770958,2546923,3847167,5972985,9122916,13651396,19586166,26764965,34077683,40902214,47719113,54329546,60109054,62149539,59487027,52316884,42763472,32431275,22831110,14735010,8967283,5154970,2848456,1546770,845736,473554,260794,144999,83438,48511,28194,16153,9026,4924,2690,1490,852,499,293,175,110"
christian,1900,"31197,44404,64528,96727,149085,238248,381286,618953,1013130,1647209,2554335,3858524,5873141,9135435,13925172,20091612,27378167,34828106,41344111,47655185,54046654,59988703,62457744,60150001,53172342,43635349,33212462,23402057,15122896,9174021,5239133,2869287,1546289,839868,467539,256208,141853,81408,47213,27364,15613,8698,4732,2581,1428,823,480,284,175,103"
christian,1901,"30763,43640,62876,93739,141882,225481,361229,588490,972388,1605950,2525482,3846795,5793679,8920053,13568180,19678074,26955186,34557888,41223731,47680184,54395897,60860004,63335923,60932818,53789841,44303506,34001735,24265185,15982332,9855685,5718427,3160370,1697130,909454,500560,272879,148545,83937,48346,27867,15879,8837,4810,2615,1459,828,484,285,172,100"
christian,1902,"29815,42289,60748,90806,138971,223254,361331,593516,984238,1610583,2495165,3793150,5749238,8781522,13262142,19203810,26311576,33936468,40796844,47709720,54972062,61817402,64616035,62218677,55086067,45502304,34959650,24963150,16420945,10104186,5848281,3225967,1732588,928782,511092,278122,151489,85884,49510,28516,16220,9005,4892,2646,1463,828,473,285,169,100"
christian,1903,"30249,42763,61066,90220,136210,217529,353649,585258,978305,1619548,2515906,3779716,5695904,8738511,13256284,19275105,26641401,34565203,41525732,48115379,54837939,61233281,64245302,62288503,55711381,46471192,36043472,25931931,17239877,10651429,6164774,3388042,1812523,966094,527692,286424,154936,87103,50016,28709,16269,9003,4897,2664,1477,830,485,291,171,94"
christian,1904,"30350,42948,61709,92733,145966,246618,419254,716287,1196480,1809932,2609826,3791095,5726118,8644293,13005122,18917412,26097985,33639682,40496876,47492198,54810775,61746628,65629472,64051582,57406463,47974519,37265696,26771664,17723184,10901641,6270847,3425116,1829062,978133,536117,290462,157400,88794,51018,29339,16715,9320,5129,2802,1569,884,517,310,184,101"
christian,1905,"31088,43411,61293,89519,133676,210445,339263,558725,930407,1551443,2460522,3742773,5662765,8792799,13358946,19478768,27011629,35066949,42045943,48376507,54856790,61070196,64613931,63311066,57270663,48464436,38088246,27668981,18579426,11537670,6692108,3673926,1963628,1044788,570272,310061,167492,94228,54244,31140,17684,9847,5387,2930,1646,930,539,319,189,114"
christian,1906,"30922,42834,60110,87583,129411,199090,317406,519429,863409,1446843,2351825,3649081,5592567,8793719,13512576,19730900,27356712,35367212,42287024,48313039,54563248,60781773,64495330,63211227,57412571,49076573,39055136,28875756,19867176,12653376,7473289,4139214,2216994,1174513,634902,347119,186841,103631,59507,34108,19337,10775,5899,3219,1805,1008,582,346,207,115"
christian,1907,"32080,44305,62053,90657,136013,215689,355839,598787,1015271,1665822,2544292,3766462,5716447,8931977,13693551,20002795,27752126,35628211,42092976,47912678,54054227,60195351,64379237,63665543,58356963,50319647,40359781,29943437,20619814,13114396,7725247,4260086,2274255,1202749,650962,357000,192290,106633,61268,35188,20013,11194,6143,3367,1885,1057,607,357,212,116"
christian,1908,"32387,44551,61919,90140,135330,216911,354392,587751,981924,1621133,2513908,3774736,5699983,8763777,13334065,19543582,27114471,35153095,41822345,47783707,54333688,61148960,66274144,66555072,61135773,52266601,41458712,30199059,20263669,12533164,7202594,3906757,2070265,1098598,600486,326322,175755,98805,56969,32802,18737,10545,5847,3242,1823,1030,594,353,210,114"
christian,1909,"29716,40245,54855,79002,118131,188603,314558,534884,914831,1529250,2375777,3569349,5416835,8381114,12837053,18988567,26576695,34842759,41668738,47747649,54434568,61454484,66772760,66935071,61745409,53281052,42781370,31611353,21674250,13711382,8027855,4399579,2333168,1227709,662320,361520,193735,107436,61953,35706,20382,11453,6352,3502,1953,1087,618,363,213,114"
christian,1910,"27161,35098,46061,64366,94892,150988,250346,424901,725236,1238779,2096013,3366760,5161980,7881489,12159541,18190166,25609873,34127872,41882437,48543965,55264765,62266574,67530108,67894973,62957155,54739356,44196483,32761538,22446010,14159295,8253012,4495613,2370960,1242458,667759,361254,192194,106916,61795,35529,20172,11256,6183,3371,1851,1028,578,338,199,107"
christian,1911,"27455,35103,45455,62440,90606,142777,237467,406755,705179,1223600,2075877,3341057,5138469,7908636,12306275,18419837,25943808,34314537,41773117,47991273,54477273,61381072,67095892,68115627,63918511,56085912,45669795,34056054,23352888,14726278,8576526,4660490,2449278,1278502,686586,373463,198848,109945,63418,36522,20783,11642,6430,3508,1947,1070,616,355,206,115"
christian,1912,"27994,35843,46388,63732,93049,146754,244660,418977,722456,1241659,2094037,3358886,5131866,7792249,12036387,18008713,25329165,33712212,41329996,47692429,54217273,61220187,67206273,68736725,64846353,57219199,46922833,35311451,24327717,15450790,9029608,4898934,2565743,1334240,713514,390079,207530,113397,64940,37290,21141,11818,6530,3560,1963,1077,611,345,202,109"
christian,1913,"28446,36275,46804,63976,92941,146219,243951,418600,722944,1240104,2084262,3341601,5094892,7674537,11810575,17698521,24853183,33044932,40522484,46648764,53014588,60414561,67126756,69753643,66677854,59177844,48606260,36655581,25283852,16078800,9382686,5061505,2630788,1358374,721657,393401,208035,112791,64326,36818,20854,11664,6448,3539,1929,1071,607,346,194,110"
christian,1914,"29385,36921,47418,65095,97141,161234,278103,486166,845159,1432376,2275528,3505480,5260363,7912751,12156824,18219370,25546535,33752608,40664036,46884053,54292135,63471919,71297481,73302701,68320829,58946356,46530327,33786991,22603957,13929480,7920770,4228342,2189323,1128615,607791,326291,170975,94755,54617,31396,17901,10072,5564,3040,1661,911,520,294,169,93"
christian,1915,"29650,37046,47359,64985,97256,162567,282870,498386,872123,1466320,2291238,3495406,5263112,7914202,12215143,18393347,25877142,34245232,41291384,47703836,55106255,64357541,71801927,73229955,67965138,58633981,46291532,33761825,22751682,14067936,8035613,4307806,2230704,1146652,616315,330898,172390,95275,55016,31654,18074,10170,5586,3019,1637,902,506,290,169,97"
christian,1916,"30910,42741,60632,87074,131622,213041,359866,614079,1042106,1687338,2563340,3831662,5759584,8673747,13383648,20015786,27906111,36243674,42572175,47895103,54096369,62057669,68620901,69717781,65293453,57447977,46464217,34890857,24362766,15667903,9265464,5079429,2651400,1356527,717768,391745,205452,110174,62516,35512,19985,11126,6122,3343,1838,1017,589,330,194,110"
christian,1917,"33329,47684,66309,95533,144934,234936,394054,666424,1121981,1783937,2682902,4012902,6140047,9405537,14560707,21735793,30291732,38429810,44460594,49526822,55165251,62420603,68052322,68751062,64045103,56023586,45088731,33713336,23458554,14928253,8725877,4734734,2451931,1248944,662501,356993,184924,100577,57763,32928,18559,10343,5670,3075,1696,935,541,308,178,100"
christian,1918,"38866,50901,67740,95724,144826,236072,402470,697087,1201722,1940882,3068353,5018129,8292562,12794629,19105418,26705368,34327205,40821390,45279407,49169981,54009366,60688787,65886920,65858094,60452290,52316745,42185212,32229557,23085473,15127753,9024241,4934283,2550530,1284670,662711,354985,184727,99210,56746,32367,18226,10122,5485,2942,1612,884,507,291,166,106"
christian,1919,"38459,49520,65235,92112,140010,231537,404487,720498,1268813,2094652,3462981,5897319,9708221,14720344,21170659,28195795,34954875,40311731,44462175,48501714,53533997,61542517,66922343,67293209,61052614,51807474,40889430,30925468,22040295,14567678,8767828,4808296,2466223,1235693,637081,340927,176438,93337,52830,29974,16807,9313,5078,2798,1554,865,505,300,159,99"
christian,1920,"39460,50476,66116,93105,141828,235939,414037,739233,1289349,2096933,3436554,5860316,9618105,14515743,20749510,27482841,33885218,38937217,43393027,47982060,53111018,61012328,67917792,69591394,63725805,54410635,43165999,32170244,22570773,14691337,8698321,4711708,2402446,1201709,625297,336393,172683,90845,51381,29057,16223,8952,4909,2716,1531,862,506,298,164,98"
christian,1921,"41239,52821,69294,97376,146769,241095,417263,736269,1295253,2181606,3700873,6314483,10153076,15092711,21030976,27495260,33824678,39043603,43561746,47591370,52452294,59911688,67849537,70735786,65716105,56223761,44769055,33039993,22829789,14460343,8355672,4443597,2244143,1116641,581125,308946,156973,83011,46660,26262,14712,8152,4461,2492,1407,793,469,272,157,92"
christian,1922,"39520,50193,64719,88676,130354,208585,355265,622175,1095517,1860344,3090738,5272856,8824405,13512312,19631089,26445481,33452074,39702026,44188009,47546665,51723537,58355051,66184392,70272051,67433996,59574109,48587987,36536656,25348934,16201196,9407893,5004109,2534908,1262502,656075,354589,182285,95614,53673,30270,16890,9362,5142,2859,1611,917,528,319,174,106"
