un_sdg_ldc,time,income_mountain_50bracket_shape_for_log
un_least_developed,1942,"15369,22316,31172,43533,61233,87699,128938,195340,306569,500856,848747,1486546,2605313,4386038,7255361,11356892,15837617,19575628,21863966,22204363,20596106,15807398,10389040,6696425,4303947,2721438,1696119,1022503,614370,370821,220394,130300,79282,48705,29990,18478,11323,6813,4076,2409,1427,840,491,279,163,104,59,36,10,0"
un_least_developed,1943,"15714,22682,31591,43948,61623,88038,129295,195862,307688,503903,855771,1497485,2617447,4408542,7308867,11502828,15995081,19683031,21933112,22326123,20896030,16369453,10781854,6903548,4420343,2792453,1742872,1051913,631939,381485,227507,134524,81883,50440,31134,19212,11778,7076,4221,2481,1467,864,502,296,168,109,60,38,10,0"
un_least_developed,1944,"16085,23171,32189,44671,62484,89117,130728,197964,311458,512333,873873,1530338,2673919,4517852,7505679,11784631,16268774,19970148,22315427,22714533,21170554,16403178,10784895,6934535,4459330,2827777,1768244,1071039,645747,390115,232891,137290,83355,51408,31751,19592,11982,7187,4249,2486,1462,860,494,296,171,109,61,40,12,0"
un_least_developed,1945,"16478,23674,32825,45432,63417,90282,132307,200383,315943,522513,895628,1569487,2743058,4654581,7745878,12082172,16546594,20310105,22773497,23168851,21428756,16347303,10726416,6924517,4474107,2849193,1786575,1087553,658950,398849,238854,140659,85267,52616,32498,20044,12231,7310,4306,2500,1460,860,491,298,172,111,63,40,13,0"
un_least_developed,1946,"16903,24230,33526,46311,64514,91716,134347,203506,321758,535654,923532,1620837,2838688,4841040,8067927,12436846,16899065,20862283,23484158,23885208,21497366,15852159,10440075,6835045,4468664,2862471,1800020,1101356,669841,404935,242664,142634,86198,53251,32926,20290,12348,7333,4301,2471,1441,849,476,299,173,111,64,39,14,0"
un_least_developed,1947,"17332,24777,34208,47139,65552,93071,136195,206470,327623,549010,950300,1666556,2923058,4999602,8333717,12685199,17072502,21076986,23756151,24168776,21746403,16008246,10562930,6934763,4552764,2927580,1846787,1135189,692494,418688,251573,147755,88969,54930,33941,20888,12674,7498,4355,2482,1436,844,470,291,172,110,65,37,15,0"
un_least_developed,1948,"17794,25363,34946,48050,66692,94568,138357,209933,334519,564394,980077,1716962,3019006,5173288,8606841,12905698,17200843,21224442,23960028,24418763,22062262,16278606,10754294,7060737,4646167,2994909,1890118,1164069,709431,427547,256934,150561,90176,55560,34254,20990,12663,7429,4251,2381,1353,786,435,270,164,103,62,35,17,0"
un_least_developed,1949,"18264,25963,35701,48947,67791,96005,140336,213122,341203,579271,1008307,1764672,3115509,5350542,8862454,13079831,17276208,21285837,24079640,24617068,22487109,16740783,11072381,7253397,4768166,3075356,1941282,1197480,730221,439221,264084,154651,92217,56767,35016,21464,12933,7575,4306,2390,1360,775,432,270,165,106,62,35,19,0"
un_least_developed,1950,"18778,26634,36527,49997,69198,97895,143102,217788,350926,599981,1047349,1834776,3259517,5615069,9210551,13349892,17566534,21821533,24718058,25337420,22553039,16449981,10972278,7268876,4822813,3127123,1979611,1226603,749293,449280,269515,157464,93297,57349,35455,21748,13087,7645,4329,2392,1344,775,435,274,170,110,65,35,20,0"
un_least_developed,1951,"18282,26138,35922,49117,67894,95919,139866,211316,335083,564374,980895,1709778,2996320,5170948,8631117,13038210,17623255,22322609,25583572,26323837,23493470,17171963,11503685,7618980,5049329,3287753,2084146,1296127,790554,473282,283833,166022,98194,60436,37470,23060,13938,8175,4650,2560,1438,829,461,285,180,117,69,37,22,1"
un_least_developed,1952,"18027,25957,35703,48705,67074,94374,137146,206910,328048,553012,963354,1681810,2952104,5116278,8570855,13032126,17673542,22462412,25940101,26872477,24274068,17875121,12004467,7954691,5275436,3445839,2187761,1364401,833179,498745,299197,175465,103536,63725,39632,24462,14848,8743,4981,2758,1550,885,504,302,193,122,74,40,24,1"
un_least_developed,1953,"17947,26078,36016,49215,67766,95128,137764,206881,326324,548077,955299,1671289,2934602,5076367,8506676,13012827,17708977,22490048,26255481,27512380,24964847,18429225,12532051,8382195,5579427,3669984,2338591,1461429,891261,533101,319178,187333,110077,67666,42174,26191,16027,9531,5498,3081,1747,1012,585,349,224,142,86,51,26,4"
un_least_developed,1954,"17222,25429,35253,48154,66226,92968,134822,203427,324440,552162,969344,1697606,3010737,5279527,8847621,13214866,17752001,22727332,26641588,28004301,25549525,18898479,12867436,8645443,5775813,3805145,2417856,1506128,910449,541797,322738,187975,110688,68025,42245,26150,15968,9483,5467,3086,1758,1035,607,359,233,147,86,52,26,2"
un_least_developed,1955,"18272,26706,36762,49913,68276,95275,137333,205259,321712,537033,935830,1639659,2886023,5041301,8539569,13286800,18405356,23933574,28089324,29470307,25667919,18536245,12818136,8726858,5864047,3893893,2499480,1578240,964973,578835,346522,203766,119338,73232,45735,28518,17595,10546,6129,3468,1978,1160,681,401,257,165,98,60,29,5"
un_least_developed,1956,"17488,26220,36463,49714,67934,94514,135581,201952,315371,523248,908492,1589321,2777584,4822603,8168041,12890209,18070676,23384133,27881579,29751743,27385694,20382278,13980420,9452986,6328100,4191912,2679960,1675859,1013204,603305,359231,209564,122719,75244,46766,29075,17892,10735,6253,3569,2046,1207,717,413,269,172,101,62,31,6"
un_least_developed,1957,"17782,26948,37647,51486,70566,98336,141056,209505,324835,533158,919532,1604640,2792514,4829158,8214298,13163469,18737001,24469196,29033673,30892157,27678050,20245287,13907249,9443874,6356419,4228602,2722479,1723021,1055516,632836,377123,222531,129671,79269,49626,31096,19288,11624,6780,3835,2163,1261,737,430,276,180,103,63,29,8"
un_least_developed,1958,"18687,28070,38937,52920,72056,99872,142754,211998,329690,543286,938078,1637896,2861316,4974980,8500072,13521250,19205355,25239308,30090120,32021118,28022865,20232759,13965246,9468558,6394447,4275597,2763400,1758859,1085153,654335,389993,231380,134534,81784,51225,32125,19920,11982,6951,3882,2161,1231,724,420,271,178,108,66,30,9"
un_least_developed,1959,"16500,26290,37397,51518,70682,98316,140405,207044,317677,513985,878625,1532907,2669181,4584938,7846424,12884481,19083873,25499094,30789981,33167391,29620140,21575032,14838736,10027446,6762461,4518356,2920345,1849782,1136767,681244,405341,239347,138880,84399,52708,32955,20405,12257,7109,3966,2210,1258,733,431,269,180,108,66,31,10"
un_least_developed,1960,"15029,25084,36057,49744,68174,94836,135722,201187,310840,505800,867954,1519215,2645232,4539159,7747747,12733626,18948090,25354007,30963934,33689736,31016487,22951716,15778185,10648299,7153933,4771508,3084909,1950338,1199464,717287,424319,250103,144440,87199,54280,33832,20873,12485,7184,3980,2183,1225,707,412,261,179,108,62,35,12"
un_least_developed,1961,"15333,25578,36695,50478,68979,95638,136503,202469,315745,522526,910980,1610832,2823464,4851467,8092776,13072902,19253622,25509592,31245053,34108064,32131083,24112553,16294014,10738702,7151125,4768965,3104075,1984146,1241702,758667,452837,272530,159059,94632,59228,37414,23359,14158,8234,4547,2446,1339,756,446,279,194,120,71,40,17"
un_least_developed,1962,"15544,25887,37014,50651,68829,94910,134671,198731,307802,505332,872840,1533718,2689746,4613556,7734091,12675122,19044493,25842775,32017142,35214971,33116001,24752576,16925524,11478449,7823678,5296027,3470076,2221439,1369345,824994,489079,289258,166252,98764,61323,38406,23788,14337,8307,4600,2483,1379,783,461,288,196,119,73,41,18"
un_least_developed,1963,"15959,26560,37965,51925,70542,97247,137912,202889,312504,509570,876634,1537582,2682643,4619282,7714074,12556405,18625078,24902301,31092260,34782955,34568934,27395008,18815447,12684741,8522657,5704971,3702232,2346777,1439326,867312,514761,306018,176587,104259,64614,40511,25141,15206,8851,4933,2668,1472,847,497,315,212,136,84,50,25"
un_least_developed,1964,"15151,26420,38421,53194,72789,100407,141462,205297,311956,506998,877967,1548049,2704738,4696195,7912396,12918564,19010100,25382520,31808131,35590921,35404794,28053249,19217671,12955611,8760124,5936604,3889893,2472838,1528874,927756,553289,330991,193654,112820,69631,43924,27465,16761,9829,5469,2930,1578,870,520,332,226,143,93,56,27"
un_least_developed,1965,"11631,23698,36041,51031,70749,98510,139634,203214,308825,503539,880085,1561812,2736784,4759464,7986215,12951622,18978316,25404906,31978758,36230681,36833539,30181037,20661965,13537457,8870872,5886627,3823449,2417289,1512626,929871,562516,341040,204794,120353,74575,47511,30018,18522,10987,6204,3337,1811,999,600,379,261,174,120,78,40"
un_least_developed,1966,"12931,25070,37563,52664,72572,100691,142611,207860,317383,521919,916884,1622811,2827226,4971493,8385698,13278597,18912040,25343184,32455046,37030909,37962207,31347114,21467476,14066109,9166451,6059287,3940215,2503088,1584638,982771,602047,366568,222999,131645,81362,52028,33115,20633,12383,7084,3887,2127,1186,708,449,306,206,136,86,50"
un_least_developed,1967,"12703,25360,38423,54191,74860,103720,146067,210697,316788,513285,894408,1581092,2769676,4925750,8488543,13635285,19534253,26391285,34073761,38759597,39267826,31638545,21485523,14069052,9150855,6035689,3947817,2538692,1636351,1030137,639638,390677,240160,142506,87708,56199,35964,22587,13695,7941,4412,2424,1359,807,511,346,228,148,97,57"
un_least_developed,1968,"12260,25284,38644,54660,75424,104260,146393,210610,315343,507367,878392,1550731,2713288,4822943,8376888,13633674,19605654,26222748,33649945,38629869,40073604,34283509,23711728,15273239,9787625,6394841,4164199,2657612,1695180,1055188,649761,396951,242606,144024,89219,57145,36514,22952,13954,8146,4577,2570,1458,876,556,371,243,159,102,56"
un_least_developed,1969,"12303,25952,39713,56143,77359,106510,148738,212935,318273,513639,892403,1573804,2749726,4889870,8463666,13708849,19743255,26542226,34232254,39525247,41246484,35455325,24655843,15947200,10215723,6668681,4349763,2783014,1775368,1103213,678475,414100,253034,149803,92320,58945,37622,23661,14393,8408,4722,2637,1501,906,569,383,247,164,106,59"
un_least_developed,1970,"12582,26969,41598,59012,81356,111693,155006,220614,328569,527764,912945,1608042,2791882,4920346,8510639,13772252,19857920,26685546,34538751,40310037,42259769,37206249,26048673,16698594,10572415,6857270,4453549,2859177,1826240,1141816,707602,432807,266401,157763,96260,61389,39228,24669,15015,8756,4886,2678,1494,889,556,382,249,164,104,62"
un_least_developed,1971,"13284,27651,42317,59669,81838,111928,155017,220632,329332,531369,921179,1621702,2818061,5002998,8672948,14007685,20126029,27307881,36080398,42106567,43959826,37197612,25773756,16918802,10898575,7143536,4640340,2969213,1886110,1172282,719965,439744,269041,158564,96821,61508,39067,24450,14771,8543,4747,2583,1439,859,539,374,245,160,103,62"
un_least_developed,1972,"11227,26700,41829,59577,82077,112569,156098,222131,330668,530168,909594,1595551,2794171,5031785,8993421,14695213,21309527,29522042,39542575,45956473,45278118,35182147,24179546,16138476,10416368,6780528,4423653,2874929,1857650,1168931,722711,444359,272652,161039,98708,62771,39852,24903,15049,8700,4822,2632,1474,872,551,373,251,156,97,56"
un_least_developed,1973,"12192,27889,43345,61429,84408,115580,160264,228348,342270,557135,969006,1707025,3015636,5473801,9710014,15397615,21838816,30052313,40159475,46540979,45649939,35340858,24468202,16576962,10879398,7173856,4720219,3078786,1998022,1263291,778041,473035,290409,171405,103772,65825,41837,26151,15814,9118,5005,2684,1469,857,545,366,249,151,100,49"
un_least_developed,1974,"9999,26369,42169,60388,83420,114655,159674,228345,342739,557947,968429,1701251,3006583,5446689,9617878,15213195,21390608,29028632,39049832,45631003,47164074,38857761,27067879,18146728,11854500,7806476,5124715,3295305,2101071,1310154,793478,478795,289808,169151,102697,64790,40766,25278,15109,8599,4655,2483,1364,800,509,350,233,140,88,47"
un_least_developed,1975,"12379,28754,44626,62920,85895,116947,161478,229524,343437,556758,962760,1696892,3009519,5514881,9927083,15830431,22275699,30197205,40816085,47453803,48306268,39103691,27435282,18590119,12217521,7961035,5064335,3086222,1830023,1056483,623427,361473,211033,127657,78191,47671,28860,17212,10007,5743,3305,1920,1154,711,454,308,203,114,67,33"
un_least_developed,1976,"10995,27941,43961,62009,84376,114296,156946,221685,329321,529937,911585,1612716,2887594,5347955,9788336,15794538,22356114,30283953,41128380,48202020,49640540,41089640,29107335,19731586,13008284,8462974,5333631,3212167,1869845,1071810,624442,359688,211772,127498,77359,46783,28095,16703,9792,5701,3332,1970,1190,728,458,308,203,110,66,30"
un_least_developed,1977,"14732,31522,47933,66605,89660,120117,162964,227664,335789,538562,922601,1622566,2890614,5327413,9805216,15976920,22762076,30981577,42201149,49599226,50947169,42004473,29953171,20461626,13568285,8781105,5501781,3278962,1898619,1079474,624528,358698,211656,127885,77777,47045,28295,16847,9878,5761,3366,1999,1206,743,467,310,206,110,66,30"
un_least_developed,1978,"14708,31870,48422,67094,90118,120604,163801,229627,340239,547494,939510,1649554,2923839,5387845,9903252,16296141,23300161,31567902,42707986,50144950,51976435,44104221,31336217,21080485,13957571,9091946,5704872,3417031,1974506,1123606,649915,372102,218710,132242,80657,48916,29435,17532,10264,5966,3461,2051,1228,758,480,312,205,117,63,27"
un_least_developed,1979,"16588,34118,51057,70243,93870,125130,169183,235847,347423,555489,944132,1654693,2962886,5492564,10151712,16827324,24138974,32411645,43517877,51161960,53400150,45923033,32494028,21441158,14023980,9098463,5722819,3430121,1980582,1129095,653943,376523,222961,135735,83250,50653,30547,18232,10710,6247,3657,2171,1307,817,512,331,218,125,68,32"
un_least_developed,1980,"16585,34783,52232,71997,96499,129153,175556,246103,362939,577590,982211,1730928,3085724,5685542,10429371,17358576,25057610,33581349,45058766,52877072,54928735,46778359,32855679,21650726,14134833,9132642,5724321,3390330,1948482,1107424,648894,374500,223266,137433,85027,52149,31673,18980,11177,6533,3847,2286,1383,862,538,347,228,137,72,35"
un_least_developed,1981,"17143,35663,53888,74637,100478,135096,184476,259933,386073,619327,1060933,1873372,3337987,6165423,11211205,18262025,26027195,34904621,46378209,53863452,55938271,47783225,33332154,21815469,14241142,9213395,5699379,3339866,1881332,1067657,620677,357494,214291,132020,81444,49871,30190,17991,10575,6217,3655,2184,1327,830,525,338,223,139,78,40"
un_least_developed,1982,"18108,37634,56781,78442,105240,141153,192671,272371,406408,654119,1122968,1974701,3473349,6301313,11314929,18613859,26874733,36346335,48199811,55580966,57135558,47790032,33165641,22130455,14807398,9779927,6102631,3594855,2017823,1141774,656226,374020,221438,134540,82161,50154,30322,18035,10631,6248,3675,2189,1328,830,527,335,225,132,73,31"
un_least_developed,1983,"19388,40252,60697,83955,113091,152856,211325,304158,461994,745233,1270475,2210030,3795304,6725830,11814787,19064170,27661260,37301034,49096549,56414517,58076068,49246424,34219929,22657736,15119597,9968305,6212784,3675316,2055038,1170429,675969,384717,226970,137965,84384,51635,31248,18612,10972,6469,3828,2289,1387,864,551,348,233,140,74,31"
un_least_developed,1984,"20523,42604,64152,88541,118983,160576,222370,321859,493249,800791,1369203,2378431,4036094,7095689,12313223,19746803,28738207,38761563,50520361,57843469,58855430,50423928,35225374,22886256,15148591,9968934,6230667,3716002,2088168,1190504,682090,384808,226519,138097,84748,52133,31688,18898,11103,6509,3796,2244,1365,833,542,338,221,130,66,27"
un_least_developed,1985,"21527,44662,67113,92285,123344,165321,227047,326027,496026,798803,1352892,2339191,3957516,6955688,12297173,20049332,29270604,39886620,52241889,60607811,60505479,52374705,36737752,23438945,15173764,9826491,6071076,3611352,2030329,1156731,655006,369150,219995,136159,84568,52375,31956,19073,11214,6568,3851,2290,1386,848,544,338,218,129,61,24"
un_least_developed,1986,"22573,46785,70156,96212,128181,171348,235117,338023,515566,831072,1402944,2408895,4047722,7095293,12406200,20098447,29291955,39961414,52940737,62476442,62566116,53856904,38280780,24692352,15996821,10343154,6396743,3803210,2143302,1219472,687067,386796,230940,143241,89284,55547,34116,20614,12338,7384,4414,2663,1634,1013,641,401,253,157,77,30"
un_least_developed,1987,"23090,47838,71688,98266,130899,174721,238566,339552,511368,819144,1380790,2382414,4098618,7285194,12997699,20907669,30038067,41116947,54801605,64405187,64613892,54741066,38949778,25338254,16354920,10473738,6440737,3812224,2149467,1224112,691925,391845,235763,147257,92285,57700,35530,21445,12771,7622,4541,2744,1682,1047,667,419,269,166,87,36"
un_least_developed,1988,"25119,52139,78920,110389,149362,201862,276934,390977,578516,911295,1505888,2552288,4414490,7924632,14258457,22295054,31232962,43388293,57918313,66594072,66108531,54338734,38173980,24778457,16000556,10321249,6438362,3896359,2240089,1286247,727505,409645,244255,151322,93508,57078,34209,20122,11676,6776,3945,2353,1438,913,580,377,242,150,79,33"
un_least_developed,1989,"26465,54882,83542,116423,157072,211658,289331,406691,600145,943899,1554643,2630250,4596476,8349859,14982282,23188018,32278954,44797652,59628423,68077469,67601115,55570429,38994489,25369830,16362495,10533960,6543638,3933776,2248684,1292953,732470,413949,247494,153171,94649,57903,34848,20520,11878,6870,3990,2374,1453,925,595,382,256,163,78,32"
un_least_developed,1990,"26956,55936,85454,119168,161188,218209,300200,425021,629604,988702,1626156,2747869,4792249,8703172,15747818,24775761,34517456,47001930,61975164,70661196,68720135,56557021,39439180,25380384,16052967,10117322,6180886,3657929,2100800,1214695,689895,397786,241859,150653,93506,57247,34355,20201,11719,6789,3944,2357,1434,910,585,375,250,158,75,29"
un_least_developed,1991,"27489,57340,88083,122934,166745,226379,312006,441231,650378,1014697,1662242,2805086,4913402,9014870,16481613,26377937,37214509,50414579,64478052,72818992,69276245,56824263,39101499,25215910,16005507,10122019,6196799,3645985,2086921,1208222,690963,401693,244756,152189,94107,57380,34290,20037,11551,6605,3812,2253,1369,872,554,349,225,137,61,22"
un_least_developed,1992,"18474,39111,61609,88522,125016,178470,259850,386763,594165,959869,1642959,2891597,5138187,9406403,17288554,27890105,39368721,52352195,64959583,73542620,70189246,58685152,41087818,26230692,16480203,10338793,6290072,3672383,2095223,1203044,687067,403227,244164,150124,92101,55835,33260,19479,11298,6502,3763,2228,1363,855,549,357,219,143,65,21"
un_least_developed,1993,"10347,23024,37094,56333,85654,132202,206278,324097,518043,869086,1548766,2830598,5161310,9563318,17631313,29087047,41496538,53872133,65330521,73342290,71717302,61007634,44263578,28399991,17549413,10563707,6222238,3556662,1969829,1097707,628658,367694,219012,132134,79763,47972,28848,17345,10447,6241,3731,2228,1362,845,541,346,214,130,65,21"
un_least_developed,1994,"13561,26956,42681,64253,96276,145479,222111,344642,551898,934298,1675050,3087021,5675903,10451126,18924176,31190504,44453432,56796387,68104174,75561737,73180003,60234292,42138906,27776454,17585120,10763694,6364088,3710363,2110547,1188953,679206,393738,231399,137811,81914,48379,28676,17121,10314,6207,3716,2232,1344,835,527,344,213,134,64,22"
un_least_developed,1995,"8913,20821,34046,52154,80181,125326,198225,315246,508926,859396,1544670,2872869,5348010,9896250,17824067,29845988,43781240,56637441,69080734,77962244,76716161,62889557,44564878,30135157,19403956,12079230,7278044,4305484,2478316,1401596,799780,462463,270825,160520,95386,56507,33494,20006,11996,7209,4319,2585,1565,982,612,389,247,158,73,27"
un_least_developed,1996,"8608,19921,32689,50609,78536,123410,195379,309245,493932,821690,1459318,2724664,5154821,9611121,17232889,29170153,43740272,57210813,70829549,81248776,80096847,64784040,46138801,31604317,20592202,12882774,7805232,4634419,2683555,1523690,860283,492309,286625,169150,100317,59419,35054,20733,12319,7353,4383,2620,1579,973,601,383,239,152,73,27"
un_least_developed,1997,"8843,19790,32164,49447,76217,119103,188400,300539,488274,828819,1491249,2812090,5359465,9955206,17512072,29356322,44238498,58291722,72688316,84115516,82299882,66398644,47123793,32468922,21399807,13428651,8129891,4832991,2800910,1590929,893333,507517,293498,172381,101865,59974,34964,20366,11937,7049,4158,2447,1466,879,526,318,199,114,55,20"
un_least_developed,1998,"8820,19210,31251,48125,73769,113908,177686,281536,461349,796666,1456359,2769409,5310314,9870813,17257247,28807715,44424009,59518992,75114408,87256640,85104427,68690407,48568598,33515597,22228956,13963642,8431739,4986404,2876417,1625009,902971,507260,290536,169385,99750,58769,34368,20002,11676,6826,3972,2310,1323,775,445,258,142,78,31,8"
un_least_developed,1999,"8656,18431,30411,48032,75789,120345,191991,308066,503201,852068,1515631,2840190,5434648,9989389,17086171,27981138,43594313,59415792,75634566,89478788,88667228,72600687,51421252,35145667,23371464,14608950,8782784,5165776,2963468,1659605,915478,508173,286871,165867,97786,57805,33964,19917,11702,6881,4030,2320,1308,730,390,213,119,55,21,2"
un_least_developed,2000,"8361,17628,29475,47226,75266,120488,194465,318518,533821,920028,1652258,3112881,5961164,10691985,17637922,27954779,42965694,59123430,75150801,90260272,91122643,76216415,54536893,37099196,24846543,15494974,9302100,5441478,3095709,1717936,942868,521687,293528,169452,99876,59119,34844,20579,12217,7262,4270,2446,1358,716,357,188,87,44,16,2"
un_least_developed,2001,"8501,17583,29197,46317,72908,115418,185746,307275,525725,924158,1676933,3161096,6010742,10611062,17349091,26877322,41332130,59351849,77401332,93153192,94610527,79771552,57435933,38921536,25761905,16067105,9696769,5703472,3268249,1825218,1006050,556234,312007,179874,106171,63089,37370,22117,13139,7793,4574,2620,1453,769,387,203,102,41,17,2"
un_least_developed,2002,"3872,8491,16123,28741,48024,80617,138314,244052,441736,811924,1522972,2917441,5570567,9843619,16256641,25275898,38954445,58394962,80175314,96670514,98810167,83357605,60454793,41054821,27237791,17236396,10730148,6535562,3841427,2196452,1231490,686288,388024,224728,133069,79637,47900,28888,17216,10073,5777,3247,1775,953,507,275,158,87,40,17"
un_least_developed,2003,"3472,7728,14830,27832,48190,82872,143282,250610,443599,794921,1450936,2734442,5213043,9299009,15381986,24003717,36936024,56123648,80258042,99205469,103295100,88992106,65328221,44117359,29085833,18293662,11380882,6941848,4074669,2318876,1299632,725869,410147,237012,140389,84006,50720,30790,18552,10970,6340,3578,1951,1048,538,299,161,90,51,16"
un_least_developed,2004,"3394,7520,14796,27526,47290,80705,138236,239731,422211,757133,1384775,2607136,4954296,8880008,14827908,23146521,34942638,52263371,75857185,99590951,106270900,96977415,73227695,48835858,31812457,19833508,12281990,7502512,4393735,2490365,1393547,777611,437019,250793,148076,88643,53653,32625,19609,11596,6706,3810,2104,1127,584,319,176,98,54,21"
un_least_developed,2005,"3405,7462,13722,25919,44569,75715,129033,222881,392074,707211,1295397,2429864,4629919,8405069,14212407,22413210,33731337,49775330,72040719,98409131,108891974,102796022,80350779,54164288,34955868,21813241,13475436,8296013,4885258,2772209,1550587,864061,483925,275529,161336,96133,57971,35125,21104,12473,7213,4102,2270,1230,637,351,180,101,59,24"
un_least_developed,2006,"3424,7400,13080,24480,41699,70304,119271,204991,359295,647563,1188202,2229911,4210079,7764351,13435203,21759219,33415137,49281421,70712610,98114535,111957676,107291381,85084604,58282600,37534768,23628355,14573927,8944449,5259181,2967937,1653386,921693,513953,288465,166623,98546,59294,36054,21772,12937,7518,4321,2427,1314,685,364,177,97,60,22"
un_least_developed,2007,"3442,7396,12177,22359,38207,63453,105448,176636,303470,542805,998381,1872184,3573052,6817109,12356587,20839345,32907490,48996540,69752812,97899599,114977757,111903986,90044726,62884157,40564953,25609860,15706871,9517177,5552658,3097582,1709986,950640,528078,293960,166782,97309,58159,35435,21644,13050,7740,4536,2604,1437,761,384,188,96,55,19"
un_least_developed,2008,"3345,7141,11523,20880,35607,58742,97008,160619,271706,479944,883850,1660029,3160412,6054234,11236452,19495428,31530232,48268811,69990783,98373516,118375502,117056601,95027719,67160592,43455098,27387157,16646445,9881856,5680286,3117921,1696293,938824,520888,287778,160432,91634,54036,33071,20600,12758,7795,4688,2758,1544,822,393,188,93,32,18"
un_least_developed,2009,"3476,7270,11336,17732,30808,51490,86358,146270,254861,466673,891411,1718179,3295778,6274842,11648777,20186779,32520799,49186128,69813661,97017784,118842330,120022810,98785050,70786700,46233825,29105785,17546201,10308691,5865885,3202654,1734424,956328,526796,288385,159567,90456,52798,32120,20197,12800,8074,5029,3055,1776,959,480,222,99,34,20"
un_least_developed,2010,"3554,7386,11355,16660,26408,42751,71043,120362,210682,387553,753813,1478525,2886237,5605909,10596050,18917371,31131081,47844497,68909497,96045091,120265955,124359136,104103333,75913854,50310041,31943389,19425623,11428824,6555570,3629792,1994178,1112381,620764,345602,194253,112895,67734,41703,26118,16382,10177,6244,3767,2214,1250,664,334,159,68,35"
un_least_developed,2011,"3669,7535,11365,16393,25599,41004,67920,115069,201112,366040,707966,1393092,2726224,5277158,9902991,17895753,30225145,47262747,69504034,97339241,123140252,129350925,108781683,79490858,52807039,33532412,20260142,11806316,6743136,3740683,2055912,1145989,641221,359261,203925,119540,71843,44156,27700,17467,10965,6820,4183,2518,1481,823,431,221,103,51"
un_least_developed,2012,"900,2048,3687,6526,12090,22265,40521,73582,137151,265639,546431,1146632,2362686,4704263,8932255,16399934,28799293,46199251,69141177,97977075,125096179,134563743,114700174,84222731,56149848,35726611,21583505,12549740,7209896,4061856,2267453,1275860,721327,409238,232841,136659,82596,50901,31936,20079,12522,7710,4705,2857,1709,984,556,308,166,83"
un_least_developed,2013,"1007,2335,4269,7627,13709,24684,44405,79725,146343,277564,557274,1156022,2376068,4689904,8797818,15949109,28222355,45997599,69320366,98108202,125807820,137270689,119317038,88332703,59335846,38230197,23136468,13526055,7831252,4459773,2509327,1415670,802228,457103,261289,154080,93623,57768,36187,22696,14061,8566,5201,3155,1894,1132,660,387,225,107"
un_least_developed,2014,"1204,2790,5059,8881,15884,28208,49656,87282,156191,288707,564316,1148818,2337571,4607599,8653028,15561795,27597668,45693665,69565269,98665136,126927301,140394444,124152166,92587270,62723405,40643284,24604219,14293374,8219743,4668905,2620308,1471211,830876,474666,272977,161949,98597,60801,38116,24062,15068,9299,5704,3493,2129,1290,773,462,270,126"
un_least_developed,2015,"1335,3144,5764,10193,18216,31989,55409,95706,168066,304638,583072,1167804,2351896,4634280,8755766,15790920,28238539,47777289,73193130,102281979,129551096,141154032,126178036,94510220,64356239,41906078,25284613,14617537,8386170,4765789,2665000,1476401,823348,468266,269477,159845,96992,59707,37568,23981,15238,9576,5987,3723,2313,1442,879,523,309,143"
un_least_developed,2016,"1298,3018,5421,9402,16977,29921,51858,89935,159524,293598,571225,1154571,2329151,4591854,8785230,16043531,29008708,49000947,74270593,102363035,129744903,141777543,130487089,99723650,68412195,44096800,26603956,15307491,8716623,4912023,2728163,1499724,828286,465690,263808,153152,90890,54756,33797,21081,12992,7871,4766,2900,1816,1175,768,511,320,160"
un_least_developed,2017,"1312,2953,5111,8584,15296,26889,46966,82692,149594,280492,554615,1132313,2301583,4581476,8856030,16314531,29502959,49522291,74040031,99697192,126869852,141161883,136242479,107593064,74477092,47682019,28950884,16600535,9319305,5192260,2871590,1571348,863155,481388,269363,154143,90469,53590,32061,19127,11249,6582,3950,2480,1635,1115,757,506,307,153"
un_least_developed,2018,"1418,3118,5239,8517,15273,26683,46386,81635,148014,278348,550833,1119921,2264771,4528343,8826587,16315443,29427509,49378145,73860353,98743849,125423871,141235658,140812523,113572667,80237596,51612041,31564156,18155681,10161928,5653184,3117532,1694640,925072,513032,286227,163586,96219,57331,34632,20867,12402,7331,4372,2693,1720,1115,723,459,273,135"
un_least_developed,2019,"1579,3437,5687,9081,15517,26568,45840,80427,146053,276544,550460,1121041,2269453,4557546,8918991,16458993,29515133,49402199,74242528,99536195,125869648,142533963,144306877,118165420,84500565,54860040,33728023,19404023,10826175,6008368,3302590,1790201,975389,543737,306686,177044,104917,62891,38107,23042,13710,8051,4747,2861,1757,1095,678,409,230,113"
un_least_developed,2020,"1854,3797,6302,10265,16982,28581,49306,87007,159829,307438,617220,1252584,2517168,5048228,9801020,17891099,31432714,51168292,76054707,101008241,126074232,143613623,145293962,121295116,86717371,56355526,34965891,20383064,11609070,6594241,3706818,2058282,1146605,651192,370182,216147,130575,79527,48399,28926,16753,9453,5340,3110,1884,1168,734,447,255,118"
un_least_developed,2021,"1846,3829,6419,10718,17817,29860,51165,89611,162756,308973,614370,1243585,2506561,5042186,9840652,18048599,31778840,51757549,76803578,101372129,125294474,145366270,149127314,126968264,89784143,58483159,36911930,22132604,12744208,7280823,4136012,2326991,1294117,721109,405890,237795,144726,88728,54034,32131,18501,10350,5799,3328,2002,1232,777,470,272,127"
