g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
g77,2039,"7818,22667,49739,83594,131714,203277,311394,483687,771299,1280620,2199332,3875487,6964271,12416189,21729011,37239111,62390259,100925629,153243295,216339725,293273428,394436825,550579832,738279046,843567826,814862020,719858674,614960994,516937571,418545655,318159584,221370221,142162452,87915130,51182396,27953983,14656619,7581143,4038717,2210101,1236304,716816,423788,249971,147938,87007,50627,29758,17702,10486"
g77,2040,"7178,21435,48824,82365,129821,200320,306558,475445,756151,1251568,2146366,3773628,6781994,12110754,21240054,36487449,61274851,99502908,151905567,215390025,292116714,391534234,543327370,732311091,846655476,825606294,731714597,625283998,525998445,426912183,326206293,228458545,147318629,91392566,53483565,29375828,15431927,7989707,4245602,2321619,1295832,749736,442855,261403,154627,91154,53055,31202,18569,11017"
g77,2041,"6905,20184,47919,81431,128401,197884,302356,467960,741866,1223282,2093699,3670894,6596287,11797788,20734607,35706817,60099302,97967318,150413592,214324007,290926346,388771806,536172780,726026429,849400318,836039743,743591233,635724029,535085398,435265487,334247360,235593998,152508740,94889728,55798659,30805844,16218208,8407918,4460306,2439167,1359944,785980,464323,274608,162591,96236,56180,33126,19793,11808"
g77,2042,"6683,19133,46750,80401,126769,195287,298062,460609,728167,1196693,2043843,3574899,6419666,11495050,20237131,34919153,58889233,96361744,148808977,213163472,289706565,386180100,529288434,719646677,851839858,846290584,755188354,645657509,543699062,443332771,342166701,242863191,158098268,98624118,58275395,32345886,17076069,8862360,4688523,2560519,1424655,820932,484591,286969,169873,100802,58924,34737,20778,12403"
g77,2043,"6465,17700,45559,79767,126642,194973,297019,457474,719744,1177225,2002784,3491842,6260480,11217457,19776075,34185181,57759924,94798372,147154372,211911859,288482568,383908642,522890968,712465993,852115052,855779294,766851378,656128253,552714619,451640400,350184344,250214273,163801594,102460196,60812348,33911196,17954782,9333524,4927374,2688234,1493241,857848,505954,299871,177377,105492,61721,36395,21802,13039"
g77,2044,"6203,16843,45355,80443,127616,195732,297120,455477,712423,1158625,1961992,3407583,6097620,10930769,19300024,33423952,56599940,93177250,145380616,210500841,287136133,381656164,516580077,704850672,852148907,865079740,778696175,666755276,561706786,459905803,358186692,257539248,169472621,106282269,63373027,35512673,18858551,9818617,5174670,2820838,1564601,895980,527616,312673,184605,109854,64230,37793,22593,13482"
g77,2045,"5966,15767,44012,79277,126453,193921,294168,449697,700831,1134795,1915013,3316059,5926592,10632103,18808850,32648097,55422106,91545655,143593315,209075747,285771588,379376497,510361613,696953336,851905543,874142560,790492732,677214255,570408074,467951528,366078709,264918321,175355113,110224696,66044083,37195556,19825464,10341753,5440768,2961249,1640076,936234,550410,326295,192525,114694,67149,39529,23638,14133"
g77,2046,"5748,14327,41326,76189,122755,188845,287326,439533,684922,1107237,1865487,3228340,5764046,10351620,18341824,31898546,54259867,89869994,141670381,207422973,284243333,377270699,504779922,689091497,850244144,882419800,802104008,687887540,579311547,476121112,373909495,272289785,181387063,114269767,68804577,38953301,20845948,10897157,5725576,3112639,1722443,980710,575751,341342,201356,120045,70385,41461,24769,14840"
g77,2047,"5510,13602,41062,77188,124678,190836,289013,439539,680816,1093176,1830411,3156325,5616687,10085977,17889696,31161465,53114657,88197781,139668971,205633517,282639641,375199651,499388189,680772139,847654374,890137353,813707252,698824321,588469591,484473261,381802447,279656384,187427637,118335124,71580095,40716938,21869381,11455419,6012768,3265409,1805427,1025460,601139,356329,210142,125315,73561,43357,25872,15528"
g77,2048,"5298,12943,38384,74118,120617,185049,281088,427734,662430,1062006,1775127,3060485,5441131,9785081,17394680,30373357,51906510,86445614,137579898,203820957,281096650,373196192,494163726,672176779,844901709,897432343,825319656,709864603,597561839,492702924,389572354,286966051,193488094,122458044,74419209,42537407,22939378,12044952,6316867,3426096,1893031,1073132,627839,372327,219631,130962,76997,45409,27083,16274"
g77,2049,"5071,12191,36417,72576,119026,182734,277809,422006,652061,1040922,1733517,2982264,5289557,9512890,16935309,29620693,50724721,84698854,135448927,201878454,279548815,371488633,489749918,663960297,840995202,903490239,836484498,720690261,606369703,500704777,397201386,294333738,199861179,126903013,77442170,44462779,24081065,12676632,6643407,3596572,1984798,1122058,654628,387693,228592,136057,80027,47112,28029,16817"
g77,2050,"4868,11514,34652,71229,117503,180528,274653,416396,641864,1020765,1693933,2907785,5144910,9252000,16497120,28908738,49606168,83022111,133290037,199698063,277574018,369275573,485082573,655693269,836491492,909181202,847737986,731879040,615611158,508972428,404898788,301679516,206180517,131324756,80478087,46420973,25242300,13314767,6970019,3765325,2075535,1170721,682002,403991,238624,142115,83894,49453,29452,17700"
oecd,1800,"18911,39912,71053,122142,183873,267513,387932,568844,845965,1272642,1927945,2936192,4498491,6926854,10627523,15549246,20533370,23785298,23876406,21018435,16694287,12417391,8915909,6249557,4295572,2911324,1962209,1325257,900474,616505,425758,296265,207838,146582,103589,73054,51185,35406,24066,16035,10455,6667,4158,2532,1506,876,498,276,146,71"
oecd,1801,"19268,40509,71897,123418,185799,270330,391995,574692,854522,1285387,1947337,2966867,4547875,7006401,10748749,15710171,20703453,23924094,23965343,21084486,16752573,12469084,8958012,6281205,4318833,2927770,1973759,1333296,906010,620316,428410,298121,209132,147491,104233,73496,51496,35620,24212,16136,10517,6711,4185,2549,1517,883,501,276,146,72"
oecd,1802,"18961,39928,71413,122826,185176,269478,390795,573033,852377,1282959,1945348,2966963,4555578,7031525,10806115,15800238,20808175,24022881,24051419,21182885,16871319,12587711,9066508,6372086,4389719,2981130,2011816,1359956,924301,632785,436898,303951,213149,150276,106179,74870,52478,36325,24716,16492,10769,6886,4298,2624,1563,913,520,287,154,76"
oecd,1803,"19015,39818,71594,123296,185850,270393,392077,574907,855290,1287794,1953628,2981566,4582770,7082535,10899807,15945488,20981041,24182661,24176570,21292702,16973370,12666622,9122568,6409458,4412726,2994312,2019098,1364381,927349,634954,438504,305156,214036,150932,106676,75232,52751,36509,24827,16553,10799,6893,4301,2618,1559,909,517,286,152,76"
oecd,1804,"18877,39191,71100,122782,185260,269685,391211,573920,854436,1287965,1956373,2990697,4606593,7135626,10996271,16073251,21100109,24264627,24238445,21374138,17081938,12777859,9222816,6492429,4475763,3040810,2051583,1386839,942641,645346,445600,310078,217439,153321,108382,76460,53638,37149,25289,16876,11021,7042,4398,2686,1600,935,533,295,158,78"
oecd,1805,"18861,39655,71636,123685,186647,271672,394069,578108,860790,1297772,1972177,3017107,4652690,7214760,11118539,16226746,21258837,24401623,24340074,21460567,17154072,12840745,9273760,6530817,4505360,3062636,2067433,1398005,950370,650713,449327,312624,219218,154549,109211,77025,54026,37421,25482,17018,11122,7114,4447,2715,1618,947,539,299,161,79"
oecd,1806,"18961,39633,71914,124150,187435,272796,395710,580520,864573,1304006,1982661,3035630,4686969,7275789,11214861,16347573,21379593,24502681,24428645,21563525,17267690,12943795,9359618,6596991,4553969,3097025,2090910,1414119,961298,658174,454451,316181,221681,156280,110434,77888,54651,37869,25798,17236,11274,7213,4514,2756,1649,963,550,305,164,84"
oecd,1807,"18766,39269,71533,123894,187370,272934,396102,581367,866488,1308304,1991880,3055359,4728826,7356221,11337400,16481372,21489762,24579563,24498652,21655769,17371556,13045644,9447282,6667097,4607470,3136953,2119286,1433968,974952,667647,461048,320797,224902,158539,112037,79037,55466,38455,26223,17535,11479,7349,4604,2815,1685,984,562,313,166,84"
oecd,1808,"19006,39317,72560,125572,189435,275576,399690,586444,874151,1320754,2012311,3090623,4790710,7463132,11500949,16691510,21716976,24784923,24675765,21809541,17486405,13094510,9442117,6637811,4566846,3096433,2084794,1407812,956769,655330,452772,315253,221135,155996,110319,77879,54646,37870,25773,17182,11209,7151,4454,2711,1614,937,532,294,155,78"
oecd,1809,"18953,39239,72629,125822,189994,276483,401146,588852,878392,1328455,2026509,3117951,4844878,7559737,11633671,16819754,21807542,24829508,24713437,21880427,17583541,13200871,9543149,6722851,4634799,3148145,2122211,1434072,974668,667481,461060,320938,225043,158703,112202,79198,55591,38551,26273,17553,11471,7336,4583,2798,1671,973,553,307,164,83"
oecd,1810,"19788,41419,74775,129048,194934,284013,412388,605663,903631,1366040,2083349,3205044,4978723,7754031,11870291,17038588,21970609,24935580,24789656,21956156,17643680,13259630,9598293,6768053,4672030,3177731,2145743,1451428,986997,676014,466920,324910,227808,160590,113466,80032,56145,38904,26502,17701,11568,7400,4623,2823,1684,983,557,309,166,83"
oecd,1811,"20700,43274,77012,132234,199573,290666,421947,619497,923888,1396011,2128442,3274648,5086465,7912298,12064957,17237570,22152489,25084039,24919460,22082368,17750384,13344571,9661360,6811801,4702376,3197559,2159494,1460829,993370,680392,469936,326952,229238,161612,114164,80507,56454,39104,26632,17780,11617,7426,4638,2830,1691,988,558,310,167,82"
oecd,1812,"20813,43406,77637,133490,201430,293422,426052,625807,933972,1412568,2156492,3323222,5171915,8054909,12269749,17471919,22362339,25242140,25073799,22248423,17909985,13473914,9757882,6878590,4745237,3223127,2174756,1470118,999418,684359,472635,328854,230587,162588,114885,81019,56824,39339,26776,17849,11645,7432,4636,2826,1681,981,556,307,166,81"
oecd,1813,"20082,42318,76619,132422,200042,291310,422833,620942,926817,1402236,2141467,3301450,5142961,8019290,12245286,17501731,22492377,25483596,25369303,22554974,18203832,13732720,9973410,7050381,4877306,3321609,2244738,1519009,1033181,707644,488733,340034,238373,168040,118734,83769,58807,40778,27812,18595,12168,7791,4873,2979,1779,1042,590,326,178,89"
oecd,1814,"20250,42528,77194,133431,201831,294004,426730,626425,934541,1412739,2154398,3314840,5151354,8014152,12231888,17545528,22674777,25808980,25730947,22876536,18472327,13944759,10137020,7170722,4962139,3379428,2283829,1545400,1050813,719517,496809,345588,242232,170768,120662,85134,59767,41439,28255,18886,12350,7906,4942,3024,1807,1057,599,334,182,93"
oecd,1815,"19930,42663,77177,133657,202456,294977,428074,628273,937207,1416815,2161213,3326825,5172548,8048653,12282122,17631093,22831102,26056517,26021386,23155710,18712581,14154673,10312033,7313547,5075974,3468032,2349622,1592313,1083633,742309,512571,356454,249785,175998,124303,87698,61566,42723,29177,19541,12809,8217,5151,3158,1889,1106,628,349,190,96"
oecd,1816,"20212,43676,78508,135739,204427,297530,431857,634502,947771,1434856,2191624,3377079,5253163,8171689,12454942,17864043,23134369,26415243,26383380,23469520,18941135,14291779,10378083,7336628,5075755,3455282,2335158,1579589,1074436,735849,508177,353493,247833,174754,123536,87212,61261,42515,29012,19406,12703,8131,5087,3112,1856,1083,617,342,184,91"
oecd,1817,"18672,41805,76423,133053,199590,290768,422928,623460,934893,1421401,2180153,3373931,5270229,8221526,12547888,18007853,23337394,26681076,26686398,23772133,19213083,14522138,10570153,7491165,5193076,3541040,2395461,1620750,1102440,754850,521115,362397,254037,179139,126702,89572,63043,43854,30003,20127,13217,8491,5328,3268,1958,1147,652,363,196,98"
oecd,1818,"17716,39204,73255,127861,191918,279820,407681,602129,904905,1379165,2121508,3296559,5178537,8126979,12480465,18024662,23506482,27014168,27130282,24233448,19631727,14860480,10837521,7696250,5342801,3647593,2467933,1670785,1137119,779228,538389,374707,262779,185417,131291,92980,65611,45809,31464,21201,13988,9026,5694,3509,2113,1244,712,396,216,109"
oecd,1819,"15074,33785,65575,117935,179446,264461,388574,577562,872548,1335893,2066271,3233600,5121341,8099946,12511814,18144327,23762770,27425698,27622926,24704520,20008444,15123809,11008650,7802003,5401927,3678018,2483451,1679640,1143563,785176,543941,379812,267245,189184,134438,95523,67622,47363,32629,22034,14577,9434,5972,3693,2237,1319,765,426,233,120"
oecd,1820,"13267,31150,62549,114632,175370,259062,380482,564273,850474,1301136,2017711,3177417,5062101,8039741,12445299,18088837,23793501,27621508,27980358,25133643,20424562,15490934,11295133,8012926,5552528,3782970,2555032,1726771,1174941,806280,558536,390037,274551,194425,138251,98364,69771,48980,33863,22966,15260,9922,6313,3925,2384,1418,825,463,255,131"
oecd,1821,"12429,28825,59568,110969,170202,251344,368498,545638,822511,1261032,1964663,3112437,4981881,7929926,12296327,17926089,23675325,27660168,28246668,25576082,20939144,15959891,11673364,8298963,5758938,3925300,2648557,1787879,1214543,832202,575373,401002,281665,198975,141243,100425,71238,50060,34671,23566,15700,10243,6539,4083,2493,1485,864,490,270,141"
oecd,1822,"12130,29173,60262,111722,171572,252657,368995,543692,815993,1247106,1941752,3080955,4951227,7916405,12302568,17931722,23709954,27809188,28536914,25938558,21280043,16237636,11878667,8443799,5857621,3988790,2688940,1813438,1231015,842741,582123,405305,284499,200887,142577,101359,71904,50537,35017,23825,15898,10388,6647,4157,2548,1521,889,506,281,147"
oecd,1823,"12509,29271,59591,109072,167414,245963,358408,527169,790909,1210145,1889066,3009363,4858093,7795291,12143195,17733493,23562830,27865706,28840739,26382120,21741511,16638426,12196653,8684287,6031491,4108879,2767405,1864524,1264253,864432,596339,414693,290691,204999,145347,103291,73258,51517,35735,24346,16269,10652,6825,4280,2626,1572,918,524,291,153"
oecd,1824,"11764,28183,58435,107213,164555,240905,349000,509381,757623,1150286,1788332,2855317,4643596,7543774,11899117,17538094,23462379,27933172,29174246,26891275,22259467,17083024,12551435,8954659,6235879,4261125,2876597,1941393,1317539,901257,621725,432451,303158,213883,151815,108030,76715,54039,37537,25601,17118,11202,7169,4486,2744,1640,954,542,299,156"
oecd,1825,"11855,29171,57894,103713,159286,233931,339880,497421,741721,1129984,1764475,2830548,4625801,7540338,11906439,17549453,23496081,28045655,29408181,27217457,22589136,17374937,12790226,9126952,6346525,4323515,2909096,1956794,1324523,904051,622827,433071,303820,214645,152571,108745,77340,54504,37845,25802,17223,11249,7186,4484,2733,1627,947,534,292,155"
oecd,1826,"11415,28254,57342,100299,152850,222692,320697,465684,690791,1052167,1651872,2676468,4438864,7365244,11770748,17472198,23567845,28373660,29922697,27736344,23070864,17773247,13088695,9324886,6460203,4382138,2933177,1961052,1318627,894868,614207,426727,299474,212112,151149,107939,76915,54253,37712,25740,17202,11243,7185,4489,2741,1635,954,539,299,155"
oecd,1827,"11825,29947,58915,100330,152075,221520,318615,461848,683018,1038144,1626374,2627454,4346984,7226670,11553208,17134457,23324742,28499355,30419438,28348031,23595708,18180928,13418865,9561087,6607714,4466268,2981540,1990830,1336385,904801,619493,429156,300492,212400,151245,108062,77051,54356,37783,25789,17209,11219,7142,4433,2685,1586,919,519,284,147"
