landlocked,time,income_mountain_50bracket_shape_for_log
coastline,1878,"51952,80714,128306,213913,361501,621976,1102424,1999797,3724898,6977872,12708276,22267718,37516904,60253909,88052426,115642279,139011482,148611492,141753889,123917678,103188002,83126864,66359752,51243001,37409889,25674064,17023166,10974815,6961770,4324356,2633116,1579504,941522,561039,327502,193108,116470,70429,42281,24911,14228,7836,4229,2252,1223,666,385,226,126,73"
coastline,1879,"51289,79736,127419,213707,362613,622964,1100038,1985537,3677051,6873998,12556177,22105627,37396807,60170852,88003786,115754937,139498073,149394166,143002696,125303188,104200905,83722464,66933661,51777144,38068744,26231657,17344604,11168833,7079676,4388766,2665100,1595538,952433,569694,334053,198017,119811,72557,43648,25747,14767,8192,4472,2424,1338,730,410,243,135,73"
coastline,1880,"50118,77145,121464,202867,348018,593444,1030114,1857106,3453759,6504093,12106073,21681376,36935035,59897071,88084278,116204937,140420432,150559045,144261661,126219499,104628399,83826537,67104227,52468627,39075041,27323476,18369433,11923112,7581636,4671318,2795282,1643557,964451,570482,332003,194296,116131,69570,41464,24323,13900,7678,4185,2284,1257,697,401,235,132,74"
coastline,1881,"52196,81198,129702,222112,387474,660783,1140726,2003179,3653724,6747973,12223848,21606301,36782353,59560038,87890321,116355907,140862195,150830210,144466491,126447343,105084861,84688465,68191699,53592885,40176145,28306911,19150715,12445642,7901188,4854047,2898485,1698318,990826,583962,339204,197588,117809,70511,42024,24683,14104,7807,4246,2309,1269,709,412,240,135,77"
coastline,1882,"49186,74935,116237,191711,329695,563443,983463,1785937,3372204,6426723,12029214,21563023,36771584,59779083,88241128,116883237,141679528,151689389,145150432,126868890,105406534,85202738,68929494,54483304,41238684,29397255,20105331,13135301,8348667,5129514,3051801,1774577,1023906,597531,345141,199757,118583,70803,42095,24642,14041,7741,4184,2259,1239,688,407,243,134,76"
coastline,1883,"50299,76461,118664,196208,338463,579376,1011565,1837069,3461589,6566794,12181208,21659586,36841654,59873126,88475688,117446828,142744578,152916287,146247929,127636781,105838019,85532394,69380322,55181882,42043665,30093745,20608372,13444488,8526530,5221160,3094936,1794007,1033023,602176,347048,200198,118560,70697,42005,24610,14037,7749,4202,2261,1255,696,410,251,133,76"
coastline,1884,"51407,78603,122966,204941,354513,606460,1055361,1894120,3512912,6620637,12157662,21506548,36555628,59518185,88333363,117669758,143414922,153852795,147577456,129037380,107121507,86662921,70417604,56123782,42827632,30681383,20996758,13668167,8641298,5266758,3108300,1796845,1032517,600835,345710,199338,117990,70325,41774,24481,13962,7707,4188,2257,1255,694,406,247,135,75"
coastline,1885,"50255,75853,116936,191948,327250,552812,956601,1725229,3231740,6135715,11529932,20886548,35989249,58918098,87963840,117649567,144139381,155409530,149940279,131745461,109518051,88553151,71784306,57018729,43269817,30831758,21017052,13638159,8620033,5255776,3112542,1810066,1049758,617861,358780,208408,124097,74316,44300,26036,14906,8270,4523,2462,1373,766,457,280,156,81"
coastline,1886,"49205,74180,113795,186035,317774,539020,937341,1703045,3219117,6131644,11581260,21106182,36511625,60018533,89486819,119832974,146669038,157465253,150686733,131147527,108552563,87946340,71587351,57102965,43607354,31256455,21424189,13963983,8852090,5415839,3214783,1872406,1086996,641009,373229,217166,129373,77432,46135,27159,15607,8728,4835,2677,1503,857,497,301,175,88"
coastline,1887,"46910,70712,108125,175259,300958,514176,899053,1637358,3092839,5897132,11153954,20404823,35461643,58456719,87703585,117816246,145020560,156639055,151520797,133381291,111099115,90597139,73855843,59370949,45784755,33224592,22967985,15067559,9568314,5870935,3490466,2031411,1175454,690589,401515,232280,137707,82265,48973,28840,16617,9322,5170,2857,1605,915,536,324,195,101"
coastline,1888,"46435,70025,106814,172109,294262,500422,872109,1584437,2992161,5703053,10804863,19861398,34718389,57607995,87134915,117789207,146183340,158825214,153939853,135607624,112813571,91732322,74783035,60338658,46485139,33737062,23312972,15231272,9621946,5864809,3472384,2018145,1167903,686283,399250,231064,137077,81984,48911,28922,16788,9529,5347,2994,1693,967,570,342,205,109"
coastline,1889,"46716,70200,106968,171860,295158,503149,876630,1590915,2997949,5698317,10770334,19748304,34482066,57601350,87694304,119226962,148729477,161623232,155703924,135937960,112260053,90755281,73921346,60035684,46822637,34517615,24229932,16068584,10220036,6274721,3724432,2160419,1242620,724229,419793,240835,141544,84175,49940,29384,16942,9536,5306,2943,1654,953,570,347,212,115"
coastline,1890,"46221,69155,104734,166907,284947,482243,833937,1503660,2826390,5373106,10177547,18766960,32925308,55334768,85358450,117063047,147712598,162547217,158455343,139815419,116026777,93942871,76328094,61841936,48112798,35409478,24811597,16404933,10404949,6359760,3762023,2181861,1257667,735676,427883,246354,145166,86503,51450,30366,17610,9972,5581,3112,1759,1003,601,363,212,120"
coastline,1891,"46873,69847,105913,169458,292054,498640,870544,1588303,3007147,5730726,10837742,19834259,34606767,58208936,89041824,121838488,152564259,165625502,157984791,136594851,112282099,90866360,74457466,60899296,47802427,35456386,24991360,16620727,10559340,6454585,3799828,2183716,1244569,721646,416990,238372,139488,82653,48943,28779,16617,9387,5239,2930,1672,965,576,356,211,118"
coastline,1892,"46085,68169,102391,162165,273405,466937,811068,1470709,2785292,5321638,10088537,18660152,32871425,55654050,86288353,118824550,150445102,165239601,160421887,140652057,116223898,94134155,76901831,62972898,49604016,37046772,26300100,17659171,11254200,6897491,4044041,2300969,1296104,743591,426812,242053,139795,81994,48263,28331,16409,9327,5285,2978,1714,988,591,351,209,119"
coastline,1893,"45230,66875,100470,159357,274623,467187,811471,1469143,2772203,5273350,9926256,18280376,32218408,54659122,85255645,117745971,149617767,164956628,161344327,142867302,118913410,97001563,79535703,65202973,51128137,37902779,26677430,17601669,11061791,6671046,3869905,2198975,1244102,718202,413112,235301,136733,80387,47384,27794,16072,9123,5158,2897,1672,961,580,346,206,124"
coastline,1894,"44196,65098,97410,153761,261573,442832,773070,1412468,2691364,5171024,9718250,17851664,31485408,53607910,84119237,116605508,148530150,164149285,161319205,143919764,120645625,99727356,82339704,67825255,53302372,39472696,27699763,18183993,11363905,6819268,3961411,2268319,1297297,755137,437911,251280,147421,87620,52136,30834,17932,10221,5754,3229,1832,1046,621,370,219,134"
coastline,1895,"44920,65942,98214,154037,261470,445872,776946,1417585,2702102,5196696,9771575,17980620,31814079,54357103,85266800,118211745,150727962,166090475,162566158,144118885,119836653,98260400,80735869,66852286,53182087,40291438,28907990,19500874,12331626,7468118,4325205,2440766,1367320,779240,445661,250594,143943,84404,49647,29046,16717,9404,5216,2897,1620,925,559,338,196,121"
coastline,1896,"45284,66827,100196,157554,270451,461595,810839,1494987,2861604,5507995,10339507,18822800,32991359,56248879,87655515,121308498,153579429,167496975,161554683,141430319,117280209,96720641,80514364,67398448,54111739,41148968,29573678,19860873,12487665,7498980,4316685,2430901,1363416,778491,445946,250738,144032,84578,49832,29178,16765,9380,5159,2829,1575,886,533,322,194,113"
coastline,1897,"48525,71492,106388,165902,275461,466644,805071,1445055,2705963,5060262,9352049,17198404,30751835,52497603,82837382,115494655,148664561,166324294,165224087,149338658,125080498,102180160,83654859,69348051,55512390,42396222,30670600,20850489,13216947,7997395,4607831,2577733,1428829,804659,457764,255049,144706,84401,49511,28894,16549,9210,5032,2732,1499,825,496,295,176,103"
coastline,1898,"49243,72384,107630,166373,272977,457034,778732,1388417,2597934,4942737,9235044,16988448,30340921,51966618,82269763,114986448,148208107,165816582,164818123,149241020,125242432,103541053,85736580,71578846,57820536,44595343,32428906,22110641,13966473,8374562,4768941,2640251,1451080,810714,459265,255128,144060,83729,49025,28617,16413,9153,4993,2688,1456,791,467,276,155,99"
coastline,1899,"52097,77622,117094,183463,301471,517751,904185,1630261,2998971,5429042,9862681,17948549,31692015,54027846,85043762,118353464,151799025,167273284,163872812,145763695,121221562,100080355,83679001,70767192,58291257,45845841,34056287,23745104,15266468,9284355,5351272,2975347,1629864,899751,508093,282073,157813,91267,53325,31042,17776,9890,5377,2893,1559,863,504,293,175,110"
coastline,1900,"53387,78645,117246,181063,288687,478075,814709,1454002,2720366,5154046,9588430,17497414,30961983,53157137,84429016,118075074,152114600,168687698,165990858,148212436,123201298,101498032,84786709,71802883,59332797,46817899,34893304,24345697,15668195,9499781,5441372,3000520,1632602,896210,503806,278695,155377,89657,52288,30400,17355,9632,5229,2806,1509,839,487,284,175,103"
coastline,1901,"52923,77818,115479,177827,281003,464251,791894,1416957,2665629,5087039,9519838,17450544,30919720,53063232,84274185,118020945,152188798,169045008,166800487,149514900,124611340,103070213,85975590,72687595,59996722,47518160,35699185,25214591,16529139,10179010,5917674,3289797,1782586,965467,536711,295355,162154,92303,53516,30956,17650,9796,5323,2848,1547,843,492,285,172,100"
coastline,1902,"51845,76253,112970,173932,275125,453993,772438,1379071,2585199,4910877,9158244,16864751,30231776,51891828,82474751,115844201,149779629,168267944,167888316,153339911,129328771,106805332,88698075,74612928,61555981,48789604,36683059,25924505,16969708,10433637,6054664,3360892,1821879,987261,548864,301573,165498,94371,54715,31628,18002,9958,5402,2878,1547,842,481,285,169,100"
coastline,1903,"55584,82194,121850,186483,292119,476800,802598,1415711,2626659,4964677,9209813,16871237,30315618,52091572,82740692,116213258,150107776,168656474,168707874,154479203,130052497,107498796,89457605,75467137,62683843,50105341,37966294,27016749,17866239,11022415,6390626,3531819,1905984,1026650,566446,310299,169110,95676,55282,31873,18078,9980,5426,2910,1571,845,495,291,171,94"
coastline,1904,"56207,83295,124129,191834,306472,512841,878419,1562361,2870144,5197201,9378084,17026484,30634679,52552835,83371529,117121598,150978643,168733376,168437931,154450264,130382813,108191883,90860531,77162568,64306693,51550361,39141273,27821127,18314445,11252256,6486056,3562841,1918746,1036191,573325,313481,170898,96761,55900,32308,18425,10248,5623,3048,1661,895,526,310,184,101"
coastline,1905,"57051,83982,124352,190037,296821,481121,806864,1422688,2642963,5014615,9372250,17247638,31034028,53552891,85007809,119483497,154100564,171835924,171279111,155578989,130076897,106949535,89294376,75969034,63831547,51773108,39767344,28597384,19088701,11841886,6884066,3799323,2046332,1098606,604945,331705,180140,101571,58724,33906,19287,10716,5853,3143,1729,934,545,319,189,114"
coastline,1906,"56539,82750,121954,186202,290212,467757,782948,1378685,2563089,4887654,9231111,17115760,31004812,53609936,85078983,119642086,154041236,171816874,171783966,156888592,131366658,108392748,90630210,76804566,64479581,52684584,40853598,29858103,20397464,12961753,7666689,4265324,2300448,1229087,670188,369425,199992,111145,64012,36933,21010,11695,6394,3446,1893,1019,588,346,207,115"
coastline,1907,"58369,85270,125656,192422,302586,495114,842918,1502527,2807896,5284051,9748752,17797530,31974975,55275127,87568174,123183896,158607262,174667816,172659875,154848187,128281994,105741261,89279385,76538487,65003071,53641508,41934702,30775819,21065377,13375827,7891754,4369821,2347837,1251404,682703,377224,204258,113497,65440,37852,21606,12058,6619,3579,1967,1063,609,357,212,116"
coastline,1908,"58154,84643,124116,189797,298806,491787,834710,1481461,2759753,5218611,9693695,17802261,32054305,55360718,87585050,123357403,158676549,174835887,173334857,155987213,129760462,107613728,91698124,79605631,67819763,55582925,43017945,31016784,20693812,12782909,7362960,4013156,2142005,1146244,631735,346405,187732,105632,61120,35449,20332,11416,6326,3459,1903,1037,596,353,210,114"
coastline,1909,"53170,76589,110949,168760,265436,436449,746350,1337240,2512498,4787980,8934862,16544176,30355091,52912278,84114356,119228974,153161436,171780213,173324429,161506628,137307852,114116604,96097139,82067336,69530625,57184821,44666844,32611732,22190181,13993010,8206273,4518583,2413560,1281107,697294,384132,207369,115107,66459,38563,22113,12407,6867,3742,2045,1099,624,363,213,114"
coastline,1910,"48805,68365,97361,146974,231888,384373,662396,1201202,2288777,4450050,8583920,16243268,30027918,52542495,83878828,119418575,153475831,172126252,174635775,163353882,139017174,115570422,97203012,83118914,70757573,58620920,46050238,33735305,22941967,14421116,8420344,4609524,2448902,1294579,701979,383527,205770,114507,66177,38315,21897,12220,6702,3619,1946,1042,585,338,199,107"
coastline,1911,"49040,68234,96511,144741,227430,376557,650956,1186136,2274507,4444020,8577108,16247567,30102411,52890495,84633736,120760073,155165254,173360166,175583407,163522256,138609484,114997401,97076842,83457142,71726217,59960558,47485208,34993444,23832010,14978040,8738402,4771301,2525572,1329834,720458,395640,212456,117574,67793,39329,22535,12631,6972,3761,2051,1084,624,355,206,115"
coastline,1912,"48654,67907,95812,143048,224005,368321,632065,1140462,2164783,4198294,8077320,15273217,28302553,50183724,82159950,118408198,155630290,176429114,178985559,166982824,141281017,116510998,98020246,84370587,72740959,61087119,48668471,36171528,24761100,15664883,9168855,4998286,2636156,1382435,745525,411280,220797,120820,69089,39964,22853,12808,7064,3811,2067,1090,619,345,202,109"
coastline,1913,"47823,66772,93969,139732,217816,356747,610275,1096780,2073916,4007367,7685191,14474989,26680390,47634209,79789189,116503534,156651722,179974709,182457710,169252768,142265007,116671444,98232996,85351085,74478044,62997603,50336038,37516194,25719222,16295668,9523771,5161886,2701442,1406408,753533,414515,221265,120172,68460,39491,22568,12653,6982,3793,2039,1086,614,346,194,110"
coastline,1914,"48482,67050,94118,140043,220119,367055,632614,1136865,2135158,4078097,7648627,14250170,26323086,47179466,79173307,115798868,155630813,179888043,182772327,172121406,147147051,122687609,104073884,89759623,76677840,63243912,48729448,34976728,23208151,14242241,8113700,4356768,2274777,1184827,644588,350335,185668,102971,59354,34453,19790,11141,6143,3319,1783,936,529,294,169,93"
coastline,1915,"50080,69429,97569,145134,228131,380628,655748,1175355,2200476,4170206,7760287,14408543,26604726,47732429,80327246,117631752,158482055,182487228,184671758,172710436,146746032,122424301,104112024,89650456,76425498,63127478,48664773,35038283,23408228,14411895,8244514,4443548,2319148,1204118,653639,355126,187083,103431,59720,34699,19966,11247,6168,3305,1768,926,516,290,169,97"
coastline,1916,"52673,77380,114142,171723,268559,439457,743144,1299187,2364344,4354665,7944198,14583954,26882215,48221818,81118223,118729959,159752528,184084424,185949512,173886927,147371159,121709259,102816219,87785355,74923655,62656784,49261508,36359060,25118724,16042570,9483089,5218745,2741615,1414904,755455,416186,220624,118533,67040,38376,21831,12217,6734,3641,1980,1050,603,330,194,110"
coastline,1917,"56041,83961,122502,184296,288069,470469,790653,1370889,2472839,4495196,8141308,14912507,27515843,49399310,83080043,121589733,163906786,188079641,189178302,175745133,147934758,121406453,102053396,86997884,73916148,61400953,48006579,35241087,24243909,15324152,8956056,4879434,2544198,1308134,700499,381523,200007,108846,62266,35797,20393,11415,6271,3376,1840,973,555,308,178,100"
coastline,1918,"63112,89677,128034,191170,298969,490318,833994,1469886,2691596,4919230,9025227,16754543,30785319,54742332,91069222,132174053,176966568,197008555,193110546,171609598,139938862,113532272,96002127,82046957,69232819,57118101,44801221,33599779,23790895,15507113,9250885,5074145,2638073,1340400,698580,378135,198663,106860,61153,35291,20041,11173,6063,3232,1747,924,519,292,166,106"
