landlocked,time,income_mountain_50bracket_shape_for_log
coastline,1926,"54925,75299,102007,144227,215681,344136,579574,1022516,1886155,3573828,6690173,12572122,23961901,45197444,79730438,120955834,168972324,197939188,201354621,190110202,161213669,132351596,113113998,99978078,86668098,72905475,58701693,44633051,31653981,21097884,12868489,7092587,3630412,1784458,882136,473251,251897,126033,66811,37428,20898,11516,6260,3414,1882,1021,581,326,180,106"
coastline,1927,"53059,71650,95938,134748,201610,323700,550319,979926,1822253,3475794,6536524,12328058,23593105,44763328,79543184,121422307,170511868,199887989,203129742,191432633,161777339,132229359,112545522,99977597,87766075,75065802,61242096,47104065,33472726,22191410,13436299,7350257,3740513,1837901,909165,485770,255999,127698,67993,38194,21424,11834,6445,3506,1927,1046,594,336,188,112"
coastline,1928,"53134,71153,94870,132552,197321,315491,535130,954692,1779416,3397284,6379066,12019445,23072475,44061534,78835619,120943699,170711223,200672012,204184485,192798117,162779770,132759515,112967976,101366292,89920182,77662543,63919177,49568700,35298506,23314959,14043397,7651442,3880860,1906465,942775,502938,265552,132999,70505,39355,22035,12181,6639,3617,1984,1078,603,343,191,110"
coastline,1929,"53121,71282,94692,131274,193337,306379,516313,919101,1710127,3268966,6164799,11652942,22479958,43171678,77600044,119584427,169449130,200402740,204801365,194993902,165733186,135470143,115186475,103463978,92123922,79589124,65580911,51023185,36663107,24481758,14977252,8276704,4226828,2073032,1011978,534315,285550,142588,74129,41006,22918,12636,6875,3706,2011,1084,602,344,187,107"
coastline,1930,"53950,70937,93155,129467,193016,309854,526608,936930,1736684,3300926,6183857,11647125,22407883,42930945,77450038,120028642,171117235,203536623,208577249,199006513,169889348,138745003,117851630,104824766,93190315,80640799,66081739,50624863,35389695,22667766,13237585,7041928,3529587,1730267,863771,464303,241543,122059,65404,36493,20551,11423,6257,3403,1869,1007,568,320,176,100"
coastline,1931,"54854,71388,93375,130009,194652,315376,539968,961578,1779858,3376690,6335039,11967900,23050434,44051129,79234460,122381633,174320789,206894482,212065830,201839941,172253659,141070977,120915035,107378133,94766060,80494622,64703727,48349390,32889278,20538790,11721913,6144336,3077898,1513590,772716,416785,213311,109238,59449,33388,18839,10524,5782,3158,1750,949,535,300,165,96"
coastline,1932,"54727,69707,90649,126989,194601,325500,563174,1001966,1841594,3442539,6362100,11955114,22999112,43796740,79128025,122769420,176093275,211282989,216428301,206134180,176377550,144990399,125192358,111150163,97702378,81865821,63942079,45722553,29447723,17309061,9345570,4750172,2369713,1187797,631255,334400,172457,92717,51519,29333,16752,9435,5237,2889,1615,898,512,285,157,93"
coastline,1933,"56163,70405,91419,128728,199970,337510,589798,1069299,2007358,3820678,7178644,13745746,27001535,51644116,88839779,134449389,181868405,205525237,209529741,198947865,169968099,141751278,123858742,111933460,99606918,84103564,66046263,47341790,30151178,17467150,9314506,4693570,2342078,1187368,630410,333478,175703,95714,52835,29935,17085,9620,5335,2930,1648,899,525,292,159,94"
coastline,1934,"56552,70837,91759,128064,195327,326264,567983,1026178,1923030,3668260,6915052,13259510,26111309,50298646,87621984,133209979,182475561,207433794,211932270,201696545,172220988,142508563,123244194,111419740,100260794,85885764,69005932,50864786,33360000,19816053,10778316,5457341,2697873,1344969,703348,370603,189669,101020,55716,31550,17999,10105,5578,3029,1693,915,521,297,158,92"
coastline,1935,"55928,70503,90819,124778,185653,300777,517885,929634,1732173,3302631,6237501,11883790,23156771,44993809,81835094,126863337,182068846,213937108,219044476,207680343,176551302,144245171,123585972,111412861,100931550,87536052,71663575,54178911,36897154,22768813,12823814,6619076,3267085,1598961,810934,427316,213574,108739,59625,33761,19202,10756,5899,3189,1779,947,538,306,171,95"
coastline,1936,"55132,70039,89746,121713,177968,282065,477917,848649,1565640,2974647,5620292,10666689,20736528,40508966,75609340,120346008,177455134,216931691,224685163,215888209,186104529,150984668,126073639,111631357,100314217,87855100,72915370,56554879,39839451,25352170,14686292,7693868,3774318,1820751,896240,471314,237465,116617,62574,35292,20068,11215,6162,3311,1826,977,536,305,158,89"
coastline,1937,"55122,70447,89804,121110,175884,277754,471251,842684,1568714,2997075,5697331,10863362,21182159,41623828,77991354,123853307,182387803,218541456,224413123,213408407,181702716,147617026,124844663,112132422,101809892,90141398,75591982,59471852,42906432,27904502,16552016,8840081,4364007,2093921,1010344,525201,268729,129753,67827,37906,21510,12051,6621,3569,1969,1072,577,327,159,90"
coastline,1938,"56390,70669,89235,120044,175059,278738,476998,858525,1608409,3084788,5880972,11295206,22221133,43943209,81727778,128610539,187201771,219707273,224552087,212291891,179206007,144782277,123323817,112476142,105109727,94048625,78824186,61550323,43873079,27690228,15920904,8270401,4003610,1910936,937943,486505,242857,118985,63226,35374,20100,11281,6221,3348,1842,1004,539,300,146,81"
coastline,1939,"57646,72761,92275,124083,179777,282526,478205,860083,1617672,3110644,5943444,11467789,22724442,45134813,83436117,130812252,188614473,219281382,223822558,211854909,178650246,143922854,122549966,111941619,106058130,96099977,81331133,64524004,47057690,30324180,17777595,9381430,4550535,2141358,1029497,529365,266710,128615,66501,36635,20709,11594,6402,3439,1883,1032,553,303,143,84"
coastline,1940,"58058,74232,94448,126435,182611,287276,488149,879164,1647950,3148126,5972293,11506328,22889805,45674938,84319657,132892792,190296681,220068986,224837452,214085685,181832763,147997718,126894096,114379647,105279806,93219655,78763748,62862083,46927490,31460420,19132178,10371765,5084984,2373177,1112699,556449,277555,127280,63788,35449,19905,11015,6003,3183,1702,919,479,261,112,69"
coastline,1941,"57925,75637,97574,130707,187732,292944,494123,883641,1646050,3135493,5972985,11598566,23322510,46810924,86001793,135824772,192614301,221040710,226248501,216082979,184238289,150451634,128490015,113141504,101608143,88793366,75805563,61960023,48459332,34599262,22244979,12706450,6414417,2996194,1368800,637461,314835,143429,65963,35422,19587,10671,5742,3027,1606,860,436,231,98,43"
coastline,1942,"58938,78536,102674,139001,201168,314520,530647,946740,1759009,3335005,6303247,12221049,24634887,49428663,89694283,141225103,197217655,223142105,228043722,216879170,184666378,150983562,128110456,111360514,98132094,84599461,72232473,60176972,48573924,36144510,24414258,14618001,7635331,3606956,1619152,715362,347008,163242,70491,35670,19567,10592,5635,2943,1531,826,415,204,94,41"
coastline,1943,"58413,78634,103598,140288,201622,310940,516335,912564,1696220,3258793,6352399,12716757,26262135,52873259,93573524,144772560,196642016,220439721,226784758,218145680,187771027,154381530,129245120,110796893,95466661,82048297,70280648,59320538,48838129,37442875,26208334,16353549,8863509,4271541,1915805,824590,387280,188457,79544,37260,20118,10836,5712,2958,1519,810,405,205,90,43"
coastline,1944,"59908,81996,109828,151136,220092,343238,573716,1018844,1908358,3664073,7143975,14453535,29751264,58127120,99179147,150925672,200876739,222947772,229186681,220506727,189358829,153559805,125918958,104543970,89157195,77474337,67166071,57510609,48524075,38187709,27498901,17743461,9941538,4894331,2203793,935445,422947,209439,88418,38382,20198,10790,5648,2901,1483,782,391,203,95,40"
coastline,1945,"64093,87668,118870,167774,253896,408750,695114,1234833,2215934,4105965,7990568,16318361,33056006,63052044,104829433,157284347,205376596,224040326,230446826,220235349,188047773,153718179,127312831,107209437,90252056,76980679,65333470,54479659,44460741,34679601,25199255,16236675,9088399,4478494,1992762,841287,393650,194179,80671,35984,19200,10264,5418,2782,1449,761,373,196,94,34"
coastline,1946,"66882,89200,120066,169965,257391,412761,693846,1222124,2192891,4088450,8031221,16598256,34084320,65848337,109155406,164402363,212496634,227500574,231479337,214980258,183296082,155707209,133134067,111905056,93088382,77036872,63587632,52229311,42408646,32556491,22945773,14171820,7563317,3593253,1596166,714313,355447,164310,68005,33807,18583,10046,5318,2739,1414,729,388,182,94,37"
coastline,1947,"67595,88840,117808,163802,240848,375238,616818,1082269,2017221,3837779,7542843,15614022,32818658,65188394,109467653,166966296,214226459,227912218,230832134,212855596,180418848,153847075,133191283,114302821,97744902,82439192,68471753,56011094,44872796,33641119,23163349,14039220,7380376,3474448,1546358,705443,353987,160135,66876,33923,18729,10206,5443,2830,1472,776,391,204,104,32"
coastline,1948,"66185,86499,113735,156167,225290,341516,543206,926331,1719319,3378051,6895820,14733634,31772971,64459769,108422038,166145201,211024906,224202040,229137406,212826737,182121678,154980293,135712454,117573444,101161615,86943248,73009835,59309326,47499450,35705903,24776402,15218082,8119124,3850954,1714224,774817,387954,178605,73317,36132,19885,10867,5836,3061,1610,851,443,228,118,42"
coastline,1949,"67637,87067,112882,154152,222645,338987,540528,922552,1715205,3382989,6953273,14991773,32572246,66155357,110355292,168330282,210541365,223077586,228315283,211929296,180648691,152776876,134521948,117985993,103913984,91676621,78997674,64721116,51209481,37588252,25263647,15094580,7910179,3719548,1648998,756637,385978,177543,74432,37116,20353,11182,6050,3199,1713,923,488,243,125,52"
coastline,1950,"68164,89414,116847,159035,227084,342405,547643,943128,1759613,3466016,7119874,15350594,33511372,68249012,113425240,172525577,213176582,224586815,228934197,209415840,176362077,148915768,131873968,118200631,106145159,94772157,82402166,68426418,54413518,40555057,28023052,17286529,9335273,4481400,1979890,875332,437693,208647,84543,39290,21198,11574,6228,3307,1756,929,495,255,124,47"
coastline,1951,"64362,85795,111672,149358,207903,304805,473563,784901,1409325,2697484,5410478,11330715,24435414,51855979,97534218,154336226,218775730,244050606,247340285,230047439,190617905,155431713,134683545,120905155,108525172,97397872,84819420,70978455,56873419,42878234,30236381,19118197,10571191,5153238,2277352,978495,474565,232024,92452,39342,20552,11155,5974,3175,1692,899,468,226,115,38"
coastline,1952,"62894,84400,109351,145045,198406,286270,439620,719557,1271357,2402115,4775147,9855572,20974449,44671444,88258275,143491143,214805689,254427760,259425276,242716766,202090081,162543703,138397072,124049149,111799177,100991077,87951028,73789303,59304696,44630822,31663070,20174309,11238980,5515394,2442465,1039320,497842,246084,98429,40810,21115,11438,6156,3288,1740,921,475,225,115,33"
coastline,1953,"60314,81090,104882,138251,187779,269229,409285,657126,1132898,2102870,4124156,8389817,17596215,37384627,76043429,131134258,202142848,258894385,271190602,257817446,220124915,175217027,144980240,127536167,114406288,103476326,90720123,76839420,62374057,47215321,33736651,21737899,12250886,6070410,2708443,1144054,535321,266571,107402,42807,21735,11800,6355,3405,1810,960,488,237,120,40"
coastline,1954,"62265,82670,105343,137560,185920,266953,408830,663845,1161026,2182107,4326578,8979223,19501684,42621698,86347409,141854127,214386611,257320786,263979636,253210795,215560595,173094097,145579950,128955828,116378285,105986661,94711173,81274449,66277725,49861368,34953287,22095881,12220612,5978920,2661601,1124995,531440,263474,105681,42949,21854,11885,6426,3474,1857,1006,507,252,133,42"
coastline,1955,"60636,81738,104614,135952,181712,256780,387322,619503,1062783,1966772,3870420,7995158,17306543,37956796,78859992,135145161,209142918,263854540,274102308,263011951,225200371,179146368,148627172,130454832,117722804,107553655,97486550,84610234,70084135,53853934,38275792,24745140,14012041,6964758,3135057,1322141,598549,299992,123439,47273,23073,12442,6749,3614,1940,1045,531,266,139,49"
coastline,1956,"60209,81626,103914,133357,175864,245146,365926,582410,994335,1828403,3575071,7353314,15783667,34474804,72204155,128363641,199802111,265600398,282526890,273404078,237282361,187596985,153874681,134226890,121139809,111072900,101193308,88213325,73523814,56877492,40191372,25914574,14648424,7261609,3265863,1377136,618828,309582,127845,48544,23245,12407,6688,3573,1914,1035,521,267,135,49"
coastline,1957,"60890,82453,104526,133559,175351,243133,361379,572581,971184,1769898,3433216,7039706,15167663,33536144,71626411,129833365,204746324,272717548,289674579,277647430,238995576,188280748,154381994,135009291,123051931,113611009,104271954,91622357,76895722,59914463,42130635,27040983,15231983,7523480,3380158,1426891,636289,317466,132076,49861,23242,12156,6482,3422,1826,968,488,247,126,52"
coastline,1958,"62761,83875,105254,132988,172945,237929,352175,557426,945620,1731004,3397781,7104850,15683316,35095726,74437228,131985691,205858452,272644941,288987885,281680014,243917275,191669165,157109741,138005646,126973116,118223848,108728881,95645789,80232350,62121454,43147842,27256119,15111994,7367645,3290146,1395346,629702,309515,126628,48559,22620,11704,6218,3275,1740,924,459,239,116,42"
coastline,1959,"61781,83971,105883,133264,171902,234069,343460,542301,921591,1690652,3340550,7093234,16085492,36881511,79185710,137954864,215729253,275793430,287971044,282448379,244572958,193276846,158109344,138515283,127355356,119206178,110273996,98058637,82877673,65385707,46295851,29921249,17028840,8448850,3786019,1594608,694756,344071,144538,52077,23022,11749,6216,3274,1734,920,459,240,120,43"
coastline,1960,"61693,84215,105898,132346,168855,227296,330662,522654,897428,1665739,3329588,7215584,16856367,39530300,84643614,143549847,221189850,271723284,281488596,280740122,245888680,196614786,160592484,141095844,129500179,122592348,114725638,103758714,88175648,70273425,49982370,32089792,18265030,9065721,4061068,1720087,747289,366717,156473,57088,24644,12284,6488,3405,1810,967,475,249,130,46"
coastline,1961,"64928,87959,110617,138738,178254,243176,360674,589811,1059644,2066651,4383581,10357025,25617282,59336132,109130988,177653509,232995651,252984996,262114504,260374506,228946579,188682420,157962688,140855412,130894016,127127185,120650394,110176196,93561192,74783355,53235623,33922712,19279278,9576107,4296542,1830009,796260,388881,167007,61500,26116,12745,6673,3523,1861,1008,513,263,135,54"
coastline,1962,"62935,86848,110071,138539,177845,240135,349734,561153,993971,1919563,4037969,9469917,23520214,55396557,105555898,173222024,236675615,261546106,270796743,269467241,235427622,191593798,159502183,141116253,131422856,129068054,123654417,114324539,97557255,78844559,57021237,36853916,21351594,10805848,4896578,2087850,893946,434754,193532,70199,28335,13395,6953,3667,1954,1052,543,287,145,55"
coastline,1963,"61566,86137,109435,137350,175242,233589,333648,521679,899622,1700671,3510866,8026154,19691888,47105312,96653128,158796783,234443382,271531662,280475485,281890731,248992464,201596778,165465678,143800334,133412161,131618962,127991841,119289171,102204591,82923812,60462797,39329779,23029077,11797137,5389771,2304051,981218,474685,218125,79704,31118,14286,7332,3920,2092,1158,612,321,183,76"
coastline,1964,"59792,85253,108991,136670,173841,229058,320274,485911,812803,1505283,3050533,6765153,16309495,39334935,85206349,145017745,225261331,278939597,290935526,294650605,264484619,212013420,171609545,147611574,135917210,132790040,131652302,124188174,108086643,88741669,65992176,43492408,25857276,13509153,6267451,2700307,1147430,546503,259799,98467,37446,16681,8380,4459,2372,1319,718,377,216,101"
coastline,1965,"56614,83211,107894,136319,173523,228408,317216,476029,786350,1443147,2899566,6333226,14981720,35872804,79147973,141037043,225243571,294730934,309117131,306275151,268857639,211530582,169944904,146987159,136080974,133187524,133926680,127185988,112193648,93061334,70551046,47475870,28812691,15422055,7294722,3176183,1345859,627200,305501,120290,44150,19071,9441,5025,2688,1507,849,467,264,138"
coastline,1966,"54045,81950,107768,137071,174867,230117,319539,479307,792935,1463479,2974207,6574181,15723709,37895264,83331915,146643840,233567024,301605232,314099143,308912377,267775017,209395191,168207187,146782015,136295360,134067921,137399510,131697758,117078744,97320469,74791782,51280021,31770460,17444943,8430735,3715455,1569763,711932,353228,145331,51667,21270,10248,5396,2889,1598,905,502,279,156"
coastline,1967,"55145,83784,110294,139728,177792,233338,323678,485686,806250,1503462,3125844,7138489,17590866,42791511,92335525,156212423,242224987,301687448,310925164,308819957,269369116,210923340,168557959,147262495,137036284,135252078,140213949,136574443,123118115,102223763,78745860,53974270,33423213,18403884,8940714,3965375,1681216,756292,375155,158364,56673,22234,10197,5246,2791,1546,869,484,260,151"
coastline,1968,"53457,83231,110676,141105,179843,236252,328939,496600,829924,1552323,3249855,7633998,19421626,48376393,103125859,170922692,257093002,302054795,307079040,304114551,263310297,208781146,168627567,147968724,138220738,135685611,140998647,140245878,129300173,108179376,84243307,58555166,36510602,20371528,10039281,4501652,1920338,850261,419129,181457,64518,24054,10492,5242,2738,1495,836,440,231,131"
coastline,1969,"51072,81686,109381,139433,176607,229275,314643,466357,762418,1393467,2846059,6518111,16476105,41773937,93683153,160970156,252227222,309471087,316686079,316215166,278454220,220843025,176386958,152537478,141108730,136171766,140736888,142589988,135178781,115034595,90440742,63677239,39710833,22230479,11026680,4984187,2149656,950864,464607,206240,76119,28137,11757,5761,3008,1644,909,498,264,161"
coastline,1970,"52035,82491,110209,138893,173639,221774,298764,433686,692108,1232129,2441100,5381926,13268208,33901212,79930079,146588934,239933073,318465926,331771083,330824994,295450498,233896753,183667959,156967692,145093236,139926399,143835507,146962068,142115485,122435587,96317629,67722030,41741708,23056852,11347767,5139947,2249204,1015947,495548,221852,86337,32446,13099,6181,3190,1732,976,528,289,167"
coastline,1971,"51048,81943,109862,137969,171631,217682,290768,419246,666206,1183878,2341895,5167010,12820099,33144931,79298796,147883877,244151743,328790468,342722780,339181737,300008555,234430282,183673550,157774932,146272962,141948125,145890946,150170777,146225287,127176672,100797115,71576498,44506583,24752025,12268255,5592663,2462290,1114180,545585,249958,101815,38316,14963,6895,3562,1924,1079,580,311,184"
coastline,1972,"48930,81304,110288,139526,173802,220686,294460,424072,674792,1204722,2402120,5362426,13574873,35559277,85110361,156337225,259029376,339763918,350574157,344094741,296402203,227067175,179328502,155807774,145062942,142199529,146476104,152314721,150418855,132866898,106550882,76752336,48592993,27425170,13785753,6344789,2797952,1246105,604262,277993,108074,40217,15643,7101,3618,1953,1113,591,324,176"
coastline,1973,"45116,78709,108550,138110,171473,215485,283750,403214,634915,1126183,2217902,4853892,12144381,32035372,78478915,149189667,252509685,344795573,362463847,355479568,307705661,234315772,182811661,157996196,146841466,143834522,147552780,155055592,154920401,139871473,113752828,83362308,53890182,30898445,15786012,7328511,3227577,1417636,677599,314183,120043,43750,16622,7280,3676,1983,1106,603,318,164"
coastline,1974,"46256,79952,109554,138665,171093,213786,280604,399050,631307,1127720,2245831,4998591,12772561,34093974,83290298,155856683,263388425,351687641,366332363,356035646,306356109,235001966,184608856,160496324,149981750,146991033,151136927,159288786,159303768,144079014,117158624,85945852,55360908,31493550,15990344,7383527,3248055,1445450,698785,323648,126630,46519,17323,7406,3699,1956,1073,582,301,153"
coastline,1975,"47890,81530,111038,139675,171293,212365,276688,390713,613672,1087873,2147878,4750833,12141743,32683874,81006226,154159935,260652843,353645645,371291108,364223447,319884147,246557956,191678670,165186830,153994144,150875277,155102848,163491869,164085712,147871134,119520707,87096070,55728194,31456835,15840607,7260373,3187967,1424797,688657,309258,115079,42642,16001,6800,3341,1711,915,466,243,123"
coastline,1976,"45579,80749,111271,140924,173302,215038,280253,396753,629719,1138250,2329951,5455219,14607481,39591126,94197210,168447639,277142579,351663069,365331416,359226854,310822343,241902123,192120386,167848469,157255779,153943303,157094247,165329293,166486896,152314957,124759504,92543911,60645371,34718154,17764105,8221377,3611131,1606665,778595,355812,132476,48951,18310,7509,3600,1827,968,498,257,133"
coastline,1977,"43817,80105,111857,142595,175818,217423,280635,391662,612667,1095300,2228458,5190981,13920784,38004080,91482351,164737292,273073661,350936319,368364614,366424849,323153188,253912077,200725557,173533103,161229532,157022793,159017671,167241969,168957317,155927690,128896266,96705511,64485922,37409365,19380147,9039556,3979394,1764690,852329,396746,147563,53078,19464,7700,3612,1806,954,487,247,128"
coastline,1978,"37158,75937,108539,139552,172341,211963,270075,369526,563824,983516,1944987,4352069,11354466,31312690,79070521,152021871,260121412,358305194,383931538,382158324,342419926,269743691,209559177,177980292,164019148,159221509,160151166,168226021,170749103,159174580,133014482,101042178,68582281,40530535,21379406,10098578,4451535,1944018,913880,410140,149864,54238,20071,7811,3634,1847,990,520,270,127"
coastline,1979,"35211,74955,108429,140198,173513,213294,270136,365702,550047,945731,1840608,4048492,10417737,28891030,74718362,150744099,264192998,378966789,407283456,397124513,343948689,265430322,206445132,176652823,164147951,160302121,160939503,167622412,170877452,161960364,137743450,105935339,72819821,43481724,23114826,10994802,4865751,2133773,1009540,471629,172049,59892,21739,8276,3793,1930,1022,537,268,126"
coastline,1980,"36190,76502,109960,141366,173954,212264,266840,358151,533087,906761,1755669,3863302,9975749,27889056,72683426,147797036,259959975,377796580,411396925,406735440,357827599,277657136,215663644,184059817,169937215,164084812,163436916,169384599,173016020,165030210,141448830,108751234,74514999,44163092,23246311,10985278,4855528,2152719,1044555,509000,194547,65259,22571,8375,3798,1916,1030,539,270,130"
coastline,1981,"40145,79000,112972,145018,178317,217376,272919,365735,544603,929294,1810565,4020387,10517883,29556173,76573534,152397319,267185928,381951384,415657868,414661985,367314991,286600240,222737355,189335759,175104774,169817695,169672102,174463213,176290352,167067123,142405323,108796665,74135089,43699531,22897532,10778982,4747501,2100406,1021744,492455,180096,59701,20451,7424,3313,1687,908,498,246,122"
coastline,1982,"38441,76298,109081,139731,171677,209614,263801,354017,524847,883773,1678379,3599061,9018298,24968276,64943218,138936476,248311146,382379233,442675115,444831240,391906000,302052618,231124942,193843709,178286320,172483997,171652235,175305805,176976097,169452889,144914083,109854288,74456401,43904102,22904828,10726581,4782381,2152986,1039458,479877,172106,60443,22326,8266,3762,1996,1128,654,336,162"
coastline,1983,"37534,75108,107383,137676,169807,209576,268371,366280,548080,911483,1671610,3367905,7726265,20505248,54185917,121061418,225890290,370858923,466489387,480568569,424981801,326019832,244361906,198941701,178819029,171691736,170742416,175000202,176643117,169337970,145796557,111561745,76804377,46791431,25345938,12174424,5496701,2478509,1149355,510569,189342,66061,24310,8940,3993,2062,1116,614,287,130"
coastline,1984,"38600,77038,109141,138423,169091,207941,267026,366652,548584,899306,1599828,3032058,6238893,15330717,40826099,97439549,192111702,340552957,482968508,525667336,468397977,356219171,261134707,208183200,183804178,174396408,173101300,176064852,177935355,171026009,148415928,113877678,79016905,48783828,26805096,13066956,5942021,2679559,1243502,557400,210317,71428,25211,8597,3486,1681,889,477,240,108"
coastline,1985,"41237,81817,115363,145689,177531,218042,278907,379562,558892,900647,1585643,2985102,6097557,14636358,37544839,87880957,175697786,318999673,477028759,544110231,498384417,385588048,278692140,218636223,190456015,178986202,176576216,178302139,179432191,173077315,151656638,116595660,81333180,50792857,28225720,13748426,6264713,2834720,1269339,552086,210492,65550,20909,7166,3025,1595,945,588,325,163"
coastline,1986,"43112,84913,119114,149550,181124,221341,282651,385775,569706,916928,1602106,2980044,6036279,14530230,36783383,83551572,164761077,303089627,468586319,552654716,518960306,406805527,293039945,228194483,197296480,183107461,180117704,181158289,183112656,177825349,157871284,121982644,85713395,54326053,30531831,15131805,6936320,3156513,1392105,613624,239376,80313,30355,13611,7148,4247,2728,1796,1102,524"
coastline,1987,"44684,89155,128613,167685,211219,266391,343702,461720,656812,1011068,1689851,3029029,6010140,14136606,35651482,80321494,155611532,289140996,462364695,565724733,547011507,438621955,313489847,239437557,202696086,184662067,178544226,178572264,181041966,178041582,159932941,126378074,89229335,56430608,31658124,15640616,7117479,3227892,1407026,619987,235979,73518,27111,13210,7461,4435,2678,1606,926,427"
coastline,1988,"43077,87155,128862,173748,227821,298917,397240,540049,764824,1160008,1882414,3215720,5981513,12928189,31345115,71737173,142126834,266522138,445032353,574190412,578046064,478499474,343589642,254567637,208553750,185378902,176369867,177878193,182912020,181024813,164768530,131741634,93612696,59316967,32973409,16371781,7524759,3380708,1509051,688357,272027,81887,28282,14539,8395,4975,2940,1725,967,431"
coastline,1989,"38058,78296,119066,165553,222872,297402,397488,538497,760256,1159158,1896423,3258507,6290309,15017639,37798529,88428767,183086285,326695410,502254991,569935382,530287854,429208186,321035027,251663933,210712403,187155020,177093973,176764445,183591438,183122667,168915116,136762127,98075136,62677307,35280070,17744473,8228356,3757397,1733766,812116,332820,108404,41946,24250,15244,9675,6106,3749,2138,948"
coastline,1990,"30975,65318,103590,151457,214042,297684,409374,563326,798995,1215688,1986164,3388970,6348414,14610562,36313926,84464318,177015036,318702710,501897352,587478094,552605666,447872540,333872687,260412146,218379247,193910462,181132549,178193931,180129597,180357361,169457779,139464676,101146998,64800128,36121514,17975679,8264040,3770166,1771712,834825,328678,95367,30860,16460,9895,6077,3769,2312,1353,612"
coastline,1991,"26539,57785,95854,147656,218617,314981,443853,618824,879685,1330761,2152876,3613472,6388686,13599700,34417743,83357346,173786395,316689818,502955948,591401371,572073090,470021260,353592115,273903112,226528990,197849203,182580815,176279684,175954872,178114034,170082379,141434483,102936650,65314598,36025145,17650533,8057962,3686202,1753332,830990,330311,95975,31250,16725,9779,5741,3364,1943,1072,477"
coastline,1992,"29341,62757,102191,154260,224446,319097,447248,624953,895643,1364972,2224764,3788120,6946572,14908744,35286313,80557668,165745100,305181029,496344099,590983869,589115826,495250854,381060252,295500901,241021531,204800735,182711097,172006559,171343285,174934823,170306563,142877371,103354827,65443687,36597862,18234585,8344426,3745451,1698249,797753,331353,94957,24294,11264,6235,3534,2025,1158,628,286"
coastline,1993,"26954,54950,83607,117376,161427,223528,316792,464031,710509,1155647,1983640,3506574,6671049,14840646,34759207,77171546,159059946,295149866,492792773,592364731,605101151,518753310,410355881,319294154,254774464,210460992,181773058,167143588,166397889,172478204,169768474,142486116,103557659,65724910,37419076,18749982,8648890,3971579,1793902,727894,325320,295164,240522,107528,26115,6482,3248,1865,1036,463"
coastline,1994,"21422,43778,68054,98396,139389,197479,283753,417881,640516,1042740,1809146,3242967,6045269,12970727,30543992,68951707,144763114,270990089,466918141,617463310,627776386,551492854,437878836,338933532,263913872,213098354,180815873,165871467,166493311,173095676,172174719,147717504,107440549,67831212,38756496,19823269,9247918,4274152,1969520,807401,359644,313278,244155,105120,25486,6947,3543,2031,1135,527"
coastline,1995,"15528,32258,51534,77157,113740,167776,250507,380694,597316,990831,1753858,3232738,6280649,13449508,30072201,64710913,132890857,251203166,437856849,614016304,647406854,576229913,459341556,354968243,276631525,223442071,188383463,171130543,170502533,176209885,175990495,152270074,111122237,70733673,40166953,20769379,9761663,4505233,2117074,912530,382852,303297,255031,123193,32688,7936,3669,2044,1115,509"
coastline,1996,"14616,29925,46950,68655,98921,143765,214573,330986,534250,921308,1696417,3200576,5913517,10710314,21873746,53479671,124154344,239305327,419985396,605725629,671653368,606237103,491476857,381237096,292557149,229139422,188357225,168738481,168607175,177054123,178318440,155409116,113198143,73205652,42136922,21658869,10096235,4601887,2098034,894432,338578,238576,286740,212815,86292,19891,5310,2590,1403,634"
coastline,1997,"15583,32032,50500,73998,106295,153526,228368,351093,558521,930452,1647473,3037329,5603232,10355287,21993952,55064773,127459544,242781585,420886837,604102740,668045047,603024950,494341046,390680924,305700398,241730534,197497381,174085972,171949114,180054851,181287423,158006797,116462085,75394345,43542351,22630209,10751465,5055973,2311025,1028389,448789,290654,288924,197798,76411,16885,4315,2014,1047,475"
coastline,1998,"17229,35558,56066,82282,118685,172649,255718,383146,580220,909412,1532788,2788969,5230305,10045093,22649208,58427485,135607801,255614466,431137895,605053483,662359024,600399299,496962772,397303458,312539167,248085942,203175200,177752638,171772539,179450471,181687016,159333757,120584515,79248734,46667402,23920930,11570620,5480196,2451071,1073575,485574,341578,313435,186378,61540,12771,3829,1811,920,422"
coastline,1999,"13654,28543,46096,69233,101222,147312,217928,330073,516114,843836,1473708,2733340,5151377,9800793,21785541,56450681,129172272,237494122,413326025,610230821,686942552,629349118,524119132,419206073,325176164,250937763,200130828,172859109,167075488,176980460,180962476,161342851,123048430,82215722,48194023,25170323,12211324,5748761,2666893,1231594,545718,363067,327711,190699,61771,13337,3965,1611,776,348"
coastline,2000,"11181,23945,39790,62041,95006,145661,223938,342290,521261,810632,1344300,2433338,4693306,9496923,21343040,52891645,120238521,226321546,399115886,599332815,686914194,634895924,533073870,436567360,344804292,268097692,212804905,180680450,172113651,180750219,185821163,167841646,128422458,85986139,50457047,26287388,12790934,6015012,2812283,1309264,538341,284299,329179,295687,150720,45199,10007,2220,810,360"
coastline,2001,"42965,83842,115695,141115,164564,192901,237568,314817,450253,697853,1188265,2218171,4321024,8555257,19265975,49126505,115314053,220195760,391806256,594714309,691728493,644345433,543545578,449144827,361237363,281577733,220740286,184867951,174268832,183014806,189586502,172055334,132048474,88510833,52211428,27169676,13508161,6478161,3138032,1530653,670775,351696,339410,284230,137025,35843,6629,1595,609,269"
