country,time,pol3_vacc
dji,1991,53
dji,1992,41
dji,1993,41
dji,1994,41
dji,1995,41
dji,1996,41
dji,1997,32
dji,1998,23
dji,1999,24
dji,2000,46
dji,2001,49
dji,2002,62
dji,2003,68
dji,2004,64
dji,2005,71
dji,2006,72
dji,2007,88
dji,2008,89
dji,2009,89
dji,2010,88
dji,2011,87
dji,2012,81
dji,2013,82
dji,2014,78
dji,2015,84
dji,2016,68
dji,2017,76
dji,2018,84
dji,2019,85
dji,2020,70
dma,1980,53
dma,1981,97
dma,1982,73
dma,1983,92
dma,1984,82
dma,1985,89
dma,1986,92
dma,1987,95
dma,1988,97
dma,1989,94
dma,1990,94
dma,1991,94
dma,1992,99
dma,1993,99
dma,1994,99
dma,1995,99
dma,1996,99
dma,1997,97
dma,1998,99
dma,1999,99
dma,2000,99
dma,2001,99
dma,2002,98
dma,2003,99
dma,2004,99
dma,2005,98
dma,2006,96
dma,2007,93
dma,2008,95
dma,2009,99
dma,2010,99
dma,2011,98
dma,2012,97
dma,2013,96
dma,2014,97
dma,2015,98
dma,2016,99
dma,2017,91
dma,2018,94
dma,2019,99
dma,2020,97
dnk,1980,99
dnk,1981,98
dnk,1982,99
dnk,1983,98
dnk,1984,96
dnk,1985,99
dnk,1986,94
dnk,1987,97
dnk,1988,99
dnk,1989,98
dnk,1990,99
dnk,1991,98
dnk,1992,98
dnk,1993,96
dnk,1994,99
dnk,1995,97
dnk,1996,99
dnk,1997,99
dnk,1998,99
dnk,1999,99
dnk,2000,97
dnk,2001,97
dnk,2002,98
dnk,2003,96
dnk,2004,95
dnk,2005,93
dnk,2006,93
dnk,2007,87
dnk,2008,88
dnk,2009,89
dnk,2010,90
dnk,2011,91
dnk,2012,94
dnk,2013,94
dnk,2014,94
dnk,2015,93
dnk,2016,94
dnk,2017,98
dnk,2018,97
dnk,2019,97
dnk,2020,97
dom,1980,46
dom,1981,42
dom,1982,43
dom,1983,22
dom,1984,99
dom,1985,39
dom,1986,79
dom,1987,79
dom,1988,65
dom,1989,70
dom,1990,90
dom,1991,74
dom,1992,73
dom,1993,82
dom,1994,98
dom,1995,70
dom,1996,70
dom,1997,71
dom,1998,68
dom,1999,71
dom,2000,71
dom,2001,71
dom,2002,74
dom,2003,65
dom,2004,66
dom,2005,86
dom,2006,88
dom,2007,86
dom,2008,86
dom,2009,85
dom,2010,85
dom,2011,84
dom,2012,85
dom,2013,82
dom,2014,90
dom,2015,87
dom,2016,82
dom,2017,80
dom,2018,89
dom,2019,92
dom,2020,80
dza,1981,31
dza,1982,31
dza,1983,30
dza,1984,30
dza,1985,69
dza,1986,72
dza,1987,79
dza,1988,85
dza,1989,87
dza,1990,89
dza,1991,89
dza,1992,88
dza,1993,88
dza,1994,87
dza,1995,88
dza,1996,88
dza,1997,89
dza,1998,85
dza,1999,83
dza,2000,86
dza,2001,89
dza,2002,86
dza,2003,87
dza,2004,86
dza,2005,88
dza,2006,95
dza,2007,95
dza,2008,92
dza,2009,94
dza,2010,95
dza,2011,95
dza,2012,95
dza,2013,95
dza,2014,95
dza,2015,95
dza,2016,91
dza,2017,91
dza,2018,91
dza,2019,91
ecu,1980,19
ecu,1981,27
ecu,1982,36
ecu,1983,32
ecu,1984,47
ecu,1985,39
ecu,1986,44
ecu,1987,51
ecu,1988,58
ecu,1989,64
ecu,1990,67
ecu,1991,61
ecu,1992,86
ecu,1993,84
ecu,1994,83
ecu,1995,82
ecu,1996,80
ecu,1997,79
ecu,1998,83
ecu,1999,83
ecu,2000,83
ecu,2001,90
ecu,2002,88
ecu,2003,97
ecu,2004,90
ecu,2005,89
ecu,2006,92
ecu,2007,95
ecu,2008,94
ecu,2009,91
ecu,2010,88
ecu,2011,85
ecu,2012,85
ecu,2013,87
ecu,2014,84
ecu,2015,84
ecu,2016,79
ecu,2017,83
ecu,2018,85
ecu,2019,85
ecu,2020,72
egy,1980,67
egy,1981,67
egy,1982,67
egy,1983,67
egy,1984,78
egy,1985,84
egy,1986,89
egy,1987,82
egy,1988,89
egy,1989,90
egy,1990,87
egy,1991,86
egy,1992,89
egy,1993,89
egy,1994,91
egy,1995,90
egy,1996,91
egy,1997,94
egy,1998,95
egy,1999,97
egy,2000,98
egy,2001,99
egy,2002,97
egy,2003,98
egy,2004,97
egy,2005,98
egy,2006,98
egy,2007,98
egy,2008,97
egy,2009,97
egy,2010,97
egy,2011,96
egy,2012,93
egy,2013,97
egy,2014,94
egy,2015,93
egy,2016,95
egy,2017,94
egy,2018,95
egy,2019,95
egy,2020,95
eri,1993,32
eri,1994,49
eri,1995,58
eri,1996,66
eri,1997,75
eri,1998,86
eri,1999,93
eri,2000,82
eri,2001,89
eri,2002,92
eri,2003,95
eri,2004,98
eri,2005,96
eri,2006,94
eri,2007,95
eri,2008,95
eri,2009,95
eri,2010,95
eri,2011,94
eri,2012,94
eri,2013,94
eri,2014,94
eri,2015,95
eri,2016,95
eri,2017,95
eri,2018,95
eri,2019,95
eri,2020,95
esp,1984,91
esp,1985,73
esp,1986,75
esp,1987,82
esp,1988,94
esp,1989,94
esp,1990,94
esp,1991,88
esp,1992,85
esp,1993,88
esp,1994,88
esp,1995,88
esp,1996,91
esp,1997,94
esp,1998,94
esp,1999,95
esp,2000,95
esp,2001,95
esp,2002,98
esp,2003,99
esp,2004,97
esp,2005,96
esp,2006,98
esp,2007,96
esp,2008,97
esp,2009,96
esp,2010,97
esp,2011,97
esp,2012,96
esp,2013,96
esp,2014,97
esp,2015,97
esp,2016,97
esp,2017,95
esp,2018,96
esp,2019,96
esp,2020,98
est,1993,67
est,1994,76
est,1995,80
est,1996,86
est,1997,86
est,1998,88
est,1999,91
est,2000,93
est,2001,94
est,2002,94
est,2003,95
est,2004,95
est,2005,96
est,2006,95
est,2007,95
est,2008,95
est,2009,95
est,2010,94
est,2011,93
est,2012,94
est,2013,94
est,2014,93
est,2015,93
est,2016,93
est,2017,93
est,2018,92
est,2019,91
est,2020,91
eth,1980,3
eth,1981,3
eth,1982,3
eth,1983,4
eth,1984,4
eth,1985,6
eth,1986,7
eth,1987,16
eth,1988,16
eth,1989,26
eth,1990,49
eth,1991,21
eth,1992,13
eth,1993,28
eth,1994,57
eth,1995,65
eth,1996,73
eth,1997,83
eth,1998,70
eth,1999,57
eth,2000,55
eth,2001,54
eth,2002,55
eth,2003,54
eth,2004,54
eth,2005,56
eth,2006,59
eth,2007,61
eth,2008,63
eth,2009,65
eth,2010,69
eth,2011,70
eth,2012,70
eth,2013,70
eth,2014,68
eth,2015,75
eth,2016,69
eth,2017,68
eth,2018,70
eth,2019,71
eth,2020,74
fin,1980,90
fin,1981,90
fin,1982,78
fin,1983,78
fin,1984,84
fin,1985,89
fin,1986,95
fin,1987,97
fin,1988,99
fin,1989,90
fin,1990,90
fin,1991,97
fin,1992,99
fin,1993,99
fin,1994,98
fin,1995,99
fin,1996,99
fin,1997,95
fin,1998,95
fin,1999,95
fin,2000,96
fin,2001,95
fin,2002,95
fin,2003,96
fin,2004,96
fin,2005,97
fin,2006,97
fin,2007,97
fin,2008,97
fin,2009,99
fin,2010,99
fin,2011,99
fin,2012,99
fin,2013,98
fin,2014,98
fin,2015,97
fin,2016,92
fin,2017,89
fin,2018,91
fin,2019,91
fin,2020,91
fji,1980,55
fji,1981,62
fji,1982,65
fji,1983,81
fji,1984,72
fji,1985,68
fji,1986,73
fji,1987,92
fji,1988,99
fji,1989,99
fji,1990,96
fji,1991,99
fji,1992,98
fji,1993,96
fji,1994,96
fji,1995,99
fji,1996,99
fji,1997,88
fji,1998,89
fji,1999,90
fji,2000,91
fji,2001,92
fji,2002,94
fji,2003,95
fji,2004,96
fji,2005,97
fji,2006,98
fji,2007,99
fji,2008,99
fji,2009,99
fji,2010,99
fji,2011,99
fji,2012,99
fji,2013,99
fji,2014,99
fji,2015,99
fji,2016,99
fji,2017,99
fji,2018,99
fji,2019,99
fra,1980,80
fra,1981,80
fra,1982,86
fra,1983,92
fra,1984,97
fra,1985,97
fra,1986,97
fra,1987,89
fra,1988,81
fra,1989,84
fra,1990,95
fra,1991,95
fra,1992,95
fra,1993,95
fra,1994,97
fra,1995,97
fra,1996,97
fra,1997,97
fra,1998,97
fra,1999,98
fra,2000,98
fra,2001,98
fra,2002,97
fra,2003,96
fra,2004,99
fra,2005,98
fra,2006,99
fra,2007,99
fra,2008,99
fra,2009,98
fra,2010,99
fra,2011,99
fra,2012,99
fra,2013,99
fra,2014,98
fra,2015,97
fra,2016,96
fra,2017,96
fra,2018,96
fra,2019,96
fsm,1987,56
fsm,1988,71
fsm,1989,78
fsm,1990,85
fsm,1991,78
fsm,1992,79
fsm,1993,79
fsm,1994,81
fsm,1995,81
fsm,1996,78
fsm,1997,75
fsm,1998,79
fsm,1999,76
fsm,2000,85
fsm,2001,79
fsm,2002,84
fsm,2003,88
fsm,2004,82
fsm,2005,94
fsm,2006,81
fsm,2007,79
fsm,2008,88
fsm,2009,81
fsm,2010,85
fsm,2011,83
fsm,2012,81
fsm,2013,81
fsm,2014,76
fsm,2015,71
fsm,2016,68
fsm,2017,72
fsm,2018,75
fsm,2019,78
fsm,2020,82
gab,1985,48
gab,1986,59
gab,1987,65
gab,1988,72
gab,1989,78
gab,1990,78
gab,1991,72
gab,1992,66
gab,1993,67
gab,1994,69
gab,1995,70
gab,1996,60
gab,1997,50
gab,1998,47
gab,1999,44
gab,2000,44
gab,2001,44
gab,2002,44
gab,2003,44
gab,2004,44
gab,2005,44
gab,2006,44
gab,2007,78
gab,2008,81
gab,2009,74
gab,2010,68
gab,2011,75
gab,2012,80
gab,2013,77
gab,2014,68
gab,2015,79
gab,2016,74
gab,2017,74
gab,2018,64
gab,2019,70
gab,2020,62
gbr,1980,81
gbr,1981,82
gbr,1982,84
gbr,1983,84
gbr,1984,84
gbr,1985,95
gbr,1986,85
gbr,1987,87
gbr,1988,87
gbr,1989,89
gbr,1990,92
gbr,1991,93
gbr,1992,95
gbr,1993,95
gbr,1994,95
gbr,1995,96
gbr,1996,96
gbr,1997,92
gbr,1998,91
gbr,1999,92
gbr,2000,91
gbr,2001,91
gbr,2002,91
gbr,2003,91
gbr,2004,92
gbr,2005,91
gbr,2006,92
gbr,2007,92
gbr,2008,92
gbr,2009,93
gbr,2010,94
gbr,2011,95
gbr,2012,95
gbr,2013,95
gbr,2014,95
gbr,2015,95
gbr,2016,94
gbr,2017,94
gbr,2018,94
gbr,2019,93
gbr,2020,93
geo,1992,68
geo,1993,82
geo,1994,82
geo,1995,82
geo,1996,82
geo,1997,81
geo,1998,80
geo,1999,82
geo,2000,81
geo,2001,83
geo,2002,89
geo,2003,74
geo,2004,66
geo,2005,82
geo,2006,89
geo,2007,88
geo,2008,90
geo,2009,93
geo,2010,88
geo,2011,88
geo,2012,93
geo,2013,94
geo,2014,91
geo,2015,91
geo,2016,92
geo,2017,91
geo,2018,93
geo,2019,94
geo,2020,88
gha,1980,7
gha,1981,25
gha,1982,25
gha,1983,23
gha,1984,19
gha,1985,18
gha,1986,29
gha,1987,40
gha,1988,45
gha,1989,50
gha,1990,57
gha,1991,60
gha,1992,62
gha,1993,67
gha,1994,71
gha,1995,71
gha,1996,72
gha,1997,72
gha,1998,78
gha,1999,78
gha,2000,88
gha,2001,81
gha,2002,80
gha,2003,80
gha,2004,81
gha,2005,85
gha,2006,84
gha,2007,94
gha,2008,92
gha,2009,94
gha,2010,94
gha,2011,91
gha,2012,91
gha,2013,91
gha,2014,94
gha,2015,88
gha,2016,95
gha,2017,94
gha,2018,98
gha,2019,97
gha,2020,92
gin,1982,15
gin,1983,15
gin,1984,15
gin,1985,16
gin,1986,16
gin,1987,16
gin,1988,16
gin,1989,16
gin,1990,18
gin,1991,37
gin,1992,52
gin,1993,53
gin,1994,53
gin,1995,54
gin,1996,48
gin,1997,46
gin,1998,59
gin,1999,43
gin,2000,47
gin,2001,52
gin,2002,56
gin,2003,61
gin,2004,65
gin,2005,59
gin,2006,53
gin,2007,46
gin,2008,59
gin,2009,60
gin,2010,62
gin,2011,63
gin,2012,56
gin,2013,49
gin,2014,42
gin,2015,47
gin,2016,48
gin,2017,48
gin,2018,48
gin,2019,48
gin,2020,48
gmb,1980,53
gmb,1981,66
gmb,1982,76
gmb,1983,70
gmb,1984,78
gmb,1985,62
gmb,1986,67
gmb,1987,80
gmb,1988,88
gmb,1989,92
gmb,1990,94
gmb,1991,94
gmb,1992,94
gmb,1993,96
gmb,1994,97
gmb,1995,98
gmb,1996,97
gmb,1997,99
gmb,1998,91
gmb,1999,83
gmb,2000,84
gmb,2001,85
gmb,2002,86
gmb,2003,87
gmb,2004,88
gmb,2005,94
gmb,2006,94
gmb,2007,94
gmb,2008,96
gmb,2009,97
gmb,2010,97
gmb,2011,95
gmb,2012,98
gmb,2013,96
gmb,2014,97
gmb,2015,96
gmb,2016,95
gmb,2017,92
gmb,2018,93
gmb,2019,88
gnb,1983,3
gnb,1984,4
gnb,1985,18
gnb,1986,47
gnb,1987,55
gnb,1988,70
gnb,1989,54
gnb,1990,60
gnb,1991,63
gnb,1992,66
gnb,1993,63
gnb,1994,69
gnb,1995,45
gnb,1996,54
gnb,1997,60
gnb,1998,54
gnb,1999,48
gnb,2000,52
gnb,2001,56
gnb,2002,60
gnb,2003,65
gnb,2004,69
gnb,2005,73
gnb,2006,74
gnb,2007,76
gnb,2008,77
gnb,2009,78
gnb,2010,82
gnb,2011,85
gnb,2012,87
gnb,2013,86
gnb,2014,84
gnb,2015,83
gnb,2016,81
gnb,2017,79
gnb,2018,82
gnb,2019,60
gnq,1985,4
gnq,1986,4
gnq,1987,8
gnq,1988,11
gnq,1989,15
gnq,1990,75
gnq,1991,75
gnq,1992,76
gnq,1993,76
gnq,1994,77
gnq,1995,79
gnq,1996,80
gnq,1997,81
gnq,1998,81
gnq,1999,39
gnq,2000,41
gnq,2001,43
gnq,2002,45
gnq,2003,47
gnq,2004,49
gnq,2005,51
gnq,2006,53
gnq,2007,55
gnq,2008,57
gnq,2009,59
gnq,2010,61
gnq,2011,60
gnq,2012,58
gnq,2013,57
gnq,2014,55
gnq,2015,37
gnq,2016,55
gnq,2017,55
gnq,2018,55
gnq,2019,55
gnq,2020,55
grc,1980,90
grc,1981,95
grc,1982,96
grc,1983,97
grc,1984,98
grc,1985,96
grc,1986,97
grc,1987,97
grc,1988,98
grc,1989,96
grc,1990,96
grc,1991,77
grc,1992,95
grc,1993,95
grc,1994,95
grc,1995,95
grc,1996,95
grc,1997,95
grc,1998,91
grc,1999,87
grc,2000,89
grc,2001,90
grc,2002,92
grc,2003,93
grc,2004,95
grc,2005,96
grc,2006,98
grc,2007,99
grc,2008,99
grc,2009,99
grc,2010,99
grc,2011,99
grc,2012,99
grc,2013,99
grc,2014,99
grc,2015,99
grc,2016,99
grc,2017,99
grc,2018,99
grc,2019,99
grc,2020,99
grd,1980,32
grd,1981,41
grd,1982,61
grd,1983,72
grd,1984,75
grd,1985,77
grd,1986,92
grd,1987,81
grd,1988,64
grd,1989,86
grd,1990,69
grd,1991,82
grd,1992,90
grd,1993,91
grd,1994,95
grd,1995,77
grd,1996,80
grd,1997,95
grd,1998,95
grd,1999,87
grd,2000,97
grd,2001,96
grd,2002,98
grd,2003,98
grd,2004,84
grd,2005,99
grd,2006,91
grd,2007,96
grd,2008,99
grd,2009,99
grd,2010,94
grd,2011,95
grd,2012,98
grd,2013,98
grd,2014,81
grd,2015,99
grd,2016,98
grd,2017,91
grd,2018,96
grd,2019,94
grd,2020,72
gtm,1980,43
gtm,1981,42
gtm,1982,45
gtm,1983,44
gtm,1984,48
gtm,1985,42
gtm,1986,36
gtm,1987,18
gtm,1988,58
gtm,1989,58
gtm,1990,74
gtm,1991,69
gtm,1992,70
gtm,1993,77
gtm,1994,73
gtm,1995,80
gtm,1996,73
gtm,1997,73
gtm,1998,77
gtm,1999,75
gtm,2000,80
gtm,2001,78
gtm,2002,82
gtm,2003,84
gtm,2004,88
gtm,2005,87
gtm,2006,90
gtm,2007,85
gtm,2008,96
gtm,2009,92
gtm,2010,94
gtm,2011,88
gtm,2012,94
gtm,2013,84
gtm,2014,65
gtm,2015,90
gtm,2016,82
gtm,2017,81
gtm,2018,85
gtm,2019,79
gtm,2020,83
guy,1980,42
guy,1981,37
guy,1982,73
guy,1983,62
guy,1984,41
guy,1985,77
guy,1986,67
guy,1987,77
guy,1988,69
guy,1989,79
guy,1990,79
guy,1991,81
guy,1992,87
guy,1993,92
guy,1994,90
guy,1995,87
guy,1996,83
guy,1997,88
guy,1998,90
guy,1999,83
guy,2000,79
guy,2001,90
guy,2002,93
guy,2003,91
guy,2004,91
guy,2005,93
guy,2006,92
guy,2007,94
guy,2008,93
guy,2009,97
guy,2010,95
guy,2011,93
guy,2012,97
guy,2013,98
guy,2014,97
guy,2015,92
guy,2016,94
guy,2017,94
guy,2018,94
guy,2019,97
guy,2020,91
hnd,1980,31
hnd,1981,37
hnd,1982,47
hnd,1983,51
hnd,1984,73
hnd,1985,58
hnd,1986,63
hnd,1987,61
hnd,1988,70
hnd,1989,86
hnd,1990,87
hnd,1991,93
hnd,1992,94
hnd,1993,95
hnd,1994,95
hnd,1995,94
hnd,1996,94
hnd,1997,93
hnd,1998,97
hnd,1999,95
hnd,2000,88
hnd,2001,99
hnd,2002,95
hnd,2003,92
hnd,2004,94
hnd,2005,98
hnd,2006,94
hnd,2007,94
hnd,2008,93
hnd,2009,97
hnd,2010,97
hnd,2011,97
hnd,2012,98
hnd,2013,99
hnd,2014,99
hnd,2015,98
hnd,2016,95
hnd,2017,90
hnd,2018,91
hnd,2019,88
hnd,2020,80
hrv,1992,85
hrv,1993,86
hrv,1994,87
hrv,1995,90
hrv,1996,91
hrv,1997,92
hrv,1998,93
hrv,1999,93
hrv,2000,94
hrv,2001,94
hrv,2002,95
hrv,2003,95
hrv,2004,96
hrv,2005,96
hrv,2006,96
hrv,2007,96
hrv,2008,96
hrv,2009,96
hrv,2010,97
hrv,2011,96
hrv,2012,96
hrv,2013,96
hrv,2014,95
hrv,2015,94
hrv,2016,93
hrv,2017,92
hrv,2018,94
hrv,2019,94
hti,1980,8
hti,1981,3
hti,1982,7
hti,1983,6
hti,1984,13
hti,1985,19
hti,1986,24
hti,1987,28
hti,1988,48
hti,1989,50
hti,1990,40
hti,1991,35
hti,1992,37
hti,1993,39
hti,1994,41
hti,1995,42
hti,1996,42
hti,1997,42
hti,1998,45
hti,1999,48
hti,2000,50
hti,2001,52
hti,2002,54
hti,2003,56
hti,2004,58
hti,2005,60
hti,2006,61
hti,2007,62
hti,2008,64
hti,2009,65
hti,2010,66
hti,2011,67
hti,2012,66
hti,2013,64
hti,2014,63
hti,2015,64
hti,2016,64
hti,2017,64
hti,2018,64
hti,2019,74
hti,2020,51
hun,1980,98
hun,1981,98
hun,1982,99
hun,1983,98
hun,1984,98
hun,1985,99
hun,1986,99
hun,1987,99
hun,1988,99
hun,1989,99
hun,1990,99
hun,1991,98
hun,1992,99
hun,1993,99
hun,1994,99
hun,1995,99
hun,1996,99
hun,1997,99
hun,1998,99
hun,1999,99
hun,2000,99
hun,2001,99
hun,2002,98
hun,2003,99
hun,2004,99
hun,2005,99
hun,2006,99
hun,2007,99
hun,2008,99
hun,2009,99
hun,2010,99
hun,2011,99
hun,2012,99
hun,2013,99
hun,2014,99
hun,2015,99
hun,2016,99
hun,2017,99
hun,2018,99
hun,2019,99
idn,1981,1
idn,1982,1
idn,1983,4
idn,1984,6
idn,1985,13
idn,1986,46
idn,1987,49
idn,1988,53
idn,1989,56
idn,1990,60
idn,1991,62
idn,1992,65
idn,1993,67
idn,1994,69
idn,1995,71
idn,1996,83
idn,1997,79
idn,1998,87
idn,1999,86
idn,2000,72
idn,2001,77
idn,2002,80
idn,2003,80
idn,2004,79
idn,2005,79
idn,2006,78
idn,2007,77
idn,2008,83
idn,2009,85
idn,2010,82
idn,2011,81
idn,2012,87
idn,2013,92
idn,2014,90
idn,2015,85
idn,2016,85
idn,2017,88
idn,2018,87
idn,2019,85
idn,2020,76
ind,1980,2
ind,1981,2
ind,1982,8
ind,1983,10
ind,1984,12
ind,1985,14
ind,1986,16
ind,1987,27
ind,1988,37
ind,1989,55
ind,1990,66
ind,1991,58
ind,1992,56
ind,1993,61
ind,1994,67
ind,1995,71
ind,1996,67
ind,1997,63
ind,1998,60
ind,1999,57
ind,2000,57
ind,2001,58
ind,2002,58
ind,2003,57
ind,2004,58
ind,2005,65
ind,2006,66
ind,2007,67
ind,2008,69
ind,2009,73
ind,2010,76
ind,2011,79
ind,2012,79
ind,2013,82
ind,2014,84
ind,2015,86
ind,2016,86
ind,2017,89
ind,2018,90
ind,2019,90
ind,2020,85
irl,1980,72
irl,1981,76
irl,1982,79
irl,1983,76
irl,1984,74
irl,1985,90
irl,1986,84
irl,1987,78
irl,1988,72
irl,1989,81
irl,1990,81
irl,1991,80
irl,1992,80
irl,1993,79
irl,1994,78
irl,1995,77
irl,1996,77
irl,1997,76
irl,1998,84
irl,1999,86
irl,2000,86
irl,2001,84
irl,2002,83
irl,2003,86
irl,2004,89
irl,2005,90
irl,2006,91
irl,2007,92
irl,2008,93
irl,2009,94
irl,2010,94
irl,2011,95
irl,2012,95
irl,2013,96
irl,2014,96
irl,2015,95
irl,2016,95
irl,2017,95
irl,2018,94
irl,2019,94
irl,2020,94
irn,1980,38
irn,1981,47
irn,1982,74
irn,1983,34
irn,1984,34
irn,1985,63
irn,1986,58
irn,1987,58
irn,1988,88
irn,1989,82
irn,1990,90
irn,1991,88
irn,1992,97
irn,1993,99
irn,1994,95
irn,1995,97
irn,1996,99
irn,1997,99
irn,1998,99
irn,1999,99
irn,2000,99
irn,2001,95
irn,2002,99
irn,2003,99
irn,2004,98
irn,2005,95
irn,2006,99
irn,2007,98
irn,2008,99
irn,2009,99
irn,2010,99
irn,2011,99
irn,2012,99
irn,2013,98
irn,2014,99
irn,2015,98
irn,2016,99
irn,2017,99
irn,2018,99
irn,2019,99
irn,2020,99
irq,1980,16
irq,1981,16
irq,1982,16
irq,1983,16
irq,1984,63
irq,1985,86
irq,1986,91
irq,1987,95
irq,1988,91
irq,1989,87
irq,1990,83
irq,1991,79
irq,1992,74
irq,1993,70
irq,1994,72
irq,1995,73
irq,1996,77
irq,1997,80
irq,1998,79
irq,1999,87
irq,2000,83
irq,2001,80
irq,2002,76
irq,2003,73
irq,2004,69
irq,2005,69
irq,2006,63
irq,2007,74
irq,2008,71
irq,2009,78
irq,2010,74
irq,2011,82
irq,2012,73
irq,2013,75
irq,2014,76
irq,2015,72
irq,2016,76
irq,2017,82
irq,2018,74
irq,2019,85
irq,2020,78
isl,1980,99
isl,1981,99
isl,1982,98
isl,1983,97
isl,1984,99
isl,1985,99
isl,1986,99
isl,1987,99
isl,1988,99
isl,1989,99
isl,1990,99
isl,1991,99
isl,1992,94
isl,1993,99
isl,1994,99
isl,1995,99
isl,1996,99
isl,1997,99
isl,1998,99
isl,1999,98
isl,2000,98
isl,2001,92
isl,2002,95
isl,2003,97
isl,2004,99
isl,2005,95
isl,2006,97
isl,2007,97
isl,2008,98
isl,2009,96
isl,2010,96
isl,2011,95
isl,2012,89
isl,2013,91
isl,2014,90
isl,2015,92
isl,2016,91
isl,2017,89
isl,2018,91
isl,2019,93
isr,1980,85
isr,1981,93
isr,1982,93
isr,1983,88
isr,1984,87
isr,1985,86
isr,1986,93
isr,1987,93
isr,1988,94
isr,1989,93
isr,1990,93
isr,1991,94
isr,1992,96
isr,1993,97
isr,1994,97
isr,1995,96
isr,1996,95
isr,1997,95
isr,1998,92
isr,1999,92
isr,2000,93
isr,2001,93
isr,2002,91
isr,2003,93
isr,2004,95
isr,2005,95
isr,2006,94
isr,2007,95
isr,2008,94
isr,2009,96
isr,2010,95
isr,2011,94
isr,2012,94
isr,2013,96
isr,2014,95
isr,2015,95
isr,2016,94
isr,2017,98
isr,2018,98
isr,2019,98
isr,2020,98
ita,1983,90
ita,1984,90
ita,1985,92
ita,1986,95
ita,1987,81
ita,1988,85
ita,1989,75
ita,1990,98
ita,1991,98
ita,1992,97
ita,1993,97
ita,1994,98
ita,1995,98
ita,1996,97
ita,1997,98
ita,1998,96
ita,1999,97
ita,2000,97
ita,2001,96
ita,2002,96
ita,2003,97
ita,2004,97
ita,2005,97
ita,2006,97
ita,2007,97
ita,2008,96
ita,2009,96
ita,2010,96
ita,2011,96
ita,2012,96
ita,2013,96
ita,2014,95
ita,2015,93
ita,2016,93
ita,2017,95
ita,2018,95
ita,2019,96
ita,2020,94
jam,1980,34
jam,1981,37
jam,1982,72
jam,1983,47
jam,1984,57
jam,1985,58
jam,1986,74
jam,1987,82
jam,1988,83
jam,1989,84
jam,1990,87
jam,1991,86
jam,1992,74
jam,1993,80
jam,1994,93
jam,1995,91
jam,1996,92
jam,1997,90
jam,1998,88
jam,1999,90
jam,2000,95
jam,2001,99
jam,2002,99
jam,2003,99
jam,2004,97
jam,2005,99
jam,2006,99
jam,2007,94
jam,2008,91
jam,2009,90
jam,2010,94
jam,2011,93
jam,2012,96
jam,2013,86
jam,2014,93
jam,2015,91
jam,2016,99
jam,2017,93
jam,2018,98
jam,2019,96
jam,2020,95
jor,1980,32
jor,1981,81
jor,1982,75
jor,1983,77
jor,1984,81
jor,1985,84
jor,1986,88
jor,1987,89
jor,1988,92
jor,1989,94
jor,1990,92
jor,1991,92
jor,1992,92
jor,1993,91
jor,1994,94
jor,1995,95
jor,1996,96
jor,1997,99
jor,1998,99
jor,1999,85
jor,2000,94
jor,2001,97
jor,2002,95
jor,2003,97
jor,2004,95
jor,2005,95
jor,2006,98
jor,2007,98
jor,2008,98
jor,2009,98
jor,2010,98
jor,2011,98
jor,2012,98
jor,2013,98
jor,2014,98
jor,2015,99
jor,2016,98
jor,2017,99
jor,2018,92
jor,2019,87
jor,2020,76
jpn,1982,95
jpn,1983,95
jpn,1984,95
jpn,1985,95
jpn,1986,95
jpn,1987,95
jpn,1988,94
jpn,1989,93
jpn,1990,90
jpn,1991,94
jpn,1992,94
jpn,1993,91
jpn,1994,94
jpn,1995,97
jpn,1996,99
jpn,1997,97
jpn,1998,97
jpn,1999,98
jpn,2000,98
jpn,2001,81
jpn,2002,89
jpn,2003,97
jpn,2004,97
jpn,2005,95
jpn,2006,95
jpn,2007,97
jpn,2008,98
jpn,2009,99
jpn,2010,98
jpn,2011,96
jpn,2012,99
jpn,2013,99
jpn,2014,99
jpn,2015,99
jpn,2016,99
jpn,2017,97
jpn,2018,98
jpn,2019,98
jpn,2020,96
kaz,1992,87
kaz,1993,69
kaz,1994,69
kaz,1995,94
kaz,1996,98
kaz,1997,99
kaz,1998,99
kaz,1999,99
kaz,2000,96
kaz,2001,95
kaz,2002,95
kaz,2003,99
kaz,2004,99
kaz,2005,99
kaz,2006,99
kaz,2007,94
kaz,2008,99
kaz,2009,99
kaz,2010,98
kaz,2011,99
kaz,2012,98
kaz,2013,98
kaz,2014,95
kaz,2015,98
kaz,2016,82
kaz,2017,99
kaz,2018,98
kaz,2019,97
kaz,2020,88
ken,1984,57
ken,1985,70
ken,1986,72
ken,1987,77
ken,1988,82
ken,1989,83
ken,1990,84
ken,1991,86
ken,1992,87
ken,1993,89
ken,1994,92
ken,1995,94
ken,1996,87
ken,1997,81
ken,1998,81
ken,1999,81
ken,2000,80
ken,2001,77
ken,2002,83
ken,2003,75
ken,2004,73
ken,2005,70
ken,2006,77
ken,2007,76
ken,2008,88
ken,2009,89
ken,2010,90
ken,2011,97
ken,2012,94
ken,2013,94
ken,2014,93
ken,2015,83
ken,2016,88
ken,2017,81
ken,2018,92
ken,2019,91
ken,2020,89
kgz,1992,91
kgz,1993,69
kgz,1994,84
kgz,1995,96
kgz,1996,94
kgz,1997,99
kgz,1998,97
kgz,1999,99
