country,time,pol3_vacc
usa,1984,97
usa,1985,96
usa,1986,97
usa,1987,97
usa,1988,97
usa,1989,91
usa,1990,85
usa,1991,78
usa,1992,72
usa,1993,79
usa,1994,84
usa,1995,88
usa,1996,91
usa,1997,91
usa,1998,91
usa,1999,90
usa,2000,90
usa,2001,89
usa,2002,90
usa,2003,91
usa,2004,92
usa,2005,92
usa,2006,93
usa,2007,93
usa,2008,94
usa,2009,93
usa,2010,93
usa,2011,94
usa,2012,93
usa,2013,93
usa,2014,93
usa,2015,93
usa,2016,94
usa,2017,92
usa,2018,93
usa,2019,93
usa,2020,92
uzb,1992,85
uzb,1993,46
uzb,1994,79
uzb,1995,99
uzb,1996,97
uzb,1997,98
uzb,1998,99
uzb,1999,99
uzb,2000,99
uzb,2001,99
uzb,2002,99
uzb,2003,99
uzb,2004,99
uzb,2005,99
uzb,2006,94
uzb,2007,98
uzb,2008,98
uzb,2009,99
uzb,2010,99
uzb,2011,99
uzb,2012,99
uzb,2013,99
uzb,2014,99
uzb,2015,99
uzb,2016,99
uzb,2017,99
uzb,2018,98
uzb,2019,98
uzb,2020,97
vct,1980,26
vct,1981,33
vct,1982,99
vct,1983,84
vct,1984,90
vct,1985,89
vct,1986,95
vct,1987,96
vct,1988,97
vct,1989,97
vct,1990,92
vct,1991,99
vct,1992,99
vct,1993,99
vct,1994,99
vct,1995,97
vct,1996,99
vct,1997,99
vct,1998,99
vct,1999,99
vct,2000,99
vct,2001,99
vct,2002,99
vct,2003,99
vct,2004,99
vct,2005,93
vct,2006,99
vct,2007,99
vct,2008,99
vct,2009,99
vct,2010,99
vct,2011,96
vct,2012,96
vct,2013,97
vct,2014,97
vct,2015,99
vct,2016,99
vct,2017,99
vct,2018,99
vct,2019,99
vct,2020,99
ven,1980,95
ven,1981,75
ven,1982,76
ven,1983,77
ven,1984,59
ven,1985,59
ven,1986,64
ven,1987,61
ven,1988,74
ven,1989,67
ven,1990,72
ven,1991,74
ven,1992,73
ven,1993,72
ven,1994,73
ven,1995,85
ven,1996,73
ven,1997,76
ven,1998,62
ven,1999,86
ven,2000,86
ven,2001,87
ven,2002,81
ven,2003,86
ven,2004,83
ven,2005,80
ven,2006,73
ven,2007,67
ven,2008,76
ven,2009,75
ven,2010,74
ven,2011,78
ven,2012,73
ven,2013,82
ven,2014,79
ven,2015,87
ven,2016,82
ven,2017,79
ven,2018,53
ven,2019,62
ven,2020,62
vnm,1983,2
vnm,1984,5
vnm,1985,62
vnm,1986,45
vnm,1987,45
vnm,1988,54
vnm,1989,70
vnm,1990,88
vnm,1991,88
vnm,1992,89
vnm,1993,91
vnm,1994,94
vnm,1995,94
vnm,1996,94
vnm,1997,95
vnm,1998,94
vnm,1999,93
vnm,2000,96
vnm,2001,96
vnm,2002,92
vnm,2003,96
vnm,2004,96
vnm,2005,94
vnm,2006,94
vnm,2007,92
vnm,2008,93
vnm,2009,97
vnm,2010,94
vnm,2011,96
vnm,2012,97
vnm,2013,93
vnm,2014,96
vnm,2015,97
vnm,2016,95
vnm,2017,94
vnm,2018,90
vnm,2019,89
vnm,2020,80
vut,1982,17
vut,1983,18
vut,1984,27
vut,1985,27
vut,1986,31
vut,1987,53
vut,1988,58
vut,1989,70
vut,1990,78
vut,1991,82
vut,1992,78
vut,1993,87
vut,1994,74
vut,1995,74
vut,1996,68
vut,1997,67
vut,1998,67
vut,1999,67
vut,2000,67
vut,2001,67
vut,2002,67
vut,2003,67
vut,2004,67
vut,2005,67
vut,2006,67
vut,2007,69
vut,2008,70
vut,2009,72
vut,2010,74
vut,2011,75
vut,2012,77
vut,2013,78
vut,2014,80
vut,2015,80
vut,2016,81
vut,2017,83
vut,2018,85
vut,2019,90
vut,2020,76
wsm,1980,29
wsm,1981,66
wsm,1982,87
wsm,1983,89
wsm,1984,96
wsm,1985,92
wsm,1986,94
wsm,1987,93
wsm,1988,90
wsm,1989,66
wsm,1990,88
wsm,1991,79
wsm,1992,91
wsm,1993,92
wsm,1994,93
wsm,1995,94
wsm,1996,95
wsm,1997,99
wsm,1998,99
wsm,1999,97
wsm,2000,98
wsm,2001,88
wsm,2002,91
wsm,2003,90
wsm,2004,35
wsm,2005,66
wsm,2006,49
wsm,2007,63
wsm,2008,69
wsm,2009,61
wsm,2010,74
wsm,2011,79
wsm,2012,82
wsm,2013,82
wsm,2014,78
wsm,2015,81
wsm,2016,77
wsm,2017,71
wsm,2018,31
wsm,2019,55
wsm,2020,76
yem,1980,1
yem,1981,3
yem,1982,4
yem,1983,5
yem,1984,7
yem,1985,12
yem,1986,13
yem,1987,18
yem,1988,36
yem,1989,56
yem,1990,84
yem,1991,47
yem,1992,50
yem,1993,54
yem,1994,33
yem,1995,44
yem,1996,47
yem,1997,40
yem,1998,68
yem,1999,71
yem,2000,74
yem,2001,73
yem,2002,64
yem,2003,61
yem,2004,72
yem,2005,80
yem,2006,78
yem,2007,79
yem,2008,78
yem,2009,76
yem,2010,77
yem,2011,69
yem,2012,68
yem,2013,67
yem,2014,67
yem,2015,63
yem,2016,65
yem,2017,62
yem,2018,59
yem,2019,67
yem,2020,66
zaf,1983,80
zaf,1984,76
zaf,1985,77
zaf,1986,70
zaf,1987,75
zaf,1988,70
zaf,1989,73
zaf,1990,76
zaf,1991,82
zaf,1992,79
zaf,1993,81
zaf,1994,73
zaf,1995,72
zaf,1996,73
zaf,1997,72
zaf,1998,72
zaf,1999,71
zaf,2000,71
zaf,2001,71
zaf,2002,70
zaf,2003,70
zaf,2004,73
zaf,2005,75
zaf,2006,79
zaf,2007,79
zaf,2008,77
zaf,2009,75
zaf,2010,72
zaf,2011,71
zaf,2012,69
zaf,2013,79
zaf,2014,85
zaf,2015,85
zaf,2016,85
zaf,2017,84
zaf,2018,82
zaf,2019,85
zaf,2020,84
zmb,1983,46
zmb,1984,50
zmb,1985,61
zmb,1986,74
zmb,1987,81
zmb,1988,81
zmb,1989,81
zmb,1990,90
zmb,1991,80
zmb,1992,83
zmb,1993,87
zmb,1994,90
zmb,1995,84
zmb,1996,83
zmb,1997,82
zmb,1998,83
zmb,1999,84
zmb,2000,85
zmb,2001,86
zmb,2002,85
zmb,2003,85
zmb,2004,84
zmb,2005,84
zmb,2006,83
zmb,2007,77
zmb,2008,90
zmb,2009,93
zmb,2010,80
zmb,2011,83
zmb,2012,70
zmb,2013,74
zmb,2014,78
zmb,2015,90
zmb,2016,91
zmb,2017,92
zmb,2018,90
zmb,2019,89
zmb,2020,83
zwe,1981,38
zwe,1982,46
zwe,1983,53
zwe,1984,61
zwe,1985,63
zwe,1986,82
zwe,1987,86
zwe,1988,87
zwe,1989,88
zwe,1990,89
zwe,1991,88
zwe,1992,86
zwe,1993,85
zwe,1994,87
zwe,1995,88
zwe,1996,90
zwe,1997,86
zwe,1998,84
zwe,1999,81
zwe,2000,78
zwe,2001,76
zwe,2002,73
zwe,2003,70
zwe,2004,67
zwe,2005,69
zwe,2006,71
zwe,2007,73
zwe,2008,75
zwe,2009,69
zwe,2010,89
zwe,2011,93
zwe,2012,95
zwe,2013,95
zwe,2014,92
zwe,2015,88
zwe,2016,90
zwe,2017,89
zwe,2018,89
zwe,2019,90
zwe,2020,86
