country,time,vacc_rate
ury,1991,99
ury,1992,99
ury,1993,98
ury,1994,99
ury,1995,99
ury,1996,99
ury,1997,99
ury,1998,99
ury,1999,99
ury,2000,99
ury,2001,99
ury,2002,99
ury,2003,99
ury,2004,99
ury,2005,99
ury,2006,99
ury,2007,99
ury,2008,99
ury,2009,99
ury,2010,99
ury,2011,99
ury,2012,99
ury,2013,98
ury,2014,99
ury,2015,98
ury,2016,98
ury,2017,98
ury,2018,98
ury,2019,99
ury,2020,99
usa,1980,96
usa,1981,97
usa,1982,97
usa,1983,98
usa,1984,98
usa,1985,97
usa,1986,97
usa,1987,97
usa,1988,98
usa,1989,94
usa,1990,90
usa,1991,87
usa,1992,83
usa,1993,88
usa,1994,94
usa,1995,95
usa,1996,95
usa,1997,96
usa,1998,96
usa,1999,96
usa,2000,94
usa,2001,94
usa,2002,94
usa,2003,96
usa,2004,96
usa,2005,96
usa,2006,96
usa,2007,96
usa,2008,96
usa,2009,95
usa,2010,95
usa,2011,96
usa,2012,94
usa,2013,94
usa,2014,95
usa,2015,95
usa,2016,95
usa,2017,94
usa,2018,94
usa,2019,95
usa,2020,95
uzb,1992,98
uzb,1993,98
uzb,1994,93
uzb,1995,99
uzb,1996,97
uzb,1997,98
uzb,1998,99
uzb,1999,99
uzb,2000,99
uzb,2001,99
uzb,2002,99
uzb,2003,99
uzb,2004,99
uzb,2005,99
uzb,2006,99
uzb,2007,99
uzb,2008,98
uzb,2009,99
uzb,2010,99
uzb,2011,99
uzb,2012,99
uzb,2013,99
uzb,2014,99
uzb,2015,99
uzb,2016,99
uzb,2017,99
uzb,2018,99
uzb,2019,99
uzb,2020,99
vct,1980,26
vct,1981,33
vct,1982,99
vct,1983,84
vct,1984,92
vct,1985,90
vct,1986,95
vct,1987,97
vct,1988,98
vct,1989,99
vct,1990,99
vct,1991,99
vct,1992,99
vct,1993,99
vct,1994,99
vct,1995,99
vct,1996,99
vct,1997,99
vct,1998,99
vct,1999,99
vct,2000,99
vct,2001,99
vct,2002,99
vct,2003,99
vct,2004,99
vct,2005,99
vct,2006,99
vct,2007,99
vct,2008,99
vct,2009,99
vct,2010,99
vct,2011,99
vct,2012,97
vct,2013,99
vct,2014,99
vct,2015,99
vct,2016,99
vct,2017,99
vct,2018,99
vct,2019,99
vct,2020,99
ven,1980,95
ven,1981,77
ven,1982,76
ven,1983,82
ven,1984,92
ven,1985,89
ven,1986,86
ven,1987,63
ven,1988,76
ven,1989,88
ven,1990,82
ven,1991,90
ven,1992,85
ven,1993,81
ven,1994,95
ven,1995,91
ven,1996,90
ven,1997,89
ven,1998,92
ven,1999,98
ven,2000,99
ven,2001,98
ven,2002,90
ven,2003,91
ven,2004,96
ven,2005,95
ven,2006,83
ven,2007,87
ven,2008,93
ven,2009,91
ven,2010,92
ven,2011,95
ven,2012,96
ven,2013,95
ven,2014,97
ven,2015,99
ven,2016,97
ven,2017,96
ven,2018,92
ven,2019,93
ven,2020,82
vnm,1982,1
vnm,1983,4
vnm,1984,48
vnm,1985,62
vnm,1986,55
vnm,1987,59
vnm,1988,79
vnm,1989,94
vnm,1990,90
vnm,1991,91
vnm,1992,91
vnm,1993,94
vnm,1994,96
vnm,1995,96
vnm,1996,96
vnm,1997,96
vnm,1998,96
vnm,1999,95
vnm,2000,98
vnm,2001,98
vnm,2002,97
vnm,2003,99
vnm,2004,97
vnm,2005,95
vnm,2006,95
vnm,2007,94
vnm,2008,97
vnm,2009,97
vnm,2010,98
vnm,2011,98
vnm,2012,98
vnm,2013,98
vnm,2014,97
vnm,2015,97
vnm,2016,99
vnm,2017,97
vnm,2018,97
vnm,2019,96
vnm,2020,97
vut,1981,32
vut,1982,61
vut,1983,58
vut,1984,64
vut,1985,83
vut,1986,75
vut,1987,79
vut,1988,73
vut,1989,80
vut,1990,96
vut,1991,99
vut,1992,84
vut,1993,96
vut,1994,82
vut,1995,74
vut,1996,72
vut,1997,78
vut,1998,78
vut,1999,79
vut,2000,79
vut,2001,79
vut,2002,80
vut,2003,80
vut,2004,80
vut,2005,81
vut,2006,81
vut,2007,83
vut,2008,85
vut,2009,86
vut,2010,88
vut,2011,90
vut,2012,92
vut,2013,93
vut,2014,95
vut,2015,95
vut,2016,94
vut,2017,95
vut,2018,94
vut,2019,97
vut,2020,78
wsm,1980,72
wsm,1981,84
wsm,1982,96
wsm,1983,99
wsm,1984,97
wsm,1985,97
wsm,1986,97
wsm,1987,98
wsm,1988,97
wsm,1989,82
wsm,1990,97
wsm,1991,95
wsm,1992,91
wsm,1993,94
wsm,1994,97
wsm,1995,96
wsm,1996,98
wsm,1997,99
wsm,1998,99
wsm,1999,99
wsm,2000,98
wsm,2001,98
wsm,2002,99
wsm,2003,90
wsm,2004,93
wsm,2005,86
wsm,2006,84
wsm,2007,91
wsm,2008,98
wsm,2009,92
wsm,2010,87
wsm,2011,95
wsm,2012,90
wsm,2013,90
wsm,2014,89
wsm,2015,84
wsm,2016,80
wsm,2017,83
wsm,2018,62
wsm,2019,90
wsm,2020,99
yem,1980,9
yem,1981,12
yem,1982,13
yem,1983,15
yem,1984,16
yem,1985,20
yem,1986,23
yem,1987,30
yem,1988,52
yem,1989,75
yem,1990,95
yem,1991,63
yem,1992,54
yem,1993,57
yem,1994,41
yem,1995,60
yem,1996,58
yem,1997,54
yem,1998,68
yem,1999,79
yem,2000,82
yem,2001,78
yem,2002,73
yem,2003,66
yem,2004,74
yem,2005,80
yem,2006,78
yem,2007,79
yem,2008,78
yem,2009,76
yem,2010,77
yem,2011,69
yem,2012,68
yem,2013,73
yem,2014,73
yem,2015,69
yem,2016,73
yem,2017,68
yem,2018,65
yem,2019,73
yem,2020,73
zaf,1983,80
zaf,1984,76
zaf,1985,77
zaf,1986,70
zaf,1987,75
zaf,1988,70
zaf,1989,84
zaf,1990,79
zaf,1991,85
zaf,1992,85
zaf,1993,95
zaf,1994,95
zaf,1995,95
zaf,1996,95
zaf,1997,97
zaf,1998,94
zaf,1999,92
zaf,2000,89
zaf,2001,86
zaf,2002,84
zaf,2003,81
zaf,2004,78
zaf,2005,82
zaf,2006,84
zaf,2007,85
zaf,2008,84
zaf,2009,82
zaf,2010,81
zaf,2011,84
zaf,2012,86
zaf,2013,88
zaf,2014,93
zaf,2015,86
zaf,2016,85
zaf,2017,84
zaf,2018,83
zaf,2019,86
zaf,2020,86
zmb,1981,72
zmb,1982,70
zmb,1983,68
zmb,1984,71
zmb,1985,92
zmb,1986,95
zmb,1987,97
zmb,1988,97
zmb,1989,97
zmb,1990,97
zmb,1991,95
zmb,1992,94
zmb,1993,92
zmb,1994,98
zmb,1995,97
zmb,1996,96
zmb,1997,95
zmb,1998,95
zmb,1999,95
zmb,2000,94
zmb,2001,94
zmb,2002,94
zmb,2003,93
zmb,2004,93
zmb,2005,92
zmb,2006,92
zmb,2007,93
zmb,2008,91
zmb,2009,94
zmb,2010,96
zmb,2011,92
zmb,2012,92
zmb,2013,95
zmb,2014,99
zmb,2015,97
zmb,2016,99
zmb,2017,99
zmb,2018,94
zmb,2019,95
zmb,2020,96
zwe,1981,64
zwe,1982,65
zwe,1983,67
zwe,1984,69
zwe,1985,78
zwe,1986,94
zwe,1987,94
zwe,1988,89
zwe,1989,90
zwe,1990,91
zwe,1991,91
zwe,1992,91
zwe,1993,95
zwe,1994,95
zwe,1995,96
zwe,1996,96
zwe,1997,92
zwe,1998,88
zwe,1999,86
zwe,2000,84
zwe,2001,82
zwe,2002,80
zwe,2003,78
zwe,2004,76
zwe,2005,80
zwe,2006,84
zwe,2007,87
zwe,2008,91
zwe,2009,90
zwe,2010,99
zwe,2011,98
zwe,2012,98
zwe,2013,95
zwe,2014,99
zwe,2015,90
zwe,2016,95
zwe,2017,95
zwe,2018,95
zwe,2019,95
zwe,2020,88
