country,time,wn_bothhouses_c
civ,1970,3
civ,1971,4.42
civ,1972,5.74
civ,1973,6.96
civ,1974,8.1
civ,1975,9.17
civ,1976,8.29
civ,1977,7.49
civ,1978,6.75
civ,1979,6.07
civ,1980,5.44
civ,1981,5.5
civ,1982,5.56
civ,1983,5.62
civ,1984,5.67
civ,1985,5.71
civ,1986,5.49
civ,1987,5.26
civ,1988,5.03
civ,1989,4.8
civ,1990,4.57
civ,1991,5.26
civ,1992,5.94
civ,1993,6.63
civ,1994,7.31
civ,1995,8
civ,1996,8.13
civ,1997,8.24
civ,1998,8.34
civ,1999,8.43
civ,2000,8.52
civ,2001,8.78
civ,2002,9.03
civ,2003,9.27
civ,2004,9.51
civ,2005,9.74
civ,2006,9.97
civ,2007,10.19
civ,2008,10.4
civ,2009,10.61
civ,2010,10.82
civ,2011,11.02
civ,2012,10.66
civ,2013,10.28
civ,2014,9.91
civ,2015,9.54
civ,2016,9.16
civ,2017,12
civ,2018,19.19
civ,2019,13.28
civ,2020,13.56
civ,2021,15.58
cmr,1960,1
cmr,1961,1.33
cmr,1962,2
cmr,1963,2
cmr,1964,2
cmr,1965,2.33
cmr,1966,2.67
cmr,1967,3
cmr,1968,3.33
cmr,1969,3.67
cmr,1970,4
cmr,1971,5
cmr,1972,5.52
cmr,1973,5.83
cmr,1974,6.67
cmr,1975,7.5
cmr,1976,8.33
cmr,1977,9.17
cmr,1978,10
cmr,1979,10.83
cmr,1980,11.67
cmr,1981,12.5
cmr,1982,13.33
cmr,1983,14.17
cmr,1984,14.24
cmr,1985,14.31
cmr,1986,14.36
cmr,1987,14.4
cmr,1988,14.44
cmr,1989,13.89
cmr,1990,13.33
cmr,1991,12.78
cmr,1992,12.22
cmr,1993,11.11
cmr,1994,10.32
cmr,1995,9.72
cmr,1996,9.26
cmr,1997,8.89
cmr,1998,8.89
cmr,1999,8.89
cmr,2000,8.89
cmr,2001,8.89
cmr,2002,8.89
cmr,2003,10.63
cmr,2004,11.91
cmr,2005,12.89
cmr,2006,13.66
cmr,2007,14.29
cmr,2008,14.6
cmr,2009,15.01
cmr,2010,15.58
cmr,2011,16.39
cmr,2012,17.67
cmr,2013,20
cmr,2014,21.2
cmr,2015,22.4
cmr,2016,23.6
cmr,2017,24.8
cmr,2018,26
cmr,2019,29.29
cmr,2020,31.07
cmr,2021,31.07
cod,1960,0
cod,1961,0
cod,1962,0
cod,1963,0
cod,1964,0
cod,1965,0
cod,1966,0.57
cod,1967,1.14
cod,1968,1.71
cod,1969,2.29
cod,1970,2.86
cod,1971,3.9
cod,1972,5.15
cod,1973,6.68
cod,1974,8.6
cod,1975,11.07
cod,1976,6.2
cod,1977,1.84
cod,1978,2.22
cod,1979,2.58
cod,1980,2.92
cod,1981,3.24
cod,1982,3.55
cod,1983,3.83
cod,1984,4.15
cod,1985,4.51
cod,1986,4.92
cod,1987,5.41
cod,1988,4.1
cod,1989,3.18
cod,1990,2.5
cod,1991,1.97
cod,1992,1.55
cod,1993,3.69
cod,1994,5.01
cod,1995,5.5
cod,1996,6.01
cod,1997,6.54
cod,1998,7.08
cod,1999,7.65
cod,2000,8.24
cod,2001,8.85
cod,2002,9.49
cod,2003,10.16
cod,2004,9.66
cod,2005,9.07
cod,2006,8.4
cod,2007,4.63
cod,2008,7.23
cod,2009,8.17
cod,2010,8.65
cod,2011,8.94
cod,2012,9.1
cod,2013,9.25
cod,2014,9.4
cod,2015,9.55
cod,2016,9.7
cod,2017,9.85
cod,2018,10
cod,2019,11.99
cod,2020,14.29
cod,2021,14.78
cog,1959,0
cog,1960,1.31
cog,1961,2.65
cog,1962,4.04
cog,1963,5.45
cog,1964,5.65
cog,1965,5.8
cog,1966,5.92
cog,1967,6.02
cog,1968,6.11
cog,1969,6.19
cog,1970,6.25
cog,1971,6.31
cog,1972,6.36
cog,1973,6.4
cog,1974,6.81
cog,1975,7.2
cog,1976,7.55
cog,1977,7.89
cog,1978,8.2
cog,1979,8.5
cog,1980,8.76
cog,1981,9.02
cog,1982,9.28
cog,1983,9.54
cog,1984,9.8
cog,1985,10.6
cog,1986,11.45
cog,1987,12.34
cog,1988,13.28
cog,1989,14.29
cog,1990,11.19
cog,1991,8.5
cog,1992,2.7
cog,1993,1.62
cog,1994,2.7
cog,1995,3.77
cog,1996,4.83
cog,1997,5.89
cog,1998,6.94
cog,1999,7.99
cog,2000,9.04
cog,2001,10.08
cog,2002,11.11
cog,2003,11.42
cog,2004,11.97
cog,2005,13.33
cog,2006,9.23
cog,2007,7.41
cog,2008,7.3
cog,2009,8.67
cog,2010,10.68
cog,2011,13.89
cog,2012,7.35
cog,2013,11.54
cog,2014,19.44
cog,2015,16.12
cog,2016,14.73
cog,2017,13.96
cog,2018,13.8
cog,2019,13.64
cog,2020,13.64
cog,2021,13.64
col,1964,0
col,1965,2.79
col,1966,3.72
col,1967,3.14
col,1968,2.58
col,1969,3.13
col,1970,3.66
col,1971,3.78
col,1972,3.91
col,1973,4.04
col,1974,4.18
col,1975,4.02
col,1976,3.86
col,1977,3.7
col,1978,3.54
col,1979,3.45
col,1980,3.37
col,1981,3.28
col,1982,3.19
col,1983,3.43
col,1984,3.67
col,1985,3.91
col,1986,4.15
col,1987,4.55
col,1988,4.95
col,1989,5.35
col,1990,5.75
col,1991,9.4
col,1992,9.37
col,1993,9.35
col,1994,9.33
col,1995,10.03
col,1996,10.73
col,1997,11.45
col,1998,12.17
col,1999,11.83
col,2000,11.49
col,2001,11.15
col,2002,10.82
col,2003,10.54
col,2004,10.26
col,2005,9.98
col,2006,9.7
col,2007,10.73
col,2008,11.75
col,2009,12.78
col,2010,13.81
col,2011,15.58
col,2012,17.35
col,2013,19.12
col,2014,20.9
col,2015,20.59
col,2016,20.29
col,2017,20
col,2018,19.71
col,2019,19.57
col,2020,19.64
col,2021,20.22
com,1978,0
com,1979,0
com,1980,0
com,1981,0
com,1982,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,0
com,1988,0.4
com,1989,0.79
com,1990,1.19
com,1991,1.59
com,1992,1.98
com,1993,2.38
com,1994,1.57
com,1995,0.78
com,1996,0
com,1997,0.3
com,1998,0.62
com,1999,0.96
com,2000,1.32
com,2001,1.7
com,2002,2.11
com,2003,2.55
com,2004,3.03
com,2005,2.42
com,2006,1.82
com,2007,1.21
com,2008,0.61
com,2009,0
com,2010,0.51
com,2011,1.01
com,2012,1.52
com,2013,2.02
com,2014,2.53
com,2015,3.03
com,2016,3.79
com,2017,4.55
com,2018,5.3
com,2019,6.06
com,2020,16.67
com,2021,16.67
cpv,1975,1.79
cpv,1976,4.18
cpv,1977,6.46
cpv,1978,8.64
cpv,1979,10.71
cpv,1980,12.7
cpv,1981,12.54
cpv,1982,12.39
cpv,1983,12.27
cpv,1984,12.15
cpv,1985,12.05
cpv,1986,11.34
cpv,1987,10.61
cpv,1988,9.88
cpv,1989,9.13
cpv,1990,8.37
cpv,1991,7.59
cpv,1992,8.41
cpv,1993,9.27
cpv,1994,10.17
cpv,1995,11.11
cpv,1996,11.11
cpv,1997,11.11
cpv,1998,11.11
cpv,1999,11.11
cpv,2000,11.11
cpv,2001,11.11
cpv,2002,11.94
cpv,2003,12.78
cpv,2004,13.61
cpv,2005,14.44
cpv,2006,15.28
cpv,2007,16.39
cpv,2008,17.5
cpv,2009,18.61
cpv,2010,19.72
cpv,2011,20.83
cpv,2012,21.3
cpv,2013,21.63
cpv,2014,21.88
cpv,2015,22.07
cpv,2016,22.22
cpv,2017,22.5
cpv,2018,22.92
cpv,2019,23.61
cpv,2020,26.39
cpv,2021,38.89
cri,1949,0
cri,1950,1.67
cri,1951,3.33
cri,1952,5
cri,1953,6.67
cri,1954,6.22
cri,1955,5.78
cri,1956,5.33
cri,1957,4.89
cri,1958,4.44
cri,1959,3.65
cri,1960,2.94
cri,1961,2.31
cri,1962,1.75
cri,1963,2.63
cri,1964,3.51
cri,1965,4.39
cri,1966,5.26
cri,1967,5.7
cri,1968,6.14
cri,1969,6.58
cri,1970,7.02
cri,1971,6.58
cri,1972,6.14
cri,1973,5.7
cri,1974,5.26
cri,1975,5.7
cri,1976,6.14
cri,1977,6.58
cri,1978,7.02
cri,1979,7.02
cri,1980,7.02
cri,1981,7.02
cri,1982,7.02
cri,1983,7.89
cri,1984,8.77
cri,1985,9.65
cri,1986,10.53
cri,1987,10.96
cri,1988,11.4
cri,1989,11.84
cri,1990,12.28
cri,1991,12.72
cri,1992,13.16
cri,1993,13.6
cri,1994,14.04
cri,1995,15.35
cri,1996,16.67
cri,1997,17.98
cri,1998,19.3
cri,1999,24.91
cri,2000,28.65
cri,2001,31.33
cri,2002,33.33
cri,2003,34.09
cri,2004,35.09
cri,2005,36.49
cri,2006,38.6
cri,2007,38.6
cri,2008,38.6
cri,2009,38.6
cri,2010,38.6
cri,2011,37.28
cri,2012,35.96
cri,2013,34.65
cri,2014,33.33
cri,2015,36.4
cri,2016,39.47
cri,2017,42.54
cri,2018,45.61
cri,2019,45.61
cri,2020,45.61
cri,2021,45.61
cub,1948,3.17
cub,1949,3.04
cub,1950,2.92
cub,1951,2.8
cub,1952,2.7
cub,1953,2.6
cub,1954,2.51
cub,1955,2.42
cub,1956,2.34
cub,1957,2.27
cub,1958,2.2
cub,1959,4.9
cub,1960,7.18
cub,1961,9.13
cub,1962,10.82
cub,1963,12.3
cub,1964,13.61
cub,1965,14.77
cub,1966,15.81
cub,1967,16.74
cub,1968,17.59
cub,1969,18.35
cub,1970,19.06
cub,1971,19.7
cub,1972,20.29
cub,1973,20.83
cub,1974,21.34
cub,1975,21.81
cub,1976,22.25
cub,1977,22.33
cub,1978,22.41
cub,1979,22.49
cub,1980,22.57
cub,1981,22.65
cub,1982,24.94
cub,1983,27.21
cub,1984,29.47
cub,1985,31.71
cub,1986,33.92
cub,1987,32.12
cub,1988,30.39
cub,1989,28.74
cub,1990,27.15
cub,1991,25.62
cub,1992,24.16
cub,1993,22.75
cub,1994,23.74
cub,1995,24.72
cub,1996,25.7
cub,1997,26.66
cub,1998,27.62
cub,1999,29.31
cub,2000,30.98
cub,2001,32.65
cub,2002,34.31
cub,2003,35.96
cub,2004,37.41
cub,2005,38.85
cub,2006,40.29
cub,2007,41.73
cub,2008,43.16
cub,2009,44.44
cub,2010,45.38
cub,2011,46.08
cub,2012,46.63
cub,2013,47.08
cub,2014,47.77
cub,2015,48.63
cub,2016,49.73
cub,2017,51.19
cub,2018,53.22
cub,2019,53.22
cub,2020,53.41
cub,2021,53.41
cyp,1960,0
cyp,1961,0
cyp,1962,0
cyp,1963,0
cyp,1964,0
cyp,1965,0
cyp,1966,0
cyp,1967,0
cyp,1968,0
cyp,1969,0
cyp,1970,0
cyp,1971,0
cyp,1972,0
cyp,1973,0
cyp,1974,0
cyp,1975,0
cyp,1976,0
cyp,1977,0.57
cyp,1978,1.14
cyp,1979,1.71
cyp,1980,2.29
cyp,1981,2.86
cyp,1982,2.48
cyp,1983,2.2
cyp,1984,1.97
cyp,1985,1.79
cyp,1986,2.38
cyp,1987,2.98
cyp,1988,3.57
cyp,1989,4.17
cyp,1990,4.76
cyp,1991,5.36
cyp,1992,5.36
cyp,1993,5.36
cyp,1994,5.36
cyp,1995,5.36
cyp,1996,5.36
cyp,1997,6.43
cyp,1998,7.5
cyp,1999,8.57
cyp,2000,9.64
cyp,2001,10.71
cyp,2002,11.43
cyp,2003,12.14
cyp,2004,12.86
cyp,2005,13.57
cyp,2006,14.29
cyp,2007,13.57
cyp,2008,12.86
cyp,2009,12.14
cyp,2010,11.43
cyp,2011,10.71
cyp,2012,13.27
cyp,2013,14.68
cyp,2014,15.58
cyp,2015,16.21
cyp,2016,16.67
cyp,2017,16.84
cyp,2018,17.14
cyp,2019,17.86
cyp,2020,21.43
cyp,2021,14.29
cze,1992,10
cze,1993,11.24
cze,1994,12.27
cze,1995,13.14
cze,1996,13.88
cze,1997,13.88
cze,1998,13.88
cze,1999,13.54
cze,2000,12.35
cze,2001,14.92
cze,2002,15.66
cze,2003,15.66
cze,2004,15.66
cze,2005,15.48
cze,2006,15.3
cze,2007,16.73
cze,2008,18.15
cze,2009,19.57
cze,2010,21
cze,2011,20.17
cze,2012,17.28
cze,2013,20.75
cze,2014,16.05
cze,2015,18.32
cze,2016,19.09
cze,2017,22
cze,2018,16.05
cze,2019,20.64
cze,2020,20.64
cze,2021,22.42
deu,1990,20.54
deu,1991,22.01
deu,1992,23.46
deu,1993,24.91
deu,1994,26.34
deu,1995,27.49
deu,1996,28.64
deu,1997,29.79
deu,1998,30.94
deu,1999,31.23
deu,2000,31.53
deu,2001,31.84
deu,2002,32.17
deu,2003,32.03
deu,2004,31.9
deu,2005,31.76
deu,2006,32.02
deu,2007,32.28
deu,2008,32.54
deu,2009,32.8
deu,2010,33.32
deu,2011,33.59
deu,2012,33.74
deu,2013,33.85
deu,2014,33.5
deu,2015,33
deu,2016,32.2
deu,2017,30.75
deu,2018,31.2
deu,2019,31.62
deu,2020,31.88
deu,2021,34.82
dji,1977,0
dji,1978,0
dji,1979,0
dji,1980,0
dji,1981,0
dji,1982,0
dji,1983,0
dji,1984,0
dji,1985,0
dji,1986,0
dji,1987,0
dji,1988,0
dji,1989,0
dji,1990,0
dji,1991,0
dji,1992,0
dji,1993,0
dji,1994,0
dji,1995,0
dji,1996,0
dji,1997,0
dji,1998,1.79
dji,1999,3.59
dji,2000,5.38
dji,2001,7.18
dji,2002,8.97
dji,2003,10.77
dji,2004,11.38
dji,2005,12
dji,2006,12.62
dji,2007,13.23
dji,2008,13.85
dji,2009,13.68
dji,2010,13.56
dji,2011,13.47
dji,2012,13.39
dji,2013,13.33
dji,2014,14.86
dji,2015,16.73
dji,2016,19.08
dji,2017,22.11
dji,2018,26.15
dji,2019,26.15
dji,2020,26.15
dji,2021,26.15
dma,1980,13.33
dma,1981,12.67
dma,1982,12
dma,1983,11.33
dma,1984,10.67
dma,1985,10
dma,1986,11.33
dma,1987,12.67
dma,1988,14
dma,1989,15.33
dma,1990,16.67
dma,1991,15.13
dma,1992,13.64
dma,1993,12.18
dma,1994,10.76
dma,1995,9.38
dma,1996,11.25
dma,1997,13.13
dma,1998,15
dma,1999,16.88
dma,2000,18.75
dma,2001,17.61
dma,2002,16.46
dma,2003,15.29
dma,2004,14.1
dma,2005,12.9
dma,2006,12.8
dma,2007,12.7
dma,2008,12.6
dma,2009,12.5
dma,2010,19.23
dma,2011,20
dma,2012,20.69
dma,2013,21.31
dma,2014,21.88
dma,2015,22.5
dma,2016,23.13
dma,2017,23.75
dma,2018,24.38
dma,2019,25
dma,2020,34.38
dma,2021,34.38
dnk,1945,5.37
dnk,1946,8.53
dnk,1947,10.62
dnk,1948,9.95
dnk,1949,9.09
dnk,1950,7.95
dnk,1951,15.79
dnk,1952,10.59
dnk,1953,9.39
dnk,1954,9.24
dnk,1955,9.04
dnk,1956,8.77
dnk,1957,8.38
dnk,1958,8.75
dnk,1959,9.12
dnk,1960,9.5
dnk,1961,9.5
dnk,1962,9.5
dnk,1963,9.5
dnk,1964,9.5
dnk,1965,10.06
dnk,1966,10.61
dnk,1967,10.61
dnk,1968,10.61
dnk,1969,12.85
dnk,1970,15.08
dnk,1971,17.32
dnk,1972,16.2
dnk,1973,15.08
dnk,1974,15.36
dnk,1975,15.64
dnk,1976,16.2
dnk,1977,16.76
dnk,1978,20.11
dnk,1979,23.46
dnk,1980,23.46
dnk,1981,23.46
dnk,1982,24.39
dnk,1983,25.33
dnk,1984,26.26
dnk,1985,27.19
dnk,1986,28.12
dnk,1987,29.05
dnk,1988,32.96
dnk,1989,32.96
dnk,1990,32.96
dnk,1991,33.1
dnk,1992,33.24
dnk,1993,33.38
dnk,1994,33.52
dnk,1995,34.5
dnk,1996,35.47
dnk,1997,36.45
dnk,1998,37.43
dnk,1999,37.62
dnk,2000,37.8
dnk,2001,37.99
dnk,2002,37.71
dnk,2003,37.43
dnk,2004,37.15
dnk,2005,36.87
dnk,2006,37.15
dnk,2007,37.43
dnk,2008,37.85
dnk,2009,38.27
dnk,2010,38.69
dnk,2011,39.11
dnk,2012,38.69
dnk,2013,38.27
dnk,2014,37.85
dnk,2015,37.43
dnk,2016,37.85
dnk,2017,38.27
dnk,2018,38.69
dnk,2019,39.11
dnk,2020,39.66
dnk,2021,39.66
dom,1946,0
dom,1947,2.63
dom,1948,2.08
dom,1949,1.28
dom,1950,0
dom,1951,4.17
dom,1952,5.77
dom,1953,8
dom,1954,13.04
dom,1955,6.73
dom,1956,3.6
dom,1957,1.72
dom,1958,8.33
dom,1959,5.17
dom,1960,3.97
dom,1961,3.33
dom,1962,2.94
dom,1963,3.19
dom,1964,3.45
dom,1965,3.7
dom,1966,3.96
dom,1967,4.7
dom,1968,5.45
dom,1969,6.19
dom,1970,6.93
dom,1971,8.79
dom,1972,10.5
dom,1973,12.09
dom,1974,13.56
dom,1975,12.92
dom,1976,12.29
dom,1977,11.65
dom,1978,11.02
dom,1979,9.38
dom,1980,7.92
dom,1981,6.62
dom,1982,5.44
dom,1983,5.75
dom,1984,6.06
dom,1985,6.37
dom,1986,6.67
dom,1987,7.33
dom,1988,8
dom,1989,8.67
dom,1990,9.33
dom,1991,9.5
dom,1992,9.67
dom,1993,9.83
dom,1994,10
dom,1995,11.29
dom,1996,12.46
dom,1997,13.54
dom,1998,14.53
dom,1999,15.07
dom,2000,15.46
dom,2001,15.74
dom,2002,15.96
dom,2003,16.17
dom,2004,16.42
dom,2005,16.74
dom,2006,17.14
dom,2007,17.63
dom,2008,18.12
dom,2009,18.6
dom,2010,19.07
dom,2011,16.62
dom,2012,14.73
dom,2013,13.23
dom,2014,12
dom,2015,10.98
dom,2016,10.12
dom,2017,13.18
dom,2018,17.55
dom,2019,24.32
dom,2020,25.68
dom,2021,25.68
dza,1962,5.1
dza,1963,3.59
dza,1964,1.45
dza,1965,1.77
dza,1966,2.06
dza,1967,2.31
dza,1968,2.54
dza,1969,2.74
dza,1970,2.92
dza,1971,3.09
dza,1972,3.24
dza,1973,3.38
dza,1974,3.51
dza,1975,3.62
dza,1976,3.73
dza,1977,3.83
dza,1978,3.32
dza,1979,2.82
dza,1980,2.34
dza,1981,1.87
dza,1982,1.42
dza,1983,1.62
dza,1984,1.81
dza,1985,2
dza,1986,2.19
dza,1987,2.37
dza,1988,2.86
dza,1989,3.66
dza,1990,5.26
dza,1991,10
dza,1992,8.05
dza,1993,7.21
dza,1994,6.74
dza,1995,6.68
dza,1996,6.62
dza,1997,6.56
dza,1998,6.36
dza,1999,6.27
dza,2000,6.22
dza,2001,6.19
dza,2002,6.17
dza,2003,19.44
dza,2004,14.39
dza,2005,8.96
dza,2006,3.1
dza,2007,7.46
dza,2008,7.11
dza,2009,5.15
dza,2010,19.41
dza,2011,23.74
dza,2012,25.83
dza,2013,23.82
dza,2014,19.73
dza,2015,6.94
dza,2016,21.29
dza,2017,25.76
dza,2018,6.82
dza,2019,21.55
dza,2020,21.23
dza,2021,7.48
ecu,1948,0
ecu,1949,0
ecu,1950,0
ecu,1951,0
ecu,1952,0
ecu,1953,0.21
ecu,1954,0.42
ecu,1955,0.63
ecu,1956,0.83
ecu,1957,1.04
ecu,1958,1.25
ecu,1959,1.46
ecu,1960,1.67
ecu,1961,1.62
ecu,1962,1.58
ecu,1963,1.52
ecu,1964,1.46
ecu,1965,1.39
ecu,1966,1.3
ecu,1967,0.99
ecu,1968,0.8
ecu,1969,0.76
ecu,1970,0.71
ecu,1971,0.66
ecu,1972,0.61
ecu,1973,0.55
ecu,1974,0.48
ecu,1975,0.41
ecu,1976,0.32
ecu,1977,0.23
ecu,1978,0.12
ecu,1979,0
ecu,1980,0.86
ecu,1981,1.71
ecu,1982,2.54
ecu,1983,3.36
ecu,1984,4.17
ecu,1985,2.78
ecu,1986,1.39
ecu,1987,2.88
ecu,1988,4.48
ecu,1989,5.97
ecu,1990,7.46
ecu,1991,6.72
ecu,1992,5.97
ecu,1993,5.22
ecu,1994,4.48
ecu,1995,9.32
ecu,1996,12.77
ecu,1997,15.35
ecu,1998,17.36
ecu,1999,17.06
ecu,2000,16.74
ecu,2001,16.39
ecu,2002,16
ecu,2003,18.25
ecu,2004,20.5
ecu,2005,22.75
ecu,2006,25
ecu,2007,27.78
ecu,2008,30.17
ecu,2009,32.26
ecu,2010,33.65
ecu,2011,34.55
ecu,2012,35.17
ecu,2013,35.63
ecu,2014,35.98
ecu,2015,36.43
ecu,2016,37.05
ecu,2017,37.96
ecu,2018,37.96
ecu,2019,37.96
ecu,2020,39.42
ecu,2021,38.69
egy,1950,0
egy,1951,0.09
egy,1952,0.17
egy,1953,0.26
egy,1954,0.34
egy,1955,0.42
egy,1956,0.5
egy,1957,0.57
egy,1958,0.85
egy,1959,1.03
egy,1960,1.17
egy,1961,1.34
egy,1962,1.56
egy,1963,1.85
egy,1964,2.22
egy,1965,1.94
egy,1966,1.67
egy,1967,1.39
egy,1968,1.11
egy,1969,0.83
egy,1970,1.53
egy,1971,2.22
egy,1972,2.11
egy,1973,2
egy,1974,1.89
egy,1975,1.78
egy,1976,1.67
egy,1977,4.23
egy,1978,6.64
egy,1979,8.93
egy,1980,8.69
egy,1981,8.46
egy,1982,8.25
egy,1983,8.05
egy,1984,7.86
egy,1985,6.55
egy,1986,5.24
egy,1987,3.93
egy,1988,3.36
egy,1989,2.78
egy,1990,2.2
egy,1991,2.16
egy,1992,2.11
egy,1993,2.07
egy,1994,2.03
egy,1995,1.98
egy,1996,2.07
egy,1997,2.16
egy,1998,2.25
egy,1999,2.33
egy,2000,2.42
egy,2001,3.14
egy,2002,4.04
egy,2003,5.22
egy,2004,6.82
egy,2005,1.98
egy,2006,4.89
egy,2007,7.39
egy,2008,9.12
egy,2009,10.89
egy,2010,12.7
egy,2011,1.97
egy,2012,5.61
egy,2013,8.97
egy,2014,12.06
egy,2015,14.93
egy,2016,14.93
egy,2017,14.93
egy,2018,14.93
egy,2019,14.93
egy,2020,22.67
egy,2021,22.87
eri,1994,20.95
eri,1995,21.01
eri,1996,21.07
eri,1997,21.12
eri,1998,21.18
eri,1999,21.23
eri,2000,21.28
eri,2001,21.33
eri,2002,21.37
eri,2003,21.42
eri,2004,21.46
eri,2005,21.51
eri,2006,21.55
eri,2007,21.59
eri,2008,21.63
eri,2009,21.67
eri,2010,21.7
eri,2011,21.74
eri,2012,21.78
eri,2013,21.81
eri,2014,21.84
eri,2015,21.88
eri,2016,21.91
eri,2017,21.94
eri,2018,21.97
eri,2019,22
esp,1946,0.34
esp,1947,0.34
esp,1948,0.33
esp,1949,0.33
esp,1950,0.33
esp,1951,0.33
esp,1952,0.34
esp,1953,0.31
esp,1954,0.29
esp,1955,0.28
esp,1956,0.28
esp,1957,0.29
esp,1958,0.29
esp,1959,0.33
esp,1960,0.38
esp,1961,0.42
esp,1962,0.45
esp,1963,0.49
esp,1964,0.53
esp,1965,0.67
esp,1966,0.81
esp,1967,0.96
esp,1968,1
esp,1969,1.04
esp,1970,1.07
esp,1971,1.11
esp,1972,1.54
esp,1973,2.02
esp,1974,2.55
esp,1975,3.13
esp,1976,3.79
esp,1977,4.52
esp,1978,4.68
esp,1979,4.85
esp,1980,5.05
esp,1981,5.25
esp,1982,5.45
esp,1983,6.03
esp,1984,6.61
esp,1985,7.2
esp,1986,7.78
esp,1987,9.49
esp,1988,11.2
esp,1989,12.91
esp,1990,13.33
esp,1991,13.74
esp,1992,14.16
esp,1993,14.57
esp,1994,15.71
esp,1995,16.85
esp,1996,17.99
esp,1997,19.98
esp,1998,21.98
esp,1999,23.96
esp,2000,25.94
esp,2001,27.09
esp,2002,28.24
esp,2003,29.39
esp,2004,30.54
esp,2005,31.03
esp,2006,31.44
esp,2007,31.78
esp,2008,32.06
esp,2009,32.81
esp,2010,33.73
esp,2011,34.91
esp,2012,36.1
esp,2013,37.3
esp,2014,38.49
esp,2015,39.67
esp,2016,38.82
esp,2017,39.6
esp,2018,40.59
esp,2019,41.86
esp,2020,42.6
esp,2021,41.37
est,1990,5.71
est,1991,9.66
est,1992,13.73
est,1993,13.44
est,1994,13.16
est,1995,12.87
est,1996,14.11
est,1997,15.35
est,1998,16.58
est,1999,17.82
est,2000,18.07
est,2001,18.32
est,2002,18.56
est,2003,18.81
est,2004,20.46
est,2005,21.29
est,2006,21.78
est,2007,22.11
est,2008,21.88
est,2009,21.53
est,2010,20.96
est,2011,19.8
est,2012,20.79
est,2013,21.78
est,2014,22.77
est,2015,23.76
est,2016,25.25
est,2017,26.73
est,2018,28.22
est,2019,29.7
est,2020,27.72
est,2021,25.74
eth,1957,0.82
eth,1958,0.98
eth,1959,1.14
eth,1960,1.31
eth,1961,1.47
eth,1962,1.63
eth,1963,1.56
eth,1964,1.49
eth,1965,1.43
eth,1966,1.37
eth,1967,1.32
eth,1968,1.27
eth,1969,1.22
eth,1970,1.18
eth,1971,1.14
eth,1972,1.1
eth,1973,1.07
eth,1974,0.93
eth,1975,0.81
eth,1976,0.71
eth,1977,0.62
eth,1978,0.54
eth,1979,0.47
eth,1980,0.41
eth,1981,0.36
eth,1982,0.31
eth,1983,0.26
eth,1984,0.22
eth,1985,0.19
eth,1986,0.15
eth,1987,0.12
eth,1988,0.39
eth,1989,0.67
eth,1990,0.97
eth,1991,1.28
eth,1992,1.62
eth,1993,1.99
eth,1994,2.37
eth,1995,2.79
eth,1996,3.77
eth,1997,4.75
eth,1998,5.72
eth,1999,6.69
eth,2000,7.65
eth,2001,11.88
eth,2002,15.06
eth,2003,17.52
eth,2004,19.49
eth,2005,21.1
eth,2006,21.64
eth,2007,22.31
eth,2008,23.13
eth,2009,24.16
eth,2010,25.51
eth,2011,27.93
eth,2012,30.31
eth,2013,32.68
eth,2014,35.02
eth,2015,37.34
eth,2016,37.33
eth,2017,37.31
eth,2018,37.3
eth,2019,37.29
eth,2020,37.29
eth,2021,38.93
fin,1945,9
fin,1946,9.67
fin,1947,10.33
fin,1948,11
fin,1949,11.67
fin,1950,12.33
fin,1951,13
fin,1952,13.67
fin,1953,14.33
fin,1954,15
fin,1955,14.88
fin,1956,14.75
fin,1957,14.63
fin,1958,14.5
fin,1959,14.38
fin,1960,14.25
fin,1961,14.13
fin,1962,14
fin,1963,14.63
fin,1964,15.25
fin,1965,15.88
fin,1966,16.5
fin,1967,16.5
fin,1968,16.5
fin,1969,16.5
fin,1970,16.5
fin,1971,19
fin,1972,21.5
fin,1973,22
fin,1974,22.5
fin,1975,23
fin,1976,23.75
fin,1977,24.5
fin,1978,25.25
fin,1979,26
fin,1980,27.13
fin,1981,28.25
fin,1982,29.38
fin,1983,30.5
fin,1984,30.75
fin,1985,31
fin,1986,31.25
fin,1987,31.5
fin,1988,33.38
fin,1989,35.25
fin,1990,37.13
fin,1991,39
fin,1992,37.63
fin,1993,36.25
fin,1994,34.88
fin,1995,33.5
fin,1996,34.38
fin,1997,35.25
fin,1998,36.13
fin,1999,37
fin,2000,37.13
fin,2001,37.25
fin,2002,37.38
fin,2003,37.5
fin,2004,39.2
fin,2005,40.33
fin,2006,41.14
fin,2007,41.75
fin,2008,41.86
fin,2009,42
fin,2010,42.2
fin,2011,42.5
fin,2012,42.25
fin,2013,42
fin,2014,41.75
fin,2015,41.5
fin,2016,42.88
fin,2017,44.25
fin,2018,45.63
fin,2019,47
fin,2020,46
fin,2021,45.5
fji,1970,4.55
fji,1971,4.05
fji,1972,3.85
fji,1973,3.93
fji,1974,4.05
fji,1975,4.24
fji,1976,4.55
fji,1977,1.92
fji,1978,2.13
fji,1979,2.3
fji,1980,2.45
fji,1981,2.59
fji,1982,2.7
fji,1983,2.31
fji,1984,1.85
fji,1985,1.33
fji,1986,0.72
fji,1987,0
fji,1988,1.3
fji,1989,2.22
fji,1990,2.9
fji,1991,3.43
fji,1992,3.85
