country,time,mmr_who
lbr,2007,754
lbr,2008,738
lbr,2009,724
lbr,2010,708
lbr,2011,694
lbr,2012,683
lbr,2013,674
lbr,2014,688
lbr,2015,691
lbr,2016,661
lbr,2017,661
lby,2000,70
lby,2001,68
lby,2002,66
lby,2003,64
lby,2004,61
lby,2005,57
lby,2006,55
lby,2007,53
lby,2008,52
lby,2009,53
lby,2010,53
lby,2011,56
lby,2012,55
lby,2013,58
lby,2014,63
lby,2015,70
lby,2016,73
lby,2017,72
lca,2000,86
lca,2001,86
lca,2002,90
lca,2003,92
lca,2004,89
lca,2005,83
lca,2006,82
lca,2007,87
lca,2008,93
lca,2009,100
lca,2010,109
lca,2011,116
lca,2012,116
lca,2013,108
lca,2014,104
lca,2015,115
lca,2016,117
lca,2017,117
lka,2000,56
lka,2001,53
lka,2002,50
lka,2003,50
lka,2004,48
lka,2005,45
lka,2006,47
lka,2007,43
lka,2008,42
lka,2009,41
lka,2010,38
lka,2011,38
lka,2012,37
lka,2013,37
lka,2014,36
lka,2015,36
lka,2016,36
lka,2017,36
lso,2000,614
lso,2001,633
lso,2002,653
lso,2003,671
lso,2004,680
lso,2005,679
lso,2006,668
lso,2007,652
lso,2008,623
lso,2009,607
lso,2010,594
lso,2011,585
lso,2012,586
lso,2013,583
lso,2014,579
lso,2015,574
lso,2016,559
lso,2017,544
ltu,2000,17
ltu,2001,16
ltu,2002,14
ltu,2003,14
ltu,2004,13
ltu,2005,14
ltu,2006,14
ltu,2007,14
ltu,2008,13
ltu,2009,11
ltu,2010,10
ltu,2011,10
ltu,2012,10
ltu,2013,10
ltu,2014,9
ltu,2015,9
ltu,2016,8
ltu,2017,8
lux,2000,10
lux,2001,10
lux,2002,9
lux,2003,8
lux,2004,8
lux,2005,9
lux,2006,9
lux,2007,8
lux,2008,6
lux,2009,7
lux,2010,8
lux,2011,8
lux,2012,7
lux,2013,6
lux,2014,6
lux,2015,5
lux,2016,5
lux,2017,5
lva,2000,34
lva,2001,35
lva,2002,33
lva,2003,34
lva,2004,32
lva,2005,30
lva,2006,32
lva,2007,32
lva,2008,29
lva,2009,28
lva,2010,26
lva,2011,26
lva,2012,23
lva,2013,27
lva,2014,24
lva,2015,23
lva,2016,26
lva,2017,19
mar,2000,188
mar,2001,174
mar,2002,162
mar,2003,152
mar,2004,142
mar,2005,131
mar,2006,121
mar,2007,113
mar,2008,106
mar,2009,99
mar,2010,92
mar,2011,86
mar,2012,81
mar,2013,78
mar,2014,76
mar,2015,74
mar,2016,72
mar,2017,70
mda,2000,44
mda,2001,39
mda,2002,38
mda,2003,36
mda,2004,32
mda,2005,34
mda,2006,31
mda,2007,31
mda,2008,29
mda,2009,28
mda,2010,29
mda,2011,21
mda,2012,22
mda,2013,21
mda,2014,23
mda,2015,22
mda,2016,20
mda,2017,19
mdg,2000,559
mdg,2001,552
mdg,2002,547
mdg,2003,543
mdg,2004,539
mdg,2005,526
mdg,2006,513
mdg,2007,503
mdg,2008,491
mdg,2009,474
mdg,2010,453
mdg,2011,432
mdg,2012,413
mdg,2013,394
mdg,2014,378
mdg,2015,363
mdg,2016,348
mdg,2017,335
mdv,2000,125
mdv,2001,111
mdv,2002,105
mdv,2003,97
mdv,2004,89
mdv,2005,75
mdv,2006,71
mdv,2007,71
mdv,2008,72
mdv,2009,71
mdv,2010,67
mdv,2011,62
mdv,2012,60
mdv,2013,58
mdv,2014,56
mdv,2015,54
mdv,2016,54
mdv,2017,53
mex,2000,55
mex,2001,55
mex,2002,56
mex,2003,55
mex,2004,54
mex,2005,54
mex,2006,51
mex,2007,49
mex,2008,49
mex,2009,51
mex,2010,46
mex,2011,43
mex,2012,41
mex,2013,39
mex,2014,38
mex,2015,36
mex,2016,34
mex,2017,33
mkd,2000,13
mkd,2001,12
mkd,2002,12
mkd,2003,10
mkd,2004,11
mkd,2005,10
mkd,2006,10
mkd,2007,10
mkd,2008,8
mkd,2009,8
mkd,2010,8
mkd,2011,8
mkd,2012,8
mkd,2013,8
mkd,2014,8
mkd,2015,8
mkd,2016,8
mkd,2017,7
mli,2000,836
mli,2001,797
mli,2002,764
mli,2003,739
mli,2004,715
mli,2005,691
mli,2006,675
mli,2007,663
mli,2008,661
mli,2009,661
mli,2010,660
mli,2011,663
mli,2012,663
mli,2013,663
mli,2014,642
mli,2015,620
mli,2016,590
mli,2017,562
mlt,2000,9
mlt,2001,10
mlt,2002,9
mlt,2003,10
mlt,2004,9
mlt,2005,8
mlt,2006,8
mlt,2007,8
mlt,2008,8
mlt,2009,7
mlt,2010,8
mlt,2011,7
mlt,2012,7
mlt,2013,7
mlt,2014,6
mlt,2015,7
mlt,2016,6
mlt,2017,6
mmr,2000,340
mmr,2001,331
mmr,2002,323
mmr,2003,314
mmr,2004,307
mmr,2005,299
mmr,2006,293
mmr,2007,287
mmr,2008,289
mmr,2009,274
mmr,2010,265
mmr,2011,259
mmr,2012,254
mmr,2013,251
mmr,2014,247
mmr,2015,246
mmr,2016,245
mmr,2017,250
mne,2000,12
mne,2001,12
mne,2002,11
mne,2003,11
mne,2004,10
mne,2005,9
mne,2006,9
mne,2007,8
mne,2008,8
mne,2009,8
mne,2010,7
mne,2011,7
mne,2012,7
mne,2013,6
mne,2014,6
mne,2015,6
mne,2016,6
mne,2017,6
mng,2000,155
mng,2001,138
mng,2002,124
mng,2003,114
mng,2004,106
mng,2005,98
mng,2006,91
mng,2007,85
mng,2008,80
mng,2009,73
mng,2010,66
mng,2011,59
mng,2012,54
mng,2013,51
mng,2014,49
mng,2015,47
mng,2016,46
mng,2017,45
moz,2000,798
moz,2001,745
moz,2002,700
moz,2003,657
moz,2004,615
moz,2005,577
moz,2006,539
moz,2007,505
moz,2008,471
moz,2009,439
moz,2010,412
moz,2011,389
moz,2012,371
moz,2013,356
moz,2014,339
moz,2015,318
moz,2016,301
moz,2017,289
mrt,2000,834
mrt,2001,835
mrt,2002,836
mrt,2003,836
mrt,2004,830
mrt,2005,826
mrt,2006,821
mrt,2007,820
mrt,2008,819
mrt,2009,822
mrt,2010,824
mrt,2011,822
mrt,2012,812
mrt,2013,805
mrt,2014,796
mrt,2015,785
mrt,2016,777
mrt,2017,766
mus,2000,59
mus,2001,54
mus,2002,54
mus,2003,57
mus,2004,54
mus,2005,53
mus,2006,55
mus,2007,56
mus,2008,53
mus,2009,59
mus,2010,66
mus,2011,54
mus,2012,63
mus,2013,60
mus,2014,70
mus,2015,73
mus,2016,67
mus,2017,61
mwi,2000,749
mwi,2001,735
mwi,2002,714
mwi,2003,687
mwi,2004,654
mwi,2005,610
mwi,2006,566
mwi,2007,526
mwi,2008,493
mwi,2009,466
mwi,2010,444
mwi,2011,428
mwi,2012,413
mwi,2013,396
mwi,2014,381
mwi,2015,370
mwi,2016,358
mwi,2017,349
mys,2000,38
mys,2001,36
mys,2002,34
mys,2003,33
mys,2004,32
mys,2005,31
mys,2006,30
mys,2007,30
mys,2008,29
mys,2009,29
mys,2010,30
mys,2011,30
mys,2012,30
mys,2013,30
mys,2014,30
mys,2015,30
mys,2016,29
mys,2017,29
nam,2000,348
nam,2001,352
nam,2002,356
nam,2003,359
nam,2004,358
nam,2005,346
nam,2006,328
nam,2007,306
nam,2008,284
nam,2009,276
nam,2010,266
nam,2011,256
nam,2012,240
nam,2013,231
nam,2014,223
nam,2015,217
nam,2016,207
nam,2017,195
ner,2000,813
ner,2001,803
ner,2002,795
ner,2003,782
ner,2004,770
ner,2005,755
ner,2006,739
ner,2007,725
ner,2008,709
ner,2009,688
ner,2010,663
ner,2011,639
ner,2012,616
ner,2013,594
ner,2014,573
ner,2015,555
ner,2016,530
ner,2017,509
nga,2000,1200
nga,2001,1200
nga,2002,1180
nga,2003,1170
nga,2004,1130
nga,2005,1080
nga,2006,1040
nga,2007,1010
nga,2008,996
nga,2009,987
nga,2010,978
nga,2011,972
nga,2012,963
nga,2013,951
nga,2014,943
nga,2015,931
nga,2016,925
nga,2017,917
nic,2000,162
nic,2001,157
nic,2002,151
nic,2003,145
nic,2004,138
nic,2005,131
nic,2006,124
nic,2007,121
nic,2008,116
nic,2009,113
nic,2010,112
nic,2011,110
nic,2012,108
nic,2013,105
nic,2014,103
nic,2015,101
nic,2016,100
nic,2017,98
nld,2000,13
nld,2001,13
nld,2002,13
nld,2003,12
nld,2004,11
nld,2005,11
nld,2006,9
nld,2007,9
nld,2008,8
nld,2009,8
nld,2010,7
nld,2011,7
nld,2012,7
nld,2013,6
nld,2014,6
nld,2015,6
nld,2016,6
nld,2017,5
nor,2000,6
nor,2001,5
nor,2002,5
nor,2003,5
nor,2004,5
nor,2005,5
nor,2006,4
nor,2007,4
nor,2008,4
nor,2009,4
nor,2010,4
nor,2011,4
nor,2012,3
nor,2013,3
nor,2014,3
nor,2015,3
nor,2016,3
nor,2017,2
npl,2000,553
npl,2001,521
npl,2002,520
npl,2003,470
npl,2004,447
npl,2005,415
npl,2006,386
npl,2007,361
npl,2008,342
npl,2009,323
npl,2010,305
npl,2011,285
npl,2012,266
npl,2013,248
npl,2014,231
npl,2015,236
npl,2016,200
npl,2017,186
nzl,2000,12
nzl,2001,11
nzl,2002,12
nzl,2003,12
nzl,2004,11
nzl,2005,11
nzl,2006,11
nzl,2007,11
nzl,2008,10
nzl,2009,11
nzl,2010,11
nzl,2011,10
nzl,2012,10
nzl,2013,9
nzl,2014,10
nzl,2015,10
nzl,2016,10
nzl,2017,9
omn,2000,20
omn,2001,20
omn,2002,20
omn,2003,20
omn,2004,19
omn,2005,19
omn,2006,18
omn,2007,18
omn,2008,18
omn,2009,18
omn,2010,18
omn,2011,18
omn,2012,18
omn,2013,18
omn,2014,18
omn,2015,19
omn,2016,19
omn,2017,19
pak,2000,286
pak,2001,275
pak,2002,264
pak,2003,254
pak,2004,243
pak,2005,237
pak,2006,222
pak,2007,214
pak,2008,205
pak,2009,199
pak,2010,191
pak,2011,180
pak,2012,173
pak,2013,166
pak,2014,161
pak,2015,154
pak,2016,143
pak,2017,140
pan,2000,91
pan,2001,86
pan,2002,91
pan,2003,93
pan,2004,88
pan,2005,88
pan,2006,88
pan,2007,86
pan,2008,84
pan,2009,82
pan,2010,79
pan,2011,76
pan,2012,74
pan,2013,66
pan,2014,60
pan,2015,58
pan,2016,55
pan,2017,52
per,2000,144
per,2001,138
per,2002,132
per,2003,127
per,2004,122
per,2005,118
per,2006,114
per,2007,112
per,2008,108
per,2009,106
per,2010,104
per,2011,102
per,2012,100
per,2013,98
per,2014,96
per,2015,94
per,2016,91
per,2017,88
phl,2000,160
phl,2001,163
phl,2002,160
phl,2003,156
phl,2004,156
phl,2005,156
phl,2006,156
phl,2007,149
phl,2008,148
phl,2009,149
phl,2010,144
phl,2011,141
phl,2012,139
phl,2013,136
phl,2014,131
phl,2015,127
phl,2016,124
phl,2017,121
png,2000,249
png,2001,242
png,2002,234
png,2003,225
png,2004,213
png,2005,200
png,2006,187
png,2007,179
png,2008,173
png,2009,170
png,2010,168
png,2011,166
png,2012,164
png,2013,160
png,2014,155
png,2015,151
png,2016,148
png,2017,145
pol,2000,7
pol,2001,6
pol,2002,5
pol,2003,5
pol,2004,5
pol,2005,4
pol,2006,4
pol,2007,4
pol,2008,4
pol,2009,3
pol,2010,3
pol,2011,3
pol,2012,3
pol,2013,3
pol,2014,2
pol,2015,2
pol,2016,2
pol,2017,2
prk,2000,139
prk,2001,128
prk,2002,122
prk,2003,121
prk,2004,120
prk,2005,120
prk,2006,120
prk,2007,119
prk,2008,118
prk,2009,113
prk,2010,106
prk,2011,100
prk,2012,96
prk,2013,94
prk,2014,93
prk,2015,91
prk,2016,90
prk,2017,89
prt,2000,10
prt,2001,10
prt,2002,10
prt,2003,10
prt,2004,10
prt,2005,9
prt,2006,9
prt,2007,9
prt,2008,9
prt,2009,9
prt,2010,9
prt,2011,9
prt,2012,9
prt,2013,8
prt,2014,8
prt,2015,9
prt,2016,9
prt,2017,8
pry,2000,194
pry,2001,191
pry,2002,188
pry,2003,185
pry,2004,180
pry,2005,174
pry,2006,168
pry,2007,163
pry,2008,158
pry,2009,153
pry,2010,148
pry,2011,145
pry,2012,141
pry,2013,138
pry,2014,135
pry,2015,132
pry,2016,130
pry,2017,129
pse,2000,70
pse,2001,69
pse,2002,70
pse,2003,66
pse,2004,64
pse,2005,59
pse,2006,58
pse,2007,56
pse,2008,53
pse,2009,50
pse,2010,45
pse,2011,42
pse,2012,40
pse,2013,36
pse,2014,37
pse,2015,32
pse,2016,29
pse,2017,27
qat,2000,14
qat,2001,14
qat,2002,13
qat,2003,13
qat,2004,13
qat,2005,12
qat,2006,11
qat,2007,11
qat,2008,11
qat,2009,10
qat,2010,10
qat,2011,10
qat,2012,10
qat,2013,10
qat,2014,10
qat,2015,9
qat,2016,9
qat,2017,9
rou,2000,54
rou,2001,49
rou,2002,47
rou,2003,43
rou,2004,39
rou,2005,35
rou,2006,32
rou,2007,30
rou,2008,28
rou,2009,28
rou,2010,27
rou,2011,24
rou,2012,23
rou,2013,21
rou,2014,21
rou,2015,21
rou,2016,21
rou,2017,19
rus,2000,56
rus,2001,53
rus,2002,51
rus,2003,49
rus,2004,45
rus,2005,42
rus,2006,36
rus,2007,32
rus,2008,30
rus,2009,27
rus,2010,25
rus,2011,23
rus,2012,22
rus,2013,20
rus,2014,19
rus,2015,18
rus,2016,18
rus,2017,17
rwa,2000,1160
rwa,2001,1100
rwa,2002,961
rwa,2003,870
rwa,2004,758
rwa,2005,643
rwa,2006,541
rwa,2007,469
rwa,2008,427
rwa,2009,424
rwa,2010,373
rwa,2011,349
rwa,2012,329
rwa,2013,308
rwa,2014,291
rwa,2015,275
rwa,2016,260
rwa,2017,248
sau,2000,24
sau,2001,24
sau,2002,23
sau,2003,23
sau,2004,22
sau,2005,22
sau,2006,21
sau,2007,21
sau,2008,20
sau,2009,20
sau,2010,19
sau,2011,18
sau,2012,18
sau,2013,17
sau,2014,17
sau,2015,17
sau,2016,17
sau,2017,17
sdn,2000,667
sdn,2001,645
sdn,2002,614
sdn,2003,598
sdn,2004,580
sdn,2005,529
sdn,2006,508
sdn,2007,479
sdn,2008,454
sdn,2009,433
sdn,2010,408
sdn,2011,390
sdn,2012,368
sdn,2013,349
sdn,2014,333
sdn,2015,320
sdn,2016,308
sdn,2017,295
sen,2000,553
sen,2001,545
sen,2002,537
sen,2003,532
sen,2004,526
sen,2005,519
sen,2006,514
sen,2007,504
sen,2008,492
sen,2009,472
sen,2010,447
sen,2011,423
sen,2012,400
sen,2013,381
sen,2014,364
sen,2015,346
sen,2016,330
sen,2017,315
sgp,2000,13
sgp,2001,13
sgp,2002,14
sgp,2003,13
sgp,2004,14
sgp,2005,13
sgp,2006,13
sgp,2007,12
sgp,2008,11
sgp,2009,10
sgp,2010,10
sgp,2011,10
sgp,2012,10
sgp,2013,9
sgp,2014,8
sgp,2015,9
sgp,2016,8
sgp,2017,8
slb,2000,245
slb,2001,233
slb,2002,222
slb,2003,210
slb,2004,199
slb,2005,188
slb,2006,177
slb,2007,172
slb,2008,159
slb,2009,152
slb,2010,141
slb,2011,134
slb,2012,127
slb,2013,122
slb,2014,120
slb,2015,112
slb,2016,108
slb,2017,104
sle,2000,2480
sle,2001,2250
sle,2002,2080
sle,2003,1960
sle,2004,1850
sle,2005,1760
sle,2006,1680
sle,2007,1610
sle,2008,1530
sle,2009,1450
sle,2010,1360
sle,2011,1270
sle,2012,1210
sle,2013,1180
sle,2014,1190
sle,2015,1180
sle,2016,1120
sle,2017,1120
slv,2000,73
slv,2001,75
slv,2002,68
slv,2003,66
slv,2004,64
slv,2005,62
slv,2006,60
slv,2007,58
slv,2008,57
slv,2009,57
slv,2010,54
slv,2011,53
slv,2012,52
slv,2013,50
slv,2014,49
slv,2015,48
slv,2016,47
slv,2017,46
som,2000,1210
som,2001,1170
som,2002,1140
som,2003,1100
som,2004,1080
som,2005,1040
som,2006,1040
som,2007,1030
som,2008,1010
som,2009,994
som,2010,985
som,2011,955
som,2012,943
som,2013,893
som,2014,878
som,2015,855
som,2016,865
som,2017,829
srb,2000,13
srb,2001,13
srb,2002,13
srb,2003,13
srb,2004,13
srb,2005,12
srb,2006,12
srb,2007,12
srb,2008,12
srb,2009,12
srb,2010,12
srb,2011,12
srb,2012,12
srb,2013,12
srb,2014,12
srb,2015,13
srb,2016,12
srb,2017,12
ssd,2000,1730
ssd,2001,1690
ssd,2002,1660
ssd,2003,1610
ssd,2004,1550
ssd,2005,1480
ssd,2006,1410
ssd,2007,1330
ssd,2008,1250
ssd,2009,1170
ssd,2010,1100
ssd,2011,1070
ssd,2012,1050
ssd,2013,1090
ssd,2014,1140
ssd,2015,1110
ssd,2016,1130
ssd,2017,1150
stp,2000,179
stp,2001,173
stp,2002,169
stp,2003,167
stp,2004,166
stp,2005,163
stp,2006,158
stp,2007,154
stp,2008,150
stp,2009,145
stp,2010,140
stp,2011,137
stp,2012,134
stp,2013,132
stp,2014,131
stp,2015,130
stp,2016,130
stp,2017,130
sur,2000,221
sur,2001,218
sur,2002,207
sur,2003,189
sur,2004,176
sur,2005,164
sur,2006,165
sur,2007,167
sur,2008,169
sur,2009,159
sur,2010,148
sur,2011,139
sur,2012,134
sur,2013,129
sur,2014,124
sur,2015,122
sur,2016,121
sur,2017,120
svk,2000,8
svk,2001,8
svk,2002,7
svk,2003,7
svk,2004,7
svk,2005,7
svk,2006,6
svk,2007,7
svk,2008,6
svk,2009,6
svk,2010,6
svk,2011,6
svk,2012,6
svk,2013,6
svk,2014,5
svk,2015,6
svk,2016,6
svk,2017,5
svn,2000,12
svn,2001,10
svn,2002,11
svn,2003,10
svn,2004,11
svn,2005,10
svn,2006,8
svn,2007,8
svn,2008,8
svn,2009,8
svn,2010,8
svn,2011,8
svn,2012,7
svn,2013,7
svn,2014,7
svn,2015,7
svn,2016,7
svn,2017,7
swe,2000,5
swe,2001,5
swe,2002,5
swe,2003,5
swe,2004,5
swe,2005,5
swe,2006,5
swe,2007,5
swe,2008,5
swe,2009,5
swe,2010,4
swe,2011,5
swe,2012,5
swe,2013,5
swe,2014,5
swe,2015,4
swe,2016,4
swe,2017,4
swz,2000,521
swz,2001,528
swz,2002,534
swz,2003,538
swz,2004,539
swz,2005,532
swz,2006,518
swz,2007,496
swz,2008,474
swz,2009,460
swz,2010,450
swz,2011,441
swz,2012,435
swz,2013,432
swz,2014,434
swz,2015,435
swz,2016,436
swz,2017,437
syc,2000,53
syc,2001,54
syc,2002,54
syc,2003,54
syc,2004,55
syc,2005,55
syc,2006,55
syc,2007,55
syc,2008,55
syc,2009,55
syc,2010,55
syc,2011,55
syc,2012,55
syc,2013,55
syc,2014,55
syc,2015,54
syc,2016,54
syc,2017,53
syr,2000,26
syr,2001,26
syr,2002,26
syr,2003,25
syr,2004,26
syr,2005,25
syr,2006,26
syr,2007,26
syr,2008,26
syr,2009,26
syr,2010,27
syr,2011,28
syr,2012,28
syr,2013,29
syr,2014,30
syr,2015,30
syr,2016,30
syr,2017,31
tcd,2000,1420
tcd,2001,1410
tcd,2002,1400
tcd,2003,1370
tcd,2004,1350
tcd,2005,1330
tcd,2006,1340
tcd,2007,1300
tcd,2008,1310
tcd,2009,1270
tcd,2010,1240
tcd,2011,1210
tcd,2012,1190
tcd,2013,1170
tcd,2014,1170
tcd,2015,1160
tcd,2016,1140
tcd,2017,1140
tgo,2000,489
tgo,2001,489
tgo,2002,489
tgo,2003,489
tgo,2004,488
tgo,2005,492
tgo,2006,482
tgo,2007,480
tgo,2008,473
tgo,2009,458
tgo,2010,440
tgo,2011,422
tgo,2012,410
tgo,2013,404
tgo,2014,401
tgo,2015,398
tgo,2016,395
tgo,2017,396
tha,2000,43
tha,2001,43
tha,2002,44
tha,2003,44
tha,2004,46
tha,2005,43
tha,2006,42
tha,2007,42
tha,2008,43
tha,2009,43
tha,2010,42
tha,2011,41
tha,2012,39
tha,2013,39
tha,2014,38
tha,2015,38
tha,2016,37
tha,2017,37
tjk,2000,53
tjk,2001,52
tjk,2002,43
tjk,2003,35
tjk,2004,33
tjk,2005,32
tjk,2006,29
tjk,2007,27
tjk,2008,26
tjk,2009,26
tjk,2010,23
tjk,2011,22
tjk,2012,21
tjk,2013,20
tjk,2014,19
tjk,2015,18
tjk,2016,17
tjk,2017,17
tkm,2000,29
tkm,2001,27
tkm,2002,25
tkm,2003,21
tkm,2004,20
tkm,2005,18
tkm,2006,18
tkm,2007,15
tkm,2008,13
tkm,2009,12
tkm,2010,10
tkm,2011,10
tkm,2012,9
tkm,2013,9
tkm,2014,8
tkm,2015,8
tkm,2016,8
tkm,2017,7
tls,2000,745
tls,2001,720
tls,2002,668
tls,2003,603
tls,2004,507
tls,2005,415
tls,2006,348
tls,2007,300
tls,2008,269
tls,2009,242
tls,2010,219
tls,2011,198
tls,2012,185
tls,2013,176
tls,2014,168
tls,2015,160
tls,2016,152
tls,2017,142
ton,2000,77
ton,2001,73
ton,2002,71
ton,2003,69
ton,2004,67
ton,2005,66
ton,2006,64
ton,2007,62
ton,2008,60
ton,2009,61
ton,2010,57
ton,2011,56
ton,2012,56
ton,2013,56
ton,2014,55
ton,2015,54
ton,2016,53
ton,2017,52
tto,2000,81
tto,2001,78
tto,2002,74
tto,2003,75
tto,2004,76
tto,2005,76
tto,2006,73
tto,2007,65
tto,2008,72
tto,2009,74
tto,2010,71
tto,2011,72
tto,2012,71
tto,2013,70
tto,2014,69
tto,2015,68
tto,2016,68
tto,2017,67
tun,2000,66
tun,2001,63
tun,2002,60
tun,2003,57
tun,2004,54
tun,2005,51
tun,2006,49
tun,2007,47
tun,2008,47
tun,2009,46
tun,2010,46
tun,2011,46
tun,2012,46
tun,2013,46
tun,2014,46
tun,2015,46
tun,2016,45
tun,2017,43
tur,2000,42
tur,2001,41
tur,2002,39
tur,2003,38
tur,2004,35
tur,2005,33
tur,2006,30
tur,2007,28
tur,2008,27
tur,2009,25
tur,2010,24
tur,2011,23
tur,2012,22
tur,2013,20
tur,2014,19
tur,2015,19
tur,2016,18
tur,2017,17
tza,2000,854
tza,2001,819
tza,2002,788
tza,2003,763
tza,2004,741
tza,2005,721
tza,2006,703
tza,2007,685
tza,2008,666
tza,2009,656
tza,2010,644
tza,2011,628
tza,2012,615
tza,2013,593
tza,2014,574
tza,2015,556
tza,2016,539
tza,2017,524
uga,2000,578
uga,2001,550
uga,2002,537
uga,2003,520
uga,2004,512
uga,2005,491
uga,2006,473
uga,2007,465
uga,2008,455
uga,2009,442
uga,2010,430
uga,2011,419
uga,2012,412
uga,2013,401
uga,2014,394
uga,2015,387
uga,2016,381
uga,2017,375
ukr,2000,35
ukr,2001,33
ukr,2002,33
ukr,2003,32
ukr,2004,33
ukr,2005,33
ukr,2006,31
ukr,2007,33
ukr,2008,33
ukr,2009,27
ukr,2010,25
ukr,2011,23
ukr,2012,24
ukr,2013,23
ukr,2014,24
ukr,2015,21
ukr,2016,20
ukr,2017,19
ury,2000,26
ury,2001,25
ury,2002,25
ury,2003,23
ury,2004,23
ury,2005,22
ury,2006,20
ury,2007,20
ury,2008,19
ury,2009,19
ury,2010,17
ury,2011,17
ury,2012,17
ury,2013,18
ury,2014,17
ury,2015,18
ury,2016,18
ury,2017,17
usa,2000,12
usa,2001,13
usa,2002,13
usa,2003,13
usa,2004,13
usa,2005,13
usa,2006,14
usa,2007,14
usa,2008,14
usa,2009,15
usa,2010,15
usa,2011,15
usa,2012,16
usa,2013,16
usa,2014,16
usa,2015,18
usa,2016,19
usa,2017,19
uzb,2000,41
uzb,2001,41
uzb,2002,41
uzb,2003,39
uzb,2004,37
uzb,2005,38
uzb,2006,37
uzb,2007,35
uzb,2008,34
uzb,2009,32
uzb,2010,31
uzb,2011,32
uzb,2012,32
uzb,2013,31
uzb,2014,30
uzb,2015,30
uzb,2016,29
uzb,2017,29
vct,2000,80
vct,2001,75
vct,2002,72
vct,2003,69
vct,2004,64
vct,2005,59
vct,2006,62
vct,2007,67
vct,2008,70
vct,2009,67
vct,2010,63
vct,2011,64
vct,2012,71
vct,2013,73
vct,2014,69
vct,2015,64
vct,2016,67
vct,2017,68
ven,2000,119
ven,2001,123
ven,2002,135
ven,2003,127
ven,2004,119
ven,2005,113
ven,2006,114
ven,2007,114
ven,2008,116
ven,2009,119
ven,2010,117
ven,2011,116
ven,2012,116
ven,2013,115
ven,2014,113
ven,2015,115
ven,2016,121
ven,2017,125
vnm,2000,68
vnm,2001,65
vnm,2002,62
vnm,2003,59
vnm,2004,57
vnm,2005,54
vnm,2006,51
vnm,2007,49
vnm,2008,49
vnm,2009,48
vnm,2010,47
vnm,2011,47
vnm,2012,46
vnm,2013,46
vnm,2014,45
vnm,2015,45
vnm,2016,44
vnm,2017,43
vut,2000,140
vut,2001,135
vut,2002,128
vut,2003,123
vut,2004,119
vut,2005,113
vut,2006,108
vut,2007,103
vut,2008,99
vut,2009,96
vut,2010,92
vut,2011,88
vut,2012,85
vut,2013,82
vut,2014,80
vut,2015,76
vut,2016,74
vut,2017,72
wsm,2000,88
wsm,2001,85
wsm,2002,84
wsm,2003,80
wsm,2004,74
wsm,2005,72
wsm,2006,66
wsm,2007,62
wsm,2008,60
wsm,2009,58
wsm,2010,58
wsm,2011,54
wsm,2012,52
wsm,2013,48
wsm,2014,47
wsm,2015,45
wsm,2016,44
wsm,2017,43
yem,2000,301
yem,2001,290
yem,2002,278
yem,2003,266
yem,2004,254
yem,2005,242
yem,2006,230
yem,2007,219
yem,2008,208
yem,2009,200
yem,2010,192
yem,2011,187
yem,2012,184
yem,2013,175
yem,2014,174
yem,2015,169
yem,2016,165
yem,2017,164
zaf,2000,160
zaf,2001,168
zaf,2002,177
zaf,2003,186
zaf,2004,195
zaf,2005,201
zaf,2006,201
zaf,2007,199
zaf,2008,191
zaf,2009,179
zaf,2010,171
zaf,2011,161
zaf,2012,143
zaf,2013,133
zaf,2014,128
zaf,2015,125
zaf,2016,122
zaf,2017,119
zmb,2000,528
zmb,2001,491
zmb,2002,465
zmb,2003,453
zmb,2004,437
zmb,2005,421
zmb,2006,406
zmb,2007,387
zmb,2008,356
zmb,2009,329
zmb,2010,305
zmb,2011,283
zmb,2012,267
zmb,2013,254
zmb,2014,242
zmb,2015,232
zmb,2016,222
zmb,2017,213
zwe,2000,579
zwe,2001,629
zwe,2002,666
zwe,2003,680
zwe,2004,686
zwe,2005,685
zwe,2006,680
zwe,2007,671
zwe,2008,657
zwe,2009,632
zwe,2010,598
zwe,2011,557
zwe,2012,528
zwe,2013,509
zwe,2014,494
zwe,2015,480
zwe,2016,468
zwe,2017,458
