country,time,female_hos
eth,1968,Never had a female head of state
eth,1969,Never had a female head of state
eth,1970,Never had a female head of state
eth,1971,Never had a female head of state
eth,1972,Never had a female head of state
eth,1973,Never had a female head of state
eth,1974,Never had a female head of state
eth,1975,Never had a female head of state
eth,1976,Never had a female head of state
eth,1977,Never had a female head of state
eth,1978,Never had a female head of state
eth,1979,Never had a female head of state
eth,1980,Never had a female head of state
eth,1981,Never had a female head of state
eth,1982,Never had a female head of state
eth,1983,Never had a female head of state
eth,1984,Never had a female head of state
eth,1985,Never had a female head of state
eth,1986,Never had a female head of state
eth,1987,Never had a female head of state
eth,1988,Never had a female head of state
eth,1989,Never had a female head of state
eth,1990,Never had a female head of state
eth,1991,Never had a female head of state
eth,1992,Never had a female head of state
eth,1993,Never had a female head of state
eth,1994,Never had a female head of state
eth,1995,Never had a female head of state
eth,1996,Never had a female head of state
eth,1997,Never had a female head of state
eth,1998,Never had a female head of state
eth,1999,Never had a female head of state
eth,2000,Never had a female head of state
eth,2001,Never had a female head of state
eth,2002,Never had a female head of state
eth,2003,Never had a female head of state
eth,2004,Never had a female head of state
eth,2005,Never had a female head of state
eth,2006,Never had a female head of state
eth,2007,Never had a female head of state
eth,2008,Never had a female head of state
eth,2009,Never had a female head of state
eth,2010,Never had a female head of state
eth,2011,Never had a female head of state
eth,2012,Never had a female head of state
eth,2013,Never had a female head of state
eth,2014,Never had a female head of state
eth,2015,Never had a female head of state
eth,2016,Never had a female head of state
eth,2017,Never had a female head of state
eth,2018,Had a female head of state
eth,2019,Had a female head of state
fin,1953,Never had a female head of state
fin,1954,Never had a female head of state
fin,1955,Never had a female head of state
fin,1956,Never had a female head of state
fin,1957,Never had a female head of state
fin,1958,Never had a female head of state
fin,1959,Never had a female head of state
fin,1960,Never had a female head of state
fin,1961,Never had a female head of state
fin,1962,Never had a female head of state
fin,1963,Never had a female head of state
fin,1964,Never had a female head of state
fin,1965,Never had a female head of state
fin,1966,Never had a female head of state
fin,1967,Never had a female head of state
fin,1968,Never had a female head of state
fin,1969,Never had a female head of state
fin,1970,Never had a female head of state
fin,1971,Never had a female head of state
fin,1972,Never had a female head of state
fin,1973,Never had a female head of state
fin,1974,Never had a female head of state
fin,1975,Never had a female head of state
fin,1976,Never had a female head of state
fin,1977,Never had a female head of state
fin,1978,Never had a female head of state
fin,1979,Never had a female head of state
fin,1980,Never had a female head of state
fin,1981,Never had a female head of state
fin,1982,Never had a female head of state
fin,1983,Never had a female head of state
fin,1984,Never had a female head of state
fin,1985,Never had a female head of state
fin,1986,Never had a female head of state
fin,1987,Never had a female head of state
fin,1988,Never had a female head of state
fin,1989,Never had a female head of state
fin,1990,Never had a female head of state
fin,1991,Never had a female head of state
fin,1992,Never had a female head of state
fin,1993,Never had a female head of state
fin,1994,Never had a female head of state
fin,1995,Never had a female head of state
fin,1996,Never had a female head of state
fin,1997,Never had a female head of state
fin,1998,Never had a female head of state
fin,1999,Never had a female head of state
fin,2000,Had a female head of state
fin,2001,Had a female head of state
fin,2002,Had a female head of state
fin,2003,Had a female head of state
fin,2004,Had a female head of state
fin,2005,Had a female head of state
fin,2006,Had a female head of state
fin,2007,Had a female head of state
fin,2008,Had a female head of state
fin,2009,Had a female head of state
fin,2010,Had a female head of state
fin,2011,Had a female head of state
fin,2012,Had a female head of state
fin,2013,Had a female head of state
fin,2014,Had a female head of state
fin,2015,Had a female head of state
fin,2016,Had a female head of state
fin,2017,Had a female head of state
fin,2018,Had a female head of state
fin,2019,Had a female head of state
fji,1953,Never had a female head of state
fji,1954,Never had a female head of state
fji,1955,Never had a female head of state
fji,1956,Never had a female head of state
fji,1957,Never had a female head of state
fji,1958,Never had a female head of state
fji,1959,Never had a female head of state
fji,1960,Never had a female head of state
fji,1961,Never had a female head of state
fji,1962,Never had a female head of state
fji,1963,Never had a female head of state
fji,1964,Never had a female head of state
fji,1965,Never had a female head of state
fji,1966,Never had a female head of state
fji,1967,Never had a female head of state
fji,1968,Never had a female head of state
fji,1969,Never had a female head of state
fji,1970,Never had a female head of state
fji,1971,Never had a female head of state
fji,1972,Never had a female head of state
fji,1973,Never had a female head of state
fji,1974,Never had a female head of state
fji,1975,Never had a female head of state
fji,1976,Never had a female head of state
fji,1977,Never had a female head of state
fji,1978,Never had a female head of state
fji,1979,Never had a female head of state
fji,1980,Never had a female head of state
fji,1981,Never had a female head of state
fji,1982,Never had a female head of state
fji,1983,Never had a female head of state
fji,1984,Never had a female head of state
fji,1985,Never had a female head of state
fji,1986,Never had a female head of state
fji,1987,Never had a female head of state
fji,1988,Never had a female head of state
fji,1989,Never had a female head of state
fji,1990,Never had a female head of state
fji,1991,Never had a female head of state
fji,1992,Never had a female head of state
fji,1993,Never had a female head of state
fji,1994,Never had a female head of state
fji,1995,Never had a female head of state
fji,1996,Never had a female head of state
fji,1997,Never had a female head of state
fji,1998,Never had a female head of state
fji,1999,Never had a female head of state
fji,2000,Never had a female head of state
fji,2001,Never had a female head of state
fji,2002,Never had a female head of state
fji,2003,Never had a female head of state
fji,2004,Never had a female head of state
fji,2005,Never had a female head of state
fji,2006,Never had a female head of state
fji,2007,Never had a female head of state
fji,2008,Never had a female head of state
fji,2009,Never had a female head of state
fji,2010,Never had a female head of state
fji,2011,Never had a female head of state
fji,2012,Never had a female head of state
fji,2013,Never had a female head of state
fji,2014,Never had a female head of state
fji,2015,Never had a female head of state
fji,2016,Never had a female head of state
fji,2017,Never had a female head of state
fji,2018,Never had a female head of state
fji,2019,Never had a female head of state
fji,2020,Never had a female head of state
fji,2021,Never had a female head of state
fra,1953,Never had a female head of state
fra,1954,Never had a female head of state
fra,1955,Never had a female head of state
fra,1956,Never had a female head of state
fra,1957,Never had a female head of state
fra,1958,Never had a female head of state
fra,1959,Never had a female head of state
fra,1960,Never had a female head of state
fra,1961,Never had a female head of state
fra,1962,Never had a female head of state
fra,1963,Never had a female head of state
fra,1964,Never had a female head of state
fra,1965,Never had a female head of state
fra,1966,Never had a female head of state
fra,1967,Never had a female head of state
fra,1968,Never had a female head of state
fra,1969,Never had a female head of state
fra,1970,Never had a female head of state
fra,1971,Never had a female head of state
fra,1972,Never had a female head of state
fra,1973,Never had a female head of state
fra,1974,Never had a female head of state
fra,1975,Never had a female head of state
fra,1976,Never had a female head of state
fra,1977,Never had a female head of state
fra,1978,Never had a female head of state
fra,1979,Never had a female head of state
fra,1980,Never had a female head of state
fra,1981,Never had a female head of state
fra,1982,Never had a female head of state
fra,1983,Never had a female head of state
fra,1984,Never had a female head of state
fra,1985,Never had a female head of state
fra,1986,Never had a female head of state
fra,1987,Never had a female head of state
fra,1988,Never had a female head of state
fra,1989,Never had a female head of state
fra,1990,Never had a female head of state
fra,1991,Had a female head of state
fra,1992,Had a female head of state
fra,1993,Had a female head of state
fra,1994,Had a female head of state
fra,1995,Had a female head of state
fra,1996,Had a female head of state
fra,1997,Had a female head of state
fra,1998,Had a female head of state
fra,1999,Had a female head of state
fra,2000,Had a female head of state
fra,2001,Had a female head of state
fra,2002,Had a female head of state
fra,2003,Had a female head of state
fra,2004,Had a female head of state
fra,2005,Had a female head of state
fra,2006,Had a female head of state
fra,2007,Had a female head of state
fra,2008,Had a female head of state
fra,2009,Had a female head of state
fra,2010,Had a female head of state
fra,2011,Had a female head of state
fra,2012,Had a female head of state
fra,2013,Had a female head of state
fra,2014,Had a female head of state
fra,2015,Had a female head of state
fra,2016,Had a female head of state
fra,2017,Had a female head of state
fra,2018,Had a female head of state
fra,2019,Had a female head of state
fsm,1953,Never had a female head of state
fsm,1954,Never had a female head of state
fsm,1955,Never had a female head of state
fsm,1956,Never had a female head of state
fsm,1957,Never had a female head of state
fsm,1958,Never had a female head of state
fsm,1959,Never had a female head of state
fsm,1960,Never had a female head of state
fsm,1961,Never had a female head of state
fsm,1962,Never had a female head of state
fsm,1963,Never had a female head of state
fsm,1964,Never had a female head of state
fsm,1965,Never had a female head of state
fsm,1966,Never had a female head of state
fsm,1967,Never had a female head of state
fsm,1968,Never had a female head of state
fsm,1969,Never had a female head of state
fsm,1970,Never had a female head of state
fsm,1971,Never had a female head of state
fsm,1972,Never had a female head of state
fsm,1973,Never had a female head of state
fsm,1974,Never had a female head of state
fsm,1975,Never had a female head of state
fsm,1976,Never had a female head of state
fsm,1977,Never had a female head of state
fsm,1978,Never had a female head of state
fsm,1979,Never had a female head of state
fsm,1980,Never had a female head of state
fsm,1981,Never had a female head of state
fsm,1982,Never had a female head of state
fsm,1983,Never had a female head of state
fsm,1984,Never had a female head of state
fsm,1985,Never had a female head of state
fsm,1986,Never had a female head of state
fsm,1987,Never had a female head of state
fsm,1988,Never had a female head of state
fsm,1989,Never had a female head of state
fsm,1990,Never had a female head of state
fsm,1991,Never had a female head of state
fsm,1992,Never had a female head of state
fsm,1993,Never had a female head of state
fsm,1994,Never had a female head of state
fsm,1995,Never had a female head of state
fsm,1996,Never had a female head of state
fsm,1997,Never had a female head of state
fsm,1998,Never had a female head of state
fsm,1999,Never had a female head of state
fsm,2000,Never had a female head of state
fsm,2001,Never had a female head of state
fsm,2002,Never had a female head of state
fsm,2003,Never had a female head of state
fsm,2004,Never had a female head of state
fsm,2005,Never had a female head of state
fsm,2006,Never had a female head of state
fsm,2007,Never had a female head of state
fsm,2008,Never had a female head of state
fsm,2009,Never had a female head of state
fsm,2010,Never had a female head of state
fsm,2011,Never had a female head of state
fsm,2012,Never had a female head of state
fsm,2013,Never had a female head of state
fsm,2014,Never had a female head of state
fsm,2015,Never had a female head of state
fsm,2016,Never had a female head of state
fsm,2017,Never had a female head of state
fsm,2018,Never had a female head of state
fsm,2019,Never had a female head of state
fsm,2020,Never had a female head of state
fsm,2021,Never had a female head of state
gab,1953,Never had a female head of state
gab,1954,Never had a female head of state
gab,1955,Never had a female head of state
gab,1956,Never had a female head of state
gab,1957,Never had a female head of state
gab,1958,Never had a female head of state
gab,1959,Never had a female head of state
gab,1960,Never had a female head of state
gab,1961,Never had a female head of state
gab,1962,Never had a female head of state
gab,1963,Never had a female head of state
gab,1964,Never had a female head of state
gab,1965,Never had a female head of state
gab,1966,Never had a female head of state
gab,1967,Never had a female head of state
gab,1968,Never had a female head of state
gab,1969,Never had a female head of state
gab,1970,Never had a female head of state
gab,1971,Never had a female head of state
gab,1972,Never had a female head of state
gab,1973,Never had a female head of state
gab,1974,Never had a female head of state
gab,1975,Never had a female head of state
gab,1976,Never had a female head of state
gab,1977,Never had a female head of state
gab,1978,Never had a female head of state
gab,1979,Never had a female head of state
gab,1980,Never had a female head of state
gab,1981,Never had a female head of state
gab,1982,Never had a female head of state
gab,1983,Never had a female head of state
gab,1984,Never had a female head of state
gab,1985,Never had a female head of state
gab,1986,Never had a female head of state
gab,1987,Never had a female head of state
gab,1988,Never had a female head of state
gab,1989,Never had a female head of state
gab,1990,Never had a female head of state
gab,1991,Never had a female head of state
gab,1992,Never had a female head of state
gab,1993,Never had a female head of state
gab,1994,Never had a female head of state
gab,1995,Never had a female head of state
gab,1996,Never had a female head of state
gab,1997,Never had a female head of state
gab,1998,Never had a female head of state
gab,1999,Never had a female head of state
gab,2000,Never had a female head of state
gab,2001,Never had a female head of state
gab,2002,Never had a female head of state
gab,2003,Never had a female head of state
gab,2004,Never had a female head of state
gab,2005,Never had a female head of state
gab,2006,Never had a female head of state
gab,2007,Never had a female head of state
gab,2008,Never had a female head of state
gab,2009,Had a female head of state
gab,2010,Had a female head of state
gab,2011,Had a female head of state
gab,2012,Had a female head of state
gab,2013,Had a female head of state
gab,2014,Had a female head of state
gab,2015,Had a female head of state
gab,2016,Had a female head of state
gab,2017,Had a female head of state
gab,2018,Had a female head of state
gab,2019,Had a female head of state
gbr,1953,Never had a female head of state
gbr,1954,Never had a female head of state
gbr,1955,Never had a female head of state
gbr,1956,Never had a female head of state
gbr,1957,Never had a female head of state
gbr,1958,Never had a female head of state
gbr,1959,Never had a female head of state
gbr,1960,Never had a female head of state
gbr,1961,Never had a female head of state
gbr,1962,Never had a female head of state
gbr,1963,Never had a female head of state
gbr,1964,Never had a female head of state
gbr,1965,Never had a female head of state
gbr,1966,Never had a female head of state
gbr,1967,Never had a female head of state
gbr,1968,Never had a female head of state
gbr,1969,Never had a female head of state
gbr,1970,Never had a female head of state
gbr,1971,Never had a female head of state
gbr,1972,Never had a female head of state
gbr,1973,Never had a female head of state
gbr,1974,Never had a female head of state
gbr,1975,Never had a female head of state
gbr,1976,Never had a female head of state
gbr,1977,Never had a female head of state
gbr,1978,Never had a female head of state
gbr,1979,Had a female head of state
gbr,1980,Had a female head of state
gbr,1981,Had a female head of state
gbr,1982,Had a female head of state
gbr,1983,Had a female head of state
gbr,1984,Had a female head of state
gbr,1985,Had a female head of state
gbr,1986,Had a female head of state
gbr,1987,Had a female head of state
gbr,1988,Had a female head of state
gbr,1989,Had a female head of state
gbr,1990,Had a female head of state
gbr,1991,Had a female head of state
gbr,1992,Had a female head of state
gbr,1993,Had a female head of state
gbr,1994,Had a female head of state
gbr,1995,Had a female head of state
gbr,1996,Had a female head of state
gbr,1997,Had a female head of state
gbr,1998,Had a female head of state
gbr,1999,Had a female head of state
gbr,2000,Had a female head of state
gbr,2001,Had a female head of state
gbr,2002,Had a female head of state
gbr,2003,Had a female head of state
gbr,2004,Had a female head of state
gbr,2005,Had a female head of state
gbr,2006,Had a female head of state
gbr,2007,Had a female head of state
gbr,2008,Had a female head of state
gbr,2009,Had a female head of state
gbr,2010,Had a female head of state
gbr,2011,Had a female head of state
gbr,2012,Had a female head of state
gbr,2013,Had a female head of state
gbr,2014,Had a female head of state
gbr,2015,Had a female head of state
gbr,2016,Had a female head of state
gbr,2017,Had a female head of state
gbr,2018,Had a female head of state
gbr,2019,Had a female head of state
geo,1953,Never had a female head of state
geo,1954,Never had a female head of state
geo,1955,Never had a female head of state
geo,1956,Never had a female head of state
geo,1957,Never had a female head of state
geo,1958,Never had a female head of state
geo,1959,Never had a female head of state
geo,1960,Never had a female head of state
geo,1961,Never had a female head of state
geo,1962,Never had a female head of state
geo,1963,Never had a female head of state
geo,1964,Never had a female head of state
geo,1965,Never had a female head of state
geo,1966,Never had a female head of state
geo,1967,Never had a female head of state
geo,1968,Never had a female head of state
geo,1969,Never had a female head of state
geo,1970,Never had a female head of state
geo,1971,Never had a female head of state
geo,1972,Never had a female head of state
geo,1973,Never had a female head of state
geo,1974,Never had a female head of state
geo,1975,Never had a female head of state
geo,1976,Never had a female head of state
geo,1977,Never had a female head of state
geo,1978,Never had a female head of state
geo,1979,Never had a female head of state
geo,1980,Never had a female head of state
geo,1981,Never had a female head of state
geo,1982,Never had a female head of state
geo,1983,Never had a female head of state
geo,1984,Never had a female head of state
geo,1985,Never had a female head of state
geo,1986,Never had a female head of state
geo,1987,Never had a female head of state
geo,1988,Never had a female head of state
geo,1989,Never had a female head of state
geo,1990,Never had a female head of state
geo,1991,Never had a female head of state
geo,1992,Never had a female head of state
geo,1993,Never had a female head of state
geo,1994,Never had a female head of state
geo,1995,Never had a female head of state
geo,1996,Never had a female head of state
geo,1997,Never had a female head of state
geo,1998,Never had a female head of state
geo,1999,Never had a female head of state
geo,2000,Never had a female head of state
geo,2001,Never had a female head of state
geo,2002,Never had a female head of state
geo,2003,Had a female head of state
geo,2004,Had a female head of state
geo,2005,Had a female head of state
geo,2006,Had a female head of state
geo,2007,Had a female head of state
geo,2008,Had a female head of state
geo,2009,Had a female head of state
geo,2010,Had a female head of state
geo,2011,Had a female head of state
geo,2012,Had a female head of state
geo,2013,Had a female head of state
geo,2014,Had a female head of state
geo,2015,Had a female head of state
geo,2016,Had a female head of state
geo,2017,Had a female head of state
geo,2018,Had a female head of state
geo,2019,Had a female head of state
gha,1953,Never had a female head of state
gha,1954,Never had a female head of state
gha,1955,Never had a female head of state
gha,1956,Never had a female head of state
gha,1957,Never had a female head of state
gha,1958,Never had a female head of state
gha,1959,Never had a female head of state
gha,1960,Never had a female head of state
gha,1961,Never had a female head of state
gha,1962,Never had a female head of state
gha,1963,Never had a female head of state
gha,1964,Never had a female head of state
gha,1965,Never had a female head of state
gha,1966,Never had a female head of state
gha,1967,Never had a female head of state
gha,1968,Never had a female head of state
gha,1969,Never had a female head of state
gha,1970,Never had a female head of state
gha,1971,Never had a female head of state
gha,1972,Never had a female head of state
gha,1973,Never had a female head of state
gha,1974,Never had a female head of state
gha,1975,Never had a female head of state
gha,1976,Never had a female head of state
gha,1977,Never had a female head of state
gha,1978,Never had a female head of state
gha,1979,Never had a female head of state
gha,1980,Never had a female head of state
gha,1981,Never had a female head of state
gha,1982,Never had a female head of state
gha,1983,Never had a female head of state
gha,1984,Never had a female head of state
gha,1985,Never had a female head of state
gha,1986,Never had a female head of state
gha,1987,Never had a female head of state
gha,1988,Never had a female head of state
gha,1989,Never had a female head of state
gha,1990,Never had a female head of state
gha,1991,Never had a female head of state
gha,1992,Never had a female head of state
gha,1993,Never had a female head of state
gha,1994,Never had a female head of state
gha,1995,Never had a female head of state
gha,1996,Never had a female head of state
gha,1997,Never had a female head of state
gha,1998,Never had a female head of state
gha,1999,Never had a female head of state
gha,2000,Never had a female head of state
gha,2001,Never had a female head of state
gha,2002,Never had a female head of state
gha,2003,Never had a female head of state
gha,2004,Never had a female head of state
gha,2005,Never had a female head of state
gha,2006,Never had a female head of state
gha,2007,Never had a female head of state
gha,2008,Never had a female head of state
gha,2009,Never had a female head of state
gha,2010,Never had a female head of state
gha,2011,Never had a female head of state
gha,2012,Never had a female head of state
gha,2013,Never had a female head of state
gha,2014,Never had a female head of state
gha,2015,Never had a female head of state
gha,2016,Never had a female head of state
gha,2017,Never had a female head of state
gha,2018,Never had a female head of state
gha,2019,Never had a female head of state
gha,2020,Never had a female head of state
gha,2021,Never had a female head of state
gin,1953,Never had a female head of state
gin,1954,Never had a female head of state
gin,1955,Never had a female head of state
gin,1956,Never had a female head of state
gin,1957,Never had a female head of state
gin,1958,Never had a female head of state
gin,1959,Never had a female head of state
gin,1960,Never had a female head of state
gin,1961,Never had a female head of state
gin,1962,Never had a female head of state
gin,1963,Never had a female head of state
gin,1964,Never had a female head of state
gin,1965,Never had a female head of state
gin,1966,Never had a female head of state
gin,1967,Never had a female head of state
gin,1968,Never had a female head of state
gin,1969,Never had a female head of state
gin,1970,Never had a female head of state
gin,1971,Never had a female head of state
gin,1972,Never had a female head of state
gin,1973,Never had a female head of state
gin,1974,Never had a female head of state
gin,1975,Never had a female head of state
gin,1976,Never had a female head of state
gin,1977,Never had a female head of state
gin,1978,Never had a female head of state
gin,1979,Never had a female head of state
gin,1980,Never had a female head of state
gin,1981,Never had a female head of state
gin,1982,Never had a female head of state
gin,1983,Never had a female head of state
gin,1984,Never had a female head of state
gin,1985,Never had a female head of state
gin,1986,Never had a female head of state
gin,1987,Never had a female head of state
gin,1988,Never had a female head of state
gin,1989,Never had a female head of state
gin,1990,Never had a female head of state
gin,1991,Never had a female head of state
gin,1992,Never had a female head of state
gin,1993,Never had a female head of state
gin,1994,Never had a female head of state
gin,1995,Never had a female head of state
gin,1996,Never had a female head of state
gin,1997,Never had a female head of state
gin,1998,Never had a female head of state
gin,1999,Never had a female head of state
gin,2000,Never had a female head of state
gin,2001,Never had a female head of state
gin,2002,Never had a female head of state
gin,2003,Never had a female head of state
gin,2004,Never had a female head of state
gin,2005,Never had a female head of state
gin,2006,Never had a female head of state
gin,2007,Never had a female head of state
gin,2008,Never had a female head of state
gin,2009,Never had a female head of state
gin,2010,Never had a female head of state
gin,2011,Never had a female head of state
gin,2012,Never had a female head of state
gin,2013,Never had a female head of state
gin,2014,Never had a female head of state
gin,2015,Never had a female head of state
gin,2016,Never had a female head of state
gin,2017,Never had a female head of state
gin,2018,Never had a female head of state
gin,2019,Never had a female head of state
gin,2020,Never had a female head of state
gin,2021,Never had a female head of state
gmb,1953,Never had a female head of state
gmb,1954,Never had a female head of state
gmb,1955,Never had a female head of state
gmb,1956,Never had a female head of state
gmb,1957,Never had a female head of state
gmb,1958,Never had a female head of state
gmb,1959,Never had a female head of state
gmb,1960,Never had a female head of state
gmb,1961,Never had a female head of state
gmb,1962,Never had a female head of state
gmb,1963,Never had a female head of state
gmb,1964,Never had a female head of state
gmb,1965,Never had a female head of state
gmb,1966,Never had a female head of state
gmb,1967,Never had a female head of state
gmb,1968,Never had a female head of state
gmb,1969,Never had a female head of state
gmb,1970,Never had a female head of state
gmb,1971,Never had a female head of state
gmb,1972,Never had a female head of state
gmb,1973,Never had a female head of state
gmb,1974,Never had a female head of state
gmb,1975,Never had a female head of state
gmb,1976,Never had a female head of state
gmb,1977,Never had a female head of state
gmb,1978,Never had a female head of state
gmb,1979,Never had a female head of state
gmb,1980,Never had a female head of state
gmb,1981,Never had a female head of state
gmb,1982,Never had a female head of state
gmb,1983,Never had a female head of state
gmb,1984,Never had a female head of state
gmb,1985,Never had a female head of state
gmb,1986,Never had a female head of state
gmb,1987,Never had a female head of state
gmb,1988,Never had a female head of state
gmb,1989,Never had a female head of state
gmb,1990,Never had a female head of state
gmb,1991,Never had a female head of state
gmb,1992,Never had a female head of state
gmb,1993,Never had a female head of state
gmb,1994,Never had a female head of state
gmb,1995,Never had a female head of state
gmb,1996,Never had a female head of state
gmb,1997,Never had a female head of state
gmb,1998,Never had a female head of state
gmb,1999,Never had a female head of state
gmb,2000,Never had a female head of state
gmb,2001,Never had a female head of state
gmb,2002,Never had a female head of state
gmb,2003,Never had a female head of state
gmb,2004,Never had a female head of state
gmb,2005,Never had a female head of state
gmb,2006,Never had a female head of state
gmb,2007,Never had a female head of state
gmb,2008,Never had a female head of state
gmb,2009,Never had a female head of state
gmb,2010,Never had a female head of state
gmb,2011,Never had a female head of state
gmb,2012,Never had a female head of state
gmb,2013,Never had a female head of state
gmb,2014,Never had a female head of state
gmb,2015,Never had a female head of state
gmb,2016,Never had a female head of state
gmb,2017,Never had a female head of state
gmb,2018,Never had a female head of state
gmb,2019,Never had a female head of state
gmb,2020,Never had a female head of state
gmb,2021,Never had a female head of state
gnb,1953,Never had a female head of state
gnb,1954,Never had a female head of state
gnb,1955,Never had a female head of state
gnb,1956,Never had a female head of state
gnb,1957,Never had a female head of state
gnb,1958,Never had a female head of state
gnb,1959,Never had a female head of state
gnb,1960,Never had a female head of state
gnb,1961,Never had a female head of state
gnb,1962,Never had a female head of state
gnb,1963,Never had a female head of state
gnb,1964,Never had a female head of state
gnb,1965,Never had a female head of state
gnb,1966,Never had a female head of state
gnb,1967,Never had a female head of state
gnb,1968,Never had a female head of state
gnb,1969,Never had a female head of state
gnb,1970,Never had a female head of state
gnb,1971,Never had a female head of state
gnb,1972,Never had a female head of state
gnb,1973,Never had a female head of state
gnb,1974,Never had a female head of state
gnb,1975,Never had a female head of state
gnb,1976,Never had a female head of state
gnb,1977,Never had a female head of state
gnb,1978,Never had a female head of state
gnb,1979,Never had a female head of state
gnb,1980,Never had a female head of state
gnb,1981,Never had a female head of state
gnb,1982,Never had a female head of state
gnb,1983,Never had a female head of state
gnb,1984,Had a female head of state
gnb,1985,Had a female head of state
gnb,1986,Had a female head of state
gnb,1987,Had a female head of state
gnb,1988,Had a female head of state
gnb,1989,Had a female head of state
gnb,1990,Had a female head of state
gnb,1991,Had a female head of state
gnb,1992,Had a female head of state
gnb,1993,Had a female head of state
gnb,1994,Had a female head of state
gnb,1995,Had a female head of state
gnb,1996,Had a female head of state
gnb,1997,Had a female head of state
gnb,1998,Had a female head of state
gnb,1999,Had a female head of state
gnb,2000,Had a female head of state
gnb,2001,Had a female head of state
gnb,2002,Had a female head of state
gnb,2003,Had a female head of state
gnb,2004,Had a female head of state
gnb,2005,Had a female head of state
gnb,2006,Had a female head of state
gnb,2007,Had a female head of state
gnb,2008,Had a female head of state
gnb,2009,Had a female head of state
gnb,2010,Had a female head of state
gnb,2011,Had a female head of state
gnb,2012,Had a female head of state
gnb,2013,Had a female head of state
gnb,2014,Had a female head of state
gnb,2015,Had a female head of state
gnb,2016,Had a female head of state
gnb,2017,Had a female head of state
gnb,2018,Had a female head of state
gnb,2019,Had a female head of state
gnq,1953,Never had a female head of state
gnq,1954,Never had a female head of state
gnq,1955,Never had a female head of state
gnq,1956,Never had a female head of state
gnq,1957,Never had a female head of state
gnq,1958,Never had a female head of state
gnq,1959,Never had a female head of state
gnq,1960,Never had a female head of state
gnq,1961,Never had a female head of state
gnq,1962,Never had a female head of state
gnq,1963,Never had a female head of state
gnq,1964,Never had a female head of state
gnq,1965,Never had a female head of state
gnq,1966,Never had a female head of state
gnq,1967,Never had a female head of state
gnq,1968,Never had a female head of state
gnq,1969,Never had a female head of state
gnq,1970,Never had a female head of state
gnq,1971,Never had a female head of state
gnq,1972,Never had a female head of state
gnq,1973,Never had a female head of state
gnq,1974,Never had a female head of state
gnq,1975,Never had a female head of state
gnq,1976,Never had a female head of state
gnq,1977,Never had a female head of state
gnq,1978,Never had a female head of state
gnq,1979,Never had a female head of state
gnq,1980,Never had a female head of state
gnq,1981,Never had a female head of state
gnq,1982,Never had a female head of state
gnq,1983,Never had a female head of state
gnq,1984,Never had a female head of state
gnq,1985,Never had a female head of state
gnq,1986,Never had a female head of state
gnq,1987,Never had a female head of state
gnq,1988,Never had a female head of state
gnq,1989,Never had a female head of state
gnq,1990,Never had a female head of state
gnq,1991,Never had a female head of state
gnq,1992,Never had a female head of state
gnq,1993,Never had a female head of state
gnq,1994,Never had a female head of state
gnq,1995,Never had a female head of state
gnq,1996,Never had a female head of state
gnq,1997,Never had a female head of state
gnq,1998,Never had a female head of state
gnq,1999,Never had a female head of state
gnq,2000,Never had a female head of state
gnq,2001,Never had a female head of state
gnq,2002,Never had a female head of state
gnq,2003,Never had a female head of state
gnq,2004,Never had a female head of state
gnq,2005,Never had a female head of state
gnq,2006,Never had a female head of state
gnq,2007,Never had a female head of state
gnq,2008,Never had a female head of state
gnq,2009,Never had a female head of state
gnq,2010,Never had a female head of state
gnq,2011,Never had a female head of state
gnq,2012,Never had a female head of state
gnq,2013,Never had a female head of state
gnq,2014,Never had a female head of state
gnq,2015,Never had a female head of state
gnq,2016,Never had a female head of state
gnq,2017,Never had a female head of state
gnq,2018,Never had a female head of state
gnq,2019,Never had a female head of state
gnq,2020,Never had a female head of state
gnq,2021,Never had a female head of state
grc,1953,Never had a female head of state
grc,1954,Never had a female head of state
grc,1955,Never had a female head of state
grc,1956,Never had a female head of state
grc,1957,Never had a female head of state
grc,1958,Never had a female head of state
grc,1959,Never had a female head of state
grc,1960,Never had a female head of state
grc,1961,Never had a female head of state
grc,1962,Never had a female head of state
grc,1963,Never had a female head of state
grc,1964,Never had a female head of state
grc,1965,Never had a female head of state
grc,1966,Never had a female head of state
grc,1967,Never had a female head of state
grc,1968,Never had a female head of state
grc,1969,Never had a female head of state
grc,1970,Never had a female head of state
grc,1971,Never had a female head of state
grc,1972,Never had a female head of state
grc,1973,Never had a female head of state
grc,1974,Never had a female head of state
grc,1975,Never had a female head of state
grc,1976,Never had a female head of state
grc,1977,Never had a female head of state
grc,1978,Never had a female head of state
grc,1979,Never had a female head of state
grc,1980,Never had a female head of state
grc,1981,Never had a female head of state
grc,1982,Never had a female head of state
grc,1983,Never had a female head of state
grc,1984,Never had a female head of state
grc,1985,Never had a female head of state
grc,1986,Never had a female head of state
grc,1987,Never had a female head of state
grc,1988,Never had a female head of state
grc,1989,Never had a female head of state
grc,1990,Never had a female head of state
grc,1991,Never had a female head of state
grc,1992,Never had a female head of state
grc,1993,Never had a female head of state
grc,1994,Never had a female head of state
grc,1995,Never had a female head of state
grc,1996,Never had a female head of state
grc,1997,Never had a female head of state
grc,1998,Never had a female head of state
grc,1999,Never had a female head of state
grc,2000,Never had a female head of state
grc,2001,Never had a female head of state
grc,2002,Never had a female head of state
grc,2003,Never had a female head of state
grc,2004,Never had a female head of state
