country,time,female_hos
ben,2009,Never had a female head of state
ben,2010,Never had a female head of state
ben,2011,Never had a female head of state
ben,2012,Never had a female head of state
ben,2013,Never had a female head of state
ben,2014,Never had a female head of state
ben,2015,Never had a female head of state
ben,2016,Never had a female head of state
ben,2017,Never had a female head of state
ben,2018,Never had a female head of state
ben,2019,Never had a female head of state
ben,2020,Never had a female head of state
ben,2021,Never had a female head of state
bfa,1953,Never had a female head of state
bfa,1954,Never had a female head of state
bfa,1955,Never had a female head of state
bfa,1956,Never had a female head of state
bfa,1957,Never had a female head of state
bfa,1958,Never had a female head of state
bfa,1959,Never had a female head of state
bfa,1960,Never had a female head of state
bfa,1961,Never had a female head of state
bfa,1962,Never had a female head of state
bfa,1963,Never had a female head of state
bfa,1964,Never had a female head of state
bfa,1965,Never had a female head of state
bfa,1966,Never had a female head of state
bfa,1967,Never had a female head of state
bfa,1968,Never had a female head of state
bfa,1969,Never had a female head of state
bfa,1970,Never had a female head of state
bfa,1971,Never had a female head of state
bfa,1972,Never had a female head of state
bfa,1973,Never had a female head of state
bfa,1974,Never had a female head of state
bfa,1975,Never had a female head of state
bfa,1976,Never had a female head of state
bfa,1977,Never had a female head of state
bfa,1978,Never had a female head of state
bfa,1979,Never had a female head of state
bfa,1980,Never had a female head of state
bfa,1981,Never had a female head of state
bfa,1982,Never had a female head of state
bfa,1983,Never had a female head of state
bfa,1984,Never had a female head of state
bfa,1985,Never had a female head of state
bfa,1986,Never had a female head of state
bfa,1987,Never had a female head of state
bfa,1988,Never had a female head of state
bfa,1989,Never had a female head of state
bfa,1990,Never had a female head of state
bfa,1991,Never had a female head of state
bfa,1992,Never had a female head of state
bfa,1993,Never had a female head of state
bfa,1994,Never had a female head of state
bfa,1995,Never had a female head of state
bfa,1996,Never had a female head of state
bfa,1997,Never had a female head of state
bfa,1998,Never had a female head of state
bfa,1999,Never had a female head of state
bfa,2000,Never had a female head of state
bfa,2001,Never had a female head of state
bfa,2002,Never had a female head of state
bfa,2003,Never had a female head of state
bfa,2004,Never had a female head of state
bfa,2005,Never had a female head of state
bfa,2006,Never had a female head of state
bfa,2007,Never had a female head of state
bfa,2008,Never had a female head of state
bfa,2009,Never had a female head of state
bfa,2010,Never had a female head of state
bfa,2011,Never had a female head of state
bfa,2012,Never had a female head of state
bfa,2013,Never had a female head of state
bfa,2014,Never had a female head of state
bfa,2015,Never had a female head of state
bfa,2016,Never had a female head of state
bfa,2017,Never had a female head of state
bfa,2018,Never had a female head of state
bfa,2019,Never had a female head of state
bfa,2020,Never had a female head of state
bfa,2021,Never had a female head of state
bgd,1953,Never had a female head of state
bgd,1954,Never had a female head of state
bgd,1955,Never had a female head of state
bgd,1956,Never had a female head of state
bgd,1957,Never had a female head of state
bgd,1958,Never had a female head of state
bgd,1959,Never had a female head of state
bgd,1960,Never had a female head of state
bgd,1961,Never had a female head of state
bgd,1962,Never had a female head of state
bgd,1963,Never had a female head of state
bgd,1964,Never had a female head of state
bgd,1965,Never had a female head of state
bgd,1966,Never had a female head of state
bgd,1967,Never had a female head of state
bgd,1968,Never had a female head of state
bgd,1969,Never had a female head of state
bgd,1970,Never had a female head of state
bgd,1971,Never had a female head of state
bgd,1972,Never had a female head of state
bgd,1973,Never had a female head of state
bgd,1974,Never had a female head of state
bgd,1975,Never had a female head of state
bgd,1976,Never had a female head of state
bgd,1977,Never had a female head of state
bgd,1978,Never had a female head of state
bgd,1979,Never had a female head of state
bgd,1980,Never had a female head of state
bgd,1981,Never had a female head of state
bgd,1982,Never had a female head of state
bgd,1983,Never had a female head of state
bgd,1984,Never had a female head of state
bgd,1985,Never had a female head of state
bgd,1986,Never had a female head of state
bgd,1987,Never had a female head of state
bgd,1988,Never had a female head of state
bgd,1989,Never had a female head of state
bgd,1990,Never had a female head of state
bgd,1991,Had a female head of state
bgd,1992,Had a female head of state
bgd,1993,Had a female head of state
bgd,1994,Had a female head of state
bgd,1995,Had a female head of state
bgd,1996,Had a female head of state
bgd,1997,Had a female head of state
bgd,1998,Had a female head of state
bgd,1999,Had a female head of state
bgd,2000,Had a female head of state
bgd,2001,Had a female head of state
bgd,2002,Had a female head of state
bgd,2003,Had a female head of state
bgd,2004,Had a female head of state
bgd,2005,Had a female head of state
bgd,2006,Had a female head of state
bgd,2007,Had a female head of state
bgd,2008,Had a female head of state
bgd,2009,Had a female head of state
bgd,2010,Had a female head of state
bgd,2011,Had a female head of state
bgd,2012,Had a female head of state
bgd,2013,Had a female head of state
bgd,2014,Had a female head of state
bgd,2015,Had a female head of state
bgd,2016,Had a female head of state
