country,time,non_net_users_num
dnk,2014,227134
dnk,2015,208747
dnk,2016,173179
dnk,2017,166270
dnk,2018,135503
dnk,2019,112759
dom,1990,7133491
dom,1991,7270413
dom,1992,7408339
dom,1993,7546467
dom,1994,7683707
dom,1995,7817891
dom,1996,7946802
dom,1997,8072872
dom,1998,8195212
dom,1999,8251116
dom,2000,8157481
dom,2001,8217734
dom,2002,8129605
dom,2003,8151284
dom,2004,8178810
dom,2005,8052605
dom,2006,7850177
dom,2007,7689614
dom,2008,7488907
dom,2009,6922065
dom,2010,6650850
dom,2011,6084196
dom,2012,5728152
dom,2013,5436090
dom,2014,5125285
dom,2015,4707383
dom,2016,3756609
dom,2017,3409276
dom,2018,2675459
dom,2019,2703608
dza,1990,25758872
dza,1991,26400468
dza,1992,27028330
dza,1993,27635517
dza,1994,28213675
dza,1995,28757279
dza,1996,29265906
dza,1997,29739926
dza,1998,30186639
dza,1999,30562305
dza,2000,30889601
dza,2001,31248300
dza,2002,31348091
dza,2003,31555845
dza,2004,31177042
dza,2005,31212470
dza,2006,31159653
dza,2007,30937790
dza,2008,31195029
dza,2009,31365887
dza,2010,31480270
dza,2011,31198884
dza,2012,30580029
dza,2013,29558605
dza,2014,27441200
dza,2015,24551916
dza,2016,23136397
dza,2017,21650222
dza,2018,17068852
dza,2019,17402174
ecu,1990,10230931
ecu,1991,10472476
ecu,1992,10715583
ecu,1993,10959662
ecu,1994,11204095
ecu,1995,11450184
ecu,1996,11693085
ecu,1997,11938284
ecu,1998,12183168
ecu,1999,12339664
ecu,2000,12495701
ecu,2001,12569782
ecu,2002,12583448
ecu,2003,12773360
ecu,2004,12939081
ecu,2005,12997082
ecu,2006,13047104
ecu,2007,12752526
ecu,2008,11803021
ecu,2009,11139907
ecu,2010,10653388
ecu,2011,10462366
ecu,2012,10037259
ecu,2013,9380644
ecu,2014,8679328
ecu,2015,8277794
ecu,2016,7575540
ecu,2017,7172013
ecu,2018,7299771
ecu,2019,7423381
egy,1990,56134478
egy,1991,57424552
egy,1992,58666812
egy,1993,59880072
egy,1994,61091904
egy,1995,62314502
egy,1996,63562538
egy,1997,64833554
egy,1998,66102291
egy,1999,67319495
egy,2000,68390168
egy,2001,69564119
egy,2002,69540651
egy,2003,69885464
egy,2004,65330762
egy,2005,65894320
egy,2006,66372727
egy,2007,65691515
egy,2008,65293623
egy,2009,64907831
egy,2010,64884815
egy,2011,62889763
egy,2012,63606769
egy,2013,62413684
egy,2014,59775588
egy,2015,57481332
egy,2016,55489449
egy,2017,53091453
egy,2018,52239016
egy,2019,42882875
eri,1990,2258649
eri,1991,2266356
eri,1992,2257593
eri,1993,2238631
eri,1994,2218436
eri,1995,2204227
eri,1996,2196467
eri,1997,2194994
eri,1998,2206245
eri,1999,2236842
eri,2000,2289279
eri,2001,2370973
eri,2002,2475425
eri,2003,2595065
eri,2004,2713633
eri,2005,2820234
eri,2006,2911582
eri,2007,2984254
eri,2008,3048387
eri,2009,3103072
eri,2010,3151097
eri,2011,3191471
eri,2012,3224103
eri,2013,3251920
eri,2014,3278661
eri,2015,3306591
eri,2016,3336812
eri,2017,3368222
eri,2018,3407603
eri,2019,3451343
esp,1990,39197477
esp,1991,39288987
esp,1992,39380567
esp,1993,39483245
esp,1994,39549003
esp,1995,39635902
esp,1996,39377434
esp,1997,38912969
esp,1998,38448013
esp,1999,37588256
esp,2000,35262373
esp,2001,33820491
esp,2002,33372188
esp,2003,25587691
esp,2004,24248342
esp,2005,22942764
esp,2006,22198785
esp,2007,20393110
esp,2008,18611800
esp,2009,17515421
esp,2010,16050406
esp,2011,15495424
esp,2012,14208338
esp,2013,13311852
esp,2014,11137824
esp,2015,9945973
esp,2016,9065069
esp,2017,7182677
esp,2018,6486946
esp,2019,4337781
est,1990,1565246
est,1991,1548220
est,1992,1519815
est,1993,1483585
est,1994,1440191
est,1995,1393203
est,1996,1367764
est,1997,1329238
est,1998,1254520
est,1999,1200223
est,2000,999287
est,2001,952958
est,2002,808625
est,2003,750704
est,2004,638151
est,2005,522603
est,2006,492386
est,2007,454506
est,2008,394248
est,2009,367439
est,2010,345015
est,2011,312010
est,2012,285937
est,2013,263757
est,2014,207425
est,2015,152451
est,2016,167984
est,2017,156974
est,2018,140798
est,2019,138765
eth,1990,47887864
eth,1991,49609976
eth,1992,51423591
eth,1993,53295556
eth,1994,55180993
eth,1995,57047896
eth,1996,58882528
eth,1997,60694428
eth,1998,62501684
eth,1999,64334938
eth,2000,66214701
eth,2001,68134092
eth,2002,70091306
eth,2003,72094216
eth,2004,74124188
eth,2005,76178608
eth,2006,78245423
eth,2007,80375848
eth,2008,82543113
eth,2009,84773660
eth,2010,86982662
eth,2011,89148389
eth,2012,90037900
eth,2013,90998047
eth,2014,90541006
eth,2015,86864499
eth,2016,87682821
eth,2017,86590281
eth,2018,88888900
eth,2019,91211798
fin,1990,4976181
fin,1991,4948995
fin,1992,4949736
fin,1993,4941515
fin,1994,4846563
fin,1995,4407454
fin,1996,4274993
fin,1997,4149278
fin,1998,3849809
fin,1999,3504352
fin,2000,3255518
fin,2001,2958789
fin,2002,1958662
fin,2003,1608903
fin,2004,1447365
fin,2005,1342080
fin,2006,1073441
fin,2007,1018226
fin,2008,868667
fin,2009,935431
fin,2010,703454
fin,2011,608535
fin,2012,547975
fin,2013,461530
fin,2014,735630
fin,2015,744222
fin,2016,676021
fin,2017,690636
fin,2018,613559
fin,2019,574935
fji,1990,728575
fji,1991,735398
fji,1992,744470
fji,1993,754912
fji,1994,765546
fji,1995,775357
fji,1996,783884
fji,1997,790965
fji,1998,795082
fji,1999,798703
fji,2000,798871
fji,2001,798800
fji,2002,765097
fji,2003,761193
fji,2004,757236
fji,2005,752150
fji,2006,748393
fji,2007,745059
fji,2008,735460
fji,2009,708518
fji,2010,687853
fji,2011,621685
fji,2012,573171
fji,2013,560910
fji,2014,542396
fji,2015,499463
fji,2016,466676
fji,2017,439025
fji,2018,442042
fji,2019,445277
fra,1990,56636953
fra,1991,56833836
fra,1992,56987744
fra,1993,57031535
fra,1994,57068914
fra,1995,56855121
fra,1996,56513006
fra,1997,55743368
fra,1998,54750697
fra,1999,53347418
fra,2000,50571272
fra,2001,43750720
fra,2002,41754758
fra,2003,38476666
fra,2004,36934719
fra,2005,34917929
fra,2006,32679691
fra,2007,20979856
fra,2008,18239739
fra,2009,17774687
fra,2010,14286230
fra,2011,14022690
fra,2012,11797520
fra,2013,11552076
fra,2014,10431452
fra,2015,14173257
fra,2016,13405721
fra,2017,12642669
fra,2018,11670021
fra,2019,10850809
fsm,1990,96304
fsm,1991,98779
fsm,1992,101386
fsm,1993,103901
fsm,1994,106030
fsm,1995,107535
fsm,1996,108010
fsm,1997,107854
fsm,1998,106195
fsm,1999,104754
fsm,2000,103394
fsm,2001,102175
fsm,2002,101065
fsm,2003,97032
fsm,2004,94876
fsm,2005,93525
fsm,2006,91938
fsm,2007,90216
fsm,2008,88545
fsm,2009,87165
fsm,2010,82333
fsm,2011,79862
fsm,2012,77361
fsm,2013,76476
fsm,2014,75587
fsm,2015,74586
fsm,2016,73456
fsm,2017,72111
fsm,2018,72873
fsm,2019,73631
gab,1990,949493
gab,1991,975785
gab,1992,1002573
gab,1993,1029769
gab,1994,1057252
gab,1995,1084951
gab,1996,1112944
gab,1997,1140784
gab,1998,1168070
gab,1999,1196072
gab,2000,1213420
gab,2001,1241055
gab,2002,1263323
gab,2003,1284841
gab,2004,1313458
gab,2005,1322507
gab,2006,1351641
gab,2007,1387642
gab,2008,1404648
gab,2009,1419877
gab,2010,1413007
gab,2011,1381396
gab,2012,1329755
gab,2013,1262173
gab,2014,1166615
gab,2015,1055950
gab,2016,1043049
gab,2017,784629
gab,2018,805325
gab,2019,825580
gbr,1990,57084467
gbr,1991,57190974
gbr,1992,57296328
gbr,1993,57302884
gbr,1994,57164601
gbr,1995,56834532
gbr,1996,55717154
gbr,1997,54001091
gbr,1998,50511659
gbr,1999,46213139
gbr,2000,43119014
gbr,2001,39328819
gbr,2002,25818803
gbr,2003,20953711
gbr,2004,20590242
gbr,2005,18086386
gbr,2006,18964097
gbr,2007,15308479
gbr,2008,13429556
gbr,2009,10329025
gbr,2010,9518970
gbr,2011,9360005
gbr,2012,8078568
gbr,2013,6599712
gbr,2014,5488994
gbr,2015,5268614
gbr,2016,3463537
gbr,2017,3589938
gbr,2018,3426441
gbr,2019,5053552
geo,1990,5410400
geo,1991,5372996
geo,1992,5303925
geo,1993,5208954
geo,1994,5097126
geo,1995,4975663
geo,1996,4844685
geo,1997,4706726
geo,1998,4570691
geo,1999,4438097
geo,2000,4341038
geo,2001,4254340
geo,2002,4190952
geo,2003,4130463
geo,2004,4061587
geo,2005,3954203
geo,2006,3874367
geo,2007,3822677
geo,2008,3727969
geo,2009,3292708
geo,2010,2996439
geo,2011,2794677
geo,2012,2562820
geo,2013,2295613
geo,2014,2259774
geo,2015,2109886
geo,2016,1668049
geo,2017,1615295
geo,2018,1442317
geo,2019,1245123
gha,1990,14773274
gha,1991,15207360
gha,1992,15653345
gha,1993,16106756
gha,1994,16561677
gha,1995,17013999
gha,1996,17461518
gha,1997,17904045
gha,1998,18351241
gha,1999,18792636
gha,2000,19249235
gha,2001,19717414
gha,2002,20078274
gha,2003,20502744
gha,2004,20907125
gha,2005,21415178
gha,2006,21769635
gha,2007,22079834
gha,2008,22557656
gha,2009,22856044
gha,2010,22846804
gha,2011,23102819
gha,2012,23240830
gha,2013,22616495
gha,2014,20277419
gha,2015,20886902
gha,2016,18608395
gha,2017,17764093
gha,2018,18157936
gha,2019,18554893
gin,1990,6352282
gin,1991,6534936
gin,1992,6716032
gin,1993,6897171
gin,1994,7081109
gin,1995,7269582
gin,1996,7463637
gin,1997,7661780
gin,1998,7860284
gin,1999,8049847
gin,2000,8232871
gin,2001,8402306
gin,2002,8551559
gin,2003,8713624
gin,2004,8880313
gin,2005,9060188
gin,2006,9248087
gin,2007,9443915
gin,2008,9649199
gin,2009,9870804
gin,2010,10090246
gin,2011,10212050
gin,2012,10321819
gin,2013,10402644
gin,2014,10437308
gin,2015,10494664
gin,2016,10588067
gin,2017,9895363
gin,2018,10179719
gin,2019,10472422
gmb,1990,955595
gmb,1991,992671
gmb,1992,1027476
gmb,1993,1060861
gmb,1994,1094219
gmb,1995,1128473
gmb,1996,1163678
gmb,1997,1199906
gmb,1998,1235572
gmb,1999,1267976
gmb,2000,1305561
gmb,2001,1341889
gmb,2002,1379031
gmb,2003,1414594
gmb,2004,1447019
gmb,2005,1485098
gmb,2006,1508089
gmb,2007,1538093
gmb,2008,1573065
gmb,2009,1607494
gmb,2010,1628225
gmb,2011,1647243
gmb,2012,1667860
gmb,2013,1688789
gmb,2014,1709097
gmb,2015,1741693
gmb,2016,1751544
gmb,2017,1774740
gmb,2018,1827802
gmb,2019,1881995
gnb,1990,975265
gnb,1991,997522
gnb,1992,1020353
gnb,1993,1043421
gnb,1994,1066345
gnb,1995,1088850
gnb,1997,1132319
gnb,1998,1154094
gnb,1999,1175747
gnb,2000,1198541
gnb,2001,1223429
gnb,2002,1241621
gnb,2003,1265919
gnb,2004,1289742
gnb,2005,1319359
gnb,2006,1349242
gnb,2007,1380402
gnb,2008,1412862
gnb,2009,1449741
gnb,2010,1485299
gnb,2011,1521233
gnb,2012,1558533
gnb,2013,1597163
gnb,2014,1636244
gnb,2015,1675698
gnb,2016,1715389
gnb,2017,1756291
gnb,2018,1800634
gnb,2019,1845415
gnq,1990,419188
gnq,1991,432844
gnq,1992,447269
gnq,1993,462637
gnq,1994,479099
gnq,1995,496768
gnq,1997,536237
gnq,1998,557969
gnq,1999,581198
gnq,2000,605378
gnq,2001,630618
gnq,2002,656273
gnq,2003,683096
gnq,2004,710898
gnq,2005,740909
gnq,2006,774459
gnq,2007,808891
gnq,2008,845172
gnq,2009,882385
gnq,2010,887022
gnq,2011,873372
gnq,2012,887410
gnq,2013,899880
gnq,2014,910612
gnq,2015,919435
gnq,2016,926211
gnq,2017,930857
gnq,2018,965493
gnq,2019,1000172
grc,1990,10225990
grc,1991,10310076
grc,1992,10415194
grc,1993,10513685
grc,1994,10604683
grc,1995,10664952
grc,1996,10680992
grc,1997,10704523
grc,1998,10616683
grc,1999,10269478
grc,2000,10069327
grc,2001,9916895
grc,2002,9541863
grc,2003,9221919
grc,2004,8828457
grc,2005,8530848
grc,2006,7577994
grc,2007,7130382
grc,2008,6822913
grc,2009,6312538
grc,2010,6053528
grc,2011,5235857
grc,2012,4843957
grc,2013,4310560
grc,2014,3937067
grc,2015,3535302
grc,2016,3281376
grc,2017,3112766
grc,2018,2846046
grc,2019,2548065
grd,1990,96328
grd,1991,96462
grd,1992,97161
grd,1993,98234
grd,1994,99345
grd,1995,100286
grd,1996,100702
grd,1997,100561
grd,1998,100508
grd,1999,99896
grd,2000,98658
grd,2001,97948
grd,2002,88341
grd,2003,84611
grd,2004,83925
grd,2005,83216
grd,2006,82485
grd,2007,81738
grd,2008,81012
grd,2009,80345
grd,2010,77546
grd,2011,74750
grd,2012,73067
grd,2013,70312
grd,2014,52708
grd,2015,50626
grd,2016,48674
grd,2017,45379
grd,2018,45614
grd,2019,45841
gtm,1990,9263820
gtm,1991,9483273
gtm,1992,9708552
gtm,1993,9938699
gtm,1994,10172303
gtm,1995,10408174
gtm,1996,10644596
gtm,1997,10877242
gtm,1998,11081554
gtm,1999,11319721
gtm,2000,11567752
gtm,2001,11717662
gtm,2002,11794760
gtm,2003,11931851
gtm,2004,12144283
gtm,2005,12349554
gtm,2006,12526216
gtm,2007,12700202
gtm,2008,12843887
gtm,2009,12984840
gtm,2010,13094226
gtm,2011,13110091
gtm,2012,12827450
gtm,2013,12523444
gtm,2014,12197200
gtm,2015,11570768
gtm,2016,10860375
gtm,2017,5920243
gtm,2018,6036749
gtm,2019,6153517
guy,1990,743306
guy,1991,744477
guy,1992,748596
guy,1993,754141
guy,1994,758896
guy,1995,761298
guy,1996,760300
guy,1997,756976
guy,1998,751787
guy,1999,719941
guy,2000,697349
guy,2001,646787
guy,2002,646425
guy,2003,646731
guy,2004,647248
guy,2005,647611
guy,2006,647767
guy,2007,643463
guy,2008,610895
guy,2009,569013
guy,2010,525350
guy,2011,526420
guy,2012,524995
guy,2013,523904
guy,2014,519092
guy,2015,506506
guy,2016,496295
guy,2017,485862
guy,2018,488236
guy,2019,490598
hkg,1990,5727942
hkg,1991,5793025
hkg,1992,5814922
hkg,1993,5849218
hkg,1994,5832578
hkg,1995,5888404
hkg,1996,5891841
hkg,1997,5637237
hkg,1998,5483580
hkg,1999,5137697
hkg,2000,4767932
hkg,2001,4087413
hkg,2002,3814487
hkg,2003,3214400
hkg,2004,2940636
hkg,2005,2917689
hkg,2006,2666417
hkg,2007,2407686
hkg,2008,2291660
hkg,2009,2118940
hkg,2010,1950571
hkg,2011,1947834
hkg,2012,1909696
hkg,2013,1828905
hkg,2014,1436473
hkg,2015,1081607
hkg,2016,906935
hkg,2017,773308
hkg,2018,780231
hkg,2019,613974
hnd,1990,4955302
hnd,1991,5098594
hnd,1992,5244677
hnd,1993,5394416
hnd,1994,5548969
hnd,1995,5706910
hnd,1996,5872246
hnd,1997,6035366
hnd,1998,6201666
hnd,1999,6360448
hnd,2000,6495362
hnd,2001,6656354
hnd,2002,6749286
hnd,2003,6765219
hnd,2004,6875108
hnd,2005,6974148
hnd,2006,7038820
hnd,2007,7074519
hnd,2008,7214783
hnd,2009,7352004
hnd,2010,7395060
hnd,2011,7132243
hnd,2012,7074999
hnd,2013,7232387
hnd,2014,7246855
hnd,2015,6643307
hnd,2016,6535910
hnd,2017,6440018
hnd,2018,6548278
hnd,2019,6656597
hrv,1990,4776370
hrv,1991,4760003
hrv,1992,4732866
hrv,1993,4692970
hrv,1994,4645302
hrv,1995,4593031
hrv,1996,4535591
hrv,1997,4454012
hrv,1998,4344876
hrv,1999,4260124
hrv,2000,4133835
hrv,2001,3898561
hrv,2002,3615108
hrv,2003,3390432
hrv,2004,3028821
hrv,2005,2927175
hrv,2006,2710759
hrv,2007,2554637
hrv,2008,2427032
hrv,2009,2145451
hrv,2010,1880587
hrv,2011,1820559
hrv,2012,1635008
hrv,2013,1422070
hrv,2014,1337509
hrv,2015,1278197
hrv,2016,1149064
hrv,2017,1376316
hrv,2018,1135165
hrv,2019,864067
hti,1990,7037915
hti,1991,7178611
hti,1992,7319491
hti,1993,7460684
hti,1994,7602318
hti,1995,7744509
hti,1996,7886722
hti,1997,8030120
hti,1998,8172718
hti,1999,8313192
hti,2000,8444228
hti,2001,8579468
hti,2002,8675936
hti,2003,8753491
hti,2004,8558426
hti,2005,8608979
hti,2006,8709712
hti,2007,8811672
hti,2008,8913431
hti,2009,9004404
hti,2010,9116560
hti,2011,9191291
hti,2012,9246332
hti,2013,9298201
hti,2014,9346420
hti,2015,9390930
hti,2016,9513965
hti,2017,9628669
hti,2018,7511085
hti,2019,7605552
hun,1990,10377135
hun,1991,10362699
hun,1992,10353613
hun,1993,10339016
hun,1994,10307499
hun,1995,10279193
hun,1996,10232305
hun,1997,10108242
hun,1998,9879256
hun,1999,9649013
hun,2000,9505106
hun,2001,8712485
hun,2002,8472399
hun,2003,7947769
hun,2004,7308724
hun,2005,6155450
hun,2006,5323465
hun,2007,4681282
hun,2008,3896828
hun,2009,3784587
hun,2010,3474583
hun,2011,3164641
hun,2012,2902096
hun,2013,2690178
hun,2014,2387202
hun,2015,2656203
hun,2016,2022824
hun,2017,2262135
hun,2018,2322578
hun,2019,1900938
idn,1990,181413398
idn,1991,184591897
idn,1992,187739786
idn,1993,190851184
idn,1994,193915403
idn,1995,196882838
idn,1996,199788039
idn,1997,202431115
idn,1998,205199368
idn,1999,207688052
idn,2000,209556126
idn,2001,210098966
idn,2002,212719070
idn,2003,215050642
idn,2004,217479591
idn,2005,218138476
idn,2006,218391683
idn,2007,218928438
idn,2008,216826484
idn,2009,222108012
idn,2010,215425929
idn,2011,215015745
idn,2012,212376525
idn,2013,214185600
idn,2014,211399124
idn,2015,201600694
idn,2016,194997086
idn,2017,179188819
idn,2018,161171129
idn,2019,141562610
ind,1990,873277799
ind,1991,891273202
ind,1992,909306006
ind,1993,927401843
ind,1994,945591714
ind,1995,963669760
ind,1996,981910079
ind,1997,1000191713
ind,1998,1018066229
ind,1999,1035221930
ind,2000,1051001774
ind,2001,1067903524
ind,2002,1076503281
ind,2003,1092777419
ind,2004,1107300525
ind,2005,1120204196
ind,2006,1132788573
ind,2007,1136472697
ind,2008,1148080426
ind,2009,1155378635
ind,2010,1141710076
ind,2011,1124383944
ind,2012,1106543823
ind,2013,1087434959
ind,2014,1023524607
ind,2015,1087426485
ind,2016,1033123455
ind,2017,877502629
ind,2018,886657017
ind,2019,895686839
irl,1990,3510881
irl,1991,3515706
irl,1992,3523857
irl,1993,3536957
irl,1994,3547996
irl,1995,3552365
irl,1996,3540026
irl,1997,3501830
irl,1998,3389255
irl,1999,3323480
irl,2000,3107794
irl,2001,2953202
irl,2002,2897778
irl,2003,2614513
irl,2004,2557028
irl,2005,2418057
irl,2006,1911394
irl,2007,1679767
irl,2008,1530541
irl,2009,1466129
irl,2010,1373130
irl,2011,1152829
irl,2012,1063572
irl,2013,1003961
irl,2014,763815
irl,2015,767891
irl,2016,703847
irl,2017,755106
irl,2018,745823
irl,2019,755698
irn,1990,56366212
irn,1991,57679025
irn,1992,58780376
irn,1993,59723761
irn,1994,60590361
irn,1995,61440090
irn,1996,62285060
irn,1997,63106789
irn,1998,63907982
irn,1999,64555559
irn,2000,65010350
irn,2001,65462860
irn,2002,64172085
irn,2003,63399493
irn,2004,63786828
irn,2005,64111595
irn,2006,64374159
irn,2007,64580912
irn,2008,63451711
irn,2009,62861206
irn,2010,62034278
irn,2011,60454317
irn,2012,58369666
irn,2013,53575615
irn,2014,46982989
irn,2015,42907766
irn,2016,37214625
irn,2017,29007103
irn,2018,24536298
irn,2019,24870354
irq,1990,17419113
irq,1991,17889457
irq,1992,18402740
irq,1993,18955087
irq,1994,19539348
irq,1995,20149342
irq,2001,24183970
irq,2002,24807262
irq,2003,25490636
irq,2004,26077013
irq,2005,26679978
irq,2006,27186723
irq,2007,27651667
irq,2008,28101882
irq,2009,28666042
irq,2010,28998428
irq,2011,29189040
irq,2012,29625821
irq,2013,30106611
irq,2014,29866131
irq,2015,14940353
irq,2016,28838195
irq,2017,19016732
irq,2018,19462777
irq,2019,19906477
isl,1990,255044
isl,1991,256315
isl,1992,256151
isl,1993,255643
isl,1994,247124
isl,1995,237610
isl,1996,230145
isl,1997,197772
isl,1998,175461
isl,1999,163124
isl,2000,155726
isl,2001,143172
isl,2002,59577
isl,2003,48549
isl,2004,46926
isl,2005,38347
isl,2006,31441
isl,2007,28687
isl,2008,27977
isl,2009,22124
isl,2010,21175
isl,2011,16757
isl,2012,12342
isl,2013,11299
isl,2014,6046
isl,2015,5944
isl,2016,5847
isl,2017,5818
isl,2018,3330
isl,2019,3353
isr,1990,4443420
isr,1991,4579455
isr,1992,4738065
isr,1993,4909753
isr,1994,5076114
isr,1995,5222322
isr,1996,5306623
isr,1997,5321656
isr,1998,5111849
isr,1999,5042299
isr,2000,4704803
isr,2001,5007418
isr,2002,5073358
isr,2003,5048227
isr,2004,4939993
isr,2005,4884435
isr,2006,4818005
isr,2007,3551746
isr,2008,2851160
isr,2009,2651686
isr,2010,2387595
isr,2011,2330441
isr,2012,2223564
isr,2013,2301090
isr,2014,1962156
isr,2015,1806962
isr,2016,1649927
isr,2017,1518418
isr,2018,1543773
isr,2019,1125588
ita,1990,57038228
ita,1991,57068108
ita,1992,57105276
ita,1993,57127565
ita,1994,57103514
ita,1995,56874582
ita,1996,56481288
ita,1997,55608085
ita,1998,54156125
ita,1999,48509456
ita,2000,43590105
ita,2001,41392538
ita,2002,41148542
ita,2003,40847832
ita,2004,38686366
ita,2005,37882786
ita,2006,36302278
ita,2007,34784609
ita,2008,32684098
ita,2009,30244347
ita,2010,27479447
ita,2011,27178575
ita,2012,26448761
ita,2013,24993722
ita,2014,26798614
ita,2015,25357126
ita,2016,23461866
ita,2017,22402366
ita,2018,15528347
ita,2019,15508574
jam,1990,2419901
jam,1991,2439329
jam,1992,2461047
jam,1993,2484583
jam,1994,2508118
jam,1995,2530931
jam,1996,2543506
jam,1997,2563300
jam,1998,2557251
jam,1999,2570659
jam,2000,2571983
jam,2001,2571382
jam,2002,2528580
jam,2003,2498102
jam,2004,2452515
jam,2005,2389280
jam,2006,2302690
jam,2007,2184133
jam,2008,2125348
jam,2009,2116450
jam,2010,2032809
jam,2011,1767943
jam,2012,1881773
jam,2013,1798129
jam,2014,1713504
jam,2015,1670399
jam,2016,1616833
jam,2017,1312276
jam,2018,1318568
jam,2019,1324599
jor,1990,3565888
jor,1991,3760493
jor,1992,3977667
jor,1993,4201559
jor,1994,4410357
jor,1995,4587776
jor,1996,4730721
jor,1997,4819477
jor,1998,4879412
jor,1999,4904603
jor,2000,4988118
jor,2001,4971815
jor,2002,4997106
jor,2003,4973990
jor,2004,4929657
jor,2005,5019975
jor,2006,5160693
jor,2007,5004232
jor,2008,5048484
jor,2009,5101011
jor,2010,5286402
jor,2011,4988521
jor,2012,5096677
jor,2013,4992129
jor,2014,4798326
jor,2015,3696028
jor,2016,3601756
jor,2017,3249848
jor,2018,3309454
jor,2019,3354743
jpn,1990,124479976
jpn,1991,124879245
jpn,1992,125210132
jpn,1993,125202971
jpn,1994,125045100
jpn,1995,124350765
jpn,1996,121105978
jpn,1997,115265461
jpn,1998,110065903
jpn,1999,100089363
jpn,2000,89278777
jpn,2001,78503006
jpn,2002,68302320
jpn,2003,66032913
jpn,2004,48212593
jpn,2005,42448867
jpn,2006,40215196
jpn,2007,33022971
jpn,2008,31620506
jpn,2009,28282143
jpn,2010,28009378
jpn,2011,26915265
jpn,2012,26331455
jpn,2013,15116181
jpn,2014,13961665
jpn,2015,11444431
jpn,2016,8710005
jpn,2017,19650593
jpn,2018,19604274
jpn,2019,19551582
kaz,1990,16383881
kaz,1991,16373308
kaz,1992,16302809
kaz,1993,16181161
kaz,1994,16022141
kaz,1995,15837567
kaz,1996,15626951
kaz,1997,15396053
kaz,1998,15170258
kaz,1999,14950836
kaz,2000,14822952
kaz,2001,14760192
kaz,2002,14725367
kaz,2003,14797982
kaz,2004,14845831
kaz,2005,14946617
kaz,2006,15042990
kaz,2007,15070887
kaz,2008,14117292
kaz,2009,13123186
kaz,2010,11116555
kaz,2011,8146390
kaz,2012,6381225
kaz,2013,6247870
kaz,2014,5882890
kaz,2015,5125773
kaz,2016,4531242
kaz,2017,4262058
kaz,2018,3864725
kaz,2019,3361964
ken,1990,23724574
ken,1991,24521714
ken,1992,25326080
ken,1993,26136217
ken,1994,26950508
ken,1995,27768095
ken,1996,28586929
ken,1997,29405539
ken,1998,30235284
ken,1999,31063231
ken,2000,31862891
ken,2001,32644979
ken,2002,33344103
ken,2003,33658566
ken,2004,34557824
ken,2005,35488829
ken,2006,36293674
ken,2007,37002873
ken,2008,37722801
ken,2009,38406788
ken,2010,39004475
ken,2011,39378582
ken,2012,39687405
ken,2013,39602388
ken,2014,38994553
ken,2015,39936328
ken,2016,40908977
ken,2017,41268172
ken,2018,42230765
ken,2019,40710599
kgz,1990,4372885
kgz,1991,4419627
kgz,1992,4454192
kgz,1993,4483844
kgz,1994,4518808
kgz,1995,4566096
kgz,1998,4783287
kgz,1999,4851170
kgz,2000,4869468
kgz,2001,4813808
kgz,2002,4841770
kgz,2003,4817570
kgz,2004,4782491
kgz,2005,4540714
kgz,2006,4493727
kgz,2007,4457015
kgz,2008,4429939
kgz,2009,4481155
kgz,2010,4538463
kgz,2011,4552290
kgz,2012,4508510
kgz,2013,4413110
kgz,2014,4190522
kgz,2015,4156669
kgz,2016,3826826
kgz,2017,3837631
kgz,2018,3908496
kgz,2019,3977828
khm,1990,8975597
khm,1991,9289298
khm,1992,9623899
khm,1993,9970727
khm,1994,10317901
khm,1995,10656145
khm,1997,11297934
khm,1998,11598616
khm,1999,11882664
khm,2000,12149525
khm,2001,12395864
khm,2002,12609034
khm,2003,12822672
khm,2004,13027218
khm,2005,13231236
khm,2006,13414581
khm,2007,13612921
khm,2008,13813027
khm,2009,14018909
khm,2010,14131871
khm,2011,14090637
khm,2012,14050300
khm,2013,14004540
khm,2014,13136075
khm,2015,14522912
khm,2016,10658249
khm,2017,10814855
khm,2018,9749877
khm,2019,9891925
kir,1990,72394
kir,1991,73692
kir,1992,74767
kir,1993,75711
kir,1994,76668
kir,1995,77716
kir,1998,81055
kir,1999,81964
kir,2000,82898
kir,2001,83837
kir,2002,85125
kir,2003,86175
kir,2004,87331
kir,2005,88626
kir,2006,90096
kir,2007,90739
kir,2008,91847
kir,2009,91875
kir,2010,93594
kir,2011,94262
kir,2012,94929
kir,2013,95480
kir,2014,95987
kir,2015,96509
kir,2016,97113
kir,2017,97507
kir,2018,98950
kir,2019,100459
kna,1990,40260
kna,1991,40381
kna,1992,40691
kna,1993,41141
kna,1994,41618
kna,1995,42077
kna,1996,41646
kna,1997,41889
kna,1998,41780
kna,1999,41702
kna,2000,41498
kna,2001,41161
kna,2002,35614
kna,2003,35241
kna,2004,34864
kna,2005,30922
kna,2006,29110
kna,2007,26989
kna,2008,24474
kna,2009,21529
kna,2010,18134
kna,2011,18195
kna,2012,17957
kna,2013,17816
kna,2014,16248
kna,2015,12443
kna,2016,11969
kna,2017,10038
kna,2018,10115
kna,2019,10192
kor,1990,42908431
kor,1991,43353142
kor,1992,43805074
kor,1993,44224223
kor,1994,44680519
kor,1995,44921264
kor,1996,45007917
kor,1997,44532628
kor,1998,43458966
kor,1999,35943425
kor,2000,26200718
kor,2001,20704502
kor,2002,19487818
kor,2003,16650011
kor,2004,13238707
kor,2005,12905783
