country,time,percit_less_300k
ind,1995,13.15
ind,2000,12.94
ind,2005,13.5
ind,2010,14.03
ind,2015,14.11
ind,2020,14.37
ind,2025,14.82
ind,2030,15.41
ind,2035,16.15
irl,1950,18.6
irl,1955,21.59
irl,1960,21.99
irl,1965,21.22
irl,1970,25.5
irl,1975,27.88
irl,1980,29.46
irl,1985,30.94
irl,1990,31.77
irl,1995,32.56
irl,2000,34.05
irl,2005,36.48
irl,2010,38.37
irl,2015,38.19
irl,2020,38.14
irl,2025,39.06
irl,2030,40.21
irl,2035,41.62
irn,1950,21.47
irn,1955,23.32
irn,1960,22.3
irn,1965,22.35
irn,1970,23.46
irn,1975,24.97
irn,1980,26.14
irn,1985,28.35
irn,1990,28.21
irn,1995,29.99
irn,2000,32.79
irn,2005,33.77
irn,2010,35.25
irn,2015,36.69
irn,2020,37.01
irn,2025,36.28
irn,2030,35.42
irn,2035,34.64
irq,1950,25
irq,1955,26.58
irq,1960,28.92
irq,1965,27.75
irq,1970,28.72
irq,1975,32.56
irq,1980,33.85
irq,1985,32.14
irq,1990,27.81
irq,1995,25.3
irq,2000,23.36
irq,2005,25.35
irq,2010,26.9
irq,2015,26.47
irq,2020,27.28
irq,2025,27.31
irq,2030,27.71
irq,2035,28.81
isl,1950,72.8
isl,1955,76.76
isl,1960,80.3
isl,1965,82.72
isl,1970,84.9
isl,1975,86.67
isl,1980,88.26
isl,1985,89.57
isl,1990,90.75
isl,1995,91.63
isl,2000,92.4
isl,2005,93.04
isl,2010,93.57
isl,2015,93.7
isl,2020,94.44
isl,2025,95.22
isl,2030,96
isl,2035,96.76
isr,1950,37.76
isr,1955,39.3
isr,1960,42.12
isr,1965,46.58
isr,1970,37.28
isr,1975,29.84
isr,1980,29.9
isr,1985,19.62
isr,1990,16.81
isr,1995,12.22
isr,2000,11.9
isr,2005,12.12
isr,2010,15.33
isr,2015,14.73
isr,2020,13.51
isr,2025,13.49
isr,2030,13.51
isr,2035,13.55
ita,1950,28.41
ita,1955,29.93
ita,1960,29.86
ita,1965,28.37
ita,1970,27.89
ita,1975,29.47
ita,1980,29.68
ita,1985,29.36
ita,1990,28.62
ita,1995,28.88
ita,2000,28.98
ita,2005,28.25
ita,2010,27.41
ita,2015,26.77
ita,2020,26.4
ita,2025,26.45
ita,2030,26.68
ita,2035,27.44
jam,1950,24.12
jam,1955,6.46
jam,1960,7.94
jam,1965,12.05
jam,1970,16.01
jam,1975,19.6
jam,1980,22.88
jam,1985,25.43
jam,1990,26.3
jam,1995,28.14
jam,2000,30.1
jam,2005,31.68
jam,2010,33.08
jam,2015,34.16
jam,2020,35.44
jam,2025,36.57
jam,2030,37.57
jam,2035,38.64
jor,1950,37
jor,1955,43.23
jor,1960,50.83
jor,1965,54.21
jor,1970,33.36
jor,1975,33.37
jor,1980,33.21
jor,1985,41.53
jor,1990,40.3
jor,1995,49.01
jor,2000,50.79
jor,2005,52.72
jor,2010,49.22
jor,2015,52.86
jor,2020,42.73
jor,2025,37.07
jor,2030,37.87
jor,2035,35.86
jpn,1950,24.3
jpn,1955,24.68
jpn,1960,23.22
jpn,1965,19.83
jpn,1970,19.11
jpn,1975,20.41
jpn,1980,19.48
jpn,1985,18.63
jpn,1990,16.05
jpn,1995,10.54
jpn,2000,10.47
jpn,2005,16
jpn,2010,19.33
jpn,2015,19.11
jpn,2020,18.43
jpn,2025,18.57
jpn,2030,18.76
jpn,2035,18.94
kaz,1950,31.07
kaz,1955,31
kaz,1960,35
kaz,1965,38.09
kaz,1970,40.82
kaz,1975,42.83
kaz,1980,41.99
kaz,1985,40.31
kaz,1990,37.1
kaz,1995,36.2
kaz,2000,36.19
kaz,2005,34.8
kaz,2010,27.72
kaz,2015,25.87
kaz,2020,23.55
kaz,2025,23.01
kaz,2030,21.77
kaz,2035,20.86
ken,1950,5.59
ken,1955,6.41
ken,1960,7.35
ken,1965,4.35
ken,1970,5.55
ken,1975,7.85
ken,1980,8.06
ken,1985,8.36
ken,1990,8.7
ken,1995,9.61
ken,2000,10.51
ken,2005,11.84
ken,2010,13.25
ken,2015,12.18
ken,2020,13.8
ken,2025,13.52
ken,2030,14.27
ken,2035,15.65
kgz,1950,26.48
kgz,1955,30.59
kgz,1960,34.18
kgz,1965,23.31
kgz,1970,22.9
kgz,1975,23.45
kgz,1980,23.72
kgz,1985,23.78
kgz,1990,23.25
kgz,1995,20.95
kgz,2000,19.73
kgz,2005,19.58
kgz,2010,19.74
kgz,2015,19.5
kgz,2020,19.68
kgz,2025,20.29
kgz,2030,17.04
kgz,2035,18.05
khm,1950,1.99
khm,1955,2.78
khm,1960,3.48
khm,1965,4.09
khm,1970,3.1
khm,1975,4.48
khm,1980,9.9
khm,1985,8.39
khm,1990,8.69
khm,1995,9.46
khm,2000,9.13
khm,2005,9.25
khm,2010,9.65
khm,2015,10.72
khm,2020,9.81
khm,2025,10.57
khm,2030,9.78
khm,2035,10.72
kir,1950,11
kir,1955,13.44
kir,1960,16.3
kir,1965,19.64
kir,1970,24.11
kir,1975,29.64
kir,1980,32.31
kir,1985,33.55
kir,1990,35
kir,1995,36.42
kir,2000,42.96
kir,2005,43.55
kir,2010,47.26
kir,2015,52.31
kir,2020,56.99
kir,2025,60.32
kir,2030,63.22
kir,2035,65.66
kor,1950,9.26
kor,1955,8.6
kor,1960,8.47
kor,1965,9.86
kor,1970,10.63
kor,1975,10.65
kor,1980,11.52
kor,1985,12.15
kor,1990,13.18
kor,1995,15.73
kor,2000,15.66
kor,2005,14.96
kor,2010,15.44
kor,2015,14.3
kor,2020,13.46
kor,2025,13.09
kor,2030,11.56
kor,2035,11.8
kwt,1950,61.5
kwt,1955,69.34
kwt,1960,75.06
kwt,1965,15.38
kwt,1970,11.71
kwt,1975,22.32
kwt,1980,29.92
kwt,1985,33.47
kwt,1990,31.75
kwt,1995,30.18
kwt,2000,35.7
kwt,2005,32.1
kwt,2010,33.57
kwt,2015,35.66
kwt,2020,20.75
kwt,2025,19.43
kwt,2030,19.24
kwt,2035,19.26
lao,1950,7.24
lao,1955,7.59
lao,1960,7.95
lao,1965,8.32
lao,1970,9.62
lao,1975,11.08
lao,1980,12.38
lao,1985,13.8
lao,1990,15.44
lao,1995,10.45
lao,2000,13.7
lao,2005,17.25
lao,2010,20.35
lao,2015,23.2
lao,2020,26.36
lao,2025,29.11
lao,2030,31.49
lao,2035,33.81
lbn,1950,7.85
lbn,1955,8.55
lbn,1960,11.27
lbn,1965,15.9
lbn,1970,19.31
lbn,1975,8.74
lbn,1980,11.45
lbn,1985,20.39
lbn,1990,34.04
lbn,1995,36.99
lbn,2000,33.72
lbn,2005,35.68
lbn,2010,36.29
lbn,2015,44.8
lbn,2020,42.91
lbn,2025,41.48
lbn,2030,41.21
lbn,2035,41.2
lbr,1950,12.97
lbr,1955,15.57
lbr,1960,18.66
lbr,1965,22.25
lbr,1970,26.32
lbr,1975,30.85
lbr,1980,18.31
lbr,1985,19.34
lbr,1990,5.8
lbr,1995,23.91
lbr,2000,15.56
lbr,2005,9.32
lbr,2010,21.38
lbr,2015,21.73
lbr,2020,22.57
lbr,2025,23.82
lbr,2030,25.14
lbr,2035,26.54
lby,1950,19.55
lby,1955,23.21
lby,1960,27.32
lby,1965,33.67
lby,1970,31
lby,1975,29.3
lby,1980,37.83
lby,1985,44.32
lby,1990,45.6
lby,1995,46.01
lby,2000,46.97
lby,2005,41.5
lby,2010,40.8
lby,2015,37.08
lby,2020,36.46
lby,2025,36.61
lby,2030,36.99
lby,2035,33.59
lca,1950,19.2
lca,1955,20.35
lca,1960,21.51
lca,1965,22.7
lca,1970,23.94
lca,1975,25.23
lca,1980,26.58
lca,1985,27.96
lca,1990,29.39
lca,1995,28.8
lca,2000,27.81
lca,2005,23.13
lca,2010,18.29
lca,2015,18.32
lca,2020,18.59
lca,2025,19.18
lca,2030,20.11
lca,2035,21.39
lka,1950,10.31
lka,1955,10.59
lka,1960,11.52
lka,1965,12.4
lka,1970,13.16
lka,1975,13.94
lka,1980,14.71
lka,1985,14.91
lka,1990,14.99
lka,1995,15.01
lka,2000,14.96
lka,2005,15.14
lka,2010,15.33
lka,2015,15.31
lka,2020,15.56
lka,2025,14.84
lka,2030,15.87
lka,2035,17.31
lso,1950,1.82
lso,1955,2.11
lso,1960,3.57
lso,1965,6.44
lso,1970,8.64
lso,1975,10.73
lso,1980,11.19
lso,1985,11.34
lso,1990,13.15
lso,1995,15.73
lso,2000,17.97
lso,2005,21.73
lso,2010,25.36
lso,2015,28.42
lso,2020,31.47
lso,2025,34.75
lso,2030,38.14
lso,2035,41.95
ltu,1950,28.79
ltu,1955,34.05
ltu,1960,39.46
ltu,1965,34.25
ltu,1970,28.22
ltu,1975,32.32
ltu,1980,35.76
ltu,1985,38.51
ltu,1990,40.77
ltu,1995,40.87
ltu,2000,40.54
ltu,2005,40.17
ltu,2010,39.69
ltu,2015,49.11
ltu,2020,51.5
ltu,2025,53.55
ltu,2030,55.5
ltu,2035,57.49
lux,1950,67.24
lux,1955,68.41
lux,1960,69.56
lux,1965,71.96
lux,1970,74.37
lux,1975,77.3
lux,1980,80.04
lux,1985,80.67
lux,1990,80.95
lux,1995,82.89
lux,2000,84.22
lux,2005,86.6
lux,2010,88.55
lux,2015,90.18
lux,2020,88.23
lux,2025,89.74
lux,2030,91.12
lux,2035,92.38
lva,1950,20.97
lva,1955,22.47
lva,1960,24.82
lva,1965,27.75
lva,1970,30.12
lva,1975,32.34
lva,1980,33.79
lva,1985,34.47
lva,1990,35.29
lva,1995,35.86
lva,2000,36.12
lva,2005,36.4
lva,2010,36.47
lva,2015,35.48
lva,2020,35.12
lva,2025,35.28
lva,2030,36.04
lva,2035,36.97
mar,1950,19.22
mar,1955,20.34
mar,1960,21.52
mar,1965,18.74
mar,1970,17.66
mar,1975,19.56
mar,1980,20.52
mar,1985,21.94
mar,1990,21.81
mar,1995,23.66
mar,2000,22.5
mar,2005,23.52
mar,2010,26.06
mar,2015,28.01
mar,2020,30.42
mar,2025,31.96
mar,2030,33.01
mar,2035,33.27
mda,1950,18.5
mda,1955,20.66
mda,1960,23.42
mda,1965,27.56
mda,1970,22.27
mda,1975,24.98
mda,1980,27.43
mda,1985,29.97
mda,1990,31.76
mda,1995,31.74
mda,2000,30.1
mda,2005,28.7
mda,2010,29.03
mda,2015,29.52
mda,2020,30.31
mda,2025,31.32
mda,2030,32.5
mda,2035,34.06
mdg,1950,7.8
mdg,1955,9.12
mdg,1960,10.64
mdg,1965,12.38
mdg,1970,8.59
mdg,1975,10.33
mdg,1980,11.87
mdg,1985,13.56
mdg,1990,15.39
mdg,1995,17.12
mdg,2000,18.49
mdg,2005,20.3
mdg,2010,22.38
mdg,2015,23.04
mdg,2020,23.51
mdg,2025,23.12
mdg,2030,23.9
mdg,2035,23.94
mdv,1950,10.61
mdv,1955,10.89
mdv,1960,11.17
mdv,1965,11.46
mdv,1970,11.9
mdv,1975,17.32
mdv,1980,22.27
mdv,1985,25.5
mdv,1990,25.85
mdv,1995,25.63
mdv,2000,27.8
mdv,2005,33.67
mdv,2010,36.31
mdv,2015,35.44
mdv,2020,34.53
mdv,2025,40.18
mdv,2030,44.39
mdv,2035,46.54
mex,1950,27.86
mex,1955,29.23
mex,1960,31.51
mex,1965,31.51
mex,1970,32.06
mex,1975,31.69
mex,1980,31.92
mex,1985,29.03
mex,1990,24.98
mex,1995,25.01
mex,2000,23.41
mex,2005,23.32
mex,2010,24.05
mex,2015,24.41
mex,2020,25.11
mex,2025,25.19
mex,2030,24.26
mex,2035,24.45
mkd,1950,23.43
mkd,1955,28.43
mkd,1960,34.02
mkd,1965,40.36
mkd,1970,29.51
mkd,1975,31.14
mkd,1980,32.67
mkd,1985,34.26
mkd,1990,35.49
mkd,1995,37.04
mkd,2000,35.9
mkd,2005,33.97
mkd,2010,31.92
mkd,2015,30.49
mkd,2020,30.04
mkd,2025,30.77
mkd,2030,32.14
mkd,2035,33.66
mli,1950,8.47
mli,1955,9.69
mli,1960,11.07
mli,1965,12.61
mli,1970,14.33
mli,1975,10.64
mli,1980,11.59
mli,1985,13.25
mli,1990,14.53
mli,1995,16.08
mli,2000,17.98
mli,2005,20.49
mli,2010,23.53
mli,2015,25.59
mli,2020,29.15
mli,2025,29.34
mli,2030,31.52
mli,2035,31.39
mlt,1950,88.86
mlt,1955,89.72
mlt,1960,89.71
mlt,1965,89.49
mlt,1970,89.57
mlt,1975,89.87
mlt,1980,90.27
mlt,1985,90.59
mlt,1990,90.98
mlt,1995,91.77
mlt,2000,93.08
mlt,2005,94.14
mlt,2010,94.49
mlt,2015,93.12
mlt,2020,93.2
mlt,2025,93.34
mlt,2030,93.5
mlt,2035,93.71
mmr,1950,8.26
mmr,1955,9.64
mmr,1960,11.24
mmr,1965,11.7
mmr,1970,13.58
mmr,1975,14.76
mmr,1980,14.97
mmr,1985,15.48
mmr,1990,16.19
mmr,1995,16.69
mmr,2000,17.2
mmr,2005,17.62
mmr,2010,17.78
mmr,2015,17.37
mmr,2020,17.26
mmr,2025,17.47
mmr,2030,18.56
mmr,2035,18.84
mne,1950,12.72
mne,1955,15.51
mne,1960,18.79
mne,1965,22.57
mne,1970,26.85
mne,1975,31.62
mne,1980,36.81
mne,1985,42.33
mne,1990,48.04
mne,1995,53.36
mne,2000,58.54
mne,2005,62.47
mne,2010,64.14
mne,2015,65.93
mne,2020,67.63
mne,2025,69.28
mne,2030,70.94
mne,2035,72.6
mng,1950,20
mng,1955,26.62
mng,1960,35.68
mng,1965,42.11
mng,1970,45.05
mng,1975,24.59
mng,1980,27.07
mng,1985,29.44
mng,1990,30.86
mng,1995,28.05
mng,2000,25.22
mng,2005,25.56
mng,2010,25.55
mng,2015,22.23
mng,2020,18.89
mng,2025,18.16
mng,2030,18.13
mng,2035,18.29
moz,1950,5.65
moz,1955,6.32
moz,1960,7.06
moz,1965,8.02
moz,1970,5.01
moz,1975,6.58
moz,1980,8.67
moz,1985,13.52
moz,1990,14.65
moz,1995,16.99
moz,2000,16.75
moz,2005,18.19
moz,2010,20.18
moz,2015,19.8
moz,2020,20.9
moz,2025,23.11
moz,2030,21.48
moz,2035,23.01
mrt,1950,3.15
mrt,1955,4.69
mrt,1960,6.94
mrt,1965,10.16
mrt,1970,14.59
mrt,1975,20.54
mrt,1980,27.25
mrt,1985,17.69
mrt,1990,18.67
mrt,1995,18.14
mrt,2000,18.21
mrt,2005,20.98
mrt,2010,23.78
mrt,2015,26.66
mrt,2020,28.65
mrt,2025,30.12
mrt,2030,31.56
mrt,2035,32.83
mus,1950,29.33
mus,1955,31.62
mus,1960,35.11
mus,1965,38.77
mus,1970,42.56
mus,1975,43.44
mus,1980,42.35
mus,1985,42.32
mus,1990,43.9
mus,1995,43.28
mus,2000,42.67
mus,2005,42.11
mus,2010,41.55
mus,2015,41
mus,2020,40.84
mus,2025,41.26
mus,2030,42.27
mus,2035,43.84
mwi,1950,3.51
mwi,1955,3.9
mwi,1960,4.34
mwi,1965,4.82
mwi,1970,5.92
mwi,1975,7.52
mwi,1980,8.92
mwi,1985,5.9
mwi,1990,7.66
mwi,1995,5.14
mwi,2000,5.89
mwi,2005,6.05
mwi,2010,6.37
mwi,2015,6.89
mwi,2020,7.74
mwi,2025,8.69
mwi,2030,8.28
mwi,2035,9.29
mys,1950,20.36
mys,1955,23.42
mys,1960,22.39
mys,1965,25.78
mys,1970,29.28
mys,1975,32.22
mys,1980,35
mys,1985,32.36
mys,1990,33.39
mys,1995,34.62
mys,2000,35.77
mys,2005,36.47
mys,2010,36.65
mys,2015,37.57
mys,2020,36.89
mys,2025,36.59
mys,2030,37.39
mys,2035,38.16
nam,1950,12.65
nam,1955,14.7
nam,1960,17.02
nam,1965,19.08
nam,1970,21.28
nam,1975,22.58
nam,1980,24
nam,1985,25.27
nam,1990,27.3
nam,1995,30.32
nam,2000,34.26
nam,2005,38.41
nam,2010,27.85
nam,2015,33.25
nam,2020,38.25
nam,2025,42.25
nam,2030,45.61
nam,2035,48.39
ner,1950,4.86
ner,1955,5.31
ner,1960,5.79
ner,1965,6.81
ner,1970,8.79
ner,1975,11.42
ner,1980,13.44
ner,1985,9.52
ner,1990,9.88
ner,1995,9.93
ner,2000,10.07
ner,2005,10.21
ner,2010,10.39
ner,2015,8.76
ner,2020,9.18
ner,2025,7.65
ner,2030,8.37
ner,2035,8.52
nga,1950,7.3
nga,1955,9.71
nga,1960,12.46
nga,1965,12.27
nga,1970,12.82
nga,1975,12.32
nga,1980,10.9
nga,1985,12.08
nga,1990,13.82
nga,1995,15.11
nga,2000,15.88
nga,2005,18.1
nga,2010,19.76
nga,2015,22.19
nga,2020,23.42
nga,2025,24.52
nga,2030,25.11
nga,2035,25.63
nic,1950,35.2
nic,1955,37.36
nic,1960,39.62
nic,1965,42.59
nic,1970,31.65
nic,1975,32.93
nic,1980,33.98
nic,1985,34.71
nic,1990,35.1
nic,1995,35.38
nic,2000,37.23
nic,2005,38.59
nic,2010,39.04
nic,2015,40.09
nic,2020,41.1
nic,2025,42.1
nic,2030,43.08
nic,2035,44.15
nld,1950,32.82
nld,1955,35.07
nld,1960,37.28
nld,1965,39.1
nld,1970,39.31
nld,1975,42.26
nld,1980,44.99
nld,1985,47.57
nld,1990,49.71
nld,1995,53.83
nld,2000,56.02
nld,2005,61.88
nld,2010,66.16
nld,2015,68.77
nld,2020,70.54
nld,2025,71.77
nld,2030,72.69
nld,2035,73.42
nor,1950,36.12
nor,1955,34.68
nor,1960,33.79
nor,1965,41.18
nor,1970,48.8
nor,1975,52.11
nor,1980,54.81
nor,1985,55.36
nor,1990,55.85
nor,1995,57.09
nor,2000,58.82
nor,2005,60.01
nor,2010,60.72
nor,2015,62.46
nor,2020,64.2
nor,2025,65.74
nor,2030,61.88
nor,2035,63
npl,1950,2.68
npl,1955,3.05
npl,1960,3.47
npl,1965,3.72
npl,1970,3.93
npl,1975,4.8
npl,1980,6.04
npl,1985,7.33
npl,1990,6.68
npl,1995,8.44
npl,2000,10.6
npl,2005,12.02
npl,2010,13.2
npl,2015,14.11
npl,2020,14
npl,2025,14.9
npl,2030,14.46
npl,2035,16.1
nzl,1950,55.79
nzl,1955,55.5
nzl,1960,57.45
nzl,1965,58.64
nzl,1970,58.58
nzl,1975,48.95
nzl,1980,48.49
nzl,1985,48.93
nzl,1990,40.72
nzl,1995,40.01
nzl,2000,39.22
nzl,2005,38.4
nzl,2010,38.17
nzl,2015,37.5
nzl,2020,36.74
nzl,2025,36.74
nzl,2030,37.03
nzl,2035,37.42
omn,1950,8.6
omn,1955,11.96
omn,1960,16.4
omn,1965,22.34
omn,1970,29.67
omn,1975,38.21
omn,1980,47.56
omn,1985,57.08
omn,1990,46.61
omn,1995,47.93
omn,2000,46.71
omn,2005,47.65
omn,2010,51.45
omn,2015,45.09
omn,2020,42.38
omn,2025,43.98
omn,2030,44.8
omn,2035,40.26
pak,1950,12.48
pak,1955,12.88
pak,1960,11.8
pak,1965,11.95
pak,1970,11.44
pak,1975,11.36
pak,1980,12.24
pak,1985,12.39
pak,1990,13.18
pak,1995,13.22
pak,2000,13.2
pak,2005,12.8
pak,2010,11.52
pak,2015,11.35
pak,2020,11.12
pak,2025,11.25
pak,2030,11.71
pak,2035,12.32
pan,1950,35.76
pan,1955,38.47
pan,1960,41.25
pan,1965,17.08
pan,1970,17.67
pan,1975,18.77
pan,1980,19.45
pan,1985,19.65
pan,1990,19.56
pan,1995,21.03
pan,2000,22.08
pan,2005,23.08
pan,2010,23.86
pan,2015,24.55
pan,2020,24.9
pan,2025,25.35
pan,2030,25.98
pan,2035,20.56
per,1950,27.03
per,1955,28.09
per,1960,29.09
per,1965,31.91
per,1970,34.76
per,1975,34.47
per,1980,34.22
per,1985,34.09
per,1990,35.34
per,1995,36.58
per,2000,35.02
per,2005,32.55
per,2010,33.18
per,2015,33.48
per,2020,30.68
per,2025,30.21
per,2030,30.68
per,2035,30.39
phl,1950,18.83
phl,1955,20.27
phl,1960,21.65
phl,1965,21.48
phl,1970,21.03
phl,1975,21.27
phl,1980,21.85
phl,1985,25.94
phl,1990,29.41
phl,1995,27.4
phl,2000,25.71
phl,2005,24.55
phl,2010,20.71
phl,2015,19.06
phl,2020,19.04
phl,2025,18.46
phl,2030,18.81
phl,2035,19.3
png,1950,1.42
png,1955,2.21
png,1960,3.32
png,1965,4.92
png,1970,8.9
png,1975,10.94
png,1980,12.07
png,1985,13.02
png,1990,14.01
png,1995,13.29
png,2000,12.58
png,2005,12.75
png,2010,8.4
png,2015,8.45
png,2020,8.78
png,2025,9.36
png,2030,10.16
png,2035,11.26
pol,1950,30.16
pol,1955,33.23
pol,1960,37.34
pol,1965,38.35
pol,1970,37.97
pol,1975,39.48
pol,1980,41.87
pol,1985,43.24
pol,1990,44.54
pol,1995,44.82
pol,2000,45.15
pol,2005,44.92
pol,2010,44.49
pol,2015,44.19
pol,2020,44.47
pol,2025,44.49
pol,2030,45.16
pol,2035,46.25
prk,1950,26.11
prk,1955,29.74
prk,1960,34.54
prk,1965,36.01
prk,1970,42.12
prk,1975,42.82
prk,1980,40.04
prk,1985,37.53
prk,1990,35.4
prk,1995,33.17
prk,2000,36.82
prk,2005,38.59
prk,2010,41.17
prk,2015,42.19
prk,2020,43.31
prk,2025,44.53
prk,2030,43.51
prk,2035,44.89
prt,1950,7.04
prt,1955,7.77
prt,1960,8.53
prt,1965,8.43
prt,1970,7.35
prt,1975,7.09
prt,1980,6.59
prt,1985,8.72
prt,1990,10.79
prt,1995,13.69
prt,2000,16.57
prt,2005,19.64
prt,2010,22.22
prt,2015,23.49
prt,2020,24.58
prt,2025,25.48
prt,2030,26.3
prt,2035,27.04
pry,1950,34.57
pry,1955,16.17
pry,1960,15.33
pry,1965,14.88
pry,1970,14.71
pry,1975,15.49
pry,1980,17.35
pry,1985,19.88
pry,1990,22.48
pry,1995,23.59
pry,2000,23.19
pry,2005,20.7
pry,2010,17.5
pry,2015,15.93
pry,2020,10.31
pry,2025,10.57
pry,2030,10.85
pry,2035,11.16
pse,1950,37.3
pse,1955,40.63
pse,1960,44.04
pse,1965,48.9
pse,1970,54.2
pse,1975,59.49
pse,1980,62.32
pse,1985,65.06
pse,1990,67.69
pse,1995,57.83
pse,2000,59.98
pse,2005,60.24
pse,2010,61.16
pse,2015,63.95
pse,2020,66.06
pse,2025,51.39
pse,2030,42.52
pse,2035,43.64
qat,1950,80.51
qat,1955,83.04
qat,1960,85.28
qat,1965,87.06
qat,1970,88.35
qat,1975,88.96
qat,1980,89.42
qat,1985,90.15
qat,1990,92.82
qat,1995,95
qat,2000,96.28
qat,2005,54.24
qat,2010,44.71
qat,2015,35.19
qat,2020,33.75
qat,2025,33.79
qat,2030,33.8
qat,2035,33.83
rou,1950,21.61
rou,1955,25.73
rou,1960,28.82
rou,1965,31.74
rou,1970,33.52
rou,1975,34.98
rou,1980,37.82
rou,1985,37.28
rou,1990,36.21
rou,1995,35.13
rou,2000,35.66
rou,2005,38.52
rou,2010,39.99
rou,2015,39.81
rou,2020,40.4
rou,2025,41.24
rou,2030,42.52
rou,2035,44.12
rus,1950,28.02
rus,1955,31.97
rus,1960,34.12
rus,1965,36.2
rus,1970,36.82
rus,1975,37.91
rus,1980,38.2
rus,1985,39.28
rus,1990,38.62
rus,1995,39.14
rus,2000,38.52
rus,2005,37.33
rus,2010,36.04
rus,2015,34.58
rus,2020,33.14
rus,2025,33.33
rus,2030,33.75
rus,2035,34.35
rwa,1950,2.11
rwa,1955,2.34
rwa,1960,2.6
rwa,1965,2.88
rwa,1970,3.19
rwa,1975,3.99
rwa,1980,4.71
rwa,1985,5.04
rwa,1990,5.38
rwa,1995,4.51
rwa,2000,8.83
rwa,2005,9.65
rwa,2010,9.34
rwa,2015,9.03
rwa,2020,8.87
rwa,2025,7.04
rwa,2030,7.46
rwa,2035,8.13
sau,1950,21.3
sau,1955,25.97
sau,1960,31.25
sau,1965,38.77
sau,1970,35.73
sau,1975,35.68
sau,1980,41.37
sau,1985,41.49
sau,1990,36.16
sau,1995,32.39
sau,2000,28.45
sau,2005,28.74
sau,2010,24.31
sau,2015,22.99
sau,2020,16.79
sau,2025,16.74
sau,2030,16.91
sau,2035,17.12
sdn,1950,6.82
sdn,1955,8.58
sdn,1960,6.15
sdn,1965,7.93
sdn,1970,10.13
sdn,1975,11.64
sdn,1980,11.93
sdn,1985,13.57
sdn,1990,16.9
sdn,1995,18.1
sdn,2000,17.13
sdn,2005,16.24
sdn,2010,14.25
sdn,2015,13.89
sdn,2020,14.21
sdn,2025,15.4
sdn,2030,15.95
sdn,2035,16.66
sen,1950,17.23
sen,1955,19.96
sen,1960,11.8
sen,1965,13.52
sen,1970,15.66
sen,1975,17.87
sen,1980,18.68
sen,1985,19.67
sen,1990,20.66
sen,1995,21.39
sen,2000,21.67
sen,2005,23.07
sen,2010,25.45
sen,2015,25.92
sen,2020,26.35
sen,2025,24.68
sen,2030,22.83
sen,2035,23.99
sgp,1950,0
sgp,1955,0
sgp,1960,0
sgp,1965,0
sgp,1970,0
sgp,1975,0
sgp,1980,0
sgp,1985,0
sgp,1990,0
sgp,1995,0
sgp,2000,0
sgp,2005,0
sgp,2010,0
sgp,2015,0
sgp,2020,0
sgp,2025,0
sgp,2030,0
sgp,2035,0
slb,1950,3.8
slb,1955,4.68
slb,1960,5.77
slb,1965,7.25
slb,1970,8.92
slb,1975,9.13
slb,1980,10.58
slb,1985,12.43
slb,1990,13.68
slb,1995,14.66
slb,2000,15.81
slb,2005,17.83
slb,2010,20.05
slb,2015,21.78
slb,2020,23.25
slb,2025,24.68
slb,2030,26.02
slb,2035,27.15
sle,1950,12.56
sle,1955,14.74
sle,1960,17.2
sle,1965,20.1
sle,1970,23.51
sle,1975,27.33
sle,1980,18.88
sle,1985,19.7
sle,1990,20.8
sle,1995,20.07
sle,2000,20.41
sle,2005,23.09
sle,2010,25.01
sle,2015,26.65
sle,2020,28.23
sle,2025,29.86
sle,2030,28.1
sle,2035,29.7
slv,1950,36.51
slv,1955,37.37
slv,1960,27.06
slv,1965,26.57
slv,1970,25.79
slv,1975,27.13
slv,1980,28.73
slv,1985,29.85
slv,1990,30.73
slv,1995,35.18
slv,2000,40.68
slv,2005,43.67
slv,2010,47.68
slv,2015,52.18
slv,2020,51.6
slv,2025,49.29
slv,2030,50.96
slv,2035,52.33
som,1950,12.73
som,1955,14.87
som,1960,17.31
som,1965,19.96
som,1970,22.68
som,1975,14.03
som,1980,18.32
som,1985,17.43
som,1990,16.04
som,1995,17.01
som,2000,16.08
som,2005,15.07
som,2010,17.14
som,2015,15.66
som,2020,15.88
som,2025,16.68
som,2030,17.62
som,2035,18.61
srb,1950,13.89
srb,1955,17.19
srb,1960,20.62
srb,1965,24.62
srb,1970,28.93
srb,1975,31.65
srb,1980,34.11
srb,1985,36.38
srb,1990,38.52
srb,1995,39.63
srb,2000,39.52
srb,2005,39.83
srb,2010,40.37
srb,2015,40.11
srb,2020,40.23
srb,2025,37.7
srb,2030,39.08
srb,2035,40.77
ssd,1950,9.22
ssd,1955,9.15
ssd,1960,9.09
ssd,1965,9.05
ssd,1970,9.01
ssd,1975,8.96
ssd,1980,8.9
ssd,1985,10.28
ssd,1990,13.94
ssd,1995,16.93
ssd,2000,17.84
ssd,2005,18.46
ssd,2010,18.91
ssd,2015,17.91
ssd,2020,20.96
ssd,2025,23.1
ssd,2030,23.2
ssd,2035,23.88
stp,1950,13.49
stp,1955,14.73
stp,1960,16.06
stp,1965,21.8
stp,1970,29.39
stp,1975,31.44
stp,1980,33.19
stp,1985,37.58
stp,1990,41.7
stp,1995,46.7
stp,2000,52.05
stp,2005,58.47
stp,2010,62.94
stp,2015,68.81
stp,2020,73.96
stp,2025,77.82
stp,2030,80.1
