country,time,sdi
tur,1998,67.4
tur,1999,68.7
tur,2000,69.3
tur,2001,70.7
tur,2002,71.7
tur,2003,71.9
tur,2004,71.6
tur,2005,71.4
tur,2006,70.3
tur,2007,68.9
tur,2008,68.8
tur,2009,70.9
tur,2010,69.7
tur,2011,67.3
tur,2012,67.6
tur,2013,68.6
tur,2014,68
tur,2015,67.5
tur,2016,67.4
tur,2017,67
tur,2018,67.3
tur,2019,67.5
tza,1990,39.6
tza,1991,39.7
tza,1992,39.5
tza,1993,39.5
tza,1994,39.5
tza,1995,39.6
tza,1996,39.7
tza,1997,39.9
tza,1998,40.6
tza,1999,41.3
tza,2000,42
tza,2001,42.8
tza,2002,43.8
tza,2003,44.8
tza,2004,45.8
tza,2005,47
tza,2006,48.1
tza,2007,49.1
tza,2008,50.1
tza,2009,51
tza,2010,51.8
tza,2011,52.4
tza,2012,53.4
tza,2013,53.6
tza,2014,54.3
tza,2015,55.3
tza,2016,56
tza,2017,56.3
tza,2018,56.4
tza,2019,56.9
uga,1990,34.5
uga,1991,34.5
uga,1992,33.7
uga,1993,34.4
uga,1994,34.7
uga,1995,35.3
uga,1996,37
uga,1997,38.6
uga,1998,40.2
uga,1999,42
uga,2000,43.5
uga,2001,44.4
uga,2002,46
uga,2003,46.9
uga,2004,47
uga,2005,47.8
uga,2006,49.1
uga,2007,50.2
uga,2008,51.5
uga,2009,52.5
uga,2010,53.7
uga,2011,54.3
uga,2012,54.6
uga,2013,55.2
uga,2014,55.9
uga,2015,56.6
uga,2016,57
uga,2017,57.3
uga,2018,57.9
uga,2019,58.6
ukr,1991,77.1
ukr,1992,73.4
ukr,1993,72.6
ukr,1994,71.9
ukr,1995,71.5
ukr,1996,71.9
ukr,1997,72.3
ukr,1998,72.9
ukr,1999,73.2
ukr,2000,73.6
ukr,2001,74.8
ukr,2002,75.6
ukr,2003,75.8
ukr,2004,76.4
ukr,2005,76.9
ukr,2006,77
ukr,2007,76.8
ukr,2008,77
ukr,2009,77.9
ukr,2010,77.8
ukr,2011,75.5
ukr,2012,75.8
ukr,2013,74.7
ukr,2014,75.6
ukr,2015,75.4
ukr,2016,75.2
ukr,2017,75.1
ukr,2018,75.3
ukr,2019,75.8
ury,1990,74.8
ury,1991,74.4
ury,1992,75.3
ury,1993,75.7
ury,1994,76
ury,1995,76.1
ury,1996,75.8
ury,1997,75.1
ury,1998,75.5
ury,1999,74.3
ury,2000,75.9
ury,2001,77.4
ury,2002,77.5
ury,2003,78.5
ury,2004,75.6
ury,2005,72.6
ury,2006,70.1
ury,2007,70.2
ury,2008,63.9
ury,2009,66.1
ury,2010,66
ury,2011,61.6
ury,2012,60
ury,2013,59.7
ury,2014,57.3
ury,2015,55.3
ury,2016,53.9
ury,2017,52.7
ury,2018,52.8
ury,2019,52.9
usa,1990,37.9
usa,1991,38.6
usa,1992,36.1
usa,1993,36.1
usa,1994,32.1
usa,1995,30.8
usa,1996,28.3
usa,1997,25.1
usa,1998,22.4
usa,1999,21.7
usa,2000,20.4
usa,2001,20.4
usa,2002,20.3
usa,2003,19.9
usa,2004,18.4
usa,2005,17.3
usa,2006,17
usa,2007,17.3
usa,2008,18.6
usa,2009,22.2
usa,2010,20
usa,2011,19.8
usa,2012,19.8
usa,2013,19
usa,2014,18.4
usa,2015,18.4
usa,2016,18.2
usa,2017,18.1
usa,2018,18.1
usa,2019,18.1
uzb,2000,63.5
uzb,2001,64.4
uzb,2002,65.1
uzb,2003,65.8
uzb,2004,66.5
uzb,2005,67.3
uzb,2006,67.6
uzb,2007,68.8
uzb,2008,69.3
uzb,2009,70
uzb,2010,71.1
uzb,2011,71.6
uzb,2012,72.4
uzb,2013,73.4
uzb,2014,73.7
uzb,2015,74
uzb,2016,74.5
uzb,2017,75.3
uzb,2018,75.7
uzb,2019,76.1
ven,1990,68.4
ven,1991,69.4
ven,1992,69.6
ven,1993,70
ven,1994,70.2
ven,1995,70.3
ven,1996,70.5
ven,1997,70.5
ven,1998,70.5
ven,1999,71.1
ven,2000,71.1
ven,2001,71.7
ven,2002,72.8
ven,2003,73.1
ven,2004,74.2
ven,2005,75
ven,2006,76.1
ven,2007,76.3
ven,2008,76.5
ven,2009,76.1
ven,2010,76.6
ven,2011,79.1
ven,2012,78.2
ven,2013,78.5
ven,2014,78.3
ven,2015,77.5
ven,2016,76.2
ven,2017,74.3
ven,2018,73.3
ven,2019,71.2
vnm,1990,52.1
vnm,1991,53.1
vnm,1992,54.3
vnm,1993,55.4
vnm,1994,56.6
vnm,1995,57.8
vnm,1996,59
vnm,1997,58.9
vnm,1998,61.1
vnm,1999,61.8
vnm,2000,63.1
vnm,2001,64
vnm,2002,64.9
vnm,2003,65.8
vnm,2004,66.8
vnm,2005,67.2
vnm,2006,68.1
vnm,2007,68.9
vnm,2008,69.4
vnm,2009,70.3
vnm,2010,70.4
vnm,2011,71.4
vnm,2012,71.9
vnm,2013,72
vnm,2014,71.7
vnm,2015,71.7
vnm,2016,71.9
vnm,2017,72
vnm,2018,72.4
vnm,2019,72.9
vut,2005,61.8
vut,2006,62.5
vut,2007,62.7
vut,2008,63.4
vut,2009,63.5
vut,2010,63.4
vut,2011,63.6
vut,2012,63.7
vut,2013,63.8
vut,2014,63.8
vut,2015,64.3
vut,2016,64.3
vut,2017,64.5
vut,2018,64.7
vut,2019,65.4
wsm,1990,68.2
wsm,1991,63.1
wsm,1992,68.3
wsm,1993,68.8
wsm,1994,66.5
wsm,1995,67.2
wsm,1996,68.2
wsm,1997,68.4
wsm,1998,69
wsm,1999,69.6
wsm,2000,70.1
wsm,2001,71
wsm,2002,71
wsm,2003,71.6
wsm,2004,72.5
wsm,2005,72.7
wsm,2006,73.1
wsm,2007,73.6
wsm,2008,74
wsm,2009,74.4
wsm,2010,75.3
wsm,2011,75.4
wsm,2012,75.1
wsm,2013,75.3
wsm,2014,75.5
wsm,2015,75.9
wsm,2016,76.1
wsm,2017,76.1
wsm,2018,76
wsm,2019,76.7
yem,1990,43.1
yem,1991,43.2
yem,1992,43.4
yem,1993,43.7
yem,1994,43.9
yem,1995,44.6
yem,1996,45.4
yem,1997,45.9
yem,1998,46.5
yem,1999,46.8
yem,2000,47.8
yem,2001,48.8
yem,2002,49.7
yem,2003,50.6
yem,2004,51.4
yem,2005,52
yem,2006,52.6
yem,2007,53
yem,2008,53.3
yem,2009,54.1
yem,2010,54.5
yem,2011,54.5
yem,2012,54.3
yem,2013,54.9
yem,2014,54.1
yem,2015,52.1
yem,2016,51.1
yem,2017,50.3
yem,2018,50.4
yem,2019,50.6
zaf,1990,64.4
zaf,1991,65.2
zaf,1992,66.7
zaf,1993,66.8
zaf,1994,66.5
zaf,1995,67.1
zaf,1996,66.7
zaf,1997,65.9
zaf,1998,65.4
zaf,1999,65.3
zaf,2000,65
zaf,2001,63.7
zaf,2002,64.2
zaf,2003,63.3
zaf,2004,62.2
zaf,2005,61.5
zaf,2006,61.6
zaf,2007,61.9
zaf,2008,63.5
zaf,2009,65.4
zaf,2010,65.1
zaf,2011,65.5
zaf,2012,66.4
zaf,2013,67.4
zaf,2014,67.6
zaf,2015,68.5
zaf,2016,68.5
zaf,2017,68.6
zaf,2018,68.9
zaf,2019,69
zmb,1990,45.3
zmb,1991,44.9
zmb,1992,44.8
zmb,1993,45.1
zmb,1994,44.6
zmb,1995,44.7
zmb,1996,44.7
zmb,1997,44.8
zmb,1998,44.7
zmb,1999,45.2
zmb,2000,45.7
zmb,2001,46.6
zmb,2002,47.5
zmb,2003,48.6
zmb,2004,49.6
zmb,2005,50.7
zmb,2006,51.9
zmb,2007,52.6
zmb,2008,54.2
zmb,2009,55.7
zmb,2010,56.8
zmb,2011,57.5
zmb,2012,59.2
zmb,2013,60
zmb,2014,60.3
zmb,2015,61.3
zmb,2016,61.6
zmb,2017,62.2
zmb,2018,62.6
zmb,2019,62.9
zwe,1990,51.5
zwe,1991,51.8
zwe,1992,50.3
zwe,1993,49.9
zwe,1994,49.5
zwe,1995,48.8
zwe,1996,48.8
zwe,1997,48.2
zwe,1998,47.6
zwe,1999,47.1
zwe,2000,46.3
zwe,2001,46.5
zwe,2002,45.5
zwe,2003,44.6
zwe,2004,44.3
zwe,2005,44.2
zwe,2006,44.6
zwe,2007,45.3
zwe,2008,45.4
zwe,2009,49.3
zwe,2010,51.9
zwe,2011,53.8
zwe,2012,56.6
zwe,2013,57.9
zwe,2014,58.9
zwe,2015,59.5
zwe,2016,60.1
zwe,2017,60.7
zwe,2018,61.3
zwe,2019,61.5
