country,time,popcit_less_300k
irq,1990,4843902
irq,1995,5097972
irq,2000,5489666
irq,2005,6824222
irq,2010,8001234
irq,2015,9415945
irq,2020,10973530
irq,2025,12342880
irq,2030,13908391
irq,2035,15941907
isl,1950,103856
isl,1955,121006
isl,1960,141000
isl,1965,159082
isl,1970,173558
isl,1975,188999
isl,1980,201464
isl,1985,216386
isl,1990,231452
isl,1995,245228
isl,2000,259125
isl,2005,274440
isl,2010,299745
isl,2015,309438
isl,2020,322286
isl,2025,334395
isl,2030,345315
isl,2035,354716
isr,1950,474967
isr,1955,664881
isr,1960,867870
isr,1965,1160077
isr,1970,1048831
isr,1975,983682
isr,1980,1106654
isr,1985,791677
isr,1990,747896
isr,1995,644013
isr,2000,707576
isr,2005,791306
isr,2010,1126169
isr,2015,1175102
isr,2020,1169397
isr,2025,1257266
isr,2030,1348566
isr,2035,1443055
ita,1950,13240476
ita,1955,14466116
ita,1960,14840732
ita,1965,14659224
ita,1970,14928414
ita,1975,16289301
ita,1980,16722606
ita,1985,16714094
ita,1990,16325615
ita,1995,16512810
ita,2000,16431589
ita,2005,16465397
ita,2010,16262638
ita,2015,16214397
ita,2020,15961124
ita,2025,15836094
ita,2030,15748222
ita,2035,15950972
jam,1950,338323
jam,1955,99536
jam,1960,129239
jam,1965,211582
jam,1970,300358
jam,1975,397509
jam,1980,494801
jam,1985,593871
jam,1990,636462
jam,1995,713111
jam,2000,799030
jam,2005,868114
jam,2010,929734
jam,2015,987472
jam,2020,1049495
jam,2025,1102774
jam,2030,1144987
jam,2035,1181599
jor,1950,178089
jor,1955,295260
jor,1960,474322
jor,1965,636252
jor,1970,574246
jor,1975,689307
jor,1980,789637
jor,1985,1204492
jor,1990,1436888
jor,1995,2248845
jor,2000,2601677
jor,2005,3039579
jor,2010,3574446
jor,2015,4898388
jor,2020,4360144
jor,2025,3832545
jor,2030,4035101
jor,2035,4025297
jpn,1950,20123134
jpn,1955,21974061
jpn,1960,21750471
jpn,1965,19520596
jpn,1970,20051574
jpn,1975,22939321
jpn,1980,22952419
jpn,1985,22706718
jpn,1990,19977213
jpn,1995,13323302
jpn,2000,13354946
jpn,2005,20533410
jpn,2010,24847790
jpn,2015,24454664
jpn,2020,23307610
jpn,2025,23028434
jpn,2030,22655354
jpn,2035,22190189
kaz,1950,2082617
kaz,1955,2459406
kaz,1960,3477518
kaz,1965,4510039
kaz,1970,5320725
kaz,1975,6018165
kaz,1980,6213111
kaz,1985,6315533
kaz,1990,6078694
kaz,1995,5734305
kaz,2000,5401054
kaz,2005,5359992
kaz,2010,4504375
kaz,2015,4545839
kaz,2020,4421495
kaz,2025,4552771
kaz,2030,4493602
kaz,2035,4482071
ken,1950,339667
ken,1955,448051
ken,1960,596757
ken,1965,414317
ken,1970,627724
ken,1975,1065043
ken,1980,1323521
ken,1985,1662559
ken,1990,2063095
ken,1995,2667238
ken,2000,3358933
ken,2005,4335090
ken,2010,5569747
ken,2015,5832445
ken,2020,7422608
ken,2025,8112344
ken,2030,9484588
ken,2035,11432152
kgz,1950,460773
kgz,1955,582387
kgz,1960,741749
kgz,1965,598810
kgz,1970,680098
kgz,1975,771713
kgz,1980,856471
kgz,1985,949534
kgz,1990,1016768
kgz,1995,956768
kgz,2000,970876
kgz,2005,993501
kgz,2010,1070450
kgz,2015,1162269
kgz,2020,1284128
kgz,2025,1422489
kgz,2030,1268912
kgz,2035,1421407
khm,1950,88137
khm,1955,140327
khm,1960,199251
khm,1965,264388
khm,1970,217077
khm,1975,336810
khm,1980,662376
khm,1985,647486
khm,1990,780017
khm,1995,1008377
khm,2000,1109983
khm,2005,1227616
khm,2010,1381059
khm,2015,1664425
khm,2020,1640865
khm,2025,1882478
khm,2030,1836908
khm,2035,2109503
kir,1950,3635
kir,1955,4913
kir,1960,6717
kir,1965,9117
kir,1970,12328
kir,1975,16334
kir,1980,19157
kir,1985,21467
kir,1990,25335
kir,1995,28301
kir,2000,36259
kir,2005,40209
kir,2010,48647
kir,2015,58024
kir,2020,68069
kir,2025,78192
kir,2030,87993
kir,2035,97362
kor,1950,1778566
kor,1955,1850819
kor,1960,2145891
kor,1965,2849933
kor,1970,3423487
kor,1975,3769426
kor,1980,4383864
kor,1985,4956124
kor,1990,5654566
kor,1995,7122525
kor,2000,7421706
kor,2005,7286959
kor,2010,7650951
kor,2015,7266151
kor,2020,6901321
kor,2025,6722695
kor,2030,5914548
kor,2035,5982369
kwt,1950,94154
kwt,1955,126132
kwt,1960,201926
kwt,1965,72579
kwt,1970,87188
kwt,1975,228088
kwt,1980,409500
kwt,1985,580809
kwt,1990,665218
kwt,1995,484662
kwt,2000,730119
kwt,2005,728646
kwt,2010,1004254
kwt,2015,1367698
kwt,2020,886018
kwt,2025,877806
kwt,2030,913452
kwt,2035,955220
lao,1950,121834
lao,1955,143427
lao,1960,168533
lao,1965,198298
lao,1970,258749
lao,1975,338147
lao,1980,403247
lao,1985,509071
lao,1990,657373
lao,1995,506326
lao,2000,729116
lao,2005,992361
lao,2010,1271896
lao,2015,1564251
lao,2020,1917589
lao,2025,2262883
lao,2030,2590797
lao,2035,2916660
lbn,1950,104719
lbn,1955,130996
lbn,1960,203345
lbn,1965,332782
lbn,1970,443533
lbn,1975,225141
lbn,1980,296311
lbn,1985,540700
lbn,1990,954229
lbn,1995,1305123
lbn,2000,1295729
lbn,2005,1676332
lbn,2010,1797528
lbn,2015,2926778
lbn,2020,2928691
lbn,2025,2653367
lbn,2030,2553111
lbn,2035,2571478
lbr,1950,120623
lbr,1955,157492
lbr,1960,208739
lbr,1965,277001
lbr,1970,368651
lbr,1975,493708
lbr,1980,339275
lbr,1985,415067
lbr,1990,120466
lbr,1995,488963
lbr,2000,443199
lbr,2005,299788
lbr,2010,831781
lbr,2015,971883
lbr,2020,1141326
lbr,2025,1355604
lbr,2030,1601764
lbr,2035,1880491
lby,1950,219815
lby,1955,289027
lby,1960,395754
lby,1965,583541
lby,1970,661288
lby,1975,774954
lby,1980,1218071
lby,1985,1716701
lby,1990,2022910
lby,1995,2277188
lby,2000,2516766
lby,2005,2406187
lby,2010,2528483
lby,2015,2379693
lby,2020,2505393
lby,2025,2660464
lby,2030,2813577
lby,2035,2652214
lca,1950,15894
lca,1955,17596
lca,1960,19292
lca,1965,21822
lca,1970,24901
lca,1975,27662
lca,1980,31313
lca,1985,35299
lca,1990,40557
lca,1995,42297
lca,2000,43591
lca,2005,37794
lca,2010,31841
lca,2015,32809
lca,2020,34141
lca,2025,35853
lca,2030,37953
lca,2035,40443
lka,1950,821719
lka,1955,929859
lka,1960,1137567
lka,1965,1377673
lka,1970,1642971
lka,1975,1916987
lka,1980,2211951
lka,1985,2411835
lka,1990,2597999
lka,1995,2739158
lka,2000,2808260
lka,2005,2959740
lka,2010,3107104
lka,2015,3200364
lka,2020,3332953
lka,2025,3232713
lka,2030,3495628
lka,2035,3837237
lso,1950,12844
lso,1955,16146
lso,1960,29906
lso,1965,59437
lso,1970,88923
lso,1975,124517
lso,1980,150006
lso,1985,173014
lso,1990,224016
lso,1995,298639
lso,2000,365288
lso,2005,433749
lso,2010,506015
lso,2015,585146
lso,2020,674092
lso,2025,774177
lso,2030,886719
lso,2035,1014316
ltu,1950,739268
ltu,1955,895127
ltu,1960,1093002
ltu,1965,1015880
ltu,1970,885097
ltu,1975,1066045
ltu,1980,1226878
ltu,1985,1371944
ltu,1990,1506904
ltu,1995,1482268
ltu,2000,1419731
ltu,2005,1343275
ltu,2010,1239879
ltu,2015,1439874
ltu,2020,1402092
ltu,2025,1387518
ltu,2030,1378995
ltu,2035,1369328
lux,1950,199037
lux,1955,208830
lux,1960,218815
lux,1965,237576
lux,1970,252625
lux,1975,273618
lux,1980,291384
lux,1985,295961
lux,1990,309047
lux,1995,338327
lux,2000,367269
lux,2005,396482
lux,2010,449722
lux,2015,511081
lux,2020,552328
lux,2025,593272
lux,2030,629046
lux,2035,663473
lva,1950,403985
lva,1955,449731
lva,1960,528473
lva,1965,629091
lva,1970,716181
lva,1975,798723
lva,1980,851958
lva,1985,889583
lva,1990,940289
lva,1995,899598
lva,2000,861107
lva,2005,819815
lva,2010,772813
lva,2015,708797
lva,2020,662505
lva,2025,634482
lva,2030,620011
lva,2035,609000
mar,1950,1727465
mar,1955,2135848
mar,1960,2652538
mar,1965,2666934
mar,1970,2825833
mar,1975,3480848
mar,1980,4102391
mar,1985,4935824
mar,1990,5410198
mar,1995,6387185
mar,2000,6477554
mar,2005,7163903
mar,2010,8427877
mar,2015,9709772
mar,2020,11228706
mar,2025,12468016
mar,2030,13498505
mar,2035,14153912
mda,1950,433084
mda,1955,542742
mda,1960,703556
mda,1965,919503
mda,1970,800602
mda,1975,959232
mda,1980,1100345
mda,1985,1263734
mda,1990,1386417
mda,1995,1377902
mda,2000,1265105
mda,2005,1193570
mda,2010,1186060
mda,2015,1201507
mda,2020,1222506
mda,2025,1244859
mda,2030,1263057
mda,2035,1284817
mdg,1950,318517
mdg,1955,414442
mdg,1960,542656
mdg,1965,714199
mdg,1970,564640
mdg,1975,780578
mdg,1980,1034648
mdg,1985,1365068
mdg,1990,1785184
mdg,1995,2306686
mdg,2000,2914689
mdg,2005,3722827
mdg,2010,4734070
mdg,2015,5582806
mdg,2020,6511437
mdg,2025,7286177
mdg,2030,8512776
mdg,2035,9562121
mdv,1950,7823
mdv,1955,8680
mdv,1960,10043
mdv,1965,11775
mdv,1970,13768
mdv,1975,23623
mdv,1980,35241
mdv,1985,48340
mdv,1990,57679
mdv,1995,65143
mdv,2000,77683
mdv,2005,107606
mdv,2010,132805
mdv,2015,161207
mdv,2020,186634
mdv,2025,209810
mdv,2030,230531
mdv,2035,250454
mex,1950,7784056
mex,1955,9454646
mex,1960,11903216
mex,1965,13902708
mex,1970,16511354
mex,1975,18888941
mex,1980,21632319
mex,1985,22060282
mex,1990,20966454
mex,1995,22928528
mex,2000,23155766
mex,2005,24722998
mex,2010,27439326
mex,2015,29740325
mex,2020,32374032
mex,2025,34074455
mex,2030,34175665
mex,2035,35635695
mkd,1950,293929
mkd,1955,395856
mkd,1960,506451
mkd,1965,642632
mkd,1970,507765
mkd,1975,561383
mkd,1980,628710
mkd,1985,678909
mkd,1990,708504
mkd,1995,734694
mkd,2000,730600
mkd,2005,699969
mkd,2010,660977
mkd,2015,633968
mkd,2020,625858
mkd,2025,638126
mkd,2030,659190
mkd,2035,677994
mli,1950,398898
mli,1955,482207
mli,1960,582508
mli,1965,702069
mli,1970,852497
mli,1975,689960
mli,1980,821499
mli,1985,1037822
mli,1990,1227911
mli,1995,1540991
mli,2000,1968105
mli,2005,2617492
mli,2010,3541382
mli,2015,4461853
mli,2020,5902688
mli,2025,6870132
mli,2030,8495945
mli,2035,9673061
mlt,1950,277239
mlt,1955,281301
mlt,1960,280781
mlt,1965,288356
mlt,1970,287114
mlt,1975,289707
mlt,1980,299232
mlt,1985,313678
mlt,1990,329377
mlt,1995,345871
mlt,2000,366394
mlt,2005,380936
mlt,2010,391441
mlt,2015,403728
mlt,2020,411533
mlt,2025,417398
mlt,2030,419700
mlt,2035,417964
mmr,1950,1468814
mmr,1955,1883742
mmr,1960,2442849
mmr,1965,2839259
mmr,1970,3702841
mmr,1975,4517569
mmr,1980,5122745
mmr,1985,5878001
mmr,1990,6694036
mmr,1995,7328450
mmr,2000,8037442
mmr,2005,8623435
mmr,2010,8998095
mmr,2015,9151585
mmr,2020,9390689
mmr,2025,9872737
mmr,2030,10852429
mmr,2035,11318131
mne,1950,50223
mne,1955,68854
mne,1960,91576
mne,1965,120459
mne,1970,139552
mne,1975,175266
mne,1980,213791
mne,1985,259884
mne,1990,295431
mne,1995,331085
mne,2000,359202
mne,2005,385027
mne,2010,400419
mne,2015,413376
mne,2020,424767
mne,2025,434519
mne,2030,442718
mne,2035,448985
mng,1950,156040
mng,1955,227618
mng,1960,340919
mng,1965,466259
mng,1970,576139
mng,1975,363841
mng,1980,457356
mng,1985,565730
mng,1990,673982
mng,1995,644641
mng,2000,604603
mng,2005,645856
mng,2010,695016
mng,2015,666611
mng,2020,619111
mng,2025,638040
mng,2030,673593
mng,2035,713940
moz,1950,336659
moz,1955,411022
moz,1960,507470
moz,1965,644765
moz,1970,452277
moz,1975,668794
moz,1980,1008762
moz,1985,1726111
moz,1990,1902611
moz,1995,2630148
moz,2000,2967533
moz,2005,3728677
moz,2010,4747902
moz,2015,5354836
moz,2020,6533537
moz,2025,8316703
moz,2030,8846313
moz,2035,10764965
mrt,1950,20490
mrt,1955,34636
mrt,1960,59044
mrt,1965,100130
mrt,1970,167332
mrt,1975,273299
mrt,1980,419900
mrt,1985,314928
mrt,1990,379714
mrt,1995,419588
mrt,2000,479037
mrt,2005,634328
mrt,2010,830939
mrt,2015,1078903
mrt,2020,1332078
mrt,2025,1593796
mrt,2030,1883144
mrt,2035,2193330
mus,1950,144658
mus,1955,180433
mus,1960,231739
mus,1965,292028
mus,1970,351699
mus,1975,387600
mus,1980,409127
mus,1985,429921
mus,1990,463526
mus,1995,488537
mus,2000,505705
mus,2005,514605
mus,2010,518584
mus,2015,516377
mus,2020,519330
mus,2025,526689
mus,2030,538588
mus,2035,554003
mwi,1950,103560
mwi,1955,127621
mwi,1960,158848
mwi,1965,199188
mwi,1970,278646
mwi,1975,404986
mwi,1980,557771
mwi,1985,428861
mwi,1990,720793
mwi,1995,506031
mwi,2000,656984
mwi,2005,764207
mwi,2010,925587
mwi,2015,1153673
mwi,2020,1480853
mwi,2025,1900031
mwi,2030,2056497
mwi,2035,2604094
mys,1950,1244023
mys,1955,1648504
mys,1960,1826065
mys,1965,2455975
mys,1970,3163167
mys,1975,3918396
mys,1980,4829800
mys,1985,5047602
mys,1990,6020329
mys,1995,7091801
mys,2000,8297457
mys,2005,9369180
mys,2010,10337543
mys,2015,11373632
mys,2020,11939902
mys,2025,12567428
mys,2030,13496245
mys,2035,14333780
nam,1950,65067
nam,1955,83453
nam,1960,107909
nam,1965,136750
nam,1970,173960
nam,1975,213999
nam,1980,253837
nam,1985,302761
nam,1990,391253
nam,1995,493517
nam,2000,614845
nam,2005,744428
nam,2010,590195
nam,2015,769786
nam,2020,971928
nam,2025,1172179
nam,2030,1373284
nam,2035,1573779
ner,1950,124316
ner,1955,156807
ner,1960,196327
ner,1965,266487
ner,1970,396646
ner,1975,592068
ner,1980,805091
ner,1985,658155
ner,1990,793202
ner,1995,942581
ner,2000,1141605
ner,2005,1391269
ner,2010,1710323
ner,2015,1751702
ner,2020,2221612
ner,2025,2228537
ner,2030,2916129
ner,2035,3527874
nga,1950,2764665
nga,1955,3991412
nga,1960,5623739
nga,1965,6149535
nga,1970,7177580
nga,1975,7810042
nga,1980,8002196
nga,1985,10094493
nga,1990,13161241
nga,1995,16308655
nga,2000,19416331
nga,2005,25133860
nga,2010,31318840
nga,2015,40199722
nga,2020,48285754
nga,2025,57211661
nga,2030,66030066
nga,2035,75591562
nic,1950,455789
nic,1955,563437
nic,1960,702450
nic,1965,880894
nic,1970,761611
nic,1975,924210
nic,1980,1109750
nic,1985,1296118
nic,1990,1464922
nic,1995,1645770
nic,2000,1887219
nic,2005,2098682
nic,2010,2273842
nic,2015,2494646
nic,2020,2722815
nic,2025,2950396
nic,2030,3184256
nic,2035,3416936
nld,1950,3296056
nld,1955,3755887
nld,1960,4268395
nld,1965,4789137
nld,1970,5111165
nld,1975,5783069
nld,1980,6364674
nld,1985,6904636
nld,1990,7438647
nld,1995,8326495
nld,2000,8921426
nld,2005,10127678
nld,2010,11037684
nld,2015,11647793
nld,2020,12087364
nld,2025,12430056
nld,2030,12685236
nld,2035,12850887
nor,1950,1179409
nor,1955,1189481
nor,1960,1210355
nor,1965,1533809
nor,1970,1891661
nor,1975,2088677
nor,1980,2239495
nor,1985,2299132
nor,1990,2372153
nor,1995,2493036
nor,2000,2646598
nor,2005,2779732
nor,2010,2966895
nor,2015,3248059
nor,2020,3480460
nor,2025,3714789
nor,2030,3636244
nor,2035,3833005
npl,1950,227119
npl,1955,283756
npl,1960,350230
npl,1965,407893
npl,1970,474634
npl,1975,643695
npl,1980,907698
npl,1985,1235180
npl,1990,1262166
npl,1995,1820186
npl,2000,2538515
npl,2005,3094620
npl,2010,3566537
npl,2015,3811080
npl,2020,4079897
npl,2025,4733002
npl,2030,4827335
npl,2035,5522768
nzl,1950,1064555
nzl,1955,1185791
nzl,1960,1362970
nzl,1965,1540174
nzl,1970,1650994
nzl,1975,1508888
nzl,1980,1525711
nzl,1985,1599303
nzl,1990,1383581
nzl,1995,1470520
nzl,2000,1513550
nzl,2005,1587830
nzl,2010,1668243
nzl,2015,1730620
nzl,2020,1771503
nzl,2025,1839244
nzl,2030,1915521
nzl,2035,1988831
omn,1950,39252
omn,1955,59302
omn,1960,90485
omn,1965,139614
omn,1970,214732
omn,1975,337059
omn,1980,549043
omn,1985,855282
omn,1990,844717
omn,1995,1056493
omn,2000,1059370
omn,2005,1196495
omn,2010,1564727
omn,2015,1923958
omn,2020,2164223
omn,2025,2451067
omn,2030,2659269
omn,2035,2494675
pak,1950,4686605
pak,1955,5214887
pak,1960,5307543
pak,1965,6082997
pak,1970,6650256
pak,1975,7589439
pak,1980,9554962
pak,1985,11423662
pak,1990,14190619
pak,1995,16360128
pak,2000,18789806
pak,2005,20521850
pak,2010,20667939
pak,2015,22638748
pak,2020,24556929
pak,2025,27245390
pak,2030,30781415
pak,2035,34848792
pan,1950,307441
pan,1955,377396
pan,1960,467323
pan,1965,224522
pan,1970,268450
pan,1975,327501
pan,1980,384884
pan,1985,435984
pan,1990,483297
pan,1995,576273
pan,2000,669144
pan,2005,768681
pan,2010,869062
pan,2015,974195
pan,2020,1074221
pan,2025,1175033
pan,2030,1280306
pan,2035,1068613
per,1950,2102520
per,1955,2487980
per,1960,2953952
per,1965,3736890
per,1970,4678202
per,1975,5317190
per,1980,6004376
per,1985,6739895
per,1990,7800443
per,1995,8889197
per,2000,9265183
per,2005,9069720
per,2010,9630744
per,2015,10202927
per,2020,10116496
per,2025,10426870
per,2030,11052611
per,2035,11361361
phl,1950,3498131
phl,1955,4494314
phl,1960,5686116
phl,1965,6639253
phl,1970,7529565
phl,1975,8781219
phl,1980,10347183
phl,1985,14080165
phl,1990,18205182
phl,1995,19119291
phl,2000,20054794
phl,2005,21192052
phl,2010,19462500
phl,2015,19467351
phl,2020,20866860
phl,2025,21562277
phl,2030,23263343
phl,2035,25100549
png,1950,28459
png,1955,46008
png,1960,74897
png,1965,122314
png,1970,247610
png,1975,343361
png,1980,431144
png,1985,531198
png,1990,646717
png,1995,689139
png,2000,735741
png,2005,827808
png,2010,613842
png,2015,685491
png,2020,785953
png,2025,919298
png,2030,1088405
png,2035,1306849
pol,1950,7485860
pol,1955,9061503
pol,1960,11059077
pol,1965,12026329
pol,1970,12392450
pol,1975,13410307
pol,1980,14882223
pol,1985,16056885
pol,1990,16908153
pol,1995,17237091
pol,2000,17409035
pol,2005,17236208
pol,2010,17051621
pol,2015,16806709
pol,2020,16831309
pol,2025,16690316
pol,2030,16684507
pol,2035,16732423
prk,1950,2754336
prk,1955,2999845
prk,1960,3946096
prk,1965,4518470
prk,1970,6069731
prk,1975,6969400
prk,1980,6996648
prk,1985,7084226
prk,1990,7183350
prk,1995,7252522
prk,2000,8443067
prk,2005,9225706
prk,2010,10106206
prk,2015,10625106
prk,2020,11164740
prk,2025,11699849
prk,2030,11596644
prk,2035,12050022
prt,1950,592401
prt,1955,670141
prt,1960,754790
prt,1965,747080
prt,1970,635737
prt,1975,650127
prt,1980,642366
prt,1985,866087
prt,1990,1068103
prt,1995,1381159
prt,2000,1706745
prt,2005,2064084
prt,2010,2354917
prt,2015,2435041
prt,2020,2505981
prt,2025,2563830
prt,2030,2606579
prt,2035,2635695
pry,1950,509268
pry,1955,270626
pry,1960,291876
pry,1965,323162
pry,1970,363934
pry,1975,432296
pry,1980,552065
pry,1985,730742
pry,1990,949579
pry,1995,1126923
pry,2000,1234359
pry,2005,1205601
pry,2010,1093185
pry,2015,1065799
pry,2020,735470
pry,2025,798525
pry,2030,862651
pry,2035,926819
pse,1950,347609
pse,1955,401302
pse,1960,470972
pse,1965,582558
pse,1970,610666
pse,1975,787567
pse,1980,941551
pse,1985,1144681
pse,1990,1422479
pse,1995,1514367
pse,2000,1933757
pse,2005,2155381
pse,2010,2480494
pse,2015,2896426
pse,2020,3369855
pse,2025,2938507
pse,2030,2696214
pse,2035,3041863
qat,1950,20133
qat,1955,29779
qat,1960,40407
qat,1965,64100
qat,1970,96760
qat,1975,146177
qat,1980,199973
qat,1985,334343
qat,1990,442074
qat,1995,487771
qat,2000,570417
qat,2005,469415
qat,2010,830023
qat,2015,902941
qat,2020,972430
qat,2025,1054789
qat,2030,1124648
qat,2035,1183317
rou,1950,3508935
rou,1955,4497822
rou,1960,5365367
rou,1965,6151116
rou,1970,6889018
rou,1975,7577777
rou,1980,8552625
rou,1985,8600890
rou,1990,8505487
rou,1995,8068057
rou,2000,7893471
rou,2005,8250965
rou,2010,8186217
rou,2015,7932250
rou,2020,7772218
rou,2025,7741397
rou,2030,7783554
rou,2035,7859441
rus,1950,28799432
rus,1955,35601866
rus,1960,40903484
rus,1965,45791839
rus,1970,47920704
rus,1975,50727077
rus,1980,52731842
rus,1985,56159094
rus,1990,56976825
rus,1995,58022903
rus,2000,56401473
rus,2005,53632850
rus,2010,51706628
rus,2015,50131075
rus,2020,48369288
rus,2025,48370384
rus,2030,48379082
rus,2035,48485070
rwa,1950,46208
rwa,1955,59211
rwa,1960,76269
rwa,1965,93184
rwa,1970,119936
rwa,1975,174257
rwa,1980,242682
rwa,1985,309499
rwa,1990,391898
rwa,1995,263218
rwa,2000,700374
rwa,2005,852998
rwa,2010,938139
rwa,2015,1026108
rwa,2020,1149229
rwa,2025,1026453
rwa,2030,1211750
rwa,2035,1457324
sau,1950,664844
sau,1955,923917
sau,1960,1277054
sau,1965,1877805
sau,1970,2085348
sau,1975,2647059
sau,1980,4008916
sau,1985,5442469
sau,1990,5869974
sau,1995,6037996
sau,2000,5879661
sau,2005,6845206
sau,2010,6666523
sau,2015,7291436
sau,2020,5843756
sau,2025,6236028
sau,2030,6648805
sau,2035,7031838
sdn,1950,391254
sdn,1955,562183
sdn,1960,464179
sdn,1965,695471
sdn,1970,1041388
sdn,1975,1414066
sdn,1980,1731249
sdn,1985,2336008
sdn,1990,3404177
sdn,1995,4361116
sdn,2000,4673098
sdn,2005,5024715
sdn,2010,4921271
sdn,2015,5403169
sdn,2020,6229317
sdn,2025,7601227
sdn,2030,8814860
sdn,2035,10243870
sen,1950,428444
sen,1955,560479
sen,1960,378455
sen,1965,497862
sen,1970,666762
sen,1975,881201
sen,1980,1043017
sen,1985,1272833
sen,1990,1554737
sen,1995,1858681
sen,2000,2122914
sen,2005,2558364
sen,2010,3227150
sen,2015,3779332
sen,2020,4412100
sen,2025,4704682
sen,2030,4920615
sen,2035,5813252
sgp,1950,0
sgp,1955,0
sgp,1960,0
sgp,1965,0
sgp,1970,0
sgp,1975,0
sgp,1980,0
sgp,1985,0
sgp,1990,0
sgp,1995,0
sgp,2000,0
sgp,2005,0
sgp,2010,0
sgp,2015,0
sgp,2020,0
sgp,2025,0
sgp,2030,0
sgp,2035,0
slb,1950,3412
slb,1955,4774
slb,1960,6798
slb,1965,9914
slb,1970,14293
slb,1975,17651
slb,1980,24390
slb,1985,33669
slb,1990,42649
slb,1995,52678
slb,2000,65246
slb,2005,83789
slb,2010,105810
slb,2015,131361
slb,2020,159686
slb,2025,190885
slb,2030,224934
slb,2035,261385
sle,1950,256369
sle,1955,319261
sle,1960,398599
sle,1965,504032
sle,1970,645306
sle,1975,830173
sle,1980,639680
sle,1985,749631
sle,1990,898649
sle,1995,863844
sle,2000,935565
sle,2005,1303504
sle,2010,1604384
sle,2015,1911633
sle,2020,2252071
sle,2025,2629700
sle,2030,2711600
sle,2035,3118200
slv,1950,803161
slv,1955,909227
slv,1960,748501
slv,1965,850737
slv,1970,947350
slv,1975,1127146
slv,1980,1318892
slv,1985,1473793
slv,1990,1619689
slv,1995,1979906
slv,2000,2395132
slv,2005,2642784
slv,2010,2948470
slv,2015,3300742
slv,2020,3346713
slv,2025,3274099
slv,2030,3454559
slv,2035,3594479
som,1950,288122
som,1955,370572
som,1960,477113
som,1965,612593
som,1970,781165
som,1975,544428
som,1980,1150958
som,1985,1159019
som,1990,1158687
som,1995,1274628
som,2000,1426741
som,2005,1574636
som,2010,2064187
som,2015,2160102
som,2020,2523413
som,2025,3064737
som,2030,3733404
som,2035,4519188
srb,1950,935040
srb,1955,1243896
srb,1960,1558159
srb,1965,1928761
srb,1970,2348861
srb,1975,2689630
srb,1980,3038315
srb,1985,3366261
srb,1990,3666541
srb,1995,3916876
srb,2000,3749605
srb,2005,3662271
srb,2010,3629344
srb,2015,3560436
srb,2020,3515128
srb,2025,3206844
srb,2030,3224010
srb,2035,3250736
ssd,1950,228973
ssd,1955,239670
ssd,1960,258524
ssd,1965,283626
ssd,1970,314909
ssd,1975,353282
ssd,1980,400849
ssd,1985,536559
ssd,1990,765828
ssd,1995,866570
ssd,2000,1105850
ssd,2005,1391012
ssd,2010,1797991
ssd,2015,1918929
ssd,2020,2345846
ssd,2025,2878166
ssd,2030,3210806
ssd,2035,3661109
stp,1950,8094
stp,1955,8661
stp,1960,10327
stp,1965,14147
stp,1970,21918
stp,1975,26136
stp,1980,31791
stp,1985,39432
stp,1990,49713
stp,1995,61496
stp,2000,74049
stp,2005,92078
stp,2010,113520
stp,2015,137228
stp,2020,162101
stp,2025,187994
stp,2030,214863
stp,2035,242018
sur,1950,100809
sur,1955,117726
sur,1960,137039
sur,1965,156305
sur,1970,170592
sur,1975,194923
sur,1980,235660
sur,1985,242695
sur,1990,267733
sur,1995,293195
sur,2000,313876
sur,2005,332708
sur,2010,349037
sur,2015,365427
sur,2020,382175
sur,2025,399428
sur,2030,417001
sur,2035,434693
svk,1950,1031378
svk,1955,1209955
svk,1960,1385442
svk,1965,1623750
svk,1970,1863518
svk,1975,1873385
svk,1980,2203713
svk,1985,2392429
svk,1990,2550359
svk,1995,2603175
svk,2000,2606375
svk,2005,2573993
svk,2010,2541796
svk,2015,2509233
svk,2020,2495762
svk,2025,2511611
svk,2030,2547397
svk,2035,2595549
svn,1950,293467
svn,1955,363718
svn,1960,447501
svn,1965,529512
svn,1970,617804
svn,1975,738422
svn,1980,882036
svn,1985,964485
svn,1990,1011056
svn,1995,1008125
svn,2000,1009242
svn,2005,1028742
svn,2010,1076953
svn,2015,1115846
svn,2020,1147583
svn,2025,1179249
svn,2030,904750
svn,2035,929174
swe,1950,3513906
swe,1955,3883966
swe,1960,4221126
swe,1965,4513683
swe,1970,4930882
swe,1975,5280340
swe,1980,5451305
swe,1985,5467828
swe,1990,5615791
swe,1995,5790107
swe,2000,5762831
swe,2005,5864309
swe,2010,6081199
swe,2015,6084475
swe,2020,6339064
swe,2025,6587560
swe,2030,6830602
swe,2035,7044356
swz,1950,6006
swz,1955,7761
swz,1960,13664
swz,1965,25428
swz,1970,43260
swz,1975,72406
swz,1980,99425
swz,1985,128791
swz,1990,174011
swz,1995,214125
swz,2000,240805
swz,2005,243713
swz,2010,270400
swz,2015,307330
swz,2020,347895
swz,2025,392638
swz,2030,442183
swz,2035,497913
syc,1950,9953
syc,1955,10683
syc,1960,11496
syc,1965,15492
syc,1970,20458
syc,1975,27570
syc,1980,32727
syc,1985,34423
syc,1990,34796
syc,1995,38070
syc,2000,40927
syc,2005,45854
syc,2010,48752
syc,2015,51933
syc,2020,55308
syc,2025,58120
syc,2030,60516
syc,2035,62662
syr,1950,323687
syr,1955,441041
syr,1960,621137
syr,1965,834008
syr,1970,1117881
syr,1975,1083439
syr,1980,1337558
syr,1985,1792302
